POA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA6163,517,1040,2830,2772,2600,2031,462,31,0,12289,0,5,10,9,5,14,5,0,0,47,0,12,70,52,28,14,0,3,0,180,27,30,94,79,102,59,9,0,0,401,0,5,17,18,22,6,0,0,0,64,3,20,96,80,73,47,10,0,0,321,10,12,49,44,57,36,10,0,0,212,226,248,267,202,258,204,45,6,0,1458,199,183,195,105,77,51,8,0,0,821,3,21,58,57,64,57,13,0,0,264,3,8,21,10,12,7,0,0,0,66,3,16,76,71,62,32,4,0,0,265,3,19,42,39,41,27,8,0,0,181,13,65,192,155,140,69,22,3,0,657,3,28,94,82,90,74,26,0,0,394,0,32,159,191,186,136,16,3,0,725,33,93,325,422,517,413,69,3,0,1874,40,186,568,467,598,502,123,4,0,2491,13,38,37,46,40,25,6,3,0,215,19,65,108,78,113,60,12,3,0,457
POA6164,728,1347,4070,4179,3071,1648,390,34,0,15465,0,9,22,27,26,10,0,0,0,92,0,15,104,90,43,10,3,0,0,261,20,37,125,142,128,69,4,0,0,539,0,8,43,37,17,10,3,0,0,128,10,38,165,135,94,46,7,0,0,487,10,24,71,72,52,37,5,0,0,282,278,309,368,316,326,168,26,0,0,1797,274,171,175,110,91,55,3,0,0,884,5,41,98,76,97,41,6,0,0,367,5,9,29,20,11,3,0,0,0,76,0,36,183,136,91,24,0,0,0,469,9,27,55,74,48,21,3,0,0,242,14,74,314,210,138,51,14,0,0,814,8,44,125,125,100,64,9,0,0,485,6,47,249,235,183,108,13,0,0,844,30,105,405,566,448,213,40,0,0,1810,38,250,812,766,650,444,54,7,0,3029,31,35,63,38,27,16,3,0,0,208,25,73,180,147,127,51,10,0,0,619
POA6165,4,3,5,0,7,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6166,134,221,420,542,609,434,124,11,4,2503,0,0,4,3,11,9,5,0,0,31,0,0,15,13,3,7,0,0,0,37,12,10,20,19,28,12,0,0,0,95,0,0,8,3,3,0,0,0,0,12,4,7,19,22,31,11,4,0,0,98,0,5,11,8,15,4,5,0,0,55,55,47,40,48,65,38,7,0,0,302,46,23,21,11,9,10,3,0,0,121,0,3,11,11,19,10,3,0,0,59,0,3,3,3,0,0,0,0,0,9,0,0,13,19,23,9,0,0,0,61,4,4,16,12,19,7,3,0,0,67,0,8,34,24,26,19,3,0,0,116,0,3,10,20,21,20,7,0,0,92,3,4,28,30,38,29,5,0,0,136,3,20,45,86,107,72,11,0,0,344,8,43,87,91,115,86,10,0,0,453,6,7,5,4,4,8,0,0,0,30,3,16,23,23,27,9,0,0,0,107
POA6167,252,517,1605,1471,1132,668,125,8,0,5794,0,4,6,21,11,11,0,0,0,55,0,10,29,25,14,6,0,0,0,75,9,24,56,43,37,35,5,0,0,203,0,3,16,11,3,3,0,0,0,37,0,10,60,38,32,13,0,0,0,163,0,14,25,29,21,20,0,0,0,101,104,112,187,158,149,61,8,0,0,776,119,58,80,47,42,18,0,0,0,368,0,8,37,37,34,24,6,0,0,145,6,4,15,8,3,0,0,0,0,31,0,11,57,28,15,8,0,0,0,128,4,14,28,25,19,8,0,0,0,92,0,17,67,63,27,19,0,0,0,193,5,20,61,50,49,31,7,0,0,214,0,16,79,81,64,47,5,0,0,286,7,31,147,153,133,66,6,0,0,541,14,93,298,234,201,165,18,3,0,1028,8,6,22,19,10,10,0,0,0,78,11,26,64,40,19,23,3,0,0,188
POA6168,228,591,1108,973,1124,936,195,23,3,5176,0,3,4,14,10,3,0,0,0,35,3,3,17,21,21,13,0,0,0,74,9,4,21,43,37,25,4,0,0,143,0,0,3,5,10,0,0,0,0,20,0,10,19,29,45,19,5,0,0,134,0,5,9,3,20,14,3,0,0,58,68,117,100,80,131,101,14,0,0,614,104,60,64,65,48,31,5,0,0,375,0,10,17,10,30,23,8,0,0,97,5,8,3,8,3,4,3,0,0,32,0,3,27,13,24,18,0,0,0,91,4,6,16,15,23,17,0,0,0,88,0,12,21,34,33,33,4,3,0,151,0,18,37,43,45,29,0,0,0,181,9,60,93,70,96,59,7,0,0,397,7,24,56,116,127,97,19,0,0,450,14,74,169,136,252,231,37,3,0,923,10,21,15,10,12,7,3,0,0,77,11,30,57,34,38,18,0,0,0,181
POA6169,403,795,1601,1633,1825,1346,224,24,3,7862,0,0,8,3,14,13,5,0,0,47,0,7,29,18,44,16,3,0,0,116,8,19,42,56,77,40,3,0,0,245,0,3,12,9,10,7,0,0,0,45,7,20,44,51,51,24,0,0,0,196,0,3,23,23,13,17,3,0,0,92,154,173,196,169,238,128,14,0,0,1075,161,98,95,62,48,34,0,0,0,501,0,4,22,42,37,23,7,0,0,128,15,8,4,6,9,8,0,0,0,47,0,13,30,30,37,19,0,0,0,134,3,9,23,28,42,15,6,0,0,134,4,29,53,57,60,35,12,0,0,262,3,20,61,54,68,51,4,0,0,262,4,29,105,121,127,93,9,0,0,483,11,42,132,218,317,199,24,0,0,938,28,127,247,284,403,308,41,0,0,1433,14,15,16,17,18,15,3,0,0,91,21,38,62,58,54,38,4,3,0,274
POA6170,144,345,1128,788,549,282,49,3,0,3295,0,3,5,4,5,0,0,0,0,21,0,8,25,7,11,3,0,0,0,50,3,3,40,31,15,7,0,0,0,102,0,5,9,7,5,0,0,0,0,20,0,4,36,20,15,11,0,0,0,94,0,6,25,8,12,3,0,0,0,60,40,73,111,61,66,17,6,0,0,372,63,44,63,31,16,7,0,0,0,216,0,7,23,15,6,3,0,0,0,57,3,5,5,3,5,3,0,0,0,29,3,11,39,20,11,0,0,0,0,83,0,9,17,6,4,6,0,0,0,49,0,19,67,35,26,9,0,0,0,158,0,18,50,24,24,10,0,0,0,132,3,15,71,39,46,10,5,0,0,189,6,20,89,71,75,23,5,0,0,292,8,55,207,150,134,63,7,0,0,625,0,4,13,5,3,5,0,0,0,33,3,20,31,18,12,6,0,3,0,92
POA6171,366,752,2410,2006,1503,688,120,9,0,7862,0,3,6,11,16,7,3,0,0,48,0,4,72,36,25,15,0,0,0,146,8,27,68,46,37,15,4,0,0,209,0,4,19,11,9,3,0,0,0,49,4,26,97,58,45,17,3,0,0,244,3,11,49,27,20,13,0,0,0,119,141,176,226,210,164,61,14,0,0,989,191,76,88,67,41,12,0,0,0,475,4,15,60,38,29,12,0,0,0,150,5,9,14,7,10,0,3,0,0,45,4,27,78,39,47,18,3,0,0,210,0,25,45,31,28,9,4,0,0,139,6,27,128,83,50,20,0,0,0,316,6,25,73,60,52,21,3,0,0,243,3,64,171,138,112,37,7,0,0,536,16,57,228,264,193,71,13,0,0,842,26,169,420,358,311,174,17,0,0,1475,4,22,30,12,10,0,0,0,0,82,13,48,98,58,39,15,3,0,0,278
POA6172,226,314,621,720,821,420,65,11,0,3200,0,3,5,0,6,3,0,0,0,25,0,3,10,4,21,3,0,0,0,50,9,3,13,30,30,11,0,0,0,91,0,3,8,6,8,4,0,0,0,26,0,10,18,26,27,13,4,0,0,90,0,3,7,6,6,3,3,0,0,33,92,72,83,109,108,53,3,0,0,518,83,47,33,42,25,9,0,0,0,234,0,5,12,12,11,14,3,0,0,61,3,8,4,4,7,0,0,0,0,25,3,16,20,16,20,5,0,0,0,81,0,9,15,14,14,8,4,0,0,53,4,8,22,29,18,3,0,0,0,78,3,9,20,37,24,15,0,0,0,107,0,9,44,42,60,21,0,0,0,181,9,24,51,111,114,48,6,0,0,354,12,51,93,133,185,87,10,0,0,578,8,14,20,11,11,3,0,0,0,66,9,17,19,25,19,4,0,0,0,100
POA6173,206,292,593,902,855,278,39,4,0,3184,0,0,3,3,0,5,0,0,0,9,3,0,18,14,9,0,0,0,0,48,11,0,15,27,31,7,0,0,0,89,0,0,8,7,5,0,0,0,0,19,4,3,21,28,23,6,0,0,0,86,0,3,10,3,14,4,0,0,0,33,96,56,45,72,99,25,0,3,0,387,91,29,12,10,11,8,3,0,0,173,0,3,8,11,9,3,0,0,0,34,4,3,7,7,0,0,0,0,0,24,0,8,18,15,24,3,0,0,0,63,4,8,21,18,23,7,0,0,0,85,4,9,30,40,27,9,0,0,0,116,4,13,20,31,15,8,0,0,0,88,0,15,33,62,44,18,0,0,0,167,10,12,60,147,166,31,7,0,0,430,14,46,81,184,174,56,8,0,0,557,12,9,16,19,10,6,0,0,0,71,3,11,25,34,24,9,0,0,0,108
POA6174,69,105,237,226,198,96,20,0,0,951,0,0,0,0,0,0,0,0,0,5,0,0,8,4,10,0,0,0,0,22,3,0,7,8,9,3,0,0,0,38,0,0,0,3,0,0,0,0,0,3,3,3,7,4,12,3,0,0,0,36,0,0,4,4,0,0,0,0,0,7,17,18,22,18,18,4,0,0,0,92,21,13,15,10,3,0,0,0,0,60,0,0,3,3,5,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,5,0,5,7,0,0,0,0,13,0,3,7,6,4,0,0,0,0,27,0,4,11,10,8,7,0,0,0,41,3,0,11,7,4,3,0,0,0,32,0,3,17,10,12,3,0,0,0,49,4,8,38,47,35,15,0,0,0,148,3,19,33,50,30,20,0,0,0,152,0,9,0,6,3,0,0,0,0,21,0,4,20,10,5,0,0,0,0,35
POA6175,69,65,212,236,233,94,23,0,0,926,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,17,7,3,10,4,10,3,0,0,0,39,0,0,3,0,0,0,0,0,0,6,0,3,4,4,11,4,0,0,0,29,0,0,0,12,0,0,0,0,0,11,23,13,16,20,19,7,0,0,0,94,25,5,6,5,9,0,0,0,0,48,4,3,4,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,12,0,0,4,5,9,4,0,0,0,25,0,0,6,3,0,5,0,0,0,10,0,0,10,10,6,4,0,0,0,32,0,3,4,0,4,3,0,0,0,20,0,0,20,14,12,4,0,0,0,48,3,5,19,42,55,25,0,0,0,155,3,13,30,35,54,21,6,0,0,150,7,4,0,5,0,0,0,0,0,20,3,3,4,10,6,3,0,0,0,38
POA6176,21,60,97,77,67,43,15,3,0,378,0,0,0,0,0,0,3,0,0,7,0,0,3,4,0,0,0,0,0,11,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,16,0,0,0,0,4,0,0,0,0,4,4,10,12,8,10,6,0,0,0,46,6,3,3,0,0,0,0,0,0,19,0,0,3,0,0,3,0,0,0,11,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,3,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,5,0,0,0,13,0,0,3,3,3,3,0,0,0,14,0,5,5,9,7,8,0,0,0,45,5,10,12,6,12,12,0,0,0,56,3,8,3,0,0,0,0,0,0,11,0,3,3,8,3,0,0,0,0,17
POA6180,68,134,384,284,237,116,34,7,0,1258,0,0,0,0,0,3,0,0,0,10,0,0,11,9,4,3,0,0,0,32,0,0,9,5,8,0,0,0,0,29,0,0,3,0,0,3,0,0,0,5,0,4,16,8,8,4,0,0,0,41,0,4,4,6,0,0,0,0,0,15,22,21,46,27,27,14,3,0,0,166,19,11,35,9,4,6,0,0,0,85,0,0,12,8,5,9,3,0,0,34,0,0,3,4,0,0,0,0,0,4,0,3,6,3,3,3,0,0,0,22,0,0,7,4,0,0,0,0,0,18,3,3,13,4,5,8,0,0,0,45,0,3,15,11,13,3,0,0,0,50,0,3,25,14,11,4,3,0,0,64,3,13,25,43,33,23,5,0,0,150,3,30,64,56,60,30,3,0,0,248,0,0,3,5,0,0,0,0,0,11,5,6,15,18,9,3,0,0,0,52
POA6181,4,12,14,28,43,21,8,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,13,0,0,0,0,10,8,0,0,0,15,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,14,20,37,65,60,47,20,0,0,273,0,0,0,0,0,3,3,0,0,11,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,0,0,0,0,27,5,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,5,7,10,7,4,0,0,32,0,0,4,8,10,9,6,0,0,38,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,13
POA6208,100,188,459,454,563,427,121,19,4,2328,0,6,5,10,12,10,8,3,0,49,0,3,15,24,21,9,0,0,0,67,16,8,8,19,29,13,3,0,0,94,0,0,3,3,3,0,0,0,0,8,0,10,17,19,10,10,0,0,0,58,0,5,0,6,7,3,3,0,0,20,58,35,50,67,74,46,4,3,0,330,48,26,31,32,30,15,3,0,0,187,0,8,7,13,12,14,3,0,0,57,0,0,0,0,0,0,0,0,0,7,0,5,13,11,3,4,0,0,0,37,0,3,8,10,15,10,8,0,0,56,0,4,20,14,15,10,3,0,0,67,0,0,15,23,24,13,3,0,0,80,0,9,17,30,35,14,4,0,0,106,0,11,33,71,71,59,7,0,0,241,5,32,63,64,84,86,22,0,0,354,3,5,3,8,5,13,0,0,0,42,3,21,9,17,10,10,4,0,0,69
POA6209,40,32,38,74,96,89,23,0,0,387,0,0,0,0,3,0,3,0,0,6,0,0,3,0,0,3,0,0,0,12,0,0,3,5,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,8,10,5,5,12,13,0,0,0,53,12,4,0,6,4,3,0,0,0,36,0,0,0,3,8,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,3,3,5,3,0,0,0,0,20,0,0,3,0,4,9,0,0,0,15,0,0,0,3,5,3,3,0,0,19,0,0,5,16,20,10,0,0,0,49,0,4,6,8,16,12,7,0,0,54,0,0,0,0,3,0,0,0,0,8,0,4,4,0,3,3,0,0,0,16
POA6210,799,1251,2536,2727,3187,2384,624,94,10,13604,0,5,6,18,13,18,15,0,0,71,0,19,80,84,77,48,0,0,0,315,28,30,65,70,103,60,3,0,0,355,0,3,11,6,11,9,3,0,0,46,10,23,70,79,116,71,12,0,0,385,3,12,23,35,42,21,8,0,0,143,312,302,299,327,401,282,55,9,0,1985,328,180,216,156,136,83,12,0,0,1101,3,16,34,33,75,72,14,0,0,255,9,16,8,16,19,13,3,3,0,82,3,20,48,50,66,42,7,3,0,238,10,19,53,57,92,65,12,3,0,310,9,31,73,106,128,79,26,3,0,456,8,38,76,121,133,83,22,0,0,481,4,27,109,136,202,124,16,0,0,625,25,78,267,414,541,364,50,8,0,1738,43,198,440,522,743,612,88,7,0,2661,26,22,29,35,39,32,10,0,0,194,42,60,110,94,105,51,16,0,0,471
POA6211,66,86,238,335,392,277,70,6,0,1479,0,0,4,0,0,3,0,0,0,8,0,7,15,10,8,3,0,0,0,38,0,4,8,7,8,9,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,3,9,10,19,7,0,0,0,54,0,4,0,3,4,3,0,0,0,14,30,26,26,42,35,26,3,0,0,188,30,9,13,21,9,15,3,0,0,111,0,7,3,3,8,3,0,0,0,16,0,0,6,0,3,0,0,0,0,8,0,0,7,9,0,8,0,0,0,28,0,3,7,7,6,3,3,0,0,33,0,0,9,19,16,4,4,0,0,55,0,0,3,15,10,10,3,0,0,39,0,0,5,19,17,13,4,0,0,64,0,4,21,56,65,43,8,0,0,199,3,13,49,60,66,62,4,0,0,259,0,3,3,3,3,0,4,0,0,16,0,0,13,9,13,4,0,0,0,52
POA6213,14,9,20,31,48,36,15,4,0,177,0,0,0,4,0,3,0,0,0,8,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,11,3,4,7,8,4,4,3,0,0,29,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,3,0,0,14,0,0,0,0,3,6,0,0,0,10,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,3,0,0,6
POA6214,8,12,25,33,44,34,15,0,5,179,0,0,0,3,5,4,6,3,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,3,0,3,0,0,0,0,12,3,4,3,0,9,0,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4
POA6215,42,63,148,152,247,180,57,10,3,902,0,0,4,11,3,9,4,0,0,33,0,0,9,8,14,5,0,0,0,36,7,6,6,7,8,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,6,0,0,0,28,0,0,0,3,3,0,0,0,0,8,12,7,8,10,19,15,0,0,0,77,7,7,7,13,9,0,0,0,0,44,0,0,0,0,9,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,3,4,3,5,0,0,0,14,0,0,3,4,0,3,3,0,0,19,3,3,7,6,12,8,3,0,0,33,0,3,7,18,15,9,3,0,0,51,0,0,9,24,27,13,3,0,0,86,3,16,10,26,44,41,5,0,0,148,0,0,7,4,3,4,0,0,0,16,7,0,6,5,4,7,0,0,0,28
POA6218,0,3,12,17,24,22,11,0,0,89,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,10,0,0,3,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6220,49,85,210,242,250,204,70,13,0,1126,0,9,20,11,19,15,12,0,0,94,0,0,3,3,5,0,0,0,0,18,5,13,37,26,22,8,0,0,0,115,0,0,0,0,0,0,0,0,0,4,0,0,0,6,8,3,0,0,0,16,0,0,0,3,0,0,0,0,0,3,22,10,10,15,34,10,5,0,0,104,4,9,11,6,15,7,6,0,0,61,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,16,0,0,0,4,0,0,0,0,0,7,0,0,3,0,3,0,5,0,0,8,0,3,3,3,14,3,0,0,0,31,0,3,10,5,10,6,0,0,0,36,5,5,12,34,40,24,3,0,0,117,5,7,19,36,34,35,5,0,0,146,0,0,0,3,5,3,0,0,0,16,3,7,4,5,8,3,0,0,0,21
