region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA6569,152,108,260,86,22,108,14,33,47,6,5,11,0,3,3,106,63,169,26,41,67,0,4.8,1.8,69.7,58.9,65.3,69.7,56.1,64.1,0,3,3,0,3,3,3,13,16,3,11,14,31,9,40,150,114,264,19,23,42,110,70,180,46,49,95
POA6575,103,82,185,73,17,90,6,37,43,9,4,13,5,3,8,93,61,154,11,21,32,5.4,4.9,5.2,89.4,74.4,82.8,84.6,70.7,78.5,0,0,0,0,3,3,5,18,23,4,3,7,24,9,33,111,97,208,13,12,25,100,80,180,16,17,33
POA6603,429,419,848,249,100,349,36,98,134,25,13,38,10,27,37,320,238,558,88,162,250,3.1,11.3,6.6,74.6,56.9,65.9,72.3,50.5,61.5,3,3,6,4,11,15,10,33,43,17,34,51,130,64,194,465,438,903,66,80,146,285,258,543,184,217,401
POA6606,132,112,244,95,27,122,9,38,47,8,7,15,0,3,3,112,75,187,13,29,42,0,4.0,1.6,85.5,67.6,77.3,85.5,64.9,76.0,0,0,0,0,4,4,0,17,17,10,16,26,32,11,43,146,129,275,3,9,12,111,91,202,31,39,70
POA6608,121,86,207,83,26,109,13,27,40,4,7,11,0,0,0,100,60,160,15,24,39,0,0,0,81.3,71.4,77.3,81.3,71.4,77.3,3,0,3,0,0,0,3,13,16,4,9,13,19,14,33,122,103,225,15,3,18,112,80,192,18,17,35
POA6609,237,223,460,154,66,220,9,56,65,11,14,25,7,5,12,181,141,322,46,76,122,3.9,3.5,3.7,76.1,63.2,69.8,73.1,61.0,67.2,3,3,6,0,3,3,12,18,30,6,15,21,56,25,81,232,223,455,42,34,76,148,147,295,108,102,210
POA6612,100,83,183,71,20,91,5,26,31,4,10,14,3,0,3,83,56,139,13,25,38,3.6,0,2.2,83.0,65.9,75.1,80.0,65.9,73.5,0,0,0,0,0,0,0,10,10,6,3,9,11,9,20,113,96,209,8,7,15,79,76,155,33,21,54
POA6620,69,65,134,40,21,61,7,20,27,9,0,9,0,0,0,56,41,97,12,23,35,0,0,0,82.4,64.1,73.5,82.4,64.1,73.5,3,0,3,0,3,3,0,3,3,0,5,5,23,8,31,73,75,148,16,13,29,45,50,95,34,31,65
POA6623,832,484,1316,513,169,682,59,99,158,44,23,67,15,8,23,631,299,930,120,158,278,2.4,2.7,2.5,75.8,61.9,70.7,74.0,60.2,69.0,9,3,12,7,7,14,39,61,100,26,48,74,221,61,282,588,448,1036,297,137,434,370,256,626,478,286,764
POA6628,73,56,129,59,19,78,5,14,19,5,0,5,0,4,4,69,37,106,3,20,23,0,10.8,3.8,95.8,64.9,82.2,95.8,57.9,79.1,0,5,5,0,0,0,3,10,13,7,4,11,12,11,23,98,68,166,5,6,11,60,47,107,32,22,54
POA6630,265,160,425,127,46,173,17,32,49,12,4,16,7,5,12,163,87,250,62,57,119,4.3,5.7,4.8,61.3,54.4,58.7,58.6,51.2,55.9,0,3,3,3,0,3,8,16,24,9,11,20,59,13,72,221,141,362,60,47,107,128,84,212,122,81,203
POA6635,298,141,439,168,54,222,23,21,44,16,7,23,10,3,13,217,85,302,35,34,69,4.6,3.5,4.3,73.1,59.9,68.8,69.7,57.7,65.8,5,3,8,0,0,0,13,11,24,16,11,27,76,19,95,199,105,304,84,44,128,106,54,160,162,85,247
POA6638,299,217,516,126,62,188,13,30,43,17,3,20,10,8,18,166,103,269,90,101,191,6.0,7.8,6.7,55.7,47.5,52.2,52.3,43.8,48.7,3,0,3,3,3,6,10,21,31,9,9,18,81,12,93,229,181,410,91,76,167,140,103,243,158,129,287
POA6639,50,44,94,21,16,37,3,3,6,0,0,0,3,0,3,27,19,46,10,21,31,11.1,0,6.5,54.0,43.2,48.9,48.0,43.2,45.7,3,0,3,0,0,0,3,5,8,0,4,4,4,3,7,35,37,72,7,7,14,21,20,41,23,23,46
POA6640,127,98,225,33,25,58,5,15,20,3,4,7,9,3,12,50,47,97,42,39,81,18.0,6.4,12.4,39.4,48.0,43.1,32.3,44.9,37.8,0,0,0,3,0,3,0,5,5,4,3,7,22,10,32,97,77,174,26,23,49,52,36,88,63,59,122
POA6642,694,429,1123,365,132,497,47,47,94,37,20,57,16,7,23,465,206,671,87,139,226,3.4,3.4,3.4,67.0,47.9,59.7,64.7,46.3,57.7,7,4,11,3,4,7,40,48,88,32,14,46,144,46,190,430,318,748,229,145,374,243,198,441,378,230,608
POA6646,749,287,1036,459,124,583,42,27,69,60,11,71,21,12,33,582,174,756,65,84,149,3.6,6.9,4.4,77.7,60.8,73.0,74.9,56.6,69.9,12,3,15,6,5,11,51,35,86,31,22,53,256,25,281,443,196,639,263,106,369,198,96,294,486,188,674
POA6701,2307,2175,4482,1059,686,1745,212,367,579,113,95,208,75,60,135,1459,1208,2667,553,698,1251,5.1,5.0,5.1,63.3,55.5,59.5,60.0,52.8,56.5,13,20,33,13,32,45,114,189,303,99,133,232,581,276,857,2168,2039,4207,422,426,848,1408,1312,2720,969,964,1933
POA6705,100,84,184,33,25,58,16,11,27,5,4,9,0,5,5,54,45,99,28,29,57,0,11.1,5.1,54.0,54.2,54.1,54.0,48.2,51.4,3,0,3,3,3,6,0,7,7,3,3,6,11,4,15,65,66,131,46,38,84,52,47,99,49,44,93
POA6707,1034,882,1916,522,283,805,108,243,351,71,40,111,30,15,45,731,581,1312,211,240,451,4.1,2.6,3.4,70.6,65.8,68.4,67.7,64.1,66.1,17,16,33,8,20,28,48,104,152,76,60,136,378,145,523,913,787,1700,247,235,482,495,423,918,587,527,1114
POA6710,1664,536,2200,1059,275,1334,56,51,107,84,19,103,14,7,21,1213,352,1565,76,91,167,1.2,2.0,1.3,72.9,65.9,71.2,72.1,64.6,70.3,17,8,25,4,7,11,122,51,173,98,39,137,535,91,626,659,324,983,697,193,890,285,180,465,1033,309,1342
POA6713,560,437,997,361,183,544,30,81,111,30,24,54,4,3,7,425,291,716,41,77,118,0.9,1.0,1.0,75.6,66.9,71.8,74.9,66.2,71.1,7,4,11,6,10,16,32,50,82,26,42,68,216,60,276,413,365,778,149,103,252,239,193,432,297,238,535
POA6714,9082,5490,14572,5558,2205,7763,309,979,1288,435,248,683,110,110,220,6412,3542,9954,354,1028,1382,1.7,3.1,2.2,70.6,64.5,68.3,69.4,62.5,66.8,141,83,224,46,97,143,677,764,1441,445,460,905,2961,829,3790,5453,3960,9413,2841,1889,4730,1885,1289,3174,5759,4038,9797
POA6716,274,195,469,230,62,292,11,44,55,19,17,36,3,12,15,263,135,398,0,51,51,1.1,8.9,3.8,96.0,69.2,84.9,94.9,63.1,81.7,0,0,0,4,0,4,14,26,40,17,21,38,110,40,150,257,199,456,89,65,154,105,70,175,207,153,360
POA6718,342,305,647,128,71,199,17,38,55,19,15,34,30,13,43,194,137,331,83,109,192,15.5,9.5,13.0,56.7,44.9,51.2,48.0,40.7,44.5,0,3,3,0,0,0,7,8,15,5,17,22,71,40,111,289,261,550,94,79,173,205,179,384,147,140,287
POA6720,1250,733,1983,657,261,918,39,131,170,78,38,116,21,15,36,795,445,1240,249,180,429,2.6,3.4,2.9,63.5,60.8,62.5,61.9,58.7,60.7,6,3,9,6,7,13,43,58,101,50,44,94,359,118,477,824,651,1475,296,178,474,401,336,737,642,416,1058
POA6721,2791,1558,4349,1643,692,2335,104,212,316,150,86,236,41,34,75,1938,1024,2962,144,272,416,2.1,3.3,2.5,69.4,65.7,68.1,67.9,63.5,66.4,54,37,91,29,35,64,223,245,468,156,153,309,826,206,1032,1506,1083,2589,902,534,1436,554,358,912,1712,1140,2852
POA6722,4746,3452,8198,2727,1313,4040,238,460,698,256,152,408,114,99,213,3335,2024,5359,366,765,1131,3.4,4.9,4.0,70.2,58.6,65.4,67.8,55.8,62.8,33,32,65,28,39,67,224,359,583,199,264,463,1501,533,2034,2932,2330,5262,1654,1251,2905,1230,965,2195,2969,2310,5279
POA6725,3898,3559,7457,1747,1278,3025,377,625,1002,191,172,363,159,104,263,2474,2179,4653,936,1006,1942,6.4,4.8,5.7,63.5,61.2,62.4,59.4,58.3,58.9,32,65,97,37,86,123,240,496,736,209,294,503,1066,469,1535,3448,3169,6617,973,1046,2019,2019,1815,3834,2001,2045,4046
POA6726,1897,2028,3925,1078,825,1903,171,410,581,100,84,184,47,39,86,1396,1358,2754,292,481,773,3.4,2.9,3.1,73.6,67.0,70.2,71.1,65.1,68.0,30,54,84,29,41,70,194,325,519,121,190,311,570,279,849,1663,1672,3335,574,663,1237,837,816,1653,1213,1358,2571
POA6728,3461,1899,5360,778,539,1317,272,263,535,103,87,190,58,50,108,1211,939,2150,1898,689,2587,4.8,5.3,5.0,35.0,49.4,40.1,33.3,46.8,38.1,15,30,45,13,32,45,97,153,250,80,103,183,452,210,662,1949,1888,3837,449,413,862,1308,1247,2555,872,844,1716
POA6740,625,617,1242,203,147,350,81,71,152,50,34,84,35,31,66,369,283,652,188,274,462,9.5,11.0,10.1,58.9,45.8,52.4,53.3,40.8,47.1,0,6,6,11,12,23,29,60,89,22,26,48,126,73,199,593,594,1187,176,191,367,427,418,845,270,296,566
POA6743,2597,2276,4873,1451,945,2396,187,395,582,149,118,267,90,66,156,1877,1524,3401,390,528,918,4.8,4.3,4.6,72.3,66.9,69.8,68.8,64.0,66.6,57,48,105,20,56,76,200,373,573,144,187,331,718,280,998,2074,1975,4049,837,736,1573,1157,1003,2160,1547,1484,3031
POA6751,3041,1422,4463,1927,619,2546,139,243,382,225,105,330,27,28,55,2318,995,3313,99,286,385,1.2,2.8,1.7,76.3,70.0,74.2,75.4,68.0,73.0,25,12,37,24,27,51,164,179,343,137,124,261,1120,261,1381,1992,1246,3238,880,460,1340,713,432,1145,1986,1089,3075
POA6753,5265,2349,7614,3350,1053,4403,171,313,484,291,114,405,42,49,91,3854,1529,5383,153,410,563,1.1,3.2,1.7,73.2,65.1,70.7,72.4,63.0,69.5,65,21,86,22,30,52,317,297,614,250,165,415,1766,385,2151,2956,1671,4627,1666,864,2530,1106,634,1740,3247,1692,4939
POA6754,627,460,1087,446,204,650,47,82,129,45,34,79,7,6,13,545,326,871,17,99,116,1.3,1.8,1.5,86.9,71.0,80.2,85.8,69.7,79.0,6,6,12,3,14,17,34,53,87,31,35,66,252,85,337,558,427,985,191,180,371,245,175,420,425,367,792
POA6758,62,63,125,14,12,26,4,3,7,4,4,8,0,0,0,22,19,41,34,37,71,0,0,0,35.5,30.2,32.8,35.5,30.2,32.8,0,0,0,0,0,0,3,3,6,0,3,3,14,6,20,68,72,140,7,18,25,53,63,116,21,17,38
POA6760,179,182,361,49,34,83,23,28,51,14,3,17,14,10,24,100,75,175,56,90,146,14.0,13.3,13.7,56.2,41.4,48.7,48.3,35.9,42.1,3,0,3,0,3,3,5,9,14,3,3,6,24,24,48,202,193,395,34,42,76,150,135,285,64,85,149
POA6762,863,227,1090,565,100,665,67,19,86,64,14,78,16,7,23,712,140,852,49,69,118,2.2,5.0,2.7,82.6,61.7,78.2,80.7,58.6,76.1,10,3,13,5,0,5,47,14,61,34,17,51,335,38,373,496,162,658,308,81,389,252,111,363,528,124,652
POA6765,535,589,1124,206,181,387,71,62,133,28,20,48,14,13,27,319,276,595,180,273,453,4.4,4.7,4.5,59.6,46.9,52.9,57.0,44.7,50.5,5,11,16,7,21,28,31,65,96,12,25,37,86,44,130,578,568,1146,116,160,276,380,380,760,239,276,515
POA6770,1137,1132,2269,341,256,597,111,114,225,45,36,81,68,48,116,565,454,1019,497,632,1129,12.0,10.6,11.4,49.7,40.1,44.9,43.8,35.9,39.8,12,14,26,13,14,27,49,83,132,30,47,77,194,101,295,1275,1292,2567,256,247,503,964,1014,1978,421,410,831
POA6907,477,488,965,35,22,57,78,116,194,22,14,36,35,48,83,170,200,370,286,276,562,20.6,24.0,22.4,35.9,40.8,38.4,28.5,31.0,29.8,17,9,26,3,0,3,37,47,84,23,23,46,17,17,34,274,259,533,181,222,403,28,22,50,428,456,884
