region_id,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA6302,27,0,0,0,3,30,23,0,0,0,0,23,10,0,0,0,0,10,27,0,0,0,0,27,39,0,0,0,0,39,72,0,0,0,0,72,63,0,3,3,0,69,62,0,0,0,0,62,42,0,0,0,0,42,27,0,0,0,0,27,17,0,0,0,0,17,23,0,0,0,0,23,432,0,3,3,3,441
POA6304,18,0,0,0,0,18,14,0,0,0,0,14,10,0,0,0,0,10,22,0,0,0,0,22,16,0,0,0,0,16,29,0,0,0,0,29,20,0,0,3,0,23,19,0,0,0,0,19,10,0,0,0,0,10,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,0,0,11,178,0,0,3,0,181
POA6306,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,7,12,0,0,0,0,12,10,0,0,0,0,10,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,72,0,0,0,0,72
POA6308,11,0,0,0,0,11,14,0,0,0,0,14,7,0,0,0,0,7,13,0,0,0,0,13,13,0,0,0,0,13,26,3,3,0,0,32,18,0,0,0,0,18,21,0,0,0,0,21,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,4,0,4,4,0,0,0,0,4,136,3,3,4,0,146
POA6309,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,3,0,9,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,41,0,0,3,0,44
POA6311,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,7,0,0,0,0,7,17,0,0,0,0,17,15,0,0,0,0,15,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,83,0,0,0,0,83
POA6312,33,0,0,0,0,33,30,0,0,0,0,30,19,0,0,0,0,19,52,0,0,0,0,52,55,0,0,0,0,55,112,0,0,0,0,112,81,0,0,0,0,81,77,0,0,0,0,77,23,0,0,0,0,23,16,0,0,0,0,16,5,0,0,0,0,5,31,0,0,0,0,31,534,0,0,0,0,534
POA6313,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,41,0,0,0,0,41
POA6315,27,0,0,0,0,27,17,0,0,0,0,17,16,0,0,0,0,16,25,0,0,0,0,25,26,0,0,0,0,26,41,0,0,0,0,41,22,0,0,0,0,22,13,0,0,0,0,13,14,0,0,0,0,14,7,0,0,0,0,7,5,0,0,0,0,5,11,0,0,0,0,11,224,0,0,0,0,224
POA6316,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,43,0,0,0,0,43
POA6317,28,0,0,3,0,31,20,0,0,0,0,20,36,0,0,0,0,36,53,0,0,0,0,53,51,0,0,0,0,51,77,3,0,0,0,80,67,0,0,0,0,67,45,0,0,0,0,45,15,0,0,0,0,15,11,0,0,0,0,11,7,0,0,0,0,7,30,0,0,0,0,30,440,3,0,3,0,446
POA6318,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,28
POA6320,17,0,0,0,0,17,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,4,0,0,0,0,4,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,61,0,0,0,0,61
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
POA6322,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,35,0,0,0,0,35
POA6323,15,0,0,0,0,15,11,0,0,0,0,11,5,0,0,0,0,5,12,0,0,0,0,12,11,0,0,0,0,11,34,0,0,3,0,37,11,0,0,0,0,11,19,0,0,0,0,19,4,0,0,0,0,4,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,138,0,0,3,0,141
POA6324,19,0,0,0,0,19,15,3,0,0,0,18,15,0,0,0,0,15,20,8,0,0,0,28,37,0,0,0,0,37,60,7,0,0,0,67,43,4,0,0,0,47,51,3,3,0,0,57,14,0,0,0,0,14,3,3,0,0,0,6,12,0,0,0,0,12,16,3,0,0,0,19,305,31,3,0,0,339
POA6326,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,9,0,0,0,0,9,8,0,0,0,0,8,8,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,0,0,63
POA6327,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,3,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,29,3,0,3,0,35
POA6328,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,30,0,0,0,0,30
POA6330,162,5,3,0,0,170,113,4,3,0,0,120,116,3,0,0,0,119,174,4,4,0,0,182,253,3,0,0,0,256,632,6,0,5,0,643,575,14,4,0,0,593,696,11,7,0,0,714,351,7,5,0,0,363,237,0,0,0,0,237,135,6,0,0,0,141,184,0,5,0,0,189,3628,63,31,5,0,3727
POA6333,39,0,0,0,0,39,24,0,0,3,0,27,10,0,0,0,0,10,33,0,0,0,0,33,42,0,0,0,0,42,79,0,0,3,0,82,65,0,0,0,0,65,98,0,0,0,0,98,38,0,0,0,0,38,28,0,0,0,0,28,24,0,0,0,0,24,24,0,0,0,0,24,504,0,0,6,0,510
POA6335,16,0,0,0,0,16,12,0,0,0,0,12,5,0,0,0,0,5,20,0,0,0,0,20,7,0,0,0,0,7,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,91,0,0,0,0,91
POA6336,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,20,0,0,0,0,20
POA6337,12,0,0,0,0,12,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,49,0,0,0,0,49
POA6338,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,5,0,11,52,0,0,5,0,57
POA6341,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
POA6343,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
POA6346,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,4,0,7,45,0,0,4,0,49
POA6348,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,13,0,0,0,0,13,19,0,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,13,0,0,0,0,13,85,0,0,0,0,85
POA6350,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,3,0,6,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,3,0,32
POA6352,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,23,0,0,0,0,23
POA6353,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,18,0,0,0,0,18,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,61,0,0,0,0,61
POA6355,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,3,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,50,3,0,0,0,53
POA6358,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
POA6359,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
POA6365,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,10,0,0,0,0,10,3,0,0,0,0,3,3,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,41,0,3,0,0,44
POA6367,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
POA6368,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
POA6369,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,39,0,0,0,0,39
POA6370,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,44,0,0,0,0,44
POA6373,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA6375,12,0,0,0,0,12,14,0,0,0,0,14,3,0,0,0,0,3,12,0,0,0,0,12,4,0,0,0,0,4,10,0,0,0,0,10,8,0,0,0,0,8,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,81,0,0,0,0,81
POA6383,11,0,0,0,0,11,9,0,0,0,0,9,4,0,0,0,0,4,14,0,0,0,0,14,6,0,0,0,0,6,11,0,0,0,0,11,10,0,0,0,0,10,4,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,88,0,0,0,0,88
POA6386,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
POA6390,8,0,0,0,0,8,3,0,0,3,0,6,4,0,0,0,0,4,12,0,0,0,0,12,8,0,0,0,0,8,25,0,0,4,0,29,32,0,0,0,0,32,31,0,3,0,0,34,24,0,0,0,0,24,20,0,0,3,0,23,11,0,0,0,0,11,6,0,0,0,0,6,184,0,3,10,0,197
POA6391,21,0,0,0,0,21,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,13,0,0,0,0,13,18,0,0,0,0,18,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,97,0,0,0,0,97
POA6392,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,11,0,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,41,0,0,4,0,45
POA6393,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,25,0,0,3,0,28
POA6394,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,24
POA6395,17,0,0,0,0,17,7,0,0,0,0,7,12,0,0,0,0,12,13,0,0,0,0,13,11,0,0,0,0,11,28,0,0,3,0,31,16,0,0,0,0,16,7,0,0,0,0,7,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,131,0,0,3,0,134
POA6396,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,28,0,0,0,0,28
POA6397,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
POA6398,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,6,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,0,29
POA6401,49,3,0,0,0,52,31,3,0,3,3,40,39,0,0,0,0,39,74,0,0,0,0,74,72,3,3,3,0,81,186,3,3,0,0,192,119,0,0,0,0,119,146,0,0,0,0,146,68,0,0,0,0,68,28,0,0,0,0,28,21,0,0,0,0,21,50,0,0,0,0,50,883,12,6,6,3,910
POA6403,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,3,0,33
POA6405,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
POA6407,17,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,10,0,0,0,0,10,17,0,0,0,0,17,8,0,0,0,0,8,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,88,0,0,0,0,88
POA6409,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,31
POA6410,11,0,0,0,0,11,11,0,0,0,0,11,8,0,0,0,0,8,22,0,0,0,0,22,3,0,3,0,0,6,17,0,0,0,0,17,5,0,0,3,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,95,0,3,3,0,101
POA6413,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
POA6415,16,0,0,0,0,16,11,0,0,0,0,11,15,0,0,0,0,15,45,0,0,0,0,45,32,0,0,0,0,32,84,0,0,0,0,84,55,0,0,0,0,55,32,0,0,0,0,32,13,0,0,0,0,13,11,0,0,0,0,11,6,0,0,0,0,6,18,0,0,0,0,18,338,0,0,0,0,338
POA6418,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,43,0,0,0,0,43
POA6421,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,24,0,0,0,0,24
POA6423,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15
POA6425,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,12
POA6426,5,0,0,0,0,5,8,0,0,0,0,8,7,0,0,0,0,7,10,0,0,0,0,10,16,3,0,0,0,19,23,0,0,0,0,23,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,92,3,0,0,0,95
POA6429,7,0,0,0,0,7,3,0,0,0,0,3,13,0,0,0,0,13,13,0,0,0,0,13,15,0,0,0,0,15,36,0,0,0,0,36,14,0,0,0,0,14,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,123,0,0,0,0,123
POA6430,45,0,4,0,0,49,33,0,0,0,0,33,26,4,0,3,0,33,57,3,0,3,0,63,88,3,5,0,0,96,327,18,11,0,3,359,416,30,13,0,0,459,734,32,18,0,0,784,452,14,10,0,0,476,347,5,3,3,0,358,160,3,5,0,0,168,140,5,4,0,0,149,2825,117,73,9,3,3027
POA6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6432,30,0,0,0,0,30,13,0,0,0,0,13,18,0,3,0,0,21,48,0,0,0,0,48,52,4,0,0,0,56,180,19,5,4,0,208,196,13,6,0,0,215,221,16,3,0,0,240,97,4,0,0,4,105,60,4,0,0,0,64,16,4,0,0,0,20,62,6,0,0,0,68,993,70,17,4,4,1088
POA6434,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
POA6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6438,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,21
POA6440,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,3,0,18
POA6442,9,0,0,0,0,9,5,0,0,0,0,5,13,0,0,0,0,13,20,0,0,0,0,20,40,0,0,0,0,40,102,4,0,0,0,106,55,0,0,0,0,55,43,0,3,0,0,46,12,0,0,0,0,12,13,0,0,0,0,13,4,0,0,0,0,4,23,0,5,0,0,28,339,4,8,0,0,351
POA6443,11,0,0,0,0,11,8,0,0,0,0,8,6,0,0,0,0,6,15,0,0,0,0,15,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,5,60,0,0,3,0,63
