POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6174,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,7,3,12,6,5,10,0,0,49,0,0,0,7,0,0,0,0,0,10,0,8,11,28,14,6,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,5,0,0,0,0,8,0,3,8,23,8,8,6,0,0,49,10,28,41,93,38,29,16,23,0,278,311,673,559,1211,502,267,158,92,16,3785
POA6175,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,6,0,0,3,7,8,11,3,3,0,37,0,0,0,3,3,0,0,3,0,7,0,6,3,23,10,3,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,17,7,5,0,0,0,37,11,34,19,74,39,14,13,6,3,210,326,656,498,1099,566,300,208,88,14,3752
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,5,11,8,0,3,0,0,23,9,10,20,48,22,17,15,4,0,140,120,167,244,423,173,134,84,27,8,1371
POA6180,0,0,3,4,0,0,0,0,0,11,0,13,17,28,18,4,0,0,0,81,0,0,0,0,0,0,3,0,0,6,0,3,5,21,8,17,13,10,0,80,0,3,3,3,0,3,0,0,0,13,0,19,26,66,32,7,3,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,4,7,6,0,4,0,0,20,0,0,10,15,9,8,0,0,0,49,0,14,4,35,21,4,17,0,0,93,23,38,32,115,47,27,24,14,5,324,495,912,678,1698,596,430,426,164,12,5408
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,9,5,3,0,3,0,0,24,15,89,69,105,99,71,26,11,0,485
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
POA6207,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,7,0,3,0,0,0,5,0,0,0,12,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,3,12,14,27,8,19,13,3,0,99,60,148,119,264,155,152,112,32,5,1047
POA6208,0,0,0,0,0,0,0,0,0,3,0,12,8,31,9,0,3,0,0,64,0,0,0,0,0,3,0,0,0,0,0,3,6,17,27,20,33,25,4,133,0,0,0,4,3,0,0,4,0,15,0,7,12,21,12,7,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,5,0,0,36,0,3,0,4,0,0,0,0,0,11,0,3,0,4,3,4,7,3,0,29,0,0,0,7,3,4,4,0,0,19,0,3,5,18,18,14,16,13,0,83,49,104,89,219,141,159,160,124,30,1072,717,1571,1265,2555,1480,1545,1570,903,231,11838
POA6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,20,0,0,0,0,4,0,0,0,0,4,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,3,3,3,0,22,0,10,13,23,19,34,27,16,4,145,72,220,231,328,289,322,290,142,46,1954
POA6210,0,10,13,14,15,0,0,3,0,50,9,109,128,276,123,58,20,3,0,727,0,3,0,25,6,12,13,14,9,82,3,43,50,119,140,161,182,118,32,860,3,8,10,29,15,26,11,12,3,108,5,106,202,280,223,99,78,39,6,1039,0,0,0,0,0,0,6,3,0,16,10,31,4,66,10,0,6,0,0,127,0,0,0,18,3,3,3,0,0,29,3,32,31,81,42,30,7,3,0,239,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,8,24,27,54,30,40,35,15,0,220,5,3,7,30,9,3,3,0,0,61,3,31,22,72,49,44,54,48,9,332,0,9,28,79,45,43,18,10,0,231,13,88,86,316,168,130,140,75,38,1056,199,382,447,1067,635,683,688,547,271,4911,3750,7979,7858,14791,8902,8790,8628,5562,2062,68316
POA6211,0,0,0,3,0,0,0,0,0,3,0,5,3,15,0,7,0,0,0,28,0,0,0,6,0,3,0,0,0,10,0,7,3,15,11,13,23,5,0,86,0,0,0,0,0,3,0,0,0,10,0,12,12,47,23,19,11,3,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,3,0,0,22,0,0,3,8,0,0,0,0,0,8,0,0,0,0,8,8,8,0,0,22,0,0,0,3,8,3,3,0,0,17,0,3,12,27,27,17,11,0,0,94,16,42,27,114,66,88,89,31,0,474,424,997,650,1593,949,1014,1055,360,46,7088
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,3,16,16,15,24,15,13,7,3,108,28,104,68,138,133,120,85,36,8,717
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,16,8,6,3,3,59,32,84,79,134,119,74,67,19,6,613
POA6215,0,0,0,0,0,0,0,0,0,0,0,4,12,15,6,4,3,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,3,10,3,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,13,0,3,0,5,0,0,3,0,0,14,0,3,0,7,4,9,7,4,0,31,25,55,38,99,60,84,72,71,33,528,223,547,426,847,622,619,479,291,96,4148
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,7,3,5,3,0,29,29,46,31,93,54,73,47,19,3,395
POA6220,0,0,0,0,0,0,0,0,0,0,16,64,34,156,26,3,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,3,24,0,0,0,0,0,0,0,0,0,0,0,6,6,10,11,4,4,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,15,49,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,11,0,0,0,3,3,8,3,0,0,15,0,0,9,7,4,5,5,0,0,34,17,45,38,108,76,83,75,36,5,491,223,599,484,1086,681,625,543,327,97,4675
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,15,61,16,12,4,4,7,0,116,7,68,156,61,49,36,26,20,5,425
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,3,4,0,0,36,12,30,31,59,38,23,14,9,0,217
POA6224,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,17,15,15,15,10,12,0,84,51,158,149,221,179,161,139,72,17,1151
POA6225,0,0,0,0,0,0,0,0,0,0,0,3,4,17,3,5,3,0,0,37,0,0,0,0,0,6,3,8,8,23,0,0,0,0,5,8,10,6,0,28,0,0,0,3,0,0,0,0,0,3,0,0,5,13,9,3,3,0,0,36,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,13,0,0,0,7,4,0,0,0,0,9,0,0,0,0,4,4,3,0,0,11,0,0,0,5,4,5,0,0,0,13,0,0,0,9,8,0,9,3,3,36,30,81,86,213,124,141,116,82,43,920,541,1192,1096,2015,1263,1393,1031,431,152,9105
POA6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,5,3,0,3,17,0,7,3,3,0,40,64,135,98,207,148,123,53,15,5,845
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,7,17,6,17,9,5,0,3,3,67,75,152,74,203,117,84,63,26,6,800
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,3,0,0,20,9,27,17,57,18,24,20,4,0,176
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,5,0,0,26,12,8,17,36,35,35,31,15,0,193
POA6230,0,3,3,4,6,4,0,0,0,20,8,117,84,276,110,30,12,0,0,637,0,0,0,15,6,21,13,16,11,87,4,14,18,61,59,64,60,32,4,310,0,7,0,29,5,12,6,0,0,57,11,127,145,286,201,79,49,24,6,926,0,0,0,0,0,0,5,0,0,9,0,9,3,24,7,0,0,0,0,52,0,0,9,52,0,0,0,0,0,63,0,7,7,30,16,3,6,0,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,18,18,38,25,11,17,10,4,136,0,3,8,32,16,5,5,0,0,66,0,0,3,10,19,18,9,10,3,75,0,8,43,107,51,57,13,3,0,284,10,59,43,244,106,76,48,32,14,629,178,323,334,819,469,435,340,230,113,3239,2707,5782,5226,11231,6039,5323,3903,2009,921,43134
POA6232,0,0,0,6,7,0,0,0,0,9,0,15,5,37,5,9,3,0,0,82,0,0,0,3,0,0,3,3,0,14,0,0,3,10,5,15,9,6,5,55,0,3,9,5,7,3,0,0,0,25,0,11,25,47,28,12,12,3,5,139,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,5,3,3,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,5,7,3,0,0,31,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,9,4,0,0,18,0,7,12,16,11,8,3,0,0,57,0,3,3,29,7,13,13,5,4,83,43,78,72,187,84,98,78,67,27,730,876,1496,1352,2979,1349,1158,865,571,247,10886
POA6233,0,0,0,3,4,0,0,0,0,9,0,11,6,39,16,9,3,0,0,82,0,0,0,5,0,3,0,0,0,13,0,0,7,15,28,19,21,15,0,104,0,6,0,7,3,3,5,0,0,21,0,40,47,112,56,41,18,9,0,327,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,7,0,0,0,18,0,0,0,0,0,21,3,0,0,8,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,8,11,7,3,0,45,0,0,3,0,0,0,0,0,0,6,0,0,3,9,7,5,0,0,0,31,0,7,19,26,27,22,14,0,0,114,3,13,14,47,36,27,29,9,3,180,69,158,127,365,212,167,161,69,20,1339,1415,3037,2115,4965,2603,2289,1597,641,166,18844
POA6236,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,3,6,15,24,37,40,25,7,3,156,89,295,253,360,378,370,207,87,18,2052
POA6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,10,8,7,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,0,0,3,7,12,3,0,0,30,11,15,15,23,22,41,17,7,0,156,140,359,241,521,385,460,268,77,30,2482
POA6239,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,0,10,12,11,14,4,0,42,0,0,0,0,0,0,0,3,0,4,0,3,4,11,9,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,3,3,0,0,0,0,0,7,0,0,0,0,5,3,0,0,3,10,0,0,0,3,0,4,0,0,0,3,0,3,0,3,4,14,9,0,0,37,27,51,37,97,55,79,65,35,5,444,256,594,400,932,624,695,545,263,91,4408
