POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,3,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,14,13,13,3,6,0,0,58,19,55,71,91,77,64,41,14,3,442
POA6034,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,8,7,19,5,3,3,0,0,45,0,0,0,0,0,0,3,0,0,3,0,11,23,37,12,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,8,0,0,0,17,3,0,0,0,0,16,0,0,3,21,3,0,0,0,0,31,14,20,22,73,11,8,3,0,0,140,187,236,277,706,153,73,34,7,3,1680
POA6035,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,0,0,0,24,0,0,0,3,3,9,6,0,0,17,7,24,13,54,35,24,18,12,9,188,0,0,3,0,3,0,0,0,0,9,3,32,36,111,46,24,8,3,3,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,19,0,0,0,7,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,10,3,8,5,3,0,34,0,0,0,3,0,0,0,0,0,5,0,3,6,22,11,0,8,9,3,61,0,0,6,19,12,6,3,0,3,45,0,8,13,74,24,14,11,10,0,150,63,115,80,293,116,87,78,42,20,899,809,1365,1007,2657,1153,759,671,310,129,8868
POA6036,0,0,0,0,0,0,0,0,0,3,0,37,28,69,27,7,0,0,0,177,0,7,3,11,3,8,3,0,0,29,8,52,61,142,92,35,18,9,0,422,0,0,11,15,17,6,0,0,0,49,13,89,145,255,140,38,21,6,0,704,0,0,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,9,0,5,9,13,3,0,0,0,0,36,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,10,9,21,7,0,0,0,0,45,0,3,3,5,5,3,3,0,0,22,0,5,22,32,34,6,3,0,0,110,3,10,25,77,31,14,4,0,0,167,7,55,112,215,65,53,34,5,3,547,148,263,228,530,207,93,61,28,8,1560,1451,2759,2442,5152,2153,954,625,216,41,15796
POA6037,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,3,9,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,6,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,3,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,3,6,3,3,0,0,0,16,0,0,3,0,4,11,7,7,0,34,13,44,27,91,44,33,38,21,3,322,207,425,304,760,451,358,302,162,24,2990
POA6038,0,3,0,0,0,0,0,0,0,4,0,8,15,32,16,3,0,0,0,77,0,0,0,9,0,3,4,0,0,19,0,26,8,79,28,15,11,3,0,167,0,0,3,11,7,0,0,0,0,21,0,41,36,152,37,13,11,0,0,305,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,3,0,3,3,0,0,0,0,5,0,0,7,9,3,3,0,0,0,21,0,0,0,3,0,0,0,0,0,4,0,6,10,22,14,0,0,0,0,54,0,0,16,35,11,5,0,0,0,75,0,19,21,104,21,3,3,0,0,173,60,76,70,246,61,32,15,8,0,570,711,915,872,2580,678,296,174,34,3,6269
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,8,8,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,8,0,0,3,3,5,12,7,3,0,33,3,37,12,24,33,31,26,10,3,172,74,213,125,260,223,251,255,96,11,1514
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,6,9,27,24,3,0,78
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,5,4,9,5,0,45,8,22,7,49,31,46,50,21,8,244
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,17,4,9,8,26,15,29,19,8,0,111,39,113,94,242,164,246,220,93,18,1233
POA6050,0,0,0,3,0,0,0,0,0,6,0,3,4,23,8,4,3,0,0,45,0,0,0,9,0,23,5,4,15,65,0,6,9,71,32,36,13,15,5,191,3,6,6,32,10,7,18,7,4,87,4,6,29,75,38,35,21,15,9,214,0,0,0,7,0,5,0,3,3,17,0,6,0,21,0,3,5,0,0,34,3,0,4,34,7,0,0,0,0,46,3,3,9,21,9,5,0,0,0,47,0,0,3,5,10,6,6,12,0,41,0,0,0,9,0,3,0,0,0,10,4,11,13,36,14,7,7,3,0,95,0,3,16,72,23,29,15,4,5,169,0,0,0,5,8,5,4,3,0,33,0,0,3,13,9,0,4,0,0,37,4,13,45,221,56,46,45,20,15,468,35,80,165,428,144,111,123,121,222,1420,677,1472,2087,4508,2071,1795,1247,787,732,15380
POA6051,0,0,0,6,0,0,0,0,0,9,3,7,13,57,16,12,7,0,0,111,0,0,3,27,11,14,12,3,10,82,0,0,4,52,25,24,14,4,0,126,0,0,0,38,10,17,8,3,0,81,0,3,20,68,22,13,5,0,0,130,0,0,0,5,5,6,13,3,0,28,0,3,12,25,5,5,9,0,0,63,0,0,7,43,3,0,0,0,0,46,0,0,15,33,5,10,3,0,0,74,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,3,6,28,4,11,7,0,0,58,3,0,11,56,28,33,14,0,0,138,0,0,5,15,3,5,0,0,0,27,0,0,10,29,4,3,3,0,0,54,11,33,59,412,72,43,41,20,9,702,42,37,110,477,114,120,67,34,15,1017,727,912,1283,5723,1414,1264,817,314,129,12577
POA6052,0,0,0,0,0,0,0,0,0,4,0,8,9,17,12,0,4,0,0,49,0,3,0,17,3,10,7,7,0,56,0,3,3,44,18,19,15,6,0,98,3,0,3,28,12,15,3,0,0,63,0,4,3,31,11,13,3,0,4,69,0,0,0,8,0,4,8,3,0,18,0,3,4,10,5,5,9,5,0,36,0,0,0,9,3,0,0,0,0,11,0,3,3,19,8,7,0,0,0,41,0,0,0,0,0,5,4,0,4,14,0,0,0,13,0,0,0,0,0,16,0,7,0,8,4,3,0,3,0,30,0,0,4,60,37,35,11,6,3,162,0,3,0,11,8,0,3,0,0,24,0,0,6,13,9,0,0,0,0,31,3,19,30,154,55,41,26,24,16,367,41,58,80,238,106,93,50,50,18,725,709,1235,1301,3480,1612,1311,774,478,216,11113
POA6053,0,0,0,7,6,0,0,0,0,15,3,10,8,52,11,14,8,0,0,112,0,0,0,17,9,25,9,12,14,75,0,0,3,41,25,18,22,19,8,144,0,3,0,21,16,11,4,7,0,63,0,0,9,30,6,10,9,0,0,73,0,0,0,6,3,6,3,0,3,24,0,5,10,30,8,3,0,3,0,56,0,5,6,21,0,0,3,0,0,38,0,0,5,35,8,9,0,0,0,64,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,5,6,3,19,18,10,3,3,0,62,0,4,18,64,33,33,19,5,5,183,0,0,0,7,6,3,3,5,0,32,0,4,4,19,6,4,0,0,0,35,8,21,48,221,60,47,27,19,17,467,45,56,54,259,117,95,75,57,24,772,932,1535,1462,4680,2009,1642,1065,665,444,14432
POA6054,0,0,0,8,4,5,0,0,0,20,3,43,36,137,49,25,13,0,0,310,0,0,3,17,7,20,18,12,3,69,0,0,0,38,33,42,25,20,7,172,0,0,4,26,10,11,8,10,0,66,0,7,9,54,21,19,7,3,0,117,0,0,0,5,14,15,11,8,0,59,0,0,0,26,3,8,5,4,0,48,0,0,3,14,0,0,0,0,0,26,0,0,13,26,9,11,0,0,0,57,0,0,3,9,0,11,4,5,0,28,0,0,0,5,0,0,0,0,0,5,0,3,10,26,11,15,4,3,0,67,0,3,24,118,56,40,25,10,3,274,0,0,0,10,4,7,4,0,0,35,0,3,0,21,5,4,0,3,0,36,3,24,84,196,90,77,46,25,16,566,81,115,169,404,202,163,129,100,68,1439,1358,2313,2418,5965,2833,2420,1732,952,383,20378
POA6055,0,0,0,3,0,0,0,0,0,4,12,100,97,285,100,32,8,0,0,628,0,0,0,21,3,15,0,0,5,48,0,3,12,41,31,38,31,20,5,179,0,11,5,43,12,14,12,7,0,109,0,18,26,109,47,32,10,5,0,253,0,0,0,6,0,3,3,0,0,20,3,21,3,59,14,7,0,0,0,99,0,0,0,3,0,0,0,0,0,9,0,9,3,35,6,4,0,0,0,57,0,0,4,14,4,0,0,0,0,19,0,0,0,3,0,0,0,0,0,8,5,3,0,21,8,15,3,0,0,63,0,3,7,100,23,8,4,0,0,145,0,0,0,15,3,3,3,4,0,27,0,19,26,74,24,6,5,0,0,158,9,54,112,349,85,52,19,16,0,690,83,154,142,470,202,147,127,67,35,1433,1775,2605,2593,7707,2585,1914,1151,536,169,21034
POA6056,0,4,3,9,7,9,0,0,0,30,19,132,139,342,133,62,19,4,3,849,0,0,0,21,4,27,13,16,23,107,0,3,3,44,50,79,60,27,12,273,0,3,0,18,12,18,4,4,0,64,3,24,33,111,58,27,21,10,3,286,0,0,0,3,3,8,16,16,4,49,0,12,4,32,12,5,5,3,0,71,3,3,4,28,0,0,0,0,0,34,0,7,18,48,13,11,3,0,0,102,0,0,4,11,4,0,3,0,0,19,0,0,0,3,0,0,0,0,0,3,5,5,16,35,22,25,13,0,0,117,0,3,14,34,18,13,4,0,0,86,0,0,0,13,13,22,17,5,0,74,0,15,35,65,29,25,9,7,0,180,9,38,58,231,126,110,98,57,25,748,135,233,323,775,440,353,331,223,149,2966,2368,4585,5191,10317,5631,4761,3595,1922,795,39167
POA6057,0,3,3,6,9,0,0,0,0,18,0,37,29,104,34,12,7,0,0,232,0,0,0,6,0,5,6,3,0,22,0,0,3,25,28,30,30,13,3,139,0,0,3,24,9,15,3,7,0,58,0,15,24,65,24,18,14,0,0,163,0,0,0,0,6,0,0,0,0,6,0,0,0,12,0,5,4,0,0,22,0,0,4,4,3,0,3,0,0,14,0,3,9,22,4,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,8,10,4,5,0,0,35,0,0,7,15,0,7,0,3,0,33,0,0,0,9,12,10,7,3,3,42,0,8,14,23,16,10,3,4,0,76,0,20,20,105,39,35,21,11,4,251,81,97,123,348,162,139,121,61,20,1155,1097,2239,2116,4759,2333,1966,1399,719,179,16806
POA6058,0,0,4,8,0,0,0,0,0,10,4,39,42,90,35,24,11,4,0,233,0,3,0,6,0,4,0,0,0,21,0,0,8,16,18,31,18,17,0,107,0,3,0,21,7,24,7,3,0,70,0,12,21,53,26,13,8,3,0,132,0,0,0,0,6,3,0,3,0,9,0,11,0,19,11,0,5,0,0,46,0,0,0,9,0,0,0,0,0,9,0,3,7,12,4,10,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,6,0,3,19,0,0,0,0,0,3,0,0,0,6,0,0,0,9,0,3,3,3,0,17,0,5,13,23,21,9,0,0,0,76,3,17,23,79,40,36,28,12,5,244,46,68,74,247,90,112,98,66,52,849,837,1487,1625,3692,1584,1564,1098,604,198,12690
POA6059,0,0,0,8,6,0,0,0,0,10,3,26,31,99,24,24,8,5,0,227,0,0,4,20,19,32,11,22,15,119,0,0,10,35,21,30,26,23,10,159,0,6,7,35,19,23,16,14,4,125,4,39,96,196,171,162,87,41,25,813,0,0,0,11,6,20,3,12,4,56,0,9,5,35,14,6,12,13,9,105,0,0,3,60,0,0,0,0,0,67,7,10,9,37,15,4,3,0,0,80,0,0,9,34,44,45,47,26,4,208,0,0,16,22,9,6,0,4,0,53,3,10,10,24,14,9,8,3,0,84,3,15,66,256,208,178,62,37,15,843,0,0,0,3,0,3,13,3,3,26,0,0,4,27,17,9,7,0,0,63,17,78,93,341,122,102,98,58,31,953,50,105,121,315,166,142,122,121,58,1201,1212,2540,2851,6239,3222,2799,2199,1754,673,23486
POA6060,0,0,0,5,4,0,0,0,0,11,3,25,17,83,26,19,6,0,0,179,0,0,0,46,11,23,19,10,8,119,0,0,6,61,24,34,30,21,9,169,0,0,3,62,14,20,15,5,3,122,3,10,55,199,63,79,49,17,6,481,0,0,0,15,10,10,10,7,0,53,3,6,4,66,8,9,3,0,0,106,0,0,3,53,0,0,0,0,0,62,3,10,5,38,6,7,3,0,0,72,0,0,3,20,23,23,20,26,4,123,0,0,0,12,5,0,0,0,0,18,0,11,5,39,4,7,6,6,3,80,3,16,46,138,91,64,20,7,7,390,0,0,0,8,10,3,0,0,0,27,0,3,15,58,9,10,3,0,0,97,15,66,125,715,129,82,55,40,27,1245,82,125,133,666,165,156,121,141,116,1700,1452,1784,2241,9255,2671,2316,1645,1284,747,23393
POA6061,0,5,0,5,0,3,0,0,0,15,10,104,121,356,119,59,20,3,0,796,0,0,3,54,14,50,38,17,4,173,0,0,6,31,30,36,36,35,4,184,0,3,14,61,29,35,11,4,3,163,3,12,40,116,30,20,23,6,0,243,0,0,5,19,16,15,12,5,5,78,0,10,16,77,22,14,14,4,0,159,0,0,3,121,0,0,0,0,0,129,6,80,77,104,29,16,10,0,0,326,0,7,32,135,92,103,82,33,7,487,3,0,14,50,3,0,0,0,0,70,0,12,13,27,9,7,9,0,0,72,9,49,146,589,299,241,113,51,21,1521,0,0,3,16,0,7,4,4,4,41,3,10,22,62,10,4,5,0,0,110,65,319,645,1908,383,227,114,54,16,3734,281,346,359,1270,363,301,243,162,39,3358,3102,4127,4977,14664,4066,3443,2371,1424,404,38563
POA6062,0,0,0,9,3,0,0,0,0,11,20,91,107,242,109,49,21,3,0,640,0,7,4,42,13,42,26,16,18,167,0,0,5,38,32,43,52,44,12,213,3,9,10,57,43,66,33,22,4,244,0,23,62,119,80,94,51,19,4,454,0,0,3,23,20,25,15,9,3,96,0,9,16,54,23,17,26,10,9,173,3,0,8,120,4,0,0,0,0,139,3,20,20,53,28,7,6,3,0,139,0,0,3,25,16,21,23,11,0,102,0,0,4,13,7,0,0,0,0,31,0,0,0,23,16,10,3,3,0,65,13,31,123,474,331,262,79,57,13,1386,0,0,0,7,12,7,9,6,3,47,0,9,7,33,15,12,3,4,0,88,13,84,105,475,166,114,122,76,36,1192,92,153,202,547,218,242,237,168,112,1987,1815,3387,4060,9500,4106,3907,3198,1950,742,32670
POA6063,0,11,3,6,0,0,0,0,0,17,8,31,50,123,70,31,18,0,0,327,0,0,0,12,4,9,10,8,3,46,0,0,4,13,28,33,24,3,0,103,0,7,4,15,16,15,5,7,3,77,0,7,28,41,31,18,19,3,0,146,0,0,0,3,3,3,6,0,0,15,0,3,3,17,12,11,12,0,0,68,0,0,0,14,0,0,0,0,0,15,0,12,14,43,10,8,3,0,0,88,0,0,4,14,3,7,0,0,0,29,0,0,0,0,0,0,0,0,0,5,0,4,5,5,4,3,3,0,0,23,9,19,41,255,155,99,32,18,4,630,0,0,0,0,8,3,0,0,0,11,0,6,7,13,15,8,5,0,0,48,3,31,97,230,92,67,48,12,0,572,48,104,116,299,139,114,70,44,7,938,1028,2061,2028,4237,2001,1676,895,318,113,14359
POA6064,0,0,0,3,8,6,0,0,0,14,6,80,85,185,80,49,19,5,0,514,0,4,3,27,13,32,19,13,4,106,0,4,3,23,50,46,59,28,8,217,0,4,9,19,39,19,15,9,0,114,0,8,23,54,24,23,24,3,0,153,0,0,0,19,16,27,12,6,0,80,0,4,9,27,13,18,19,4,0,92,0,0,6,40,0,3,0,0,0,58,20,89,62,84,14,11,0,0,0,288,0,3,11,123,100,91,91,27,3,447,0,0,0,0,0,0,3,0,0,6,0,5,6,23,6,12,6,0,0,54,16,66,194,806,435,361,156,45,11,2095,0,0,0,7,16,8,7,0,3,39,0,0,3,17,3,12,3,0,0,43,15,118,332,641,271,190,94,51,19,1738,122,192,227,495,272,260,175,108,45,1904,2116,4256,4499,8704,4205,3599,2397,1165,383,31325
POA6065,0,3,3,18,7,5,3,0,0,38,4,62,92,233,115,53,13,3,0,585,0,0,6,60,23,59,27,6,6,186,3,80,96,263,179,126,109,77,17,943,3,19,48,110,63,39,24,6,3,310,11,282,345,761,386,143,68,19,7,2040,0,0,10,29,22,21,12,6,0,92,0,3,7,37,17,17,9,3,0,92,0,3,17,82,0,8,0,0,0,108,4,24,24,84,26,13,4,0,0,180,0,8,15,186,73,47,29,10,3,364,0,0,0,12,3,3,0,0,0,18,0,32,25,49,17,16,12,6,0,158,3,26,62,460,213,147,37,14,0,969,3,10,20,65,40,24,19,16,8,205,3,39,78,213,113,62,16,11,0,529,9,181,313,1037,432,266,138,57,22,2460,151,271,349,855,403,289,250,149,68,2784,5063,9317,8017,19686,8190,5435,3696,1934,663,61998
POA6066,0,0,0,3,4,0,0,0,0,7,3,50,50,109,59,29,18,3,0,322,0,0,0,12,10,33,10,6,3,75,0,3,4,19,29,37,28,15,4,142,0,8,11,21,24,40,12,3,0,122,0,9,17,62,54,29,12,4,0,196,0,0,0,8,3,12,8,5,0,31,0,3,3,15,17,31,13,5,0,93,0,0,3,12,0,0,0,0,0,14,0,7,23,32,22,4,5,0,0,88,0,0,3,28,23,11,14,3,0,91,0,0,0,5,0,0,0,0,0,7,0,4,4,6,5,7,0,0,0,28,3,28,65,348,207,140,50,27,8,870,0,0,0,3,5,3,3,0,0,18,0,3,9,18,11,11,6,3,0,57,4,45,123,222,135,97,48,15,7,699,43,97,143,219,157,123,64,21,15,873,1099,2618,3050,4682,3071,2372,1118,520,161,18704
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,13,4,0,0,0,0,36
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
POA6069,0,0,0,13,6,0,0,0,0,15,3,77,52,214,78,18,13,3,0,458,0,3,3,42,15,11,16,3,0,95,5,34,51,133,121,73,59,26,12,522,6,31,21,84,36,34,18,3,0,231,12,129,168,382,220,78,35,18,0,1048,0,0,0,12,3,0,5,0,0,21,0,16,6,46,19,9,10,3,0,112,0,0,4,13,3,0,0,0,0,16,4,11,22,52,8,3,0,0,0,102,0,0,0,18,7,4,3,0,0,31,0,0,0,3,0,0,0,0,0,3,0,8,10,30,19,17,8,0,0,98,0,3,16,68,19,3,8,3,0,112,0,6,12,31,27,17,8,0,3,99,4,41,69,185,69,40,3,5,0,425,11,176,230,650,214,84,60,38,12,1479,198,320,265,816,305,184,138,83,65,2378,3674,6693,5102,13131,4856,2865,1890,896,294,39391
