region_id,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
POA6104,290,6,0,0,0,0,3,44,343,393,44,13,7,0,0,0,49,506,375,94,43,22,4,4,0,43,585,252,117,108,38,13,3,7,50,588,147,94,146,59,14,3,8,55,526,98,85,122,64,9,4,8,34,424,98,46,116,75,25,5,6,35,406,73,66,123,73,36,10,3,33,417,51,55,135,73,31,14,3,24,386,43,33,122,72,37,10,6,23,346,18,27,69,54,27,14,7,16,232,19,15,52,44,36,16,5,16,203,22,13,36,37,32,17,12,17,186,9,13,39,32,30,7,11,22,163,18,18,43,33,26,10,22,20,190,1906,726,1167,683,320,117,101,481,5501
POA6105,329,11,0,0,0,0,0,47,387,386,59,21,6,0,0,0,27,499,336,94,70,24,11,3,0,26,564,203,126,112,52,19,5,0,23,540,115,94,149,68,28,11,11,28,504,99,71,122,62,24,6,6,14,404,63,55,122,76,32,10,8,11,377,69,44,123,84,30,16,7,20,393,43,52,122,74,31,8,4,22,356,35,35,99,75,42,13,4,24,327,28,20,76,69,39,8,13,20,273,21,18,78,74,43,17,11,21,283,18,10,69,65,43,20,20,24,269,17,15,37,41,36,14,16,11,187,10,9,27,46,22,19,9,18,160,1772,713,1227,816,400,150,109,336,5523
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6
POA6107,1007,9,3,0,0,0,0,126,1145,1402,130,58,23,3,0,3,156,1775,1192,360,183,60,12,6,0,130,1943,534,354,354,138,53,11,8,111,1563,298,218,408,193,68,24,20,87,1316,222,191,351,182,85,17,30,66,1144,154,141,353,179,76,32,18,62,1015,139,112,329,223,107,30,24,67,1031,96,98,319,229,87,23,20,55,927,69,72,312,193,87,33,18,59,843,55,53,183,145,78,21,19,46,600,41,26,131,130,83,34,19,35,499,25,24,76,79,63,28,39,22,356,23,22,60,52,37,32,41,33,300,20,27,46,43,37,13,17,52,255,5277,1837,3166,1869,876,304,276,1107,14712
POA6108,764,20,3,0,0,0,0,58,845,667,68,33,6,0,3,0,54,831,439,152,105,34,17,0,0,32,779,219,185,188,93,28,13,4,31,761,150,139,248,156,51,23,20,41,828,91,126,310,162,64,31,11,39,834,87,90,320,168,51,19,20,24,779,86,79,329,196,85,26,10,28,839,55,72,299,212,70,21,6,27,762,53,58,300,180,59,20,6,20,696,25,33,171,127,53,18,14,17,458,14,19,111,97,64,26,22,29,382,17,19,51,61,42,20,24,17,251,8,11,32,33,28,16,13,7,148,4,13,18,12,13,12,15,10,97,2679,1084,2518,1537,625,248,165,434,9290
POA6109,273,7,0,0,3,0,0,53,336,245,72,21,10,0,0,0,25,373,217,109,65,21,7,4,0,35,458,114,85,85,35,12,13,10,33,387,69,68,92,58,19,8,6,24,344,48,42,83,49,22,9,15,30,298,50,43,89,57,30,18,18,30,335,43,27,93,84,31,11,9,24,322,29,19,120,63,42,8,7,31,319,27,32,121,68,26,12,6,20,312,21,16,62,41,33,7,13,13,206,12,23,48,50,25,11,5,12,186,9,6,45,32,23,12,14,4,145,3,13,34,22,22,17,11,12,134,16,10,20,15,14,7,11,14,107,1176,572,978,605,309,137,125,360,4262
POA6110,1027,43,3,0,0,0,3,111,1187,884,183,80,8,3,0,0,86,1244,673,311,261,64,20,8,3,112,1452,351,276,402,163,54,8,11,80,1345,210,213,411,210,77,18,18,65,1222,174,182,429,256,92,37,22,60,1252,114,88,440,263,114,27,17,83,1146,114,98,371,280,98,38,23,60,1082,94,85,322,249,100,20,21,57,948,70,81,326,209,88,25,16,56,871,33,57,219,162,83,33,19,29,635,28,29,123,138,85,25,24,42,494,26,24,78,99,82,46,26,22,403,14,16,67,64,55,26,34,58,334,17,23,52,59,43,25,24,100,343,3829,1709,3584,2224,994,336,261,1021,13958
POA6111,674,21,3,0,0,0,0,65,763,505,78,37,12,3,0,0,40,675,322,153,123,36,9,3,0,36,682,172,110,170,85,32,12,4,49,634,110,111,254,117,46,18,12,32,700,101,91,309,132,70,17,13,39,772,85,92,272,191,80,19,13,42,794,74,94,323,197,74,19,22,39,842,70,67,313,183,93,22,8,39,795,55,62,327,216,96,20,15,36,827,33,40,183,119,55,21,11,21,483,20,21,102,81,61,17,11,15,328,12,23,67,52,43,17,24,23,261,11,16,40,41,41,11,17,13,190,8,16,52,39,23,8,22,13,181,2252,995,2575,1501,726,204,172,502,8927
POA6112,1217,55,3,0,0,0,0,122,1397,1078,257,127,35,5,3,0,104,1609,876,366,300,122,38,9,4,89,1804,394,322,419,201,72,31,20,80,1539,238,177,450,255,109,36,24,83,1372,162,170,483,263,126,42,29,62,1337,146,125,472,292,140,27,33,69,1304,127,127,418,288,140,55,31,72,1258,99,104,411,271,126,29,28,57,1125,72,89,321,226,104,34,26,59,931,43,51,187,178,91,30,34,32,646,40,39,140,101,91,33,43,40,527,17,24,75,91,75,43,45,49,419,14,25,63,70,45,23,40,25,305,10,32,28,39,33,20,26,48,236,4533,1963,3897,2432,1195,415,383,991,15809
POA6121,102,0,3,0,0,0,0,7,112,73,4,0,0,0,0,0,4,81,30,7,9,0,0,0,0,3,49,12,11,22,12,0,0,0,3,60,20,9,42,20,6,3,3,0,103,12,18,59,35,8,3,5,8,148,16,16,54,32,12,3,0,8,141,10,12,46,25,12,0,0,3,108,5,8,34,25,12,3,4,3,94,7,5,35,17,16,0,3,3,86,3,3,14,10,6,3,0,0,39,6,3,6,8,0,0,0,0,23,0,0,3,4,0,3,0,3,13,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,296,96,330,188,72,18,15,48,1063
POA6122,326,4,0,0,0,0,0,26,356,254,42,29,6,3,0,0,16,350,153,71,77,24,3,4,0,18,350,75,49,118,62,12,5,3,9,333,54,42,145,77,27,8,6,8,367,43,35,137,78,26,20,11,17,367,36,31,136,85,31,4,5,11,339,30,32,92,74,31,13,8,13,293,21,13,103,60,30,8,4,7,246,19,13,88,53,20,6,13,5,217,0,8,41,35,17,7,5,3,116,0,9,24,31,20,6,0,3,93,3,0,5,10,11,5,4,12,50,3,3,8,10,9,3,4,9,49,0,5,4,4,3,0,0,32,48,1017,357,1007,609,243,89,63,189,3574
POA6123,51,0,0,0,0,0,0,6,57,28,10,0,0,0,0,0,3,41,15,11,3,4,0,0,0,3,36,5,6,12,9,5,0,0,3,40,4,3,30,15,4,3,0,0,59,5,8,23,20,4,0,3,0,63,7,8,19,14,6,3,0,3,60,3,9,25,10,6,0,0,0,53,7,3,18,9,3,3,3,3,49,3,0,8,9,4,3,0,3,30,0,0,4,4,4,3,0,3,18,0,0,4,7,3,0,0,0,14,0,0,0,4,5,0,3,0,12,0,0,3,3,3,0,3,0,12,0,3,0,3,0,0,0,0,6,128,61,149,111,47,15,12,27,550
POA6124,22,0,0,0,0,0,0,3,25,18,0,0,0,0,0,0,0,18,9,0,6,0,0,0,0,3,18,15,5,10,0,0,3,0,3,36,9,9,14,6,6,0,0,3,47,10,6,20,5,3,3,0,3,50,3,3,19,11,4,0,0,0,40,4,7,18,5,7,0,0,4,45,0,5,10,8,5,0,4,4,36,3,0,19,9,0,3,0,3,37,0,3,12,11,4,0,0,0,30,4,0,3,4,0,0,3,3,17,0,0,0,6,0,0,0,0,6,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,97,38,134,65,29,13,7,29,412
POA6125,70,4,0,0,0,0,0,0,74,44,7,5,4,0,0,0,6,66,17,13,5,4,4,0,3,0,46,16,12,20,12,3,0,0,0,63,10,9,39,26,6,0,0,5,95,14,16,53,21,12,0,0,5,121,18,10,37,12,18,4,3,7,109,7,14,39,21,14,3,3,4,105,12,13,35,19,7,0,3,0,89,4,6,39,20,8,4,0,0,81,0,7,27,16,6,0,3,5,64,3,0,16,26,8,0,0,5,58,5,4,3,9,5,6,3,0,35,0,0,4,4,0,5,0,0,13,0,0,3,3,0,0,3,3,12,220,115,325,197,91,22,21,40,1031
POA6126,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,8,0,0,3,0,3,0,0,0,6,3,0,5,3,3,0,0,0,14,3,0,3,0,0,0,0,3,9,0,0,4,5,0,0,0,0,9,0,0,4,0,0,0,0,0,4,0,0,7,4,3,0,0,0,14,5,0,4,3,3,0,0,0,15,0,0,3,0,3,0,0,0,6,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,25,3,43,18,15,0,0,3,107
POA6147,404,9,3,0,0,0,0,44,460,470,50,18,6,0,0,0,29,573,357,122,67,24,7,0,0,28,605,206,144,116,54,17,6,4,18,565,113,102,158,68,36,3,18,16,514,62,74,201,62,29,18,14,16,476,74,82,156,112,29,4,3,10,470,78,73,196,110,47,7,8,14,533,42,58,187,114,46,15,8,16,486,44,51,175,105,40,14,8,11,448,25,19,90,72,37,16,13,11,283,19,21,60,69,42,18,11,20,260,13,10,29,45,22,8,21,4,152,9,3,27,30,18,11,10,6,114,5,14,24,9,17,6,8,7,90,1921,832,1507,880,387,126,126,250,6029
POA6148,601,5,0,0,0,0,0,51,657,581,27,9,4,0,0,0,43,664,336,73,38,11,0,0,0,19,477,148,95,111,36,9,3,0,22,424,76,89,198,86,13,3,0,24,489,78,113,301,133,37,3,3,26,694,63,63,280,158,40,10,0,24,638,60,84,248,151,47,7,0,18,615,64,55,238,150,44,12,4,21,588,49,54,218,130,42,13,12,32,550,46,34,184,102,43,12,7,16,444,29,13,96,112,60,15,6,20,351,26,14,70,77,51,15,11,22,286,23,13,47,66,33,11,22,39,254,41,37,67,61,39,24,17,63,349,2221,769,2105,1277,458,128,82,440,7480
POA6149,697,3,0,0,0,0,0,41,741,686,12,8,0,0,0,0,19,725,357,53,31,5,0,0,0,7,453,140,111,120,33,4,3,0,11,422,76,79,251,84,22,3,0,13,528,69,72,321,115,34,3,0,19,633,55,96,356,211,37,10,3,10,778,50,85,399,206,70,9,8,10,837,69,86,399,232,64,10,8,24,892,45,56,317,172,38,8,3,16,655,27,26,156,100,28,11,3,15,366,19,15,93,72,31,16,4,8,258,16,17,54,55,29,16,6,6,199,6,10,43,50,39,14,14,26,202,20,22,74,66,48,11,9,63,313,2332,743,2622,1401,444,114,58,288,8002
POA6150,617,3,0,0,0,0,0,33,653,725,6,3,0,0,0,0,32,766,286,29,8,4,3,3,0,10,343,95,43,67,14,4,3,0,5,231,54,47,151,60,15,4,0,12,343,41,54,184,94,25,4,3,7,412,39,58,238,129,42,4,4,10,524,33,43,251,157,40,3,3,15,545,48,53,227,135,46,4,0,12,525,33,35,151,121,23,14,3,12,392,20,24,114,83,30,3,3,11,288,15,13,62,55,21,4,4,7,181,9,19,44,59,22,10,7,11,181,18,16,61,52,24,13,3,21,208,21,27,56,32,25,3,6,25,195,2054,470,1617,995,320,72,36,223,5787
POA6151,400,3,0,0,0,0,0,39,442,679,20,3,0,0,0,0,71,773,578,57,14,6,4,0,0,50,709,352,120,77,15,4,0,4,43,615,193,94,178,69,7,0,0,40,581,138,103,224,92,11,4,0,32,604,133,76,196,91,14,5,4,29,548,126,80,221,113,26,4,0,36,606,101,75,200,99,37,7,5,42,566,79,49,210,95,25,4,3,32,497,59,29,98,67,29,10,0,29,321,32,20,69,49,27,4,5,14,220,23,14,42,30,18,6,5,16,154,19,6,41,34,12,8,11,21,152,24,24,54,44,18,11,8,37,220,2936,770,1627,804,232,63,45,531,7008
POA6152,770,3,0,0,0,0,0,49,822,1237,31,10,0,3,0,0,85,1366,898,90,29,8,0,3,3,69,1100,489,166,115,47,4,3,3,57,884,235,149,237,73,26,4,9,40,773,175,122,271,96,29,4,8,35,740,165,131,294,132,33,0,3,32,790,157,124,283,157,52,11,13,39,836,181,82,315,154,45,9,3,26,815,97,63,271,147,58,11,4,27,678,61,44,170,122,43,9,9,26,484,40,33,109,79,41,17,14,31,364,32,28,70,96,61,28,23,37,375,40,25,88,102,46,29,8,50,388,56,49,141,103,65,17,25,106,562,4633,1140,2403,1316,506,145,125,709,10977
POA6153,657,3,3,0,0,0,0,33,696,709,8,0,0,0,0,0,43,760,456,53,16,5,3,0,0,29,562,234,106,111,16,10,0,0,28,505,136,102,217,85,11,3,0,23,577,126,99,295,126,18,7,3,31,705,106,111,341,151,19,9,4,27,768,115,94,306,166,40,9,3,34,767,102,74,316,183,45,13,5,36,774,71,66,268,154,38,7,3,31,638,49,38,172,132,46,8,3,19,467,31,25,122,87,58,7,5,17,352,26,14,86,83,45,23,17,26,320,18,19,69,78,47,16,21,27,295,23,28,80,65,42,10,9,32,289,2859,840,2402,1331,422,112,73,436,8475
POA6154,274,0,0,0,0,0,0,23,297,251,4,0,0,0,0,0,14,269,171,38,15,3,0,0,0,11,238,104,57,58,20,0,0,0,6,245,67,58,128,48,10,4,0,17,332,63,50,163,70,18,3,4,8,379,55,40,156,71,16,3,0,10,351,46,39,161,67,23,4,0,18,358,34,25,117,67,16,5,0,13,277,35,21,116,62,25,3,5,7,274,21,20,80,51,22,10,5,18,227,21,11,68,48,38,10,4,10,210,14,19,72,66,35,11,3,11,231,17,21,57,54,40,16,8,30,243,22,34,87,79,40,9,5,18,294,1195,437,1278,706,283,78,34,214,4225
POA6155,1854,11,3,0,0,0,0,126,1994,1541,84,30,8,3,0,0,72,1738,970,244,128,25,5,0,0,61,1433,461,377,484,151,28,10,3,73,1587,226,291,775,321,94,18,10,58,1793,171,291,1003,389,100,32,13,61,2060,156,241,926,460,140,25,21,61,2030,147,187,738,436,128,7,12,48,1703,108,151,683,394,113,31,8,52,1540,95,114,503,278,75,20,12,38,1135,53,64,267,207,65,16,12,27,711,23,36,143,132,71,24,23,27,479,23,22,87,63,45,14,15,18,287,15,17,54,51,31,20,18,14,220,9,27,63,36,30,20,17,14,216,5852,2157,5887,2951,928,237,164,750,18926
POA6156,566,4,0,0,0,0,0,54,624,386,14,9,0,0,0,0,16,425,341,51,36,11,3,0,0,16,458,208,107,112,40,13,0,0,21,501,126,114,244,103,20,8,5,19,639,97,95,276,130,31,5,4,28,666,122,90,259,112,33,9,3,17,645,102,69,200,92,31,3,4,9,510,65,40,185,98,22,5,3,20,438,43,45,176,72,38,7,5,10,396,26,31,110,96,34,13,0,17,327,17,24,110,91,51,14,3,19,329,24,21,90,93,58,19,10,26,341,13,26,61,74,48,25,9,20,276,23,12,66,63,37,20,16,23,260,2159,743,1934,1075,419,128,62,315,6835
POA6157,313,0,3,0,0,0,0,24,340,310,15,3,3,0,0,0,18,349,351,52,12,8,0,0,0,4,427,240,105,75,26,0,0,0,29,475,176,98,142,52,11,0,0,24,503,113,97,229,84,11,3,0,19,556,123,84,175,72,24,3,0,17,498,103,74,196,81,22,3,0,10,489,78,61,164,93,28,3,3,20,450,59,60,155,93,32,6,4,15,424,33,19,100,77,25,4,0,15,273,39,22,71,69,33,15,10,20,279,20,16,50,70,43,18,6,24,247,21,13,60,67,35,9,10,19,234,25,36,92,55,42,8,18,31,307,2004,752,1527,850,306,72,51,289,5851
POA6158,187,0,0,0,0,0,0,20,207,182,4,4,0,0,0,0,20,210,139,21,0,0,0,0,0,9,169,91,35,30,5,0,0,0,5,166,65,37,91,33,7,0,0,16,249,39,42,103,69,13,0,0,10,276,55,47,131,60,13,0,0,15,321,58,33,111,72,13,4,0,11,302,41,27,98,60,19,0,0,9,254,30,26,79,51,24,0,0,8,218,22,9,53,33,9,3,3,7,139,12,7,42,36,17,9,3,4,130,14,7,20,21,18,5,6,15,106,7,10,23,15,14,6,3,13,91,10,9,24,17,12,9,3,17,101,952,314,809,472,159,36,18,179,2939
POA6159,39,0,0,0,0,0,0,8,47,74,0,0,0,0,0,0,7,81,97,5,0,0,0,0,0,13,115,59,24,10,3,0,0,0,11,107,27,27,25,5,0,0,0,5,89,26,20,35,17,0,0,0,11,109,13,18,25,6,3,0,3,7,75,19,11,36,15,6,0,0,6,93,13,15,48,19,10,0,0,10,115,13,14,38,30,8,0,3,8,114,7,6,38,22,5,4,0,7,89,0,4,21,13,8,5,0,4,55,3,6,5,11,4,0,0,12,41,3,3,3,8,3,0,3,3,26,3,3,0,3,3,0,0,23,35,396,156,284,152,50,9,9,135,1191
POA6160,152,0,0,0,0,0,0,20,172,270,3,0,0,0,0,0,23,296,308,19,16,5,0,0,0,25,373,208,52,30,9,0,0,0,20,319,129,47,50,19,7,0,0,25,277,93,32,65,34,4,0,0,15,243,85,50,71,36,5,3,0,18,268,85,52,88,53,14,3,0,20,315,60,36,87,55,20,5,3,12,278,51,31,99,48,14,0,0,27,270,20,19,66,39,16,3,3,13,179,21,13,33,38,9,10,4,12,140,6,8,27,33,27,4,5,12,122,13,3,18,19,17,3,6,13,92,3,4,21,23,8,7,4,20,90,1504,369,671,411,141,38,25,275,3434
POA6161,5,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,8,3,0,0,0,4,43
POA6162,216,0,0,0,0,0,0,34,250,257,15,0,0,0,0,0,12,284,233,28,19,9,4,0,0,24,317,189,70,54,16,0,3,0,12,344,113,74,117,44,13,3,0,13,377,118,86,145,60,11,3,0,24,447,99,68,151,60,13,3,3,18,415,90,62,125,64,15,5,4,23,388,85,49,140,56,28,7,0,17,382,57,41,112,77,24,7,5,14,337,19,15,87,63,21,10,0,16,231,8,9,67,63,33,6,6,22,214,3,15,53,49,34,13,9,10,186,12,6,39,38,18,20,14,18,165,5,16,31,24,29,7,13,13,138,1504,554,1140,623,243,87,54,270,4475
POA6163,1261,33,3,0,0,0,0,119,1416,1400,121,31,7,7,0,4,79,1649,970,208,142,26,12,9,0,64,1431,665,335,323,113,30,12,7,64,1549,419,293,547,209,59,19,15,71,1632,336,285,615,262,97,23,16,71,1705,294,250,629,331,113,24,13,50,1704,204,198,683,379,112,44,20,63,1703,157,155,572,393,114,32,17,54,1494,107,138,538,382,137,32,21,58,1413,77,87,410,269,126,27,25,44,1065,55,54,268,268,139,51,45,46,926,39,59,209,198,135,57,43,46,786,48,48,151,159,107,52,42,47,654,52,72,167,128,95,35,30,39,618,6084,2336,5288,3124,1283,417,298,915,19745
POA6164,1362,24,3,3,0,0,0,141,1533,1385,141,46,4,3,0,0,100,1679,1262,445,257,73,8,3,3,105,2156,691,550,665,225,57,14,3,103,2308,330,366,897,354,89,30,18,108,2192,224,302,845,377,116,32,26,74,1996,170,173,670,377,102,26,22,63,1603,123,154,547,313,120,42,13,51,1363,81,110,435,284,86,25,14,36,1071,59,71,331,206,83,31,10,27,818,20,41,173,142,69,15,18,24,502,20,28,94,92,56,19,11,24,344,13,18,51,69,37,19,15,25,247,9,13,47,27,32,18,16,6,168,6,17,20,33,19,14,9,15,133,5755,2453,5081,2579,877,288,178,902,18113
POA6165,8,0,0,0,0,0,0,3,11,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,14,0,0,0,12,48
POA6166,299,3,0,0,0,0,0,28,330,191,16,3,0,0,0,0,16,226,107,30,25,0,0,0,0,8,170,56,50,58,14,11,0,0,10,199,60,40,117,56,5,3,0,7,288,36,36,144,77,11,5,0,18,327,39,44,164,91,22,4,0,10,374,25,28,124,77,38,3,0,5,300,24,24,129,89,22,12,3,8,311,21,19,87,79,24,6,3,9,248,7,13,72,75,26,8,4,10,215,15,10,49,49,20,3,3,6,155,8,6,25,37,31,10,3,6,126,3,3,17,11,10,7,3,8,62,3,4,11,5,3,4,4,6,40,894,326,1025,660,223,65,23,155,3371
POA6167,549,39,3,0,0,0,0,84,675,510,150,68,18,0,0,0,71,817,455,236,200,78,22,3,5,74,1073,237,182,258,94,38,7,9,52,877,147,121,256,142,65,17,10,59,817,118,95,227,150,74,21,9,60,754,86,84,190,114,75,23,15,42,629,62,69,174,142,69,19,6,35,576,51,47,187,142,78,14,15,41,575,21,33,171,108,78,31,13,30,485,18,20,104,110,49,22,11,22,356,12,21,67,90,50,20,29,23,312,9,16,47,56,38,25,25,23,239,9,6,33,37,31,17,17,15,165,10,15,35,28,23,16,12,25,164,2294,1134,2020,1309,690,235,176,656,8514
POA6168,616,20,3,0,0,0,0,64,703,531,109,63,15,3,0,0,48,769,359,149,149,50,12,5,0,41,765,187,149,153,62,22,11,3,36,623,117,114,176,124,52,21,8,35,647,102,94,254,135,36,25,20,50,716,103,86,269,181,75,15,21,32,782,80,84,289,206,65,25,6,36,791,64,80,293,205,80,19,12,45,798,44,59,287,201,79,25,11,38,744,49,39,229,191,86,17,8,36,655,38,36,162,160,107,35,18,42,598,18,28,111,145,110,37,21,49,519,31,29,85,89,68,38,42,51,433,23,23,80,73,50,27,32,52,360,2362,1099,2603,1837,845,300,202,655,9903
