region_id,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
POA6254,7,0,0,0,0,0,0,0,7,7,3,0,0,0,0,0,0,10,7,3,3,3,3,0,0,0,19,3,3,5,3,0,0,0,0,14,3,3,5,5,3,0,0,0,19,0,3,9,3,4,0,0,0,19,0,3,9,7,4,0,0,4,27,4,4,10,4,0,0,0,0,22,4,0,12,4,0,0,0,3,23,4,0,12,6,0,4,0,0,26,3,0,6,4,8,0,0,0,21,0,3,5,3,4,0,4,0,19,0,0,0,4,0,0,0,0,4,3,0,0,3,0,0,0,3,9,3,0,0,0,0,0,0,0,3,48,25,76,49,26,4,4,10,242
POA6255,76,0,0,0,0,0,0,13,89,33,5,3,3,3,0,0,0,47,26,4,14,8,4,0,0,3,59,15,12,32,17,6,0,0,4,86,13,23,32,26,10,4,3,3,114,18,11,51,37,7,0,3,5,132,23,12,41,19,16,0,4,4,119,20,18,49,37,16,3,0,0,143,22,19,58,30,26,3,0,0,158,11,10,62,50,22,5,0,11,171,10,13,48,29,16,0,0,4,120,3,8,22,22,18,4,0,3,80,3,0,16,11,8,3,5,0,46,3,4,4,8,11,4,6,0,40,0,3,5,12,3,5,0,3,31,276,142,437,309,166,31,21,53,1435
POA6256,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,3,0,0,3,0,12,0,0,3,0,0,0,0,0,3,4,4,0,0,0,0,0,0,8,3,0,0,3,3,0,0,0,9,3,0,0,3,3,0,0,0,9,0,0,0,3,3,0,0,3,9,0,0,0,3,5,0,0,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,3,0,3,13,7,9,18,14,3,9,3,76
POA6258,167,3,3,0,0,0,0,18,191,115,27,13,3,0,0,0,3,161,67,25,24,12,3,3,3,5,142,30,23,55,27,11,12,0,6,164,23,23,88,49,14,6,5,8,216,16,21,65,54,29,9,5,9,208,18,29,90,75,32,12,4,10,270,20,17,83,58,19,9,0,8,214,17,15,80,62,33,4,8,14,233,13,7,57,52,27,11,3,3,173,8,8,42,55,21,11,3,3,151,8,5,22,33,27,12,7,6,120,3,0,10,33,15,10,9,5,85,4,3,17,13,11,10,9,0,67,0,4,12,24,19,9,3,7,78,509,210,661,550,261,118,59,105,2473
POA6260,40,0,0,0,0,0,0,4,44,13,0,0,0,0,0,0,0,13,16,13,6,0,0,0,0,0,35,9,4,13,10,0,3,0,0,39,12,7,21,12,4,0,0,6,62,8,7,18,12,10,0,0,0,55,5,6,19,13,11,3,0,3,60,3,3,14,13,9,3,0,0,45,12,5,17,13,10,3,0,0,60,4,3,20,15,9,3,3,3,60,4,3,8,12,5,0,0,0,32,0,0,4,6,3,3,0,3,19,4,0,4,3,6,6,3,0,26,0,3,0,3,4,3,3,3,19,0,0,5,5,4,0,4,0,18,130,54,149,117,75,27,13,22,587
POA6262,13,0,0,0,0,0,0,0,13,3,3,0,3,0,0,0,0,9,3,0,3,3,0,0,0,0,9,3,3,3,3,0,3,0,3,18,3,3,3,3,0,0,0,0,12,10,5,13,3,4,0,0,3,38,6,8,10,6,6,0,0,0,36,8,5,10,10,4,0,0,3,40,6,7,10,8,4,0,0,0,35,3,4,13,3,4,0,3,4,34,3,0,4,4,3,4,3,4,25,0,0,3,3,4,0,0,0,10,0,0,3,3,0,4,0,0,10,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,61,38,75,60,29,11,6,17,297
POA6271,67,3,0,0,0,0,0,8,78,48,3,5,3,0,0,0,4,63,28,11,19,5,0,0,0,17,80,24,9,22,17,6,0,0,4,82,8,20,37,23,11,4,0,9,112,16,18,38,26,6,0,0,13,117,15,14,36,26,5,0,0,8,104,15,9,33,24,6,0,0,10,97,7,6,29,17,13,3,4,7,86,11,10,40,28,11,6,0,3,109,0,3,18,20,4,3,0,4,52,0,3,6,14,16,7,0,0,46,3,0,3,6,11,3,7,3,36,0,0,3,4,5,0,0,0,12,0,0,5,0,4,0,0,4,13,242,109,294,213,98,26,11,94,1087
POA6275,21,0,0,0,0,0,0,3,24,6,4,0,3,0,0,0,0,13,10,8,0,0,0,0,0,0,18,6,8,6,3,0,0,0,3,26,5,4,9,11,0,0,0,0,29,13,6,11,13,3,0,0,3,49,7,7,16,14,6,0,0,0,50,5,0,19,16,3,3,0,0,46,3,8,31,17,3,0,3,0,65,16,0,25,12,7,0,0,6,66,8,3,13,15,6,3,0,3,51,0,0,7,3,3,3,0,3,19,3,3,0,5,3,3,0,0,17,0,0,4,0,4,0,4,0,12,0,0,0,3,3,0,0,3,9,103,51,141,115,41,12,7,24,494
POA6280,674,14,0,0,0,0,0,73,761,365,79,44,3,3,0,0,38,532,270,109,105,42,13,0,0,29,568,157,131,222,102,32,13,4,28,689,96,111,302,168,63,11,8,32,791,95,116,363,196,69,21,21,31,912,99,87,294,224,82,23,18,25,852,72,74,308,244,80,24,12,42,856,82,59,312,192,80,19,5,32,781,45,61,261,198,91,22,6,39,723,53,32,231,168,69,23,7,20,603,38,19,111,158,92,32,13,31,494,28,13,91,115,100,51,22,21,441,11,16,76,79,82,34,29,36,363,29,23,54,54,57,27,32,74,350,2114,944,2774,1943,913,300,177,551,9716
POA6281,125,0,0,0,0,0,0,4,129,76,9,0,0,0,0,0,5,90,118,35,17,0,0,0,0,4,174,90,43,58,19,3,0,0,11,224,36,49,122,45,8,3,0,12,275,35,32,87,50,13,3,0,8,228,26,25,75,46,16,5,0,4,197,19,17,56,57,19,3,0,4,175,15,21,73,45,10,3,0,9,176,13,9,68,54,9,0,0,9,162,16,6,55,43,14,0,0,6,140,4,3,19,31,12,4,0,4,77,5,5,12,19,13,6,0,0,60,0,5,12,10,8,5,0,0,40,3,4,8,0,5,0,4,3,27,581,263,662,419,130,32,4,83,2174
POA6282,30,0,0,0,0,0,0,3,33,9,3,0,0,0,0,0,0,12,17,3,0,3,0,0,0,3,26,8,8,11,3,0,0,0,3,33,11,10,25,8,0,0,0,5,59,8,11,22,13,6,0,0,0,60,7,6,20,11,0,0,0,4,48,14,0,29,9,3,0,0,0,55,8,5,16,12,9,4,0,3,57,5,3,23,4,4,0,0,3,42,0,3,9,7,3,0,0,0,22,3,0,6,3,3,0,0,0,15,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,120,52,164,76,31,4,0,27,474
POA6284,42,0,0,0,0,0,0,0,42,12,0,3,0,0,0,0,3,18,22,11,4,3,0,0,0,0,40,20,21,13,6,3,0,0,10,73,10,18,27,12,3,0,0,3,73,5,16,32,14,3,0,0,3,73,9,5,18,13,3,0,0,3,51,6,5,23,15,3,0,3,7,62,0,0,17,18,6,0,0,3,44,4,6,12,6,3,0,0,6,37,0,0,12,3,3,5,0,5,28,0,0,6,11,3,0,0,0,20,0,0,0,4,5,0,0,0,9,0,0,0,0,3,0,3,0,6,0,0,4,0,3,0,0,0,7,130,82,171,105,41,5,6,43,583
POA6285,167,0,3,0,0,0,0,20,190,125,10,10,3,0,0,0,8,156,150,50,20,9,0,0,0,28,257,109,69,67,29,13,0,3,19,309,73,55,124,65,13,6,3,26,365,43,48,123,62,12,0,0,20,308,40,34,126,55,15,0,3,21,294,27,35,103,67,17,4,3,13,269,36,21,90,59,13,4,3,14,240,14,20,63,41,13,4,3,15,173,11,11,29,24,7,4,3,11,100,7,5,15,35,9,7,3,6,87,0,3,9,22,11,12,3,8,68,4,0,6,12,13,7,3,10,55,3,3,13,20,10,3,3,6,61,809,364,801,503,146,51,33,225,2932
POA6286,16,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,8,3,3,3,3,0,0,0,3,15,0,3,0,3,0,0,0,3,9,3,4,3,0,0,0,0,3,13,6,7,4,3,0,0,0,3,23,3,3,4,4,3,0,0,3,20,6,0,5,6,4,0,0,4,25,3,3,20,7,5,0,0,3,41,0,0,12,9,3,0,0,0,24,0,4,8,0,0,0,0,0,12,3,0,5,5,0,0,0,0,13,3,0,0,3,3,0,0,0,9,0,0,0,0,3,3,0,0,6,0,0,3,0,0,0,0,0,3,54,27,67,43,21,3,0,22,237
POA6288,15,0,0,0,0,0,0,0,15,3,0,3,0,0,0,0,0,6,5,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,8,3,5,8,0,0,0,0,0,16,3,0,8,3,0,3,0,0,17,3,0,4,0,5,0,0,3,15,3,0,10,8,0,0,0,3,24,3,0,8,7,3,0,0,3,24,3,4,4,5,3,0,0,0,19,0,0,4,5,0,0,0,3,12,0,0,4,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,44,9,58,32,18,3,0,12,176
POA6290,32,0,0,0,0,0,0,4,36,14,3,0,0,0,0,0,3,20,14,8,3,0,0,0,0,0,25,3,6,7,0,5,0,0,0,21,3,3,6,8,0,0,4,3,27,14,7,15,10,0,0,0,0,46,3,9,27,10,5,0,0,0,54,12,8,20,20,5,4,0,6,75,13,3,18,19,5,4,0,5,67,3,4,35,30,15,0,0,3,90,3,0,32,22,12,0,0,6,75,8,3,14,15,12,7,0,0,59,6,0,9,15,10,10,0,7,57,3,3,5,9,8,3,4,3,38,5,4,11,14,7,4,0,8,53,136,61,202,172,84,32,8,48,743
POA6302,61,3,3,0,0,0,0,10,77,34,15,3,0,0,0,0,3,55,17,14,14,3,3,3,3,3,60,14,23,23,6,4,0,0,3,73,21,9,37,23,10,0,0,3,103,19,21,42,20,3,3,3,7,118,22,14,36,33,18,4,0,4,131,21,12,52,29,12,7,4,6,143,19,13,51,44,14,9,0,8,158,22,13,44,45,18,3,3,8,156,9,3,36,32,19,0,0,3,102,4,5,18,32,17,3,5,5,89,4,0,10,18,18,3,3,4,60,3,0,7,7,9,9,6,3,44,0,3,9,8,0,5,0,8,33,270,148,385,300,145,49,27,78,1402
POA6304,22,0,0,0,0,0,0,4,26,12,4,5,0,0,0,0,0,21,12,0,7,3,0,0,0,3,25,10,8,4,5,0,0,0,0,27,4,4,13,11,4,0,0,0,36,7,3,17,12,3,0,3,7,52,4,8,12,9,6,4,0,0,43,8,9,20,16,5,0,0,3,61,6,0,27,26,5,0,0,0,64,9,7,25,23,15,8,0,3,90,0,5,17,21,12,0,3,3,61,6,0,5,9,19,5,3,7,54,4,0,0,4,7,3,3,6,27,0,0,7,3,4,3,3,0,20,0,0,6,9,4,0,0,0,19,104,48,165,151,84,23,15,36,626
POA6306,10,3,0,0,0,0,0,3,16,7,4,0,0,3,0,0,5,19,9,3,0,3,0,0,0,3,18,4,3,12,3,3,0,3,3,31,4,3,9,6,0,0,0,0,22,4,0,12,9,6,4,3,0,38,4,0,9,8,5,0,0,0,26,3,0,11,6,3,3,0,0,26,0,0,6,9,6,0,3,3,27,4,4,9,9,6,0,0,0,32,3,3,10,3,3,0,3,3,28,0,0,7,11,3,7,0,0,28,3,0,0,3,7,5,0,0,18,0,3,5,0,0,4,0,0,12,3,0,0,5,3,3,3,4,21,58,26,90,75,48,26,15,24,362
POA6308,22,0,0,0,0,0,0,3,25,18,4,4,3,0,0,0,3,32,16,9,5,0,0,0,0,3,33,0,5,17,6,4,0,0,0,32,6,8,18,11,3,0,0,3,49,8,6,22,15,8,0,3,0,62,5,3,12,20,6,0,4,3,53,4,4,21,12,11,0,0,5,57,0,3,20,21,7,4,3,0,58,0,4,16,19,8,5,0,0,52,3,0,15,20,6,0,0,3,47,3,3,10,14,7,3,3,3,46,3,0,3,5,4,4,3,3,25,3,0,3,3,3,0,3,3,18,0,0,5,3,3,3,5,3,22,91,49,171,152,70,19,24,35,611
POA6309,3,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,10,0,0,3,3,0,0,0,0,6,0,3,3,3,0,0,0,0,9,3,3,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,6,0,0,3,3,0,0,0,3,9,3,0,0,4,6,0,0,0,13,0,0,5,3,0,3,0,0,11,0,0,3,3,0,0,0,0,6,0,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,6,0,0,3,3,0,0,0,0,6,19,6,26,31,9,9,0,9,109
POA6311,17,0,0,0,0,0,0,5,22,3,3,0,0,0,0,0,0,6,4,0,5,4,0,0,0,0,13,0,0,8,0,0,0,0,0,8,0,0,8,4,3,0,0,0,15,4,3,6,6,3,4,3,0,29,3,0,14,9,3,3,0,0,32,0,5,9,7,0,0,0,0,21,0,3,7,11,0,4,3,0,28,3,0,9,6,3,0,0,0,21,4,0,6,0,0,0,0,0,10,3,0,3,5,3,3,0,0,17,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,41,14,75,52,24,14,6,5,231
POA6312,179,4,0,3,0,0,3,10,199,94,24,15,4,3,0,0,5,145,51,29,31,8,4,0,0,5,128,31,28,40,23,9,10,0,6,147,18,13,43,46,14,7,3,5,149,24,14,56,39,14,5,0,13,165,18,10,51,43,11,8,0,0,141,16,13,71,49,25,4,8,9,195,12,4,36,43,15,8,4,10,132,9,5,52,37,14,0,9,5,131,11,7,26,31,11,7,5,4,102,6,3,23,19,25,4,0,3,83,0,0,15,22,16,13,8,6,80,3,0,9,17,11,9,9,10,68,9,5,21,13,10,11,4,3,76,481,159,489,397,182,86,53,94,1941
POA6313,10,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,10,0,3,4,0,3,0,0,0,10,3,0,3,3,0,0,0,3,12,3,3,9,4,0,0,0,3,22,0,0,5,3,0,3,0,3,14,3,0,6,6,3,0,0,3,21,0,0,5,4,0,0,0,0,9,0,0,3,8,3,0,0,0,14,0,0,3,3,0,3,0,0,9,0,0,0,3,0,3,3,0,9,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,42,34,9,9,3,12,146
POA6315,41,0,0,0,0,0,0,3,44,18,11,0,0,0,0,0,0,29,15,13,13,6,3,0,0,4,54,12,4,16,14,3,0,0,4,53,4,9,22,10,3,0,0,0,48,7,5,16,12,3,4,0,0,47,4,3,15,10,8,0,4,8,52,4,7,23,24,16,0,0,0,74,7,3,28,30,10,3,3,0,84,4,6,21,20,14,4,0,0,69,3,0,12,14,8,3,5,0,45,3,3,13,9,7,5,0,7,47,0,3,3,4,3,0,0,4,17,0,0,3,10,10,3,3,0,29,0,3,4,12,11,6,0,0,36,122,70,189,175,99,28,15,30,728
POA6316,6,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,0,15,0,3,5,5,0,0,3,0,16,0,0,8,0,0,0,0,0,8,5,3,5,7,0,0,0,0,20,0,3,9,3,3,0,0,0,18,0,0,7,8,0,0,0,0,15,4,0,6,3,3,0,0,0,16,0,0,0,3,3,0,3,0,9,4,0,0,0,3,0,0,0,7,0,0,0,5,0,0,3,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,44,34,15,0,9,3,144
POA6317,85,10,0,0,0,0,0,16,111,76,20,11,3,3,3,3,9,128,56,19,24,15,9,0,0,9,132,25,21,29,23,14,7,3,3,125,9,22,46,37,13,7,8,5,147,19,9,48,44,15,5,3,3,146,14,11,45,39,19,9,6,10,153,10,9,51,24,22,3,3,7,129,11,12,48,29,16,3,7,3,129,7,8,37,32,9,4,3,5,105,8,4,19,27,12,0,4,5,79,4,0,25,18,12,7,7,6,79,4,0,8,17,10,11,6,6,62,4,0,8,10,6,6,9,0,43,4,0,6,13,3,3,4,9,42,336,145,405,331,163,68,66,96,1610
POA6318,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,7,0,3,0,0,0,0,3,0,6,3,0,0,6,0,0,0,0,9,0,0,8,3,0,0,0,0,11,0,0,5,0,0,5,0,0,10,0,0,0,6,0,0,0,0,6,0,0,4,4,3,0,0,0,11,0,0,0,3,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,21,25,11,5,3,0,87
POA6320,20,3,0,0,0,0,0,0,23,9,3,3,3,0,0,0,0,18,11,3,4,4,0,0,0,3,25,4,3,8,9,3,0,3,0,30,3,3,11,3,3,0,3,3,29,3,3,10,7,4,0,3,3,33,4,3,15,12,5,0,0,0,39,3,3,4,14,5,0,0,3,32,3,0,9,9,3,0,3,0,27,0,3,10,3,3,0,3,0,22,4,0,0,0,5,0,0,0,9,0,0,0,7,3,0,0,3,13,0,0,4,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,11,64,27,82,71,37,8,15,18,322
POA6321,6,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,3,0,3,3,0,0,0,0,9,0,0,3,3,3,0,0,0,9,3,3,0,0,7,0,0,0,13,0,0,7,4,0,0,0,0,11,0,0,4,0,0,0,0,0,4,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,0,0,6,0,0,0,0,6,5,0,0,3,0,0,0,0,8,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,7,29,29,10,0,0,0,95
POA6322,8,0,0,0,0,0,0,3,11,5,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,7,6,0,0,5,0,0,0,0,11,0,3,0,3,0,0,0,0,6,3,3,3,7,3,0,0,3,22,0,3,0,5,0,3,0,3,14,0,4,7,4,0,0,0,3,18,0,0,10,5,3,0,0,3,21,5,0,4,6,3,0,0,0,18,0,0,5,7,3,0,0,0,15,0,0,3,3,3,3,0,3,15,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,31,13,32,48,21,9,0,18,172
POA6323,20,0,0,0,0,0,0,3,23,3,0,0,3,0,0,0,0,6,4,6,8,0,0,0,0,0,18,7,3,7,3,3,0,3,0,26,5,4,11,7,4,0,0,0,31,5,6,14,8,3,0,3,3,42,3,5,9,7,3,3,3,4,37,3,5,13,12,3,0,3,3,42,9,3,17,11,9,3,0,3,55,3,3,10,4,5,0,0,0,25,3,4,17,12,3,3,0,4,46,0,0,5,7,5,0,3,0,20,0,0,3,0,0,3,0,0,6,0,0,3,0,3,3,0,3,12,0,0,0,0,3,0,0,0,3,65,39,117,74,44,15,15,23,392
POA6324,79,3,0,0,0,0,0,5,87,35,12,11,3,0,0,0,0,61,25,15,22,3,3,0,0,3,71,14,12,25,15,10,0,0,5,81,15,11,28,20,12,0,0,3,89,11,17,31,26,9,7,5,3,109,14,15,37,25,12,8,0,0,111,16,8,40,36,17,4,0,7,128,11,11,43,22,15,4,0,8,114,16,5,33,34,11,5,6,6,116,4,8,24,13,12,6,0,3,70,3,3,13,17,10,3,4,7,60,7,0,6,12,6,6,5,0,42,3,0,13,9,10,0,5,7,47,3,3,12,12,5,5,4,0,44,256,123,338,247,132,48,29,57,1230
POA6326,17,0,0,0,0,0,0,0,17,5,0,0,4,0,0,0,0,9,7,0,0,0,0,0,0,0,7,4,0,3,3,0,0,0,5,15,0,0,7,0,0,3,0,0,10,0,0,11,0,0,0,0,0,11,0,3,3,7,6,3,0,0,22,4,5,13,0,4,0,0,0,26,0,0,11,7,3,3,0,0,24,0,5,11,3,0,0,0,0,19,3,0,5,3,3,0,0,3,17,0,0,8,0,0,0,0,0,8,0,0,0,0,0,3,4,0,7,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,0,4,40,13,72,31,21,12,4,8,201
POA6327,10,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,6,0,0,0,7,0,0,0,0,7,3,3,3,3,3,3,0,0,18,0,0,6,7,0,0,0,0,13,4,0,0,3,0,0,0,0,7,0,0,4,3,3,0,0,0,10,0,0,5,4,0,0,0,0,9,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,3,26,3,29,27,10,6,5,0,106
POA6328,12,0,0,0,0,0,0,0,12,8,3,0,0,0,0,0,0,11,4,3,4,0,0,0,0,3,14,3,0,4,0,3,0,0,0,10,0,0,5,0,3,0,0,3,11,3,3,0,5,3,0,0,0,14,0,3,6,5,3,0,0,3,20,3,3,10,11,0,0,0,0,27,0,0,5,3,3,0,0,3,14,0,0,4,3,3,0,0,0,10,0,0,0,9,0,0,0,0,9,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,38,40,21,0,0,12,159
POA6330,1003,26,3,3,3,0,0,69,1107,576,105,61,16,3,3,0,34,798,352,176,165,59,21,0,4,32,809,216,176,262,125,50,18,6,31,884,152,137,397,196,72,28,18,35,1035,153,121,449,265,105,34,19,49,1195,168,131,421,267,90,32,20,38,1167,167,117,465,278,120,42,28,34,1251,146,117,405,276,95,34,24,35,1132,108,83,378,291,108,32,15,44,1059,76,56,285,225,107,31,28,34,842,48,28,182,209,137,52,42,28,726,36,20,118,145,127,54,33,47,580,30,34,88,128,99,39,41,32,491,31,38,103,96,83,42,43,48,484,3262,1365,3782,2579,1220,441,321,590,13560
