POA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
POA6162,0,0,0,3,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,10,4,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,11,7,3,3,3,0,22,0,0,0,7,0,3,0,0,0,11,0,3,8,52,30,40,27,16,3,186,17,23,33,118,64,72,36,22,15,400,286,600,533,1475,807,759,477,280,94,5309,0,0,0,0,0,0,0,0,0,0,286,509,465,907,527,431,239,94,51,3516,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,17,0,0,0,4,0,0,0,0,0,4,0,0,0,24,8,3,0,0,0,37,0,0,0,0,3,3,0,0,0,11
POA6163,0,0,3,11,5,13,16,10,0,61,0,4,3,26,5,9,14,4,0,60,0,0,4,21,0,0,0,0,0,33,3,9,12,12,0,3,0,0,0,29,0,0,0,0,3,3,3,5,0,11,0,0,0,8,4,0,3,0,0,18,0,4,11,42,18,19,11,5,0,119,0,0,0,8,14,3,3,0,0,34,0,0,0,23,9,5,11,0,3,53,0,6,12,34,15,21,0,0,0,98,20,39,84,345,178,160,148,73,18,1071,93,139,163,569,276,232,170,134,63,1839,1368,2583,2974,7225,3379,3059,2196,1329,418,24520,0,0,6,6,0,0,0,0,0,16,1257,2018,2229,3892,1946,1720,1131,680,370,15248,3,4,0,16,3,0,4,0,0,28,0,0,3,33,21,27,3,0,3,91,0,0,0,7,0,0,0,0,0,7,0,6,7,43,12,9,3,0,0,82,0,0,0,7,5,8,0,8,0,29
POA6164,0,0,0,21,4,12,3,0,0,42,0,10,5,39,22,15,10,0,0,100,0,0,5,52,0,0,0,0,0,58,8,3,13,14,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,13,0,12,5,41,17,8,3,3,0,98,0,5,3,10,10,7,0,0,0,39,0,3,5,20,14,8,11,3,0,59,0,8,16,67,24,17,0,0,0,135,16,84,81,404,203,137,85,29,5,1045,102,174,206,616,241,154,82,44,19,1643,2502,4303,3844,9799,3699,2368,1287,513,129,28431,0,0,0,0,0,0,0,0,0,3,2198,3157,2501,5273,1776,1163,565,264,132,17028,0,3,3,25,4,0,0,0,0,37,0,0,8,30,16,16,3,3,0,71,0,0,0,3,0,0,0,0,0,9,0,5,9,32,17,3,0,0,0,63,0,0,0,10,6,6,4,3,0,38
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,11,5,10,10,7,3,0,41,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,0,0,7,3,0,3,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,18,0,0,0,3,4,0,0,0,0,7,0,0,0,3,5,4,0,0,0,15,0,0,0,3,0,3,3,0,0,8,0,4,7,36,27,40,30,8,0,149,13,12,27,68,52,51,37,19,5,282,276,548,603,1131,745,618,467,246,61,4708,0,0,0,0,0,0,0,0,0,0,264,464,489,757,449,340,174,98,19,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3
POA6167,0,0,0,3,3,4,4,0,0,13,0,6,3,24,5,0,3,0,0,41,0,0,0,11,0,0,0,0,0,18,0,6,8,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,9,9,9,6,0,0,45,0,0,9,15,9,3,0,0,0,35,0,0,3,0,6,5,4,4,0,31,0,12,3,29,7,7,0,0,0,61,8,14,38,159,48,35,40,16,3,363,64,124,129,336,152,128,91,67,16,1112,1071,1855,1784,4623,1736,1219,840,461,114,13704,0,0,0,3,0,0,0,0,0,3,918,1325,1105,2310,729,585,351,158,62,7535,0,0,0,16,0,0,0,0,0,22,0,0,3,4,3,0,3,0,0,12,0,0,0,5,0,0,0,0,0,8,0,0,6,11,7,4,0,0,0,27,0,0,0,8,4,3,3,0,0,23
POA6168,0,0,0,5,3,3,3,0,0,21,0,0,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,9,5,12,3,8,7,4,0,40,0,0,3,12,3,3,0,0,0,32,0,0,3,13,7,22,9,10,4,67,0,0,0,4,4,6,4,3,0,19,3,10,15,56,36,41,44,31,7,235,34,67,241,370,161,167,134,92,42,1308,620,1226,1636,2927,1606,1612,1299,792,269,11984,0,0,0,3,0,0,0,0,0,3,507,914,1055,1613,778,834,604,344,190,6850,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,3,0,24,0,0,0,4,0,0,0,0,0,7,0,0,0,12,3,4,3,3,0,26,0,0,0,0,0,0,3,0,0,6
POA6169,0,0,0,6,0,3,3,0,0,11,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,3,5,8,7,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,11,7,7,3,3,0,41,0,0,5,13,4,0,0,0,0,21,0,3,5,16,11,13,10,11,0,72,0,3,7,18,12,3,3,3,0,47,3,23,38,81,67,49,40,32,3,329,63,115,157,367,198,144,129,73,24,1265,1136,2342,2315,4287,2463,2127,1517,817,263,17268,0,0,0,0,0,0,0,0,0,0,1033,1737,1537,2681,1287,1123,742,418,216,10772,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,0,0,0,23,0,0,0,4,0,0,0,0,0,3,0,0,3,18,8,3,3,0,0,34,0,0,0,6,0,3,0,0,0,9
POA6170,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,7,3,0,0,0,22,0,0,4,0,0,0,0,0,0,11,0,0,0,7,3,0,0,0,0,12,0,4,15,25,11,7,0,0,0,63,7,16,28,123,34,11,14,7,0,238,47,54,50,189,53,29,25,0,0,440,684,889,881,2354,681,423,235,73,6,6224,0,0,0,0,0,0,0,0,0,0,554,589,530,1030,303,185,89,25,3,3304,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3
POA6171,0,0,0,0,0,3,0,0,0,4,0,3,0,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,9,22,7,4,0,0,0,56,0,0,3,3,0,0,0,0,0,8,0,12,9,21,19,9,3,0,0,68,0,13,16,46,28,18,3,0,0,134,4,30,37,131,50,41,13,5,0,315,124,177,182,503,165,107,70,29,3,1358,1666,2681,1953,5311,1814,1041,697,292,50,15495,0,0,0,0,0,0,0,0,0,0,1412,1887,1395,3225,755,511,341,119,23,9670,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,17,7,4,0,0,0,40,0,0,0,3,3,0,0,0,0,6
POA6172,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,4,0,0,0,22,0,3,3,13,10,9,0,0,0,33,0,5,12,25,24,20,7,3,0,98,28,60,83,157,102,43,24,18,7,514,473,1214,1042,1733,1056,612,362,197,70,6757,0,0,0,0,0,0,0,0,0,0,444,924,722,1219,507,275,163,99,56,4408,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA6173,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,7,3,15,14,4,4,0,0,49,0,0,3,13,9,3,0,0,0,30,0,18,11,30,18,9,3,0,0,90,20,48,57,138,77,24,12,0,0,373,520,1206,945,1746,1021,365,204,70,14,6092,0,0,0,0,0,0,0,0,0,0,403,847,514,1026,402,177,85,20,10,3493,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
POA6174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,4,9,3,4,0,0,0,19,6,14,20,51,19,15,5,11,0,141,146,352,290,588,241,148,72,41,9,1880,0,0,0,0,0,0,0,0,0,0,157,272,190,395,132,59,42,25,4,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,3,0,0,0,11,6,14,11,43,13,12,8,6,0,116,165,336,263,546,279,133,105,40,6,1876,0,0,0,0,0,0,0,0,0,0,156,253,199,371,139,94,54,16,6,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12,3,6,13,26,6,5,9,0,0,68,52,81,117,219,82,63,47,16,3,680,0,0,0,0,0,0,0,0,0,0,59,72,94,124,40,31,15,9,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,0,0,9,0,0,8,3,8,0,0,0,0,25,0,6,6,16,9,4,7,0,0,48,9,24,12,67,23,6,15,7,0,169,261,478,343,809,289,188,204,89,10,2671,0,0,0,0,0,0,0,0,0,0,218,335,220,510,131,145,117,36,3,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,8,42,45,50,52,34,13,4,0,250,0,0,0,0,0,0,0,0,0,0,9,41,17,42,31,19,3,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,12,9,9,8,0,0,48,31,77,59,132,78,81,57,15,6,545,0,0,0,0,0,0,0,0,0,0,25,64,53,95,52,46,36,4,3,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,7,0,10,0,0,0,0,0,3,0,0,0,10,0,3,3,6,5,3,9,3,0,43,26,57,37,110,74,91,84,60,14,552,387,766,610,1230,738,736,793,468,107,5830,0,0,0,0,0,0,0,0,0,0,302,722,541,1004,471,542,456,239,75,4349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
POA6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,0,3,0,18,0,9,5,14,12,13,20,8,4,85,41,110,124,163,147,165,168,70,23,1011,0,0,0,0,0,0,0,0,0,0,34,102,93,127,99,95,86,40,14,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6210,0,0,0,0,0,0,5,3,0,14,0,11,0,36,8,0,3,0,0,64,0,0,0,12,0,0,0,0,0,11,5,20,15,11,3,4,0,0,0,59,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,16,11,26,15,18,15,9,0,121,0,0,0,10,0,3,0,0,0,15,0,16,9,33,23,27,29,26,4,176,0,7,12,29,22,16,10,6,0,105,7,48,46,128,79,53,72,34,15,474,106,183,236,586,335,325,338,234,120,2466,1886,4070,3996,7108,4240,4069,4144,2577,844,32932,0,0,0,0,0,0,0,0,0,0,1689,3045,2878,4810,2620,2930,2616,1717,723,23035,0,3,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,16,4,4,4,20,7,13,12,0,0,66,0,0,0,6,3,3,0,3,0,20
POA6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,14,0,0,0,0,0,0,3,0,0,7,0,3,3,10,6,7,5,0,0,42,3,26,15,56,46,51,45,24,0,263,216,525,324,737,508,497,533,224,29,3585,0,0,0,0,0,0,0,0,0,0,189,396,250,560,252,310,301,82,12,2343,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,8,11,11,8,6,4,0,59,15,55,44,60,69,59,53,24,4,378,0,0,0,0,0,0,0,0,0,0,9,42,15,63,50,40,22,16,7,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,6,5,3,0,3,35,22,43,37,67,60,48,37,14,6,332,0,0,0,0,0,0,0,0,0,0,14,38,38,53,42,20,20,4,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,3,3,4,0,11,16,25,25,54,28,40,32,34,8,264,106,289,224,410,318,317,235,139,38,2071,0,0,0,0,0,0,0,0,0,0,106,230,177,318,201,187,146,75,20,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,12,14,24,9,43,31,39,28,10,0,198,0,0,0,0,0,0,0,0,0,0,18,26,18,37,15,20,6,4,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6220,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,22,10,28,13,61,40,41,35,18,3,253,118,298,253,576,337,310,270,162,40,2368,0,0,0,0,0,0,0,0,0,0,89,235,175,328,226,211,156,100,38,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
