POA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6158,..,0,61,255,345,319,200,112,22,1312,..,9,69,52,72,57,19,5,3,282,..,0,0,4,18,4,5,3,0,43,614,..,..,..,..,..,..,..,..,614,..,233,..,..,..,..,..,..,..,233,..,73,53,20,17,5,0,0,0,172,..,15,11,0,3,4,3,0,0,32,..,10,4,3,4,0,0,0,0,28,..,30,43,11,8,9,9,0,0,119,..,5,33,51,58,74,35,25,15,290,6,6,11,9,21,5,4,3,0,60,617,387,287,410,552,475,275,153,38,3183,..,0,110,307,381,301,186,79,10,1376,..,27,80,52,75,50,16,3,0,303,..,3,7,40,71,39,6,7,4,183,650,..,..,..,..,..,..,..,..,650,..,240,..,..,..,..,..,..,..,240,..,74,47,8,8,3,0,0,0,140,..,15,11,0,0,3,3,9,7,49,..,12,15,0,3,0,0,0,0,33
POA6159,..,0,38,90,106,107,116,59,10,527,..,8,72,32,22,23,25,3,0,190,..,0,0,4,8,4,3,0,0,23,176,..,..,..,..,..,..,..,..,176,..,66,..,..,..,..,..,..,..,66,..,29,15,11,11,0,0,0,0,62,..,6,0,0,0,0,0,0,0,12,..,9,12,0,0,0,0,0,0,17,..,8,35,7,3,0,3,0,0,54,..,9,24,18,41,47,40,16,4,187,6,3,4,4,8,3,4,3,0,36,187,129,202,167,197,188,192,82,12,1361,..,0,61,93,108,131,113,42,3,546,..,9,88,28,29,25,11,0,0,190,..,0,9,14,36,19,10,0,0,82,178,..,..,..,..,..,..,..,..,178,..,65,..,..,..,..,..,..,..,65,..,28,16,3,0,0,0,0,0,52,..,3,0,0,0,3,0,0,0,6,..,8,4,0,0,0,0,0,0,16
POA6160,..,0,100,197,192,186,183,93,30,981,..,27,191,97,85,63,24,3,0,482,..,0,0,6,19,14,3,3,0,52,393,..,..,..,..,..,..,..,..,393,..,122,..,..,..,..,..,..,..,122,..,59,40,19,10,8,0,0,0,139,..,12,17,6,4,6,5,3,0,59,..,11,18,8,8,5,3,0,0,55,..,58,119,38,17,19,17,3,3,270,..,16,88,80,125,116,93,40,23,571,3,11,28,17,12,8,4,3,0,101,399,314,601,465,476,424,332,154,60,3227,..,3,131,226,200,210,149,70,12,1010,..,34,221,93,89,53,21,3,0,522,..,3,26,54,63,48,9,19,6,232,403,..,..,..,..,..,..,..,..,403,..,126,..,..,..,..,..,..,..,126,..,56,34,3,7,6,0,0,0,111,..,22,22,0,3,8,9,6,13,81,..,9,22,3,0,0,4,0,3,38
POA6161,..,0,0,7,5,6,0,0,0,14,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,9,..,0,4,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,3,14,11,7,4,0,0,0,40,..,0,4,3,3,3,0,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6162,..,5,136,339,383,325,239,187,40,1654,..,18,156,127,129,81,41,5,0,552,..,0,3,5,22,35,7,3,0,82,821,..,..,..,..,..,..,..,..,821,..,211,..,..,..,..,..,..,..,211,..,141,80,41,36,16,0,0,0,315,..,25,16,7,5,14,4,5,0,81,..,20,34,12,4,0,0,0,0,70,..,44,120,35,33,28,18,6,0,281,..,12,52,68,90,169,110,54,21,574,18,20,32,21,12,10,10,0,3,118,836,490,634,650,716,676,424,258,77,4760,..,6,202,398,402,319,250,121,18,1709,..,28,196,147,138,80,28,0,0,621,..,10,34,75,109,80,21,37,13,385,845,..,..,..,..,..,..,..,..,845,..,241,..,..,..,..,..,..,..,241,..,103,48,17,16,21,0,0,0,197,..,24,6,5,10,13,7,17,11,98,..,19,40,3,0,3,4,0,0,68
POA6163,..,27,837,1598,1706,1747,1423,858,160,8346,..,159,694,480,326,200,68,15,3,1947,..,4,16,81,126,96,36,21,10,398,3677,..,..,..,..,..,..,..,..,3677,..,1112,..,..,..,..,..,..,..,1112,..,849,590,270,163,76,12,0,0,1960,..,176,144,65,40,44,29,20,8,522,..,87,156,72,43,23,3,4,0,375,..,240,430,191,132,114,69,19,7,1199,..,72,317,320,413,436,350,221,112,2238,55,75,97,69,57,42,22,22,4,448,3733,2795,3282,3146,3020,2775,2008,1176,304,22234,..,63,1215,1722,1829,1799,1320,563,80,8600,..,263,771,460,338,181,46,17,0,2064,..,66,213,427,569,312,149,119,75,1923,3663,..,..,..,..,..,..,..,..,3663,..,1172,..,..,..,..,..,..,..,1172,..,616,366,82,71,43,7,0,0,1183,..,150,94,40,37,74,88,65,40,599,..,87,106,26,26,6,3,0,4,254
POA6164,..,43,1791,3148,2389,1577,899,347,53,10249,..,213,939,503,304,155,50,10,4,2178,..,7,31,82,127,80,30,11,3,371,6479,..,..,..,..,..,..,..,..,6479,..,1443,..,..,..,..,..,..,..,1443,..,1146,526,127,65,13,0,0,0,1880,..,200,155,47,47,40,25,10,3,539,..,109,159,70,36,18,8,0,0,400,..,187,312,117,79,39,25,4,3,761,..,78,357,294,289,214,121,54,29,1433,55,91,131,58,29,23,10,10,0,414,6541,3525,4400,4438,3365,2162,1170,448,95,26143,..,98,2580,3298,2379,1487,693,201,40,10788,..,357,1018,494,307,122,32,9,4,2338,..,59,271,511,519,229,74,31,19,1710,6117,..,..,..,..,..,..,..,..,6117,..,1524,..,..,..,..,..,..,..,1524,..,816,328,76,29,16,0,0,0,1275,..,146,103,30,54,107,81,66,34,615,..,121,87,23,16,5,0,0,0,262
POA6165,..,0,0,0,4,4,3,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,3,9,3,7,3,0,42,..,0,0,0,8,8,3,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6166,..,4,146,361,472,416,326,167,25,1917,..,17,94,77,61,34,21,6,3,306,..,0,0,8,18,14,5,5,5,58,792,..,..,..,..,..,..,..,..,792,..,259,..,..,..,..,..,..,..,259,..,226,105,41,33,3,0,0,0,411,..,27,23,3,6,7,9,3,5,82,..,9,11,14,8,5,0,4,0,60,..,5,33,23,18,7,5,4,0,105,..,14,29,39,50,60,57,39,18,299,7,14,20,14,11,3,8,7,3,75,800,582,459,581,678,551,431,227,62,4364,..,6,246,404,538,414,282,103,8,2000,..,24,113,78,60,30,9,5,0,325,..,8,32,58,70,40,9,16,8,241,798,..,..,..,..,..,..,..,..,798,..,298,..,..,..,..,..,..,..,298,..,164,80,20,10,8,0,0,0,278,..,26,9,4,3,12,16,11,10,88,..,5,8,9,0,3,0,0,0,28
POA6167,..,23,712,945,721,614,462,250,48,3774,..,148,423,255,173,84,35,4,0,1122,..,5,22,68,87,37,20,10,5,247,2713,..,..,..,..,..,..,..,..,2713,..,449,..,..,..,..,..,..,..,449,..,525,200,101,72,16,7,0,0,929,..,107,60,40,33,31,22,13,0,304,..,52,63,29,27,10,4,0,0,193,..,58,94,59,63,46,19,11,0,354,..,47,188,181,238,201,131,97,23,1109,58,55,66,45,26,16,13,7,4,286,2771,1467,1828,1734,1441,1064,710,389,81,11479,..,60,998,993,691,588,415,175,24,3950,..,238,441,245,156,69,24,3,0,1186,..,85,232,287,238,118,53,41,25,1078,2537,..,..,..,..,..,..,..,..,2537,..,507,..,..,..,..,..,..,..,507,..,324,126,25,18,14,3,0,0,510,..,84,49,16,34,58,40,22,13,314,..,41,32,10,12,6,3,0,0,109
POA6168,..,19,302,468,671,823,744,458,110,3598,..,130,269,175,162,94,40,16,4,893,..,9,28,52,77,44,14,13,10,241,1737,..,..,..,..,..,..,..,..,1737,..,376,..,..,..,..,..,..,..,376,..,423,224,113,63,33,3,0,0,851,..,70,43,21,34,28,21,12,3,230,..,40,38,22,17,11,4,0,0,132,..,80,86,51,49,45,34,7,4,350,..,44,148,167,230,285,256,167,80,1382,26,46,57,32,28,31,17,9,3,259,1761,1229,1197,1104,1339,1400,1128,682,217,10056,..,48,434,576,778,857,691,356,63,3793,..,181,287,198,159,86,34,6,3,962,..,64,189,260,227,134,53,43,27,996,1590,..,..,..,..,..,..,..,..,1590,..,398,..,..,..,..,..,..,..,398,..,301,93,35,25,19,3,0,0,474,..,73,21,13,36,36,40,32,17,264,..,43,25,11,7,6,3,3,0,97
POA6169,..,29,573,976,1255,1256,979,521,131,5728,..,152,454,290,268,139,57,19,3,1389,..,8,26,68,97,72,25,13,16,318,3246,..,..,..,..,..,..,..,..,3246,..,752,..,..,..,..,..,..,..,752,..,832,336,127,66,28,0,0,0,1388,..,90,56,19,30,35,15,12,13,266,..,68,57,28,30,6,3,0,0,185,..,87,95,45,73,47,22,17,0,391,..,71,195,224,288,272,202,146,72,1461,59,70,67,53,49,22,30,15,4,367,3304,2151,1855,1833,2158,1888,1339,732,233,15492,..,59,816,1188,1427,1236,883,381,64,6060,..,269,503,316,250,147,48,7,5,1533,..,61,286,370,356,124,66,40,36,1339,3078,..,..,..,..,..,..,..,..,3078,..,735,..,..,..,..,..,..,..,735,..,502,156,44,26,27,3,0,0,758,..,80,33,9,31,67,53,43,38,361,..,56,29,9,7,5,3,0,0,113
POA6170,..,17,567,590,405,268,146,53,5,2051,..,95,280,96,63,28,13,3,0,575,..,0,10,21,26,12,3,0,0,71,1467,..,..,..,..,..,..,..,..,1467,..,267,..,..,..,..,..,..,..,267,..,235,80,30,11,3,0,0,0,353,..,60,62,16,10,16,9,3,0,170,..,48,45,24,5,0,3,0,0,123,..,42,61,28,23,10,3,3,0,159,..,37,82,55,54,51,28,9,0,310,20,28,36,13,5,3,8,0,0,111,1485,824,1215,856,607,387,209,67,6,5657,..,57,740,561,416,231,118,22,3,2146,..,146,275,93,53,21,15,3,0,604,..,33,126,130,114,44,10,8,0,466,1366,..,..,..,..,..,..,..,..,1366,..,293,..,..,..,..,..,..,..,293,..,176,47,11,3,3,0,0,0,245,..,41,36,4,22,43,28,14,3,187,..,30,22,6,7,0,0,0,0,62
POA6171,..,46,1123,1376,1114,633,451,207,27,4972,..,233,734,289,174,80,33,6,3,1555,..,0,24,48,36,20,6,0,0,140,3997,..,..,..,..,..,..,..,..,3997,..,607,..,..,..,..,..,..,..,607,..,513,158,39,17,4,0,0,0,728,..,85,54,15,7,22,19,3,5,211,..,58,55,17,18,8,0,0,0,159,..,89,103,44,28,22,8,3,0,299,..,68,179,133,109,89,69,38,5,691,67,50,58,30,23,15,17,5,0,261,4061,1750,2486,1985,1535,889,604,262,44,13607,..,108,1543,1530,1063,618,428,136,13,5426,..,395,794,284,174,72,36,3,0,1751,..,59,265,249,210,64,21,13,4,886,3912,..,..,..,..,..,..,..,..,3912,..,707,..,..,..,..,..,..,..,707,..,402,96,11,13,11,0,0,0,524,..,83,41,5,22,49,33,17,10,269,..,48,22,16,8,5,0,0,0,105
POA6172,..,14,208,490,608,392,246,109,18,2081,..,53,191,112,117,43,13,4,0,534,..,3,9,23,33,22,9,6,0,103,1574,..,..,..,..,..,..,..,..,1574,..,386,..,..,..,..,..,..,..,386,..,370,137,27,8,6,0,0,0,548,..,50,34,6,7,9,6,3,0,118,..,23,29,9,10,6,0,0,0,77,..,16,22,12,22,12,6,0,0,94,..,16,54,63,72,32,28,29,15,299,34,28,19,13,17,9,3,3,3,130,1609,958,700,755,897,527,317,160,34,5949,..,26,342,615,642,388,202,77,5,2298,..,97,212,124,108,49,6,0,0,601,..,40,126,171,153,47,14,4,3,567,1569,..,..,..,..,..,..,..,..,1569,..,377,..,..,..,..,..,..,..,377,..,274,70,17,7,8,0,0,0,381,..,37,13,5,19,22,17,13,14,138,..,20,20,8,0,0,0,0,0,47
POA6173,..,11,245,659,688,251,149,52,9,2067,..,40,133,125,78,26,9,4,0,418,..,0,9,18,25,9,0,3,0,66,1639,..,..,..,..,..,..,..,..,1639,..,396,..,..,..,..,..,..,..,396,..,327,71,20,7,4,0,0,0,424,..,37,17,9,5,6,8,0,0,89,..,21,12,3,3,4,4,0,0,42,..,27,20,4,0,12,3,0,0,64,..,20,49,41,37,10,7,8,3,186,20,18,28,8,15,6,0,0,0,85,1662,881,587,899,861,323,188,65,16,5479,..,20,386,770,724,227,119,38,3,2290,..,78,166,135,76,19,6,3,0,481,..,13,77,111,94,17,4,3,6,328,1551,..,..,..,..,..,..,..,..,1551,..,404,..,..,..,..,..,..,..,404,..,184,33,13,5,4,0,0,0,236,..,30,4,6,3,18,19,14,3,91,..,12,11,4,0,4,0,0,0,36
POA6174,..,3,88,144,140,82,37,21,5,530,..,36,75,33,18,10,4,0,0,178,..,0,4,7,5,8,0,0,0,27,459,..,..,..,..,..,..,..,..,459,..,100,..,..,..,..,..,..,..,100,..,77,19,10,3,0,0,0,0,111,..,7,13,3,0,0,3,0,0,30,..,3,8,3,8,3,0,0,0,24,..,15,11,3,7,3,0,0,0,44,..,11,33,24,22,22,16,3,3,132,10,6,10,0,3,3,0,0,0,36,470,266,264,235,209,131,64,31,9,1672,..,11,130,165,149,67,33,20,3,572,..,46,81,28,21,5,5,0,0,189,..,6,44,63,40,9,3,9,0,167,462,..,..,..,..,..,..,..,..,462,..,102,..,..,..,..,..,..,..,102,..,46,9,3,0,3,0,0,0,64,..,8,0,4,3,0,5,0,0,28,..,4,0,0,0,0,0,0,0,14
POA6175,..,0,82,159,171,88,82,29,0,627,..,14,52,41,37,12,3,0,0,160,..,0,0,6,9,3,0,0,0,22,477,..,..,..,..,..,..,..,..,477,..,100,..,..,..,..,..,..,..,100,..,91,19,9,3,0,0,0,0,128,..,12,8,0,4,3,0,0,0,25,..,6,4,3,7,0,0,0,0,20,..,3,6,0,0,0,0,0,0,12,..,5,21,17,15,14,7,6,0,79,3,11,9,9,4,0,0,0,0,43,481,244,203,250,250,122,94,43,6,1683,..,4,120,179,171,113,68,19,3,681,..,30,66,42,35,12,3,0,0,184,..,3,24,39,38,15,0,0,3,121,450,..,..,..,..,..,..,..,..,450,..,91,..,..,..,..,..,..,..,91,..,80,18,0,3,3,0,0,0,102,..,5,3,3,3,5,3,3,0,26,..,0,0,0,0,0,0,0,0,4
POA6176,..,7,36,47,48,42,32,10,0,222,..,33,30,11,3,11,0,0,0,93,..,0,0,3,0,0,0,0,0,4,124,..,..,..,..,..,..,..,..,124,..,27,..,..,..,..,..,..,..,27,..,25,4,6,3,0,0,0,0,39,..,3,3,0,0,0,0,0,0,8,..,3,10,0,0,0,0,0,0,11,..,3,0,3,0,0,0,0,0,6,..,3,10,3,10,3,3,0,0,42,0,5,3,0,3,0,0,0,0,18,129,101,100,79,73,54,39,13,3,596,..,6,48,51,49,48,21,5,0,235,..,39,36,8,4,11,0,0,0,98,..,3,10,5,7,5,0,0,0,34,139,..,..,..,..,..,..,..,..,139,..,33,..,..,..,..,..,..,..,33,..,23,12,0,0,0,0,0,0,33,..,8,0,0,0,0,0,0,0,11,..,3,0,0,0,0,0,3,0,7
POA6180,..,14,173,197,180,118,148,66,9,890,..,45,93,44,25,8,8,4,0,238,..,0,0,7,7,3,0,0,0,22,691,..,..,..,..,..,..,..,..,691,..,101,..,..,..,..,..,..,..,101,..,100,29,18,5,0,0,0,0,144,..,15,11,3,11,3,3,0,0,48,..,13,7,0,3,0,3,0,0,33,..,16,23,5,3,7,4,0,0,53,..,11,29,12,16,27,19,10,0,123,6,9,9,8,3,4,3,0,0,44,701,325,378,295,249,167,181,79,7,2392,..,18,230,243,164,128,129,43,0,966,..,60,118,49,19,16,3,3,0,270,..,16,48,43,53,20,4,0,0,186,631,..,..,..,..,..,..,..,..,631,..,99,..,..,..,..,..,..,..,99,..,57,16,3,0,0,0,0,0,80,..,20,7,0,10,3,5,5,0,43,..,7,3,0,3,0,0,0,0,16
POA6181,..,0,5,20,36,27,10,3,0,108,..,0,3,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,47,..,..,..,..,..,..,..,..,47,..,21,..,..,..,..,..,..,..,21,..,14,9,3,0,0,0,0,0,26,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,47,35,14,28,42,31,12,8,0,223,..,0,7,31,40,34,8,3,0,121,..,0,0,4,4,0,0,0,0,10,..,0,3,0,0,0,0,0,0,11,56,..,..,..,..,..,..,..,..,56,..,8,..,..,..,..,..,..,..,8,..,9,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,3,0,6,..,0,0,0,0,0,0,0,0,0
POA6182,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6207,..,3,17,42,32,48,40,7,0,198,..,0,11,13,10,7,3,0,0,44,..,0,0,0,3,0,0,0,0,13,103,..,..,..,..,..,..,..,..,103,..,21,..,..,..,..,..,..,..,21,..,15,0,4,8,0,0,0,0,28,..,0,3,0,0,0,3,3,0,10,..,0,0,0,0,0,0,0,0,0,..,0,3,5,0,4,0,0,0,8,..,0,0,6,9,8,12,3,0,38,0,0,0,0,3,4,0,0,0,8,102,50,42,72,67,71,54,14,6,475,..,3,25,41,49,44,30,6,0,207,..,5,15,12,11,4,0,0,0,49,..,0,0,0,4,0,3,0,0,10,86,..,..,..,..,..,..,..,..,86,..,25,..,..,..,..,..,..,..,25,..,16,3,4,0,0,0,0,0,25,..,0,0,0,0,0,0,3,0,6,..,0,0,0,0,0,0,0,0,0
POA6208,..,6,177,280,362,380,482,290,55,2038,..,58,128,89,88,61,33,14,0,468,..,0,9,17,29,17,10,3,0,95,1040,..,..,..,..,..,..,..,..,1040,..,194,..,..,..,..,..,..,..,194,..,206,77,44,28,4,3,0,0,353,..,33,14,10,16,5,5,6,3,87,..,17,17,10,5,0,0,0,0,55,..,12,16,8,8,17,15,10,0,77,..,13,57,52,69,95,108,68,21,480,30,25,32,22,10,12,13,14,0,149,1071,557,517,528,612,596,674,402,90,5039,..,25,245,359,391,462,458,205,38,2176,..,96,135,94,98,71,36,3,3,538,..,31,87,134,100,45,16,15,8,430,1046,..,..,..,..,..,..,..,..,1046,..,234,..,..,..,..,..,..,..,234,..,128,41,13,6,5,0,0,0,200,..,23,7,0,13,12,15,10,5,81,..,22,9,3,3,3,0,0,0,37
POA6209,..,0,15,42,66,83,85,39,8,344,..,7,15,13,12,6,12,0,0,61,..,0,0,3,11,4,0,0,3,26,140,..,..,..,..,..,..,..,..,140,..,51,..,..,..,..,..,..,..,51,..,46,11,9,4,0,0,0,0,62,..,8,0,0,0,3,5,3,0,18,..,0,0,3,4,3,0,0,0,9,..,0,3,4,3,4,3,3,0,28,..,0,6,15,29,32,35,16,11,147,0,9,0,4,5,5,0,4,0,31,139,119,50,88,125,146,145,67,22,911,..,3,22,61,84,90,73,33,3,371,..,10,11,9,19,3,3,0,0,62,..,7,5,15,17,7,6,0,0,52,141,..,..,..,..,..,..,..,..,141,..,41,..,..,..,..,..,..,..,41,..,36,12,3,7,0,0,0,0,59,..,3,0,0,3,3,4,3,3,19,..,3,0,0,0,3,0,0,0,10
POA6210,..,61,931,1715,2157,2267,2475,1655,401,11659,..,295,729,473,453,285,193,71,7,2515,..,10,39,117,142,101,37,25,15,471,5585,..,..,..,..,..,..,..,..,5585,..,1283,..,..,..,..,..,..,..,1283,..,1344,474,193,109,49,8,0,0,2175,..,170,92,46,45,53,42,20,13,482,..,132,96,55,38,30,6,3,0,355,..,158,166,100,127,116,77,37,8,794,..,112,290,359,486,552,620,381,187,2986,110,163,140,101,97,81,63,43,12,802,5691,3719,2945,3167,3660,3529,3513,2228,645,29112,..,112,1380,2089,2433,2455,2385,1255,176,12299,..,470,808,534,486,288,162,60,3,2816,..,148,524,707,685,298,105,73,67,2605,5365,..,..,..,..,..,..,..,..,5365,..,1455,..,..,..,..,..,..,..,1455,..,813,261,55,63,44,18,0,0,1258,..,149,55,28,69,126,78,64,40,616,..,103,37,25,13,24,5,0,0,210
POA6211,..,3,90,216,262,275,333,151,11,1343,..,7,74,66,65,20,31,3,0,272,..,0,8,15,19,15,6,3,3,64,705,..,..,..,..,..,..,..,..,705,..,131,..,..,..,..,..,..,..,131,..,123,33,17,8,3,0,0,0,185,..,13,8,3,5,3,3,0,3,40,..,6,8,3,0,0,0,0,0,27,..,13,3,7,11,9,6,0,0,52,..,5,22,32,51,58,62,19,5,251,11,6,14,12,8,14,14,10,0,81,720,309,267,371,421,404,454,194,27,3161,..,9,153,280,255,320,328,77,8,1430,..,34,94,62,60,36,18,3,0,313,..,8,53,57,43,19,14,4,3,204,633,..,..,..,..,..,..,..,..,633,..,137,..,..,..,..,..,..,..,137,..,85,22,7,3,4,0,0,0,130,..,3,3,0,10,4,3,6,9,42,..,6,7,0,0,0,3,0,0,16
