POA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6103,..,13,366,344,204,204,130,63,21,1346,..,78,220,84,58,24,9,3,0,477,..,0,0,4,23,15,3,3,4,54,631,..,..,..,..,..,..,..,..,631,..,134,..,..,..,..,..,..,..,134,..,93,51,33,25,17,0,0,0,217,..,62,48,10,13,13,3,0,0,156,..,60,77,17,5,3,0,0,0,166,..,154,237,66,24,20,10,3,0,514,..,44,189,122,114,114,85,44,16,732,15,25,31,15,11,8,6,0,0,107,650,658,1231,684,483,430,246,121,41,4531,..,35,458,339,222,191,116,45,5,1409,..,105,250,61,41,24,8,0,0,486,..,7,54,59,67,46,15,19,4,280,601,..,..,..,..,..,..,..,..,601,..,119,..,..,..,..,..,..,..,119,..,76,48,14,4,3,0,0,0,151,..,40,36,16,12,16,11,10,6,139,..,30,55,16,3,3,0,0,0,111
POA6104,..,20,311,496,395,335,267,159,35,2016,..,59,251,120,98,44,26,7,0,607,..,0,3,18,37,28,14,12,3,108,1094,..,..,..,..,..,..,..,..,1094,..,232,..,..,..,..,..,..,..,232,..,222,111,52,31,13,3,0,0,429,..,77,62,18,19,14,9,4,4,202,..,48,74,23,10,12,3,0,0,178,..,110,226,85,50,55,17,4,7,554,..,39,112,122,130,136,103,54,22,718,20,29,38,17,11,17,14,4,0,149,1109,838,1197,952,775,644,454,241,79,6284,..,42,438,533,358,356,231,96,19,2072,..,99,267,133,85,47,13,0,0,645,..,13,81,100,124,63,25,30,13,453,955,..,..,..,..,..,..,..,..,955,..,227,..,..,..,..,..,..,..,227,..,140,83,16,21,17,0,0,0,277,..,66,51,11,24,30,27,14,10,234,..,39,50,6,3,0,3,0,0,102
POA6105,..,13,435,529,396,302,286,194,59,2216,..,58,227,96,92,48,19,11,0,540,..,0,9,22,27,28,13,10,7,115,1284,..,..,..,..,..,..,..,..,1284,..,266,..,..,..,..,..,..,..,266,..,206,131,65,56,35,0,0,0,491,..,79,61,19,13,19,10,9,0,212,..,85,110,25,11,6,3,0,0,241,..,135,240,86,68,39,19,8,5,589,..,26,113,112,120,126,79,58,34,668,22,31,33,29,21,10,9,3,0,156,1301,893,1344,987,818,617,437,292,106,6787,..,44,575,545,335,331,259,141,30,2266,..,86,247,104,76,40,17,6,0,579,..,20,84,125,132,57,44,55,23,548,1219,..,..,..,..,..,..,..,..,1219,..,245,..,..,..,..,..,..,..,245,..,152,78,23,24,16,3,0,0,295,..,63,45,12,13,35,35,25,10,247,..,41,49,11,7,4,0,0,0,113
POA6106,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6107,..,68,1750,1981,1298,992,760,377,98,7321,..,152,603,243,173,100,42,15,0,1338,..,3,24,65,80,65,26,15,16,292,4020,..,..,..,..,..,..,..,..,4020,..,942,..,..,..,..,..,..,..,942,..,643,456,132,79,37,3,0,0,1350,..,328,307,69,39,46,27,13,3,833,..,303,392,101,56,26,11,5,0,894,..,599,728,208,137,78,54,4,0,1806,..,101,272,272,276,253,195,100,42,1511,54,79,110,54,52,26,15,9,3,401,4077,3218,4645,3132,2193,1618,1130,541,164,20721,..,212,2327,1843,1230,949,645,263,44,7509,..,248,596,261,172,79,30,14,0,1395,..,31,203,330,307,196,81,55,34,1239,3849,..,..,..,..,..,..,..,..,3849,..,904,..,..,..,..,..,..,..,904,..,420,262,60,31,27,4,0,0,803,..,279,188,37,72,108,92,55,21,854,..,221,246,46,23,14,4,0,0,561
POA6108,..,17,547,907,910,939,730,328,75,4456,..,59,206,154,127,76,26,5,0,659,..,0,14,33,62,41,24,8,3,185,2140,..,..,..,..,..,..,..,..,2140,..,625,..,..,..,..,..,..,..,625,..,535,347,96,55,21,4,0,0,1058,..,81,86,30,22,25,22,13,0,283,..,49,73,30,17,11,3,3,0,183,..,78,159,62,33,31,26,7,0,392,..,22,126,120,141,129,103,53,35,728,13,27,45,28,27,8,15,3,3,177,2155,1502,1608,1453,1398,1282,940,418,119,10874,..,53,788,982,921,959,585,234,33,4548,..,94,226,157,130,70,23,3,0,696,..,26,128,197,208,123,59,43,16,799,2151,..,..,..,..,..,..,..,..,2151,..,640,..,..,..,..,..,..,..,640,..,349,195,62,29,12,7,0,0,656,..,69,45,19,27,56,54,34,21,332,..,48,44,13,20,6,8,0,0,141
POA6109,..,17,347,435,339,323,285,137,39,1921,..,45,121,85,64,38,14,3,0,365,..,6,17,28,29,20,3,11,4,113,1198,..,..,..,..,..,..,..,..,1198,..,270,..,..,..,..,..,..,..,270,..,242,161,45,31,8,3,0,0,489,..,68,48,16,9,20,11,9,8,188,..,24,52,35,14,3,6,3,0,146,..,59,118,106,62,44,9,3,0,406,..,20,66,84,107,110,89,39,17,528,12,22,24,23,22,16,11,0,3,137,1211,782,956,868,676,579,428,206,68,5778,..,68,505,412,313,305,246,102,27,1966,..,71,128,81,62,31,4,5,0,384,..,26,86,113,114,67,28,17,9,462,1098,..,..,..,..,..,..,..,..,1098,..,284,..,..,..,..,..,..,..,284,..,155,63,23,14,13,3,0,0,265,..,44,24,12,21,31,22,15,11,180,..,34,25,8,7,0,0,0,0,77
POA6110,..,46,1133,1756,1421,1174,836,433,86,6891,..,136,500,298,213,130,46,9,0,1333,..,0,42,74,101,61,25,11,9,323,4472,..,..,..,..,..,..,..,..,4472,..,989,..,..,..,..,..,..,..,989,..,901,450,140,67,12,0,0,0,1566,..,185,145,45,43,47,27,9,6,502,..,86,111,64,43,23,4,3,3,336,..,110,237,126,102,45,32,14,3,668,..,48,226,231,278,279,196,117,50,1423,59,72,102,45,36,36,22,5,6,379,4535,2568,2938,2784,2295,1805,1192,603,162,18881,..,133,1613,1802,1414,1097,739,280,46,7114,..,221,545,298,217,97,32,5,0,1424,..,95,306,416,373,165,71,41,29,1489,4070,..,..,..,..,..,..,..,..,4070,..,1000,..,..,..,..,..,..,..,1000,..,587,246,68,34,23,7,0,0,970,..,139,85,26,56,115,85,54,25,587,..,85,70,15,14,10,3,0,0,200
POA6111,..,14,440,695,839,884,767,290,54,3983,..,83,262,194,146,110,42,12,4,847,..,8,12,41,80,47,20,8,4,225,2101,..,..,..,..,..,..,..,..,2101,..,525,..,..,..,..,..,..,..,525,..,499,267,132,48,15,0,0,0,961,..,80,53,25,23,16,9,9,4,237,..,40,37,20,24,11,10,4,0,154,..,53,83,57,71,45,24,7,0,344,..,27,136,159,191,189,155,58,31,939,18,42,47,26,25,14,18,9,5,200,2120,1369,1342,1348,1454,1334,1042,398,101,10518,..,38,612,810,922,911,636,191,25,4140,..,126,298,198,145,97,40,0,0,896,..,49,164,217,215,125,71,29,12,883,1983,..,..,..,..,..,..,..,..,1983,..,550,..,..,..,..,..,..,..,550,..,346,130,48,26,9,0,0,0,565,..,66,33,9,17,29,51,24,18,237,..,38,26,12,7,12,3,4,0,105
POA6112,..,88,2111,2520,1790,1388,1029,461,105,9488,..,289,952,456,349,155,67,18,0,2286,..,13,27,106,139,71,46,13,9,426,6443,..,..,..,..,..,..,..,..,6443,..,1103,..,..,..,..,..,..,..,1103,..,1099,497,180,71,25,3,0,0,1883,..,271,217,45,55,69,24,28,5,721,..,123,158,64,33,23,12,3,0,415,..,149,267,96,90,69,25,20,4,727,..,97,391,315,310,318,222,138,52,1837,78,102,139,78,57,36,17,8,3,506,6519,3336,4756,3860,2894,2156,1442,692,187,25849,..,206,2854,2422,1776,1421,831,325,48,9893,..,510,975,454,319,155,47,6,0,2467,..,161,493,575,483,245,96,64,40,2156,6121,..,..,..,..,..,..,..,..,6121,..,1202,..,..,..,..,..,..,..,1202,..,708,275,77,41,34,12,0,0,1154,..,190,144,43,87,158,104,47,26,809,..,94,48,18,24,9,0,0,0,197
POA6121,..,3,31,99,202,138,106,32,7,610,..,4,15,27,40,22,6,0,0,111,..,0,0,7,10,4,0,0,0,24,309,..,..,..,..,..,..,..,..,309,..,96,..,..,..,..,..,..,..,96,..,98,27,3,7,0,0,0,0,139,..,6,7,3,0,0,4,4,0,26,..,11,3,3,7,3,0,0,0,24,..,3,0,6,4,9,0,0,0,23,..,3,4,4,20,10,7,4,0,46,0,6,3,4,3,0,0,0,0,24,312,218,94,147,283,189,126,41,6,1422,..,4,51,146,204,140,68,14,5,636,..,6,22,27,42,11,3,0,0,113,..,0,9,10,19,4,0,0,0,55,246,..,..,..,..,..,..,..,..,246,..,101,..,..,..,..,..,..,..,101,..,74,18,3,3,0,0,0,0,106,..,4,4,0,6,4,11,3,0,39,..,13,3,3,0,3,0,0,0,22
POA6122,..,46,705,702,591,424,307,104,20,2898,..,132,403,193,125,41,14,0,0,913,..,0,8,24,40,19,7,3,3,98,2209,..,..,..,..,..,..,..,..,2209,..,309,..,..,..,..,..,..,..,309,..,359,124,38,22,3,0,0,0,552,..,65,57,18,18,14,17,8,0,192,..,31,51,9,3,4,3,0,0,111,..,24,54,22,10,11,5,3,0,121,..,32,118,81,53,46,34,20,4,386,34,29,33,18,6,8,5,0,3,133,2243,1029,1558,1103,867,567,389,133,25,7913,..,105,916,728,582,445,223,77,0,3085,..,213,441,180,114,41,8,0,0,1003,..,46,125,165,106,48,18,8,3,516,2111,..,..,..,..,..,..,..,..,2111,..,385,..,..,..,..,..,..,..,385,..,245,76,15,12,6,0,0,0,352,..,42,24,10,22,37,23,11,6,183,..,37,15,3,3,4,0,0,0,65
POA6123,..,5,40,42,66,57,42,18,3,281,..,12,28,18,8,9,8,0,0,75,..,0,0,0,3,6,0,0,0,12,141,..,..,..,..,..,..,..,..,141,..,25,..,..,..,..,..,..,..,25,..,44,19,5,7,0,0,0,0,71,..,3,0,0,3,0,0,3,0,17,..,0,3,0,0,0,0,0,0,3,..,3,6,0,4,3,0,0,0,20,..,0,8,10,11,9,8,4,3,50,0,8,0,3,0,3,0,0,0,19,141,98,101,73,100,90,56,25,10,707,..,6,44,58,71,59,31,12,3,289,..,17,22,15,12,15,3,0,0,80,..,3,4,10,7,7,0,3,3,40,159,..,..,..,..,..,..,..,..,159,..,32,..,..,..,..,..,..,..,32,..,27,9,0,0,0,0,0,0,43,..,0,0,0,4,3,0,0,0,5,..,9,3,0,0,3,0,0,0,13
POA6124,..,3,18,35,57,41,36,10,0,206,..,4,3,14,21,8,0,0,0,48,..,0,0,3,0,3,0,0,0,10,114,..,..,..,..,..,..,..,..,114,..,14,..,..,..,..,..,..,..,14,..,19,7,5,5,0,0,0,0,44,..,0,0,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,8,3,3,7,0,0,0,16,..,4,3,3,5,7,12,6,0,39,3,0,4,0,0,0,0,0,0,13,120,52,49,59,94,70,52,22,4,526,..,3,38,39,64,45,29,14,0,226,..,3,9,16,19,5,4,0,0,57,..,3,3,10,11,3,3,3,0,38,118,..,..,..,..,..,..,..,..,118,..,29,..,..,..,..,..,..,..,29,..,15,10,3,0,0,0,0,0,25,..,0,0,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,7
POA6125,..,3,38,97,167,139,108,54,11,615,..,7,23,26,39,26,9,0,0,129,..,0,0,3,8,7,5,0,0,23,286,..,..,..,..,..,..,..,..,286,..,74,..,..,..,..,..,..,..,74,..,81,27,11,9,3,0,0,0,139,..,7,3,3,3,0,5,0,0,22,..,6,5,5,3,0,0,0,0,13,..,3,0,6,0,0,4,4,0,16,..,0,3,7,20,11,11,12,3,74,3,8,3,3,4,9,3,0,0,32,288,183,112,162,258,192,139,73,15,1423,..,3,64,124,170,137,103,41,4,652,..,14,26,27,40,21,4,0,0,136,..,0,10,16,19,5,0,10,0,55,247,..,..,..,..,..,..,..,..,247,..,71,..,..,..,..,..,..,..,71,..,54,7,3,3,3,0,0,0,72,..,3,4,0,5,0,4,10,3,24,..,6,7,3,3,0,0,0,0,16
POA6126,..,0,3,3,16,23,18,0,0,57,..,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,3,4,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,4,5,0,0,22,0,0,0,0,0,0,0,0,0,0,18,4,12,3,24,26,21,3,0,119,..,0,3,9,19,16,12,3,0,57,..,0,3,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,5,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA6147,..,12,397,608,452,527,450,184,43,2670,..,53,152,93,61,43,18,13,0,430,..,0,7,17,43,37,18,7,4,142,1341,..,..,..,..,..,..,..,..,1341,..,424,..,..,..,..,..,..,..,424,..,310,258,88,52,17,0,0,0,724,..,101,75,26,19,18,12,7,6,258,..,51,74,28,12,7,3,0,0,173,..,85,170,52,29,18,15,6,0,382,..,13,93,93,115,130,83,38,21,587,25,22,26,23,13,6,10,4,4,132,1369,1072,1253,1023,800,805,595,259,82,7258,..,33,567,588,520,530,359,123,22,2736,..,80,172,86,59,49,10,3,0,458,..,18,85,141,137,105,44,39,17,591,1256,..,..,..,..,..,..,..,..,1256,..,347,..,..,..,..,..,..,..,347,..,168,131,39,32,13,3,0,0,384,..,61,50,8,31,36,32,21,14,259,..,36,57,6,9,3,0,0,0,108
POA6148,..,11,295,708,867,680,576,314,87,3525,..,33,119,70,67,50,36,3,0,379,..,0,0,25,43,34,11,6,4,132,1583,..,..,..,..,..,..,..,..,1583,..,684,..,..,..,..,..,..,..,684,..,276,180,66,40,22,3,0,0,588,..,68,51,5,7,10,9,8,4,165,..,35,49,15,9,3,3,0,0,108,..,80,105,25,24,14,13,3,5,277,..,30,71,64,69,103,95,61,51,548,15,24,21,14,8,9,5,6,0,106,1597,1240,899,998,1132,935,747,409,146,8104,..,19,426,828,885,694,532,235,38,3656,..,52,127,66,68,54,29,4,0,395,..,6,37,138,146,79,38,31,17,504,1505,..,..,..,..,..,..,..,..,1505,..,640,..,..,..,..,..,..,..,640,..,187,116,37,17,6,0,0,0,369,..,81,43,6,19,30,45,26,14,259,..,41,30,7,3,0,0,0,0,88
POA6149,..,8,261,730,862,1037,778,277,73,4022,..,19,113,74,68,72,35,7,0,386,..,0,0,6,40,33,10,5,4,92,1575,..,..,..,..,..,..,..,..,1575,..,669,..,..,..,..,..,..,..,669,..,396,300,54,25,12,0,0,0,786,..,66,47,5,4,4,18,8,4,166,..,36,70,15,5,3,0,0,0,128,..,58,86,17,4,7,8,0,3,196,..,26,60,39,44,81,94,67,50,453,4,30,23,10,8,11,14,0,3,105,1579,1302,967,965,1064,1261,956,367,135,8588,..,17,392,851,983,1082,589,219,36,4171,..,38,122,87,80,57,19,6,0,402,..,4,36,113,142,111,32,13,19,468,1474,..,..,..,..,..,..,..,..,1474,..,649,..,..,..,..,..,..,..,649,..,260,190,42,19,13,7,0,0,532,..,76,33,3,14,20,24,28,26,224,..,49,39,0,4,0,0,0,0,97
POA6150,..,8,149,405,561,680,553,255,92,2697,..,20,53,26,22,31,12,3,0,168,..,3,3,12,19,11,13,3,0,58,940,..,..,..,..,..,..,..,..,940,..,556,..,..,..,..,..,..,..,556,..,233,205,54,27,6,3,0,0,526,..,57,39,10,7,9,6,3,0,122,..,34,54,10,11,0,0,0,0,116,..,95,123,28,12,6,5,0,0,273,..,16,30,30,23,27,33,25,16,211,4,22,11,9,0,5,3,5,0,62,944,1043,670,572,671,781,633,297,118,5728,..,11,211,488,684,701,462,203,42,2802,..,17,55,28,25,27,17,0,0,174,..,0,18,54,106,73,26,15,14,303,877,..,..,..,..,..,..,..,..,877,..,456,..,..,..,..,..,..,..,456,..,192,134,34,21,9,3,0,0,387,..,58,38,3,8,25,21,18,16,178,..,36,41,6,5,4,0,0,0,97
POA6151,..,4,318,598,619,622,468,147,48,2821,..,43,259,138,110,59,47,4,0,654,..,0,3,12,23,13,13,4,3,67,1153,..,..,..,..,..,..,..,..,1153,..,427,..,..,..,..,..,..,..,427,..,172,115,36,17,7,0,0,0,347,..,85,38,6,8,6,6,3,5,158,..,19,49,10,4,3,0,0,0,76,..,148,239,55,25,26,9,10,0,504,..,60,184,156,174,150,136,56,25,937,17,28,38,7,13,14,13,4,0,133,1176,978,1241,1010,988,901,684,225,83,7283,..,19,426,656,684,647,344,103,24,2907,..,80,270,113,100,71,34,0,0,669,..,3,32,74,119,66,21,12,11,344,1102,..,..,..,..,..,..,..,..,1102,..,358,..,..,..,..,..,..,..,358,..,123,82,19,8,0,3,0,0,234,..,73,43,7,6,16,15,11,13,186,..,24,28,0,4,0,0,0,0,60
POA6152,..,11,556,863,790,827,607,289,95,4041,..,85,389,151,117,83,51,9,0,892,..,0,5,25,54,44,13,5,0,140,1698,..,..,..,..,..,..,..,..,1698,..,630,..,..,..,..,..,..,..,630,..,260,212,57,36,18,0,0,0,591,..,172,105,23,13,10,11,12,10,350,..,85,101,11,3,5,0,0,0,207,..,342,349,68,29,34,20,11,0,864,..,108,191,168,179,182,166,84,65,1145,25,60,51,18,18,15,9,8,3,197,1722,1753,1958,1383,1246,1225,885,412,176,10759,..,40,723,907,885,819,495,223,50,4145,..,135,426,138,118,83,25,5,0,932,..,14,73,148,236,156,43,43,21,731,1572,..,..,..,..,..,..,..,..,1572,..,575,..,..,..,..,..,..,..,575,..,194,159,38,15,16,3,0,0,425,..,216,75,16,24,39,37,29,20,437,..,82,45,4,3,3,0,0,0,135
POA6153,..,3,314,795,899,880,680,373,127,4066,..,42,180,75,83,69,40,3,0,495,..,0,11,12,40,26,10,8,8,112,1630,..,..,..,..,..,..,..,..,1630,..,671,..,..,..,..,..,..,..,671,..,292,206,53,34,19,0,0,0,600,..,91,42,9,11,9,12,9,10,190,..,35,44,4,13,6,0,0,0,106,..,74,124,29,13,14,9,7,3,278,..,37,73,67,120,94,88,55,44,573,14,21,22,16,14,12,20,6,3,121,1643,1257,1006,1066,1217,1129,859,459,190,8832,..,11,429,927,957,910,599,271,70,4179,..,56,199,98,75,61,25,7,0,507,..,8,41,107,199,97,35,27,30,538,1514,..,..,..,..,..,..,..,..,1514,..,674,..,..,..,..,..,..,..,674,..,209,140,25,20,15,3,0,0,419,..,64,55,11,11,22,29,15,22,234,..,26,29,9,0,0,0,0,0,70
POA6154,..,0,156,449,429,335,292,178,72,1906,..,14,91,50,41,39,14,4,0,245,..,0,0,7,18,18,3,9,3,65,959,..,..,..,..,..,..,..,..,959,..,338,..,..,..,..,..,..,..,338,..,147,87,32,29,15,0,0,0,313,..,40,18,3,3,4,0,0,0,70,..,29,23,5,3,0,0,0,0,65,..,35,38,12,5,7,9,3,0,108,..,13,36,38,45,59,52,50,46,346,5,13,9,5,8,3,4,3,0,60,963,631,464,602,590,474,374,250,127,4476,..,3,221,482,470,344,263,158,25,1975,..,31,102,60,49,25,9,0,0,279,..,0,13,65,101,41,15,19,22,286,841,..,..,..,..,..,..,..,..,841,..,321,..,..,..,..,..,..,..,321,..,89,50,10,25,13,4,0,0,186,..,32,13,0,7,21,8,12,12,101,..,6,12,0,3,3,0,0,0,27
POA6155,..,29,1038,2654,2799,2092,1411,468,88,10569,..,87,240,196,183,117,34,12,0,871,..,8,6,50,104,57,27,7,9,270,5261,..,..,..,..,..,..,..,..,5261,..,2095,..,..,..,..,..,..,..,2095,..,1019,631,141,56,25,4,0,0,1869,..,264,137,40,30,33,38,14,7,562,..,143,229,70,28,14,3,0,0,478,..,134,220,81,47,31,14,6,3,526,..,51,164,123,129,131,122,53,32,806,29,55,63,21,25,17,30,7,4,247,5290,3879,2728,3368,3403,2505,1684,555,145,23561,..,80,1485,3127,2841,2073,1061,282,38,10993,..,133,263,207,203,88,28,7,0,937,..,28,143,350,431,227,64,32,25,1300,5067,..,..,..,..,..,..,..,..,5067,..,2063,..,..,..,..,..,..,..,2063,..,754,457,88,35,23,3,0,0,1358,..,223,126,24,46,103,119,102,43,788,..,122,141,27,14,13,3,0,0,326
POA6156,..,3,277,668,709,523,398,278,102,2959,..,38,166,117,121,63,25,3,0,528,..,0,6,21,42,25,9,9,13,118,1625,..,..,..,..,..,..,..,..,1625,..,489,..,..,..,..,..,..,..,489,..,253,135,42,40,31,3,0,0,504,..,30,34,8,10,14,14,0,0,108,..,24,31,7,4,3,0,0,0,67,..,50,115,35,23,16,12,3,0,253,..,31,74,74,123,102,80,61,58,596,28,19,29,11,8,12,13,5,0,133,1653,941,862,982,1077,789,547,357,167,7370,..,13,371,783,759,511,345,246,50,3079,..,62,192,130,124,47,22,3,0,575,..,8,47,133,207,76,28,37,35,576,1556,..,..,..,..,..,..,..,..,1556,..,491,..,..,..,..,..,..,..,491,..,202,79,25,15,22,4,0,0,355,..,51,26,10,14,14,15,20,10,154,..,23,13,3,4,0,0,0,0,51
POA6157,..,3,233,486,510,398,338,184,68,2213,..,42,191,113,97,58,37,8,0,550,..,0,3,8,34,15,11,4,3,77,1179,..,..,..,..,..,..,..,..,1179,..,314,..,..,..,..,..,..,..,314,..,174,93,34,27,12,0,0,0,345,..,42,28,12,5,7,3,0,3,100,..,11,21,4,7,5,0,3,0,56,..,48,57,22,13,17,7,3,0,168,..,17,71,111,126,147,111,65,49,699,6,23,23,11,6,9,10,10,0,94,1186,665,718,800,828,670,510,279,121,5786,..,9,333,562,511,433,276,153,37,2311,..,66,226,145,73,63,22,11,0,610,..,10,40,122,170,76,32,15,20,481,1079,..,..,..,..,..,..,..,..,1079,..,333,..,..,..,..,..,..,..,333,..,133,69,15,11,4,0,0,0,236,..,38,21,5,7,7,16,13,6,120,..,13,12,0,4,0,3,0,0,35
