POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA6000,18,4,10,6,36,9,4,0,0,16,9,3,4,0,20,6,0,7,0,15,25,11,15,3,50,23,13,13,3,49,66,10,15,3,89,46,25,14,11,94,62,25,15,3,107,62,15,7,11,103,83,23,14,6,125,88,31,9,3,131,214,60,16,7,303,148,26,14,3,189,124,37,0,0,163,111,40,8,3,157,231,74,7,3,321,155,63,16,0,228,6,8,3,0,11,1499,468,179,70,2210
POA6003,5,0,0,0,10,0,0,0,0,3,4,0,3,0,12,3,0,3,0,4,4,3,7,0,19,8,0,0,0,7,26,0,7,3,36,18,9,4,4,32,29,12,3,0,43,18,4,0,0,30,32,5,3,0,34,25,5,5,3,39,77,11,7,3,98,45,15,0,3,59,42,14,0,0,51,29,11,5,0,37,65,38,0,0,102,34,28,3,0,70,5,0,0,0,12,465,148,54,20,685
POA6004,27,3,13,7,52,9,3,7,0,14,10,3,8,0,20,0,0,4,0,9,21,9,6,5,36,25,4,5,4,40,60,8,13,8,89,49,24,9,3,89,100,15,19,15,146,98,18,3,11,127,80,25,6,8,120,90,29,10,0,138,201,59,11,5,279,172,22,10,3,210,105,34,3,3,143,123,53,4,3,184,267,124,10,7,401,177,82,18,5,286,8,6,0,0,12,1629,511,158,89,2396
POA6005,12,0,8,3,23,3,0,0,0,4,0,0,8,0,9,4,0,6,0,11,11,0,12,0,26,10,0,7,3,21,28,4,11,5,44,24,4,5,7,44,32,14,6,3,54,54,16,11,3,81,37,12,3,8,55,44,14,5,6,70,86,29,16,3,132,71,18,5,0,94,66,6,0,3,75,63,35,3,0,98,165,39,7,3,218,94,24,10,3,124,5,0,0,0,9,827,214,112,45,1199
POA6006,16,5,6,0,31,6,0,0,0,5,3,0,8,0,11,4,3,11,0,9,25,4,5,0,33,19,4,8,0,31,58,10,11,3,82,30,20,24,4,77,46,17,22,0,87,52,35,22,8,118,33,29,11,0,77,31,30,19,7,86,114,120,21,8,267,63,106,15,9,192,59,81,7,3,148,63,88,6,3,160,196,303,8,0,507,68,106,17,3,195,14,3,3,0,17,884,969,231,52,2135
POA6007,8,5,4,0,18,11,0,0,0,10,3,0,4,0,7,4,0,3,0,4,13,4,6,0,18,13,8,9,3,23,39,7,16,0,55,22,10,18,3,51,36,10,22,6,74,42,15,12,3,77,27,22,8,3,65,34,19,7,0,65,108,69,26,8,209,89,52,7,3,146,85,42,8,0,135,54,74,18,0,147,199,234,10,0,443,83,76,17,5,178,13,0,0,0,13,868,641,178,44,1733
POA6008,19,6,17,0,45,4,0,5,4,16,4,0,6,3,23,5,5,6,0,19,27,4,15,4,55,17,7,18,6,43,67,14,20,3,95,48,23,25,4,96,105,20,37,6,173,87,44,39,0,171,69,36,32,5,144,76,51,19,0,155,188,142,62,7,409,170,115,21,6,306,129,94,10,4,232,126,194,35,3,351,346,609,26,3,986,145,196,43,8,388,12,12,5,0,30,1653,1568,444,68,3739
POA6009,33,14,20,9,76,3,7,8,3,18,14,3,4,4,25,3,6,10,5,26,21,7,4,8,41,24,22,22,3,64,54,22,31,9,115,63,25,19,3,115,95,47,21,9,172,99,42,33,7,183,67,35,20,4,131,85,44,26,5,160,150,129,33,11,322,131,112,21,10,268,96,102,5,0,209,81,209,38,3,333,408,1029,40,7,1482,143,318,46,5,517,16,19,3,0,37,1590,2188,403,92,4286
POA6010,17,8,23,3,50,10,0,4,3,17,9,0,8,0,26,6,0,14,0,16,15,0,17,3,42,21,6,23,0,49,68,5,27,3,112,61,19,41,4,117,111,21,40,4,175,129,45,30,0,211,87,36,37,4,163,80,49,24,5,163,157,134,52,12,353,113,126,28,3,270,111,110,10,3,237,103,232,30,4,369,378,870,32,5,1285,151,323,71,3,552,22,19,3,0,48,1649,2010,509,72,4241
POA6011,8,4,10,0,25,3,0,3,0,7,0,0,8,0,12,0,0,12,0,12,11,0,5,3,20,3,0,16,0,21,34,4,8,3,52,27,6,10,3,48,35,10,14,0,68,52,14,15,3,83,37,16,14,3,66,34,24,11,3,71,77,61,24,3,163,78,46,9,3,136,59,47,7,0,116,74,99,14,0,191,310,549,20,0,878,90,185,33,0,306,13,13,4,0,26,939,1084,239,30,2298
POA6012,14,0,17,0,29,5,0,6,3,14,5,0,8,0,11,3,4,3,0,9,10,4,11,0,28,19,5,10,0,40,44,10,24,3,75,30,4,24,6,67,51,27,21,0,104,52,17,12,4,84,48,20,17,5,85,43,29,22,3,91,95,62,19,0,173,71,69,7,3,156,49,55,5,0,111,43,96,18,0,166,195,424,16,7,631,86,141,30,3,259,4,8,3,0,20,864,991,269,36,2161
POA6014,26,11,15,0,51,4,3,12,4,20,7,7,12,3,29,4,3,10,4,23,40,3,12,4,69,29,8,35,4,79,115,20,37,7,172,117,40,37,11,202,151,64,47,10,265,151,63,29,7,245,100,77,32,6,217,112,97,35,0,248,213,202,51,13,483,151,218,20,5,394,83,186,8,0,285,105,267,29,3,412,286,1149,28,4,1465,162,362,63,3,587,13,15,0,0,32,1881,2786,520,94,5276
POA6015,11,6,8,0,22,0,0,0,0,3,5,0,4,4,10,0,3,0,0,6,13,0,4,0,15,12,0,6,0,20,27,0,8,0,39,40,4,12,0,58,33,16,10,3,61,59,8,10,0,79,17,12,9,3,42,34,22,8,0,63,48,44,17,0,106,52,47,6,0,102,33,36,0,0,69,33,106,12,0,157,166,480,19,0,666,61,170,19,0,257,10,13,0,0,20,664,966,152,18,1807
POA6016,15,4,3,5,24,5,3,7,0,13,6,0,11,6,16,3,5,5,0,11,22,10,20,5,54,27,6,17,6,53,56,25,23,4,101,41,31,20,3,97,50,49,34,3,133,66,44,18,4,137,42,48,14,4,114,52,52,22,3,116,103,135,35,9,283,76,141,6,6,230,68,110,5,0,180,63,108,7,0,178,148,377,4,5,538,95,127,28,7,254,6,5,4,0,22,944,1272,276,67,2555
POA6017,10,0,3,4,19,3,0,0,0,4,4,3,5,0,10,7,3,8,0,13,19,7,12,4,34,15,8,10,0,38,27,13,8,3,54,21,13,9,8,59,53,32,16,0,98,35,34,18,7,93,26,25,0,8,61,26,22,10,3,63,66,37,10,9,118,57,34,5,6,100,24,13,0,3,35,27,14,0,0,40,16,16,3,0,32,43,35,14,3,91,8,3,3,0,14,486,316,132,51,983
POA6018,43,15,30,8,98,27,6,17,9,56,18,8,36,3,62,6,5,38,0,48,86,12,50,9,157,59,26,76,11,171,287,42,93,8,427,241,53,101,16,412,266,111,150,15,549,280,138,115,14,551,174,171,106,13,466,197,200,59,14,478,454,563,131,20,1167,360,514,49,16,936,312,423,29,11,766,227,432,54,8,717,500,1333,34,3,1872,395,578,141,5,1125,60,29,17,3,111,3987,4679,1321,177,10158
POA6019,17,10,16,0,46,11,4,8,0,22,10,4,14,3,36,7,3,19,0,28,29,16,33,3,81,36,7,57,4,103,101,22,59,4,190,112,29,58,6,205,201,52,67,11,326,131,68,58,8,270,129,60,56,9,252,146,97,49,8,295,321,249,76,13,659,258,244,29,7,539,228,212,5,6,452,153,230,22,5,411,341,630,27,4,1002,259,291,73,3,624,21,19,14,0,51,2525,2231,731,109,5594
POA6020,33,5,14,0,58,27,0,4,3,30,12,3,9,0,22,9,3,8,0,17,51,3,31,3,91,47,14,36,3,99,201,15,41,0,258,174,12,46,4,232,238,57,57,7,357,183,56,38,3,284,111,94,42,3,249,139,96,45,4,276,247,322,64,8,636,167,319,18,5,515,142,279,7,3,434,109,303,20,3,432,322,941,27,3,1293,181,433,51,5,667,22,19,11,3,50,2410,2971,563,60,6011
POA6021,48,12,11,3,79,14,10,3,0,33,12,6,16,3,38,9,3,16,0,26,106,5,34,3,149,33,16,58,3,114,290,48,63,5,411,141,55,66,15,283,170,130,71,9,370,146,131,58,13,342,89,143,38,15,287,125,154,42,14,330,229,322,71,17,641,187,270,27,3,486,122,199,19,12,345,71,144,14,3,235,172,460,10,4,644,152,310,82,7,546,38,22,10,0,76,2167,2456,703,113,5442
POA6022,7,3,0,0,9,0,0,0,0,9,6,0,7,0,8,0,0,6,0,9,14,3,15,0,31,8,8,14,0,23,66,6,20,0,91,49,15,17,3,87,65,29,26,0,116,66,42,27,0,136,28,39,12,0,84,26,42,10,0,74,73,102,24,3,201,47,80,13,3,140,38,68,11,0,111,19,35,3,0,59,29,74,0,0,108,44,76,31,0,148,5,0,0,0,8,595,618,220,17,1447
POA6023,20,6,12,0,37,10,0,8,0,14,12,3,6,3,25,3,0,10,0,11,39,11,14,0,67,31,10,30,3,74,132,15,29,0,172,127,23,35,4,185,149,43,48,8,242,113,64,29,5,216,85,93,34,4,217,83,97,37,3,218,169,331,51,5,560,126,307,24,0,458,71,239,9,0,321,70,227,9,0,303,148,560,7,4,719,113,301,45,0,464,22,15,13,0,54,1514,2337,447,59,4358
POA6024,18,7,10,0,31,10,3,9,0,22,13,8,11,0,29,5,3,15,0,23,50,3,22,0,82,41,7,43,0,86,160,16,47,3,227,118,34,54,4,204,178,84,78,9,335,139,72,43,7,260,82,104,35,3,231,89,132,26,0,252,155,255,46,7,463,141,248,21,5,412,93,194,0,3,287,50,112,8,3,176,80,179,11,3,268,111,255,58,3,423,21,11,5,0,35,1549,1726,535,56,3859
POA6025,40,9,25,0,73,25,4,11,0,36,29,4,21,3,64,13,7,34,0,58,90,11,44,0,146,55,31,75,6,165,283,47,97,11,430,228,50,104,9,391,315,130,118,16,574,240,173,100,7,520,163,201,68,10,437,184,220,66,7,474,414,571,121,9,1117,278,482,54,14,824,181,382,20,8,585,138,351,21,0,512,294,829,22,0,1145,293,593,98,7,992,51,31,18,0,94,3310,4127,1119,103,8654
POA6026,28,8,10,0,47,16,0,10,3,31,19,6,15,0,41,5,4,17,0,24,63,11,31,3,107,43,9,45,4,96,248,12,57,5,327,177,31,55,3,271,232,66,79,4,378,192,121,76,3,382,119,167,43,3,327,123,165,49,0,342,264,473,76,6,813,183,472,40,4,695,133,349,16,3,498,104,300,15,0,420,169,640,27,3,830,169,477,78,4,725,37,11,7,0,60,2315,3322,740,49,6424
POA6027,36,23,30,12,96,25,6,13,3,51,18,10,23,3,65,20,10,34,3,68,130,18,79,4,235,86,34,111,4,237,390,55,137,5,588,282,96,151,16,551,388,182,156,17,747,313,250,124,25,707,258,297,116,11,671,254,325,64,12,659,611,825,137,28,1600,410,694,71,9,1181,244,494,23,4,764,175,424,30,4,630,264,923,24,8,1215,386,845,157,6,1395,70,55,32,0,161,4369,5563,1526,170,11632
POA6028,27,20,15,3,62,20,3,10,3,38,10,4,21,3,38,4,4,22,0,26,38,15,26,0,77,35,17,48,3,100,168,23,45,7,245,105,47,79,0,228,138,83,59,6,288,137,114,64,4,315,101,139,56,7,293,92,200,50,3,343,226,492,77,11,807,174,498,39,0,701,109,376,9,0,498,100,348,19,0,464,185,787,12,3,988,171,603,64,7,844,25,38,5,0,68,1883,3781,713,59,6438
POA6029,4,0,0,0,4,0,0,0,0,0,0,0,3,0,4,3,0,0,0,7,4,0,0,0,8,3,0,0,0,9,31,0,3,0,36,22,3,10,0,35,17,5,4,0,32,21,9,10,4,43,17,11,6,0,36,15,11,3,0,37,35,40,11,0,80,21,32,3,0,57,20,41,0,0,62,18,31,0,0,47,53,146,3,0,195,22,64,8,0,91,7,3,0,0,7,301,396,61,12,779
POA6030,46,29,41,0,116,20,15,14,0,47,27,25,56,7,115,15,7,75,8,102,116,26,105,7,252,89,40,206,8,339,379,95,189,15,678,258,124,194,6,583,285,236,207,13,740,261,309,162,14,757,195,352,118,16,683,201,376,92,16,690,487,819,122,22,1446,303,571,53,9,938,149,409,14,3,583,119,306,7,0,424,179,579,16,4,779,285,829,162,14,1291,72,38,38,3,156,3481,5186,1899,151,10719
POA6031,25,8,17,0,50,9,3,3,0,20,3,12,16,3,39,4,6,24,0,34,30,15,37,3,76,17,12,63,3,94,82,25,76,3,185,64,56,79,3,202,76,116,78,0,272,92,213,54,7,369,72,183,59,5,313,91,179,40,6,319,230,458,59,4,758,149,315,29,4,497,89,205,5,4,300,43,150,8,3,202,49,201,3,3,255,125,336,57,3,523,19,14,12,0,44,1271,2499,722,56,4547
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,7,0,0,8,3,0,0,0,7,5,0,0,0,5,0,4,0,0,5,0,7,0,0,3,3,0,0,0,4,0,6,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,24,25,8,0,52
POA6033,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,5,0,0,0,0,3,3,0,0,0,6,5,3,0,0,9,0,0,0,0,7,0,0,0,0,3,0,6,0,0,7,3,4,0,0,8,0,3,0,0,9,0,6,0,0,6,3,0,0,0,7,3,11,0,0,18,4,10,3,0,17,0,3,0,0,3,43,59,7,0,105
POA6034,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,9,0,10,4,3,6,0,11,3,4,8,0,15,16,4,6,0,27,10,11,3,0,22,6,23,4,0,30,16,22,3,0,35,44,54,3,0,99,22,38,0,0,66,19,12,0,0,30,6,9,0,0,12,9,14,0,0,20,21,36,6,0,68,0,0,0,0,0,177,235,65,0,475
POA6035,11,6,10,0,22,7,0,3,0,10,4,5,12,0,22,0,3,18,0,26,24,7,30,0,67,24,4,52,0,84,107,15,35,0,156,64,31,35,0,125,68,66,55,4,193,53,80,20,4,158,39,84,20,0,141,57,83,12,3,160,104,170,18,3,302,65,123,6,0,192,43,77,7,0,118,25,56,7,0,90,44,65,0,0,116,84,233,32,0,346,17,13,10,0,34,849,1125,378,18,2369
POA6036,15,7,23,0,48,0,6,9,0,14,14,4,27,0,42,0,5,35,0,41,29,9,54,0,92,22,23,109,3,161,89,33,81,3,202,65,36,76,7,185,82,104,79,4,274,86,140,54,15,296,67,156,37,8,273,90,160,41,7,294,187,374,41,9,610,127,271,17,5,420,56,160,4,0,219,32,108,7,0,148,46,190,3,3,237,105,366,85,3,563,19,16,18,0,48,1122,2168,795,63,4153
POA6037,6,3,0,0,10,3,0,0,0,4,3,3,3,0,6,0,0,10,0,7,16,3,10,0,29,9,5,19,0,35,49,4,11,0,69,26,10,11,0,47,21,17,13,0,49,30,23,10,0,61,10,29,9,0,43,18,24,0,0,49,30,41,3,0,73,17,46,3,0,68,11,18,0,0,31,3,10,3,0,20,12,33,0,0,50,37,80,9,0,127,7,3,5,0,14,318,356,111,3,788
POA6038,7,0,3,0,15,0,0,0,0,0,3,3,8,0,13,0,0,9,0,10,13,4,25,0,39,4,6,34,0,47,19,13,27,3,65,21,18,14,3,60,30,33,29,0,95,45,50,26,0,119,36,59,13,3,114,38,76,8,0,130,126,188,13,3,332,98,125,3,0,223,46,72,3,0,122,23,34,0,0,64,24,58,4,0,79,60,155,17,0,231,11,3,0,0,11,603,899,234,17,1767
POA6041,3,0,0,0,9,3,0,3,0,4,0,0,5,0,5,0,0,0,0,3,20,0,3,0,26,7,5,5,0,18,42,0,8,0,48,25,6,3,0,40,19,11,3,0,25,15,9,3,0,29,9,9,0,0,13,14,10,0,0,25,25,22,0,0,47,7,15,0,0,24,6,5,0,0,6,8,9,3,0,15,6,6,0,0,13,20,46,3,0,65,0,0,0,0,3,224,153,40,4,424
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,3,0,16
POA6043,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,4,0,0,0,4,4,0,0,0,4,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,5,4,5,0,0,8,0,0,0,0,0,34,20,3,0,56
POA6044,5,0,4,0,4,6,0,0,0,6,3,0,0,0,3,0,0,0,0,3,17,0,3,0,18,3,0,3,0,10,34,3,3,0,48,12,3,5,0,25,19,12,0,0,31,14,12,0,0,25,10,3,0,0,17,9,7,0,0,26,11,4,6,0,19,3,3,3,0,15,5,4,0,0,4,4,0,0,0,3,12,7,0,0,22,21,21,4,0,44,5,0,0,0,8,185,89,40,6,318
POA6050,19,4,8,0,30,12,4,3,3,18,3,6,11,0,20,4,0,10,0,17,40,8,13,4,65,24,7,30,0,67,100,4,28,3,142,82,25,25,5,146,124,36,31,3,193,95,34,32,7,168,82,44,23,6,150,72,58,26,0,162,167,141,28,13,347,138,106,17,4,264,122,112,7,3,251,73,138,17,3,234,267,661,8,5,945,138,219,44,5,412,19,10,4,3,36,1586,1632,369,74,3658
POA6051,14,7,10,3,42,7,3,0,0,13,12,6,16,0,27,16,3,12,0,27,29,14,19,0,67,27,11,38,3,74,92,27,43,0,162,80,31,29,3,143,106,69,30,12,214,100,55,29,10,196,84,47,18,13,165,85,66,18,6,182,178,144,34,5,368,169,91,12,5,286,124,76,6,3,216,87,68,9,3,167,163,178,10,0,354,179,128,37,0,343,17,6,5,0,29,1571,1032,377,84,3071
POA6052,11,8,8,0,32,7,0,8,0,11,5,6,12,3,18,3,0,9,0,12,36,5,19,3,63,14,11,27,4,49,104,14,35,0,155,42,28,49,8,123,86,45,37,7,177,61,51,50,3,168,42,66,32,4,144,53,70,25,5,151,133,173,41,10,363,101,140,21,7,264,82,118,8,3,204,75,121,14,0,218,132,322,14,5,464,96,161,39,4,291,21,5,7,0,33,1090,1352,446,61,2943
POA6053,17,3,5,5,34,10,5,5,0,26,11,5,9,4,32,3,0,19,0,23,48,8,29,7,96,35,10,37,5,90,128,27,38,6,202,93,36,51,5,181,121,59,62,5,245,106,72,41,6,227,67,93,34,14,209,61,89,30,0,185,180,228,37,11,452,175,200,15,5,401,132,180,12,4,333,89,138,6,3,245,169,314,6,4,497,130,174,44,0,339,11,6,13,0,30,1581,1651,510,95,3833
POA6054,41,7,8,3,69,11,4,10,0,29,12,6,35,0,54,4,8,42,0,58,89,16,71,6,181,48,29,108,4,186,233,37,99,13,381,122,81,94,10,308,151,125,106,17,401,139,152,92,8,384,114,170,64,11,360,130,153,61,7,347,250,347,63,13,667,182,277,47,6,506,116,173,19,7,315,59,116,11,0,186,93,252,12,4,357,157,288,94,6,549,28,15,25,3,73,1992,2263,1046,119,5423
POA6055,30,10,25,5,71,6,3,3,0,14,5,7,19,0,30,10,9,20,3,41,44,7,34,6,88,42,32,62,0,137,137,36,51,7,232,97,75,62,3,231,114,118,79,4,317,158,182,48,9,400,123,225,44,3,400,123,216,49,3,385,375,495,63,11,942,262,339,20,3,624,169,214,9,3,393,100,149,10,3,266,124,282,12,4,413,211,341,59,9,622,21,24,11,0,58,2159,2762,675,86,5680
POA6056,50,13,32,3,95,29,7,25,6,63,30,12,64,5,111,14,12,76,3,100,158,31,125,4,323,97,44,202,8,347,479,83,192,16,764,256,129,216,22,624,330,263,235,23,843,307,296,171,30,807,232,314,116,11,670,212,367,117,9,707,493,675,140,28,1343,297,441,56,9,803,159,287,28,12,483,109,243,30,3,386,164,398,14,0,586,349,602,208,11,1179,81,36,52,8,178,3846,4254,2091,220,10408
POA6057,24,7,8,0,38,13,0,5,0,14,9,3,16,0,24,9,0,25,0,34,49,9,41,0,104,39,17,68,7,124,209,12,62,0,289,119,52,71,9,253,134,116,102,4,357,131,135,62,3,332,103,133,56,5,301,98,168,40,3,314,256,339,62,11,665,144,259,26,5,442,102,166,16,4,292,57,120,10,4,193,61,194,12,0,266,161,302,76,0,537,28,21,4,0,60,1747,2056,770,64,4632
POA6058,17,7,15,0,43,13,3,6,0,21,10,4,14,4,37,9,0,35,0,46,36,6,34,0,82,29,7,53,3,91,174,18,43,3,240,94,42,54,3,196,104,79,72,8,257,115,95,64,8,279,99,126,39,6,267,86,120,22,3,237,185,261,42,13,504,100,186,26,6,318,61,112,9,5,191,30,61,5,0,105,33,85,9,0,126,123,223,53,3,407,20,10,17,0,43,1349,1459,607,65,3480
POA6059,45,21,17,0,86,23,4,9,0,35,21,4,25,3,61,8,5,24,0,40,100,18,38,7,161,58,36,82,8,178,309,61,64,12,454,179,93,85,13,365,221,117,102,9,453,197,171,80,16,459,127,152,62,4,353,96,182,44,8,332,256,384,71,14,723,173,304,34,9,522,130,219,22,3,372,96,186,25,0,316,180,519,14,3,721,190,362,89,8,648,32,26,10,0,75,2449,2886,896,121,6353
POA6060,40,19,18,0,77,9,8,14,3,35,19,13,19,0,53,15,11,35,0,55,85,21,50,7,167,48,32,85,3,162,233,42,77,5,360,142,73,67,16,301,223,139,101,15,477,184,153,71,17,432,138,123,57,8,330,168,123,41,10,339,389,263,60,24,731,285,206,30,7,527,189,164,13,5,371,147,146,16,3,311,235,332,17,7,589,234,220,83,5,546,46,16,13,0,69,2817,2089,874,142,5925
POA6061,61,66,43,9,181,18,21,23,3,64,28,32,73,5,133,17,22,93,3,139,148,106,129,19,399,76,141,195,14,425,446,211,202,22,875,221,291,220,33,758,281,392,220,38,940,285,392,159,25,863,225,356,122,27,730,229,308,80,23,643,484,500,117,40,1137,278,260,42,23,606,146,131,11,8,307,75,73,12,0,167,77,108,14,10,208,270,425,165,20,877,60,51,61,9,181,3426,3889,1981,330,9631
POA6062,60,34,35,11,139,30,14,11,3,55,24,20,36,4,90,20,18,40,0,79,162,30,70,4,262,84,50,106,3,243,508,104,126,16,746,282,174,131,17,603,301,263,158,13,733,275,285,133,21,709,198,269,89,18,569,182,288,57,15,543,406,599,91,18,1123,257,427,50,16,745,165,294,18,7,485,100,210,19,3,328,147,346,24,5,526,261,416,139,9,819,71,28,18,3,128,3514,3858,1376,188,8936
POA6063,25,14,18,0,58,13,10,6,0,26,8,15,26,0,51,7,8,32,4,55,50,21,34,6,110,27,28,70,0,122,137,57,62,0,256,75,108,66,4,254,83,156,71,6,314,105,160,57,7,337,75,162,50,5,291,78,165,33,5,288,149,306,42,11,511,79,188,17,5,288,30,115,11,3,156,26,67,10,0,102,22,112,3,0,139,67,210,71,3,352,16,23,16,3,53,1062,1939,685,74,3764
POA6064,56,42,46,6,152,26,13,24,0,55,24,31,69,6,131,18,22,71,0,115,129,75,109,4,320,68,90,153,7,314,360,162,155,10,698,167,201,171,13,554,250,333,181,20,784,190,384,143,24,738,143,334,97,14,585,163,292,84,12,552,241,577,121,19,962,148,354,42,12,556,83,214,25,3,321,39,110,15,3,168,44,160,10,3,218,160,454,138,8,764,44,48,31,3,123,2348,3896,1682,176,8104
POA6065,81,33,52,4,170,43,15,28,3,87,39,31,66,3,133,19,11,68,0,100,178,37,101,7,322,110,81,161,5,356,513,112,186,11,817,314,221,217,17,770,377,360,229,16,986,407,542,182,17,1144,286,629,148,15,1075,287,719,124,10,1144,798,1630,185,37,2654,540,1248,76,20,1879,341,862,37,14,1253,181,620,25,4,838,298,1001,17,11,1335,442,1232,175,11,1858,95,80,28,3,199,5348,9472,2090,202,17113
POA6066,25,17,22,4,74,10,3,11,3,33,12,3,23,6,35,6,3,39,0,48,62,24,42,3,131,26,39,80,6,142,196,85,85,0,370,104,104,95,9,313,121,166,117,8,412,135,185,72,15,408,87,210,57,4,358,93,200,59,3,354,212,399,68,11,687,120,311,40,5,473,54,176,10,9,246,39,128,6,0,173,49,190,7,3,256,111,355,86,3,557,22,34,7,0,65,1489,2638,925,80,5134
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
