region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6109,0,26,36,19,16,17,10,5,0,129,0,16,48,35,58,97,111,107,47,519,13,23,14,11,8,5,7,3,3,87,924,666,786,594,612,583,373,252,79,4869,0,77,605,605,631,695,421,239,44,3317,0,127,297,170,125,62,24,6,3,814,0,30,99,137,149,74,37,23,11,560,1894,0,0,0,0,0,0,0,0,1894,0,364,0,0,0,0,0,0,0,364,0,447,215,63,40,17,3,0,0,785,0,110,54,23,21,38,18,20,8,292,0,58,33,19,18,7,3,0,0,138,0,78,132,70,52,48,20,5,3,408,0,32,121,129,165,191,177,137,57,1009,35,53,43,32,18,15,7,6,3,212,1929,1376,1599,1248,1219,1147,710,436,129,9793
POA6110,0,107,69,46,43,41,25,4,0,335,0,45,122,104,167,278,296,303,131,1446,52,69,61,20,25,26,15,12,8,288,3408,2321,2599,2353,2083,1702,1055,645,202,16368,0,199,2164,2643,2417,2206,1300,559,92,11580,0,472,1066,618,376,185,52,8,3,2780,0,124,338,465,444,177,70,54,31,1703,7017,0,0,0,0,0,0,0,0,7017,0,1476,0,0,0,0,0,0,0,1476,0,1489,487,174,70,30,6,0,0,2256,0,288,169,73,85,93,69,47,21,845,0,141,126,66,45,18,3,3,0,402,0,212,216,132,122,88,63,10,0,843,0,110,330,347,409,505,444,407,173,2725,109,123,130,57,45,47,25,20,8,564,7126,4634,5026,4575,4013,3349,2032,1108,328,32191
POA6111,0,49,32,22,31,23,14,3,0,174,0,28,51,66,103,209,182,148,56,843,35,56,28,11,19,25,8,3,4,189,1954,1358,1232,1391,1547,1523,757,387,108,10257,0,71,898,1503,1877,2058,1104,403,52,7966,0,248,522,388,311,165,42,8,0,1684,0,73,168,286,286,144,51,35,17,1060,3971,0,0,0,0,0,0,0,0,3971,0,950,0,0,0,0,0,0,0,950,0,1044,376,115,61,15,3,0,0,1614,0,140,79,35,38,53,36,45,28,454,0,79,61,16,20,9,3,3,0,191,0,112,104,80,63,48,30,9,0,446,0,71,167,220,282,368,287,203,78,1676,66,100,67,33,35,45,14,6,4,370,4037,2888,2442,2676,2973,2905,1570,712,179,20382
POA6112,0,113,90,43,55,35,26,11,3,376,0,37,149,135,158,317,278,249,90,1413,72,125,60,22,36,28,17,19,3,382,4202,2842,3148,2561,2415,1923,1100,633,160,18984,0,297,2692,2826,2868,2377,1410,595,90,13155,0,810,1415,715,454,206,55,19,0,3674,0,161,402,560,479,221,84,76,21,2004,8446,0,0,0,0,0,0,0,0,8446,0,1557,0,0,0,0,0,0,0,1557,0,1694,537,198,75,47,6,0,0,2557,0,315,155,54,108,104,60,48,30,874,0,215,117,59,39,13,5,3,3,454,0,236,255,127,120,86,48,20,7,899,0,115,460,406,450,568,465,365,139,2968,147,234,144,74,76,55,27,23,3,783,8593,5634,6177,5019,4669,3677,2160,1149,293,37371
POA6121,0,0,3,3,3,0,3,0,0,12,0,4,3,5,6,4,5,4,0,31,3,5,3,0,3,3,0,0,0,17,285,182,102,242,236,160,58,21,6,1292,0,0,70,331,344,252,114,29,0,1140,0,22,39,50,52,19,3,0,0,185,0,7,8,18,26,4,3,0,0,66,592,0,0,0,0,0,0,0,0,592,0,139,0,0,0,0,0,0,0,139,0,163,31,9,8,0,0,0,0,211,0,10,8,0,3,12,6,6,6,51,0,10,7,3,6,6,0,0,0,32,0,0,7,3,6,6,3,0,0,25,0,4,9,16,22,18,12,9,0,90,3,8,6,0,6,6,3,0,0,32,595,363,185,430,473,323,144,44,6,2563
POA6122,0,17,10,7,6,9,4,0,0,53,0,10,20,10,30,43,30,12,0,155,8,32,16,0,7,14,0,0,0,77,1122,677,664,711,595,432,191,84,15,4491,0,65,605,897,825,636,329,104,12,3473,0,165,310,222,119,62,7,0,0,885,0,26,66,99,69,33,3,13,8,317,2270,0,0,0,0,0,0,0,0,2270,0,416,0,0,0,0,0,0,0,416,0,440,95,37,11,6,3,6,0,598,0,49,19,15,16,22,10,8,10,149,0,36,19,11,3,3,3,3,0,78,0,36,44,14,12,17,9,0,0,132,0,25,70,39,58,68,47,24,3,334,23,53,32,9,15,20,0,0,0,152,2293,1311,1260,1343,1128,867,411,158,33,8804
POA6123,0,0,0,3,0,3,0,0,0,6,0,3,0,0,6,3,6,12,3,33,4,3,0,3,0,3,0,0,0,13,162,98,70,121,108,72,32,18,6,687,0,5,55,138,137,107,56,21,3,522,0,19,40,36,21,13,0,0,0,129,0,0,11,23,20,9,0,0,0,63,355,0,0,0,0,0,0,0,0,355,0,68,0,0,0,0,0,0,0,68,0,76,13,3,0,4,0,0,0,96,0,7,5,6,4,0,0,0,0,22,0,7,3,0,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,6,0,6,7,3,14,11,10,17,3,71,4,7,0,6,3,6,0,3,0,29,359,195,134,218,199,153,66,41,6,1371
POA6124,0,3,0,0,3,0,0,0,0,6,0,0,3,5,7,9,7,6,0,37,5,0,0,0,0,0,0,0,0,5,116,41,47,84,80,61,46,11,0,486,0,5,40,96,87,84,68,9,0,389,0,3,17,27,29,10,6,0,4,96,0,0,6,13,7,4,0,5,0,35,218,0,0,0,0,0,0,0,0,218,0,43,0,0,0,0,0,0,0,43,0,30,13,3,3,3,0,0,0,52,0,0,0,5,8,0,9,0,0,22,0,6,3,0,3,0,3,0,0,15,0,3,3,0,6,0,0,0,0,12,0,4,3,15,13,16,11,10,0,72,8,4,4,3,0,3,3,0,0,25,226,98,89,162,156,120,100,24,4,979
POA6125,0,0,3,0,4,0,0,0,0,7,0,0,5,3,8,22,11,10,3,62,3,11,3,0,3,4,5,0,3,32,268,128,104,209,201,165,114,40,15,1244,0,6,74,270,278,248,184,66,6,1132,0,25,35,65,68,26,8,3,0,230,0,3,14,20,9,8,8,0,3,65,554,0,0,0,0,0,0,0,0,554,0,94,0,0,0,0,0,0,0,94,0,112,26,12,11,0,0,0,0,161,0,7,0,4,3,0,10,0,3,27,0,7,0,4,0,0,0,0,0,11,0,4,8,3,4,0,3,3,0,25,0,3,17,12,17,43,22,19,7,140,6,15,7,5,8,8,8,0,3,60,560,276,181,395,398,333,243,91,22,2499
POA6126,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,6,0,0,0,3,0,0,0,0,0,3,19,9,6,22,16,22,14,6,3,117,0,0,6,11,20,31,16,6,0,90,0,6,3,5,9,6,0,0,0,29,0,0,0,3,3,3,0,0,0,9,44,0,0,0,0,0,0,0,0,44,0,3,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,12,0,0,3,3,0,6,0,3,3,18,0,0,0,3,0,0,0,0,0,3,44,18,18,28,32,49,19,12,3,223
POA6147,0,52,48,9,20,20,3,4,0,156,0,20,75,61,85,173,142,103,47,706,14,29,19,11,12,10,10,0,0,105,1265,1002,1135,950,981,905,522,258,86,7104,0,64,933,1102,1104,1096,662,269,56,5286,0,130,346,196,117,69,28,7,0,893,0,35,104,208,193,137,55,34,13,779,2673,0,0,0,0,0,0,0,0,2673,0,778,0,0,0,0,0,0,0,778,0,585,350,100,63,15,0,0,0,1113,0,200,103,41,33,41,34,21,19,492,0,100,66,36,17,7,0,0,0,226,0,149,179,42,50,37,9,9,3,478,0,44,187,183,202,283,208,138,58,1303,34,57,49,19,20,17,13,3,3,215,2707,2142,2317,1927,1799,1702,1009,481,152,14236
POA6148,0,97,58,11,7,8,11,10,0,202,0,25,56,50,69,165,198,204,134,901,12,24,17,5,12,23,8,8,3,112,1414,1252,844,1130,1207,1072,733,449,198,8299,0,37,674,1450,1657,1455,941,464,100,6778,0,147,284,159,146,96,26,9,0,867,0,18,51,153,201,118,38,28,13,620,2893,0,0,0,0,0,0,0,0,2893,0,1244,0,0,0,0,0,0,0,1244,0,567,283,71,41,19,0,0,0,981,0,171,76,28,21,32,38,21,19,406,0,97,48,19,13,11,4,0,0,192,0,180,153,42,23,19,26,15,0,458,0,59,130,130,173,256,264,271,157,1440,18,52,40,10,20,34,19,11,3,207,2911,2572,1739,2062,2295,2040,1356,819,292,16086
POA6149,0,68,49,9,14,18,5,0,0,163,0,22,29,19,38,143,120,153,138,662,10,43,19,7,9,20,10,6,4,128,1410,1437,849,1120,1564,1487,588,360,211,9026,0,24,642,1573,2224,2310,936,377,93,8179,0,62,220,152,169,124,27,4,0,758,0,8,39,106,232,129,28,23,14,579,2973,0,0,0,0,0,0,0,0,2973,0,1526,0,0,0,0,0,0,0,1526,0,919,434,72,33,25,0,0,0,1483,0,145,69,17,18,29,21,29,29,357,0,79,57,11,13,0,3,3,0,166,0,173,135,25,24,33,14,3,0,407,0,54,69,72,101,214,174,204,176,1064,30,70,29,17,21,31,17,6,4,225,3003,3060,1694,2045,2835,2895,1220,649,316,17717
POA6150,0,317,70,8,10,7,3,5,0,420,0,27,22,11,21,62,79,119,49,390,3,41,10,7,3,6,0,4,0,74,937,1368,562,734,1038,887,445,336,107,6414,0,18,349,1022,1546,1442,744,379,94,5594,0,35,117,54,62,49,20,0,0,337,0,7,19,58,130,62,32,15,5,328,1971,0,0,0,0,0,0,0,0,1971,0,1188,0,0,0,0,0,0,0,1188,0,546,343,75,19,11,4,0,0,998,0,167,69,14,16,24,17,32,22,361,0,119,35,12,10,7,3,0,0,186,0,580,202,33,13,19,8,5,0,860,0,61,64,32,48,94,102,147,69,617,12,67,33,13,8,6,0,4,0,143,1983,2788,1231,1313,1852,1714,930,582,190,12583
POA6151,0,198,143,20,16,11,14,5,0,407,0,69,159,126,132,222,157,135,112,1112,11,44,32,15,13,13,10,3,5,146,1139,1091,1208,1083,1070,954,481,253,160,7439,0,48,813,1307,1294,1170,553,206,64,5455,0,202,536,231,190,144,40,0,0,1343,0,10,34,106,165,73,17,17,17,439,2261,0,0,0,0,0,0,0,0,2261,0,703,0,0,0,0,0,0,0,703,0,280,160,37,28,17,5,0,0,527,0,213,86,14,10,15,20,16,11,385,0,78,56,12,0,6,0,0,0,152,0,395,344,68,46,36,25,5,0,919,0,128,359,305,307,418,267,179,138,2101,23,78,67,38,36,22,14,6,5,289,2284,2135,2455,2118,2076,1901,941,429,235,14574
POA6152,0,354,191,37,30,45,18,6,3,684,0,124,232,145,201,342,277,335,204,1860,24,70,54,26,25,31,13,14,5,262,1539,1851,1818,1416,1523,1406,772,618,296,11239,0,82,1152,1647,1680,1604,818,463,108,7554,0,253,709,286,204,161,56,6,0,1675,0,22,89,183,270,148,52,47,36,847,3061,0,0,0,0,0,0,0,0,3061,0,1085,0,0,0,0,0,0,0,1085,0,504,316,72,61,36,8,0,0,997,0,498,191,31,40,28,43,23,20,874,0,215,92,13,11,8,0,0,3,342,0,725,502,99,58,80,40,15,3,1522,0,256,474,328,403,543,387,405,263,3059,55,127,106,40,36,51,27,17,5,464,3116,3767,3631,2699,2763,2659,1431,976,438,21480
POA6153,0,110,64,21,18,21,12,4,4,254,0,33,88,76,123,205,220,241,153,1139,19,39,36,13,15,23,14,14,0,173,1369,1387,984,1216,1450,1324,767,567,248,9312,0,37,682,1547,1891,1803,995,600,165,7720,0,121,323,162,166,115,39,7,0,933,0,7,42,142,216,118,36,40,24,625,2806,0,0,0,0,0,0,0,0,2806,0,1277,0,0,0,0,0,0,0,1277,0,543,317,65,51,30,0,0,0,1006,0,202,113,21,19,22,22,23,19,441,0,72,54,12,8,6,0,0,0,152,0,218,187,45,41,37,23,12,4,567,0,70,171,191,223,309,288,292,187,1731,30,66,63,23,34,33,23,18,0,290,2836,2613,1952,2208,2649,2473,1426,992,399,17548
POA6154,0,36,32,10,5,8,4,4,3,102,0,19,32,41,56,89,123,209,148,717,7,16,10,0,8,6,3,4,3,57,794,540,456,679,662,521,417,431,219,4719,0,6,352,891,853,691,508,409,109,3819,0,45,163,103,77,40,11,0,0,439,0,7,22,63,112,43,34,33,15,329,1655,0,0,0,0,0,0,0,0,1655,0,577,0,0,0,0,0,0,0,577,0,235,130,54,33,17,5,0,0,474,0,85,33,11,10,10,12,12,16,189,0,28,21,11,6,6,0,3,0,75,0,85,92,23,14,14,4,7,3,242,0,31,77,82,99,142,174,261,183,1049,17,34,26,8,18,6,10,4,3,126,1672,1133,916,1246,1222,969,758,729,329,8974
POA6155,0,101,108,33,21,27,14,7,0,311,0,55,122,83,133,217,218,137,57,1022,59,87,44,14,26,33,19,11,4,297,4752,3637,2869,3719,3610,2567,1110,476,155,22895,0,141,2631,5453,5426,4060,1648,580,77,20016,0,283,729,422,342,144,56,17,4,1997,0,44,136,396,520,253,46,40,25,1460,9673,0,0,0,0,0,0,0,0,9673,0,3562,0,0,0,0,0,0,0,3562,0,2156,921,161,49,35,8,0,0,3330,0,490,251,65,71,88,105,76,60,1206,0,247,162,69,21,14,10,3,0,526,0,268,323,82,43,51,30,10,0,807,0,133,285,213,275,353,296,183,76,1814,115,152,102,46,55,51,33,14,4,572,9788,7476,5540,6907,6802,5049,2232,923,246,44963
POA6156,0,60,93,19,22,15,15,5,0,229,0,28,62,64,117,175,181,257,130,1014,24,34,24,16,8,16,10,8,4,144,1501,935,902,1246,1116,783,603,579,196,7861,0,24,639,1582,1316,929,675,585,93,5843,0,97,350,264,175,80,14,9,0,989,0,14,59,171,204,84,48,43,23,646,3045,0,0,0,0,0,0,0,0,3045,0,852,0,0,0,0,0,0,0,852,0,433,169,63,73,32,3,0,0,773,0,109,34,16,9,28,18,24,17,255,0,46,30,16,7,3,0,0,0,102,0,139,226,57,49,38,22,11,0,542,0,52,143,171,230,261,242,326,170,1595,44,54,44,29,20,27,16,11,4,249,3089,1820,1694,2369,2083,1482,1038,1009,307,14891
POA6157,0,50,83,22,22,19,10,3,0,209,0,34,88,127,133,236,210,242,131,1201,13,25,18,9,8,15,10,7,0,105,994,659,848,997,949,814,500,422,195,6378,0,11,527,1038,980,834,504,330,95,4319,0,111,420,245,176,96,35,8,0,1091,0,14,52,153,195,74,26,26,22,562,2048,0,0,0,0,0,0,0,0,2048,0,533,0,0,0,0,0,0,0,533,0,288,131,41,41,19,0,0,0,520,0,81,45,14,9,15,16,18,3,201,0,30,27,16,12,3,0,0,0,88,0,98,160,50,46,28,17,11,0,410,0,51,182,239,278,369,296,298,164,1877,28,48,44,13,24,27,20,7,0,211,2076,1265,1588,1809,1761,1465,914,698,284,11860
POA6158,0,34,36,9,16,17,7,0,0,119,0,15,30,37,50,85,73,74,44,408,9,13,11,7,7,15,7,0,0,69,618,383,316,497,581,435,255,165,60,3310,0,3,158,582,701,556,287,163,23,2473,0,34,155,133,126,79,24,3,4,558,0,0,9,53,80,32,15,16,4,209,1233,0,0,0,0,0,0,0,0,1233,0,423,0,0,0,0,0,0,0,423,0,143,68,22,24,9,0,0,0,266,0,23,16,7,6,8,6,9,7,82,0,10,21,0,6,3,0,0,0,40,0,66,81,27,27,28,12,3,0,244,0,26,61,78,111,151,110,100,58,695,15,28,20,24,13,19,10,3,0,132,1248,756,589,926,1094,885,464,297,96,6355
POA6159,0,23,38,4,5,5,0,0,0,75,0,5,15,20,24,43,38,31,8,184,3,8,11,5,0,8,5,0,0,40,161,115,191,177,153,213,122,50,11,1193,0,0,80,173,147,221,150,53,12,836,0,20,104,52,40,35,13,4,0,268,0,0,5,25,33,24,5,0,0,92,309,0,0,0,0,0,0,0,0,309,0,77,0,0,0,0,0,0,0,77,0,36,23,7,0,0,0,0,0,66,0,7,7,0,0,0,5,3,0,22,0,7,17,4,3,3,0,0,0,34,0,33,81,21,13,8,0,0,0,156,0,9,46,47,60,86,62,48,8,366,13,14,21,13,4,11,5,0,0,81,322,203,384,342,300,388,240,108,20,2307
POA6160,0,86,137,26,21,17,5,3,0,295,0,33,66,78,104,139,120,90,39,669,8,23,13,7,3,12,7,6,0,79,386,423,615,472,526,490,288,179,61,3440,0,11,259,398,419,446,285,139,38,1995,0,79,325,188,136,102,19,6,0,855,0,6,22,55,96,42,17,17,7,262,746,0,0,0,0,0,0,0,0,746,0,226,0,0,0,0,0,0,0,226,0,143,63,19,26,8,0,0,0,259,0,43,32,5,13,16,9,12,9,139,0,26,22,15,4,3,5,3,0,78,0,151,275,71,54,45,16,9,0,621,0,61,164,194,228,274,198,125,48,1292,17,45,33,15,18,20,15,6,0,169,763,791,1195,960,994,956,564,317,102,6642
POA6161,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,13,3,15,0,0,0,0,36,0,0,6,5,11,4,0,0,0,26,0,0,7,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,12,0,0,0,0,17,0,0,0,0,0,4,0,0,0,4,9,5,21,11,23,8,0,0,0,77
POA6162,0,70,75,26,16,23,7,0,0,217,0,20,55,71,108,165,140,130,61,750,26,27,18,21,11,14,13,6,5,141,843,511,619,789,759,672,421,318,106,5038,0,10,308,772,727,625,444,308,60,3254,0,71,275,250,197,127,38,0,0,958,0,15,52,96,150,82,25,40,24,484,1652,0,0,0,0,0,0,0,0,1652,0,389,0,0,0,0,0,0,0,389,0,237,131,76,50,33,0,0,0,527,0,42,35,20,21,15,13,25,6,177,0,32,60,19,11,8,0,3,0,133,0,114,166,68,47,54,20,7,0,476,0,35,123,142,228,319,220,187,83,1337,41,44,36,38,25,17,22,9,5,237,1693,989,1186,1481,1456,1280,782,579,178,9624
POA6163,0,218,200,73,79,71,34,18,11,704,0,77,183,237,303,492,538,577,265,2672,63,110,64,49,39,32,24,27,7,415,3716,2951,2825,3174,3279,2777,1881,1277,401,22281,0,107,1830,3326,3625,3400,2369,1214,149,16020,0,422,1183,898,604,270,76,17,3,3473,0,100,265,564,713,328,144,116,37,2267,7427,0,0,0,0,0,0,0,0,7427,0,2036,0,0,0,0,0,0,0,2036,0,1737,818,329,179,62,3,0,0,3128,0,387,204,64,97,97,75,95,44,1063,0,239,172,63,45,21,9,3,3,555,0,518,553,269,198,146,62,32,11,1789,0,178,470,584,691,897,820,789,351,4780,121,206,144,106,72,59,37,36,7,788,7548,5930,5639,6203,6224,5280,3595,2302,605,43326
POA6164,0,162,126,35,41,41,14,4,0,423,0,57,171,125,159,226,183,135,46,1102,72,103,74,35,27,24,8,5,3,351,5309,3058,4238,4007,2834,1794,797,369,99,22505,0,208,4226,5537,3826,2419,1084,379,48,17730,0,588,1664,838,439,212,45,10,0,3796,0,79,270,557,517,208,65,26,11,1733,10915,0,0,0,0,0,0,0,0,10915,0,2052,0,0,0,0,0,0,0,2052,0,1851,614,146,55,21,3,0,0,2690,0,337,243,77,96,124,74,55,32,1038,0,208,165,58,32,15,4,3,0,485,0,359,369,136,113,79,26,9,3,1094,0,139,467,405,380,395,264,183,63,2296,137,193,183,83,52,47,18,8,3,724,11055,6014,8201,7837,5510,3520,1583,673,160,44553
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,16,6,3,10,8,9,3,0,0,55,0,0,3,8,8,9,3,5,0,36,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,8,20,0,0,0,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,4,0,5,0,0,0,0,0,9,20,14,3,19,17,9,6,5,0,93
POA6166,0,9,8,9,6,3,7,6,0,48,0,3,18,16,30,54,68,63,23,275,10,20,10,0,6,7,5,0,0,58,721,523,357,600,656,529,341,176,36,3939,0,3,257,770,933,779,512,221,23,3498,0,36,124,114,105,47,19,0,0,445,0,6,40,54,86,43,16,14,0,259,1389,0,0,0,0,0,0,0,0,1389,0,462,0,0,0,0,0,0,0,462,0,419,161,53,22,9,0,0,0,664,0,47,19,6,10,16,9,8,10,125,0,23,23,10,10,3,4,0,0,73,0,22,38,43,22,9,10,12,0,156,0,17,38,55,71,115,104,99,37,536,15,36,25,11,12,10,12,0,0,121,1404,1071,725,1116,1271,1031,686,354,70,7728
POA6167,0,55,43,41,34,19,12,3,3,210,0,46,121,84,126,168,164,165,55,929,46,56,41,17,12,18,11,5,3,209,2255,1387,1836,1463,1119,981,622,370,113,10146,0,127,1410,1428,1227,1104,760,371,62,6489,0,448,847,490,258,137,39,12,0,2231,0,100,275,350,223,121,56,30,16,1171,4584,0,0,0,0,0,0,0,0,4584,0,661,0,0,0,0,0,0,0,661,0,809,276,120,62,22,3,0,0,1292,0,133,107,57,60,69,35,27,10,498,0,105,64,34,23,4,5,0,0,235,0,114,140,109,91,45,32,7,7,545,0,95,282,267,344,333,291,236,77,1925,87,113,92,46,31,36,14,8,6,433,4671,2705,3493,2901,2319,1871,1235,691,178,20064
POA6168,0,84,49,31,29,43,17,12,0,265,0,59,91,84,171,280,397,383,172,1637,33,60,25,20,28,35,22,23,10,256,1732,1353,1262,1272,1476,1420,1175,858,268,10816,0,74,828,1172,1521,1661,1325,787,149,7517,0,371,602,389,310,151,52,24,6,1905,0,87,207,304,292,120,56,54,22,1142,3543,0,0,0,0,0,0,0,0,3543,0,739,0,0,0,0,0,0,0,739,0,821,227,119,59,25,7,0,0,1258,0,131,65,46,54,63,53,38,24,474,0,74,33,23,18,10,6,3,3,170,0,186,149,93,78,82,41,23,0,652,0,127,261,301,463,519,604,551,229,3055,59,125,81,45,61,60,30,32,10,503,3602,2735,2453,2492,2856,2691,2174,1512,443,20958
POA6169,0,69,40,28,40,36,22,6,3,244,0,55,95,89,182,277,305,279,106,1388,61,104,46,27,33,38,17,17,7,350,3302,2298,1941,2287,2412,1781,1221,738,194,16174,0,162,1380,2312,2881,2311,1624,794,137,11601,0,545,934,706,456,183,73,34,0,2931,0,118,328,522,459,169,52,45,24,1717,6602,0,0,0,0,0,0,0,0,6602,0,1454,0,0,0,0,0,0,0,1454,0,1557,365,114,71,34,7,0,0,2148,0,218,95,63,61,66,57,58,24,642,0,162,69,51,34,15,0,0,0,331,0,184,134,79,86,68,46,18,7,622,0,125,296,331,442,497,470,404,161,2726,108,194,110,69,61,66,33,28,7,676,6710,4719,3711,4247,4551,3409,2362,1381,360,31450
POA6170,0,20,12,8,9,8,3,0,0,60,0,10,26,16,27,32,19,8,0,138,9,16,7,6,3,4,0,0,0,45,793,490,527,515,389,240,118,25,5,3102,0,39,458,606,487,306,181,30,0,2107,0,143,259,142,80,36,6,0,0,666,0,24,62,87,80,26,7,4,8,298,1508,0,0,0,0,0,0,0,0,1508,0,288,0,0,0,0,0,0,0,288,0,286,67,25,6,3,0,0,0,387,0,60,21,12,11,17,15,4,0,140,0,34,16,9,8,6,4,0,0,77,0,46,54,20,19,8,6,0,0,153,0,21,54,42,59,60,36,13,0,285,20,30,20,14,8,4,0,0,0,96,1528,971,1011,957,758,466,255,51,8,6005
