region_id,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA6450,30,26,56,35,23,58,26,91,117,52,256,308,263,184,447,250,140,390,234,105,339,229,104,333,288,70,358,438,64,502,349,8,357,211,40,251,159,4,163,61,0,61,66,3,69,414,26,440,76,71,147,3181,1215,4396
POA6460,3,3,6,0,9,9,4,13,17,6,25,31,37,18,55,30,13,43,29,10,39,14,9,23,28,4,32,34,3,37,20,0,20,12,3,15,12,0,12,0,0,0,3,0,3,35,6,41,3,6,9,270,122,392
POA6461,3,0,3,0,0,0,0,9,9,5,12,17,20,5,25,15,11,26,11,5,16,8,9,17,8,0,8,8,4,12,4,0,4,3,0,3,3,0,3,3,0,3,3,0,3,11,0,11,3,5,8,108,60,168
POA6462,3,0,3,4,0,4,0,4,4,0,0,0,3,5,8,10,6,16,7,4,11,12,3,15,11,0,11,9,0,9,5,0,5,0,0,0,7,0,7,0,0,0,6,0,6,10,0,10,4,0,4,91,22,113
POA6468,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,0,3,7,0,7,5,0,5,8,3,11,5,0,5,9,0,9,3,0,3,3,3,6,0,0,0,4,0,4,10,0,10,0,4,4,57,17,74
POA6472,3,0,3,3,3,6,0,0,0,0,5,5,0,0,0,3,7,10,6,5,11,5,0,5,10,0,10,9,0,9,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,52,20,72
POA6475,5,4,9,3,3,6,0,3,3,3,13,16,18,4,22,15,4,19,16,6,22,10,5,15,6,3,9,11,3,14,11,0,11,3,3,6,3,0,3,0,0,0,3,0,3,10,3,13,0,5,5,117,59,176
POA6477,3,3,6,0,3,3,0,3,3,0,7,7,8,6,14,7,4,11,12,4,16,6,4,10,14,3,17,10,3,13,10,0,10,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,79,40,119
POA6479,3,0,3,0,3,3,0,6,6,7,7,14,22,6,28,16,8,24,8,5,13,10,6,16,9,3,12,20,7,27,14,0,14,11,3,14,7,0,7,3,0,3,4,0,4,15,0,15,6,0,6,155,54,209
POA6484,0,0,0,0,0,0,0,0,0,0,6,6,3,3,6,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,18,12,30
POA6485,3,0,3,3,6,9,0,5,5,4,18,22,25,11,36,15,14,29,15,13,28,10,6,16,5,5,10,20,5,25,4,3,7,3,3,6,0,0,0,3,0,3,3,0,3,12,0,12,0,6,6,125,95,220
POA6488,3,3,6,0,3,3,0,4,4,0,12,12,12,6,18,12,8,20,11,0,11,12,3,15,4,3,7,4,0,4,11,0,11,3,3,6,3,0,3,3,0,3,0,0,0,14,0,14,3,0,3,95,45,140
POA6490,0,3,3,0,0,0,0,6,6,0,6,6,11,4,15,3,3,6,10,3,13,10,3,13,7,0,7,5,0,5,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,56,31,87
POA6501,0,10,10,3,0,3,3,10,13,7,9,16,20,12,32,15,7,22,14,6,20,21,7,28,19,4,23,43,4,47,29,0,29,36,0,36,16,3,19,4,0,4,8,0,8,39,0,39,5,0,5,282,72,354
POA6502,3,6,9,8,6,14,3,11,14,8,20,28,22,11,33,31,12,43,29,9,38,18,5,23,17,6,23,33,5,38,25,0,25,19,4,23,8,0,8,3,0,3,5,0,5,45,0,45,8,4,12,285,99,384
POA6503,4,16,20,15,7,22,3,21,24,6,33,39,43,23,66,51,21,72,44,11,55,43,16,59,54,8,62,79,12,91,51,3,54,28,4,32,22,0,22,8,0,8,14,0,14,78,4,82,9,11,20,552,190,742
POA6505,0,3,3,3,0,3,0,0,0,0,5,5,5,3,8,9,0,9,10,4,14,6,0,6,4,4,8,15,0,15,0,0,0,0,0,0,4,0,4,3,0,3,3,0,3,12,0,12,4,0,4,78,19,97
POA6507,0,0,0,3,3,6,0,3,3,3,0,3,8,4,12,9,3,12,11,3,14,8,3,11,3,3,6,25,3,28,12,0,12,7,3,10,6,0,6,3,0,3,3,0,3,18,0,18,4,0,4,123,28,151
POA6509,0,0,0,0,3,3,0,3,3,0,3,3,6,4,10,9,7,16,7,8,15,5,7,12,12,4,16,13,3,16,11,0,11,0,3,3,4,0,4,0,0,0,4,0,4,9,3,12,0,0,0,80,48,128
POA6510,5,7,12,3,4,7,6,21,27,14,37,51,46,27,73,38,9,47,38,20,58,44,19,63,42,14,56,85,14,99,59,8,67,36,20,56,13,3,16,5,0,5,8,0,8,78,4,82,10,4,14,530,211,741
POA6511,10,0,10,4,3,7,0,5,5,0,18,18,18,6,24,17,5,22,15,0,15,4,8,12,11,0,11,16,4,20,11,0,11,3,4,7,3,0,3,0,0,0,0,0,0,14,0,14,7,3,10,133,56,189
POA6513,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,7,0,7,3,3,6,3,3,6,10,3,13,9,3,12,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,51,16,67
POA6514,4,0,4,6,3,9,0,10,10,4,16,20,23,12,35,11,7,18,10,9,19,8,6,14,14,5,19,12,6,18,8,0,8,6,4,10,10,0,10,3,0,3,3,0,3,28,0,28,6,4,10,156,82,238
POA6515,6,0,6,4,3,7,3,3,6,3,7,10,6,4,10,7,11,18,15,6,21,17,11,28,14,10,24,10,3,13,10,0,10,4,0,4,4,0,4,0,0,0,0,0,0,13,0,13,6,3,9,122,61,183
POA6516,4,3,7,9,9,18,3,18,21,4,30,34,46,26,72,22,23,45,35,16,51,28,12,40,32,12,44,48,11,59,31,0,31,35,4,39,14,0,14,3,0,3,6,0,6,56,4,60,11,12,23,387,180,567
POA6517,3,3,6,4,0,4,0,3,3,0,14,14,10,10,20,5,11,16,4,3,7,10,4,14,9,3,12,27,3,30,5,3,8,3,3,6,4,0,4,0,0,0,3,0,3,19,3,22,3,3,6,109,66,175
POA6518,3,0,3,3,0,3,0,3,3,0,3,3,3,0,3,3,0,3,3,0,3,3,3,6,0,3,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,30,12,42
POA6519,6,0,6,3,8,11,3,5,8,4,19,23,17,9,26,12,7,19,10,12,22,21,4,25,15,5,20,28,4,32,12,0,12,7,0,7,3,0,3,3,0,3,3,0,3,17,0,17,3,7,10,167,80,247
POA6521,0,0,0,3,3,6,0,4,4,3,4,7,8,4,12,4,5,9,8,0,8,5,3,8,7,0,7,13,0,13,10,0,10,11,0,11,3,0,3,0,0,0,0,0,0,22,0,22,3,3,6,100,26,126
POA6522,0,0,0,0,0,0,0,5,5,0,10,10,11,6,17,11,10,21,16,6,22,11,4,15,13,3,16,15,3,18,9,0,9,6,3,9,4,0,4,0,0,0,11,0,11,13,0,13,7,5,12,127,55,182
POA6525,12,8,20,10,13,23,14,35,49,9,78,87,117,44,161,76,35,111,76,26,102,63,18,81,87,17,104,118,23,141,55,3,58,58,18,76,41,0,41,11,0,11,31,0,31,167,6,173,33,23,56,978,347,1325
POA6528,0,3,3,0,3,3,0,0,0,3,6,9,0,3,3,6,0,6,7,3,10,0,5,5,10,0,10,9,0,9,10,0,10,6,0,6,4,0,4,4,0,4,0,0,0,15,3,18,4,0,4,78,26,104
POA6530,63,58,121,74,91,165,63,254,317,140,659,799,692,438,1130,551,318,869,564,271,835,550,287,837,646,182,828,1039,261,1300,854,40,894,705,155,860,430,20,450,166,12,178,255,4,259,1249,75,1324,205,190,395,8246,3315,11561
POA6532,18,17,35,20,12,32,5,35,40,11,82,93,106,66,172,86,35,121,103,32,135,97,29,126,109,18,127,186,45,231,181,4,185,143,25,168,88,0,88,39,0,39,37,0,37,256,6,262,31,25,56,1516,431,1947
POA6535,9,10,19,11,3,14,0,25,25,11,50,61,59,24,83,47,15,62,52,12,64,29,4,33,24,4,28,29,7,36,30,0,30,14,6,20,12,0,12,3,0,3,3,0,3,80,4,84,17,14,31,430,178,608
POA6536,4,8,12,8,6,14,0,20,20,11,36,47,52,30,82,42,35,77,39,12,51,27,4,31,46,7,53,31,8,39,31,0,31,17,3,20,5,0,5,3,0,3,7,0,7,76,0,76,14,9,23,413,178,591
POA6537,3,7,10,4,3,7,3,12,15,0,18,18,22,12,34,17,13,30,16,8,24,12,5,17,16,3,19,18,5,23,21,4,25,8,3,11,8,0,8,0,0,0,3,0,3,20,4,24,0,9,9,171,106,277
POA6556,0,5,5,5,3,8,6,10,16,7,29,36,34,16,50,24,13,37,47,12,59,38,17,55,36,9,45,60,17,77,65,0,65,53,3,56,27,0,27,15,0,15,15,0,15,81,0,81,9,13,22,522,147,669
POA6558,0,0,0,0,3,3,0,6,6,0,10,10,20,11,31,10,4,14,18,5,23,23,6,29,12,4,16,33,3,36,12,3,15,24,6,30,12,0,12,4,0,4,6,0,6,31,0,31,9,5,14,214,66,280
POA6560,3,0,3,5,0,5,3,13,16,4,30,34,34,8,42,25,12,37,31,6,37,31,9,40,27,4,31,34,8,42,35,0,35,26,7,33,12,0,12,0,0,0,6,0,6,51,0,51,7,8,15,334,105,439
POA6562,5,3,8,7,4,11,3,6,9,0,11,11,38,15,53,29,10,39,21,13,34,29,9,38,24,7,31,39,3,42,29,0,29,27,3,30,11,0,11,3,0,3,3,0,3,49,3,52,6,9,15,323,96,419
POA6564,6,0,6,3,0,3,0,0,0,3,7,10,14,0,14,4,4,8,6,7,13,3,4,7,8,0,8,11,0,11,7,0,7,6,0,6,0,0,0,0,0,0,4,0,4,19,3,22,3,3,6,97,28,125
POA6566,7,5,12,17,11,28,13,32,45,17,75,92,74,49,123,89,31,120,64,20,84,64,15,79,64,16,80,104,10,114,54,4,58,59,9,68,41,3,44,9,0,9,13,0,13,155,4,159,17,13,30,861,297,1158
POA6567,0,4,4,0,0,0,3,4,7,3,4,7,13,0,13,10,3,13,13,5,18,13,0,13,7,0,7,11,5,16,4,0,4,5,3,8,7,0,7,3,0,3,0,0,0,22,0,22,3,3,6,117,31,148
POA6568,0,3,3,3,0,3,0,0,0,4,5,9,11,3,14,7,3,10,3,4,7,10,0,10,3,0,3,3,0,3,4,0,4,5,0,5,3,0,3,0,0,0,0,0,0,7,0,7,0,4,4,63,22,85
POA6569,3,3,6,0,0,0,0,0,0,0,13,13,15,4,19,11,3,14,5,8,13,4,3,7,8,4,12,8,3,11,3,3,6,3,0,3,0,0,0,4,0,4,3,0,3,11,3,14,5,3,8,83,50,133
POA6575,0,5,5,0,0,0,3,0,3,0,0,0,5,3,8,3,0,3,8,4,12,5,5,10,5,5,10,8,0,8,9,0,9,4,0,4,0,0,0,0,0,0,0,0,0,8,0,8,7,0,7,65,22,87
POA6603,4,0,4,5,3,8,0,10,10,7,30,37,17,20,37,15,15,30,18,18,36,20,12,32,36,10,46,43,17,60,29,3,32,17,4,21,12,0,12,0,0,0,4,0,4,48,4,52,5,6,11,280,152,432
POA6606,4,0,4,0,0,0,4,0,4,0,5,5,7,4,11,3,4,7,9,3,12,11,3,14,11,3,14,22,4,26,13,0,13,0,4,4,0,0,0,0,0,0,3,0,3,9,0,9,0,3,3,96,33,129
POA6608,0,0,0,3,0,3,3,0,3,3,3,6,5,3,8,4,3,7,5,3,8,7,3,10,3,3,6,6,0,6,3,0,3,4,0,4,4,0,4,0,0,0,0,0,0,15,0,15,3,3,6,68,21,89
POA6609,0,0,0,3,3,6,0,4,4,0,10,10,10,14,24,4,13,17,10,10,20,13,7,20,11,8,19,19,0,19,14,4,18,11,0,11,8,0,8,0,0,0,10,0,10,21,3,24,3,5,8,137,81,218
POA6612,0,0,0,0,0,0,0,3,3,0,4,4,5,4,9,14,0,14,3,3,6,8,4,12,0,3,3,14,0,14,5,0,5,0,3,3,3,0,3,0,0,0,3,0,3,9,0,9,3,0,3,67,24,91
POA6620,0,3,3,5,0,5,0,3,3,0,3,3,6,0,6,7,0,7,7,0,7,0,5,5,4,0,4,4,3,7,6,0,6,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,48,17,65
POA6623,11,3,14,4,3,7,3,6,9,3,22,25,26,20,46,21,9,30,28,10,38,22,14,36,28,12,40,41,7,48,13,3,16,14,5,19,13,0,13,3,0,3,14,0,14,39,3,42,12,8,20,295,125,420
POA6628,0,0,0,0,0,0,0,4,4,0,3,3,3,0,3,0,3,3,4,0,4,10,0,10,6,0,6,5,0,5,3,0,3,4,3,7,0,0,0,0,0,0,9,0,9,5,0,5,3,0,3,52,13,65
POA6630,4,0,4,0,0,0,0,3,3,0,10,10,13,6,19,9,11,20,14,10,24,11,4,15,6,5,11,10,0,10,8,3,11,0,5,5,0,0,0,0,0,0,5,0,5,22,0,22,4,3,7,106,60,166
POA6635,0,0,0,0,3,3,0,3,3,0,3,3,4,3,7,8,0,8,7,0,7,9,3,12,0,3,3,3,0,3,3,0,3,5,3,8,5,0,5,3,0,3,0,0,0,17,3,20,3,0,3,67,24,91
POA6638,0,3,3,0,3,3,3,3,6,4,14,18,12,9,21,13,3,16,8,6,14,13,7,20,15,8,23,13,7,20,8,0,8,4,4,8,0,0,0,0,0,0,6,0,6,19,3,22,3,3,6,121,73,194
POA6639,0,0,0,3,3,6,0,0,0,0,3,3,4,3,7,3,3,6,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,5,0,5,0,3,3,30,15,45
POA6640,0,3,3,0,0,0,0,9,9,0,11,11,9,5,14,0,3,3,14,0,14,0,3,3,0,3,3,8,4,12,4,0,4,5,0,5,0,0,0,0,0,0,4,0,4,5,3,8,7,3,10,56,47,103
POA6642,0,0,0,6,6,12,3,14,17,3,15,18,24,6,30,16,12,28,5,11,16,27,15,42,6,10,16,21,8,29,16,0,16,10,3,13,3,0,3,3,0,3,4,0,4,18,3,21,23,9,32,188,112,300
POA6646,0,0,0,0,0,0,3,3,6,0,0,0,8,0,8,3,6,9,10,4,14,6,5,11,5,3,8,13,3,16,12,0,12,5,4,9,5,0,5,0,0,0,0,0,0,7,3,10,4,0,4,81,31,112
POA6701,18,14,32,20,13,33,11,51,62,15,110,125,115,78,193,96,63,159,94,54,148,95,46,141,88,43,131,156,43,199,112,4,116,106,31,137,68,6,74,35,0,35,38,0,38,198,12,210,57,59,116,1322,627,1949
POA6705,3,3,6,0,0,0,4,0,4,0,5,5,8,4,12,5,0,5,6,4,10,0,3,3,4,0,4,4,4,8,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,5,0,5,49,23,72
POA6707,7,9,16,5,6,11,0,21,21,5,41,46,32,29,61,36,31,67,38,33,71,34,18,52,47,20,67,88,16,104,78,5,83,67,18,85,48,0,48,11,3,14,14,3,17,77,10,87,14,9,23,601,272,873
POA6710,3,3,6,5,3,8,3,4,7,4,13,17,9,12,21,12,3,15,7,11,18,15,8,23,7,10,17,17,15,32,17,0,17,20,18,38,20,0,20,3,0,3,9,0,9,24,3,27,5,9,14,180,112,292
POA6713,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,4,0,4,4,0,4,5,0,5,10,5,15,9,13,22,16,3,19,37,29,66,51,0,51,25,0,25,65,8,73,30,5,35,0,0,0,262,66,328
POA6714,18,15,33,14,12,26,11,16,27,21,22,43,40,22,62,26,31,57,36,34,70,39,86,125,69,83,152,197,154,351,199,16,215,703,268,971,471,26,497,287,17,304,730,66,796,352,52,404,50,29,79,3263,949,4212
POA6716,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,3,0,3,8,6,14,5,0,5,47,33,80,21,0,21,8,0,8,18,0,18,23,0,23,3,0,3,136,52,188
POA6718,0,4,4,0,0,0,3,4,7,5,4,9,7,6,13,11,3,14,14,0,14,5,8,13,8,0,8,17,4,21,16,0,16,12,4,16,10,0,10,10,0,10,8,0,8,40,3,43,5,0,5,171,40,211
POA6720,3,3,6,3,3,6,3,3,6,3,3,6,13,4,17,8,0,8,5,3,8,10,9,19,10,18,28,26,20,46,27,3,30,74,34,108,60,3,63,19,3,22,73,3,76,64,3,67,14,3,17,415,118,533
POA6721,3,11,14,3,5,8,0,14,14,0,17,17,13,10,23,12,7,19,7,16,23,7,21,28,21,24,45,40,53,93,54,3,57,178,113,291,110,6,116,82,3,85,190,16,206,97,11,108,10,14,24,827,344,1171
POA6722,15,15,30,5,7,12,10,15,25,17,26,43,32,10,42,40,23,63,29,22,51,44,37,81,47,40,87,124,83,207,116,5,121,321,168,489,249,12,261,206,14,220,367,40,407,257,37,294,73,42,115,1952,596,2548
POA6725,14,33,47,27,22,49,20,80,100,28,101,129,97,75,172,133,76,209,111,80,191,109,86,195,129,59,188,223,74,297,248,23,271,224,72,296,164,11,175,63,3,66,85,10,95,290,51,341,51,44,95,2016,900,2916
POA6726,11,13,24,7,5,12,20,17,37,12,30,42,37,26,63,40,38,78,49,36,85,69,38,107,60,37,97,139,57,196,174,17,191,142,40,182,111,12,123,38,10,48,90,10,100,209,26,235,32,23,55,1240,435,1675
POA6728,3,10,13,16,7,23,12,34,46,19,38,57,79,28,107,86,30,116,49,22,71,76,41,117,68,34,102,119,40,159,82,7,89,62,20,82,57,6,63,26,5,31,17,0,17,135,8,143,44,20,64,950,350,1300
POA6740,3,4,7,8,0,8,3,15,18,8,19,27,33,11,44,26,15,41,16,17,33,20,18,38,22,3,25,33,16,49,28,0,28,15,11,26,15,0,15,5,0,5,7,3,10,39,4,43,7,14,21,288,150,438
POA6743,8,19,27,5,12,17,14,27,41,24,26,50,46,40,86,57,44,101,62,50,112,67,73,140,80,55,135,175,71,246,164,9,173,106,48,154,123,11,134,48,3,51,79,5,84,226,37,263,34,24,58,1318,554,1872
POA6751,5,6,11,3,5,8,4,4,8,3,3,6,8,5,13,10,5,15,9,12,21,18,19,37,22,22,44,58,32,90,48,0,48,190,79,269,150,6,156,70,0,70,99,6,105,93,11,104,13,9,22,803,224,1027
POA6753,6,5,11,3,3,6,3,5,8,5,0,5,3,10,13,9,8,17,6,10,16,20,11,31,26,25,51,64,65,129,80,5,85,230,128,358,161,8,169,112,10,122,180,10,190,149,15,164,31,6,37,1088,324,1412
POA6754,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,5,5,10,9,7,16,25,27,52,23,0,23,71,50,121,42,4,46,24,5,29,68,0,68,42,5,47,6,6,12,318,116,434
POA6758,0,0,0,0,0,0,0,4,4,3,3,6,4,0,4,4,0,4,5,0,5,4,3,7,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,33,14,47
POA6760,0,0,0,0,3,3,0,7,7,4,0,4,7,8,15,9,4,13,6,3,9,4,4,8,5,6,11,5,7,12,7,0,7,8,0,8,4,0,4,0,0,0,0,0,0,9,0,9,9,7,16,77,49,126
POA6762,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,7,0,7,6,3,9,3,3,6,3,3,6,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,40,9,49
POA6765,0,0,0,10,5,15,3,7,10,9,3,12,25,3,28,33,6,39,24,7,31,24,14,38,19,14,33,31,18,49,24,0,24,16,0,16,14,5,19,4,0,4,6,0,6,21,3,24,5,5,10,268,90,358
POA6770,8,7,15,7,3,10,15,20,35,18,21,39,67,4,71,79,11,90,53,18,71,57,12,69,26,25,51,44,20,64,42,7,49,19,7,26,16,4,20,5,0,5,10,3,13,37,4,41,11,8,19,514,174,688
POA6907,0,9,9,0,7,7,0,0,0,0,0,0,0,9,9,0,3,3,0,3,3,0,4,4,0,0,0,4,3,7,4,3,7,4,7,11,3,0,3,4,0,4,0,0,0,0,3,3,0,0,0,19,51,70
