region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA6535,3,20,84,293,130,13,3,19,565,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,3,12,4,4,3,0,0,3,29,0,0,0,0,0,0,0,0,0,6,42,91,297,133,13,3,22,607
POA6536,0,6,96,220,127,9,3,10,471,0,5,34,3,0,0,0,0,42,0,0,6,3,0,0,0,0,9,0,5,40,6,0,0,0,0,51,0,3,10,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,0,0,0,19,7,14,6,14,3,0,0,3,47,0,0,0,3,0,0,3,0,6,7,28,152,246,133,9,6,13,594
POA6537,0,10,36,101,30,7,0,3,187,0,0,3,0,0,0,0,0,3,0,0,4,3,0,0,0,0,7,0,0,7,3,0,0,0,0,10,0,11,10,16,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,10,19,3,0,0,0,43,8,7,5,12,5,0,0,0,37,0,0,0,0,0,0,0,0,0,8,28,58,135,38,7,0,3,277
POA6556,4,8,73,237,274,41,11,15,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,11,73,240,274,44,11,15,672
POA6558,0,7,28,103,100,20,6,9,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,28,108,100,20,6,9,278
POA6560,0,6,57,192,120,12,5,11,403,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,3,0,3,0,0,0,6,0,5,14,8,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,74,200,123,12,8,14,442
POA6562,4,10,43,184,131,31,9,4,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,13,43,184,131,31,9,7,422
POA6564,0,5,28,61,25,0,5,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,61,25,0,5,0,124
POA6566,6,24,169,498,309,63,13,23,1105,0,4,8,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,4,8,3,0,3,0,0,18,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,3,14,3,3,0,0,0,3,26,0,0,0,0,0,0,3,0,3,9,42,183,507,309,66,16,26,1158
POA6567,3,3,18,67,41,4,3,5,144,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,18,67,44,4,3,5,150
POA6568,0,0,9,42,24,9,0,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,24,9,0,3,87
POA6569,0,4,19,65,33,4,0,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,19,65,33,4,0,3,131
POA6575,0,3,5,32,35,7,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,8,32,35,7,0,0,88
POA6603,0,3,35,184,115,25,3,15,380,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,16,12,12,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,12,0,0,0,0,40,3,3,0,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,3,22,47,199,118,25,3,18,435
POA6606,0,0,15,65,33,5,3,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,65,33,5,3,3,127
POA6608,0,0,5,34,43,6,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,43,6,0,0,88
POA6609,0,3,35,106,41,16,12,0,213,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,35,106,41,16,12,0,220
POA6612,4,4,6,38,30,9,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,38,30,9,0,0,91
POA6620,0,3,9,32,15,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,9,35,15,3,3,0,68
POA6623,0,8,53,187,129,23,4,7,411,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,56,187,132,23,4,10,420
POA6628,0,0,0,27,25,5,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,27,25,5,0,0,63
POA6630,0,10,24,85,27,4,0,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,28,85,30,4,0,4,164
POA6635,3,4,12,28,14,10,13,5,89,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,28,14,10,13,5,92
POA6638,0,10,29,105,32,4,9,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,29,108,32,4,9,3,195
POA6639,0,3,10,17,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,3,3,6,10,17,5,0,0,3,44
POA6640,0,6,23,34,11,5,3,8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,9,23,37,14,5,3,8,102
POA6642,0,4,21,149,44,6,4,11,239,0,6,6,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,15,0,9,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,15,4,3,4,3,0,0,0,0,14,0,3,3,3,3,3,3,0,18,4,25,37,158,50,9,7,11,301
POA6646,0,3,15,43,18,0,4,0,83,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,3,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,12,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,10,27,47,22,0,4,0,110
POA6701,5,34,194,781,346,50,24,40,1474,0,33,54,33,3,0,0,18,141,0,0,7,0,0,0,0,0,7,0,33,61,33,3,0,0,18,148,0,23,28,3,0,0,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,3,0,0,0,6,60,54,87,23,27,20,3,0,35,249,0,3,3,9,3,0,0,0,18,59,180,309,853,372,53,24,99,1949
POA6705,0,0,14,37,12,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,37,12,4,0,4,71
POA6707,6,8,60,401,155,6,7,8,651,0,8,15,25,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,8,15,25,0,0,0,3,51,0,13,25,14,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,14,0,0,0,3,55,18,30,22,19,12,3,0,7,111,0,0,3,0,3,0,0,0,6,24,59,125,459,170,9,7,21,874
POA6710,0,7,36,123,25,8,0,12,211,0,3,12,3,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,3,12,3,0,0,3,3,24,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,22,0,9,0,0,0,14,50,0,0,0,3,0,3,0,0,6,5,32,48,138,25,11,3,33,295
POA6713,0,0,3,204,58,8,0,3,276,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,6,0,0,0,0,11,0,0,13,13,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,3,40,3,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,3,3,27,223,58,8,0,6,328
POA6714,8,20,124,1353,1538,94,19,64,3220,6,43,181,175,34,3,0,15,457,0,3,3,31,0,0,0,3,40,6,46,184,206,34,3,0,18,497,5,44,85,22,18,0,0,23,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,47,85,22,18,0,0,23,200,49,149,36,20,8,3,0,21,286,0,3,3,0,3,0,0,0,9,68,265,432,1601,1601,100,19,126,4212
POA6716,0,3,3,95,16,3,0,0,120,0,0,40,26,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,40,26,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,43,121,16,3,0,3,189
POA6718,0,4,34,87,26,3,3,5,162,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,4,33,0,3,0,3,0,0,0,0,6,9,27,39,95,26,3,3,9,211
POA6720,0,3,8,226,67,16,3,7,330,3,6,76,53,3,0,0,7,148,0,0,3,0,0,0,0,0,3,3,6,79,53,3,0,0,7,151,0,4,14,0,0,0,0,0,18,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,21,7,8,3,4,3,0,0,0,25,0,3,0,4,0,0,0,0,7,10,24,107,287,73,16,3,14,534
POA6721,0,15,45,334,298,34,6,11,743,0,14,26,10,4,0,0,18,72,0,0,8,33,24,0,4,4,73,0,14,34,43,28,0,4,22,145,0,18,72,30,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,72,30,0,0,0,0,120,8,38,16,28,12,3,4,40,149,0,0,6,6,0,0,0,0,12,8,85,173,441,338,37,14,73,1169
POA6722,3,28,101,1019,559,42,9,52,1813,0,27,91,97,37,0,0,3,255,0,3,25,83,31,0,3,3,148,0,30,116,180,68,0,3,6,403,0,16,41,44,14,0,0,6,121,0,0,0,0,0,0,0,0,0,0,8,14,38,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,24,55,82,14,0,0,9,184,31,53,12,9,5,0,0,31,141,0,0,3,0,3,0,0,3,9,34,135,287,1290,649,42,12,101,2550
POA6725,16,81,208,965,571,63,7,63,1974,7,56,104,34,7,0,3,11,222,0,8,33,20,3,0,3,3,70,7,64,137,54,10,0,6,14,292,12,71,135,50,4,0,4,14,290,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,71,138,50,4,0,4,14,293,83,124,33,32,14,0,3,22,311,7,3,18,6,9,0,0,4,47,125,343,534,1107,608,63,20,117,2917
POA6726,4,21,73,674,411,46,10,31,1270,0,16,51,69,16,0,0,5,157,0,6,5,5,0,0,0,0,16,0,22,56,74,16,0,0,5,173,0,10,38,8,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,8,0,0,0,0,56,42,80,20,20,5,0,0,10,177,0,0,0,0,0,0,0,0,0,46,133,187,776,432,46,10,46,1676
POA6728,5,47,173,580,266,32,3,26,1132,0,14,9,14,0,0,0,5,42,0,0,7,0,3,0,0,0,10,0,14,16,14,3,0,0,5,52,0,5,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,16,12,20,7,7,8,0,3,35,92,0,3,0,4,0,0,3,0,10,17,89,207,605,277,32,9,66,1302
POA6740,4,25,56,197,55,11,5,19,372,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,4,0,3,0,3,6,44,0,0,3,3,3,0,0,0,9,13,44,69,205,61,11,8,25,436
POA6743,9,42,175,656,331,32,7,24,1276,0,20,53,40,0,0,0,7,120,0,0,3,13,3,0,0,0,19,0,20,56,53,3,0,0,7,139,0,9,62,25,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,62,25,0,3,0,0,99,60,168,42,31,14,3,0,29,347,0,3,3,3,0,0,3,0,12,69,242,338,768,348,38,10,60,1873
POA6751,0,6,11,712,138,12,4,10,893,0,14,38,6,0,0,0,0,58,0,0,0,19,0,0,0,0,19,0,14,38,25,0,0,0,0,77,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,11,19,3,5,3,0,3,3,47,0,0,0,0,0,0,0,0,0,11,39,61,742,141,12,7,13,1026
POA6753,3,14,114,703,342,20,3,24,1223,0,18,47,4,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,18,47,4,0,0,0,3,72,0,4,77,0,0,0,0,5,86,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,3,0,8,0,0,0,0,11,0,7,87,8,0,0,0,5,107,3,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,4,6,43,251,715,342,20,3,32,1412
POA6754,0,3,3,322,69,0,0,7,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,30,322,69,0,0,7,434
POA6758,0,4,4,28,3,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,4,4,28,3,3,0,3,48
POA6760,3,3,22,50,22,3,0,8,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,4,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,3,7,31,50,22,3,0,11,127
POA6762,0,3,8,35,7,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,35,7,0,0,0,53
POA6765,0,14,52,147,64,0,0,4,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,15,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,15,0,0,0,0,48,10,4,7,0,0,0,0,4,25,0,0,0,0,0,0,3,3,6,10,22,88,162,64,0,3,11,360
POA6770,3,26,90,316,92,12,3,12,554,0,5,15,6,0,0,0,0,26,0,0,5,3,0,0,0,0,8,0,5,20,9,0,0,0,0,34,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,19,25,7,8,3,0,3,3,68,0,6,10,5,3,0,3,0,27,22,62,130,338,98,12,12,15,689
POA6907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,23,0,4,7,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,15,20,18,10,12,3,3,0,0,66
