region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA6063,3,11,54,1734,2157,199,31,72,4261,0,33,43,93,7,0,0,17,193,0,0,0,0,0,0,0,0,0,0,33,43,93,7,0,0,17,193,0,6,26,29,6,0,0,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,29,6,0,0,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,123,1856,2170,199,31,94,4526
POA6064,17,37,185,4121,3934,440,69,167,8970,0,156,157,446,18,4,0,18,799,0,0,0,78,0,0,5,0,83,0,156,157,524,18,4,5,18,882,0,28,73,178,7,5,0,13,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,107,0,0,0,4,120,0,33,77,285,7,5,0,17,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,226,419,4930,3959,449,74,202,10276
POA6065,14,85,571,3434,10406,934,102,142,15688,0,5,118,456,272,29,0,8,888,0,6,0,84,68,10,5,3,176,0,11,118,540,340,39,5,11,1064,0,59,124,88,4,3,0,9,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,59,127,88,4,3,0,12,293,19,77,45,3,0,0,0,10,154,0,0,0,0,0,0,0,0,0,33,232,861,4065,10750,976,107,175,17199
POA6066,8,26,81,1772,3328,405,70,62,5752,0,12,50,92,0,0,0,6,160,0,0,0,4,0,0,0,0,4,0,12,50,96,0,0,0,6,164,0,22,27,54,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,25,27,54,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,63,158,1922,3331,405,70,68,6025
POA6067,0,4,3,7,3,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,8,0,0,28
POA6068,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6069,8,10,178,1919,4908,450,65,67,7605,3,6,49,143,54,0,0,4,259,0,3,24,66,12,0,0,0,105,3,9,73,209,66,0,0,4,364,0,3,116,40,17,0,0,4,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,6,119,40,17,0,0,4,186,0,3,0,0,4,3,0,0,10,0,0,0,3,0,0,0,0,3,11,28,370,2171,4995,453,65,75,8168
POA6070,3,12,92,469,539,104,14,18,1251,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,98,474,539,104,14,18,1262
POA6071,3,0,99,420,519,90,17,6,1154,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,107,423,525,90,17,6,1171
POA6072,3,0,15,93,127,21,0,6,265,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,16,0,0,4,6,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,99,133,21,0,6,281
POA6073,3,39,95,349,448,68,17,56,1075,0,0,11,9,0,0,0,0,20,0,0,3,8,13,0,0,0,24,0,0,14,17,13,0,0,0,44,0,0,23,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,29,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,3,39,132,372,461,68,17,68,1160
POA6074,0,7,28,121,134,30,7,9,336,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,121,134,30,7,9,339
POA6076,8,66,406,2439,3181,707,158,82,7047,0,22,110,160,23,3,5,10,333,0,0,6,11,15,11,0,0,43,0,22,116,171,38,14,5,10,376,0,37,86,44,4,0,0,5,176,0,0,3,0,0,0,0,3,6,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,42,92,44,4,0,0,8,190,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,130,614,2657,3223,721,163,100,7616
POA6077,0,3,9,88,216,65,35,3,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,66,19,0,0,0,3,95,0,0,0,0,0,0,0,0,0,0,10,75,107,216,65,35,6,514
POA6078,0,3,8,25,102,26,9,0,173,0,0,3,10,49,13,3,3,81,0,0,0,0,3,0,0,0,3,0,0,3,10,52,13,3,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,35,154,39,12,3,257
POA6079,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA6081,0,17,86,504,767,132,34,11,1551,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,86,504,770,132,34,11,1554
POA6082,3,12,76,341,463,90,21,17,1023,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,3,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,9,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,15,79,345,469,90,21,23,1045
POA6083,8,38,101,361,507,99,25,5,1144,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,3,11,38,101,367,510,99,28,5,1159
POA6084,3,39,144,625,1038,180,54,14,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,8,3,4,0,0,0,21,0,4,0,0,0,0,0,0,4,6,49,152,628,1042,180,54,14,2125
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA6100,3,31,482,1560,508,64,18,40,2706,3,46,146,412,25,0,0,17,649,3,36,62,389,59,5,0,10,564,6,82,208,801,84,5,0,27,1213,15,120,119,110,10,0,3,16,393,3,57,233,33,3,0,0,10,339,3,310,496,158,16,4,3,11,1001,0,0,0,0,0,0,0,0,0,21,487,848,301,29,4,6,37,1733,3,0,3,3,3,0,0,0,12,0,6,0,0,0,0,0,0,6,33,606,1541,2665,624,73,24,104,5670
POA6101,5,73,798,1984,761,107,39,83,3850,3,65,292,766,71,0,5,47,1249,3,4,23,98,39,7,5,3,182,6,69,315,864,110,7,10,50,1431,3,143,95,269,31,4,0,28,573,3,56,78,12,0,0,0,4,153,0,68,7,0,0,0,0,4,79,0,0,0,3,0,0,0,0,3,6,267,180,284,31,4,0,36,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,409,1293,3132,902,118,49,169,6089
POA6102,11,45,389,1216,576,123,72,59,2491,5,48,143,270,64,10,11,18,569,7,7,4,156,45,26,29,16,290,12,55,147,426,109,36,40,34,859,29,316,300,436,81,11,6,40,1219,4,20,33,31,0,0,0,4,92,24,71,216,3,0,0,0,22,336,0,0,0,0,0,0,3,0,3,57,407,549,470,81,11,9,66,1650,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,80,510,1085,2112,766,170,121,159,5003
POA6103,4,50,336,1064,418,49,10,52,1983,0,46,89,128,29,0,0,12,304,0,13,15,124,40,0,0,0,192,0,59,104,252,69,0,0,12,496,0,45,120,132,19,5,0,11,332,5,152,228,82,0,0,0,18,485,0,3,25,122,3,0,0,0,153,0,0,0,0,0,0,0,0,0,5,200,373,336,22,5,0,29,970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,309,813,1652,512,54,10,93,3452
POA6104,8,28,421,1903,1210,110,23,91,3794,7,143,248,364,33,3,0,32,830,0,4,12,107,16,3,0,5,147,7,147,260,471,49,6,0,37,977,3,43,60,48,4,0,0,3,161,0,3,3,13,3,0,0,0,22,0,0,0,17,0,0,0,3,20,0,0,0,0,0,3,0,0,3,3,46,63,78,7,3,0,6,206,0,4,5,4,0,0,0,3,16,0,0,9,7,0,0,0,0,16,18,225,758,2463,1266,119,23,137,5009
POA6105,4,32,383,2498,1079,105,22,87,4210,0,7,164,262,32,0,0,14,479,0,7,11,86,14,0,0,3,121,0,14,175,348,46,0,0,17,600,0,15,142,213,31,0,0,14,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,142,213,31,0,0,14,415,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,61,706,3059,1156,105,22,118,5231
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
POA6107,27,128,685,4490,4125,487,103,207,10252,4,67,350,1043,119,9,15,80,1687,0,0,5,32,19,8,0,0,64,4,67,355,1075,138,17,15,80,1751,5,44,145,620,51,0,0,17,882,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,6,5,47,148,620,54,0,0,17,891,6,13,3,3,0,0,0,3,28,0,0,0,3,0,3,0,0,6,42,255,1191,6191,4317,507,118,307,12928
POA6108,8,16,237,2977,3685,423,41,92,7479,3,3,99,124,7,3,0,4,243,0,0,0,0,7,0,0,0,7,3,3,99,124,14,3,0,4,250,0,4,80,118,4,0,0,9,215,3,3,13,19,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,7,96,137,4,0,0,12,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,432,3238,3703,426,41,108,7988
POA6109,7,10,196,1847,1067,113,33,77,3350,3,9,126,192,3,3,0,10,346,0,0,14,3,3,0,3,0,23,3,9,140,195,6,3,3,10,369,0,0,9,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,15,27,65,4,3,0,0,0,5,104,0,0,6,3,0,0,0,0,9,37,84,355,2051,1073,116,36,95,3847
POA6110,21,39,457,4575,5019,454,68,153,10786,4,68,119,269,18,6,0,11,495,0,0,0,10,3,0,0,0,13,4,68,119,279,21,6,0,11,508,3,147,262,370,27,0,6,37,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,151,262,370,27,0,6,37,856,0,0,3,27,11,0,0,0,41,3,0,0,0,0,0,3,0,6,31,258,841,5251,5078,460,77,201,12197
POA6111,5,49,334,3332,2756,460,75,97,7108,4,36,65,194,9,0,0,11,319,0,0,3,3,0,0,0,0,6,4,36,68,197,9,0,0,11,325,0,32,108,218,10,4,0,11,383,0,0,17,3,0,0,0,0,20,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,32,125,224,15,4,0,11,411,16,39,6,0,3,0,0,4,68,0,0,0,4,0,0,0,0,4,25,156,533,3757,2783,464,75,123,7916
POA6112,23,99,540,4904,5839,695,134,175,12409,4,138,166,484,99,8,0,33,932,0,18,12,10,0,0,0,5,45,4,156,178,494,99,8,0,38,977,4,63,195,329,6,6,0,17,620,0,0,10,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,205,329,6,6,0,21,634,6,8,10,3,3,0,0,3,33,0,3,0,0,0,0,0,0,3,37,329,933,5730,5947,709,134,237,14056
POA6121,3,7,38,138,496,101,34,7,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,6,0,0,0,6,0,3,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,10,41,138,505,104,34,7,842
POA6122,5,15,68,623,1924,227,40,34,2936,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,5,15,86,632,1928,227,40,34,2967
POA6123,0,0,22,189,207,42,4,6,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,22,189,207,42,4,6,473
POA6124,0,6,41,143,146,21,6,9,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,143,146,21,6,9,372
POA6125,3,18,119,253,417,61,21,15,907,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,23,119,253,420,61,21,15,918
POA6126,0,3,17,38,28,6,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,38,28,6,0,0,92
POA6147,9,10,125,2596,1750,203,33,65,4791,0,30,135,229,10,3,0,11,418,0,0,0,39,3,0,0,0,42,0,30,135,268,13,3,0,11,460,0,20,58,116,17,0,0,4,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,20,61,116,17,0,0,4,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,60,321,2980,1780,206,33,80,5469
POA6148,6,14,231,2095,2007,384,64,57,4858,10,37,337,579,115,16,4,32,1130,0,0,4,43,43,8,0,0,98,10,37,341,622,158,24,4,32,1228,0,25,68,70,4,0,0,3,170,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,68,70,4,0,0,6,173,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,76,644,2787,2169,408,68,95,6263
POA6149,0,10,59,1355,3647,611,88,34,5804,3,6,89,174,13,3,0,8,296,0,0,0,0,0,0,0,0,0,3,6,89,174,13,3,0,8,296,0,139,126,59,0,3,0,16,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,126,59,0,3,0,16,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,155,274,1588,3660,617,88,58,6443
POA6150,3,9,38,483,2390,522,118,27,3590,0,8,228,101,30,7,3,6,383,0,3,29,28,6,0,0,3,69,0,11,257,129,36,7,3,9,452,3,0,8,58,35,35,20,12,171,0,0,29,3,0,0,0,0,32,3,3,12,0,0,44,0,3,65,0,0,0,0,0,0,0,0,0,6,3,49,61,35,79,20,15,268,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,9,26,344,673,2461,611,141,51,4316
POA6151,3,34,583,1293,955,200,35,45,3148,0,10,180,218,15,3,0,5,431,0,23,178,447,38,3,0,5,694,0,33,358,665,53,6,0,10,1125,3,96,319,165,18,0,0,6,607,0,286,384,150,0,0,0,13,833,0,133,438,317,17,0,0,14,919,0,0,0,0,0,0,0,0,0,3,515,1141,632,35,0,0,33,2359,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,582,2085,2590,1043,206,35,88,6635
POA6152,10,24,575,2103,1896,366,114,74,5162,3,103,968,701,74,7,0,43,1899,0,8,296,949,149,17,3,16,1438,3,111,1264,1650,223,24,3,59,3337,0,85,446,168,5,0,0,14,718,0,65,152,37,0,0,0,6,260,0,4,97,23,0,0,0,4,128,0,3,5,4,0,0,0,0,12,0,157,700,232,5,0,0,24,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,292,2539,3985,2124,390,117,157,9617
POA6153,4,30,507,2530,2115,469,75,71,5801,0,28,160,241,45,7,4,13,498,0,0,45,210,97,21,0,0,373,0,28,205,451,142,28,4,13,871,0,21,172,69,13,0,0,0,275,3,25,68,12,0,0,0,3,111,3,8,40,58,0,0,0,3,112,0,0,0,0,0,0,0,0,0,6,54,280,139,13,0,0,6,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,112,992,3120,2270,497,79,90,7170
POA6154,0,9,210,1207,1266,199,37,37,2965,0,37,323,200,9,0,0,14,583,0,3,15,24,3,0,0,0,45,0,40,338,224,12,0,0,14,628,0,21,64,39,0,0,0,6,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,64,39,0,0,0,6,130,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,6,0,73,615,1470,1281,199,37,57,3732
POA6155,9,23,183,3271,9551,1136,174,116,14463,0,34,53,221,20,5,0,5,338,0,0,0,13,13,0,3,0,29,0,34,53,234,33,5,3,5,367,0,3,39,49,0,0,0,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,42,52,0,0,0,3,100,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,9,63,278,3560,9584,1141,177,124,14936
POA6156,4,32,589,2370,1527,298,54,71,4945,0,44,213,163,16,0,0,11,447,9,4,4,93,29,0,0,3,142,9,48,217,256,45,0,0,14,589,3,45,236,145,6,0,0,5,440,0,15,42,5,0,0,0,4,66,0,0,4,7,0,0,0,0,11,0,3,0,0,0,0,0,0,3,3,63,282,157,6,0,0,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,16,143,1088,2783,1578,302,54,94,6058
POA6157,0,23,507,1902,1014,124,35,38,3643,5,34,453,452,48,3,0,16,1011,0,5,33,52,14,4,0,4,112,5,39,486,504,62,7,0,20,1123,3,74,333,248,11,0,0,12,681,0,20,11,3,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,94,344,251,11,0,0,15,718,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,156,1337,2663,1087,131,35,73,5490
POA6158,4,31,226,883,553,121,20,17,1855,0,11,79,79,5,0,0,8,182,0,9,64,139,24,3,0,4,243,0,20,143,218,29,3,0,12,425,0,7,43,23,0,0,0,0,73,0,37,84,17,0,0,0,4,142,0,0,72,27,0,0,0,8,107,0,0,0,0,0,0,0,0,0,0,44,199,67,0,0,0,12,322,0,3,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,3,4,98,568,1171,582,124,20,44,2611
