POA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA6104,0,0,3,10,0,3,0,0,0,18,0,0,3,10,12,0,6,4,7,41,0,0,3,15,3,0,0,0,0,24,0,0,3,3,3,4,7,3,5,24,6,19,35,117,51,32,22,3,3,279,0,0,0,4,0,3,3,0,0,9,3,7,3,13,0,3,0,0,0,29,0,5,0,8,0,0,0,0,0,11,0,25,24,80,24,18,6,0,0,181,0,0,0,3,3,3,0,8,4,29,0,0,0,16,7,18,7,7,3,63,0,0,8,39,5,14,6,0,0,75,0,3,5,20,9,7,0,3,0,50,0,0,0,0,3,0,4,0,0,9,3,0,3,21,8,10,0,0,0,41,0,0,3,24,0,0,0,0,0,32,0,0,3,38,10,8,3,0,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,3,0,5,6,0,0,0,0,16
POA6105,0,0,4,14,5,0,3,6,0,38,0,0,0,14,11,20,10,14,13,82,0,4,12,32,0,0,0,0,0,47,0,0,0,0,3,0,7,3,3,21,0,16,39,91,40,28,16,6,3,240,0,0,0,8,4,0,0,0,0,17,7,15,4,42,6,0,0,0,0,71,0,4,3,9,3,0,0,0,0,16,5,63,48,118,36,21,8,0,0,304,0,0,0,3,0,12,0,8,5,37,0,0,4,5,3,10,5,10,3,48,0,3,0,25,9,10,6,3,0,53,0,3,9,18,12,10,0,0,0,58,0,0,0,0,0,0,3,5,0,9,0,6,0,23,0,4,4,3,0,43,0,0,7,28,0,0,0,0,0,37,0,3,0,29,5,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,0,20,5,7,0,3,3,0,3,0,0,22
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,3,17,22,75,12,15,4,4,0,147,3,10,56,124,59,57,43,7,8,366,3,11,30,105,9,4,0,0,0,161,0,0,0,3,6,9,17,16,9,60,19,71,70,202,71,62,25,5,3,528,0,0,0,5,3,0,5,4,0,20,13,21,17,90,9,3,4,0,0,164,0,8,6,16,3,0,0,0,0,29,20,99,158,358,143,59,14,7,0,860,0,0,0,14,14,15,12,7,4,62,0,0,0,12,12,24,18,18,3,88,0,8,39,96,22,29,22,11,3,224,0,10,22,45,21,9,7,7,0,126,0,0,0,0,0,4,3,3,4,8,3,19,14,115,19,9,7,8,0,188,0,6,17,143,5,0,0,0,0,167,0,14,14,67,10,16,5,0,0,126,0,0,0,0,0,0,0,0,0,3,0,3,9,55,25,3,6,0,0,101,3,3,3,17,4,11,4,0,0,47
POA6108,0,0,7,17,0,6,0,0,0,36,0,5,15,36,28,25,14,3,5,122,0,0,3,4,0,0,0,0,0,6,0,3,0,0,4,12,16,17,4,57,0,45,55,145,75,53,23,8,0,397,0,0,0,3,0,4,12,0,0,26,0,10,14,31,6,0,0,0,0,59,0,0,8,6,7,0,0,0,0,18,5,34,41,88,43,19,13,3,0,250,0,0,0,3,0,6,3,0,0,15,0,0,0,18,15,34,23,14,5,112,3,19,23,54,35,39,39,12,0,218,0,16,17,41,25,24,16,5,0,144,0,0,0,0,0,0,0,4,0,12,0,6,3,27,4,4,3,4,0,59,0,0,4,36,0,3,0,0,0,40,0,8,9,45,15,11,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,4,0,4,4,4,3,0,0,0,23
POA6109,0,0,3,9,0,0,0,0,0,20,0,12,23,42,22,6,11,5,3,117,0,3,0,10,3,0,0,0,0,15,0,0,0,3,0,0,0,4,4,17,3,27,22,56,31,32,11,0,3,182,0,0,0,0,0,3,7,0,0,12,0,11,5,17,3,3,0,0,0,43,0,3,0,3,0,0,0,0,0,6,6,44,60,142,39,23,7,0,0,328,0,0,0,0,0,3,3,0,0,9,0,0,0,3,3,12,8,10,5,47,0,0,3,3,3,5,3,0,4,25,0,3,3,8,3,12,0,0,0,24,0,0,0,0,0,0,0,3,0,8,0,10,0,26,4,3,0,0,3,49,0,0,7,10,0,0,0,0,0,17,0,21,10,23,4,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,3,0,0,0,12
POA6110,0,11,6,34,8,7,3,3,0,67,0,9,20,86,35,36,21,9,5,223,0,0,4,19,4,3,0,0,0,28,0,0,3,4,9,14,38,21,17,110,7,83,86,245,130,86,42,10,4,699,0,0,0,3,6,6,9,4,0,26,5,26,20,81,6,7,0,0,0,144,0,9,6,9,8,0,0,0,0,35,4,76,66,209,80,37,15,4,0,489,0,4,4,18,3,4,3,0,0,34,0,4,0,25,21,38,42,17,8,162,0,20,36,71,48,31,15,3,0,222,0,29,41,111,70,33,11,8,4,308,0,0,0,3,0,6,0,0,0,6,0,16,19,92,15,20,9,4,0,177,0,0,3,32,3,0,0,0,0,44,0,27,23,62,17,7,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,3,3,3,16,10,5,3,0,3,41
POA6111,0,0,0,6,3,0,0,0,0,6,0,4,6,34,7,12,7,9,0,78,0,0,0,6,0,0,0,0,0,6,0,0,0,11,12,20,30,15,9,90,3,20,45,121,85,60,31,8,0,374,0,0,0,4,5,11,7,4,0,29,3,4,3,22,0,3,0,0,0,36,0,0,3,12,5,3,0,0,0,24,3,15,21,57,17,23,6,0,0,140,0,0,0,7,0,9,0,3,0,23,0,0,3,23,27,32,34,14,4,134,0,0,4,9,3,9,4,6,0,38,0,14,22,38,19,14,11,3,0,121,0,0,0,0,0,0,0,0,0,3,0,5,0,24,4,0,3,3,0,37,0,0,0,8,3,0,0,0,0,10,3,18,11,28,11,10,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,13,6,13,10,0,0,45
POA6112,0,6,5,45,5,3,6,0,0,81,0,3,18,47,25,23,5,11,0,132,0,3,0,22,3,0,0,0,0,22,0,4,4,25,18,30,55,43,14,189,25,109,133,377,188,122,27,20,3,1000,0,4,3,9,5,14,6,3,0,43,3,4,5,36,3,3,0,0,0,60,0,4,9,16,0,3,0,0,0,35,3,81,83,258,80,43,18,5,0,571,0,0,0,10,5,5,0,0,0,26,0,4,9,59,57,43,42,27,6,249,3,20,56,106,44,43,15,4,0,285,6,62,69,225,106,51,23,8,5,552,0,0,0,0,0,3,0,0,0,9,7,38,11,108,32,8,9,0,0,218,0,0,3,26,4,0,0,0,0,27,0,18,10,81,20,9,6,0,0,159,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,11,0,9,8,37,12,10,7,0,0,89
POA6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,3,13,9,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,16,0,0,0,3,0,0,0,0,0,5,0,3,4,8,4,3,0,0,0,23,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
POA6122,0,3,3,17,0,0,0,0,0,29,0,0,0,0,3,0,0,3,0,10,0,0,0,3,0,0,0,0,0,4,0,0,3,8,3,3,17,5,3,53,5,45,48,149,51,42,12,0,0,354,0,0,0,3,3,6,0,0,0,8,0,0,3,15,0,0,0,0,0,18,0,3,4,4,0,0,0,0,0,11,0,6,7,29,13,4,0,0,0,67,0,0,0,7,3,0,0,0,0,8,0,0,4,20,24,22,8,3,0,84,0,3,7,14,8,4,0,0,0,30,0,21,34,63,31,12,8,4,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,20
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,3,12,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,15,0,0,0,14,7,8,5,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,0,4,7,14,3,0,0,0,0,24,0,3,5,41,32,22,15,8,3,125,0,0,0,6,0,0,0,0,0,9,0,0,0,3,3,3,10,0,6,24,0,23,22,56,35,26,17,7,0,187,0,0,0,0,4,3,4,0,0,12,3,6,4,33,3,0,0,3,0,59,0,3,0,0,0,0,0,0,0,12,6,29,23,74,20,13,8,0,0,184,0,0,0,7,0,4,0,0,0,16,0,3,0,5,7,12,11,7,4,50,0,11,24,35,30,27,26,23,0,172,0,0,7,24,13,13,10,3,0,72,0,0,0,3,0,3,0,0,0,10,3,11,7,30,12,5,4,0,0,77,0,0,6,40,0,0,0,0,0,44,0,10,4,29,13,10,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,5,3,0,3,0,0,17
POA6148,0,3,0,14,0,0,0,0,0,25,0,0,0,4,3,3,4,10,3,32,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,10,19,13,7,60,3,21,15,60,44,27,18,6,4,196,0,0,0,0,0,8,0,0,0,9,0,3,0,8,0,5,0,0,0,23,0,0,5,7,3,3,0,0,0,14,0,19,15,38,17,9,7,0,0,102,0,0,0,4,3,3,4,3,4,20,0,4,3,14,10,20,20,21,9,104,0,26,34,46,37,34,17,8,0,198,0,7,22,33,22,20,6,5,10,120,0,0,0,0,0,0,0,0,0,7,4,30,22,52,45,14,6,3,0,178,0,0,0,22,0,4,0,0,0,40,0,6,4,17,8,7,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,13,0,6,5,5,0,4,5,0,0,32
POA6149,0,0,3,7,0,3,0,0,0,16,0,0,0,3,9,3,8,0,3,19,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7,0,10,5,6,29,0,16,16,39,33,31,13,3,0,154,0,0,3,0,0,0,9,3,0,13,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,3,11,19,5,7,3,0,0,51,0,0,0,3,0,3,0,3,0,15,0,5,13,15,27,24,31,13,7,136,0,26,45,39,35,46,17,7,3,217,0,16,36,54,37,25,22,11,3,205,0,0,0,0,0,0,0,0,0,3,0,5,7,12,22,15,6,3,0,71,0,0,4,27,3,10,3,0,0,49,0,0,3,12,7,10,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,9,5,0,0,29
POA6150,0,0,5,3,0,0,0,0,0,12,0,0,0,5,3,0,6,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,6,6,24,0,15,5,13,21,12,7,4,0,86,0,0,0,0,3,0,3,3,0,9,0,0,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,5,0,5,6,19,6,9,5,0,0,59,0,0,0,3,0,3,3,0,3,11,0,6,6,6,10,16,10,4,0,61,0,14,61,69,27,71,26,17,0,287,0,8,13,23,25,16,16,3,3,105,0,0,0,0,0,0,0,0,0,4,0,3,3,17,13,15,7,3,4,67,0,0,5,34,10,5,6,0,0,56,0,3,5,9,3,4,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,4,0,0,27
POA6151,0,0,3,6,3,3,0,0,0,22,0,0,0,3,3,7,0,4,0,23,0,0,3,14,0,0,0,0,0,19,0,0,0,4,0,3,10,8,0,26,0,3,16,59,42,48,18,4,0,192,0,0,0,5,3,3,5,4,0,17,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,3,3,25,4,7,3,0,0,50,0,0,0,10,0,3,0,6,0,22,0,8,4,23,28,13,16,3,3,99,0,6,11,43,12,19,7,6,3,98,0,11,14,36,24,17,14,4,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,3,0,0,26,0,0,3,14,3,0,0,0,0,18,0,3,3,19,3,3,3,0,0,35,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,8,3,19,8,7,3,0,0,47
POA6152,0,3,13,12,0,5,3,3,0,43,0,0,4,13,8,9,5,4,0,44,0,0,6,9,0,0,0,0,0,9,0,0,3,6,0,4,5,6,3,34,4,12,29,68,28,40,21,9,0,213,0,0,3,3,3,7,3,3,0,20,0,0,3,6,3,3,0,0,0,15,0,0,0,0,0,3,0,0,0,8,0,6,14,44,20,16,9,5,0,109,0,0,0,20,10,7,9,6,4,60,0,3,6,18,15,31,22,14,9,119,0,6,32,59,25,37,21,5,3,193,0,3,27,58,39,27,17,7,3,187,0,0,0,0,0,3,0,3,0,3,0,9,5,23,8,4,3,6,0,58,0,0,0,32,0,6,4,0,0,48,0,4,14,44,12,10,0,0,3,84,0,0,0,3,0,0,0,0,0,8,0,0,0,11,3,0,0,0,0,12,0,9,7,29,11,14,3,3,0,71
POA6153,0,0,3,6,0,3,4,0,0,13,0,0,0,0,5,3,4,3,0,14,0,4,3,4,0,0,0,0,0,16,0,4,0,7,0,3,12,7,5,41,0,4,12,33,34,27,31,6,3,144,0,0,0,3,3,4,3,3,6,26,0,0,0,3,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,3,9,25,12,4,4,0,0,55,0,3,0,7,3,11,3,3,0,30,0,3,7,23,32,25,29,11,3,132,5,17,27,59,34,34,19,3,0,199,0,20,21,43,41,28,23,10,5,194,0,0,0,4,0,0,3,3,0,13,0,3,3,21,11,14,7,0,0,51,0,0,3,15,6,3,4,0,0,29,0,0,6,14,7,9,0,0,0,38,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,11,11,6,7,6,3,0,0,53
POA6154,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,17,0,3,9,23,20,18,13,3,0,91,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,6,3,23,6,9,3,0,0,51,0,0,0,3,0,3,0,3,0,11,0,0,5,11,10,8,10,12,8,65,0,4,9,14,12,10,15,3,4,77,0,9,6,28,29,13,10,3,3,98,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,11,0,0,6,10,3,0,0,0,0,14,0,0,0,12,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,9,3,0,0,0,0,24
POA6155,0,6,6,19,17,13,5,0,0,65,0,0,3,25,21,23,15,6,3,104,0,3,0,14,0,0,0,0,0,19,0,0,0,7,8,9,23,9,7,60,4,85,82,148,121,61,30,8,3,537,0,0,0,7,14,14,8,0,0,48,0,25,9,71,20,7,3,0,0,134,0,3,0,5,7,3,0,0,0,21,0,25,24,92,44,34,3,3,0,227,0,0,0,17,6,17,3,0,3,46,0,10,14,45,50,55,43,16,7,239,9,75,142,204,165,150,50,23,3,820,0,72,126,179,154,72,22,16,3,636,0,0,0,5,5,8,0,0,0,19,0,42,44,140,80,21,15,11,0,360,5,0,16,107,14,12,3,0,0,155,0,7,6,49,23,9,3,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,12,3,16,4,15,20,10,3,0,0,72
POA6156,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,6,3,0,12,10,13,42,3,9,20,69,46,31,14,15,4,209,0,0,0,3,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,6,3,23,7,11,3,4,0,50,0,0,0,3,0,5,3,3,0,15,0,7,9,23,16,17,12,8,9,99,0,0,5,11,8,10,3,0,0,40,0,4,17,28,29,12,6,8,0,109,0,0,0,0,3,3,0,0,0,10,0,0,0,11,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,6,0,0,5,12,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,3,4,3,0,29
POA6157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,15,3,4,25,0,8,13,46,46,26,15,8,0,163,0,0,0,9,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,4,10,25,8,6,3,0,0,54,0,0,0,3,0,3,3,3,0,15,0,5,5,13,17,20,10,13,6,93,0,0,0,3,6,3,9,7,0,29,0,7,11,38,10,13,10,7,5,89,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,3,5,11,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,18,8,0,3,0,0,37
POA6158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,15,0,12,8,35,11,21,3,0,0,89,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,3,9,0,6,7,3,3,29,0,0,0,6,0,0,3,0,0,9,0,0,0,10,3,3,5,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,3,5,4,0,0,35
POA6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,3,0,15,4,7,8,0,0,42,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,14,0,0,0,3,0,0,0,0,0,8,0,0,3,12,9,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,4,0,0,0,23
