region_id,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
POA6033,0,0,0,0,44,44,0,0,0,0,35,35,15,3,0,0,38,56,45,3,3,0,9,60,33,0,6,0,6,45,32,5,5,0,3,45,18,0,3,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,146,11,17,0,135,309,0,0,0,0,26,26,3,0,0,0,28,31,20,3,3,0,21,47,51,3,4,0,5,63,32,0,4,3,0,39,24,0,3,0,0,27,14,0,3,4,0,21,7,0,0,3,0,10,0,0,0,0,0,0,151,6,17,10,80,264,0,0,0,0,70,70,3,0,0,0,63,66,35,6,3,0,59,103,96,6,7,0,14,123,65,0,10,3,6,84,56,5,8,0,3,72,32,0,6,4,0,42,7,0,0,3,0,10,3,0,0,0,0,3,297,17,34,10,215,573
POA6035,0,0,0,0,137,137,3,0,0,0,79,82,86,0,3,0,149,238,204,13,21,0,102,340,182,17,46,0,59,304,144,7,22,0,9,182,144,8,21,15,5,193,60,0,6,23,0,89,11,0,3,18,0,32,834,45,122,56,540,1597,0,0,0,0,134,134,16,3,0,0,94,113,112,6,5,3,114,240,211,21,32,3,82,349,179,19,51,12,35,296,158,11,43,12,5,229,111,3,32,19,0,165,42,3,7,39,4,95,11,0,4,60,3,78,840,66,174,148,471,1699,0,0,0,0,271,271,19,3,0,0,173,195,198,6,8,3,263,478,415,34,53,3,184,689,361,36,97,12,94,600,302,18,65,12,14,411,255,11,53,34,5,358,102,3,13,62,4,184,22,0,7,78,3,110,1674,111,296,204,1011,3296
POA6036,0,0,0,3,399,402,29,4,0,0,301,334,399,10,14,0,441,864,748,27,49,3,192,1019,426,22,50,6,56,560,203,11,19,3,6,242,128,3,7,0,0,138,45,0,6,4,0,55,0,0,3,0,3,6,1978,77,148,19,1398,3620,3,0,0,3,381,387,59,4,3,0,279,345,528,29,33,3,402,995,799,45,99,7,164,1114,328,33,100,12,42,515,186,16,66,21,9,298,115,3,24,32,0,174,30,0,3,20,0,53,4,0,0,3,0,7,2052,130,328,101,1277,3888,3,0,0,6,780,789,88,8,3,0,580,679,927,39,47,3,843,1859,1547,72,148,10,356,2133,754,55,150,18,98,1075,389,27,85,24,15,540,243,6,31,32,0,312,75,0,9,24,0,108,4,0,3,3,3,13,4030,207,476,120,2675,7508
POA6037,0,0,0,0,71,71,3,0,0,0,46,49,34,3,0,0,61,98,75,0,19,0,65,159,79,4,31,3,35,152,86,11,41,3,10,151,93,8,17,6,5,129,42,3,4,6,3,58,6,3,3,3,0,15,418,32,115,21,296,882,0,0,0,0,83,83,9,0,0,0,52,61,49,6,4,0,61,120,96,11,12,0,38,157,72,9,40,3,15,139,99,12,30,10,4,155,72,0,17,18,0,107,21,0,4,24,0,49,4,0,0,5,3,12,422,38,107,60,256,883,0,0,0,0,154,154,12,0,0,0,98,110,83,9,4,0,122,218,171,11,31,0,103,316,151,13,71,6,50,291,185,23,71,13,14,306,165,8,34,24,5,236,63,3,8,30,3,107,10,3,3,8,3,27,840,70,222,81,552,1765
POA6041,0,0,0,0,40,40,0,0,0,0,16,16,13,0,3,0,25,41,57,4,3,0,31,95,52,3,9,0,18,82,95,3,22,6,11,137,84,3,13,8,0,108,37,0,3,0,0,40,0,0,0,0,0,0,338,13,53,14,141,559,0,0,0,0,33,33,0,0,0,0,13,13,28,3,0,0,19,50,57,3,9,0,17,86,63,3,9,0,10,85,104,3,19,13,7,146,66,3,7,5,0,81,22,0,0,7,0,29,4,0,0,6,0,10,344,15,44,31,99,533,0,0,0,0,73,73,0,0,0,0,29,29,41,3,3,0,44,91,114,7,12,0,48,181,115,6,18,0,28,167,199,6,41,19,18,283,150,6,20,13,0,189,59,0,3,7,0,69,4,0,0,6,0,10,682,28,97,45,240,1092
POA6042,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,3,0,3,17,5,3,0,0,4,12,3,0,0,0,0,3,0,0,0,0,0,0,19,6,3,0,11,39,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,3,0,9,3,0,0,0,0,3,7,0,5,0,0,12,3,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,22,3,5,6,3,39,0,0,0,0,3,3,0,0,0,0,4,4,3,0,0,0,0,3,3,3,0,3,0,9,3,3,0,0,0,6,18,0,8,0,3,29,8,3,0,0,4,15,6,0,0,3,0,9,0,0,0,0,0,0,41,9,8,6,14,78
POA6043,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,4,7,7,0,3,0,7,17,6,4,0,0,0,10,13,3,5,0,3,24,15,0,5,3,0,23,6,0,0,0,0,6,3,0,0,0,0,3,53,7,13,3,17,93,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,5,8,8,3,3,0,3,17,5,0,4,0,0,9,13,0,0,0,3,16,18,0,0,0,0,18,3,0,3,0,0,6,0,0,0,0,0,0,50,3,10,0,17,80,0,0,0,0,6,6,0,0,0,0,3,3,6,0,0,0,9,15,15,3,6,0,10,34,11,4,4,0,0,19,26,3,5,0,6,40,33,0,5,3,0,41,9,0,3,0,0,12,3,0,0,0,0,3,103,10,23,3,34,173
POA6044,0,0,0,0,26,26,0,0,0,0,40,40,15,0,0,0,66,81,53,4,3,4,49,113,72,4,15,0,23,114,82,14,24,8,16,144,77,11,16,4,0,108,35,0,5,7,0,47,4,0,4,0,0,8,338,33,67,23,220,681,0,0,0,0,23,23,3,0,0,0,17,20,32,0,3,0,49,84,55,7,13,0,23,98,52,0,20,5,14,91,89,4,15,3,8,119,59,4,6,6,4,79,22,0,0,8,0,30,0,0,0,11,0,11,312,15,57,33,138,555,0,0,0,0,49,49,3,0,0,0,57,60,47,0,3,0,115,165,108,11,16,4,72,211,124,4,35,5,37,205,171,18,39,11,24,263,136,15,22,10,4,187,57,0,5,15,0,77,4,0,4,11,0,19,650,48,124,56,358,1236
POA6050,0,0,0,3,471,474,10,0,0,0,615,625,265,13,20,3,992,1293,565,32,52,3,354,1006,668,31,108,5,220,1032,529,29,139,8,107,812,299,18,47,17,40,421,231,7,27,42,18,325,104,0,6,77,12,199,2671,130,399,158,2829,6187,3,3,0,0,582,588,25,0,3,3,654,685,353,20,25,0,852,1250,600,28,70,4,271,973,702,30,121,12,162,1027,511,36,140,37,81,805,265,11,71,71,35,453,177,6,25,247,24,479,54,0,14,303,26,397,2690,134,469,677,2687,6657,3,3,0,3,1053,1062,35,0,3,3,1269,1310,618,33,45,3,1844,2543,1165,60,122,7,625,1979,1370,61,229,17,382,2059,1040,65,279,45,188,1617,564,29,118,88,75,874,408,13,52,289,42,804,158,0,20,380,38,596,5361,264,868,835,5516,12844
POA6051,0,5,0,0,175,180,33,0,4,0,491,528,608,25,29,3,1193,1858,546,44,92,6,440,1128,292,39,168,3,281,783,261,46,162,14,165,648,147,24,89,15,78,353,81,7,27,15,29,159,27,3,3,24,12,69,1995,193,574,80,2864,5706,3,0,0,0,185,188,86,6,0,0,475,567,670,29,34,3,836,1572,466,38,89,6,320,919,254,38,161,16,158,627,261,30,191,46,74,602,114,19,81,83,22,319,58,5,24,107,11,205,14,0,10,113,10,147,1926,165,590,374,2091,5146,3,5,0,0,360,368,119,6,4,0,966,1095,1278,54,63,6,2029,3430,1012,82,181,12,760,2047,546,77,329,19,439,1410,522,76,353,60,239,1250,261,43,170,98,100,672,139,12,51,122,40,364,41,3,13,137,22,216,3921,358,1164,454,4955,10852
POA6052,0,0,0,0,268,268,9,0,0,0,362,371,254,7,18,0,513,792,494,23,53,6,250,826,468,39,78,3,159,747,351,20,105,11,83,570,186,16,39,17,28,286,133,6,21,28,15,203,42,0,6,18,0,66,1937,111,320,83,1678,4129,0,0,0,0,298,298,17,0,0,0,351,368,348,18,22,0,447,835,545,43,89,0,210,887,457,41,121,17,122,758,308,35,137,31,68,579,156,16,76,72,24,344,95,4,25,143,11,278,18,0,6,106,5,135,1944,157,476,369,1536,4482,0,0,0,0,566,566,26,0,0,0,713,739,602,25,40,0,960,1627,1039,66,142,6,460,1713,925,80,199,20,281,1505,659,55,242,42,151,1149,342,32,115,89,52,630,228,10,46,171,26,481,60,0,12,124,5,201,3881,268,796,452,3214,8611
POA6053,0,0,0,0,331,331,11,0,0,0,436,447,376,12,13,0,741,1142,644,28,81,4,370,1127,541,43,139,11,245,979,397,22,145,13,117,694,265,14,67,19,51,416,159,12,34,43,11,259,73,3,8,46,9,139,2466,134,487,136,2311,5534,4,0,0,0,334,338,35,3,0,0,362,400,475,18,30,4,585,1112,647,41,107,4,295,1094,501,47,168,16,180,912,388,48,196,33,79,744,206,17,116,96,35,470,131,3,65,177,10,386,40,3,11,223,6,283,2427,180,693,553,1886,5739,4,0,0,0,665,669,46,3,0,0,798,847,851,30,43,4,1326,2254,1291,69,188,8,665,2221,1042,90,307,27,425,1891,785,70,341,46,196,1438,471,31,183,115,86,886,290,15,99,220,21,645,113,6,19,269,15,422,4893,314,1180,689,4197,11273
POA6054,0,0,0,0,660,660,28,3,0,0,687,718,431,34,21,3,913,1402,771,68,123,0,542,1504,697,68,218,8,341,1332,700,75,235,29,135,1174,451,24,98,37,41,651,257,10,31,86,17,401,55,0,5,43,5,108,3390,282,731,206,3341,7950,4,0,0,0,579,583,50,7,4,0,540,601,584,35,37,3,728,1387,769,96,183,10,427,1485,769,84,298,35,260,1446,664,59,256,79,108,1166,380,21,150,145,31,727,170,10,56,273,21,530,28,3,4,170,3,208,3418,315,988,715,2697,8133,4,0,0,0,1239,1243,78,10,4,0,1227,1319,1015,69,58,6,1641,2789,1540,164,306,10,969,2989,1466,152,516,43,601,2778,1364,134,491,108,243,2340,831,45,248,182,72,1378,427,20,87,359,38,931,83,3,9,213,8,316,6808,597,1719,921,6038,16083
POA6055,3,0,0,0,422,425,12,3,0,0,332,347,287,19,9,0,415,730,543,33,66,5,259,906,558,45,91,5,180,879,475,35,125,23,72,730,305,15,57,22,39,438,145,0,18,30,13,206,28,3,3,18,3,55,2356,153,369,103,1735,4716,0,0,0,0,330,330,42,3,3,0,315,363,413,20,20,3,358,814,654,50,80,8,223,1015,559,42,149,17,90,857,472,37,135,51,42,737,247,16,74,78,15,430,92,0,19,102,6,219,15,0,3,81,4,103,2494,168,483,340,1383,4868,3,0,0,0,752,755,54,6,3,0,647,710,700,39,29,3,773,1544,1197,83,146,13,482,1921,1117,87,240,22,270,1736,947,72,260,74,114,1467,552,31,131,100,54,868,237,0,37,132,19,425,43,3,6,99,7,158,4850,321,852,443,3118,9584
POA6056,0,6,4,0,1362,1372,40,3,0,3,1325,1371,748,50,61,3,1562,2424,1364,96,192,8,856,2516,1485,164,405,18,523,2595,1408,118,402,53,239,2220,964,49,179,56,82,1330,504,18,72,89,32,715,120,0,12,82,7,221,6633,504,1327,312,5988,14764,7,0,0,3,1308,1318,116,7,0,3,1191,1317,963,77,51,7,1237,2335,1450,168,318,23,660,2619,1519,191,514,76,318,2618,1406,129,490,161,142,2328,808,52,237,310,45,1452,337,16,88,432,16,889,57,4,17,355,3,436,6663,644,1715,1370,4920,15312,7,6,4,3,2670,2690,156,10,0,6,2516,2688,1711,127,112,10,2799,4759,2814,264,510,31,1516,5135,3004,355,919,94,841,5213,2814,247,892,214,381,4548,1772,101,416,366,127,2782,841,34,160,521,48,1604,177,4,29,437,10,657,13296,1148,3042,1682,10908,30076
POA6057,0,0,4,0,630,634,22,3,3,0,551,579,402,19,23,0,733,1177,715,38,90,0,371,1214,716,53,144,13,177,1103,613,35,115,20,58,841,427,16,46,25,24,538,230,4,10,28,3,275,37,0,0,15,0,52,3162,168,435,101,2547,6413,3,0,0,0,574,577,46,4,0,0,501,551,520,22,21,0,543,1106,768,54,118,9,243,1192,717,47,211,28,107,1110,618,41,161,63,35,918,384,19,65,93,4,565,130,5,25,116,3,279,14,0,3,45,0,62,3200,192,604,354,2010,6360,3,0,4,0,1204,1211,68,7,3,0,1052,1130,922,41,44,0,1276,2283,1483,92,208,9,614,2406,1433,100,355,41,284,2213,1231,76,276,83,93,1759,811,35,111,118,28,1103,360,9,35,144,6,554,51,0,3,60,0,114,6362,360,1039,455,4557,12773
POA6058,0,0,0,0,404,404,14,3,0,0,393,410,287,14,13,0,511,825,437,34,65,3,279,818,440,39,126,7,162,774,557,34,107,24,52,774,288,14,45,20,8,375,161,3,17,33,0,214,32,0,0,20,0,52,2216,141,373,107,1809,4646,0,0,0,0,384,384,45,0,0,0,374,419,363,26,26,3,383,801,411,50,90,4,212,767,518,49,171,18,90,846,523,32,156,44,31,786,264,20,61,97,16,458,113,4,25,147,7,296,15,0,12,98,0,125,2252,181,541,411,1497,4882,0,0,0,0,788,788,59,3,0,0,767,829,650,40,39,3,894,1626,848,84,155,7,491,1585,958,88,297,25,252,1620,1080,66,263,68,83,1560,552,34,106,117,24,833,274,7,42,180,7,510,47,0,12,118,0,177,4468,322,914,518,3306,9528
POA6059,0,0,3,0,691,694,26,0,0,0,754,780,447,14,23,5,904,1393,1006,44,98,3,396,1547,1074,49,154,8,237,1522,900,46,164,19,108,1237,696,27,115,49,36,923,516,13,37,71,14,651,131,3,8,58,0,200,4796,196,602,213,3140,8947,4,3,0,0,688,695,52,4,4,0,669,729,629,24,24,3,709,1389,1113,55,141,17,306,1632,1064,80,242,31,184,1601,869,54,229,88,97,1337,698,25,196,233,47,1199,347,11,72,368,31,829,61,3,24,309,6,403,4837,259,932,1049,2737,9814,4,3,3,0,1379,1389,78,4,4,0,1423,1509,1076,38,47,8,1613,2782,2119,99,239,20,702,3179,2138,129,396,39,421,3123,1769,100,393,107,205,2574,1394,52,311,282,83,2122,863,24,109,439,45,1480,192,6,32,367,6,603,9633,455,1534,1262,5877,18761
POA6060,0,0,5,0,440,445,48,0,0,0,784,832,808,38,48,3,1654,2551,873,63,122,0,676,1734,573,76,224,9,387,1269,496,53,237,24,174,984,399,28,124,24,69,644,363,9,53,63,27,515,120,3,11,76,14,224,3680,270,824,199,4225,9198,7,3,0,0,377,387,114,3,0,3,775,895,1006,33,80,5,1394,2518,764,71,193,17,591,1636,560,102,310,18,300,1290,481,59,336,94,177,1147,411,29,152,157,57,806,288,11,98,363,31,791,51,0,19,304,18,392,3682,311,1188,961,3720,9862,7,3,5,0,817,832,162,3,0,3,1559,1727,1814,71,128,8,3048,5069,1637,134,315,17,1267,3370,1133,178,534,27,687,2559,977,112,573,118,351,2131,810,57,276,181,126,1450,651,20,151,426,58,1306,171,3,30,380,32,616,7362,581,2012,1160,7945,19060
POA6061,7,7,0,0,1065,1079,114,10,3,0,1299,1426,1264,45,62,5,2027,3403,1282,94,150,5,822,2353,968,131,305,18,474,1896,817,86,289,37,184,1413,616,39,171,63,64,953,380,25,72,87,16,580,75,3,8,35,0,121,5523,440,1060,250,5951,13224,17,3,0,4,968,992,271,12,0,6,1214,1503,1561,126,90,9,1586,3372,1124,146,223,41,619,2153,914,146,404,99,313,1876,766,110,453,139,158,1626,521,36,260,256,37,1110,249,11,92,340,15,707,38,0,11,120,0,169,5461,590,1533,1014,4910,13508,24,10,0,4,2033,2071,385,22,3,6,2513,2929,2825,171,152,14,3613,6775,2406,240,373,46,1441,4506,1882,277,709,117,787,3772,1583,196,742,176,342,3039,1137,75,431,319,101,2063,629,36,164,427,31,1287,113,3,19,155,0,290,10984,1030,2593,1264,10861,26732
POA6062,0,0,0,0,1035,1035,37,3,3,3,1136,1182,713,28,29,0,1373,2143,1294,73,139,5,586,2097,1335,110,225,13,347,2030,1405,70,263,28,166,1932,1097,35,123,48,64,1367,600,16,48,92,25,781,129,0,8,72,5,214,6610,335,838,261,4737,12781,3,0,0,0,934,937,99,4,0,0,965,1068,968,54,57,3,1005,2087,1328,97,201,15,455,2096,1360,105,336,59,250,2110,1450,71,318,138,99,2076,930,38,159,246,37,1410,400,12,60,421,12,905,63,4,12,312,9,400,6601,385,1143,1194,3766,13089,3,0,0,0,1969,1972,136,7,3,3,2101,2250,1681,82,86,3,2378,4230,2622,170,340,20,1041,4193,2695,215,561,72,597,4140,2855,141,581,166,265,4008,2027,73,282,294,101,2777,1000,28,108,513,37,1686,192,4,20,384,14,614,13211,720,1981,1455,8503,25870
POA6063,0,0,0,0,571,571,30,0,3,3,542,578,412,18,16,0,638,1084,667,37,71,0,261,1036,691,35,124,5,133,988,533,36,106,11,48,734,204,4,41,15,8,272,80,0,10,21,3,114,23,0,3,15,0,41,2640,130,374,70,2204,5418,9,3,0,0,492,504,72,3,0,0,441,516,582,32,32,3,427,1076,677,49,104,9,219,1058,679,49,185,34,112,1059,424,32,142,52,39,689,154,10,59,77,10,310,54,3,22,79,0,158,12,0,0,28,0,40,2663,181,544,282,1740,5410,9,3,0,0,1063,1075,102,3,3,3,983,1094,994,50,48,3,1065,2160,1344,86,175,9,480,2094,1370,84,309,39,245,2047,957,68,248,63,87,1423,358,14,100,92,18,582,134,3,32,100,3,272,35,0,3,43,0,81,5303,311,918,352,3944,10828
POA6064,0,0,0,3,1246,1249,67,0,0,4,1068,1139,770,41,34,3,1324,2172,1193,82,150,8,730,2163,1354,98,248,21,329,2050,1131,81,234,39,128,1613,706,43,123,58,35,965,278,10,35,59,11,393,48,3,8,38,3,100,5547,358,832,233,4874,11844,7,4,0,0,1114,1125,129,9,3,3,926,1070,1042,66,81,7,993,2189,1299,87,233,25,513,2157,1321,135,388,62,232,2138,1054,69,350,151,115,1739,511,33,180,228,19,971,169,4,47,268,7,495,25,0,4,156,3,188,5557,407,1286,900,3922,12072,7,4,0,3,2360,2374,196,9,3,7,1994,2209,1812,107,115,10,2317,4361,2492,169,383,33,1243,4320,2675,233,636,83,561,4188,2185,150,584,190,243,3352,1217,76,303,286,54,1936,447,14,82,327,18,888,73,3,12,194,6,288,11104,765,2118,1133,8796,23916
POA6065,0,0,5,0,1805,1810,65,5,3,3,1547,1623,1983,50,69,4,2033,4139,3242,110,254,12,737,4355,2426,125,340,20,250,3161,1742,82,283,40,60,2207,1001,34,86,43,27,1191,475,12,29,85,11,612,110,0,4,60,3,177,11044,418,1073,267,6473,19275,9,0,0,0,1685,1694,184,15,3,0,1422,1624,2554,122,110,8,1559,4353,3308,171,367,25,595,4466,2309,149,501,56,178,3193,1597,95,367,177,44,2280,842,32,170,258,18,1320,343,14,52,373,11,793,54,3,14,254,12,337,11200,601,1584,1151,5524,20060,9,0,5,0,3490,3504,249,20,6,3,2969,3247,4537,172,179,12,3592,8492,6550,281,621,37,1332,8821,4735,274,841,76,428,6354,3339,177,650,217,104,4487,1843,66,256,301,45,2511,818,26,81,458,22,1405,164,3,18,314,15,514,22244,1019,2657,1418,11997,39335
POA6066,4,0,0,0,926,930,32,4,3,0,771,810,366,27,18,4,638,1053,879,58,75,0,296,1308,1196,54,162,14,157,1583,725,38,107,14,44,928,327,7,44,15,12,405,159,0,13,30,5,207,22,0,3,8,0,33,3710,188,425,85,2849,7257,7,0,0,0,875,882,60,3,3,0,634,700,515,38,37,0,502,1092,1052,77,155,15,261,1560,1189,84,241,33,129,1676,558,44,155,69,45,871,269,12,59,97,10,447,104,3,34,117,3,261,10,3,0,40,0,53,3764,264,684,371,2459,7542,11,0,0,0,1801,1812,92,7,6,0,1405,1510,881,65,55,4,1140,2145,1931,135,230,15,557,2868,2385,138,403,47,286,3259,1283,82,262,83,89,1799,596,19,103,112,22,852,263,3,47,147,8,468,32,3,3,48,0,86,7474,452,1109,456,5308,14799
POA6067,0,0,0,0,8,8,0,0,0,0,3,3,0,3,0,0,6,9,3,0,0,0,4,7,3,0,3,0,4,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,25,43,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,13,13,0,5,0,0,6,11,4,0,0,0,4,8,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,10,5,0,3,31,49,0,0,0,0,11,11,0,0,0,0,8,8,0,3,0,0,19,22,3,5,0,0,10,18,7,0,3,0,8,18,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,22,8,3,3,56,92
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,0,0,0,843,843,55,3,0,0,631,689,960,32,38,3,919,1952,1605,67,121,6,387,2186,1088,62,164,8,132,1454,672,31,91,23,40,857,449,6,55,14,5,529,161,3,15,28,0,207,47,0,3,21,0,71,5037,204,487,103,2957,8788,0,0,0,0,840,840,128,10,0,0,647,785,1316,60,68,3,778,2225,1630,117,235,12,335,2329,985,89,235,24,121,1454,642,29,185,50,19,925,394,15,66,87,8,570,102,0,24,113,4,243,24,0,6,49,4,83,5221,320,819,338,2756,9454,0,0,0,0,1683,1683,183,13,0,0,1278,1474,2276,92,106,6,1697,4177,3235,184,356,18,722,4515,2073,151,399,32,253,2908,1314,60,276,73,59,1782,843,21,121,101,13,1099,263,3,39,141,4,450,71,0,9,70,4,154,10258,524,1306,441,5713,18242
POA6070,0,0,0,0,144,144,0,0,0,0,81,81,41,4,3,0,59,107,157,5,12,0,44,218,205,15,30,3,24,277,210,10,35,7,15,277,148,9,17,11,5,190,55,0,3,7,3,68,6,0,0,6,0,12,822,43,100,34,375,1374,0,0,0,0,104,104,0,0,0,0,87,87,62,3,7,0,43,115,177,17,22,0,47,263,233,16,32,3,31,315,220,11,45,15,5,296,115,3,23,21,4,166,32,0,6,14,3,55,3,0,0,17,0,20,842,50,135,70,324,1421,0,0,0,0,248,248,0,0,0,0,168,168,103,7,10,0,102,222,334,22,34,0,91,481,438,31,62,6,55,592,430,21,80,22,20,573,263,12,40,32,9,356,87,0,9,21,6,123,9,0,0,23,0,32,1664,93,235,104,699,2795
POA6071,0,0,0,0,149,149,0,0,0,0,107,107,31,4,3,0,59,97,155,18,14,0,56,243,223,13,28,0,29,293,184,5,38,3,22,252,135,0,20,6,3,164,44,0,6,4,4,58,7,0,0,8,0,15,779,40,109,21,429,1378,0,0,0,0,154,154,3,0,0,0,85,88,47,3,0,0,62,112,183,7,21,3,45,259,227,17,58,7,23,332,202,11,32,22,12,279,104,4,17,20,3,148,30,0,7,18,0,55,3,0,3,13,0,19,799,42,138,83,384,1446,0,0,0,0,303,303,3,0,0,0,192,195,78,7,3,0,121,209,338,25,35,3,101,502,450,30,86,7,52,625,386,16,70,25,34,531,239,4,37,26,6,312,74,0,13,22,4,113,10,0,3,21,0,34,1578,82,247,104,813,2824
