region_id,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Emp_wkd_Tot_15_19,M_Emp_wkd_Tot_20_24,M_Emp_wkd_Tot_25_34,M_Emp_wkd_Tot_35_44,M_Emp_wkd_Tot_45_54,M_Emp_wkd_Tot_55_64,M_Emp_wkd_Tot_65_74,M_Emp_wkd_Tot_75_84,M_Emp_wkd_Tot_85ov,M_Emp_wkd_Tot_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Unem_look_Tot_15_19,M_Unem_look_Tot_20_24,M_Unem_look_Tot_25_34,M_Unem_look_Tot_35_44,M_Unem_look_Tot_45_54,M_Unem_look_Tot_55_64,M_Unem_look_Tot_65_74,M_Unem_look_Tot_75_84,M_Unem_look_Tot_85ov,M_Unem_look_Tot_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Emp_wkd_Tot_15_19,F_Emp_wkd_Tot_20_24,F_Emp_wkd_Tot_25_34,F_Emp_wkd_Tot_35_44,F_Emp_wkd_Tot_45_54,F_Emp_wkd_Tot_55_64,F_Emp_wkd_Tot_65_74,F_Emp_wkd_Tot_75_84,F_Emp_wkd_Tot_85ov,F_Emp_wkd_Tot_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Unem_look_Tot_15_19,F_Unem_look_Tot_20_24,F_Unem_look_Tot_25_34,F_Unem_look_Tot_35_44,F_Unem_look_Tot_45_54,F_Unem_look_Tot_55_64,F_Unem_look_Tot_65_74,F_Unem_look_Tot_75_84,F_Unem_look_Tot_85ov,F_Unem_look_Tot_Tot
POA6525,28,38,89,144,168,108,16,0,4,595,12,6,15,23,27,37,21,3,0,144,6,5,11,10,14,13,3,0,0,62,0,0,3,5,8,3,0,0,0,19,46,49,118,182,217,161,40,3,4,820,3,5,4,4,10,8,0,0,0,34,0,0,0,0,0,7,0,0,0,7,3,5,4,4,10,15,0,0,0,41,49,54,122,186,227,176,40,3,4,861,48,5,8,9,26,78,164,100,17,455,3,4,11,15,16,16,11,11,0,87,100,63,141,210,269,270,215,114,21,1403,13,20,34,66,79,53,8,0,0,273,30,16,41,92,102,71,17,0,0,369,0,4,7,7,5,10,5,0,0,38,0,3,0,3,3,0,0,3,0,12,43,43,82,168,189,134,30,3,0,692,3,3,3,3,3,3,0,0,0,18,4,0,3,4,7,4,0,0,0,22,7,3,6,7,10,7,0,0,0,40
POA6528,0,0,9,9,25,17,4,0,0,64,4,3,0,3,0,3,0,0,0,13,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,9,12,25,20,8,0,0,81,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,4,6,9,15,25,20,8,0,0,87,4,0,0,0,5,3,4,3,0,19,0,0,0,4,3,3,0,0,0,10,8,6,9,19,33,26,12,3,0,116,0,6,4,7,13,7,0,0,0,37,3,0,0,7,6,6,3,0,0,25,0,0,0,4,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,3,9,4,18,22,13,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6530,350,606,1142,1486,1460,901,128,8,0,6081,205,104,142,188,182,203,112,21,0,1157,39,26,71,86,118,80,21,7,0,448,22,26,40,46,32,26,7,3,0,202,616,762,1395,1806,1792,1210,268,39,0,7888,43,58,90,66,57,36,0,0,0,350,40,19,21,7,13,16,7,0,0,123,83,77,111,73,70,52,7,0,0,473,699,839,1506,1879,1862,1262,275,39,0,8361,462,89,127,173,215,432,749,558,130,2935,64,65,129,119,136,110,74,63,26,786,1225,993,1762,2171,2213,1804,1098,660,156,12082,212,421,576,710,869,422,38,3,0,3251,357,168,484,820,711,462,97,9,0,3108,27,26,82,82,87,60,8,3,0,375,18,4,17,24,28,13,5,3,0,112,614,619,1159,1636,1695,957,148,18,0,6846,48,38,49,52,45,9,4,0,0,245,36,15,36,41,29,19,0,0,0,176,84,53,85,93,74,28,4,0,0,421
POA6532,55,72,222,313,304,220,48,0,0,1234,30,9,14,31,37,44,30,4,0,199,6,10,17,22,13,15,6,0,0,89,4,4,10,8,9,6,0,0,0,41,95,95,263,374,363,285,84,4,0,1563,5,8,5,16,12,16,0,0,0,62,3,0,0,0,4,0,0,0,0,7,8,8,5,16,16,16,0,0,0,69,103,103,268,390,379,301,84,4,0,1632,86,61,114,90,63,85,130,72,12,713,5,5,18,20,23,24,10,14,4,123,194,169,400,500,465,410,224,90,16,2468,23,56,98,126,168,96,10,0,0,577,55,17,90,160,155,101,22,4,0,604,5,5,13,18,7,16,0,0,0,64,3,0,3,4,4,9,4,0,0,27,86,78,204,308,334,222,36,4,0,1272,8,4,4,6,4,0,0,0,0,26,4,0,4,8,4,0,0,0,0,20,12,4,8,14,8,0,0,0,0,46
POA6535,5,8,34,55,66,66,25,3,0,262,3,6,4,4,5,12,6,0,0,40,0,0,3,3,3,6,0,0,0,15,0,3,3,0,0,3,0,0,0,9,8,17,44,62,74,87,31,3,0,326,0,0,4,3,4,4,0,0,0,15,0,0,4,4,0,0,0,0,0,8,0,0,8,7,4,4,0,0,0,23,8,17,52,69,78,91,31,3,0,349,26,3,6,14,22,54,73,48,9,255,0,3,0,3,9,7,7,3,7,39,34,23,58,86,109,152,111,54,16,643,3,4,13,18,32,18,9,3,0,100,3,5,21,25,46,31,7,0,0,138,3,0,0,4,3,4,4,0,0,18,0,0,0,0,0,3,0,3,0,6,9,9,34,47,81,56,20,6,0,262,3,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,9
POA6536,11,6,21,62,66,41,7,0,0,214,3,4,5,21,21,21,11,0,0,86,3,0,3,11,5,8,0,0,0,30,0,0,0,6,0,5,3,0,0,14,17,10,29,100,92,75,21,0,0,344,0,4,0,5,8,3,0,0,0,20,3,0,0,0,0,0,0,0,0,3,3,4,0,5,8,3,0,0,0,23,20,14,29,105,100,78,21,0,0,367,18,0,12,7,16,40,66,33,6,198,5,3,0,3,12,6,8,3,3,43,43,17,41,115,128,124,95,36,9,608,4,7,14,30,37,21,3,0,0,116,9,3,19,45,44,40,7,0,0,167,3,0,4,8,5,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,16,10,37,83,86,66,10,0,0,308,0,0,5,0,3,3,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,5,3,3,3,0,0,0,14
POA6537,3,8,16,32,24,28,4,0,0,115,3,0,8,0,3,10,6,3,0,33,3,0,0,6,3,0,3,0,0,15,0,0,4,0,0,0,0,0,0,4,9,8,28,38,30,38,13,3,0,167,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,9,9,8,34,38,30,41,13,3,0,176,3,0,4,6,7,22,33,18,4,97,0,3,3,0,0,3,3,3,0,15,12,11,41,44,37,66,49,24,4,288,3,3,13,15,18,24,0,0,0,76,3,6,11,14,16,11,3,0,0,64,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,9,24,32,37,38,3,0,0,149,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA6556,19,36,51,84,124,59,8,0,0,381,20,5,8,8,16,15,12,0,0,84,0,0,0,4,8,9,0,0,0,21,0,0,4,0,3,0,0,0,0,7,39,41,63,96,151,83,20,0,0,493,3,4,0,3,3,5,0,0,0,18,0,0,0,0,4,0,0,0,0,4,3,4,0,3,7,5,0,0,0,22,42,45,63,99,158,88,20,0,0,515,26,3,7,10,22,28,40,25,5,166,3,3,3,4,6,4,3,3,0,29,71,51,73,113,186,120,63,28,5,710,11,15,23,51,73,21,7,0,0,201,33,16,27,53,61,40,4,0,0,234,0,3,3,4,3,8,0,0,0,21,3,0,0,0,0,3,0,0,0,6,47,34,53,108,137,72,11,0,0,462,3,4,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,3,4,0,7,0,0,0,0,0,14
POA6558,5,10,15,35,47,29,3,3,0,147,13,0,3,9,4,8,5,0,0,42,0,0,0,3,3,3,0,0,0,9,0,0,3,0,0,0,0,3,0,6,18,10,21,47,54,40,8,6,0,204,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,18,13,21,47,54,40,8,6,0,207,44,233,537,358,137,70,46,12,3,1440,3,3,6,6,7,4,3,3,3,38,65,249,564,411,198,114,57,21,6,1685,3,6,9,23,23,11,3,0,0,78,9,3,8,23,24,25,3,0,0,95,3,0,3,3,3,3,0,0,0,15,0,0,3,0,3,0,0,3,0,9,15,9,23,49,53,39,6,3,0,197,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
POA6560,16,28,29,50,68,33,6,0,0,230,8,0,5,8,13,7,4,0,0,45,3,0,4,3,3,0,0,0,0,13,3,3,3,3,3,0,0,0,0,15,30,31,41,64,87,40,10,0,0,303,7,5,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,5,0,3,3,0,0,0,0,18,37,36,41,67,90,40,10,0,0,321,22,3,4,4,11,21,38,16,4,123,5,3,4,12,8,8,5,3,0,48,64,42,49,83,109,69,53,19,4,492,6,9,18,41,29,15,0,0,0,118,7,6,16,29,39,9,6,0,0,112,0,0,0,3,3,5,0,0,0,11,3,0,0,3,3,0,0,0,0,9,16,15,34,76,74,29,6,0,0,250,10,0,5,0,6,0,0,0,0,21,0,0,3,0,0,0,0,0,0,3,10,0,8,0,6,0,0,0,0,24
POA6562,12,4,24,56,43,56,12,0,0,207,4,0,7,6,7,5,4,5,0,38,0,0,3,0,3,5,3,0,0,14,0,0,3,3,4,0,0,3,0,13,16,4,37,65,57,66,19,8,0,272,0,3,3,0,4,3,0,0,0,13,0,0,0,3,0,0,0,3,0,6,0,3,3,3,4,3,0,3,0,19,16,7,40,68,61,69,19,11,0,291,11,3,4,6,7,28,51,10,3,123,0,3,0,4,6,7,8,3,0,31,27,13,44,78,74,104,78,24,3,445,4,0,19,33,29,28,6,0,0,119,7,8,9,23,27,21,8,0,0,103,0,0,3,3,4,10,3,0,0,23,0,0,3,0,0,0,0,0,0,3,11,8,34,59,60,59,17,0,0,248,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,7
POA6564,3,3,7,10,17,10,6,3,0,59,3,0,3,3,3,3,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,6,3,10,16,20,16,6,3,0,80,3,3,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,3,3,0,0,6,0,0,0,0,12,9,6,10,16,26,16,6,3,0,92,3,0,0,4,3,3,11,12,3,39,0,0,0,0,3,7,0,0,0,10,12,6,10,20,32,26,17,15,3,141,0,3,5,3,16,10,0,0,0,37,3,3,0,9,8,8,0,0,0,31,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,6,5,12,27,23,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6566,15,18,54,91,160,112,21,0,0,471,7,3,7,19,32,45,19,4,0,136,3,3,4,6,10,11,0,0,0,37,0,3,0,3,4,3,0,0,5,18,25,27,65,119,206,171,40,4,5,662,7,3,6,7,7,4,0,0,0,34,0,0,0,0,5,0,0,0,0,5,7,3,6,7,12,4,0,0,0,39,32,30,71,126,218,175,40,4,5,701,49,9,17,20,22,100,139,60,14,430,9,4,11,13,28,20,17,6,3,111,90,43,99,159,268,295,196,70,22,1242,11,18,25,43,69,68,4,0,0,238,28,12,23,69,94,76,17,3,0,322,3,0,6,6,14,8,0,0,0,37,0,0,0,4,5,0,0,0,0,9,42,30,54,122,182,152,21,3,0,606,0,3,8,5,3,0,0,0,0,19,3,3,3,3,0,9,0,0,0,21,3,6,11,8,3,9,0,0,0,40
POA6567,0,3,5,13,21,20,3,0,0,65,0,0,0,0,3,3,5,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,5,16,27,23,8,0,0,82,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,5,16,27,27,8,0,0,86,4,0,3,4,3,14,20,8,0,56,0,0,0,0,0,0,0,0,3,3,4,3,8,20,30,41,28,8,3,145,0,3,4,7,17,8,4,0,0,43,3,0,0,10,9,11,3,0,0,36,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,20,26,19,7,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6568,3,3,7,16,16,4,0,4,0,53,3,0,0,3,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,7,19,19,10,3,4,0,71,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,7,19,19,13,3,4,0,74,3,3,0,0,3,3,5,4,3,24,0,0,0,0,4,0,0,0,0,4,9,6,7,19,26,16,8,8,3,102,0,0,0,10,11,0,0,0,0,21,0,0,5,5,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,15,6,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4
POA6569,0,6,20,20,24,13,0,0,0,83,0,0,0,0,0,5,5,0,0,10,0,0,0,0,6,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,9,20,20,30,18,5,0,0,102,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,20,23,30,18,5,0,0,105,0,0,0,0,5,3,10,7,0,25,0,0,7,0,4,4,0,3,3,21,0,9,27,23,39,25,15,10,3,151,0,3,6,3,9,3,0,0,0,24,3,3,6,4,10,3,0,3,3,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,6,12,7,19,6,0,3,3,62,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA6575,0,3,7,23,20,11,5,5,0,74,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,7,0,0,0,5,0,0,0,0,0,5,0,3,10,28,20,15,8,5,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,28,20,15,8,5,0,89,7,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,7,3,10,28,20,15,13,5,0,101,0,0,0,3,8,3,6,0,0,20,6,3,6,10,9,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,13,17,8,6,0,0,59,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA6603,13,13,62,49,59,47,8,0,0,251,4,0,4,5,9,11,3,0,0,36,0,0,0,8,0,5,4,0,0,17,0,0,0,0,0,0,0,0,0,0,17,13,66,62,68,63,15,0,0,304,3,0,4,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,0,0,0,14,20,13,70,66,68,66,15,0,0,318,10,0,8,4,4,15,22,21,4,88,3,4,4,4,3,3,0,0,0,21,33,17,82,74,75,84,37,21,4,427,0,7,23,21,26,23,0,0,0,100,0,3,23,21,31,14,7,0,0,99,0,0,4,0,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,50,42,61,43,7,0,0,213,0,0,0,9,0,0,0,0,0,9,6,0,4,0,0,5,0,0,0,15,6,0,4,9,0,5,0,0,0,24
POA6606,0,0,15,23,25,21,4,5,0,93,0,0,3,0,0,0,3,4,0,10,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,18,23,31,24,7,9,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,31,24,7,9,0,112,0,0,3,0,3,0,4,3,0,13,0,0,3,3,0,0,0,0,0,6,0,0,24,26,34,24,11,12,0,131,0,4,3,3,9,6,3,0,0,28,3,3,7,7,8,8,3,0,0,39,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,10,10,10,20,14,6,0,0,73,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA6608,3,6,13,10,27,16,4,0,0,79,0,0,0,0,3,3,3,5,0,14,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,16,10,30,19,7,5,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,10,30,19,7,5,0,99,3,0,0,0,0,0,5,4,3,15,3,0,3,0,4,0,0,0,0,10,9,9,19,10,34,19,12,9,3,124,0,3,3,7,7,4,3,0,0,27,0,0,0,4,9,7,3,4,0,27,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,7,11,19,11,6,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6609,4,24,37,27,34,18,6,0,0,150,0,0,3,0,0,3,3,0,0,9,0,3,0,3,3,3,0,0,0,12,0,3,0,0,3,0,0,0,0,6,4,30,40,30,40,24,9,0,0,177,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,4,33,40,33,40,24,9,0,0,183,11,0,0,3,3,8,6,9,4,44,0,3,0,0,3,3,3,3,0,15,15,36,40,36,46,35,18,12,4,242,5,17,19,5,14,10,0,0,0,70,3,0,12,18,11,9,6,0,0,59,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,8,17,31,23,31,22,6,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6612,0,3,10,15,11,21,4,4,0,68,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,0,0,0,0,3,0,3,10,15,20,21,7,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,10,18,20,21,7,4,0,83,0,0,3,0,0,3,3,3,0,12,0,0,0,0,3,3,0,3,0,9,0,3,13,18,23,27,10,10,0,104,0,0,3,3,5,7,4,0,0,22,0,3,3,5,7,4,4,0,0,26,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,6,8,15,14,8,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6620,0,0,9,13,6,6,3,3,0,40,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,9,13,6,10,9,3,0,53,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,9,13,9,10,9,3,0,56,0,0,0,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,9,16,12,13,12,3,0,68,0,0,9,3,4,4,0,0,0,20,0,0,0,10,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,0,9,13,10,7,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6623,18,26,123,114,135,77,19,0,0,512,5,5,7,16,8,9,8,0,0,58,0,0,3,3,5,3,3,0,5,22,0,8,7,0,5,0,0,0,0,20,23,39,140,133,153,89,30,0,5,612,3,0,3,3,0,3,0,0,0,12,3,0,0,0,3,0,0,0,0,6,6,0,3,3,3,3,0,0,0,18,29,39,143,136,156,92,30,0,5,630,47,3,5,5,4,11,18,25,3,121,5,4,24,19,14,8,3,5,0,82,81,46,172,160,174,111,51,30,8,833,5,20,28,45,46,21,5,0,0,170,9,0,23,26,23,9,6,0,3,99,0,0,7,0,4,3,3,0,0,17,0,0,0,0,0,5,0,0,0,5,14,20,58,71,73,38,14,0,3,291,0,0,3,3,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,0,12
POA6628,0,3,18,10,13,5,6,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,3,18,13,13,5,9,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,13,13,5,9,5,0,66,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,18,13,13,9,9,5,0,73,0,0,3,0,7,3,4,0,0,17,0,0,6,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,8,10,6,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
POA6630,0,10,26,27,33,19,8,0,0,123,0,3,3,4,4,3,3,0,0,20,0,0,0,0,0,3,0,3,0,6,0,0,3,0,4,0,0,0,0,7,0,13,32,31,41,25,11,3,0,156,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,3,16,32,31,41,25,11,3,0,162,6,0,3,6,10,12,10,12,4,63,7,5,4,3,7,8,3,3,0,40,16,21,39,40,58,45,24,18,4,265,0,4,10,14,10,5,3,0,0,46,0,0,7,8,7,6,3,0,0,31,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,7,17,22,20,11,6,0,0,83,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
