POA_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
POA6302,3,42,3,18,9,3,0,8,0,91,8,33,3,21,8,3,0,0,0,75,16,8,3,3,33,7,0,7,0,66,8,10,4,39,7,0,0,0,0,69,0,4,3,0,4,0,0,0,0,11,0,0,8,3,3,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,7,53,110,24,90,69,17,0,19,4,384,3,3,0,3,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,9,18,15,63,3,9,4,21,21,0,164,3,3,23,5,0,0,4,3,0,44,32,13,5,3,3,4,3,3,0,68,4,50,3,16,9,3,0,8,0,105,18,49,6,21,9,3,0,0,0,101,34,15,4,7,33,16,3,7,0,117,15,13,5,40,7,3,0,3,0,90,3,5,3,0,4,0,0,4,0,19
POA6304,3,10,3,6,0,0,0,0,0,30,6,17,0,3,0,0,0,0,0,30,8,4,0,0,21,0,3,0,0,37,5,4,0,7,3,5,0,0,0,31,0,3,0,0,0,0,0,0,0,3,3,0,3,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,13,39,39,15,31,32,7,3,10,4,177,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,9,0,41,0,3,0,15,4,0,74,3,0,7,0,0,0,3,0,0,16,27,0,9,0,3,5,3,4,0,48,3,15,3,8,0,0,0,0,0,37,11,14,0,9,0,0,0,0,0,37,18,11,4,0,21,0,4,0,0,60,5,4,3,7,3,5,0,7,0,36,0,3,0,0,0,0,0,0,0,8
POA6306,0,11,0,4,0,0,0,0,0,10,4,10,0,8,0,0,0,0,0,25,7,0,0,0,14,3,0,0,0,21,3,0,0,4,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,26,5,14,15,7,0,7,4,99,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,5,3,3,33,0,0,8,0,0,0,0,0,0,11,11,0,3,0,0,0,4,5,0,31,0,11,0,3,0,0,0,0,0,15,4,14,0,8,0,0,0,0,0,28,8,5,0,0,14,5,0,0,0,31,4,0,0,4,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,3
POA6308,4,10,0,12,0,0,0,3,0,35,12,12,0,4,3,0,0,0,0,33,14,3,0,3,7,3,0,0,0,29,3,3,0,8,5,0,3,5,0,21,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,11,40,28,3,30,30,4,5,10,5,154,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,23,0,4,0,11,7,0,58,6,0,5,0,3,0,0,3,0,17,11,0,7,4,3,0,7,3,0,37,8,11,0,12,4,0,0,3,0,40,12,18,0,8,3,0,3,0,0,34,16,6,0,3,10,3,3,3,0,40,3,3,0,7,5,0,3,3,0,29,0,0,0,0,3,0,0,0,0,7
POA6309,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,6,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3
POA6311,5,4,0,3,0,0,0,0,0,8,7,7,0,0,0,0,0,0,0,14,3,3,0,0,4,3,0,0,0,10,0,3,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,22,0,11,9,3,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,3,0,31,3,0,0,0,0,0,0,0,0,6,7,3,0,0,0,0,0,3,0,18,5,7,0,3,0,0,0,0,0,12,7,12,0,0,0,0,0,0,0,15,3,3,0,0,5,3,0,0,0,18,0,3,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3
POA6312,5,84,3,36,11,0,0,3,3,140,16,61,0,18,6,0,0,3,0,111,12,8,0,16,41,15,0,5,0,105,5,20,0,57,7,5,0,8,0,111,0,0,0,3,3,0,0,0,0,5,9,0,15,10,6,3,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,11,0,4,0,31,54,199,22,150,84,50,10,35,6,607,3,12,0,0,0,0,0,0,0,14,0,0,3,0,3,5,0,0,0,19,24,10,125,5,3,7,23,29,0,235,9,0,39,0,0,3,5,7,0,69,30,22,20,4,8,7,3,11,3,115,9,106,4,43,11,0,0,3,3,178,23,86,4,18,13,0,3,3,0,143,30,26,8,20,40,29,0,15,0,172,12,26,5,72,7,5,0,12,0,140,0,3,0,3,3,0,3,0,0,8
POA6313,0,7,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,4,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,12,0,7,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,10,0,8,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6315,7,16,0,9,3,0,0,3,0,42,17,18,0,7,0,0,0,0,0,50,0,6,0,3,14,3,0,0,0,33,5,10,0,14,0,3,0,3,0,34,0,0,0,0,0,0,0,0,0,5,3,0,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,7,42,60,9,38,23,12,3,12,0,201,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,8,40,0,0,0,11,17,0,88,7,0,9,0,0,0,0,0,0,18,29,5,3,0,0,0,0,5,0,53,9,15,0,9,3,0,0,3,0,46,14,27,0,7,0,0,0,0,0,54,12,7,0,3,14,8,3,0,0,52,5,14,0,16,0,3,0,4,0,40,0,0,0,0,0,0,0,0,0,5
POA6316,0,3,0,0,0,0,0,0,0,9,3,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,6,8,0,0,3,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,5,14,3,4,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,7,3,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,3,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
POA6317,6,41,3,16,7,3,0,4,0,76,6,59,0,21,6,3,0,3,0,100,16,10,0,14,21,6,0,0,0,68,12,13,0,16,12,5,0,7,0,61,0,0,0,0,0,0,0,0,0,6,6,0,9,5,6,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,4,5,3,27,46,121,26,81,56,22,10,33,3,417,0,4,0,0,0,0,0,0,0,11,3,0,4,0,3,3,0,0,0,11,23,14,92,6,0,10,14,27,0,174,8,0,28,0,0,0,3,4,0,37,24,12,22,4,6,3,0,16,3,95,3,57,3,23,7,3,0,4,0,95,7,70,0,20,6,3,3,3,0,120,28,23,5,10,23,10,5,19,0,125,13,17,3,23,12,5,4,17,0,90,0,0,0,0,0,0,0,0,0,3
POA6318,3,3,0,0,3,0,0,0,0,8,3,3,0,3,5,0,0,0,0,16,3,3,0,0,9,0,0,0,0,9,0,0,0,3,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,4,8,17,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,10,0,0,0,0,5,0,24,0,0,6,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,26,3,3,0,0,3,0,0,0,0,13,3,10,3,3,5,0,0,0,0,22,9,3,0,0,9,0,0,0,0,22,0,0,0,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0
POA6320,3,6,0,3,0,0,0,0,0,7,3,8,0,5,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,18,14,4,14,14,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,4,11,0,4,0,0,0,0,3,0,24,3,6,0,5,0,0,0,0,0,9,7,8,0,5,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
POA6321,3,5,0,0,0,0,0,0,0,9,0,8,0,4,0,0,0,0,0,8,0,0,0,3,7,0,0,0,0,13,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,8,7,7,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,22,0,8,0,0,0,0,5,0,32,3,5,0,6,0,0,0,0,0,14,3,8,0,4,0,0,0,0,0,12,4,0,0,3,7,0,0,0,0,15,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA6322,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6323,3,9,0,10,0,0,0,0,0,27,6,10,0,6,0,0,0,0,0,15,6,0,0,0,12,4,0,0,0,23,0,3,0,12,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,24,5,31,19,12,3,9,0,116,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,7,0,3,0,3,3,0,36,0,0,5,0,0,0,0,0,0,9,7,0,4,0,0,0,4,9,0,26,3,16,0,5,0,0,0,0,0,30,9,11,0,5,0,0,0,3,0,25,10,0,0,0,12,4,0,0,0,28,0,5,0,16,5,0,0,8,0,38,0,0,0,0,0,0,0,0,0,4
POA6324,3,37,5,17,3,3,0,0,0,76,14,30,0,12,5,0,0,5,0,77,19,9,0,3,51,14,0,9,0,105,7,9,0,21,18,0,4,3,0,65,0,0,0,0,0,0,0,0,0,10,3,0,3,4,5,6,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,61,95,25,60,94,35,3,36,0,408,3,10,0,3,4,5,0,0,0,23,0,0,4,0,0,0,0,0,0,5,19,3,61,0,4,0,14,26,0,137,15,0,25,5,3,3,3,7,0,55,31,9,14,3,0,3,13,15,4,85,6,45,4,14,3,3,0,6,0,93,15,46,3,18,5,0,3,5,0,98,37,8,3,8,51,14,0,8,3,132,12,22,0,42,19,0,4,6,0,106,0,7,4,0,0,0,0,5,0,20
POA6326,3,0,3,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,3,3,0,0,7,0,0,0,0,15,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,12,6,5,7,0,0,8,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,7,5,0,23,0,0,0,0,0,0,0,3,0,9,10,0,3,0,0,0,0,3,0,15,3,10,3,3,0,0,0,0,0,20,3,3,0,0,0,0,0,0,0,12,5,3,0,0,7,3,0,0,0,20,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
POA6327,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,5,0,0,7,0,31,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6328,0,0,0,0,0,0,0,0,0,7,6,0,0,3,0,0,0,0,0,14,4,0,0,3,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,21,6,5,7,10,3,0,6,0,50,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,0,0,0,17,6,0,0,3,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3
POA6330,57,529,32,215,85,47,10,23,3,1004,62,434,14,190,52,28,0,19,4,790,156,142,13,94,421,117,11,59,5,1015,62,165,20,407,104,49,4,60,8,889,12,42,6,27,25,24,3,10,0,153,32,13,108,70,54,42,0,29,3,352,0,0,0,3,0,4,0,0,0,14,4,7,3,7,11,3,0,4,0,37,15,16,8,27,25,11,0,19,17,142,465,1441,272,1079,849,367,30,277,45,4818,39,82,18,23,26,15,12,17,0,227,18,28,30,11,19,21,8,27,5,161,203,129,857,86,51,63,170,193,28,1784,106,32,440,26,15,21,42,48,8,749,110,115,100,35,48,38,68,81,10,595,79,710,43,261,90,48,14,44,11,1297,105,598,34,209,53,34,10,30,10,1082,278,253,45,123,469,166,35,95,13,1481,106,275,44,526,113,64,22,95,11,1251,28,71,25,42,35,33,5,20,3,255
POA6333,20,78,3,24,14,7,0,7,0,161,13,84,0,21,14,4,0,6,0,131,31,14,3,8,46,23,0,14,0,138,17,28,6,38,11,6,0,8,3,125,7,17,4,7,9,6,0,3,0,50,6,0,12,9,8,3,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,10,4,0,0,3,4,3,0,8,3,24,105,266,31,134,128,60,0,47,6,782,12,39,3,7,8,5,3,4,0,75,5,5,4,3,0,0,0,3,0,22,43,21,97,9,13,12,20,27,3,241,25,13,78,0,0,0,4,12,0,131,24,21,22,10,10,8,9,17,0,116,25,103,6,34,14,12,0,9,0,202,21,122,3,21,16,3,0,10,0,198,53,34,6,9,55,25,0,12,4,204,29,44,11,49,23,9,4,13,5,186,4,25,4,7,10,7,0,5,0,74
POA6335,0,3,0,0,3,0,0,0,0,10,4,8,0,0,0,0,0,0,0,13,5,0,0,0,11,0,0,3,0,20,0,4,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,20,9,14,20,0,0,9,0,77,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,23,0,0,0,3,3,0,37,3,0,3,0,0,0,0,4,0,13,16,0,6,0,0,0,3,7,0,39,0,3,0,0,3,0,0,0,0,15,4,8,0,0,0,0,0,0,0,19,13,0,3,0,11,0,0,3,0,31,4,4,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
POA6336,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,7,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,6,0,0,8,0,32,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,25,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,5,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6337,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,0,0,0,19,12,0,0,0,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,11,6,3,8,0,6,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,4,6,0,29,0,0,6,0,0,0,0,0,0,9,22,3,5,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,0,0,0,18,15,0,0,0,5,0,3,0,0,21,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3
POA6338,6,6,0,0,0,0,0,0,0,14,10,12,3,7,0,0,0,3,0,30,8,3,0,0,3,0,0,0,0,20,5,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,4,11,16,3,0,4,0,103,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,5,8,3,29,4,0,10,0,0,0,0,0,0,20,30,3,6,0,0,0,3,6,0,52,6,6,0,0,0,0,0,0,0,14,13,15,3,7,0,0,0,3,0,34,21,3,0,0,8,0,0,0,0,28,7,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
