POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA6254,0,0,0,0,3,0,3,0,0,3,6,14,4,23,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,41,3,53,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
POA6255,0,0,3,9,24,6,43,0,0,4,9,73,3,94,3,0,3,0,18,3,30,0,0,0,0,18,0,19,0,0,3,5,67,0,79,0,0,0,0,14,0,19,0,0,0,4,21,3,31,0,0,3,0,8,3,17,0,0,3,3,8,3,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,18,0,0,0,3,12,0,13,3,0,11,10,10,0,39,0,3,19,0,4,0,22,0,0,6,3,6,0,27,0,0,0,0,3,0,5,0,0,0,0,16,0,15,3,0,0,3,15,3,23,16,3,73,58,329,30,512,0,3,9,3,7,3,26,0,0,3,0,3,0,6,0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,16,20,8,47,0,0,9,3
POA6256,0,0,0,0,7,8,22,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,5,0,0,14,12,38,15,67,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0
POA6258,3,0,11,18,109,16,163,0,0,3,4,28,3,35,0,3,4,10,53,7,75,0,0,0,0,8,0,8,0,0,4,0,107,5,117,0,0,0,4,13,0,17,0,0,7,4,36,4,47,0,0,3,3,13,3,27,0,0,0,0,35,8,43,0,0,0,0,4,0,4,0,0,4,0,0,0,4,0,0,4,0,0,4,4,0,0,7,4,3,3,21,0,0,0,0,16,0,19,7,0,6,18,18,0,45,3,11,27,0,4,0,51,4,0,13,3,12,0,37,3,0,5,3,22,0,33,0,0,0,0,46,0,53,0,0,0,3,23,8,37,21,15,105,87,556,62,839,0,0,18,13,38,5,72,0,0,0,0,0,0,0,0,3,0,3,7,0,15,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,4,0,8,0,0,3,6,33,6,53,0,0,5,9
POA6260,0,0,7,12,19,7,47,0,0,0,0,3,0,8,0,0,6,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,11,5,17,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,4,5,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,3,4,0,11,0,3,7,0,0,0,8,0,0,3,0,3,0,5,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,3,6,4,16,3,8,30,31,96,14,186,0,3,4,3,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,6,9
POA6262,0,0,5,3,10,5,23,0,0,0,0,4,0,8,0,0,0,0,3,3,8,0,0,0,0,0,0,3,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,6,16,45,9,76,0,0,7,3,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA6271,0,0,3,9,9,7,24,0,0,8,3,40,0,56,0,0,0,3,33,3,39,0,0,0,0,7,0,8,0,0,7,8,83,4,94,0,0,0,0,3,0,6,0,0,0,3,13,0,21,0,0,0,0,6,3,12,0,0,0,0,10,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,7,4,0,6,3,3,0,17,0,0,0,3,15,0,14,0,0,8,9,14,0,30,3,0,10,3,3,0,25,4,0,6,0,10,0,19,0,0,0,0,6,0,3,0,0,3,3,17,0,21,0,0,7,0,19,0,23,13,4,63,57,286,14,436,3,0,0,0,7,0,12,0,0,0,4,3,0,10,0,0,0,3,9,0,10,0,0,0,0,0,0,0,0,0,3,0,10,0,15,0,0,0,0,0,0,3,0,0,3,5,19,4,34,0,0,0,0
POA6275,0,0,5,5,16,3,27,0,0,0,0,12,0,12,0,0,0,3,9,0,10,0,0,0,0,0,0,3,0,0,0,4,23,3,30,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,0,0,5,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,3,0,12,0,0,4,0,0,0,12,0,0,3,0,3,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,4,28,23,88,3,150,0,4,8,5,4,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,11,0,0,0,3
POA6280,6,8,39,24,112,11,192,3,5,21,43,306,8,388,3,4,37,26,165,14,253,0,0,5,6,49,0,62,3,0,38,62,731,28,867,0,0,4,7,38,0,51,0,3,30,31,178,4,248,6,0,22,29,129,14,207,3,0,16,30,110,7,166,0,0,5,3,19,0,23,0,3,12,16,8,3,49,0,0,19,24,26,3,74,4,10,71,29,37,9,154,0,3,11,22,91,12,138,13,12,54,35,75,7,191,21,19,101,19,20,0,175,20,11,68,25,51,6,190,0,0,8,11,36,0,51,5,3,8,13,133,9,172,3,0,6,23,99,19,156,93,74,576,475,2427,159,3812,0,9,28,30,50,6,117,0,0,9,3,15,0,23,3,9,17,16,37,7,82,3,0,4,0,4,0,9,0,0,22,19,46,11,95,3,0,0,3,18,0,26,9,3,52,59,208,23,349,8,3,57,71
POA6281,0,0,15,10,11,0,39,0,0,18,18,111,7,157,4,3,22,12,33,5,81,0,0,0,3,5,0,11,4,0,22,27,288,9,346,0,0,3,5,8,0,16,0,0,5,7,34,0,46,6,3,31,26,76,7,143,0,0,4,4,13,0,23,0,0,0,0,0,0,3,0,0,6,4,3,0,24,0,0,14,5,10,4,37,9,4,44,19,14,3,97,0,0,10,3,14,0,31,4,0,9,5,13,0,31,9,6,27,4,8,0,50,8,0,26,12,6,0,51,0,0,5,3,5,0,14,0,0,3,0,26,0,32,3,4,12,5,38,4,64,51,27,291,172,716,47,1298,0,0,3,9,4,0,20,0,0,3,3,9,0,16,0,6,20,18,15,3,53,0,0,0,0,0,0,3,0,0,20,12,17,6,51,0,0,0,3,3,0,7,3,4,23,24,42,7,102,4,5,40,32
POA6282,0,0,4,6,8,0,17,0,0,3,0,9,0,16,0,0,7,6,14,0,29,0,0,0,0,0,0,0,0,0,6,8,39,0,55,0,0,0,0,0,0,7,0,0,3,3,4,0,6,0,0,7,4,11,0,20,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,3,0,3,0,4,3,3,10,6,4,0,25,0,0,0,0,10,0,10,0,0,3,0,0,0,5,0,4,4,0,0,0,11,4,0,4,0,0,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,12,0,12,16,11,73,34,113,8,251,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,6,6,5,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,0,8,6,7,0,17,0,0,6,3
POA6284,0,0,10,10,18,4,47,0,0,3,0,25,0,33,0,3,16,9,29,0,57,0,0,0,0,4,0,5,0,0,3,9,76,5,97,0,0,0,3,4,0,8,0,0,4,0,11,3,18,0,0,0,6,18,0,27,0,0,0,4,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,13,0,5,0,14,0,0,4,0,6,4,17,0,0,4,0,7,0,15,3,3,12,0,0,0,20,0,0,5,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,12,0,9,0,0,0,0,14,5,16,3,10,82,43,233,24,397,0,3,4,5,8,3,16,0,0,0,0,3,0,3,0,0,14,7,7,5,31,0,0,0,0,0,0,3,0,0,3,3,7,0,8,0,0,0,0,0,0,0,0,3,6,6,9,4,35,0,3,13,7
POA6285,9,0,27,17,38,3,91,0,3,28,11,95,3,139,5,9,79,27,94,6,224,0,0,0,0,26,7,34,3,0,14,31,262,15,321,0,0,4,7,23,0,36,4,0,20,7,39,3,86,0,0,32,23,69,11,138,0,0,6,9,21,4,42,0,0,0,0,7,0,6,0,0,6,0,3,0,8,0,0,8,5,12,0,21,5,3,46,16,16,0,81,3,0,17,7,40,0,63,7,3,14,13,11,5,47,6,14,37,7,12,3,77,7,0,28,3,10,0,52,0,0,3,7,16,0,27,6,0,4,0,44,3,55,3,0,13,10,57,10,101,49,38,400,198,888,77,1659,3,0,18,13,15,4,52,0,0,3,4,3,0,14,3,6,46,27,30,5,122,0,0,4,0,0,0,5,0,4,13,8,14,4,44,0,0,0,3,3,0,16,5,0,40,31,65,17,158,9,3,42,41
POA6286,0,0,3,3,6,3,17,0,0,0,3,4,0,10,0,0,4,0,6,0,13,0,0,0,0,0,0,0,0,0,3,0,16,0,18,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,5,0,3,0,9,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,5,0,0,0,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,3,3,5,24,16,58,8,110,0,0,6,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,7,0,12,0,0,3,3
POA6288,0,0,12,4,15,0,31,0,0,0,0,3,0,11,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,20,8,34,5,79,0,0,7,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6290,0,0,3,4,16,0,23,0,0,0,0,10,0,10,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,4,0,39,0,48,0,0,0,0,0,0,3,0,0,0,0,14,3,18,0,0,4,0,10,3,21,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,3,0,3,0,3,0,0,0,0,4,0,8,0,0,0,4,4,0,11,0,0,4,0,0,0,4,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,9,3,0,33,14,126,12,191,0,0,3,3,4,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,10,0,17,0,0,4,0
POA6302,8,0,9,12,31,9,66,0,0,3,3,22,0,28,0,0,3,3,13,0,20,0,0,0,4,10,0,11,0,0,0,3,47,0,54,0,0,4,4,13,0,25,0,0,4,3,15,3,22,0,0,0,0,6,5,7,0,0,0,6,16,3,25,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,9,3,3,0,22,0,0,0,0,8,0,8,0,0,9,3,10,0,24,0,0,12,3,3,0,19,0,0,12,4,3,0,17,0,0,0,0,0,0,4,0,0,0,0,19,0,24,0,0,3,5,15,8,27,18,3,71,64,244,30,422,0,0,11,7,5,4,33,0,0,3,0,4,0,9,0,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,0,0,0,4,0,0,5,3,18,3,27,0,0,5,12
POA6304,0,0,10,8,25,3,49,0,0,4,3,14,0,22,0,0,4,0,10,0,19,0,0,0,0,0,0,0,0,0,3,0,12,0,15,0,0,4,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,7,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,0,9,0,0,0,0,3,0,4,0,0,0,3,5,0,14,0,0,0,0,3,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,6,0,4,3,0,28,24,104,14,182,0,3,9,8,14,7,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,3,16,0,0,0,3
POA6306,0,0,7,3,23,7,43,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,3,15,9,64,9,103,0,0,6,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0
POA6308,0,0,0,10,31,10,45,0,0,0,0,20,0,21,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,5,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,3,0,5,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,3,0,4,3,0,9,20,112,17,157,0,0,5,11,11,8,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,7,0,0,0,0
POA6309,0,0,3,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,7,20,3,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6311,0,0,3,4,8,0,23,0,0,0,0,6,0,6,0,0,0,0,3,0,4,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,4,8,3,49,5,70,0,3,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
POA6312,3,0,17,9,44,4,84,0,0,0,0,15,3,20,0,0,0,0,42,3,48,0,0,0,0,20,0,18,0,0,3,3,69,3,81,0,0,10,3,21,0,25,0,0,5,3,27,4,40,0,0,0,0,5,0,9,0,0,0,3,23,0,27,0,0,0,0,7,0,4,0,0,0,5,0,0,6,0,0,0,0,10,0,10,3,0,15,0,0,0,16,0,0,0,0,6,0,6,0,4,8,16,13,3,38,3,3,20,3,6,4,41,7,0,24,3,18,0,50,0,0,6,0,6,0,15,0,0,3,3,37,0,46,0,0,3,0,13,3,28,20,18,114,66,375,38,624,0,3,12,4,10,0,28,0,0,0,0,0,0,0,0,0,0,3,4,3,11,0,0,0,0,3,0,3,0,0,3,0,8,0,10,0,0,0,4,3,0,5,0,0,8,8,23,8,43,0,0,4,3
POA6313,0,0,0,4,6,0,11,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,22,3,34,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6315,0,0,9,9,32,7,60,0,0,0,0,3,0,5,0,0,3,0,14,0,22,0,0,0,0,3,0,3,0,0,0,3,25,0,28,0,0,0,4,9,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,5,0,3,3,0,24,22,134,17,199,0,0,14,10,10,7,38,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,3,3,0,10,0,0,0,0
POA6316,0,0,8,7,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,7,21,0,36,0,0,8,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
POA6317,0,0,12,12,60,8,92,0,0,0,0,4,0,4,0,0,3,3,20,3,30,0,0,0,0,20,0,20,0,0,0,3,30,0,35,0,0,0,3,54,11,74,0,0,4,4,21,0,33,0,0,0,0,3,0,4,0,0,0,0,17,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,7,0,7,0,17,0,0,5,0,5,0,8,3,4,6,5,15,3,33,3,3,12,0,3,0,22,3,0,8,3,13,0,24,0,0,0,0,0,0,0,0,0,3,0,35,0,39,0,0,0,4,11,0,10,13,6,65,50,307,39,480,0,0,12,6,20,3,41,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,22,0,0,3,4,25,0,32,0,0,0,6
