POA_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,21,5,13,0,3,0,3,3,0,57
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6472,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,11,4,3,0,3,0,3,5,47
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
POA6475,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,16,8,16,6,11,0,9,10,0,80
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,11
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,13,5,7,0,3,0,0,56
POA6479,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,40,22,24,7,10,5,8,10,3,131
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,3,0,13
POA6484,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,9,0,0,32
POA6485,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,6,8,12,0,3,13,3,84
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,3,4,6,0,3,4,3,0,39
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,3,0,0,0,3,0,19
POA6490,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,3,9,0,3,3,0,50
POA6501,0,0,0,0,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,12,30,31,70,21,32,5,7,15,7,231
POA6502,3,0,5,0,0,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,46,37,57,25,21,15,25,22,5,261
POA6503,3,0,12,0,0,4,3,10,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,10,0,3,0,0,4,3,8,3,28,132,50,108,42,50,23,40,94,11,554
POA6504,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,3,3,0,6,10,0,34
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,5,3,0,0,3,0,30
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,15
POA6507,3,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,9,65,24,20,4,15,4,9,19,3,175
POA6509,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,7,3,7,0,5,0,0,47
POA6510,0,0,8,4,4,7,3,4,0,28,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,9,0,0,8,3,3,0,0,3,0,21,76,76,87,55,55,37,33,41,3,467
POA6511,4,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,17,15,15,8,15,0,7,37,5,126
POA6512,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,5,0,3,0,3,0,34
POA6513,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,5,6,0,3,4,0,50
POA6514,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,13,16,24,5,14,0,9,13,0,95
POA6515,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,4,35,9,15,3,13,0,6,8,0,89
POA6516,3,0,8,3,3,0,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,4,3,0,6,10,0,31,66,62,102,41,39,16,33,46,7,408
POA6517,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,28,23,27,5,10,3,8,12,0,113
POA6518,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,7,0,5,0,0,7,0,47
POA6519,3,0,5,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,47,22,25,17,7,3,4,19,0,146
POA6521,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,10,9,9,5,3,10,13,0,114
POA6522,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,43,9,10,5,10,3,16,4,0,108
POA6525,3,3,26,4,5,7,8,7,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,3,4,7,5,5,6,8,4,47,118,144,204,83,97,33,63,91,19,846
POA6528,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,22,19,6,13,3,8,10,0,99
POA6530,48,9,180,76,48,58,20,58,8,528,3,0,3,0,0,3,0,7,0,12,7,24,9,22,5,10,11,11,6,93,16,16,51,31,16,25,39,34,33,261,912,2068,1854,1105,879,441,458,627,149,8503
POA6532,12,7,32,20,13,13,0,9,0,107,0,0,0,0,0,0,0,0,0,3,3,7,4,7,0,3,0,4,3,28,8,6,14,7,3,6,8,9,3,72,273,423,429,201,192,85,114,125,27,1866
POA6535,0,0,10,5,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,3,3,0,3,16,61,61,43,43,27,11,31,31,10,313
POA6536,6,0,14,3,3,3,0,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,5,0,0,0,0,11,47,64,62,51,32,16,21,61,7,367
POA6537,0,0,9,3,3,4,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,35,38,57,32,23,15,8,24,5,238
POA6556,7,0,9,3,7,4,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,12,0,0,8,0,3,0,5,4,0,16,66,142,153,79,52,37,48,43,7,623
POA6558,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,4,0,0,0,0,0,3,19,35,39,65,22,33,7,11,15,12,233
POA6560,0,0,3,5,0,0,3,5,0,24,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,7,3,0,4,0,0,0,4,4,0,21,26,49,71,51,50,13,31,33,4,326
POA6562,0,0,7,3,3,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,3,0,0,3,0,0,14,38,55,81,51,37,16,37,34,0,349
POA6564,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,31,5,5,5,14,6,3,75
POA6566,5,0,8,4,8,3,6,4,0,33,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9,9,0,3,0,3,0,6,4,4,30,114,174,145,87,86,48,75,42,14,775
POA6567,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,4,16,18,26,15,14,3,11,5,0,115
POA6568,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,5,0,4,6,4,5,0,50
POA6569,0,0,0,0,3,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,13,3,5,0,11,4,0,62
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,3,0,20
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,6,0,0,3,0,0,0,0,20
POA6575,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,6,0,3,0,0,7,0,46
POA6603,0,0,5,3,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,59,55,62,31,29,14,24,20,9,294
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,14
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,7,5,4,0,3,4,3,0,46
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,4,3,0,32
POA6609,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,32,59,23,23,10,12,22,0,226
POA6612,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,4,10,0,3,0,5,9,0,49
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,16
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,10
POA6620,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,39,23,58,8,14,0,21,11,4,178
POA6623,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,13,41,37,14,12,8,8,8,11,4,153
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,16
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,20
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6630,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,27,27,14,18,11,0,3,9,0,113
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,20
POA6635,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,18,21,20,9,12,0,17,3,0,105
POA6638,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,12,14,23,22,7,7,0,3,10,0,82
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,6,0,20
POA6640,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,3,6,0,3,7,0,41
POA6642,0,0,5,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,6,17,39,81,58,22,10,0,40,22,9,280
POA6646,0,0,3,0,0,0,7,5,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,3,13,13,41,74,10,10,4,52,30,7,241
POA6701,11,3,23,10,18,8,6,18,0,93,0,0,0,0,0,0,0,5,0,7,4,0,0,5,7,0,0,4,0,14,10,7,8,4,9,7,6,17,12,77,208,272,238,156,152,60,58,149,32,1324
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,6,9,0,0,0,9,0,41
POA6707,7,4,23,11,9,7,0,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,9,3,3,3,0,3,6,33,131,191,225,110,105,42,29,87,22,948
POA6710,7,0,25,7,0,0,17,32,0,84,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,12,3,0,32,0,3,10,3,0,0,12,8,5,37,127,271,983,46,86,3,210,284,21,2034
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,0,0,15,3,0,0,5,25,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,13,0,0,9,0,0,0,3,6,0,26,56,123,615,20,35,0,99,183,23,1157
POA6713,3,0,6,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,8,0,3,3,0,0,0,0,0,0,15,48,79,114,24,52,7,46,28,3,399
POA6714,35,9,99,36,54,22,31,52,3,340,0,0,3,0,0,0,0,4,0,15,9,12,19,21,7,3,20,4,0,105,26,12,60,27,30,22,26,31,16,246,646,1189,1827,471,624,228,512,408,132,6036
POA6716,7,0,4,0,0,0,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,3,16,28,32,86,12,17,8,56,12,6,268
POA6718,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,5,15,22,21,5,0,3,7,4,87
POA6720,9,0,5,14,11,0,10,3,0,39,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,7,0,0,18,0,0,7,0,0,4,7,6,4,36,52,92,311,62,77,10,140,34,14,801
POA6721,14,0,24,6,13,3,5,12,0,81,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,4,0,3,25,4,4,10,0,4,6,11,5,4,51,267,363,502,110,181,58,149,107,45,1771
POA6722,12,10,26,15,17,14,11,19,0,128,0,0,0,0,0,3,3,4,0,14,4,4,5,3,4,3,13,0,3,39,5,10,39,13,10,16,21,14,23,154,197,471,1001,262,274,128,294,232,73,2932
POA6725,38,14,79,39,31,20,8,16,0,248,0,0,0,0,0,0,0,0,0,4,3,4,3,10,5,0,3,9,0,39,11,8,24,27,16,9,10,20,21,140,418,855,561,459,405,162,117,203,68,3237
POA6726,16,3,29,35,20,13,4,6,3,128,0,0,0,0,0,0,0,0,0,7,0,12,3,0,4,0,3,0,0,32,10,4,11,9,7,6,3,15,13,74,272,539,282,261,217,117,56,115,30,1890
POA6728,8,3,20,3,7,3,0,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,11,9,6,6,25,8,3,3,14,9,84,121,334,159,221,117,37,36,121,37,1175
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,3,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,0,3,0,0,5,19,26,50,24,46,16,5,6,17,8,198
POA6743,19,0,41,16,16,11,8,6,0,114,0,3,0,0,0,0,0,0,0,4,5,3,0,10,8,0,4,0,0,27,10,3,20,11,7,3,11,10,10,89,269,514,339,237,224,79,94,120,39,1916
POA6751,9,0,35,9,6,3,37,9,0,118,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,16,3,0,31,3,3,11,0,0,3,18,6,9,51,164,300,711,79,112,22,356,96,26,1872
POA6753,15,7,44,13,9,4,34,22,3,148,0,0,0,0,3,0,5,0,0,8,3,4,7,0,0,0,15,3,4,32,8,3,19,8,8,0,19,7,8,87,209,368,912,121,123,34,489,162,39,2460
POA6754,0,0,3,4,3,0,11,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,6,0,3,19,31,60,152,33,31,12,89,26,7,431
POA6758,5,0,21,0,0,0,19,3,0,55,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,9,0,0,14,0,0,10,0,0,0,9,5,3,18,48,83,377,14,15,0,207,53,15,813
POA6760,0,0,3,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,19,21,42,12,11,0,18,19,0,147
POA6762,0,0,8,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,0,0,3,0,0,0,0,0,3,5,19,71,131,4,11,0,61,7,8,311
POA6765,0,0,9,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,0,3,0,3,3,29,36,97,40,53,32,9,3,33,6,312
POA6770,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,9,7,0,4,3,6,33,60,129,38,66,26,13,10,37,18,388
