POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA6167,0,0,0,24,6,3,3,0,0,34,0,0,0,3,5,6,9,5,4,41,0,6,10,33,6,4,3,0,0,60,3,20,31,149,48,42,41,11,3,353,63,112,132,315,122,113,105,72,22,1058,1016,1713,1587,4160,1485,1235,852,499,193,12743,0,4,3,8,0,0,0,0,0,17,1871,2730,2392,5093,1576,1168,719,276,88,15910,0,0,0,31,3,0,0,0,0,38,0,0,3,10,4,0,3,0,0,23,0,0,0,5,0,0,0,0,0,12,0,3,7,19,11,8,4,0,0,42,0,0,0,23,11,6,8,0,0,48,0,8,17,95,31,13,11,0,0,177,0,0,0,27,12,8,10,4,4,73,0,0,0,0,0,0,0,0,0,0,3,47,40,340,422,433,341,319,99,2058,0,4,0,12,8,3,0,0,0,29,0,0,0,7,5,0,3,0,0,25,0,0,5,12,19,14,25,17,8,101
POA6168,0,3,4,25,7,3,3,0,0,43,0,0,3,9,12,8,15,10,3,63,0,0,3,8,3,3,0,0,0,20,0,14,22,72,42,38,30,29,10,263,40,63,157,256,122,147,133,111,50,1076,570,1131,1457,2740,1610,1702,1404,987,446,12047,0,0,0,8,0,0,0,0,0,6,1055,1889,2192,3388,1552,1597,1145,604,276,13695,0,0,0,3,0,0,0,0,0,4,0,0,3,10,15,14,6,3,0,57,0,0,0,4,0,0,0,0,0,7,0,4,4,16,9,8,7,4,3,53,0,0,0,4,4,3,5,0,0,12,0,7,8,20,17,3,5,6,0,64,0,0,4,10,10,18,23,10,0,75,0,0,0,3,0,0,0,0,0,4,5,48,114,364,611,622,673,587,215,3239,0,3,3,12,7,0,0,0,0,17,0,0,0,7,0,7,3,0,3,19,0,8,0,18,17,31,41,20,4,142
POA6169,0,6,4,23,0,4,0,0,0,35,0,3,4,16,22,17,16,7,3,86,0,0,5,13,18,8,4,0,0,42,3,23,32,118,70,41,27,20,4,343,60,124,110,310,174,144,125,88,39,1170,1135,2178,2026,4391,2567,2191,1592,934,389,17405,0,0,0,0,0,0,0,0,0,0,2073,3644,3273,5464,2544,2236,1454,738,354,21777,0,0,0,3,0,0,0,0,0,5,0,0,0,12,8,17,0,0,0,38,0,0,0,4,0,0,0,0,0,5,0,0,3,21,11,8,3,0,0,59,0,3,0,6,0,3,0,0,0,14,0,4,4,21,11,13,3,0,0,55,0,3,0,9,9,6,5,4,3,49,0,0,0,0,0,0,3,0,0,9,21,159,235,710,1043,902,804,538,149,4550,0,7,3,12,8,4,0,0,0,37,0,0,4,13,8,3,4,0,0,28,0,4,9,39,26,17,33,18,10,160
POA6170,0,0,4,6,3,0,0,0,0,9,0,0,0,0,0,0,5,0,0,10,0,3,21,41,9,0,0,0,0,73,0,16,46,121,36,15,12,3,0,245,27,39,43,158,43,26,17,11,3,362,619,828,900,2384,716,417,225,62,15,6169,0,0,0,3,0,0,0,0,0,9,1145,1181,1033,2057,560,368,184,49,9,6579,0,0,0,20,0,0,0,0,0,25,0,0,0,4,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,3,3,16,4,4,0,0,0,33,0,0,0,5,3,3,0,0,0,12,0,0,9,43,10,10,4,0,0,81,0,0,0,5,0,5,0,3,0,21,0,0,0,4,0,3,0,0,0,9,13,31,55,209,211,149,99,46,4,820,0,0,4,14,0,3,0,0,0,19,0,0,0,8,0,0,0,0,0,7,0,0,0,12,9,3,6,3,0,35
POA6171,0,0,7,11,4,0,0,0,0,22,0,12,7,18,12,12,0,0,0,55,0,11,22,61,19,11,3,0,0,133,0,27,47,186,54,28,9,5,0,368,123,176,192,427,127,86,64,25,7,1224,1615,2650,2221,5695,1769,1086,786,277,54,16151,0,0,0,0,0,0,0,0,0,0,2888,3765,2609,6169,1465,936,635,223,41,18735,0,0,0,9,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,7,13,38,12,6,5,0,0,69,0,0,0,7,3,0,0,0,0,22,0,0,3,37,9,4,4,0,0,53,0,0,0,11,3,0,3,4,0,23,0,3,0,9,0,4,8,0,0,20,33,384,385,1005,832,459,394,178,22,3692,0,0,6,25,5,3,0,0,0,46,0,0,0,11,3,0,6,0,0,21,0,3,11,28,19,16,20,7,0,104
POA6172,0,0,0,3,0,0,0,0,0,8,0,0,0,3,8,7,0,3,0,21,0,3,0,13,5,3,0,0,0,29,0,13,8,48,21,17,12,4,3,118,28,65,61,135,80,46,21,29,7,454,484,1185,995,1971,1074,640,354,209,106,7022,0,0,0,0,0,0,0,0,0,0,863,1887,1459,2257,1009,559,309,196,90,8627,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,9,0,4,3,8,3,3,0,0,0,15,0,0,0,3,3,10,3,0,0,19,0,0,0,0,0,0,0,0,0,3,9,140,168,366,493,300,193,119,45,1834,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,11,0,3,3,7,12,8,13,4,3,53
POA6173,0,0,0,3,0,0,0,0,0,3,0,0,3,8,17,0,0,0,0,39,0,0,3,14,8,0,0,0,0,30,0,12,6,40,25,8,6,8,0,101,18,52,47,90,50,17,11,3,3,291,453,1190,851,1881,989,339,192,75,14,5983,0,0,0,0,0,0,0,0,0,0,857,1659,1076,2020,779,347,157,46,18,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,15,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,36,349,375,629,689,159,128,52,9,2419,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,4,9,3,0,36
POA6174,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,6,13,0,3,4,0,0,31,3,13,23,37,23,8,5,10,0,134,166,328,268,621,264,120,82,52,5,1904,0,0,0,0,0,0,0,0,0,0,296,545,396,783,239,144,75,43,7,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,43,61,126,125,42,25,18,6,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,3,7,0,0,0,0,15
POA6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,7,9,3,0,0,0,23,3,17,13,24,26,3,8,3,3,94,163,312,237,551,292,165,102,44,11,1875,0,0,0,0,0,0,0,0,0,0,307,528,401,754,280,166,115,31,12,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,102,145,67,47,31,3,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,13
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,0,0,0,15,3,3,8,21,14,12,5,3,0,70,61,89,124,205,88,68,36,18,0,696,0,0,0,0,0,0,0,0,0,0,107,137,166,254,80,69,33,18,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,30,42,43,23,16,4,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA6180,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,3,12,3,3,0,0,0,25,0,4,0,19,10,0,6,0,0,46,11,17,20,45,25,16,12,8,0,153,237,438,337,889,302,242,222,78,3,2738,0,0,0,0,0,0,0,0,0,0,457,690,456,991,245,242,220,78,12,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,45,175,114,64,104,52,0,628,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,4,4,5,0,0,0,17
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,3,3,4,0,0,0,0,8,9,45,25,52,51,33,12,5,0,237,0,0,0,0,0,0,0,0,0,0,15,74,54,79,63,42,15,5,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,23,13,3,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,13,6,10,5,3,0,43,24,71,59,127,80,68,54,16,3,499,0,0,0,0,0,0,0,0,0,0,56,128,96,191,100,105,74,17,4,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,26,29,8,16,7,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6208,0,0,0,4,0,0,0,0,0,3,0,3,0,3,0,3,7,0,0,16,0,0,0,5,3,0,0,0,0,11,0,0,0,9,12,5,6,3,0,43,25,48,45,113,66,71,77,64,13,523,329,804,654,1329,741,808,780,440,125,6006,0,0,0,0,0,0,0,0,0,0,666,1385,1072,1955,972,1018,918,482,133,8597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,34,115,183,185,282,183,45,1036,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,10,11,11,3,31
POA6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,4,5,10,3,24,8,4,0,63,34,112,112,167,148,160,123,69,15,942,0,0,0,0,0,0,0,0,0,0,69,196,204,249,200,207,183,79,24,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,21,49,43,38,30,11,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11
POA6210,3,0,3,26,6,3,0,0,0,41,0,16,15,33,29,15,18,25,4,160,0,3,16,46,28,23,9,8,0,128,6,44,42,187,97,79,74,40,21,579,92,202,216,477,295,357,352,309,149,2444,1860,3910,3864,7680,4662,4717,4488,2985,1223,35379,0,0,0,5,0,0,0,0,0,10,3400,6185,5857,9488,5028,5444,4990,3128,1197,44721,0,8,0,18,0,0,0,0,0,27,0,0,0,5,0,0,3,0,0,8,5,0,0,14,0,0,0,0,0,18,7,13,7,33,18,25,18,7,3,123,0,0,3,14,3,3,0,3,0,25,6,10,18,72,40,13,0,3,0,157,0,4,0,4,9,9,10,16,0,49,0,5,0,12,7,5,9,4,0,38,24,395,482,1023,1454,1208,1566,1152,357,7666,0,3,0,4,5,6,0,0,0,19,0,3,0,7,9,4,5,4,0,38,0,0,10,34,32,33,116,46,25,288
POA6211,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,4,3,0,0,14,0,0,0,0,3,0,0,0,0,7,0,0,5,14,22,12,3,0,0,52,6,18,10,53,22,34,46,12,0,208,206,473,331,855,444,512,525,136,20,3500,0,0,0,0,0,0,0,0,0,0,399,836,516,1069,537,600,588,205,26,4779,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,13,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,41,49,146,170,155,235,69,14,874,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,5,10,3,8,6,3,0,32
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,6,15,10,5,3,0,47,13,47,24,70,62,59,35,15,6,343,0,0,0,0,0,0,0,0,0,0,21,86,52,113,96,82,56,23,6,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,15,7,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,3,0,19,14,41,45,69,55,26,26,8,0,284,0,0,0,0,0,0,0,0,0,0,35,78,69,109,80,61,44,13,3,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,9,9,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,8,0,3,0,7,3,6,3,0,0,17,13,28,18,42,24,40,42,35,20,265,118,265,207,431,298,304,244,153,59,2076,0,0,0,0,0,0,0,0,0,0,190,477,358,633,425,395,287,127,43,2944,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,10,26,57,70,48,32,18,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,4,0,13
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,5,3,0,15,18,26,23,49,32,30,19,8,0,194,0,0,0,0,0,0,0,0,0,0,32,50,27,76,36,53,24,6,3,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6220,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,11,0,0,3,0,0,4,4,0,0,15,9,16,25,48,35,41,37,23,3,238,111,304,230,514,340,313,279,161,57,2302,0,0,0,0,0,0,0,0,0,0,193,477,362,662,462,420,320,193,62,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,17,53,48,66,39,11,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,30,10,3,3,0,3,0,56,4,23,76,32,23,18,9,6,4,205,0,0,0,0,0,0,0,0,0,0,7,41,90,43,29,28,14,9,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,4,0,0,0,15,7,17,15,27,21,13,5,3,0,103,0,0,0,0,0,0,0,0,0,0,12,28,23,41,33,20,9,5,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,9,6,6,9,0,43,25,69,66,112,91,70,71,32,9,546,0,0,0,0,0,0,0,0,0,0,51,151,129,187,135,112,92,35,10,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,15,18,12,9,6,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,8
POA6225,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,3,0,0,10,0,0,0,7,0,3,0,0,0,7,0,0,0,4,3,0,3,3,3,22,9,41,40,109,66,64,62,43,25,454,254,585,515,1042,633,673,497,228,91,4502,0,0,0,0,0,0,0,0,0,0,505,1071,976,1607,943,1031,697,247,83,7166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,3,34,81,91,93,44,9,342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,3,4,3,30,7,0,47
POA6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,4,0,3,0,17,28,59,45,107,75,51,26,10,0,414,0,0,0,0,0,0,0,0,0,0,59,133,88,171,113,88,39,12,3,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,13,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
