POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA6111,0,0,0,8,0,3,0,0,0,18,0,0,0,3,16,10,10,6,0,46,0,0,3,25,13,10,0,0,0,52,6,17,29,95,45,41,20,9,5,259,53,68,69,203,112,104,92,53,56,810,726,1393,1367,2983,1617,1562,1175,477,208,11511,0,7,21,34,7,0,0,0,0,70,1339,2370,2169,3745,1637,1535,1067,323,131,14322,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,3,11,9,10,3,0,0,33,0,0,0,0,0,5,5,0,0,8,0,3,6,29,22,5,3,3,0,69,0,0,0,0,0,0,3,0,3,13,0,0,0,3,3,0,3,0,0,14,3,51,86,344,638,648,535,260,64,2639,0,0,0,3,3,0,0,0,0,5,0,0,3,11,8,0,4,0,0,26,0,0,0,15,14,10,34,19,3,107
POA6112,0,0,4,39,13,0,0,0,0,57,0,0,0,22,17,18,14,9,0,78,0,24,35,107,24,8,4,3,0,205,22,82,137,395,112,74,26,16,12,873,138,175,200,509,232,195,160,112,59,1783,2644,3878,3568,9597,3258,2704,1646,867,334,28504,0,8,25,58,4,5,0,0,0,94,4977,5891,4789,9567,2866,2316,1339,501,173,32425,0,10,0,38,6,0,0,0,0,61,0,3,3,0,0,0,0,3,0,15,0,0,0,3,3,0,0,0,0,11,0,19,20,38,15,17,3,6,0,105,0,0,0,10,8,15,4,3,0,43,6,22,56,295,66,44,8,7,3,518,0,0,0,15,8,3,5,6,0,49,0,5,3,12,0,0,3,0,0,31,14,132,200,827,1026,940,707,487,164,4500,0,3,0,13,6,0,0,0,0,21,0,0,7,12,14,4,6,3,0,45,0,3,0,35,30,30,53,36,9,197
POA6121,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,14,0,4,0,0,22,3,5,3,18,14,14,3,4,0,64,64,195,216,330,299,201,99,29,8,1450,0,0,0,0,0,0,0,0,0,0,126,414,405,432,396,255,113,38,8,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,22,98,67,47,17,4,268,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,7,8,0,0,13
POA6122,0,0,0,3,0,0,0,0,0,3,0,3,0,6,4,3,0,0,0,18,0,9,13,43,9,3,0,0,0,81,3,23,17,74,22,9,8,0,3,167,48,67,53,158,61,28,25,7,3,453,871,1370,1204,3068,967,700,372,151,63,8770,0,0,10,14,0,0,0,0,0,30,1656,2282,1746,3780,984,692,346,116,60,11662,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,3,11,11,4,0,0,0,0,34,0,0,0,6,3,0,0,0,0,11,0,0,3,21,3,0,0,0,0,32,0,0,0,6,0,0,0,0,4,8,0,0,0,3,0,3,0,0,0,4,7,46,102,362,372,267,221,98,25,1502,0,0,3,8,0,0,0,0,0,13,0,0,0,9,6,0,0,3,0,17,0,0,0,7,9,7,13,3,0,43
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,3,7,7,13,8,4,4,0,0,51,62,105,108,186,109,100,48,22,10,754,0,0,0,0,0,0,0,0,0,0,122,174,181,284,137,136,62,27,10,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,43,31,31,14,3,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,10,3,6,10,10,17,10,3,0,0,69,48,82,66,144,119,69,50,24,8,606,0,0,0,0,0,0,0,0,0,0,86,144,88,182,105,96,41,21,9,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,56,22,34,9,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,3,3,8,4,0,0,0,19,3,21,11,31,28,16,14,11,0,140,67,200,181,335,268,213,153,88,14,1532,0,0,0,0,0,0,0,0,0,0,135,390,327,476,344,254,160,65,13,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,37,108,75,81,64,15,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,9,0,0,0,27,6,20,12,36,25,18,18,3,0,137,0,0,0,0,0,0,0,0,0,0,8,30,27,204,82,53,37,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,10,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6147,0,0,5,14,11,12,6,3,0,57,0,0,0,3,3,0,3,0,0,12,0,0,0,5,4,3,7,0,0,18,0,22,27,112,52,37,30,13,3,301,19,28,23,104,44,47,34,39,3,337,481,827,858,2256,916,949,682,346,122,7435,0,3,25,46,14,4,3,0,0,90,861,1175,1093,1771,580,735,438,152,56,6855,4,4,4,36,4,3,0,0,0,52,0,0,0,0,0,0,0,0,0,8,0,4,0,19,7,17,4,3,0,55,0,0,0,4,0,0,3,0,0,17,0,0,0,3,3,0,6,0,0,21,8,48,90,344,127,54,21,31,13,733,0,0,0,0,0,0,3,0,0,10,0,0,0,5,0,0,6,0,0,18,0,12,21,137,151,201,207,134,60,936,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,4,0,13,0,0,0,10,8,7,15,11,3,54
POA6148,0,0,5,22,6,7,3,0,0,49,0,0,3,5,3,0,7,3,7,31,0,0,0,11,9,10,3,0,0,34,3,32,29,85,45,30,26,22,8,287,6,30,34,69,38,46,35,50,79,383,416,1136,1176,2134,1289,1107,923,618,387,9185,0,0,3,23,3,0,0,0,0,29,766,1516,1470,1746,1003,1007,821,497,246,9074,0,9,3,19,9,5,5,0,0,54,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,12,4,15,8,6,6,0,0,46,0,0,0,0,5,0,0,0,0,5,8,61,101,307,103,44,28,17,6,660,0,0,0,0,0,4,0,0,0,11,0,0,0,4,3,0,11,5,4,28,5,80,87,171,263,255,261,181,84,1384,0,0,0,3,3,3,0,0,0,11,0,4,0,5,0,0,0,6,0,19,0,0,3,13,6,10,25,12,4,75
POA6149,0,0,3,5,11,5,3,3,0,36,0,0,0,3,3,5,3,3,0,20,0,0,0,16,12,15,3,0,0,44,3,28,24,70,44,44,30,8,12,252,9,19,29,57,33,40,34,20,32,278,425,1086,1193,2099,1333,1503,936,476,340,9385,0,0,5,3,3,0,0,0,0,10,751,1750,1724,2077,1131,1470,932,429,269,10546,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,3,13,7,5,3,0,0,36,0,3,0,5,3,3,3,0,0,21,3,39,43,238,93,57,14,12,10,507,0,0,0,0,3,4,0,0,0,16,0,3,3,0,0,4,3,0,0,19,7,90,99,195,314,277,258,128,83,1461,0,0,0,0,0,3,0,0,0,4,0,0,0,11,7,0,0,0,0,20,3,6,3,18,12,12,23,5,3,82
POA6150,0,0,3,26,14,6,3,0,3,61,0,0,0,0,3,0,4,3,0,8,0,5,11,6,5,9,4,0,0,34,0,16,30,49,40,47,17,16,3,217,6,10,27,47,16,31,47,54,50,294,239,668,1108,1350,907,965,703,447,329,6707,0,0,0,0,0,0,0,0,0,0,425,1111,1440,1139,707,757,497,340,292,6710,0,0,0,19,5,0,0,0,0,23,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,7,15,11,3,0,0,0,36,0,0,8,4,0,4,0,0,0,13,0,6,69,127,66,45,37,17,6,378,0,0,0,3,3,4,4,10,0,27,0,0,0,0,0,3,0,0,0,9,3,27,49,88,139,123,113,81,25,646,0,0,0,3,0,3,0,0,0,9,0,3,7,9,4,0,0,0,0,28,0,0,0,9,3,0,15,3,3,33
POA6151,0,0,3,24,16,10,3,0,0,58,0,0,0,0,6,4,0,0,3,15,0,0,3,17,3,11,0,0,0,39,6,21,32,139,49,28,13,9,5,309,25,46,72,213,84,80,56,35,20,628,372,818,1006,2487,1160,1138,751,325,211,8268,0,0,0,4,0,0,0,0,0,8,624,1385,1561,2287,1182,1167,822,302,175,9510,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,3,0,6,3,0,0,0,0,7,0,3,8,31,11,10,5,0,0,61,0,0,6,9,4,3,4,0,0,26,3,12,64,105,41,23,7,16,4,270,0,0,0,3,10,3,3,4,0,22,5,3,0,12,0,0,0,0,0,26,6,34,46,276,267,233,205,61,38,1171,0,0,0,3,3,0,6,0,0,11,3,0,3,26,9,0,3,0,0,46,0,0,0,24,12,15,20,3,9,79
POA6152,0,3,16,31,9,6,4,0,0,74,0,0,0,3,4,5,3,4,3,28,0,0,19,30,15,11,7,0,0,74,4,29,85,240,64,54,37,23,16,553,27,47,114,222,96,100,85,82,88,860,558,1151,2065,3725,1599,1658,1129,742,571,13197,0,0,3,9,5,3,0,0,0,27,1038,1918,2686,3574,1513,1567,1093,625,455,14472,0,0,6,28,0,0,0,0,0,36,0,0,0,5,0,8,4,0,0,19,0,0,0,4,0,0,0,0,0,15,0,0,4,42,7,9,10,0,0,83,0,0,0,11,3,5,12,3,0,41,0,27,208,254,77,38,11,12,6,632,0,0,0,4,3,10,8,6,6,30,0,3,0,13,0,3,3,0,0,31,13,36,69,308,254,282,207,147,90,1392,0,0,0,5,0,6,0,0,0,15,0,0,3,26,4,8,0,0,0,46,3,3,10,28,17,13,19,5,0,94
POA6153,0,0,0,19,5,4,3,0,0,35,0,0,0,8,12,6,8,7,3,44,0,0,4,12,14,12,3,0,0,48,3,24,37,150,62,43,32,19,11,389,15,36,51,129,60,71,56,53,21,483,475,1097,1293,2505,1464,1439,1051,621,342,10288,0,0,0,3,0,0,0,0,0,3,907,1680,1833,2290,1380,1417,1001,600,338,11453,0,0,0,3,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,3,9,12,21,12,8,3,0,0,73,0,0,0,3,6,3,3,0,3,16,9,27,55,179,63,48,13,9,9,395,0,0,0,0,3,9,6,8,0,24,0,7,0,4,0,8,4,5,0,37,8,81,85,214,300,246,266,133,56,1380,0,0,0,3,5,4,0,0,0,11,3,3,6,13,10,3,0,0,0,41,0,3,10,28,13,9,15,6,3,94
POA6154,0,0,0,4,4,3,0,0,0,12,0,0,0,3,6,5,4,0,0,20,0,0,5,7,3,9,0,0,0,24,4,11,20,51,17,18,13,9,7,151,19,21,22,71,28,24,31,30,18,254,258,629,553,1212,756,584,462,420,338,5213,0,0,0,0,0,0,0,0,0,0,477,1094,899,1300,752,579,424,387,302,6212,0,3,0,3,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,7,0,9,8,3,3,3,0,26,0,0,0,4,3,3,0,0,0,13,4,10,18,78,32,25,10,4,3,181,0,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,3,5,0,11,3,50,38,129,163,148,108,82,56,774,0,0,0,0,3,0,0,0,0,4,0,7,0,7,3,5,0,0,0,21,0,3,0,9,9,4,10,8,9,51
POA6155,0,0,3,49,31,22,4,0,4,111,0,3,0,5,7,11,7,3,0,37,0,12,32,44,33,14,3,0,0,139,11,107,140,311,153,99,44,18,9,885,49,86,120,203,124,84,77,51,30,823,1490,3744,3742,7069,3855,2902,1708,692,267,25470,0,0,17,57,19,8,10,0,0,117,2593,5140,4395,5155,2524,2216,1434,469,159,24094,0,32,23,119,44,8,3,0,0,234,0,0,5,5,0,4,0,0,0,12,0,0,0,12,3,3,0,0,0,28,0,5,10,18,13,5,4,0,0,69,0,0,6,13,10,9,3,4,0,50,45,250,396,1356,416,209,103,32,16,2826,0,0,0,3,4,13,8,3,0,33,3,15,8,22,9,8,6,3,0,74,19,224,228,424,805,618,457,198,71,3040,0,0,0,13,10,5,3,0,0,30,0,0,6,9,9,3,4,0,0,38,0,4,11,28,26,16,47,11,0,135
POA6156,0,0,3,4,3,0,0,0,0,15,0,0,0,8,0,3,0,0,3,20,0,0,3,8,8,3,3,0,0,25,0,18,18,73,41,21,28,17,14,222,14,49,42,116,74,51,42,43,29,457,474,1231,1115,2171,1324,929,695,616,368,8930,0,0,0,0,0,0,0,0,0,0,916,2135,1727,2750,1547,1082,702,592,363,11807,0,0,3,8,0,0,0,0,0,7,0,0,3,8,3,5,0,0,3,25,0,0,0,0,0,0,0,0,0,0,3,3,4,21,4,3,3,0,0,45,0,0,0,3,0,4,3,3,0,18,0,3,7,46,27,9,3,3,3,106,0,0,0,5,5,14,11,8,3,48,0,0,0,0,3,3,10,7,4,23,3,59,47,230,276,188,172,121,55,1169,0,3,0,3,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,22,0,0,3,14,19,12,22,10,3,86
POA6157,0,0,0,4,0,0,0,0,0,11,0,0,0,3,0,3,6,0,0,20,0,0,0,4,10,11,0,0,0,28,0,17,13,98,19,20,15,0,3,186,18,23,24,109,51,45,35,54,80,440,370,768,732,1976,1000,851,668,480,309,7153,0,0,0,0,0,0,0,0,0,0,777,1316,1176,2373,1212,1035,683,460,236,9260,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,4,0,0,0,0,0,6,0,8,3,27,9,3,3,0,0,51,0,0,0,12,0,0,0,0,0,10,0,4,12,21,8,0,3,3,0,49,0,0,0,3,8,8,8,0,0,23,0,0,0,6,0,0,3,4,0,16,7,51,47,278,240,163,184,104,47,1126,0,0,0,0,0,3,0,0,0,4,0,5,0,19,6,3,4,0,0,34,0,0,3,21,14,9,6,4,3,68
POA6158,0,4,0,3,0,0,0,0,0,7,3,0,0,3,0,5,4,0,0,12,0,0,0,3,3,0,0,0,0,10,0,4,3,25,12,15,7,4,3,72,7,27,19,49,37,32,23,18,36,255,164,530,440,878,631,532,349,205,104,3834,0,0,0,0,0,0,0,0,0,0,314,868,726,1100,812,683,357,206,63,5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,3,0,24,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,9,3,0,11,0,0,0,0,0,0,0,0,0,7,3,33,23,151,154,118,92,39,12,618,0,0,0,0,0,0,0,0,0,3,0,0,0,13,4,0,0,0,0,24,0,0,0,13,6,3,7,0,0,42
POA6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,7,28,6,3,3,0,0,47,5,21,6,66,17,20,24,17,15,198,66,138,156,481,248,262,232,94,40,1715,0,0,0,0,0,0,0,0,0,0,124,212,239,519,302,294,291,109,28,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,0,0,17,0,0,0,0,0,4,3,0,0,10,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,8,80,59,56,57,20,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,8,0,3,0,3,0,20
POA6160,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,4,9,4,60,18,18,6,7,4,138,10,15,44,156,68,59,51,44,32,479,165,267,447,1387,557,581,417,249,117,4190,0,0,0,3,0,0,0,0,0,3,301,430,598,1429,603,615,398,160,64,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,23,4,7,7,3,0,44,0,0,0,14,3,4,3,0,0,25,0,0,7,12,3,4,0,3,0,27,0,0,0,4,3,7,5,13,6,36,0,0,0,0,0,3,5,0,0,10,3,21,27,280,185,135,116,52,20,852,0,0,0,0,0,0,0,0,0,0,0,0,3,51,7,4,3,0,0,66,0,0,0,24,6,0,14,0,0,47
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,49,10,12,11,0,0,111,10,17,23,73,12,16,11,0,0,149,0,0,0,0,0,0,0,0,0,0,4,8,8,24,8,9,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,0,0,3,0,0,0,0,11,0,0,0,8,3,3,3,6,0,21,0,0,0,6,8,4,0,0,0,18,3,7,13,83,41,46,24,25,11,243,11,27,40,94,61,55,41,30,12,369,316,589,564,1562,881,743,540,343,178,5717,0,0,0,0,0,0,0,0,0,0,542,1042,889,1789,992,856,460,177,71,6810,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,4,0,19,0,0,0,4,0,0,0,0,0,4,0,0,0,34,15,4,3,0,0,59,0,0,0,3,10,9,0,0,3,19,0,3,3,11,3,3,3,0,0,26,0,0,0,4,7,12,17,35,11,78,0,0,0,0,0,0,4,0,3,10,9,31,32,276,217,152,162,59,8,950,0,0,0,0,0,0,0,0,0,3,0,0,5,52,10,3,0,0,0,68,3,7,0,41,10,13,10,3,3,96
POA6163,0,0,4,33,14,11,10,0,3,74,0,0,4,15,17,5,4,5,4,54,0,9,11,38,13,24,4,3,0,101,11,47,86,394,172,215,159,81,31,1186,90,116,153,532,231,242,189,185,149,1887,1407,2505,2998,7113,3534,3335,2497,1610,839,25833,0,0,5,11,0,0,0,0,0,25,2452,4119,4426,7870,3771,3305,2061,1174,519,29694,3,5,0,31,5,3,6,3,0,55,0,0,7,57,33,49,13,0,3,165,0,0,0,7,0,0,0,0,0,5,0,5,15,67,24,24,9,0,0,143,0,0,0,22,14,4,0,6,0,58,0,15,63,203,64,44,20,10,5,426,0,0,5,72,59,124,158,141,42,606,0,0,0,4,4,10,16,14,7,57,8,74,149,724,689,646,523,353,136,3305,0,0,0,7,10,3,3,3,0,22,4,3,8,90,27,15,15,10,4,174,3,21,17,101,59,37,73,11,20,343
POA6164,0,3,15,32,10,8,3,0,0,72,0,4,3,14,14,8,3,0,3,49,0,9,22,70,20,7,0,0,0,133,10,58,93,494,214,153,78,22,10,1133,110,162,201,545,224,161,100,46,26,1566,2427,4009,3700,10179,3778,2551,1288,572,265,28780,0,0,0,3,0,0,0,0,0,9,4486,6465,5046,10476,3482,2216,1074,476,185,33904,0,3,4,54,9,4,0,0,0,76,0,0,13,65,30,22,5,6,0,138,0,0,0,3,0,0,0,0,0,9,0,7,10,58,21,7,3,3,0,111,0,0,0,25,15,13,7,3,0,69,11,103,234,680,153,95,23,14,4,1317,0,3,19,96,48,62,37,27,3,295,0,3,0,8,4,7,4,9,0,37,32,245,260,1099,848,642,379,188,52,3748,0,0,0,8,5,5,3,0,0,24,0,3,3,35,17,5,0,0,0,61,0,0,10,56,25,17,25,4,5,149
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,3,6,4,11,8,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,16,8,7,6,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,3,0,8,4,0,0,0,0,16,0,0,0,3,0,0,0,0,0,15,0,0,0,3,3,3,3,0,0,9,0,4,10,71,41,38,32,18,3,215,10,22,28,51,52,38,26,20,9,251,285,561,594,1231,769,635,435,242,56,4797,0,0,0,0,0,0,0,0,0,0,512,931,1012,1475,907,671,364,197,46,6124,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,6,6,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,4,0,0,0,23,0,0,0,0,3,3,0,0,0,9,3,3,3,16,5,0,0,0,0,33,0,0,0,15,25,48,58,57,8,212,0,0,0,0,0,0,4,4,0,9,3,43,54,163,163,125,125,58,10,742,0,0,0,3,0,0,0,0,0,4,0,0,0,9,6,0,0,0,0,16,0,0,3,11,7,7,20,8,3,58
