region_id,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA6233,5,6,12,10,22,14,14,3,0,86,12,16,62,114,92,50,3,0,0,349,47,80,224,267,266,127,11,0,0,1022,0,3,22,29,43,43,3,0,0,143,45,107,243,215,175,103,13,0,0,901,7,3,24,34,27,17,0,0,0,112,64,35,51,52,40,39,6,0,0,287,37,11,3,10,7,8,4,0,0,80,12,13,29,56,67,49,6,3,0,235,6,4,4,7,5,0,0,0,0,26,0,0,5,15,10,8,0,0,0,38,5,0,8,4,12,10,3,0,0,42,0,9,28,38,36,26,7,3,0,147,4,3,9,19,24,16,10,0,0,85,4,3,18,41,73,30,0,3,0,172,0,3,11,29,48,41,9,0,0,141,0,6,14,12,21,20,5,3,0,81,10,3,5,3,0,4,0,0,0,25,19,16,33,33,26,14,5,0,0,146,3,4,26,16,17,13,4,3,0,86
POA6236,0,0,6,16,11,19,13,3,0,68,0,3,3,13,16,6,0,0,0,41,6,5,12,28,23,22,0,0,0,96,0,0,0,0,7,5,0,0,0,12,9,14,6,29,22,9,3,0,0,92,0,3,3,3,8,3,3,0,0,23,11,3,3,3,6,6,0,0,0,32,4,0,3,3,0,3,0,0,0,13,0,0,7,8,8,7,3,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,4,4,0,0,0,0,11,4,0,0,3,3,5,0,0,0,15,3,0,0,0,6,3,0,0,0,12,0,0,0,5,13,4,4,0,0,26,0,0,0,3,11,6,3,0,0,23,0,0,0,4,6,3,0,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,5,7,8,0,0,0,20,0,4,3,6,0,3,0,3,0,19
POA6237,8,0,16,10,27,15,14,4,0,94,3,3,3,11,31,10,3,0,0,64,8,6,9,20,26,18,0,0,0,87,0,0,0,5,6,3,0,0,0,14,8,9,23,31,39,27,7,0,0,144,3,3,3,0,5,6,3,0,0,23,9,3,5,0,12,6,3,0,0,38,0,3,0,4,3,3,0,0,0,13,0,3,4,10,12,9,3,0,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,3,0,3,3,0,0,0,12,0,0,3,7,11,7,3,0,0,31,0,0,0,0,4,3,0,0,0,7,0,0,3,3,5,11,0,0,0,22,0,0,3,9,3,13,0,0,0,28,0,0,0,3,11,4,0,0,0,18,0,3,3,0,3,0,3,0,0,12,5,5,3,8,5,3,3,0,0,32,0,3,3,0,5,3,0,0,0,14
POA6239,6,5,22,36,30,38,25,4,0,166,0,3,14,32,29,16,0,0,0,94,16,8,24,28,36,25,0,0,0,137,0,3,3,6,16,5,0,0,0,33,17,11,31,47,50,27,6,0,0,189,7,3,6,7,9,7,0,0,0,39,6,10,3,12,14,9,0,0,0,54,6,0,5,0,0,8,0,0,0,19,0,3,0,15,13,10,8,0,0,49,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,0,11,0,0,7,8,5,3,0,0,0,23,0,3,0,8,4,3,0,3,0,21,0,0,5,10,26,19,0,0,0,60,0,0,0,4,14,12,6,0,0,36,0,0,0,4,4,6,0,3,0,17,0,0,0,0,3,3,0,0,0,6,7,3,6,3,3,9,0,0,0,31,0,3,6,9,8,3,6,0,0,35
POA6240,3,0,3,3,3,9,3,0,0,24,0,3,3,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,9,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
POA6244,4,4,38,50,44,40,31,4,0,215,0,0,3,10,5,0,0,0,0,18,0,3,3,0,4,5,0,0,0,15,0,0,3,0,3,3,0,0,0,9,0,3,3,10,11,3,0,0,0,30,4,0,0,3,3,5,0,0,0,15,0,0,3,0,5,0,0,0,0,8,0,3,0,0,0,3,0,0,0,6,0,0,3,0,6,6,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,7,7,9,3,0,0,26,0,0,0,4,5,3,0,0,0,12,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,13,0,0,3,0,0,3,3,0,0,9
POA6251,0,0,5,6,17,11,12,0,0,51,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,3,3,6,4,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3
POA6253,0,3,3,4,3,13,3,5,0,34,0,0,0,6,0,5,0,0,0,11,0,0,0,4,4,6,0,0,0,14,0,0,0,3,3,3,0,0,0,9,3,0,0,0,3,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6
POA6254,0,3,5,3,6,4,0,3,0,24,3,3,9,19,13,3,0,0,0,50,0,3,0,5,9,3,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,6
POA6255,0,0,10,10,23,27,15,0,0,85,3,3,28,34,37,13,3,0,0,121,0,3,7,19,30,13,3,0,0,75,0,0,4,6,11,3,4,0,0,28,7,12,16,17,26,28,8,0,0,114,0,0,8,5,7,9,3,0,0,32,11,3,5,5,9,13,3,0,0,49,12,3,0,4,10,8,0,0,0,37,0,0,3,11,10,17,3,0,0,44,0,0,0,0,3,3,0,0,0,6,0,0,3,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,3,6,6,7,3,0,0,25,0,3,0,3,3,4,3,0,0,16,0,0,11,12,15,14,0,5,0,57,0,0,3,9,9,10,3,0,0,34,0,0,0,3,12,21,6,0,0,42,0,0,0,3,3,3,0,0,0,9,5,3,6,5,3,9,3,0,0,34,5,0,0,0,3,3,3,0,0,14
POA6256,0,0,0,0,6,7,7,0,0,20,0,0,0,4,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6258,16,31,59,65,83,70,31,7,0,362,4,4,14,21,16,5,0,0,0,64,11,15,25,38,55,42,9,0,0,195,0,0,0,8,5,4,0,0,0,17,19,30,35,35,43,20,3,0,0,185,4,7,7,11,15,9,3,0,0,56,22,14,18,25,26,13,3,0,0,121,16,0,3,10,10,5,3,0,0,47,3,9,13,15,29,22,7,3,0,101,0,0,4,0,0,4,0,0,0,8,0,3,3,0,3,3,0,0,0,12,0,0,3,3,3,3,3,0,0,15,0,0,6,9,5,8,0,0,0,28,0,0,9,5,9,6,0,0,0,29,0,4,12,32,42,39,6,0,0,135,0,5,8,17,20,11,0,0,0,61,0,3,5,8,7,4,3,3,0,33,0,0,0,0,3,0,0,0,0,3,6,13,11,12,25,17,0,0,0,84,6,3,5,7,6,8,3,3,0,41
POA6260,6,3,23,17,27,24,10,4,0,114,0,0,0,7,3,3,0,0,0,13,3,4,9,20,17,8,6,0,0,67,0,0,0,0,0,0,0,0,0,0,3,3,3,5,10,7,3,0,0,34,0,0,0,3,6,3,0,0,0,12,7,3,6,5,0,0,0,0,0,21,7,0,7,5,11,11,0,0,0,41,0,0,5,4,5,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,3,0,0,9,0,0,0,0,4,0,3,0,0,7,0,0,4,10,13,5,0,0,0,32,0,3,0,3,4,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,3,3,0,0,15
POA6262,4,0,0,8,20,18,11,3,0,64,0,0,0,3,4,0,0,0,0,7,0,0,0,3,7,4,5,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,5,4,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,0,0,0,8,0,0,3,0,4,4,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,14,0,0,0,0,7,0,0,0,0,7,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6
POA6271,0,3,11,12,9,9,5,3,0,52,0,3,6,21,24,11,0,0,0,65,9,4,27,20,24,19,0,0,0,103,0,0,0,4,5,0,0,0,0,9,7,10,29,32,28,15,3,0,0,124,3,0,4,5,3,7,0,0,0,22,10,0,4,11,6,6,0,0,0,37,3,3,3,0,3,0,0,0,0,12,3,0,0,16,12,4,4,0,0,39,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,12,3,0,3,7,5,5,3,0,0,26,0,3,8,3,3,0,0,0,0,17,0,0,3,15,7,4,0,0,0,29,0,0,0,10,10,9,0,0,0,29,0,0,0,7,6,4,0,0,0,17,0,0,3,0,3,3,0,0,0,9,3,6,4,10,7,3,4,0,0,37,3,3,3,3,3,3,0,0,0,18
POA6275,0,0,16,16,14,18,12,0,0,76,0,0,4,6,4,0,0,0,0,14,0,5,6,10,13,20,0,0,0,54,0,0,0,0,0,0,0,0,0,0,7,0,5,8,15,9,0,0,0,44,0,0,4,0,0,0,0,0,0,4,4,0,0,0,3,6,0,0,0,13,0,0,0,5,3,3,3,0,0,14,0,0,0,0,0,5,3,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,3,3,0,0,9,0,0,3,8,9,8,3,0,0,31,0,0,0,5,0,4,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,3,0,3,0,3,0,0,0,0,9
POA6280,8,27,58,62,96,63,30,12,3,359,8,14,81,125,133,37,3,0,0,401,50,43,120,111,86,80,20,0,0,510,0,5,13,22,15,16,7,0,0,78,86,144,289,299,254,138,17,3,0,1230,6,12,22,54,50,30,6,0,0,180,93,55,79,101,98,87,22,3,0,538,69,44,65,60,48,53,8,3,7,357,10,10,22,61,67,83,25,0,0,278,3,0,3,3,12,10,0,0,0,31,3,6,8,22,17,8,4,0,0,68,4,5,6,16,24,27,9,0,0,91,3,4,34,57,49,39,9,0,0,195,15,18,27,42,48,39,9,0,0,198,5,15,33,68,91,56,3,0,0,271,3,3,26,50,66,35,7,0,0,190,6,3,15,34,50,43,11,3,0,165,5,0,6,4,12,7,0,0,0,34,22,21,41,50,45,35,5,0,0,219,19,6,25,32,15,16,11,5,0,129
POA6281,0,8,6,10,8,23,5,0,0,60,0,0,27,35,26,12,4,0,0,104,7,10,31,40,23,14,4,0,0,129,0,0,0,4,0,3,0,0,0,7,14,24,70,120,76,37,7,0,0,348,0,0,4,9,6,5,4,0,0,28,31,4,16,27,23,15,4,0,0,120,22,17,50,38,23,24,3,0,0,177,0,0,7,13,9,5,7,0,0,41,0,0,3,0,0,0,0,3,0,6,0,0,0,7,9,6,3,0,0,25,0,0,6,17,13,8,4,0,0,48,0,4,15,35,19,9,3,0,0,85,0,3,10,18,15,13,3,0,0,62,0,3,5,7,11,12,3,0,0,41,0,0,9,11,10,9,4,0,0,43,0,4,6,8,11,6,3,0,0,38,0,3,3,5,4,4,0,0,0,19,3,0,3,7,9,6,0,0,0,28,3,3,8,8,6,9,4,0,0,41
POA6282,0,0,3,7,9,7,0,0,0,26,0,0,5,13,6,3,0,0,0,27,0,3,3,15,7,14,4,0,0,46,0,0,0,0,0,3,0,0,0,3,3,6,13,24,26,9,0,0,0,81,0,0,0,0,5,0,0,0,0,5,0,4,4,5,4,4,0,0,0,21,5,3,3,3,3,7,0,0,0,24,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,7,0,0,0,6,4,0,0,0,0,10,0,0,3,8,12,10,3,0,0,36,3,0,0,3,0,3,3,0,0,12,0,0,0,0,3,4,0,0,0,7,0,0,3,3,0,4,0,0,0,10,0,0,0,3,0,3,4,0,0,10,0,3,0,0,3,4,0,0,0,10,3,0,0,0,0,3,0,0,0,6,0,0,0,3,3,0,0,0,0,6
POA6284,0,4,7,19,14,20,8,0,0,72,0,0,11,15,0,0,0,0,0,26,0,3,22,26,12,13,3,0,0,79,0,0,3,0,0,3,0,0,0,6,4,4,14,24,23,6,3,0,0,78,0,0,0,7,8,0,0,0,0,15,8,0,0,10,0,3,0,0,0,21,0,3,5,7,5,0,0,0,0,20,0,0,5,3,4,3,3,3,0,21,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,4,5,6,4,0,0,0,19,4,0,0,6,7,3,0,0,0,20,0,0,3,8,3,3,0,0,0,17,3,0,0,6,4,3,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,13,0,0,4,0,0,0,0,0,0,4
POA6285,0,6,41,43,32,24,14,7,0,167,3,3,31,43,26,10,3,0,0,119,18,28,102,74,71,33,8,0,0,334,0,0,12,7,7,13,0,0,0,39,21,31,104,113,89,39,3,0,0,400,5,0,14,24,7,7,0,0,0,57,23,16,26,28,26,7,5,3,0,134,22,9,40,27,32,26,3,0,0,159,0,3,18,21,15,24,0,0,0,81,0,3,0,3,4,0,0,0,0,10,0,0,0,8,3,3,3,0,0,17,3,3,0,6,9,11,0,0,0,32,0,3,11,27,15,14,3,0,0,73,0,3,13,23,16,9,3,0,0,67,3,3,10,22,25,12,3,0,0,78,0,3,7,15,25,16,3,3,0,72,0,0,4,14,12,9,0,0,0,39,3,0,3,7,4,4,0,0,0,21,9,3,10,23,14,7,0,0,0,66,3,4,9,15,3,5,3,0,0,42
POA6286,4,4,4,10,9,12,4,0,0,47,0,0,0,4,5,4,0,0,0,13,0,3,3,9,3,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,3,5,5,8,0,0,0,25,0,0,0,0,3,0,3,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,5,4,5,0,0,0,14,0,0,4,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6288,0,0,6,3,5,6,3,0,0,23,0,0,0,3,3,0,0,0,0,6,0,0,3,3,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,3,0,0,22,0,0,0,3,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6
POA6290,3,3,10,11,12,10,6,0,0,55,0,0,6,8,5,8,0,0,0,27,0,0,8,8,17,12,0,0,0,45,0,0,0,0,0,3,0,0,0,3,5,4,8,17,17,12,0,0,0,63,0,0,0,0,3,0,0,3,0,6,3,3,0,3,10,6,0,0,0,25,0,0,3,3,5,8,4,0,0,23,0,0,0,3,4,3,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,0,3,3,3,4,0,0,0,16,0,0,0,3,0,3,0,0,0,6,0,0,0,4,6,6,0,0,0,16,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,3,3,0,0,6,0,3,0,0,0,0,3,0,0,6,0,0,3,0,3,0,0,0,0,6,0,3,0,0,3,7,0,0,0,13
POA6302,7,9,30,22,41,36,24,9,4,182,0,3,13,18,20,11,0,0,0,65,3,3,3,13,4,11,0,0,0,37,0,0,0,8,8,5,0,0,0,21,7,3,11,18,28,22,4,0,0,93,4,0,10,9,13,11,0,0,0,47,16,4,3,7,15,15,0,0,0,60,5,0,3,0,7,7,3,0,0,25,0,0,8,12,14,15,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,10,3,0,0,16,0,3,3,8,5,8,4,0,0,31,3,0,3,0,3,3,0,0,0,12,3,0,3,4,12,15,3,0,0,40,0,0,5,5,10,6,5,0,0,31,0,3,0,4,8,3,4,0,0,22,0,0,0,0,0,5,0,0,0,5,3,4,8,4,3,3,0,0,0,25,0,3,3,4,4,3,0,0,0,17
POA6304,0,3,18,24,31,33,17,8,0,134,0,0,4,7,4,11,0,0,0,26,4,4,0,5,9,8,0,0,0,30,0,0,0,3,0,0,0,0,0,3,0,0,5,4,13,9,3,0,0,34,0,0,0,3,0,3,0,0,0,6,0,3,0,5,5,3,0,0,0,16,0,0,0,0,0,5,0,0,0,5,0,0,5,4,7,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,10,0,0,0,0,0,5,0,0,0,5,0,3,0,7,6,6,0,0,0,22,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,5,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,4
POA6306,0,6,11,29,26,26,16,8,0,122,0,0,4,0,0,5,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,0,0,6,5,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,5,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
