POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA6000,193,94,268,9,4,567,177,113,736,3,6,1036,104,147,1687,7,22,1967,12,13,149,0,0,172,91,79,350,3,5,535,5,6,28,0,0,43,7,3,48,0,0,68,8,6,10,0,4,26,231,256,2278,16,33,2805,3,3,18,0,4,26,32,14,78,12,3,140,636,486,3379,32,44,4571
POA6003,63,59,64,0,5,181,67,67,226,0,4,368,48,97,409,3,6,561,0,46,35,0,0,84,26,35,115,0,0,173,3,3,7,0,0,13,7,3,7,0,0,18,0,3,3,0,0,5,81,185,578,3,6,852,3,3,3,0,0,6,6,3,26,0,3,40,225,314,896,4,20,1456
POA6004,46,119,505,0,0,679,29,111,876,0,0,1021,18,71,1803,3,0,1891,0,21,184,0,0,209,22,34,445,3,3,502,3,0,33,0,0,40,3,0,55,0,0,63,3,3,27,0,0,25,46,125,2542,8,4,2727,3,0,15,0,0,20,3,3,76,0,3,91,128,362,4018,13,7,4525
POA6005,73,45,236,0,3,361,40,95,361,0,0,494,28,102,970,0,3,1100,0,7,126,0,0,137,46,47,276,0,0,374,0,8,4,0,0,7,0,0,15,0,0,23,0,3,13,0,0,16,79,164,1404,0,3,1653,4,3,5,0,4,17,3,5,53,0,0,62,196,308,2066,3,8,2581
POA6006,820,143,25,0,0,990,854,251,94,0,3,1206,282,141,171,4,4,599,12,43,38,0,0,84,206,69,43,0,3,322,5,10,3,0,0,20,10,4,0,0,0,19,12,4,0,0,0,17,523,277,258,4,5,1065,13,11,3,0,0,21,58,15,5,3,0,72,2260,693,384,6,12,3359
POA6007,505,164,70,0,3,738,508,249,107,5,0,866,206,240,327,13,0,781,7,28,6,0,0,37,141,91,89,0,0,320,0,4,8,0,0,13,5,9,17,0,0,28,8,0,5,0,0,20,373,371,443,8,0,1197,7,3,36,0,0,52,29,11,20,0,0,55,1422,788,676,18,3,2911
POA6008,1260,342,240,0,3,1850,1013,290,281,3,3,1590,366,347,771,3,3,1484,11,51,250,0,3,315,237,159,222,0,0,619,0,0,26,0,0,23,11,18,15,0,0,44,10,3,10,0,0,23,632,585,1293,3,9,2515,11,5,24,0,0,45,50,22,47,0,4,115,2962,1242,1888,7,18,6113
POA6009,1950,258,241,0,0,2442,1238,143,111,0,0,1494,503,267,439,0,3,1209,0,4,41,0,0,48,221,100,150,0,0,470,5,30,31,0,0,71,10,16,37,0,0,65,15,18,9,0,0,43,759,442,708,0,4,1912,17,24,14,0,0,56,59,13,24,0,0,104,4021,879,1097,0,9,6012
POA6010,1735,523,268,0,4,2533,1301,316,131,3,4,1757,292,206,359,0,0,860,59,81,35,0,0,176,176,94,126,0,0,402,3,5,13,0,0,22,87,10,5,0,5,114,15,9,10,0,3,29,633,407,551,0,12,1602,22,3,133,0,3,160,55,27,44,0,6,131,3750,1281,1122,7,29,6182
POA6011,1084,178,102,0,3,1370,687,102,74,0,0,863,205,108,248,0,0,562,3,0,0,0,0,3,140,59,104,0,0,309,3,0,0,0,0,3,8,0,0,0,0,10,7,0,3,0,0,18,372,169,356,0,3,903,17,5,3,0,0,18,51,10,10,0,0,67,2210,463,551,3,4,3227
POA6012,896,132,63,0,0,1094,749,89,103,0,0,943,195,95,381,0,0,670,11,88,66,0,0,170,84,57,113,0,0,259,0,6,0,0,0,7,11,0,13,0,0,25,10,4,7,0,0,21,320,245,582,0,0,1152,13,29,0,0,0,46,36,18,25,0,0,76,2010,524,776,0,0,3312
POA6014,1976,213,242,0,0,2432,2029,276,296,0,5,2609,382,276,734,0,0,1392,0,25,9,0,0,28,251,91,261,3,0,611,4,7,9,0,0,18,16,4,32,0,0,55,12,6,11,0,0,32,672,405,1059,3,3,2142,19,4,115,0,0,144,133,25,87,0,3,247,4831,927,1800,5,8,7573
POA6015,973,65,88,0,0,1127,636,18,9,0,0,664,144,17,5,0,0,170,0,0,0,0,0,0,90,9,4,0,0,98,0,0,8,0,0,8,5,0,3,0,0,4,3,0,0,0,0,3,247,28,14,0,0,284,10,0,86,0,0,95,30,0,18,0,0,48,1900,111,209,3,4,2221
POA6016,742,130,62,0,0,930,1018,247,167,3,3,1441,225,177,264,5,0,681,31,112,63,0,0,209,179,72,96,6,0,354,3,11,5,0,0,22,8,10,15,0,0,33,6,8,0,0,0,16,450,389,458,11,0,1310,8,5,3,0,0,16,41,14,20,0,0,76,2258,786,709,16,5,3770
POA6017,111,176,23,0,0,315,87,354,114,0,3,555,46,324,211,0,0,579,6,71,9,0,0,82,36,162,62,0,0,263,0,10,3,0,0,10,3,13,6,0,0,24,3,11,3,0,0,12,98,583,292,0,0,977,0,3,0,0,0,8,6,38,19,0,0,65,310,1158,453,0,6,1921
POA6018,3432,850,272,29,3,4583,3845,1396,89,0,10,5335,917,857,142,0,3,1920,198,416,73,0,0,692,559,396,82,0,0,1039,6,47,19,0,0,75,46,25,6,5,0,85,32,17,3,0,0,48,1762,1770,322,5,5,3861,38,91,49,0,0,184,165,116,39,0,3,316,9233,4217,773,33,19,14278
POA6019,1450,861,116,0,7,2434,1608,1245,186,0,18,3053,451,1053,447,0,5,1950,41,70,18,0,0,129,270,482,135,0,3,897,10,6,3,0,0,14,20,35,17,0,0,72,21,26,5,0,0,55,808,1673,622,4,9,3119,20,11,3,0,0,29,76,92,26,0,0,188,3956,3883,948,4,34,8826
POA6020,2750,443,89,0,3,3281,2394,353,18,0,5,2768,362,190,43,0,0,594,23,47,78,0,0,153,239,176,42,0,0,457,16,0,3,0,0,25,5,7,3,0,0,17,18,11,0,0,0,25,673,429,167,0,3,1276,17,3,3,0,0,22,74,25,21,0,4,115,5901,1262,286,0,16,7465
POA6021,2294,463,10,0,0,2768,1818,802,12,0,3,2635,390,499,6,0,0,893,28,238,4,0,0,267,305,330,5,0,0,631,4,10,0,0,0,13,34,24,3,0,0,65,24,11,0,0,0,31,773,1116,10,0,0,1905,16,32,0,0,0,45,109,70,0,0,0,177,5014,2481,25,0,10,7536
POA6022,701,46,0,0,0,751,693,67,0,0,0,761,128,21,0,0,0,152,3,0,0,0,0,3,114,21,0,0,0,135,0,0,0,0,0,0,5,3,0,0,0,9,6,3,0,0,0,10,258,55,0,0,0,313,8,3,0,0,0,9,31,6,0,0,0,38,1699,171,0,0,0,1876
POA6023,2016,92,0,0,0,2116,2271,65,0,0,0,2337,327,28,0,0,0,353,3,16,6,0,0,23,192,24,0,0,0,209,4,0,0,0,0,5,7,0,0,0,0,10,11,0,0,0,0,11,539,62,6,0,0,614,29,27,0,0,0,52,59,12,0,0,0,76,4914,262,6,0,3,5186
POA6024,1710,115,0,0,0,1823,2063,109,0,0,0,2172,372,42,0,0,0,417,28,3,0,0,0,35,251,39,0,0,0,294,3,8,0,0,0,12,23,0,0,0,0,29,9,0,0,0,0,9,694,97,3,0,0,800,20,13,0,0,0,30,79,8,0,0,0,91,4562,347,3,0,0,4919
POA6025,3448,324,71,0,0,3840,4440,310,5,0,7,4763,934,133,9,0,0,1079,25,28,0,0,0,52,606,122,18,0,0,744,0,0,0,0,0,4,33,3,0,0,0,40,29,4,0,0,0,35,1633,291,30,0,0,1950,30,3,0,0,0,39,138,30,5,0,5,178,9681,961,113,5,17,10766
POA6026,2656,326,43,84,0,3115,3348,194,0,3,0,3542,413,62,0,0,0,475,3,21,0,0,0,24,288,58,0,0,0,350,12,0,0,0,0,16,19,0,0,0,0,21,13,0,0,0,0,14,747,149,0,0,0,902,36,25,29,0,0,82,93,22,7,6,0,126,6876,716,81,92,3,7769
POA6027,3974,317,76,3,3,4367,6165,357,110,9,3,6642,1219,382,363,0,7,1973,95,83,20,0,0,200,769,175,104,3,7,1064,11,8,0,0,0,16,39,9,4,0,4,63,16,6,6,0,0,33,2148,668,504,8,20,3347,38,5,4,0,0,47,203,42,25,3,3,278,12537,1395,716,19,29,14686
POA6028,1588,83,10,37,0,1720,3994,118,35,3,5,4149,590,89,88,0,0,768,0,22,0,0,0,25,317,36,15,8,0,376,0,3,0,0,0,3,17,3,0,3,0,23,10,3,0,0,0,8,936,153,103,14,3,1207,13,0,0,0,0,10,86,13,3,3,0,104,6610,369,152,60,11,7191
POA6029,380,23,0,0,0,405,322,29,3,0,0,349,63,26,0,0,0,89,0,0,0,0,0,0,54,8,0,0,0,67,0,6,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,4,125,39,3,0,0,163,14,30,0,0,0,44,24,0,0,0,0,28,860,121,5,0,3,990
POA6030,1928,334,8,0,0,2266,6263,407,12,0,3,6685,1589,390,30,0,7,2013,204,119,0,0,0,323,832,108,7,0,3,956,24,33,0,0,0,52,55,16,0,0,0,75,29,3,0,0,0,36,2735,668,37,0,10,3448,127,323,0,0,3,448,201,78,0,0,0,282,11245,1806,53,3,11,13121
POA6031,539,21,0,0,0,562,3390,139,0,6,0,3529,450,62,0,0,0,513,76,64,0,0,0,141,276,28,0,0,0,306,10,5,0,0,0,14,30,3,0,0,0,28,7,0,0,0,0,7,844,165,0,0,0,1005,9,3,0,0,0,16,91,8,0,0,0,101,4872,339,0,3,0,5209
POA6032,21,0,0,0,0,21,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,3,21,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,59,0,0,0,0,62
POA6033,46,0,0,0,0,45,63,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,125,0,0,0,0,122
POA6034,23,5,0,0,0,25,299,103,0,0,0,408,64,32,0,0,0,96,0,0,0,0,0,0,11,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,44,0,0,0,117,3,0,0,0,0,3,12,0,0,0,0,9,415,152,0,0,0,566
POA6035,483,18,0,0,0,498,1599,47,3,0,4,1656,416,19,0,0,0,439,0,0,0,0,0,0,187,7,0,0,0,196,0,0,0,0,0,0,13,0,0,0,0,13,15,0,0,0,0,15,633,23,0,0,0,660,32,0,0,0,0,30,61,0,0,0,0,63,2805,87,6,0,10,2910
POA6036,477,10,0,0,0,483,2718,74,4,0,5,2803,1000,39,25,0,0,1073,138,17,8,0,0,165,291,11,3,0,0,305,14,0,4,0,0,14,15,3,0,0,0,17,10,0,0,0,0,12,1473,75,41,0,0,1593,12,0,0,0,0,15,87,0,0,0,3,93,4762,157,49,0,7,4980
POA6037,275,0,0,0,0,282,512,0,0,7,0,518,108,0,0,0,0,114,0,0,0,0,0,0,72,0,0,0,0,72,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,199,0,0,0,0,202,8,0,0,0,0,8,27,0,0,0,0,25,1017,0,0,10,3,1027
POA6038,112,3,0,0,0,111,1354,36,0,0,3,1396,431,24,0,0,0,457,0,0,0,0,0,0,94,5,0,0,0,99,0,0,0,0,0,0,6,0,0,0,0,7,9,0,0,0,0,11,537,35,0,0,0,569,8,0,0,0,0,8,29,0,0,0,0,31,2033,76,0,0,8,2110
POA6041,224,0,0,5,0,226,235,0,0,0,0,239,16,0,0,0,0,16,0,0,0,0,0,0,38,0,0,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,56,0,0,0,0,62,6,0,0,0,0,6,8,0,0,0,0,8,534,0,0,5,3,538
POA6042,8,0,0,0,0,10,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
POA6043,35,0,0,0,0,38,16,0,5,0,0,24,0,3,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,4,72,5,6,0,3,90
POA6044,208,6,0,7,4,224,122,3,0,0,0,124,24,10,0,0,0,28,19,0,0,0,0,19,35,6,0,3,0,47,0,0,0,0,0,0,9,0,0,0,0,16,7,0,0,0,0,7,89,17,0,4,3,110,3,0,0,5,0,11,7,3,0,0,3,19,426,27,3,19,9,487
POA6050,1490,256,141,4,3,1889,1252,273,224,3,0,1748,259,270,531,6,0,1066,4,8,27,0,0,48,214,119,167,0,3,512,0,28,56,0,0,91,9,10,15,0,0,32,12,3,3,0,0,19,500,445,807,5,4,1765,12,130,89,0,0,229,58,37,42,3,0,144,3312,1140,1306,20,6,5776
POA6051,550,237,191,0,4,984,720,599,404,0,3,1723,253,617,761,0,3,1635,10,156,143,0,0,311,154,252,305,0,3,718,4,12,11,0,0,27,9,15,45,0,0,71,13,8,12,0,0,23,438,1056,1274,0,7,2778,4,9,9,0,0,23,34,48,51,0,3,133,1742,1948,1928,0,18,5645
POA6052,1016,130,32,0,0,1186,1357,173,78,0,0,1615,360,145,163,0,0,674,81,73,43,0,0,197,238,75,64,0,3,380,4,3,75,0,0,80,11,3,4,0,0,28,5,4,3,0,0,11,703,299,360,0,3,1360,17,11,14,0,0,36,62,13,19,0,3,99,3154,622,503,3,6,4295
POA6053,1266,200,19,3,3,1491,2016,237,42,3,8,2309,515,144,76,0,0,732,54,177,11,0,0,241,371,95,38,0,0,498,9,43,0,0,0,53,18,5,0,0,0,25,17,10,0,0,0,25,990,474,123,0,0,1586,18,69,3,0,0,98,93,25,7,0,0,131,4387,1012,201,3,11,5612
POA6054,1946,232,56,0,3,2235,2679,380,74,0,4,3144,633,228,53,0,3,915,187,239,48,0,0,472,493,121,27,4,0,644,30,21,0,0,0,52,30,9,0,0,0,46,22,4,0,0,0,30,1396,623,135,4,6,2162,25,25,0,0,0,52,133,32,12,0,0,180,6182,1302,272,4,16,7776
POA6055,1202,53,0,111,0,1368,3870,439,3,12,7,4333,437,120,0,0,3,564,61,42,3,0,0,107,284,62,0,3,3,350,11,3,0,0,0,12,31,3,0,11,0,49,23,3,0,0,0,33,851,238,3,23,7,1124,15,0,0,0,0,22,103,14,0,12,3,132,6036,746,6,159,20,6980
POA6056,3713,338,10,47,11,4108,5439,439,40,3,9,5926,1035,752,156,3,10,1956,233,363,61,0,0,662,835,286,17,10,8,1151,27,44,12,0,5,86,64,32,4,16,0,121,52,22,5,0,0,76,2246,1493,256,21,19,4041,53,16,0,3,0,65,257,75,6,7,3,348,11703,2355,311,86,44,14495
POA6057,1785,26,0,3,0,1810,2799,48,0,0,0,2846,506,46,0,0,0,550,53,10,0,0,0,63,376,17,0,0,0,394,3,0,0,0,0,3,28,3,0,0,0,33,24,0,0,0,0,26,986,72,0,0,4,1069,27,3,0,0,0,31,134,4,0,0,0,138,5730,155,0,3,9,5895
POA6058,1178,99,0,49,0,1328,2005,84,0,0,0,2097,413,60,0,0,0,472,80,58,0,0,0,135,322,41,0,0,3,365,0,10,0,0,0,10,21,3,0,5,0,29,17,0,0,0,0,18,851,171,0,5,7,1035,10,101,0,3,0,111,87,12,0,3,0,105,4137,477,0,59,8,4674
POA6059,2832,587,59,4,3,3482,2266,660,49,3,3,2979,498,460,56,0,0,1015,20,107,81,0,0,204,425,326,22,0,4,775,6,28,11,0,0,42,49,24,3,0,0,76,31,13,4,0,0,48,1025,959,171,3,3,2159,21,53,25,0,0,101,141,70,24,0,5,237,6285,2331,320,5,11,8966
POA6060,1358,1156,159,0,5,2677,1108,1728,331,0,15,3174,395,1390,631,0,10,2422,42,151,96,0,0,290,290,693,185,0,8,1176,9,50,18,0,0,68,30,47,23,0,0,101,29,30,7,0,0,65,787,2359,961,0,14,4127,15,23,7,0,0,40,82,100,56,0,3,242,3354,5358,1516,0,31,10268
POA6061,1938,736,11,0,0,2682,2344,2508,80,0,18,4955,1086,1753,42,0,8,2891,383,752,34,0,0,1169,748,651,20,0,10,1430,19,80,0,0,0,100,143,111,0,0,0,258,35,39,0,0,0,76,2421,3392,96,0,22,5926,33,34,0,0,0,69,217,237,7,0,8,469,6948,6907,194,0,51,14100
POA6062,3994,433,7,0,11,4439,3399,604,15,3,10,4031,1100,441,3,0,6,1553,88,58,0,0,0,144,850,241,6,0,0,1101,9,19,0,0,0,28,90,34,3,0,0,124,38,12,0,0,0,54,2166,808,15,4,11,2998,31,31,3,0,0,69,258,65,0,0,3,320,9852,1933,43,5,33,11867
POA6063,1100,54,3,0,3,1156,2125,120,0,0,3,2246,318,46,0,0,0,361,99,55,28,0,0,180,300,30,3,0,0,335,3,9,0,0,0,19,38,0,0,0,0,46,12,9,0,0,0,22,775,150,31,0,0,956,15,4,0,0,0,18,112,7,3,0,0,118,4120,333,37,0,5,4499
POA6064,2622,226,0,0,0,2849,4079,473,3,0,0,4556,757,160,0,0,0,916,184,380,0,0,0,556,737,112,0,0,3,849,18,21,0,0,0,39,136,21,0,0,0,164,33,3,0,0,0,36,1863,699,0,0,3,2559,43,12,0,0,0,52,204,57,0,0,0,260,8812,1459,0,0,5,10287
POA6065,3927,403,3,93,3,4428,10897,698,0,7,11,11616,1629,534,9,0,0,2173,85,80,3,0,0,177,873,139,0,10,0,1018,7,10,0,0,0,18,85,10,0,22,0,124,43,8,0,0,0,54,2722,782,13,35,4,3562,106,159,0,0,0,267,274,53,0,5,0,333,17936,2098,13,137,20,20201
POA6066,1624,53,0,0,0,1676,3059,67,0,0,0,3122,410,56,0,0,0,467,92,119,0,0,0,205,325,20,0,0,0,350,7,7,0,0,0,12,33,8,0,0,0,42,20,7,0,0,0,27,890,208,0,0,0,1092,21,0,0,0,0,25,94,10,0,0,0,99,5688,330,0,0,3,6022
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6069,1420,372,0,3,3,1803,7351,639,9,0,4,8004,1149,299,81,0,0,1529,172,82,10,0,0,256,508,81,3,0,0,598,11,3,0,0,0,18,85,6,0,0,0,95,18,3,3,0,0,25,1937,470,96,0,3,2508,29,22,0,0,0,53,174,33,3,0,4,211,10915,1546,107,7,14,12588
POA6070,488,3,0,0,0,488,634,0,0,0,0,640,56,0,0,0,0,56,0,0,0,0,0,0,49,5,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,116,5,0,0,0,121,3,4,0,0,0,7,20,0,0,0,0,27,1262,10,0,0,0,1283
POA6071,499,6,0,0,0,503,580,0,0,0,0,584,41,3,0,0,0,47,0,0,0,0,0,0,37,0,0,0,0,40,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,89,8,0,0,0,96,3,0,0,0,0,3,9,0,0,0,0,12,1175,13,0,3,0,1198
POA6072,134,0,0,0,0,129,128,0,0,0,0,128,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,276,0,0,0,0,278
POA6073,443,26,0,13,6,484,447,3,0,0,0,447,63,8,0,0,0,72,3,0,0,0,0,5,48,11,0,0,3,58,0,21,0,0,0,22,5,0,0,0,0,7,3,0,0,0,0,3,125,35,0,0,3,162,13,12,0,0,0,23,23,8,0,3,0,31,1047,83,0,14,6,1151
POA6074,135,0,0,0,0,135,161,0,3,0,0,168,17,0,0,0,0,17,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,3,0,0,0,0,3,341,0,3,0,0,341
POA6076,3271,150,4,23,10,3460,3064,34,5,13,10,3125,329,47,0,0,0,384,12,33,9,0,0,57,332,35,0,3,4,367,6,20,28,0,0,56,18,0,0,0,0,19,19,3,0,0,0,26,715,142,39,3,8,907,36,26,0,0,0,64,132,13,3,0,3,151,7223,375,50,37,26,7711
POA6077,270,0,0,0,0,276,164,0,0,0,0,167,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,38,3,0,0,0,38,7,0,0,0,0,7,12,0,0,0,0,12,489,5,0,0,0,494
POA6078,98,0,0,0,0,102,123,0,0,0,0,123,15,0,0,0,0,15,11,0,0,0,0,11,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,0,0,7,45,0,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,4,277,0,0,0,0,281
POA6079,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA6081,548,0,0,0,0,553,833,0,0,0,0,837,72,0,0,0,0,72,0,0,0,0,0,0,51,0,0,0,0,51,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,132,0,0,0,0,132,11,0,0,0,0,11,23,0,0,0,3,25,1537,0,0,0,6,1546
POA6082,338,3,0,0,0,342,597,5,0,0,0,599,44,0,0,0,0,48,0,0,0,0,0,0,61,0,0,0,0,59,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,121,0,0,0,0,120,3,0,0,0,0,3,21,0,0,0,0,18,1079,4,0,0,0,1093
POA6083,410,0,0,11,4,418,618,0,0,11,4,638,28,0,0,0,0,32,0,0,0,0,0,0,48,0,0,0,0,50,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,87,0,0,0,0,91,10,0,0,0,0,9,19,0,0,0,0,21,1137,0,0,25,9,1177
POA6084,629,0,0,3,3,644,1522,0,0,16,7,1548,118,0,0,0,0,118,3,0,0,0,0,3,135,0,0,3,0,136,5,0,0,0,0,9,18,0,0,0,0,15,16,0,0,0,0,16,294,0,0,3,0,300,10,0,0,0,0,17,40,0,0,0,3,46,2501,0,3,32,14,2550
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,829,281,164,0,0,1279,968,425,240,3,5,1640,387,618,827,0,0,1829,29,60,4,0,0,91,282,244,195,0,0,721,3,49,3,0,0,51,24,27,14,0,0,62,7,15,3,0,0,25,725,1004,1054,3,4,2783,13,17,3,0,0,29,55,52,38,0,5,145,2591,1778,1498,4,13,5878
POA6101,1013,226,59,7,3,1305,1539,394,189,10,3,2125,743,425,277,0,10,1451,151,193,86,0,0,422,442,221,80,0,6,742,6,7,4,0,0,19,40,21,3,0,0,63,16,13,3,0,0,28,1388,875,448,4,14,2729,21,19,3,0,0,42,77,56,27,0,3,172,4035,1569,724,12,31,6367
POA6102,569,199,53,0,7,824,651,317,53,0,0,1014,378,508,93,0,8,990,141,234,123,0,3,501,309,323,23,0,5,658,34,92,83,0,6,217,30,58,11,0,0,103,12,22,5,0,0,40,902,1238,346,0,21,2507,105,53,108,0,3,266,83,86,41,0,8,220,2306,1888,595,0,35,4829
POA6103,450,105,108,0,0,667,579,256,283,0,4,1123,324,267,582,0,3,1176,174,166,66,0,0,410,186,109,145,0,0,438,11,4,0,0,0,14,16,17,17,0,0,56,7,7,3,0,0,25,725,576,816,0,7,2118,12,11,7,0,0,29,67,38,40,0,0,144,1821,991,1252,0,12,4080
POA6104,1096,144,17,4,3,1269,1497,260,39,0,4,1806,635,276,83,0,6,1001,223,195,3,0,4,427,335,87,14,0,3,443,10,7,0,0,0,17,45,10,0,0,0,53,24,6,0,0,0,29,1270,581,106,4,12,1970,19,6,0,0,0,27,91,47,3,0,3,141,3976,1041,159,13,20,5216
POA6105,1328,196,8,0,0,1528,1305,333,20,0,6,1661,688,319,51,0,7,1066,131,93,3,0,0,222,396,137,11,0,3,550,16,8,0,0,0,24,36,18,0,0,0,51,21,3,0,0,0,28,1296,577,62,0,11,1942,18,8,0,0,0,32,111,42,53,0,3,210,4051,1157,149,5,17,5369
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
