POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA6304,14,80,62,524,19,696,0,0,0,18,0,18,3,0,0,0,0,3,3,0,0,3,0,3,17,3,7,6,0,34,217,77,44,453,11,798,23,0,0,0,0,23,8,0,4,0,0,12,15,0,7,35,0,52,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,12,9,105,0,157,14,8,0,15,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,6,0,0,0,0,3,5,4,0,0,0,15,4,0,3,3,0,12,0,0,0,3,0,8,26,16,15,116,0,172,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,9,0,18,32,12,3,11,0,53,4,0,0,9,176,186,364,112,90,956,199,1724
POA6306,4,29,29,421,4,490,0,0,0,10,0,10,3,0,4,0,0,4,0,0,0,0,0,0,9,3,0,4,0,14,65,26,22,307,8,425,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,7,3,54,0,71,4,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,17,10,3,45,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,6,0,6,0,23,0,0,0,10,114,123,124,49,40,684,129,1025
POA6308,14,56,55,604,19,753,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,8,0,27,151,52,42,433,15,686,3,0,0,0,0,3,0,0,0,3,0,4,22,5,0,20,0,54,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,20,6,4,78,3,112,13,5,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,8,0,0,27,5,0,5,0,0,8,0,0,0,0,0,0,38,6,7,92,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,17,35,8,3,8,0,58,0,0,0,7,150,161,278,84,82,970,185,1593
POA6309,0,7,5,101,4,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,4,3,59,3,111,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,38,40,53,6,8,156,46,275
POA6311,0,23,11,220,4,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,9,58,27,15,157,14,269,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,40,3,52,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,3,8,0,0,0,0,7,0,0,0,0,0,0,17,0,4,30,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,14,0,0,0,7,70,74,83,41,24,358,85,589
POA6312,19,206,173,1784,34,2219,0,0,0,48,0,50,25,0,0,0,0,32,3,0,4,0,0,8,37,7,5,39,0,89,330,199,138,1178,56,1899,88,0,9,0,3,99,8,0,0,11,0,21,36,4,12,82,0,143,0,3,0,4,0,10,0,0,0,0,0,0,44,0,3,0,0,46,66,37,28,264,6,394,38,16,3,91,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,38,28,12,9,4,0,56,41,3,5,24,4,72,17,0,0,0,0,19,63,47,21,232,3,363,3,0,0,0,0,3,30,0,4,0,0,36,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,5,4,0,13,0,25,133,21,10,20,5,194,16,4,0,40,463,522,888,334,259,2839,562,4884
POA6313,0,5,8,119,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,13,86,0,139,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0,21,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,50,49,30,14,8,180,57,294
POA6315,12,74,82,709,9,883,0,0,0,0,0,3,9,0,0,4,0,14,0,0,0,5,0,4,14,11,3,3,0,37,182,74,76,531,17,875,6,0,0,0,0,6,3,0,0,3,0,10,22,0,7,42,3,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,10,13,120,5,160,14,7,3,24,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,26,11,10,0,0,43,19,5,8,3,0,35,3,0,0,3,0,9,4,0,0,0,0,3,39,13,11,96,6,165,0,0,0,0,0,0,8,0,4,3,0,9,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,3,0,13,33,4,21,18,4,83,3,0,3,10,193,208,326,127,149,1165,216,1988
POA6316,0,10,11,162,0,181,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,32,6,9,97,0,140,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,0,25,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,3,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,3,18,24,46,6,12,249,21,344
POA6317,49,128,100,1250,57,1580,0,0,0,41,0,46,39,7,0,3,3,57,0,0,0,3,0,6,27,5,4,7,0,42,231,99,86,782,61,1261,29,0,4,0,0,31,4,0,0,13,0,12,19,8,11,118,0,154,0,0,3,0,0,5,0,0,0,0,0,0,28,3,0,0,0,34,33,8,11,156,6,210,37,24,3,42,3,109,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,4,0,0,74,32,13,7,0,0,52,9,0,3,0,0,16,0,0,0,0,0,0,52,15,17,155,8,250,3,0,0,0,0,7,25,4,5,6,0,37,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,3,6,0,16,472,55,33,169,20,739,20,3,0,41,497,559,1025,247,187,2100,623,4183
POA6318,3,12,12,200,3,230,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,42,7,8,152,6,214,11,0,0,0,0,11,0,0,0,0,0,0,9,0,0,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,27,0,32,3,3,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,37,0,46,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,4,0,17,0,0,0,6,53,55,85,23,17,338,60,525
POA6320,3,14,13,214,7,252,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,34,17,15,154,8,234,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,42,0,64,4,4,8,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,28,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,3,0,9,0,0,0,21,75,95,66,32,28,403,87,618
POA6321,0,32,13,160,0,202,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,62,30,15,136,12,249,9,0,0,0,0,9,0,0,0,0,0,0,0,3,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,8,3,26,0,40,7,3,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,19,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,9,0,0,0,6,24,33,104,43,21,287,39,496
POA6322,0,7,6,80,0,91,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,26,3,7,57,0,96,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,25,32,37,7,15,136,30,224
POA6323,10,54,42,308,5,422,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,3,0,4,0,16,164,41,37,257,8,509,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,7,0,23,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,16,4,7,46,3,73,5,9,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,31,4,5,61,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,14,26,0,4,9,0,49,3,0,0,6,70,82,249,80,60,516,90,989
POA6324,31,136,120,1149,27,1461,0,0,0,19,0,19,11,0,0,0,0,9,5,0,0,4,0,9,31,12,4,10,0,59,416,129,108,789,33,1480,16,0,5,0,0,25,8,3,0,4,0,13,46,7,9,45,0,113,3,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,58,25,16,180,10,292,18,8,0,32,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,3,10,6,0,4,0,22,16,5,9,0,0,33,10,4,0,3,0,20,3,0,0,4,0,10,117,27,27,214,5,386,0,0,0,0,0,0,14,0,0,0,0,15,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,29,189,17,17,19,5,249,11,0,7,32,339,388,842,226,190,1845,409,3519
POA6326,0,10,22,134,7,173,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,67,22,19,119,3,227,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,31,0,47,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,9,7,27,0,55,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,7,7,0,30,3,0,0,6,43,50,122,27,37,261,48,492
POA6327,4,12,9,87,7,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,22,31,15,6,64,8,124,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,25,4,32,0,4,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,17,17,53,25,19,152,27,273
POA6328,4,18,15,174,0,211,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,27,20,8,119,0,173,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,21,3,43,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,29,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,38,37,49,28,20,276,41,427
POA6330,276,1700,1294,10715,222,14200,3,6,4,138,5,162,183,17,20,42,3,261,29,19,4,54,0,100,613,183,98,387,8,1293,4426,1765,1442,9121,248,16999,540,4,43,3,10,603,105,7,10,49,3,178,394,110,112,706,16,1336,21,8,3,48,0,84,33,7,9,9,0,55,182,7,6,27,3,232,604,259,190,2053,33,3142,370,134,49,586,12,1151,6,0,3,3,0,11,3,0,0,0,0,7,5,0,0,3,0,13,9,6,0,15,0,32,83,19,17,26,6,148,169,81,35,32,10,316,197,35,23,91,6,349,38,3,4,12,0,59,920,347,262,2016,41,3585,8,0,0,0,3,13,199,12,13,0,0,226,49,10,7,29,0,94,14,0,0,0,0,22,6,5,0,0,0,14,43,0,3,0,0,45,156,37,25,104,3,333,977,190,157,322,15,1663,78,20,17,188,2339,2645,8717,2971,2271,19054,2851,35869
POA6333,42,286,253,1555,42,2183,0,0,0,16,0,16,15,3,0,3,0,28,9,5,7,9,0,24,80,9,21,31,0,149,985,289,220,1288,36,2814,13,0,6,0,0,12,18,8,7,12,0,43,101,17,25,104,4,255,3,3,0,4,0,15,4,0,0,0,0,4,10,3,0,0,0,18,163,32,33,374,10,620,36,39,9,71,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,13,5,3,0,0,0,11,36,14,7,3,0,59,27,0,0,12,0,43,9,0,0,0,0,10,206,58,38,330,9,645,0,0,0,0,0,0,35,10,7,0,0,47,3,0,0,6,0,7,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,46,8,0,11,0,72,184,43,41,58,4,329,14,0,6,16,516,551,1633,502,399,2720,593,5845
POA6335,0,25,35,305,3,370,0,0,0,6,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,8,53,20,15,221,3,318,35,0,0,0,3,40,0,0,0,0,0,0,7,0,3,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,25,0,43,0,3,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,3,0,0,0,13,0,0,0,3,0,6,0,0,0,0,0,0,13,4,8,41,0,61,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,4,4,6,0,27,8,0,0,17,71,91,132,36,41,489,77,775
POA6336,0,4,19,109,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,14,22,11,89,0,140,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,29,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,4,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,22,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,42,49,35,22,24,199,46,330
POA6337,4,11,22,201,5,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,27,13,13,164,6,220,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,0,30,0,3,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,14,3,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,7,3,3,27,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,4,0,16,0,0,0,6,79,83,68,24,27,342,87,546
POA6338,0,20,8,244,9,279,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,14,0,4,0,0,21,52,18,24,195,4,288,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,25,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,45,3,69,0,9,4,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,12,4,0,0,0,0,3,0,0,0,0,0,0,16,3,3,46,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,0,3,8,3,23,0,0,0,0,59,66,108,34,34,425,76,676
POA6341,3,4,12,117,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,7,13,98,0,128,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,3,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,17,0,29,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,37,47,30,8,19,201,35,296
POA6343,3,6,16,87,4,112,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,4,14,4,9,72,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,16,0,22,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,35,36,32,10,20,163,36,264
POA6346,0,17,26,233,3,282,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,85,24,22,193,6,331,4,0,0,0,0,4,0,0,0,3,0,3,11,0,3,15,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,40,0,59,3,0,0,11,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,7,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,19,5,8,53,3,88,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,11,0,4,3,0,24,0,0,0,10,82,86,129,33,41,431,99,738
