region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6258,6,0,34,30,17,61,4,57,4,213,18,20,65,20,34,30,20,43,0,250,62,66,73,27,48,37,47,70,3,433,103,71,84,62,82,43,62,98,6,611,145,85,109,69,99,52,70,154,6,789,112,67,50,41,49,33,55,90,13,510,50,8,3,3,14,6,11,21,0,116,11,3,0,0,0,0,0,3,6,23,0,0,0,0,0,0,0,0,0,0,507,320,418,252,343,262,269,536,38,2945
POA6260,0,0,8,11,3,20,0,12,0,54,0,6,3,3,3,0,6,9,0,30,24,8,8,12,12,10,7,19,3,103,40,30,16,18,16,10,15,29,3,177,55,26,20,17,20,10,13,27,3,191,62,22,14,9,10,5,12,24,6,164,22,0,6,0,0,0,0,9,3,40,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,208,92,75,70,64,55,53,129,18,764
POA6262,3,0,0,3,3,0,0,6,0,15,0,0,4,5,0,0,0,0,0,9,3,0,4,0,0,0,3,11,0,21,12,9,10,11,4,3,3,13,0,65,34,26,5,10,11,4,4,19,0,113,34,9,5,4,7,3,5,14,4,85,14,0,0,0,0,0,5,3,0,22,6,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,106,44,28,33,25,10,20,69,4,339
POA6271,0,0,25,15,0,17,3,16,0,76,0,3,25,13,14,5,4,18,3,85,15,28,45,14,24,12,28,32,6,204,30,48,63,27,38,20,40,48,4,318,36,47,58,29,33,26,46,33,0,308,38,36,24,15,20,11,19,24,3,190,17,0,3,0,3,0,8,0,0,31,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,139,162,243,113,132,91,148,171,16,1215
POA6275,4,0,7,7,0,3,0,8,0,29,6,0,0,0,3,0,0,8,3,20,13,3,12,3,4,6,5,24,0,70,31,17,12,13,16,9,11,14,0,123,26,14,22,11,17,11,12,25,7,145,30,40,18,16,12,8,11,25,3,163,19,0,3,0,0,0,4,4,0,30,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,135,74,74,50,52,37,43,108,13,586
POA6280,12,8,162,107,48,292,14,167,12,822,38,40,217,98,70,114,35,151,8,771,187,233,457,157,189,147,119,242,26,1757,340,366,469,226,311,208,210,297,15,2442,383,439,356,245,373,220,201,328,33,2578,315,226,225,133,218,143,146,232,14,1652,72,29,31,18,35,30,36,36,14,301,15,3,3,6,6,0,0,6,3,42,3,7,0,0,0,0,0,3,3,16,1365,1351,1920,990,1250,1154,761,1462,128,10381
POA6281,0,0,29,32,3,55,0,30,4,153,10,11,34,33,13,15,4,32,0,152,72,115,131,69,51,42,17,59,8,564,110,139,182,58,104,65,34,66,0,758,95,115,106,49,77,57,34,59,5,597,94,67,59,16,63,44,17,41,8,409,21,20,8,7,10,14,6,6,0,92,4,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,406,467,549,267,324,292,112,293,25,2735
POA6282,0,0,4,6,3,7,0,7,0,27,3,0,9,7,3,0,0,5,0,27,19,20,10,4,3,4,3,7,3,73,34,53,28,15,9,13,5,17,6,180,30,37,28,4,18,19,10,15,3,164,32,31,14,9,17,11,3,18,3,138,6,9,0,0,3,0,0,6,0,24,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,130,150,93,45,56,54,21,75,15,639
POA6284,3,3,4,14,0,17,0,9,0,50,0,0,9,4,5,3,0,4,0,25,26,26,34,21,17,9,6,17,3,159,47,44,54,17,19,26,6,35,3,251,44,38,22,8,19,14,13,25,3,186,50,22,16,9,5,5,3,13,0,123,15,0,3,0,6,0,4,3,0,31,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,188,133,142,73,71,74,35,106,9,831
POA6285,10,4,39,42,5,66,3,48,0,217,14,12,59,34,16,34,12,50,3,234,89,95,188,99,72,63,47,159,6,818,146,195,204,94,119,89,46,101,12,1006,154,148,153,79,114,67,42,111,7,875,105,93,58,24,61,56,32,74,6,509,26,15,3,6,8,6,3,6,3,76,12,0,0,0,0,3,0,6,0,21,0,0,0,0,0,0,0,0,0,0,556,562,704,378,395,384,185,555,37,3756
POA6286,0,3,3,0,0,6,0,6,0,18,6,0,0,0,0,0,0,6,0,12,3,0,3,6,3,3,3,6,0,27,19,3,13,7,3,4,6,8,0,63,26,14,8,3,8,4,4,8,0,75,30,13,11,7,5,4,10,6,0,86,9,0,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,93,33,41,23,19,21,23,47,0,300
POA6288,3,0,5,0,4,4,0,0,0,16,0,0,0,0,0,0,0,6,0,6,3,3,3,6,0,0,6,3,0,24,12,0,9,4,6,3,6,7,3,50,16,8,10,4,7,3,0,14,3,65,20,0,3,7,0,4,3,6,3,46,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,30,21,17,14,15,36,9,215
POA6290,0,0,11,7,3,5,0,6,0,32,3,0,6,7,0,0,0,6,6,28,13,6,18,6,7,11,8,8,0,77,19,13,25,9,15,10,11,15,0,117,34,16,32,19,25,17,15,29,3,190,43,18,17,8,19,13,9,28,3,158,16,6,0,3,3,0,0,0,3,31,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,131,59,109,59,72,56,43,92,18,639
POA6302,0,0,21,12,0,27,4,19,0,83,8,5,19,3,5,6,6,15,0,67,36,25,26,14,30,15,20,18,3,187,59,41,47,20,40,16,25,32,4,284,90,52,49,52,33,24,45,44,3,392,78,52,47,27,36,29,37,37,7,350,32,10,0,7,13,3,3,8,0,76,14,0,0,0,0,0,0,5,0,19,4,0,0,0,0,0,0,0,0,4,321,185,209,135,157,120,140,178,17,1462
POA6304,0,0,6,3,3,3,0,3,0,18,0,3,3,0,6,3,3,6,0,24,17,9,12,3,10,3,3,11,3,71,42,14,18,7,9,3,17,7,0,117,47,14,23,17,12,7,14,17,3,154,56,19,16,22,12,6,19,15,0,165,27,3,4,4,0,0,6,6,3,53,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,199,62,82,56,52,25,62,65,9,612
POA6306,0,0,3,3,0,3,0,3,0,12,4,0,3,4,0,0,3,0,0,14,16,6,3,3,6,6,3,7,0,50,40,4,9,7,11,3,11,10,0,95,33,4,6,13,8,3,5,8,6,86,43,8,10,9,0,6,7,4,3,90,19,3,3,3,6,3,0,6,0,43,9,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,164,25,37,42,31,24,29,38,12,402
POA6308,0,0,7,0,3,5,0,6,0,21,3,3,7,5,0,0,3,14,0,35,21,11,11,7,13,0,16,15,3,97,54,10,21,7,18,6,19,12,3,150,70,18,17,12,12,4,28,16,4,181,44,14,18,12,12,0,16,22,0,138,32,8,0,0,3,0,3,7,0,53,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,236,64,81,43,61,15,85,92,10,687
POA6309,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,3,7,3,0,0,0,0,0,3,0,13,17,5,0,0,3,0,4,0,0,29,11,6,4,0,4,0,4,3,0,32,11,0,4,3,3,3,6,3,0,33,5,0,0,0,0,0,0,3,0,8,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,54,14,15,3,10,7,14,12,0,129
POA6311,4,0,0,0,0,8,0,4,0,16,0,0,0,0,0,0,0,0,3,3,10,4,6,0,4,6,3,0,0,33,20,12,6,4,12,0,4,16,0,74,17,9,13,8,3,10,3,10,0,73,14,9,7,5,7,3,8,9,4,66,11,3,3,6,3,0,3,3,0,32,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,80,37,35,23,29,27,21,42,7,301
POA6312,3,3,30,20,11,23,3,30,3,126,7,17,47,24,21,18,10,22,0,166,33,57,68,40,39,26,18,36,3,320,67,95,74,49,51,30,32,74,6,478,97,108,67,58,70,36,23,54,8,521,83,52,48,36,46,24,32,40,6,367,36,14,11,12,11,11,5,15,3,118,6,3,3,0,3,0,3,0,3,21,0,0,0,0,0,0,3,4,0,7,332,349,348,239,252,168,129,275,32,2124
POA6313,0,0,3,0,0,0,0,0,3,6,3,0,0,0,6,0,5,3,0,17,13,3,0,0,0,0,0,6,0,22,15,7,3,6,7,0,5,3,0,46,20,5,6,8,5,6,0,4,3,57,24,6,5,4,0,0,0,3,0,42,9,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,21,20,18,18,6,10,19,6,202
POA6315,4,0,10,4,5,3,0,10,0,36,3,5,14,0,0,8,4,11,0,45,39,19,17,8,9,13,11,20,0,136,44,14,25,14,18,9,11,14,4,153,40,15,22,24,24,10,25,26,0,186,65,16,20,19,21,8,17,16,0,182,24,6,0,0,9,0,5,4,3,51,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,226,75,108,69,86,51,73,101,7,796
POA6316,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,6,9,10,5,0,5,0,0,6,0,35,25,4,3,0,3,3,0,6,0,44,33,10,4,4,3,0,10,8,0,72,13,3,4,0,3,3,0,3,0,29,11,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,97,27,16,4,17,6,10,26,0,203
POA6317,0,0,25,8,13,39,3,17,0,105,16,11,41,9,13,22,8,32,9,161,46,51,61,33,31,21,12,60,6,321,62,61,52,33,34,21,24,93,9,389,90,59,65,37,43,20,24,94,7,439,52,37,40,25,40,22,16,48,9,289,29,3,8,4,3,3,11,16,3,80,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,298,222,292,149,177,148,98,360,43,1787
POA6318,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,4,3,0,4,0,4,7,4,26,3,3,8,0,0,3,5,7,0,29,11,3,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,14,0,8,6,9,14,4,82
POA6320,0,0,3,3,3,3,0,6,0,18,0,3,3,0,4,0,0,7,3,20,39,10,3,3,8,0,0,7,0,70,42,10,5,9,3,6,0,7,0,82,61,6,11,8,4,0,3,16,5,114,48,8,6,0,5,3,6,0,0,76,17,0,3,0,0,0,3,0,0,23,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,212,37,34,23,27,12,12,43,8,408
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,7,3,0,3,3,3,0,0,0,19,4,0,0,5,3,0,8,0,0,20,3,0,3,3,3,0,6,8,0,26,3,0,3,0,3,0,3,4,0,16,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,11,11,15,3,17,12,0,92
POA6322,0,0,0,3,0,0,0,3,0,6,0,0,4,3,0,0,0,6,0,13,13,5,0,0,0,0,0,5,0,23,34,5,0,6,0,0,0,3,0,48,25,7,4,3,13,0,0,0,0,52,38,4,0,0,0,3,0,0,0,45,19,0,0,0,0,0,0,5,0,24,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,132,21,12,15,13,3,0,22,0,218
POA6323,3,0,0,0,0,0,0,8,0,11,0,0,3,0,0,0,3,7,0,13,3,4,6,3,4,6,3,9,0,38,17,9,12,6,13,5,14,15,4,95,31,11,12,11,11,12,14,15,0,117,35,15,9,13,6,0,10,10,0,98,14,7,0,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,46,42,33,34,27,44,64,4,397
POA6324,10,3,21,5,3,19,4,30,0,95,8,6,21,6,11,7,9,22,3,93,29,21,40,13,18,8,17,39,4,189,50,30,38,33,28,15,20,50,7,271,81,45,31,41,43,17,37,50,0,345,84,32,32,30,23,12,21,29,3,266,29,8,6,6,10,3,5,14,0,81,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,302,145,189,134,136,81,113,234,17,1351
POA6326,0,0,0,3,0,4,0,8,0,15,0,0,3,0,0,3,0,0,0,6,11,6,4,0,5,0,4,8,0,38,11,4,4,6,8,4,0,8,0,45,22,8,11,0,4,4,5,6,3,63,27,7,8,5,8,3,10,7,0,75,16,0,3,0,3,0,3,3,0,28,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,91,25,33,14,28,18,22,40,3,274
POA6327,0,0,4,0,0,3,0,3,0,10,4,0,4,0,0,0,0,0,0,8,3,3,3,3,0,0,0,0,0,12,14,4,4,7,5,0,3,4,6,47,11,3,7,0,7,0,3,14,0,45,17,0,6,3,0,0,3,5,0,34,4,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,60,13,28,13,12,3,9,26,6,170
POA6328,0,0,3,3,0,3,0,3,0,12,0,3,0,3,3,0,0,3,0,12,12,6,3,3,5,0,3,3,0,35,18,6,0,0,3,0,0,6,0,33,37,0,9,3,3,0,6,5,3,66,20,0,3,3,3,0,0,3,0,32,14,3,0,0,0,0,3,3,0,23,3,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,3,107,18,18,15,17,3,12,29,3,222
POA6330,15,13,245,138,69,400,18,225,14,1137,66,88,314,161,110,157,62,179,9,1146,185,347,467,272,281,235,179,319,28,2313,457,603,520,338,409,282,247,363,36,3255,534,677,478,490,523,264,276,360,32,3634,417,515,299,278,343,170,192,298,48,2560,165,70,46,35,47,31,40,68,13,515,42,8,4,6,0,3,0,11,4,78,0,0,0,0,0,0,0,0,0,0,1881,2321,2373,1718,1782,1542,1014,1823,184,14638
POA6333,0,0,21,27,3,38,0,24,0,113,6,4,42,12,5,12,4,15,0,100,37,54,55,32,28,20,13,28,0,267,93,97,61,56,65,27,28,45,6,478,122,144,104,47,67,43,38,63,9,637,143,100,50,37,53,27,28,39,9,486,51,33,6,7,17,6,0,14,3,137,9,3,0,0,0,0,0,4,0,16,3,0,0,0,0,0,0,0,5,8,464,435,339,218,238,173,111,232,32,2242
POA6335,0,0,7,0,5,4,4,0,0,20,7,0,3,0,3,3,3,8,0,27,20,5,9,9,5,3,6,6,0,63,24,8,13,6,13,9,3,8,0,84,27,11,10,7,5,3,10,8,0,81,31,3,4,6,10,3,7,5,3,72,12,6,0,0,0,0,0,0,3,21,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,124,33,46,28,41,25,33,35,6,371
POA6336,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,3,6,0,22,16,5,3,0,0,0,0,0,0,24,14,0,3,0,6,4,3,3,0,33,15,0,7,0,3,0,3,6,0,34,9,0,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,8,16,0,9,4,9,18,0,131
POA6337,0,3,0,3,3,0,0,4,0,13,5,0,4,0,3,0,4,4,0,20,27,5,6,3,6,4,4,13,0,68,21,4,6,6,8,0,0,3,6,54,37,6,7,4,3,6,4,8,6,81,30,3,5,3,3,3,7,4,0,58,6,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,21,31,19,26,13,19,36,12,303
POA6338,0,0,0,0,0,0,0,5,0,5,17,0,0,4,0,0,6,0,0,27,33,7,4,3,6,0,4,7,0,64,51,11,12,0,3,4,6,3,0,90,65,3,14,5,9,0,0,11,0,107,50,3,6,3,3,3,5,9,0,82,14,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,24,36,15,21,7,21,38,0,392
POA6341,5,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,3,0,10,23,4,0,0,4,0,0,3,4,38,20,5,0,0,7,0,0,5,0,37,15,3,4,4,3,0,4,0,0,33,20,0,3,0,0,0,3,3,0,29,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,97,12,7,4,14,0,7,14,4,159
POA6343,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,4,22,3,0,0,3,3,0,0,0,31,20,0,3,3,0,3,3,0,0,32,29,3,0,3,0,0,0,0,0,35,15,0,3,0,3,0,3,3,0,27,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,6,6,6,6,6,6,6,0,140
POA6346,0,0,6,0,3,0,6,3,0,18,0,0,7,0,0,0,15,12,0,34,19,4,25,5,5,4,25,12,0,99,20,14,29,7,9,0,19,6,0,104,30,13,26,7,6,4,22,8,0,116,19,6,7,0,0,6,8,16,0,62,5,0,4,0,5,0,8,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,96,37,104,19,28,14,103,57,0,458
POA6348,0,0,3,0,0,6,0,6,0,15,3,3,5,3,3,3,6,10,0,36,19,20,36,9,14,3,20,16,0,137,44,17,35,7,10,5,18,9,4,149,57,9,22,5,23,0,23,17,0,156,36,13,8,7,10,3,12,6,0,95,16,0,3,0,6,3,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,62,112,31,66,23,82,67,4,622
POA6350,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,13,6,0,6,5,0,0,3,3,0,23,0,0,3,3,5,0,5,3,0,19,7,5,0,0,4,0,3,3,0,22,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,21,5,12,11,13,0,14,15,0,91
POA6352,0,0,0,3,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,9,26,5,4,3,8,6,0,6,0,58,31,6,4,4,0,0,3,0,0,48,39,6,0,3,3,3,3,3,0,60,38,3,0,0,4,0,0,3,0,48,12,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,156,20,8,13,18,9,6,12,0,242
POA6353,0,0,6,0,0,7,0,3,3,19,4,4,5,3,0,0,0,8,3,27,17,7,15,3,5,0,4,8,3,62,31,6,11,3,13,9,7,14,0,94,44,10,12,6,18,0,9,9,0,108,32,9,11,5,11,0,8,3,3,82,16,3,3,0,4,0,0,0,3,29,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,147,39,63,20,51,16,28,45,15,424
POA6355,0,0,0,0,3,0,0,3,3,9,4,0,0,0,0,0,5,6,0,15,55,5,10,4,8,0,0,13,0,95,67,12,7,6,4,0,11,10,0,117,86,6,5,4,9,6,3,12,0,131,77,4,0,5,3,0,6,6,0,101,31,0,3,0,0,0,0,4,0,38,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,331,27,25,19,27,6,25,54,3,517
POA6358,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,8,0,3,0,3,0,3,3,0,20,16,0,3,0,5,0,0,0,0,24,27,3,0,6,5,0,3,3,0,47,29,0,0,0,0,0,3,0,3,35,11,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,97,6,6,9,13,0,9,6,6,152
POA6359,0,0,0,3,0,0,0,6,0,9,5,9,3,3,0,0,5,6,0,31,17,5,18,6,7,0,19,15,0,87,22,5,15,3,3,8,19,8,0,83,10,3,20,3,3,0,6,6,0,51,19,4,5,3,3,0,7,0,0,41,18,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,94,26,61,21,16,8,56,41,3,326
POA6365,0,0,3,0,0,0,0,4,0,7,3,0,0,0,0,0,3,0,0,6,17,14,6,7,0,4,3,3,0,54,29,11,10,11,5,0,6,9,0,81,40,8,3,4,4,0,3,6,3,71,27,0,6,7,8,0,7,10,0,65,16,0,3,0,0,0,0,6,0,25,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,138,33,31,29,17,4,22,38,3,315
POA6367,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,7,5,4,6,0,0,3,0,0,25,4,3,4,3,0,4,3,3,0,24,5,0,6,5,6,0,3,0,4,29,6,0,3,0,3,0,3,7,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,23,14,9,4,15,10,4,109
POA6368,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,13,10,0,0,0,0,0,0,6,0,16,9,4,0,3,4,0,0,0,0,20,26,0,0,4,0,0,0,3,0,33,18,3,0,0,0,0,0,0,3,24,6,0,0,0,3,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,78,7,4,7,10,3,0,9,3,121
POA6369,0,0,6,0,0,0,0,3,0,9,10,0,3,3,0,3,0,7,0,26,7,3,11,3,5,6,0,3,0,38,19,6,15,6,7,3,3,8,0,67,37,6,0,6,6,3,10,5,3,76,16,6,9,3,0,0,3,7,3,47,15,3,0,3,3,0,4,3,3,34,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,108,24,44,24,21,15,20,36,9,301
POA6370,0,0,0,0,3,0,0,3,0,6,3,0,4,0,0,0,0,3,0,10,13,0,10,0,4,0,0,0,0,27,18,6,6,3,3,0,6,7,0,49,28,5,9,6,7,3,8,6,5,77,22,6,7,6,3,0,5,3,0,52,9,0,6,0,3,0,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,17,42,15,23,3,22,25,5,245
POA6373,0,0,0,0,0,0,0,3,0,3,6,3,6,3,0,0,0,0,0,18,16,3,0,0,4,0,3,3,0,29,18,5,4,0,0,0,0,0,0,27,29,4,0,0,0,4,4,0,0,41,16,0,3,5,3,0,0,0,0,27,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,94,15,13,8,7,4,7,6,0,154
POA6375,0,0,0,0,3,0,0,6,3,12,3,3,4,4,0,3,0,3,0,20,14,9,10,0,15,3,8,9,0,68,20,7,15,5,7,7,4,8,0,73,25,12,12,12,11,6,11,7,3,99,34,8,16,7,7,3,18,7,0,100,10,3,3,3,3,3,3,3,3,34,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,113,42,60,31,46,25,44,43,9,413
POA6383,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,0,4,0,21,6,14,7,0,9,4,4,6,0,50,32,3,12,7,6,7,8,12,3,90,48,14,15,19,13,3,13,13,0,138,38,6,10,9,5,8,19,7,0,102,17,3,0,0,0,0,3,0,3,26,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,150,43,49,38,36,22,47,42,6,433
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,3,3,3,0,0,0,0,0,14,18,3,3,0,0,3,3,3,0,33,25,0,0,4,0,3,4,0,0,36,18,4,0,0,0,0,0,3,0,25,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,74,10,9,7,0,6,7,6,0,119
POA6390,0,0,17,5,6,6,0,13,0,47,0,6,24,4,7,3,11,13,0,68,13,34,71,18,21,0,54,22,6,239,22,42,74,16,27,6,72,23,6,288,32,28,63,24,30,8,59,27,5,276,26,26,29,10,21,0,38,22,7,179,19,6,3,0,0,0,3,3,3,37,6,0,0,0,0,0,0,3,3,12,3,0,0,0,0,0,0,0,0,3,121,142,281,77,112,23,237,126,30,1149
POA6391,0,0,0,0,7,5,3,3,0,18,3,0,10,3,3,0,6,5,0,30,33,6,20,8,11,3,8,10,0,99,37,16,17,8,3,6,8,16,3,114,53,11,7,9,12,10,17,13,0,132,41,7,10,8,8,6,3,13,0,96,30,6,0,0,0,0,4,6,0,46,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,203,46,64,36,44,30,49,66,3,541
POA6392,0,0,7,0,0,0,0,0,0,7,0,3,0,0,0,0,0,5,0,8,7,5,4,3,9,0,9,3,0,40,28,4,4,3,4,4,7,0,0,54,29,3,11,0,6,3,6,6,3,67,28,4,5,3,0,0,7,0,3,50,20,0,3,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,115,19,34,9,19,7,29,14,6,252
