POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6317,..,10,11,3,12,5,3,0,0,52,..,7,18,8,25,32,38,41,22,189,7,8,12,9,9,0,7,0,3,63,340,175,219,234,235,214,171,105,36,1729,..,17,149,256,273,294,213,113,20,1325,..,58,64,63,41,36,7,7,3,275,..,9,37,37,38,15,5,11,0,149,705,..,..,..,..,..,..,..,..,705,..,100,..,..,..,..,..,..,..,100,..,119,44,19,8,7,0,0,0,193,..,30,12,7,11,9,9,3,3,87,..,12,11,3,3,0,0,0,0,27,..,27,55,23,27,16,4,3,0,154,..,30,40,29,78,73,61,57,24,387,25,27,24,11,13,7,18,3,3,132,734,422,426,442,486,457,318,192,55,3542
POA6318,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,3,0,14,3,3,3,0,0,4,0,0,0,15,54,15,24,31,34,28,19,4,3,213,..,0,22,35,46,33,26,6,3,176,..,0,8,12,8,9,3,0,0,46,..,3,3,5,5,0,0,3,0,18,89,..,..,..,..,..,..,..,..,89,..,9,..,..,..,..,..,..,..,9,..,12,3,5,4,0,0,0,0,28,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,7,..,3,4,3,5,12,4,0,0,44,8,4,3,0,0,3,3,3,0,30,95,35,49,61,69,66,46,15,6,444
POA6320,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,4,3,3,3,20,0,0,0,0,3,0,0,3,0,6,75,17,32,32,41,36,18,9,3,255,..,0,32,37,45,42,25,10,3,194,..,3,13,9,5,3,4,0,0,34,..,4,3,7,3,3,3,0,0,22,136,..,..,..,..,..,..,..,..,136,..,7,..,..,..,..,..,..,..,7,..,10,4,3,0,0,0,0,0,18,..,8,0,6,3,3,0,3,0,22,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,4,..,3,5,0,4,11,8,7,3,42,0,0,4,0,6,3,0,0,0,21,141,40,60,61,75,73,36,28,4,510
POA6321,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,3,6,3,16,0,0,0,0,0,0,4,0,0,9,53,11,20,20,35,33,29,20,5,217,..,0,21,36,33,50,33,20,0,195,..,3,10,4,12,8,0,0,0,41,..,3,0,3,3,0,3,0,0,10,100,..,..,..,..,..,..,..,..,100,..,6,..,..,..,..,..,..,..,6,..,8,3,0,8,0,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,8,..,3,3,3,3,12,8,9,4,51,0,4,0,0,0,0,4,0,0,12,96,28,41,48,61,72,51,37,10,445
POA6322,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,5,13,6,17,20,17,7,0,95,..,0,14,12,15,31,23,8,0,105,..,0,0,5,3,0,5,0,0,12,..,0,0,0,0,3,0,0,0,9,24,..,..,..,..,..,..,..,..,24,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,3,0,0,0,9,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,6,3,0,0,16,0,0,0,0,0,0,0,0,0,6,24,9,21,16,26,43,37,13,3,195
POA6323,..,0,0,0,0,0,0,0,0,5,..,0,6,0,5,19,18,10,0,49,0,0,0,0,0,0,0,0,0,7,63,34,27,52,72,77,73,27,3,430,..,0,16,46,80,108,91,41,0,387,..,3,14,24,27,9,12,0,0,92,..,0,4,10,16,3,3,5,0,41,141,..,..,..,..,..,..,..,..,141,..,22,..,..,..,..,..,..,..,22,..,24,11,0,3,3,0,0,0,43,..,3,0,0,0,3,0,4,0,12,..,4,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,11,..,3,4,0,14,31,34,15,0,110,0,3,3,3,0,4,4,3,0,21,143,75,53,87,142,163,149,66,3,883
POA6324,..,7,0,0,4,4,4,0,0,15,..,3,6,3,25,36,44,36,19,172,3,3,4,3,5,7,5,3,0,46,288,141,128,194,230,227,182,83,39,1506,..,18,90,205,257,284,221,106,18,1193,..,36,54,62,56,42,16,3,0,270,..,3,21,32,36,20,8,3,6,123,587,..,..,..,..,..,..,..,..,587,..,113,..,..,..,..,..,..,..,113,..,82,25,14,5,3,0,0,0,129,..,18,8,4,5,8,0,4,6,55,..,16,9,12,3,0,3,0,0,36,..,19,13,10,15,13,6,0,0,70,..,11,19,20,64,76,82,51,28,348,12,11,7,16,19,16,13,6,3,98,598,322,247,373,451,463,348,168,64,3043
POA6326,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,3,0,0,11,0,3,0,0,3,0,0,0,0,4,38,24,22,26,38,37,25,9,6,212,..,0,10,32,47,43,49,13,3,200,..,0,9,8,19,7,4,0,0,40,..,0,0,0,0,6,0,0,0,9,80,..,..,..,..,..,..,..,..,80,..,10,..,..,..,..,..,..,..,10,..,24,10,3,0,0,0,0,0,40,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,6,15,5,0,0,36,0,5,0,0,3,0,0,0,0,9,80,42,40,47,79,65,56,18,5,427
POA6327,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,5,22,7,15,16,13,19,15,0,4,119,..,0,5,21,18,24,22,9,4,102,..,0,11,5,4,8,3,0,0,32,..,0,0,0,0,0,0,0,0,7,51,..,..,..,..,..,..,..,..,51,..,12,..,..,..,..,..,..,..,12,..,8,8,4,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,3,0,0,14,3,0,0,0,0,3,0,0,0,14,58,16,32,30,30,36,36,14,7,251
POA6328,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,7,0,3,0,0,0,0,0,0,0,3,36,20,26,16,24,32,17,0,0,178,..,0,20,26,32,51,36,5,3,175,..,3,19,0,5,3,0,0,0,38,..,0,0,3,5,0,0,0,0,12,72,..,..,..,..,..,..,..,..,72,..,10,..,..,..,..,..,..,..,10,..,9,0,0,0,0,0,0,0,16,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,3,3,5,7,13,6,0,0,39,0,6,3,0,0,5,0,0,0,11,72,37,53,39,54,65,48,8,3,380
POA6330,..,99,71,24,53,45,33,11,5,340,..,43,113,99,241,456,470,476,249,2148,70,77,70,35,56,91,82,31,13,529,2998,1748,1753,2000,2337,2321,1810,1079,419,16460,..,94,1294,2162,2526,2627,2186,1079,285,12255,..,379,731,566,529,406,177,47,4,2841,..,48,202,382,425,169,76,78,38,1409,6121,..,..,..,..,..,..,..,..,6121,..,1259,..,..,..,..,..,..,..,1259,..,1159,348,152,105,54,11,3,0,1828,..,158,89,32,53,61,75,48,36,545,..,122,65,34,28,15,5,3,0,274,..,184,159,64,120,104,61,23,5,714,..,103,280,226,492,775,755,636,363,3630,128,159,140,83,103,154,133,64,20,993,6243,3663,3309,3694,4382,4378,3474,1977,752,31871
POA6333,..,8,9,3,9,13,13,3,0,52,..,4,10,15,24,71,89,67,27,305,12,4,11,4,6,27,16,3,0,82,431,176,187,306,385,422,397,168,56,2530,..,3,110,308,384,448,501,202,42,1995,..,27,113,118,133,117,53,16,3,575,..,0,20,48,94,22,9,4,9,208,884,..,..,..,..,..,..,..,..,884,..,197,..,..,..,..,..,..,..,197,..,87,34,14,13,10,0,0,0,167,..,15,0,3,7,5,3,6,6,44,..,16,3,7,3,6,0,0,0,38,..,16,14,7,18,15,20,3,0,98,..,8,17,24,70,164,168,105,38,598,19,14,19,14,15,43,40,6,0,169,906,391,328,543,736,838,790,347,99,4970
POA6335,..,0,0,0,0,0,0,0,0,3,..,0,5,0,3,8,6,6,0,32,0,3,3,0,0,0,3,0,0,18,81,34,54,37,38,48,21,10,0,333,..,3,34,53,46,74,38,11,0,258,..,18,31,13,8,4,0,0,0,75,..,0,7,3,3,0,0,3,0,24,147,..,..,..,..,..,..,..,..,147,..,8,..,..,..,..,..,..,..,8,..,25,11,0,3,0,0,0,0,45,..,4,4,0,3,4,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,9,6,0,0,0,0,0,0,18,..,3,9,9,8,17,11,11,3,65,3,5,10,0,4,4,3,3,0,29,147,66,113,83,79,103,47,18,5,671
POA6336,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,29,6,14,17,16,15,10,0,0,113,..,0,15,29,19,22,18,0,0,108,..,3,8,0,3,3,0,0,0,19,..,0,0,3,8,0,0,0,0,14,58,..,..,..,..,..,..,..,..,58,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,9,..,3,8,0,12,11,11,0,0,39,4,0,0,0,4,0,0,0,0,14,55,17,39,29,49,44,24,3,0,269
POA6337,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,47,14,34,25,34,32,14,3,0,204,..,3,27,31,50,40,15,3,0,173,..,13,20,11,6,6,0,3,0,65,..,0,5,4,4,3,0,0,0,23,115,..,..,..,..,..,..,..,..,115,..,3,..,..,..,..,..,..,..,3,..,9,0,0,4,0,0,0,0,16,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,3,0,0,0,3,..,4,11,3,8,6,7,0,0,38,0,5,0,0,0,3,0,0,0,9,112,38,65,56,73,68,27,12,3,456
POA6338,..,0,0,0,3,3,0,0,0,8,..,0,5,4,3,7,3,6,0,28,0,0,3,0,3,3,0,0,0,14,48,3,29,33,42,48,29,13,0,251,..,0,15,47,46,58,48,17,4,231,..,3,20,14,12,10,3,0,0,70,..,0,0,0,8,0,0,0,0,9,105,..,..,..,..,..,..,..,..,105,..,0,..,..,..,..,..,..,..,0,..,3,7,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,4,..,0,0,0,8,3,0,0,0,11,..,6,12,8,10,22,10,17,0,79,3,5,11,3,8,3,3,0,0,34,104,24,65,72,91,107,63,30,6,561
POA6341,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,22,3,15,16,17,15,17,3,0,110,..,0,20,26,28,27,25,5,0,133,..,0,6,5,6,0,0,0,0,13,..,0,4,0,0,0,0,0,0,4,50,..,..,..,..,..,..,..,..,50,..,4,..,..,..,..,..,..,..,4,..,9,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,4,4,6,8,3,0,0,26,0,0,0,0,0,0,0,3,0,7,50,15,27,41,43,33,33,3,0,247
POA6343,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,33,3,5,21,12,13,10,0,0,101,..,0,13,26,19,16,9,3,0,86,..,0,3,4,6,0,0,0,0,15,..,0,0,3,0,0,0,0,0,7,58,..,..,..,..,..,..,..,..,58,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,3,4,3,5,3,0,4,0,26,0,0,0,0,0,0,4,3,0,14,62,8,16,45,39,23,14,6,0,209
POA6346,..,0,0,0,0,0,0,0,0,3,..,3,3,0,3,8,5,3,0,28,0,3,3,0,0,3,4,0,0,15,59,19,35,34,39,41,28,11,3,263,..,0,31,46,56,57,44,9,3,250,..,8,16,9,3,10,0,0,0,51,..,0,3,0,3,3,0,3,0,14,110,..,..,..,..,..,..,..,..,110,..,5,..,..,..,..,..,..,..,5,..,15,3,5,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,3,3,0,0,3,..,8,6,5,9,12,16,3,3,64,3,4,3,3,0,5,4,0,0,26,113,40,59,79,82,92,68,24,4,553
POA6348,..,0,0,0,0,0,0,0,0,4,..,3,4,5,6,3,17,12,5,55,0,0,3,0,6,4,4,0,0,23,53,16,43,42,48,47,61,28,4,334,..,0,32,56,50,55,70,19,4,287,..,5,23,6,11,9,13,4,0,64,..,0,3,7,0,3,3,0,0,22,122,..,..,..,..,..,..,..,..,122,..,6,..,..,..,..,..,..,..,6,..,8,6,0,4,0,0,0,0,21,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,0,4,..,7,12,12,21,28,29,15,9,124,3,0,5,0,9,14,7,0,0,47,127,29,85,84,94,110,122,51,10,715
POA6350,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,4,9,3,0,21,0,0,0,0,0,0,0,0,0,3,25,3,19,12,13,31,18,10,4,137,..,0,15,16,24,29,17,15,0,116,..,4,16,8,0,0,0,0,0,35,..,0,0,0,0,3,0,0,0,9,38,..,..,..,..,..,..,..,..,38,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,7,3,3,18,9,7,0,50,0,0,0,0,0,0,3,0,0,7,38,11,43,30,32,54,36,21,4,263
POA6351,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,3,4,8,0,0,0,34,..,0,13,10,11,15,0,0,0,45,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,26,4,13,16,11,11,0,3,0,76
POA6352,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,14,12,9,7,4,4,0,67,..,0,10,17,15,11,6,3,0,67,..,0,3,3,0,0,0,0,0,7,..,0,4,3,0,0,0,0,0,4,35,..,..,..,..,..,..,..,..,35,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,8,0,8,4,3,4,0,23,0,0,0,0,0,0,0,0,0,3,35,8,21,18,23,15,11,6,0,152
POA6353,..,0,0,0,3,0,0,0,0,8,..,0,5,0,3,8,5,17,5,44,0,0,3,0,3,0,5,0,0,6,73,21,50,37,53,36,32,16,9,327,..,4,34,57,61,67,38,14,4,273,..,5,30,11,15,7,0,0,0,72,..,3,0,4,3,0,3,0,0,18,138,..,..,..,..,..,..,..,..,138,..,5,..,..,..,..,..,..,..,5,..,18,0,4,0,0,0,0,0,19,..,0,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,4,0,3,5,0,0,0,0,13,..,4,8,9,11,21,14,17,9,93,3,0,4,0,6,0,6,0,0,19,141,51,82,89,102,98,53,34,13,672
POA6355,..,0,0,0,0,0,0,0,0,0,..,4,0,0,5,0,3,8,0,17,0,0,0,0,0,0,0,0,0,6,43,9,29,25,17,20,8,10,0,167,..,0,25,42,26,35,16,9,0,152,..,0,13,10,5,6,0,0,0,39,..,0,3,0,0,0,0,0,0,7,80,..,..,..,..,..,..,..,..,80,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,4,11,10,14,5,8,8,0,51,0,0,0,3,0,0,6,0,0,12,81,10,53,65,53,50,30,12,3,358
POA6356,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,12,4,7,10,4,4,4,0,0,40,..,0,4,15,9,9,5,0,0,44,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,7,4,0,7,0,0,0,20,3,0,0,0,0,0,0,0,0,9,21,4,11,23,15,17,8,0,0,97
POA6357,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,5,3,0,0,0,28,..,0,3,10,12,3,3,4,0,27,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,13,4,9,5,16,6,3,4,0,59
POA6358,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,10,4,0,0,0,39,..,0,3,3,9,14,3,4,0,29,..,0,8,6,6,0,0,0,0,20,..,0,0,0,0,0,0,0,0,4,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,3,10,14,21,19,4,4,0,81
POA6359,..,3,0,0,0,0,0,0,0,3,..,0,4,0,3,3,0,3,0,15,0,0,0,0,4,0,0,0,0,6,37,14,30,24,22,16,12,10,0,170,..,0,26,36,41,22,27,21,0,167,..,4,5,10,5,0,0,0,0,32,..,0,3,0,0,0,0,0,0,8,73,..,..,..,..,..,..,..,..,73,..,0,..,..,..,..,..,..,..,0,..,3,0,3,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,4,..,3,9,0,0,0,0,0,0,15,..,0,4,0,6,4,8,8,0,31,4,0,3,0,3,3,0,0,0,12,74,21,51,53,59,30,37,29,0,348
POA6361,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,0,11,9,9,4,4,0,0,41,..,0,8,10,9,10,11,0,0,47,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,5,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,24,7,16,12,16,14,12,0,0,100
POA6363,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,12,10,0,3,0,0,38,..,0,9,17,9,3,10,0,0,43,..,0,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,28,3,8,15,12,9,12,3,0,92
POA6365,..,0,0,0,0,0,0,0,0,6,..,5,3,4,3,5,3,8,3,30,4,0,0,0,0,0,6,0,0,8,53,14,26,29,32,32,25,16,6,234,..,0,22,32,44,49,39,18,4,197,..,7,16,10,11,4,0,0,0,46,..,0,0,4,4,0,0,0,0,13,90,..,..,..,..,..,..,..,..,90,..,0,..,..,..,..,..,..,..,0,..,10,3,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,3,4,0,0,0,0,0,6,..,9,5,7,13,12,14,9,6,72,3,3,0,0,0,7,3,3,0,21,92,32,50,54,68,73,52,28,11,469
POA6367,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,0,3,0,11,0,0,3,0,0,0,0,0,0,4,37,5,18,19,20,27,5,9,0,141,..,0,21,18,19,41,21,5,0,123,..,0,3,0,3,3,0,0,0,13,..,0,3,7,3,0,0,0,0,16,62,..,..,..,..,..,..,..,..,62,..,8,..,..,..,..,..,..,..,8,..,4,4,0,0,0,0,0,0,14,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,9,11,9,11,4,0,49,4,0,3,3,4,0,0,0,0,12,60,13,35,39,40,57,28,14,3,296
POA6368,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,5,5,3,0,0,39,..,0,14,3,9,8,5,0,0,35,..,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15,5,19,3,12,13,5,0,0,73
POA6369,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,9,0,8,3,31,0,3,0,0,0,3,3,0,0,12,54,23,42,16,35,54,30,27,7,287,..,0,29,31,51,58,40,32,14,260,..,10,26,3,9,13,4,0,0,60,..,0,3,3,4,3,0,0,0,13,100,..,..,..,..,..,..,..,..,100,..,10,..,..,..,..,..,..,..,10,..,16,7,0,0,0,0,0,0,23,..,0,0,0,0,3,0,0,0,6,..,3,3,0,0,3,0,0,0,5,..,0,0,3,0,0,0,0,0,5,..,4,12,3,4,14,14,13,9,71,3,3,4,4,0,7,9,0,0,26,102,49,83,53,72,98,70,49,17,591
POA6370,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,6,12,0,23,0,0,0,0,0,4,0,0,0,5,49,16,25,22,30,26,21,18,3,208,..,0,28,27,38,28,31,11,3,174,..,3,17,3,11,5,0,0,0,43,..,0,0,3,3,0,0,0,0,9,98,..,..,..,..,..,..,..,..,98,..,11,..,..,..,..,..,..,..,11,..,11,0,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,7,..,3,4,3,11,9,12,9,7,58,4,0,4,0,3,4,0,0,0,12,99,28,58,44,66,49,48,25,10,429
