POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6103,..,101,111,19,15,18,6,0,0,278,..,49,121,80,60,110,100,111,41,666,9,21,30,7,5,11,6,4,0,93,607,585,1170,603,441,421,258,189,62,4327,..,50,829,680,429,398,238,109,26,2758,..,177,473,139,101,51,12,7,0,966,..,8,62,60,90,58,25,27,11,331,1236,..,..,..,..,..,..,..,..,1236,..,250,..,..,..,..,..,..,..,250,..,165,102,44,28,23,0,0,0,364,..,98,86,26,30,31,16,6,6,296,..,94,132,30,12,8,3,0,0,276,..,260,345,90,37,38,20,8,0,791,..,90,309,196,181,227,182,156,53,1401,26,40,64,24,12,18,13,4,0,203,1255,1234,2397,1284,920,848,505,315,102,8861
POA6104,..,81,116,31,34,22,14,12,3,303,..,33,74,76,97,157,151,110,67,760,23,30,35,13,21,21,16,9,4,168,975,771,1181,924,766,718,482,267,118,6194,..,63,748,1027,755,697,497,250,58,4091,..,159,521,253,188,91,41,7,0,1255,..,13,87,112,160,95,39,39,21,563,2051,..,..,..,..,..,..,..,..,2051,..,459,..,..,..,..,..,..,..,459,..,361,189,66,52,28,3,0,0,707,..,149,111,31,39,45,41,19,13,438,..,88,128,27,16,16,7,0,0,278,..,191,340,117,77,80,31,14,14,859,..,67,188,204,226,290,251,166,90,1477,34,62,67,34,30,37,36,16,4,314,2087,1604,2372,1871,1539,1362,938,507,196,12474
POA6105,..,74,97,37,25,18,9,3,0,276,..,31,77,67,81,140,122,187,108,809,18,18,19,19,4,12,14,8,3,117,1239,784,1269,948,708,658,504,427,176,6708,..,55,1007,1077,738,633,548,342,90,4485,..,141,470,203,172,85,32,16,0,1120,..,21,88,149,158,90,53,67,28,665,2502,..,..,..,..,..,..,..,..,2502,..,509,..,..,..,..,..,..,..,509,..,363,204,87,82,50,3,0,0,792,..,140,106,29,26,56,50,29,13,457,..,130,162,41,14,11,3,3,0,360,..,211,334,116,97,59,34,9,5,867,..,58,194,176,205,272,198,245,142,1481,35,47,51,49,29,22,19,15,7,268,2539,1679,2609,1935,1523,1270,940,718,285,13495
POA6106,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,5
POA6107,..,360,382,74,60,67,35,3,3,983,..,58,183,154,149,289,293,249,161,1535,38,79,78,37,28,31,24,15,10,335,3885,2807,4469,2843,2073,1767,1210,653,269,19973,..,279,4079,3816,2529,1943,1400,640,144,14830,..,398,1202,511,347,180,75,24,0,2732,..,30,234,397,386,257,112,76,47,1534,7872,..,..,..,..,..,..,..,..,7872,..,1846,..,..,..,..,..,..,..,1846,..,1065,718,195,112,67,6,0,0,2159,..,604,496,111,108,154,118,72,23,1693,..,526,641,152,76,42,15,5,0,1451,..,953,1109,287,199,141,84,10,3,2791,..,160,461,425,424,544,493,345,197,3045,93,158,188,89,80,52,36,27,17,738,7963,6025,9118,5975,4263,3385,2334,1194,430,40690
POA6108,..,38,61,30,24,27,23,3,3,204,..,17,60,66,76,159,203,163,65,806,20,30,35,7,19,14,22,14,7,157,2168,1374,1581,1516,1442,1426,981,490,145,11121,..,67,1335,1882,1834,1896,1313,557,111,9002,..,160,435,306,254,145,45,13,0,1359,..,33,144,224,270,165,78,50,18,983,4293,..,..,..,..,..,..,..,..,4293,..,1262,..,..,..,..,..,..,..,1262,..,891,539,155,76,39,7,0,0,1710,..,154,134,43,53,78,77,49,22,613,..,93,121,44,38,19,7,5,0,321,..,114,217,87,57,55,50,8,3,597,..,40,187,184,212,292,303,211,98,1531,36,65,77,36,42,23,30,16,5,331,4326,2872,3190,2971,2838,2707,1925,907,261,21993
POA6109,..,20,31,19,17,23,8,4,0,122,..,13,35,41,53,90,120,122,55,528,12,18,18,13,13,9,7,0,6,92,1106,724,907,716,608,569,445,275,104,5455,..,83,851,845,654,625,526,241,67,3896,..,112,253,170,121,74,21,7,0,749,..,29,100,138,144,91,36,30,13,582,2299,..,..,..,..,..,..,..,..,2299,..,553,..,..,..,..,..,..,..,553,..,394,217,70,46,18,9,0,0,751,..,112,73,32,29,51,30,21,19,368,..,55,80,48,27,3,9,3,0,224,..,77,151,126,78,72,20,10,0,531,..,30,97,128,162,192,207,163,66,1056,26,44,44,35,33,22,19,7,5,232,2318,1500,1866,1586,1284,1150,873,481,168,11228
POA6110,..,57,87,49,46,43,17,10,0,314,..,34,120,125,169,292,341,335,158,1575,59,77,72,39,32,26,31,16,6,354,4129,2426,3129,2838,2356,1877,1327,752,258,19094,..,180,2744,3558,2837,2270,1576,719,131,14011,..,360,1047,601,422,229,76,14,0,2755,..,95,344,491,475,232,95,52,36,1812,8539,..,..,..,..,..,..,..,..,8539,..,1985,..,..,..,..,..,..,..,1985,..,1485,694,210,99,40,5,0,0,2535,..,323,222,70,97,162,113,68,32,1083,..,165,175,80,62,30,12,6,3,536,..,172,322,170,146,91,49,28,3,984,..,84,339,363,442,567,539,459,212,2995,118,146,168,85,69,60,54,19,7,733,8662,4995,6070,5620,4651,3685,2515,1354,419,37971
POA6111,..,31,40,20,38,30,4,3,0,157,..,28,61,56,131,217,254,162,68,972,30,44,28,21,13,19,22,13,3,194,2014,1309,1395,1385,1510,1455,1080,420,127,10696,..,53,1048,1501,1765,1799,1397,482,76,8125,..,200,555,387,291,204,83,15,3,1743,..,58,173,262,288,177,96,42,15,1112,4087,..,..,..,..,..,..,..,..,4087,..,1069,..,..,..,..,..,..,..,1069,..,844,404,178,78,19,3,0,0,1527,..,143,85,36,44,48,62,34,22,477,..,80,67,34,33,23,11,5,0,261,..,82,126,75,103,77,28,10,0,500,..,49,196,215,320,403,408,224,100,1915,52,83,81,43,40,33,39,15,7,397,4138,2673,2737,2739,2969,2791,2128,816,223,21211
POA6112,..,122,129,49,71,52,28,8,4,461,..,74,240,187,226,372,356,288,113,1848,81,101,87,38,47,51,27,19,18,464,6204,3380,5237,3859,3075,2502,1504,760,250,26774,..,299,4960,4941,3570,2806,1857,787,150,19383,..,792,1920,906,671,315,107,28,3,4752,..,169,520,677,624,321,143,78,51,2590,12573,..,..,..,..,..,..,..,..,12573,..,2305,..,..,..,..,..,..,..,2305,..,1808,775,257,114,65,13,0,0,3037,..,463,359,94,136,228,135,72,40,1528,..,219,207,85,54,34,17,3,0,613,..,275,395,147,160,122,54,28,9,1192,..,176,622,503,534,692,574,426,165,3690,155,209,220,115,96,84,42,25,21,975,12728,6710,9991,7726,5966,4663,2948,1453,440,52622
POA6121,..,0,0,0,3,8,0,0,0,15,..,0,7,5,9,11,6,6,0,36,3,10,4,0,4,3,0,0,0,27,254,212,112,201,286,191,98,32,8,1387,..,4,84,243,401,276,177,43,12,1241,..,10,39,51,83,35,12,0,0,224,..,3,9,13,29,12,3,4,0,74,560,..,..,..,..,..,..,..,..,560,..,189,..,..,..,..,..,..,..,189,..,171,45,11,7,3,0,0,0,241,..,7,10,5,3,12,14,6,4,59,..,18,4,6,3,10,0,0,0,45,..,3,3,3,3,16,0,3,0,33,..,3,7,8,20,21,13,10,0,82,3,14,10,7,10,3,3,0,0,46,561,432,210,343,566,383,223,67,15,2813
POA6122,..,41,25,16,6,6,3,0,0,101,..,11,62,48,46,56,47,23,13,306,17,30,31,7,10,10,11,4,0,119,2122,1146,1710,1181,908,664,340,130,29,8230,..,150,1615,1434,1180,870,529,179,23,5987,..,345,845,375,244,85,19,3,3,1916,..,46,136,186,147,69,22,9,3,615,4321,..,..,..,..,..,..,..,..,4321,..,692,..,..,..,..,..,..,..,692,..,606,200,56,37,9,0,0,0,902,..,111,81,32,37,57,35,20,6,374,..,69,66,17,5,8,4,0,0,177,..,61,75,41,14,19,7,3,0,215,..,44,183,130,97,105,85,36,14,693,51,57,66,22,14,19,23,4,3,253,4369,2176,3264,2286,1774,1232,724,260,58,16145
POA6123,..,0,3,0,4,3,0,0,0,6,..,3,0,3,4,3,3,7,4,21,3,0,0,0,0,0,0,0,0,12,162,97,87,86,100,91,46,18,12,695,..,12,86,105,136,119,78,30,10,571,..,25,46,34,22,24,9,0,0,152,..,3,5,10,12,13,0,3,3,52,295,..,..,..,..,..,..,..,..,295,..,55,..,..,..,..,..,..,..,55,..,73,29,5,7,0,3,0,0,114,..,8,0,0,4,3,0,6,0,25,..,6,6,0,0,3,0,0,0,13,..,3,6,0,10,5,0,0,0,28,..,3,8,10,13,17,7,10,9,75,3,8,5,3,0,3,3,0,3,26,302,199,186,164,206,183,100,50,22,1402
POA6124,..,0,6,3,5,4,0,0,0,16,..,0,0,3,6,4,7,3,0,31,0,0,0,0,0,0,0,0,0,3,118,53,62,69,104,68,46,19,3,545,..,7,57,72,121,85,65,27,0,432,..,5,12,26,37,13,4,0,0,106,..,3,3,10,11,11,8,3,0,45,230,..,..,..,..,..,..,..,..,230,..,46,..,..,..,..,..,..,..,46,..,36,14,9,5,0,0,0,0,67,..,0,3,0,6,0,3,0,0,20,..,3,0,0,3,0,0,0,0,9,..,3,10,3,4,10,0,0,0,36,..,4,5,7,13,17,17,7,0,69,3,5,3,0,0,3,0,0,0,13,231,110,107,130,203,137,102,40,7,1073
POA6125,..,0,3,4,3,0,0,0,0,13,..,0,3,3,8,23,24,29,3,86,4,4,4,0,7,0,5,0,0,22,251,168,119,191,252,196,141,85,14,1408,..,4,102,226,341,270,213,99,18,1274,..,22,53,52,79,45,11,0,0,269,..,0,7,16,26,14,10,10,0,84,529,..,..,..,..,..,..,..,..,529,..,141,..,..,..,..,..,..,..,141,..,141,40,17,14,4,0,0,0,214,..,13,9,3,6,3,14,10,3,50,..,6,6,5,6,3,0,0,0,31,..,0,3,12,4,0,5,4,0,32,..,0,3,16,24,38,29,41,9,156,6,11,9,3,13,9,6,0,0,55,540,347,234,351,506,384,280,157,31,2826
POA6126,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,11,5,21,27,18,12,3,0,114,..,3,9,16,37,33,21,4,0,120,..,0,4,3,4,0,0,0,0,12,..,0,0,0,3,0,0,0,0,5,40,..,..,..,..,..,..,..,..,40,..,5,..,..,..,..,..,..,..,5,..,6,4,7,0,0,0,0,0,12,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,4,7,0,0,27,0,0,0,0,0,0,0,0,0,3,40,20,16,26,44,43,41,4,0,234
POA6147,..,57,64,15,11,17,13,3,0,185,..,13,54,50,69,145,178,113,59,683,13,25,19,16,13,15,13,4,4,121,1264,838,1202,958,877,905,651,307,124,7121,..,45,959,1199,973,1060,808,306,63,5407,..,132,324,179,124,86,29,17,0,885,..,18,94,157,177,147,59,45,26,727,2598,..,..,..,..,..,..,..,..,2598,..,773,..,..,..,..,..,..,..,773,..,483,385,126,79,25,3,0,0,1110,..,164,123,36,49,59,41,30,18,519,..,88,127,37,19,5,3,0,0,281,..,145,235,69,46,38,24,9,0,566,..,24,151,146,180,273,253,157,85,1273,33,45,47,39,25,19,25,8,8,247,2628,1908,2451,1982,1671,1713,1245,570,199,14376
POA6148,..,57,65,6,23,9,9,5,3,178,..,18,54,42,56,148,187,214,139,869,22,31,13,14,9,14,20,5,12,140,1526,1136,914,1144,1234,1038,861,528,222,8595,..,32,718,1533,1753,1376,1106,547,125,7183,..,88,247,132,142,102,62,11,0,776,..,14,41,167,193,112,51,40,22,631,3087,..,..,..,..,..,..,..,..,3087,..,1319,..,..,..,..,..,..,..,1319,..,459,298,103,56,25,8,0,0,956,..,152,93,10,21,43,54,34,18,427,..,75,82,23,14,3,0,0,0,200,..,136,172,38,52,27,17,7,4,458,..,54,128,112,126,252,279,276,185,1410,36,55,34,33,15,23,22,16,12,243,3122,2375,1810,2144,2368,1965,1609,930,366,16698
POA6149,..,43,40,4,3,20,11,6,3,131,..,11,30,17,25,117,185,151,126,666,4,12,20,4,14,12,20,3,3,100,1478,1162,902,1125,1284,1437,883,429,214,8915,..,20,652,1586,1842,2118,1368,498,107,8193,..,51,237,162,143,128,50,14,0,795,..,4,33,123,186,142,39,21,23,563,3056,..,..,..,..,..,..,..,..,3056,..,1321,..,..,..,..,..,..,..,1321,..,650,492,99,45,25,5,0,0,1319,..,140,89,10,15,28,41,28,30,388,..,82,108,20,12,0,0,0,0,226,..,108,126,24,12,28,15,12,3,323,..,40,86,58,73,198,279,220,175,1119,7,44,44,18,24,25,33,3,9,203,3062,2463,1871,2088,2348,2697,1839,796,350,17506
POA6150,..,90,64,13,9,9,10,7,0,198,..,13,34,11,25,57,82,113,94,419,6,20,10,8,9,19,15,8,4,95,886,908,606,657,878,917,630,359,166,5998,..,17,359,894,1240,1383,1013,455,138,5498,..,39,109,56,48,62,30,4,0,341,..,5,19,69,120,78,34,16,17,362,1818,..,..,..,..,..,..,..,..,1818,..,1011,..,..,..,..,..,..,..,1011,..,427,343,84,46,12,7,0,0,914,..,117,76,12,10,35,20,23,16,304,..,70,95,19,13,5,3,0,0,207,..,194,183,45,20,16,12,8,0,473,..,33,63,43,49,86,114,136,109,627,13,43,27,11,9,18,22,12,5,157,1832,1947,1278,1226,1552,1698,1256,656,281,11726
POA6151,..,139,133,19,15,23,8,5,0,345,..,60,148,114,121,194,221,129,94,1084,8,31,35,21,13,16,10,8,3,139,1113,912,1204,1034,1064,1035,653,267,153,7437,..,30,748,1254,1302,1270,810,246,79,5734,..,125,530,256,213,133,75,4,0,1330,..,3,36,82,147,77,28,17,10,413,2260,..,..,..,..,..,..,..,..,2260,..,784,..,..,..,..,..,..,..,784,..,292,201,47,25,12,4,0,0,578,..,154,80,14,10,27,21,17,19,342,..,47,73,12,8,3,0,0,0,142,..,284,377,75,38,48,22,12,3,850,..,122,326,274,293,344,354,185,121,2026,27,58,77,27,23,29,24,12,4,273,2291,1890,2445,2044,2060,1932,1340,492,236,14724
POA6152,..,339,238,40,25,28,30,6,3,709,..,74,179,155,177,350,347,287,212,1781,24,64,39,21,13,25,25,19,7,245,1597,1727,1966,1473,1488,1517,1002,611,316,11691,..,57,1281,1771,1675,1650,1099,517,141,8191,..,219,814,295,236,171,77,12,0,1828,..,17,71,170,287,197,57,45,24,868,3269,..,..,..,..,..,..,..,..,3269,..,1200,..,..,..,..,..,..,..,1200,..,454,371,96,55,35,7,0,0,1017,..,386,175,33,36,48,40,36,30,793,..,164,146,18,5,7,0,0,0,344,..,680,589,113,57,61,51,19,3,1572,..,179,371,319,350,531,520,375,276,2923,48,121,92,39,35,41,33,22,10,446,3315,3479,3916,2860,2733,2738,1895,1022,493,22454
POA6153,..,109,88,15,16,20,14,6,4,265,..,41,82,57,102,208,246,212,162,1116,13,29,29,10,9,20,19,9,5,136,1520,1228,1095,1250,1393,1344,967,554,289,9645,..,11,741,1721,1861,1783,1284,644,195,8247,..,99,377,170,160,128,59,8,0,1001,..,8,52,121,237,125,40,33,38,647,3147,..,..,..,..,..,..,..,..,3147,..,1339,..,..,..,..,..,..,..,1339,..,495,345,76,53,37,4,0,0,1017,..,155,99,20,20,31,44,20,30,419,..,59,72,12,19,11,0,3,0,172,..,184,209,41,29,35,20,13,4,540,..,84,159,130,220,295,334,269,206,1689,21,53,48,23,22,31,36,13,5,262,3168,2487,2102,2319,2610,2477,1825,1009,480,18484
POA6154,..,29,27,7,13,9,3,10,3,92,..,14,30,31,43,85,116,170,175,664,10,15,7,3,5,12,9,8,9,70,855,531,473,668,716,552,434,378,240,4837,..,3,374,935,902,673,554,337,96,3875,..,42,192,113,91,63,25,6,0,523,..,0,13,70,122,65,22,31,21,353,1802,..,..,..,..,..,..,..,..,1802,..,665,..,..,..,..,..,..,..,665,..,236,138,42,54,19,8,0,0,500,..,74,30,8,7,23,12,12,15,172,..,32,37,9,7,3,0,0,0,90,..,63,68,17,19,14,6,9,0,201,..,22,64,70,95,147,174,220,216,1009,18,26,22,8,10,13,11,13,8,131,1821,1161,929,1270,1309,1024,805,631,365,9311
POA6155,..,115,136,33,24,31,24,6,0,367,..,37,89,73,107,203,289,184,73,1068,37,66,49,19,27,28,42,21,10,293,5109,3615,2894,3952,3727,2795,1618,638,190,24542,..,104,2522,5778,5642,4162,2470,748,127,21557,..,219,508,401,391,203,63,19,5,1806,..,35,152,397,530,280,88,44,30,1571,10332,..,..,..,..,..,..,..,..,10332,..,4161,..,..,..,..,..,..,..,4161,..,1774,1082,230,92,45,6,0,0,3225,..,485,261,64,72,142,155,115,49,1346,..,263,371,99,41,28,7,0,0,805,..,253,355,111,66,56,42,9,4,893,..,90,260,198,244,336,410,234,103,1868,71,118,108,39,50,43,70,27,11,541,10396,7498,5621,7319,7129,5304,3306,1197,337,48105
POA6156,..,70,63,22,6,21,12,6,0,200,..,21,66,59,104,171,196,232,153,999,22,34,25,16,21,6,15,7,5,155,1578,977,881,1174,1246,870,639,545,260,8182,..,17,650,1451,1464,1036,749,523,146,6036,..,102,360,246,242,103,40,6,0,1098,..,7,57,152,249,96,41,40,48,692,3181,..,..,..,..,..,..,..,..,3181,..,984,..,..,..,..,..,..,..,984,..,455,219,59,53,60,7,0,0,851,..,82,60,17,20,30,30,20,11,259,..,44,43,12,9,4,0,0,0,119,..,123,178,52,33,35,17,10,0,451,..,47,135,133,218,269,277,295,207,1593,56,53,52,28,31,19,24,17,5,282,3234,1923,1747,2150,2322,1657,1194,905,427,15555
POA6157,..,42,71,17,17,14,11,3,0,170,..,37,87,89,128,186,247,232,151,1152,17,20,29,16,7,7,13,10,7,129,1098,699,889,965,931,798,623,434,226,6661,..,12,565,1047,1019,831,616,339,105,4526,..,113,416,263,173,117,59,15,6,1157,..,10,42,127,202,99,37,19,27,558,2263,..,..,..,..,..,..,..,..,2263,..,648,..,..,..,..,..,..,..,648,..,307,161,50,42,25,3,0,0,583,..,80,51,19,9,10,19,20,10,215,..,25,33,8,7,11,4,3,0,87,..,92,130,36,29,29,21,9,0,343,..,54,163,203,258,328,351,295,198,1843,23,40,52,24,16,17,26,17,8,227,2288,1369,1608,1768,1760,1470,1128,715,350,12446
POA6158,..,30,24,15,5,11,4,0,0,88,..,9,35,34,41,60,93,66,43,389,10,10,14,16,10,13,4,3,3,77,666,415,347,468,595,484,317,172,70,3531,..,3,173,559,726,615,384,191,35,2689,..,35,147,104,150,109,34,8,3,585,..,5,8,47,94,42,17,14,4,226,1265,..,..,..,..,..,..,..,..,1265,..,475,..,..,..,..,..,..,..,475,..,152,91,27,23,11,0,0,0,312,..,28,22,0,6,5,4,9,4,83,..,20,18,7,7,3,0,0,0,56,..,59,73,23,11,20,15,3,0,203,..,14,66,81,100,133,132,91,55,677,18,16,25,22,28,18,10,9,3,144,1285,806,632,877,1146,959,593,326,110,6717
POA6159,..,25,37,6,4,7,0,0,0,77,..,5,15,21,38,49,53,33,16,245,5,9,11,4,3,3,9,0,0,39,184,144,238,174,219,236,196,73,23,1498,..,0,94,181,214,241,230,99,12,1076,..,15,156,62,51,46,33,3,0,377,..,0,10,19,42,22,16,3,3,109,359,..,..,..,..,..,..,..,..,359,..,127,..,..,..,..,..,..,..,127,..,53,33,10,9,0,0,0,0,115,..,4,0,0,0,3,6,0,0,20,..,10,18,0,0,0,0,0,0,33,..,37,70,10,5,6,4,0,0,136,..,10,40,36,77,96,99,51,20,431,14,10,17,11,11,3,8,3,0,77,374,277,440,337,421,422,396,155,39,2855
POA6160,..,79,130,33,21,17,7,3,0,287,..,29,73,63,75,150,155,94,50,691,8,21,24,18,4,14,7,10,3,97,405,384,683,501,467,508,355,201,84,3595,..,9,227,425,394,392,333,164,43,1991,..,62,413,195,176,111,44,6,0,1000,..,3,27,62,85,60,13,22,8,284,797,..,..,..,..,..,..,..,..,797,..,252,..,..,..,..,..,..,..,252,..,119,76,22,25,13,3,0,0,251,..,34,38,7,6,15,13,8,14,140,..,25,41,13,8,5,3,0,3,91,..,132,249,63,34,37,19,5,3,551,..,40,158,140,194,266,248,132,75,1262,11,30,53,39,18,21,10,13,3,202,807,699,1282,960,942,933,684,354,144,6814
POA6161,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,11,7,0,3,0,0,0,35,..,0,3,6,8,3,0,0,0,22,..,0,3,0,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,8,0,0,0,0,0,0,7,..,0,4,4,3,3,0,0,0,16,0,0,0,3,0,0,0,0,0,10,10,6,22,19,8,13,0,0,0,77
POA6162,..,54,111,29,24,19,12,6,0,246,..,12,38,61,100,147,170,121,66,721,15,18,23,10,15,20,10,6,4,134,855,510,694,747,820,697,501,306,123,5255,..,8,334,730,785,638,491,306,63,3361,..,43,352,273,267,163,67,11,0,1172,..,13,38,79,130,110,34,40,17,463,1668,..,..,..,..,..,..,..,..,1668,..,451,..,..,..,..,..,..,..,451,..,238,129,58,52,32,3,0,0,517,..,54,25,20,13,27,12,18,16,180,..,39,66,13,3,3,3,0,0,136,..,96,222,63,58,51,24,9,0,526,..,22,95,124,192,315,273,177,88,1293,27,38,56,32,31,26,21,10,12,249,1697,996,1331,1399,1534,1370,931,568,196,10017
POA6163,..,266,261,95,92,74,48,12,10,856,..,68,266,251,327,550,594,572,327,2956,60,93,105,45,42,64,43,38,14,506,3728,2836,3396,3143,3318,3098,2308,1396,559,23772,..,92,2053,3323,3537,3542,2744,1418,237,16948,..,413,1463,938,664,380,117,27,4,4019,..,69,224,506,697,416,186,141,82,2322,7346,..,..,..,..,..,..,..,..,7346,..,2285,..,..,..,..,..,..,..,2285,..,1465,956,355,229,117,22,0,0,3140,..,327,245,98,85,118,118,89,49,1116,..,168,261,99,64,30,8,3,4,629,..,502,687,285,219,182,116,37,17,2053,..,140,579,566,737,986,944,796,447,5197,120,164,201,117,98,110,61,62,19,952,7461,5630,6674,6287,6339,5879,4315,2568,857,46013
POA6164,..,174,183,44,30,41,26,4,0,510,..,83,257,170,181,320,255,191,77,1536,65,111,78,49,43,35,21,12,4,423,6184,3492,4910,4705,3557,2373,1183,512,177,27089,..,143,4372,6448,4766,3070,1594,554,88,21036,..,567,1957,998,613,276,78,20,3,4521,..,67,299,596,646,308,101,37,25,2083,12596,..,..,..,..,..,..,..,..,12596,..,2965,..,..,..,..,..,..,..,2965,..,1967,855,203,90,34,0,0,0,3148,..,344,254,77,104,154,109,76,38,1156,..,231,251,98,55,25,6,0,0,662,..,359,495,162,105,85,49,8,4,1269,..,169,611,461,465,537,375,244,107,2965,123,198,209,104,73,63,38,26,3,835,12724,7014,9308,9144,6924,4539,2352,963,272,53229
