POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA6052,21,11,12,6,8,0,53,4,4,0,0,5,0,15,13,5,6,0,3,0,26,4,13,8,3,4,0,27,7,4,12,0,4,0,27,9,22,3,0,3,0,35,17,29,11,3,4,0,56,14,25,13,6,3,0,62,28,27,14,4,7,0,76,15,27,11,6,5,0,64,18,25,9,3,3,0,56,30,66,17,6,6,0,128,13,22,4,3,0,0,46,20,40,10,0,4,0,74,44,63,14,5,10,0,132,83,128,26,13,7,0,249,33,46,13,3,3,0,102,14,32,15,0,0,0,58,4,21,4,0,3,0,27,382,605,188,61,86,14,1339
POA6053,18,21,17,0,5,0,65,8,6,4,0,0,0,24,9,10,3,0,4,0,30,12,14,4,0,7,0,33,15,11,11,0,8,0,49,24,12,14,3,7,0,61,32,38,16,4,4,0,97,31,39,10,4,7,0,99,29,48,4,5,6,3,96,24,64,9,6,7,0,109,31,37,13,3,3,0,87,63,99,15,5,10,3,198,41,55,9,5,4,3,112,35,52,7,6,4,0,111,80,106,28,10,6,0,225,103,136,25,6,9,5,286,32,55,7,5,4,3,100,21,23,4,0,0,3,52,14,25,11,3,5,0,59,625,855,217,77,94,23,1897
POA6054,34,19,16,7,19,0,87,9,3,12,3,3,0,34,20,13,9,5,13,0,61,16,14,7,3,12,0,50,20,15,26,7,14,3,88,29,32,27,11,22,3,133,32,64,26,17,23,4,160,47,70,37,17,4,4,180,37,67,20,11,17,3,162,59,104,28,22,25,0,237,51,71,23,11,12,0,164,102,160,42,18,18,4,330,46,66,15,8,5,0,141,35,48,11,0,3,0,104,62,97,18,8,4,3,199,66,112,30,9,9,3,224,17,37,12,3,5,0,70,16,17,3,0,0,0,35,25,32,12,5,10,0,91,733,1035,368,176,203,37,2552
POA6055,32,24,12,0,14,3,78,6,3,3,0,0,0,12,5,3,7,0,6,0,18,10,9,3,0,5,0,26,11,14,10,3,9,0,44,25,22,7,7,7,3,66,43,46,22,11,9,0,131,52,58,24,9,9,0,163,37,78,20,20,17,3,172,90,111,16,10,15,3,249,96,137,28,19,18,3,299,198,253,49,24,17,4,542,143,190,25,11,5,3,376,100,168,23,8,6,0,304,212,259,45,19,15,3,561,139,197,49,10,9,3,405,44,57,14,0,3,0,112,26,41,16,4,3,0,92,42,47,16,6,6,3,123,1314,1723,391,150,167,39,3786
POA6056,62,33,31,7,16,3,150,22,10,3,3,4,0,39,33,11,26,3,22,0,92,26,17,14,12,27,0,101,53,37,38,24,35,0,182,63,41,37,30,37,3,209,93,68,61,20,29,0,270,98,125,66,31,38,6,367,76,127,59,31,28,0,325,141,209,69,36,33,5,491,117,177,54,30,26,4,399,184,230,84,44,40,7,581,76,128,29,11,12,4,261,50,100,30,6,9,3,199,125,159,67,25,27,6,409,111,178,65,13,15,5,395,41,60,32,4,5,0,144,18,35,16,7,4,0,79,54,65,29,10,23,9,188,1435,1796,815,346,432,64,4887
POA6057,27,20,9,4,11,3,68,3,3,3,0,0,0,15,14,6,8,0,9,0,32,11,4,10,7,9,0,38,22,23,18,3,12,0,80,22,22,20,10,11,0,92,41,39,29,15,19,0,135,44,61,33,11,26,0,170,44,53,30,12,13,0,151,55,73,24,19,12,3,184,52,54,17,22,8,3,164,96,153,41,17,17,5,330,55,77,19,6,8,6,173,33,71,21,5,9,0,140,77,118,28,13,5,0,247,46,110,32,8,6,0,213,12,30,4,5,0,3,60,9,20,8,0,0,0,39,18,25,22,8,8,0,83,696,974,373,161,185,23,2417
POA6058,16,10,6,0,3,4,45,0,0,7,0,3,0,8,5,3,3,0,3,0,18,16,0,8,0,8,0,25,16,4,12,0,3,0,44,20,12,7,7,11,0,64,29,30,13,3,10,0,85,30,50,21,15,15,4,140,21,48,13,14,8,3,115,64,82,22,21,17,4,214,49,59,21,6,7,0,149,71,102,26,18,10,4,233,46,73,20,7,0,0,148,32,49,9,3,3,0,99,65,75,23,3,3,0,174,32,37,17,7,4,3,98,7,10,7,0,0,0,22,11,7,3,0,0,0,17,24,24,7,5,5,0,75,572,685,257,113,120,26,1777
POA6059,46,42,34,4,7,0,130,8,8,4,0,4,0,25,15,14,5,0,4,0,35,14,14,9,3,3,0,47,13,18,16,4,8,0,72,30,27,15,6,9,0,93,34,41,30,5,13,0,126,32,47,29,4,6,3,126,41,49,28,9,10,5,129,35,61,19,11,12,0,142,27,45,16,4,7,0,106,83,114,52,22,19,4,290,37,67,13,6,0,0,117,28,56,23,4,0,0,117,53,114,36,3,9,0,211,98,189,65,11,5,3,374,28,69,43,0,11,0,146,13,44,21,3,5,0,90,19,40,35,3,3,0,103,643,1060,490,114,148,23,2485
POA6060,20,26,8,4,4,0,68,9,4,7,0,0,0,18,8,7,4,0,5,0,24,13,5,3,0,3,0,31,19,15,8,3,10,0,56,28,21,5,6,17,0,78,43,28,10,3,11,0,97,40,48,12,11,7,0,115,48,39,15,11,8,4,123,61,51,13,6,11,0,145,51,43,3,8,4,3,116,113,96,23,12,9,3,262,56,29,9,0,0,6,101,44,38,5,0,6,0,102,93,86,19,4,0,3,204,105,133,29,6,10,0,282,33,52,11,0,3,3,101,27,33,13,0,3,0,73,40,28,13,8,3,3,96,851,787,207,89,112,34,2084
POA6061,42,35,16,4,15,3,115,9,9,6,0,4,0,30,29,11,8,3,11,3,66,13,4,12,0,15,3,39,35,30,6,7,24,3,101,46,35,26,12,19,4,140,57,60,27,29,20,0,190,89,94,31,24,18,3,254,92,125,27,29,29,7,309,138,175,35,39,42,16,444,122,167,27,22,17,12,365,173,231,57,22,36,11,527,110,106,15,7,8,7,252,51,51,13,7,3,3,125,95,104,33,7,15,6,258,71,69,27,6,10,0,183,22,24,7,5,3,3,62,10,15,0,0,0,0,34,47,46,17,12,13,5,138,1239,1370,388,239,310,84,3635
POA6062,51,36,28,7,11,3,137,15,5,3,0,0,0,27,22,15,17,8,8,0,70,14,17,17,3,11,0,65,29,24,30,6,15,0,105,38,32,23,10,10,3,119,59,64,45,15,15,4,196,43,85,32,13,17,0,195,51,89,29,11,16,0,199,74,115,49,19,25,0,285,63,92,28,15,15,3,210,107,189,59,16,25,4,406,70,112,16,7,8,0,214,55,73,13,0,6,3,156,93,193,49,13,18,3,373,120,160,55,7,11,6,363,31,55,25,4,3,3,117,17,19,11,3,0,0,46,32,41,22,8,14,0,123,981,1422,553,178,235,42,3415
POA6063,28,21,17,0,11,0,79,11,9,3,0,3,0,27,18,4,5,0,8,0,35,7,7,9,0,3,0,30,23,16,13,3,11,0,68,24,30,24,3,9,0,99,24,36,25,9,16,0,112,28,54,24,7,16,0,129,25,45,25,11,17,3,131,36,90,24,14,21,4,195,36,83,12,9,15,0,151,61,134,45,15,17,3,277,37,81,30,6,3,0,159,17,46,13,6,0,3,89,50,91,26,7,3,3,177,25,68,20,7,4,3,130,8,18,3,0,0,0,29,5,13,0,3,0,0,17,27,34,14,3,7,3,88,511,877,337,111,165,26,2030
POA6064,43,46,30,12,27,5,159,11,8,8,5,7,0,36,20,14,33,3,11,0,88,22,17,16,8,10,0,77,47,48,39,22,13,0,170,29,62,42,26,26,4,192,50,80,50,20,37,5,248,77,106,64,28,37,3,309,70,111,60,28,28,3,304,78,199,80,42,39,6,433,71,152,44,16,19,12,310,109,243,67,31,25,4,475,58,87,26,10,11,0,194,45,76,25,12,3,3,163,79,142,48,11,9,3,302,61,112,40,6,8,4,229,7,26,6,3,3,0,53,6,9,3,0,3,0,30,29,49,36,11,17,3,144,920,1588,726,288,354,56,3927
POA6065,97,85,52,18,24,3,272,20,18,18,0,0,0,53,30,29,25,15,13,0,114,33,37,33,7,4,0,109,59,60,36,24,26,0,212,85,92,54,32,27,6,296,83,155,86,25,32,3,386,128,239,94,45,35,6,547,131,245,104,39,52,3,566,151,369,119,52,48,3,741,168,338,90,53,25,10,692,321,705,218,64,38,14,1357,165,487,94,34,21,10,813,192,437,88,17,15,8,758,388,804,189,43,35,6,1472,324,792,223,47,31,9,1429,75,178,62,6,7,4,330,44,94,34,5,8,0,185,89,149,77,9,16,7,343,2588,5313,1699,523,449,88,10671
POA6066,34,23,18,12,15,4,110,12,3,3,0,3,0,24,9,15,14,3,8,0,52,21,15,13,0,6,0,53,34,18,19,5,16,3,95,24,40,35,15,18,6,134,46,52,58,11,22,0,196,48,76,44,22,17,0,206,46,83,47,23,14,4,217,51,92,45,16,28,3,233,42,106,39,19,8,0,213,87,172,75,18,15,3,366,38,94,23,6,13,0,178,30,61,15,10,3,0,121,66,106,51,11,3,3,227,58,85,40,11,7,0,211,12,32,9,4,0,0,64,0,8,11,3,3,0,28,25,35,31,10,9,0,117,673,1114,604,197,223,36,2844
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,47,42,18,10,11,0,125,16,7,3,0,5,0,32,19,17,9,0,0,0,49,24,15,6,9,5,0,57,39,20,6,10,8,0,89,33,44,27,19,9,0,132,63,65,29,24,23,0,201,77,140,35,29,24,0,312,90,168,50,27,25,5,372,125,251,71,58,44,5,555,171,328,49,40,24,8,623,310,555,104,56,46,9,1079,180,376,62,36,20,3,680,154,301,52,28,11,0,546,292,505,115,51,34,8,1007,208,397,100,37,18,3,764,61,81,27,13,0,0,189,35,63,22,9,5,0,124,55,108,32,13,12,4,220,1992,3486,828,471,317,52,7145
POA6070,8,12,7,0,0,0,28,0,0,0,4,0,0,5,3,3,0,0,0,0,9,3,0,3,0,3,0,6,6,0,4,0,0,0,12,9,8,4,0,0,0,21,9,8,8,3,0,0,27,7,6,3,3,0,0,19,4,12,3,4,0,0,25,8,13,3,6,3,0,36,5,4,4,3,3,0,19,13,45,13,8,3,0,76,7,13,6,0,0,0,27,3,18,0,4,0,0,20,12,48,8,3,3,0,68,31,54,12,6,0,0,106,3,12,6,0,0,0,24,0,8,3,0,0,0,14,8,14,7,0,0,0,25,150,277,95,35,28,0,587
POA6071,12,0,3,0,0,0,17,0,0,0,0,0,0,6,0,4,5,0,0,0,15,3,0,4,0,0,0,5,5,5,0,0,5,0,13,9,4,4,0,3,0,23,16,9,9,0,3,0,34,8,9,8,4,3,0,26,5,4,10,0,5,0,27,9,14,3,3,3,0,33,4,12,5,0,0,0,29,15,32,11,3,0,0,66,6,12,3,0,0,0,26,10,13,7,0,3,0,28,3,29,8,0,0,0,44,27,47,11,3,3,0,91,4,12,6,3,0,0,27,3,6,4,0,3,0,18,7,5,3,0,0,0,11,140,242,102,14,39,0,539
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,3,0,0,0,0,4,6,0,0,0,0,0,7,0,0,3,0,0,0,5,0,6,0,0,0,0,8,3,6,3,0,3,0,19,0,3,0,0,0,0,3,0,3,0,0,0,0,8,0,4,3,0,0,0,10,11,3,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,3,0,0,0,5,37,45,21,3,3,0,115
POA6073,14,3,3,0,0,0,15,3,0,0,0,0,0,3,3,0,3,0,0,0,4,0,0,0,0,3,0,10,8,3,3,0,0,0,8,8,3,3,0,0,0,18,6,8,6,3,3,0,26,8,5,9,3,0,0,20,8,10,4,0,0,0,19,8,8,12,0,0,0,32,3,9,6,3,6,0,21,9,28,6,0,0,0,50,3,9,4,0,0,0,17,3,7,0,3,3,0,13,7,20,5,0,0,0,38,15,28,4,6,3,0,57,4,7,4,0,0,0,19,4,3,0,0,0,0,9,6,5,5,0,0,0,21,130,170,71,15,21,3,417
POA6074,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,3,3,3,3,0,0,0,6,4,4,3,0,3,0,7,3,3,4,0,0,0,11,3,3,0,0,0,0,9,3,7,0,0,0,0,17,0,4,0,0,0,0,11,3,3,0,0,0,0,10,3,5,0,0,0,0,12,4,11,5,3,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,5,0,3,0,0,9,48,57,23,14,10,0,149
POA6076,67,29,24,7,4,3,129,12,3,8,0,3,0,31,19,15,10,0,4,0,48,10,16,6,0,5,3,43,31,18,15,3,0,0,73,39,31,22,3,10,0,102,42,53,33,6,10,0,147,46,60,43,10,15,0,170,31,52,44,10,3,0,145,32,77,27,12,15,0,158,24,62,27,6,5,0,133,68,137,59,10,15,0,294,27,69,29,3,9,0,136,26,77,16,3,0,0,127,68,141,55,5,10,0,276,101,268,66,17,11,4,468,44,78,34,3,5,0,169,18,47,23,0,4,0,93,25,44,22,0,10,3,106,735,1279,564,109,158,12,2858
POA6077,3,3,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,3,0,0,0,8,0,0,0,0,0,0,3,7,4,3,0,0,0,11,0,0,0,0,0,0,0,3,0,6,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,4,6,0,3,0,0,0,11,7,12,9,0,3,0,28,3,16,5,0,0,0,24,0,5,3,0,0,0,16,4,4,8,0,0,0,13,39,66,47,3,5,0,161
POA6078,3,3,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,3,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,3,0,0,0,6,3,3,7,0,0,0,13,0,4,0,0,0,0,5,4,0,0,0,0,0,8,0,3,0,0,0,0,3,3,9,0,0,3,0,17,3,4,0,0,3,0,15,7,3,0,0,0,0,11,3,3,0,0,0,0,10,44,42,25,0,6,4,118
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA6081,9,6,8,0,0,0,24,3,0,0,0,0,0,10,6,0,6,0,0,0,17,6,4,0,0,0,0,15,5,3,11,0,0,0,23,3,5,8,6,0,0,23,10,20,7,0,0,0,37,10,16,15,3,3,0,49,14,14,13,4,0,0,44,15,23,6,3,4,0,49,9,15,7,3,0,0,36,29,34,15,3,5,0,88,9,22,3,3,0,0,42,9,18,3,0,0,0,37,23,41,7,3,3,0,76,26,63,16,4,3,0,116,7,17,10,0,0,0,37,8,10,0,0,0,0,16,9,17,7,0,3,0,36,220,338,144,32,35,5,771
POA6082,14,4,0,0,0,0,17,6,0,0,0,0,0,5,6,0,5,3,0,0,10,3,0,0,0,0,0,4,3,4,8,0,3,0,13,6,6,5,0,5,0,23,6,9,7,0,0,0,21,4,4,8,3,0,0,31,8,19,8,4,0,0,42,4,13,7,7,0,0,38,3,8,7,0,4,0,27,18,21,6,3,5,0,48,9,17,0,0,3,0,26,7,13,8,0,0,0,33,21,35,4,3,0,0,63,31,52,10,8,0,0,100,11,4,0,0,0,0,15,6,0,0,0,0,0,7,0,8,3,0,3,0,18,177,213,94,31,35,0,551
POA6083,12,0,3,0,0,0,20,6,0,0,0,0,0,3,7,0,0,0,0,0,13,7,0,3,0,0,0,8,7,4,4,0,0,0,8,10,9,6,0,0,0,18,5,5,3,0,3,0,24,17,12,13,3,0,0,41,19,8,8,3,0,0,43,13,12,10,0,0,0,40,5,12,10,0,0,0,31,19,14,19,3,6,0,60,11,17,4,3,0,0,35,6,10,4,0,0,0,21,14,21,6,3,0,0,52,25,42,17,0,0,3,87,12,17,12,0,0,0,47,4,7,8,0,0,0,14,13,9,8,0,3,3,36,207,203,136,20,20,3,595
POA6084,18,4,4,0,3,0,37,3,6,0,0,0,0,8,8,3,3,0,0,0,16,5,0,0,0,3,0,11,17,6,11,0,5,0,41,15,9,7,7,0,0,38,21,16,13,3,0,0,54,29,22,16,5,4,0,83,31,35,7,3,5,0,84,27,45,26,0,0,0,101,25,45,10,4,6,0,97,52,68,28,9,3,0,161,19,42,13,0,0,0,77,34,40,13,10,0,0,94,41,78,27,5,0,0,161,61,99,46,11,3,0,206,26,32,10,3,3,0,69,12,12,8,3,0,0,25,29,24,6,4,0,0,64,483,594,251,64,40,5,1436
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,16,15,3,0,3,3,45,3,0,0,0,0,0,10,3,6,4,3,0,0,23,10,3,0,0,0,0,17,12,5,8,0,0,0,28,23,5,7,3,0,0,41,23,13,3,7,4,0,50,23,21,5,3,5,0,60,27,26,3,7,5,0,65,31,20,11,7,7,3,78,29,21,5,0,0,0,55,58,51,19,4,12,4,151,23,27,0,0,5,0,54,36,31,10,0,0,0,71,49,48,6,3,5,0,120,69,92,29,3,11,3,202,29,37,9,0,7,0,85,12,17,5,0,3,0,37,17,14,9,0,0,3,40,492,463,136,46,71,19,1229
POA6101,18,19,4,0,3,0,42,8,7,0,0,3,0,15,3,11,3,3,4,0,24,16,10,3,0,3,0,33,14,12,8,3,6,0,41,18,16,5,6,0,0,53,18,21,15,3,3,0,62,36,26,8,5,6,4,85,33,48,5,3,3,0,93,33,32,5,6,6,3,94,37,29,8,3,6,0,84,83,100,17,8,8,5,218,44,37,9,3,5,0,91,35,39,3,0,3,0,85,72,77,13,8,6,0,174,100,125,25,10,4,0,259,34,38,7,3,0,0,81,24,18,7,3,3,3,50,22,17,3,0,3,3,49,642,689,144,71,66,30,1639
POA6102,11,5,7,0,0,0,23,3,0,3,0,0,0,5,8,0,0,0,0,0,14,3,3,3,0,0,0,13,3,3,0,4,3,0,16,11,9,3,3,4,0,31,18,14,5,3,4,0,41,5,7,9,4,7,0,31,20,20,5,3,0,0,51,25,18,3,3,6,0,51,29,31,3,3,0,3,71,43,36,4,9,4,0,95,18,14,7,3,0,0,50,13,19,0,4,0,3,49,23,26,8,0,6,0,60,40,47,8,4,0,0,99,4,13,9,0,0,0,28,3,3,7,0,0,0,14,9,6,4,3,0,0,19,279,289,83,48,41,22,758
POA6103,13,10,3,0,3,0,30,4,3,0,0,0,0,5,0,3,3,0,0,0,12,3,0,0,0,0,0,7,3,3,3,0,0,0,12,9,10,7,0,3,0,24,10,13,6,0,0,0,32,17,8,3,5,0,0,37,19,14,0,3,5,3,49,23,28,9,0,4,0,64,16,20,3,3,7,3,55,41,36,3,4,3,3,90,21,29,7,0,0,0,62,27,13,3,0,0,0,38,26,44,3,3,3,0,77,47,41,6,3,3,4,102,12,15,0,3,0,0,35,11,9,3,0,0,0,19,6,0,0,0,0,0,9,319,294,64,20,39,19,759
POA6104,24,13,5,0,0,0,48,8,3,3,0,0,0,12,10,6,3,3,3,0,28,9,4,3,0,0,0,18,15,11,3,3,3,0,41,20,15,12,3,7,0,50,22,22,13,7,8,0,71,34,24,11,7,11,0,86,27,25,6,3,9,0,68,36,43,11,3,4,0,95,26,38,13,9,9,0,93,66,72,24,5,11,9,178,31,45,6,3,4,0,88,23,44,6,3,0,0,82,52,54,13,8,4,0,134,59,71,25,0,3,0,164,16,25,4,3,0,0,52,11,14,11,0,0,0,40,13,16,6,4,3,3,53,495,536,182,61,78,23,1375
POA6105,26,14,8,6,3,0,63,4,4,0,0,0,0,13,4,3,3,3,0,0,18,5,5,7,0,0,0,21,16,8,9,0,3,0,32,14,17,10,5,8,3,60,18,13,5,3,8,0,47,28,22,12,6,11,0,76,28,34,11,8,3,0,91,37,53,5,11,4,0,114,28,36,7,3,4,0,74,43,83,13,10,11,3,161,26,43,7,3,0,0,79,23,46,13,0,5,0,85,48,58,11,12,0,3,138,55,67,14,8,3,3,143,8,12,7,0,0,0,26,6,6,3,0,0,0,14,11,13,5,0,3,3,35,434,535,145,79,78,21,1285
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,58,59,23,10,11,9,176,8,7,9,0,0,0,34,33,18,20,3,9,0,82,23,13,12,9,13,0,69,34,33,25,9,18,3,118,46,43,21,12,13,3,136,50,89,33,13,23,0,201,64,107,47,12,26,4,264,110,147,49,28,18,10,362,128,196,47,31,31,9,448,115,192,49,20,13,9,397,192,306,67,22,29,9,630,101,182,39,11,10,3,353,75,165,34,11,7,4,298,138,254,63,13,18,10,490,109,222,61,9,13,11,427,35,51,20,3,5,3,121,20,44,11,0,0,3,80,62,72,23,0,11,4,180,1389,2216,652,224,283,100,4862
POA6108,49,31,21,3,12,0,110,18,3,8,4,0,0,35,17,25,9,0,10,0,67,18,18,12,3,6,0,60,31,23,19,7,12,0,100,43,37,33,13,9,3,140,46,72,44,9,15,3,188,65,85,50,21,30,0,246,53,107,46,23,23,3,263,66,139,58,24,16,9,305,61,135,30,16,14,5,265,91,198,55,13,16,0,388,50,112,24,8,4,0,197,34,74,19,3,3,0,131,70,124,46,12,4,0,259,35,75,42,8,5,3,171,20,25,18,3,0,0,65,13,23,3,0,3,0,38,38,34,21,6,13,3,112,826,1345,546,178,207,33,3129
POA6109,17,9,7,4,5,3,38,5,0,3,0,0,0,11,9,3,3,4,5,0,27,3,9,11,4,4,0,27,11,14,6,4,8,3,46,27,25,13,9,7,4,78,19,39,18,6,9,3,85,40,42,29,8,18,0,145,36,67,13,10,14,3,134,38,95,25,14,12,4,191,30,74,9,5,10,3,136,60,88,16,7,7,4,191,22,49,11,3,0,3,81,14,24,0,0,0,0,37,18,46,18,3,5,0,89,17,25,3,0,3,0,48,3,9,3,0,0,0,16,8,13,6,0,0,0,30,15,19,14,4,7,0,55,388,642,214,95,119,29,1483
