POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA6207,0,0,3,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,13,3,3,0,0,0,0,8,0,3,0,0,0,0,7,3,6,3,0,0,0,10,0,3,0,0,0,0,3,7,5,3,0,0,0,19,0,3,0,0,0,0,3,4,4,0,0,0,0,7,3,8,6,0,0,0,18,9,23,3,0,0,0,34,3,0,4,0,0,0,7,3,0,0,0,0,0,10,3,5,0,0,0,0,6,56,63,32,8,3,0,159
POA6208,26,6,10,0,3,0,45,10,3,0,0,0,0,13,15,4,3,4,7,0,29,5,4,5,0,3,0,25,19,16,10,7,6,0,57,21,10,7,4,6,3,53,27,24,16,5,6,0,82,28,39,12,10,12,0,103,19,36,24,6,3,0,91,56,45,15,12,3,0,140,37,48,20,6,0,0,114,59,78,34,14,11,0,199,20,49,13,0,0,0,78,17,23,15,3,0,0,62,33,58,12,6,0,0,115,35,45,17,3,7,0,102,9,14,9,0,0,0,37,13,8,0,0,0,0,26,27,17,8,7,5,0,64,478,537,223,97,80,6,1429
POA6209,6,3,0,0,0,0,13,0,0,0,0,0,0,4,3,0,0,0,0,0,7,3,0,0,0,0,0,3,4,0,0,0,0,0,11,9,3,0,0,0,0,15,0,4,3,0,0,0,10,5,4,4,0,4,0,15,0,4,0,0,0,0,11,4,3,4,0,4,0,13,9,5,3,0,0,0,15,10,16,3,0,0,0,22,0,3,3,0,0,0,5,0,0,0,0,0,0,4,9,4,4,0,0,0,24,5,12,5,0,0,0,24,3,6,3,0,0,0,11,0,5,0,0,0,0,7,3,4,3,0,0,0,11,67,85,47,15,14,3,226
POA6210,142,29,24,23,18,0,235,43,6,19,4,3,0,78,53,22,22,12,16,0,128,65,14,25,10,18,0,134,99,45,46,22,30,0,234,91,78,44,21,21,5,265,132,114,82,35,39,0,401,206,148,87,47,49,6,540,202,238,80,47,51,3,621,235,311,102,43,42,4,743,152,277,79,28,26,3,568,293,454,160,44,47,6,1009,137,223,72,25,10,0,471,70,131,44,14,7,0,265,180,276,100,29,13,0,598,198,236,141,21,14,3,614,73,63,38,5,10,0,184,60,40,23,5,3,0,136,93,109,52,16,30,0,294,2514,2815,1249,445,439,48,7510
POA6211,11,3,3,0,0,0,19,4,0,3,0,0,0,11,9,8,3,4,3,0,17,9,3,3,0,0,0,20,14,8,4,0,8,0,27,17,8,8,0,3,0,35,22,11,10,0,0,0,40,18,22,8,7,3,0,63,26,27,7,9,0,0,74,19,28,10,11,3,4,78,15,28,7,4,4,0,55,46,68,9,14,7,4,141,19,44,11,0,3,0,77,14,39,6,3,0,0,61,25,47,14,3,3,0,94,23,38,17,3,0,0,85,16,12,3,0,4,0,30,5,10,3,0,0,0,16,9,3,6,0,3,0,24,320,397,136,65,45,8,972
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,5,3,0,0,0,0,0,3,3,3,3,0,0,0,11,3,0,0,0,0,0,4,3,5,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,21,26,12,3,3,0,68
POA6214,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,5,0,0,0,0,3,3,3,0,0,0,0,10,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,6,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,3,3,3,0,0,0,13,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,7,23,31,11,5,8,0,78
POA6215,6,3,3,0,0,0,9,0,3,0,0,0,0,7,7,0,3,0,3,0,9,6,0,4,0,0,0,9,10,8,3,0,0,0,16,10,6,6,3,5,0,26,14,7,6,0,0,0,27,14,11,4,4,3,0,32,19,12,7,0,3,0,45,11,21,4,3,0,0,40,11,14,3,0,0,0,29,6,28,12,0,0,0,40,5,9,7,0,0,0,26,0,4,3,0,0,0,9,11,20,5,0,0,0,33,12,29,4,0,4,0,43,0,8,0,0,0,0,6,0,8,0,0,0,0,12,7,12,3,0,0,0,20,152,187,68,23,18,0,447
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,6,0,0,0,33
POA6220,5,5,0,0,3,0,21,0,0,0,0,0,0,3,3,3,0,0,0,0,10,8,0,0,0,3,0,11,6,5,0,0,0,0,13,10,8,3,3,0,0,24,3,8,3,0,0,0,15,11,17,6,0,0,0,37,6,21,11,0,3,0,42,8,12,3,3,0,0,40,12,15,8,3,3,0,38,15,22,7,0,0,0,44,3,17,3,0,0,0,25,3,4,0,0,0,0,10,11,12,4,0,0,0,33,14,11,5,7,0,0,36,3,3,3,0,0,0,12,3,3,0,0,0,0,6,12,9,7,0,0,0,29,133,179,66,30,20,0,435
POA6221,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,0,3,0,26
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,0,0,4,0,26
POA6224,7,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,6,3,3,0,0,0,8,3,14,7,0,0,0,19,3,3,5,0,0,0,16,4,7,0,0,0,0,16,0,7,0,0,0,0,9,5,3,4,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,6,11,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,41,49,20,10,8,0,129
POA6225,14,0,7,0,0,0,22,0,3,3,0,0,0,8,15,7,5,3,9,0,33,10,13,5,0,0,0,27,22,15,12,3,10,0,58,22,26,8,7,7,0,62,32,33,16,17,0,0,98,20,36,16,10,11,0,91,27,51,11,3,3,0,99,35,51,17,4,0,0,114,11,29,12,0,0,0,56,28,63,11,3,0,0,114,5,23,9,0,0,0,35,3,7,3,0,0,0,15,12,25,10,0,0,0,52,16,31,15,0,3,0,71,6,8,0,0,0,0,14,0,3,3,0,0,0,14,6,13,6,4,3,0,34,299,431,155,58,57,7,1008
POA6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,5,0,0,0,0,0,4,3,0,0,0,0,0,3,0,6,0,0,0,0,10,3,3,3,0,0,0,14,0,7,3,0,0,0,15,3,14,3,0,0,0,16,0,3,3,0,0,0,5,0,3,0,0,0,0,8,3,8,3,0,0,0,15,5,18,8,0,0,0,30,0,0,0,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,0,36,72,27,6,0,0,142
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,8,3,3,0,0,0,0,3,4,11,0,0,0,0,12,0,3,0,0,0,0,3,0,11,0,3,0,0,9,4,14,0,0,0,0,26,6,3,0,0,0,0,9,3,4,0,0,0,0,4,3,4,0,0,0,0,11,0,3,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,36,68,5,4,3,0,113
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,10
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7
POA6230,75,22,26,6,8,3,140,21,8,8,3,3,0,43,40,18,22,5,10,0,97,35,23,10,9,11,0,88,61,39,19,16,17,0,154,63,56,32,29,25,0,206,116,95,40,23,31,0,316,83,180,55,39,27,0,386,120,182,64,38,31,3,437,153,223,77,38,36,3,535,95,195,42,29,21,3,389,174,330,66,32,26,4,634,53,138,42,7,3,0,246,35,74,24,8,3,0,149,103,189,58,10,5,0,359,98,155,55,13,12,0,339,35,50,18,4,0,0,109,18,30,6,8,0,0,63,44,49,28,4,7,0,134,1428,2058,690,326,288,32,4818
POA6232,9,7,10,3,3,3,34,7,5,0,0,0,0,8,7,7,5,0,3,0,23,14,4,4,0,0,0,16,9,10,7,3,3,0,34,25,24,5,7,7,0,66,28,30,17,3,9,0,85,43,48,12,15,8,0,126,31,53,13,9,9,0,122,36,81,31,11,5,0,175,38,73,13,14,6,0,147,61,130,28,10,8,0,236,25,66,15,5,0,0,112,21,28,8,3,0,0,50,41,54,10,9,0,0,119,20,40,14,0,0,0,78,0,11,7,0,0,0,22,4,0,0,0,0,0,7,25,16,7,6,3,0,51,447,681,211,96,71,10,1522
POA6233,28,20,5,0,3,0,62,9,4,3,0,0,0,18,13,11,14,3,3,0,41,17,13,6,0,0,0,33,19,19,20,3,4,3,70,29,36,21,12,8,0,102,33,45,25,7,11,0,131,53,83,21,10,17,0,185,66,91,30,13,8,0,209,92,162,34,26,11,4,334,56,119,21,10,8,0,212,103,231,55,17,6,0,406,47,102,23,13,3,0,188,37,56,13,0,0,0,112,56,111,28,10,3,0,217,49,117,30,6,9,0,210,21,25,8,0,0,0,50,9,20,3,0,0,0,38,32,43,11,3,4,0,91,778,1306,361,144,93,17,2710
POA6236,0,3,0,0,0,0,6,3,0,0,0,0,0,3,6,3,0,0,0,0,10,3,0,0,0,0,0,4,3,0,0,0,0,0,9,5,5,0,0,0,0,6,6,3,0,0,0,0,11,4,8,6,0,0,0,20,4,9,0,0,3,0,18,8,6,3,0,0,0,16,6,10,0,0,0,0,18,8,9,0,4,3,0,29,4,7,4,0,0,0,19,0,4,0,0,0,0,10,11,15,3,0,0,0,27,4,18,3,0,0,0,20,4,6,3,0,3,0,21,4,8,3,0,0,0,7,6,3,3,0,3,0,20,85,123,31,14,17,0,268
POA6237,3,3,0,0,0,0,7,4,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,3,0,0,0,8,3,0,4,0,0,0,13,11,6,0,3,0,0,20,3,3,7,0,3,0,12,10,8,7,5,0,0,26,8,11,4,0,0,0,29,8,11,0,3,3,0,21,7,3,5,0,0,0,16,12,21,10,0,0,0,44,3,4,3,0,0,0,12,3,8,0,0,0,0,17,12,10,4,0,0,0,32,16,25,6,0,3,0,46,4,6,0,0,0,0,17,0,0,0,0,0,0,4,6,10,3,0,0,0,14,110,131,53,11,16,0,328
POA6239,8,7,3,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,10,4,0,3,0,0,0,17,17,4,5,4,3,0,32,13,9,6,3,0,0,30,10,14,7,5,5,3,46,11,22,10,0,0,0,46,18,19,7,3,0,0,46,13,29,8,4,0,0,58,17,16,3,0,0,0,34,22,22,5,0,0,0,50,14,16,0,3,0,0,38,8,13,0,0,0,0,20,6,15,6,0,0,0,31,12,11,13,0,0,0,37,4,3,0,0,0,0,11,3,0,3,0,0,0,7,7,10,9,4,0,0,28,197,223,86,25,18,4,550
POA6240,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,4,0,0,18
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
POA6244,8,3,0,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,6,3,3,0,0,0,0,6,4,0,0,0,0,0,10,0,4,0,0,0,0,16,3,7,0,0,0,0,10,8,0,0,0,0,0,4,3,7,0,0,0,0,11,3,0,0,0,0,0,4,3,0,0,0,0,0,3,3,0,0,0,0,0,8,3,0,0,0,0,0,3,0,4,0,0,0,0,4,3,3,0,3,0,0,6,3,8,0,0,0,0,5,0,0,0,0,0,0,3,6,0,0,0,0,0,10,53,50,12,6,0,0,125
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,7,0,32
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,16
POA6253,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,3,7,0,0,0,0,0,7,3,0,0,0,0,0,5,5,0,0,3,3,0,10,4,0,0,0,0,0,7,0,0,0,0,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,4,4,8,0,61
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,6,0,0,0,0,3,0,3,7,3,0,0,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,12,8,5,9,0,47
POA6255,14,0,3,0,0,0,16,3,3,0,0,0,0,5,10,4,0,0,0,0,16,3,3,0,0,0,0,10,16,3,0,0,0,0,21,14,5,3,5,0,0,24,14,4,0,3,0,0,20,13,7,3,8,3,0,33,17,14,6,0,0,0,44,20,25,8,0,0,0,54,6,18,0,0,0,0,27,9,20,10,0,0,0,41,3,10,0,0,0,0,18,0,14,0,0,0,0,17,8,12,0,0,0,0,27,11,13,6,0,0,0,29,4,3,4,0,0,0,13,0,3,3,0,0,0,5,10,3,0,0,0,0,20,170,169,51,28,10,0,428
POA6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,8,0,0,0,36
POA6258,12,6,3,0,0,0,19,3,0,0,0,0,0,3,11,4,0,0,0,0,18,10,3,0,0,5,0,16,9,16,3,4,6,0,37,19,8,4,11,3,0,48,28,26,8,4,9,0,75,23,33,9,6,4,0,73,14,22,3,6,5,0,54,15,29,11,8,5,0,59,9,20,7,0,0,0,33,13,20,6,0,0,0,45,8,8,0,3,0,0,15,6,5,0,0,0,0,12,6,11,7,0,0,0,25,4,14,3,0,0,0,23,3,5,3,0,0,0,18,5,4,0,0,0,0,10,9,8,10,3,0,0,26,205,253,79,48,38,7,625
POA6260,3,0,3,0,0,0,10,0,0,0,0,0,0,0,3,4,0,0,0,0,4,3,3,0,0,0,0,7,0,0,0,0,0,0,4,5,7,0,0,0,0,11,5,9,0,0,0,0,19,3,10,0,0,0,0,14,3,7,0,0,0,0,9,3,3,0,0,0,0,7,0,3,0,0,0,0,7,4,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,47,55,10,7,8,0,121
POA6262,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,6,3,3,0,3,0,0,7,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,18,4,5,3,0,58
POA6271,7,0,3,0,0,0,13,3,0,0,0,0,0,8,3,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,12,10,6,3,4,3,0,22,17,15,4,6,0,0,38,20,15,0,8,5,0,47,14,25,3,10,4,3,52,7,19,4,7,0,0,37,13,31,4,0,3,0,46,22,24,6,3,0,0,55,11,13,3,0,0,0,26,5,12,3,0,0,0,20,16,11,0,0,0,0,26,11,7,3,0,0,0,23,4,0,0,0,0,0,12,0,0,0,0,0,0,4,5,9,0,0,0,0,13,162,190,44,41,22,4,459
POA6275,3,0,0,0,0,0,8,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,7,0,3,4,0,0,0,3,7,3,3,0,0,0,14,3,4,4,0,0,0,12,9,0,0,0,0,0,15,0,8,0,0,0,0,7,3,4,0,0,0,0,12,7,3,0,0,0,0,12,3,0,0,0,0,0,4,3,0,0,0,0,0,5,0,3,0,0,0,0,7,6,3,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,3,0,0,0,0,9,61,40,20,7,3,0,127
POA6280,59,21,18,4,10,0,103,13,10,11,0,0,0,39,20,15,8,3,0,0,44,27,10,6,4,6,0,54,43,23,13,9,16,0,101,51,36,18,11,7,0,129,47,65,35,11,18,0,176,74,74,39,15,15,0,218,57,94,26,18,10,0,213,77,150,33,28,18,0,308,65,125,29,20,8,0,236,114,202,54,14,16,0,396,56,106,31,5,6,0,205,32,60,12,3,3,0,115,65,139,36,3,10,0,253,72,107,50,5,10,3,244,22,35,11,5,0,0,73,14,22,5,0,0,0,44,38,41,18,4,0,0,104,943,1346,452,158,140,13,3051
POA6281,18,5,3,3,3,0,35,5,5,3,0,0,0,14,3,4,3,3,0,0,11,3,6,0,0,0,0,8,7,3,0,0,0,0,16,12,7,3,0,8,0,34,6,22,6,0,0,0,33,7,32,6,3,8,0,54,15,31,5,0,3,0,50,13,36,3,6,0,0,65,10,30,7,5,0,0,56,25,66,8,3,4,0,102,11,34,4,0,0,0,58,7,40,4,3,0,0,56,21,33,8,3,0,0,68,25,59,6,0,0,0,97,4,13,3,0,0,0,24,5,7,0,0,0,0,19,17,27,4,3,0,0,51,233,470,77,45,34,3,862
POA6282,0,3,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,4,4,0,0,0,0,11,0,4,0,0,0,0,10,4,4,3,0,0,0,11,3,4,0,0,0,0,6,4,0,0,0,0,0,3,3,7,0,0,0,0,15,3,0,0,0,0,0,6,0,0,3,0,0,0,9,6,4,0,0,0,0,9,12,16,3,0,0,0,35,7,3,0,0,0,0,6,4,7,0,0,0,0,13,0,7,0,0,0,0,7,52,76,21,3,3,0,158
POA6284,3,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,9,3,4,0,0,0,0,8,5,0,0,0,0,0,10,0,6,0,7,0,0,11,5,4,3,0,0,0,12,5,5,4,3,0,0,17,0,10,0,0,0,0,20,3,13,3,0,0,0,18,7,10,3,0,0,0,20,6,24,0,4,0,0,34,4,12,3,0,0,0,23,3,18,3,0,0,0,24,7,14,0,0,0,0,26,7,32,0,0,0,0,42,0,6,0,0,0,0,5,0,0,0,0,0,0,0,3,6,0,0,0,0,12,66,170,26,12,8,3,292
