POA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
POA6108,0,56,..,0,0,0,0,0,..,0,0,0,0,0,..,24,10,35,0,35,..,13,0,15,0,17,..,10,0,10,0,10,..,11,0,12,0,12,..,9,0,11,0,11,..,68,3,73,0,73,..,159,21,181,0,181,..,122,7,127,3,134,..,119,5,125,3,130,..,469,40,509,5,513,..,35,0,37,0,42,..,79,12,88,0,88,..,60,7,69,0,69,..,11,7,19,0,19,..,45,27,79,0,79,..,421,120,543,10,553,..,2659,665,3323,19,3347,..,35,6,43,425,467,7800,2697,670,3370,443,11614,15647,..,..,..,..,15647,..,79,3,79,0,79,..,301,80,382,0,382,..,18,0,18,0,18,..,379,109,490,0,493,..,835,393,1234,3,1234,..,93,46,142,0,142,..,1318,544,1858,3,1863,..,19,3,17,0,17,..,66,4,72,0,72,..,54,4,59,0,59,..,54,0,57,0,57
POA6109,0,16,..,4,0,3,0,3,..,0,0,0,0,0,..,21,10,35,0,35,..,14,0,12,0,12,..,0,0,0,0,0,..,10,0,15,0,11,..,6,0,12,0,12,..,96,8,99,0,99,..,56,17,71,0,71,..,166,7,177,3,179,..,43,4,50,0,50,..,361,39,397,6,402,..,14,3,15,0,15,..,69,31,94,0,102,..,16,4,22,0,22,..,3,0,8,0,8,..,13,14,27,0,27,..,456,167,621,3,624,..,1542,416,1956,24,1983,..,14,4,16,325,342,3515,1551,421,1974,348,5837,7189,..,..,..,..,7189,..,8,0,8,0,8,..,128,52,177,5,184,..,17,0,17,0,17,..,60,16,73,0,73,..,108,49,153,0,159,..,13,5,18,3,20,..,171,75,248,3,252,..,13,3,16,0,16,..,23,0,24,0,24,..,28,0,29,0,34,..,36,3,36,0,36
POA6110,0,61,..,0,0,0,0,0,..,3,0,3,0,3,..,52,22,75,0,75,..,29,0,29,0,29,..,17,0,22,0,22,..,17,5,16,0,16,..,12,3,11,0,11,..,157,5,164,3,167,..,214,32,247,0,247,..,238,9,248,0,249,..,177,12,190,4,192,..,790,58,852,9,856,..,60,4,66,0,67,..,189,41,231,3,236,..,70,15,84,0,84,..,16,0,16,0,16,..,50,15,63,0,63,..,1007,284,1287,28,1313,..,4263,864,5128,56,5187,..,51,15,70,1135,1205,14034,4320,881,5201,1193,20433,28083,..,..,..,..,28083,..,200,0,200,7,201,..,428,73,495,8,503,..,13,0,13,0,13,..,293,77,370,0,370,..,804,391,1193,6,1195,..,77,18,86,0,86,..,1168,482,1651,6,1659,..,19,0,23,0,23,..,106,6,110,0,110,..,144,11,158,0,161,..,73,0,74,3,79
POA6111,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,23,0,23,..,22,0,27,0,27,..,10,0,14,0,14,..,10,0,10,0,10,..,5,0,5,0,5,..,44,3,45,0,45,..,32,3,32,0,39,..,57,0,60,3,59,..,40,7,42,0,42,..,170,12,184,3,189,..,20,0,21,0,21,..,37,6,41,0,41,..,35,5,42,3,45,..,3,0,3,0,3,..,9,3,13,0,13,..,307,106,415,14,425,..,1163,210,1376,25,1400,..,32,4,39,705,745,9376,1199,214,1410,730,11511,18846,..,..,..,..,18846,..,87,0,90,0,90,..,43,4,48,0,48,..,11,0,11,0,11,..,25,9,32,0,36,..,90,41,129,4,131,..,10,4,11,0,11,..,119,53,168,4,170,..,9,0,6,0,6,..,98,0,97,3,102,..,51,6,51,0,51,..,82,0,85,0,85
POA6112,0,79,..,3,0,3,0,3,..,4,0,4,0,4,..,40,15,55,0,55,..,22,4,27,0,32,..,35,3,42,0,42,..,38,8,39,0,40,..,25,4,31,0,31,..,193,4,203,3,205,..,197,22,216,0,213,..,273,16,288,0,284,..,174,10,188,0,188,..,838,53,889,4,890,..,101,15,121,0,121,..,265,47,313,3,324,..,88,16,104,0,103,..,9,0,13,0,13,..,46,10,61,0,61,..,1229,264,1491,25,1520,..,5367,847,6214,64,6277,..,75,19,89,1542,1640,20585,5445,864,6305,1612,28504,40929,..,..,..,..,40929,..,418,9,433,6,438,..,243,34,278,4,283,..,40,0,43,3,50,..,290,46,339,0,341,..,932,291,1226,3,1225,..,59,14,73,0,72,..,1281,348,1637,8,1645,..,39,12,45,0,46,..,245,3,249,3,250,..,165,9,173,0,174,..,137,4,143,0,146
POA6121,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,6,6,0,6,..,24,0,20,0,20,..,77,7,86,0,85,..,3,0,3,51,52,1307,82,7,89,49,1450,2670,..,..,..,..,2670,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,10,3,15,0,15,..,0,0,0,0,0,..,6,4,15,0,15,..,3,0,3,4,3,..,8,0,8,0,8,..,6,0,6,0,6,..,7,0,10,0,10
POA6122,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,7,0,7,..,11,0,11,0,11,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,3,0,3,..,21,0,21,0,21,..,10,0,10,0,10,..,30,3,33,0,33,..,21,0,21,0,21,..,85,3,88,0,88,..,9,0,11,0,11,..,19,0,20,0,20,..,12,3,19,0,17,..,0,0,0,0,0,..,8,0,8,0,5,..,273,47,323,7,331,..,908,115,1022,16,1031,..,16,0,20,418,438,7294,927,117,1040,429,8770,14424,..,..,..,..,14424,..,153,3,160,0,161,..,32,0,32,0,32,..,0,0,0,0,0,..,25,0,26,0,28,..,62,18,83,0,83,..,7,0,4,0,4,..,94,25,118,0,120,..,6,0,6,0,11,..,57,0,57,0,57,..,55,7,63,0,61,..,26,0,26,0,26
POA6123,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,16,0,16,..,35,3,41,0,41,..,3,0,3,48,50,660,41,3,43,48,754,1350,..,..,..,..,1350,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,9,0,9,0,9
POA6124,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,30,3,36,0,37,..,0,0,3,54,54,514,33,3,41,55,606,1025,..,..,..,..,1025,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3
POA6125,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,48,3,51,0,53,..,6,0,6,115,118,1363,49,3,51,115,1532,2776,..,..,..,..,2776,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,8,0,8,0,8
POA6126,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,6,..,0,0,0,18,17,105,7,0,7,17,137,244,..,..,..,..,244,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
POA6147,0,84,..,3,0,3,0,3,..,0,0,0,0,0,..,37,5,46,0,46,..,12,0,12,0,12,..,13,0,13,0,13,..,9,0,9,0,9,..,8,3,10,0,10,..,53,0,53,0,53,..,129,19,145,0,146,..,112,3,114,0,114,..,56,12,62,3,64,..,340,36,372,5,374,..,26,0,24,0,24,..,69,16,85,3,86,..,29,7,41,0,37,..,23,3,26,0,26,..,27,21,48,0,48,..,351,108,455,10,466,..,2237,664,2894,26,2920,..,10,3,13,280,294,4219,2243,671,2910,305,7435,8507,..,..,..,..,8507,..,28,0,28,0,28,..,169,50,218,0,218,..,0,0,0,0,0,..,477,171,650,5,651,..,968,398,1369,3,1379,..,136,82,222,4,220,..,1585,657,2239,9,2249,..,4,0,10,0,10,..,19,0,19,0,21,..,56,0,59,0,59,..,33,3,36,0,36
POA6148,0,125,..,0,0,0,0,0,..,0,0,0,0,0,..,38,10,48,0,48,..,23,0,21,0,21,..,18,0,19,0,19,..,0,0,0,0,0,..,0,0,4,0,4,..,41,0,39,0,39,..,91,7,98,0,104,..,31,3,36,0,36,..,49,3,56,0,56,..,221,14,229,0,231,..,27,0,28,0,28,..,86,8,93,0,93,..,27,5,32,0,32,..,16,4,18,0,18,..,33,10,45,0,45,..,328,37,359,3,363,..,2390,403,2793,16,2801,..,29,10,42,334,381,5996,2425,409,2832,348,9185,11754,..,..,..,..,11754,..,45,0,45,0,45,..,113,18,131,0,126,..,0,0,0,0,0,..,396,85,477,0,477,..,1079,242,1327,10,1334,..,85,20,104,0,105,..,1568,340,1910,9,1915,..,9,0,12,0,12,..,47,0,49,0,47,..,66,7,74,0,74,..,60,6,66,0,66
POA6149,0,91,..,5,0,5,0,5,..,0,0,0,0,0,..,35,0,35,0,35,..,12,0,12,0,16,..,19,4,18,0,18,..,0,0,0,0,0,..,4,0,4,0,4,..,18,0,18,0,18,..,87,10,95,0,93,..,20,0,20,0,20,..,18,0,18,0,18,..,139,10,146,0,151,..,50,0,55,0,55,..,75,3,76,0,76,..,22,0,21,0,21,..,3,0,4,0,4,..,20,9,27,0,27,..,170,28,197,8,200,..,1958,300,2260,16,2276,..,11,0,12,241,256,6858,1972,296,2271,257,9385,13615,..,..,..,..,13615,..,107,3,111,0,110,..,69,4,73,0,73,..,0,0,0,0,0,..,518,86,600,0,600,..,1104,224,1330,13,1338,..,116,21,134,0,134,..,1735,329,2062,13,2074,..,10,0,9,0,9,..,37,0,37,0,37,..,61,0,61,0,61,..,75,0,77,0,77
POA6150,0,44,..,3,0,3,0,3,..,0,0,0,0,0,..,34,0,36,0,36,..,14,0,14,0,14,..,6,0,6,0,6,..,4,0,4,0,4,..,5,0,10,0,10,..,22,0,25,0,25,..,224,22,239,3,240,..,17,0,17,0,17,..,34,0,34,0,34,..,291,24,313,3,316,..,27,4,32,0,32,..,51,0,51,0,51,..,20,0,15,0,15,..,0,0,0,0,0,..,41,6,50,0,52,..,157,19,177,3,176,..,1962,266,2222,13,2236,..,11,3,10,367,378,4093,1970,262,2232,381,6707,8222,..,..,..,..,8222,..,40,0,40,0,47,..,56,5,55,0,55,..,0,0,0,0,0,..,530,94,626,3,627,..,982,190,1167,12,1177,..,156,18,169,0,169,..,1667,300,1963,14,1977,..,21,4,25,0,25,..,28,0,28,0,28,..,63,4,67,0,67,..,32,0,32,0,32
POA6151,0,45,..,7,0,7,0,7,..,0,0,0,0,0,..,70,7,79,0,79,..,19,3,27,0,25,..,28,0,29,0,29,..,0,0,0,0,0,..,13,0,16,0,16,..,12,0,18,0,18,..,64,0,64,0,64,..,21,0,20,0,20,..,25,0,25,0,25,..,118,0,120,0,120,..,61,11,72,0,72,..,16,0,16,0,16,..,20,5,27,0,26,..,5,3,12,0,12,..,67,18,84,0,84,..,177,23,201,3,204,..,1392,202,1591,22,1612,..,17,0,22,572,592,6064,1410,200,1607,593,8268,12259,..,..,..,..,12259,..,46,0,46,0,46,..,88,19,106,0,106,..,11,0,11,0,11,..,162,35,203,0,202,..,336,90,427,5,426,..,44,4,49,0,49,..,541,134,672,9,678,..,21,0,28,0,28,..,20,3,26,0,26,..,101,6,108,0,108,..,63,0,63,3,66
POA6152,0,100,..,8,0,6,0,6,..,3,0,3,0,3,..,117,15,135,0,139,..,59,7,63,0,63,..,18,3,20,0,20,..,0,0,0,0,0,..,11,0,10,0,10,..,30,3,34,0,34,..,204,14,223,3,222,..,46,0,46,0,47,..,46,0,50,3,51,..,326,20,343,7,351,..,83,5,84,0,84,..,30,3,30,0,31,..,72,8,82,0,82,..,16,8,28,0,29,..,56,12,62,0,64,..,385,70,455,7,462,..,2821,390,3211,38,3247,..,42,6,42,796,841,9113,2860,393,3252,826,13197,17694,..,..,..,..,17694,..,93,3,94,0,94,..,207,33,243,0,240,..,36,0,36,0,34,..,413,57,465,3,471,..,972,193,1168,6,1170,..,138,24,161,0,161,..,1530,265,1794,7,1806,..,35,3,34,0,38,..,42,0,37,0,37,..,162,3,166,0,166,..,91,5,95,3,96
POA6153,3,88,..,7,0,7,0,7,..,0,0,0,0,0,..,123,17,145,0,145,..,28,0,32,0,32,..,28,6,33,0,33,..,0,0,0,0,0,..,22,0,19,0,19,..,5,0,5,0,5,..,149,18,164,0,167,..,31,0,31,0,31,..,31,0,34,0,34,..,216,16,233,0,232,..,53,3,53,0,53,..,25,0,30,0,30,..,29,9,36,0,36,..,4,0,4,0,4,..,32,0,32,0,32,..,203,17,224,4,229,..,2025,250,2279,12,2291,..,21,0,21,449,468,7526,2043,250,2293,467,10288,14658,..,..,..,..,14658,..,58,0,58,0,58,..,110,6,115,0,115,..,0,0,0,0,0,..,347,54,394,0,398,..,700,156,854,3,859,..,79,8,91,0,91,..,1127,216,1340,7,1348,..,33,0,32,0,32,..,45,0,45,0,48,..,105,0,105,3,102,..,83,4,92,0,93
POA6154,0,44,..,3,0,3,0,3,..,0,0,0,0,0,..,33,3,33,0,33,..,7,0,7,0,7,..,7,0,13,0,13,..,0,0,0,0,0,..,13,0,13,0,13,..,9,0,9,0,9,..,69,9,83,0,83,..,24,3,23,0,23,..,17,0,17,0,17,..,117,11,126,0,126,..,35,3,40,0,40,..,9,0,9,0,9,..,17,0,17,0,17,..,3,0,4,0,4,..,14,3,15,0,15,..,71,10,83,0,85,..,830,118,947,9,950,..,11,0,14,254,266,3994,841,115,961,261,5213,7764,..,..,..,..,7764,..,23,0,23,0,26,..,25,0,26,0,26,..,0,0,0,0,0,..,160,26,193,0,191,..,261,62,320,0,320,..,41,0,37,0,37,..,462,95,554,3,555,..,26,3,32,0,32,..,25,0,25,0,25,..,62,0,66,0,66,..,47,0,49,0,54
POA6155,0,300,..,3,0,6,0,6,..,4,0,4,0,4,..,99,9,109,0,109,..,39,3,46,0,46,..,56,7,62,0,62,..,15,0,15,0,15,..,20,3,22,0,22,..,64,3,70,0,70,..,323,42,364,8,372,..,103,0,104,0,108,..,184,6,193,0,193,..,681,54,728,11,740,..,124,17,141,0,141,..,394,37,426,0,429,..,85,8,90,0,90,..,21,0,19,0,19,..,80,27,110,0,110,..,1099,139,1231,14,1246,..,8237,1645,9887,57,9941,..,62,7,71,700,777,14761,8306,1653,9956,759,25470,29567,..,..,..,..,29567,..,353,0,359,0,354,..,556,68,627,4,630,..,13,0,10,0,10,..,1441,350,1789,12,1799,..,4165,1502,5674,23,5697,..,399,74,468,7,474,..,6002,1924,7927,42,7969,..,28,0,26,0,26,..,69,4,72,0,77,..,153,6,156,0,156,..,85,0,85,0,85
POA6156,0,8,..,6,0,4,0,4,..,0,0,0,0,0,..,17,6,23,0,23,..,21,3,22,0,22,..,11,0,16,0,16,..,0,0,0,0,0,..,17,0,13,0,13,..,14,0,14,0,21,..,43,10,51,0,55,..,23,3,28,0,28,..,3,0,3,0,3,..,84,8,97,0,101,..,49,4,54,0,54,..,5,0,5,0,5,..,18,10,27,0,27,..,0,0,0,0,0,..,5,3,10,0,10,..,140,11,147,3,151,..,902,112,1016,21,1032,..,20,0,19,432,454,7437,920,113,1037,451,8930,14133,..,..,..,..,14133,..,33,0,33,0,33,..,42,5,43,0,47,..,4,0,4,0,7,..,69,14,78,3,78,..,155,52,202,0,206,..,13,4,16,0,16,..,237,65,304,5,306,..,63,3,68,0,68,..,38,3,40,0,40,..,65,4,69,0,72,..,66,0,70,0,73
POA6157,0,10,..,0,0,5,0,5,..,0,0,0,0,0,..,15,0,16,0,16,..,12,3,17,0,17,..,16,0,16,0,16,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,12,..,19,0,18,0,18,..,24,0,24,0,21,..,0,0,3,0,3,..,49,3,56,0,52,..,36,7,43,0,49,..,6,0,6,0,6,..,17,4,17,0,17,..,0,0,0,0,0,..,9,4,10,0,11,..,93,19,111,3,115,..,658,75,735,7,745,..,14,3,14,398,411,6002,673,78,753,403,7153,11403,..,..,..,..,11403,..,35,0,35,0,35,..,25,0,25,0,25,..,0,0,0,0,0,..,28,3,29,0,29,..,56,11,65,0,65,..,3,0,3,0,3,..,87,9,99,0,99,..,28,4,34,0,34,..,39,0,39,0,42,..,76,4,84,0,84,..,100,3,99,0,99
POA6158,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,15,0,15,0,15,..,17,0,17,0,17,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,7,0,7,..,48,5,59,0,59,..,308,27,335,0,336,..,4,0,4,237,247,3251,313,27,346,244,3834,6283,..,..,..,..,6283,..,7,0,7,0,7,..,6,0,11,0,11,..,3,0,3,0,3,..,12,0,12,0,12,..,16,0,16,0,16,..,0,0,0,0,0,..,25,0,25,0,25,..,20,0,19,0,19,..,22,0,22,0,22,..,43,3,49,0,49,..,43,0,43,0,47
POA6159,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,18,3,21,0,21,..,114,14,128,0,133,..,4,0,4,187,192,1396,117,14,133,184,1715,2727,..,..,..,..,2727,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,10,0,10,..,0,0,0,0,0,..,11,0,13,0,13,..,10,0,6,0,8,..,14,0,14,0,14,..,22,0,22,0,22,..,16,0,17,0,17
POA6160,0,3,..,3,3,5,0,5,..,0,0,0,0,0,..,3,0,6,0,6,..,20,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,6,0,6,..,15,0,15,0,15,..,3,3,4,0,4,..,11,0,11,0,11,..,10,0,13,0,13,..,40,6,38,0,38,..,30,4,37,0,37,..,5,0,5,0,5,..,9,0,11,0,11,..,3,0,3,0,3,..,3,0,8,0,8,..,69,15,79,0,81,..,506,107,613,0,615,..,10,0,12,444,450,3124,514,105,621,446,4190,6168,..,..,..,..,6168,..,3,0,3,0,3,..,10,4,11,0,11,..,0,0,0,0,0,..,21,3,21,0,21,..,28,16,49,0,49,..,8,3,9,0,9,..,53,24,81,0,81,..,41,3,41,0,43,..,28,0,28,0,28,..,87,5,96,0,96,..,54,5,62,0,62
