region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6431,4,3,0,0,0,0,7,0,3,0,0,3,0,0,0,6,0,9,4,0,5,0,0,0,18,0,3,0,0,4,0,0,0,7,0,3,0,0,0,3,0,0,6,6,6,3,6,0,3,0,0,24,3,0,0,0,0,0,0,0,3,9,9,3,6,0,6,0,0,33,0,0,0,0,3,0,0,0,3,11,12,8,9,6,3,0,0,49,20,36,19,18,21,9,0,0,123
POA6432,6,6,0,6,0,0,33,0,16,0,8,0,0,0,0,24,25,78,69,45,29,8,0,0,254,13,62,53,50,23,10,0,0,211,10,25,18,17,8,0,0,0,78,175,345,264,221,143,51,13,4,1216,35,23,12,12,4,0,0,0,86,220,393,294,250,155,51,13,4,1380,5,16,14,22,16,4,3,0,80,221,236,198,207,147,70,24,10,1113,490,810,634,588,370,149,40,14,3095
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,6,0,0,6,3,0,0,15
POA6436,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,4,0,3,0,0,7,0,0,3,0,0,0,0,0,3,0,6,0,4,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,3,4,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,4,7,6,0,0,0,23,0,12,7,18,17,3,0,0,57
POA6437,3,0,0,0,0,0,11,0,3,0,0,3,0,0,0,6,17,30,30,13,3,0,0,0,93,5,21,18,20,6,0,0,0,70,4,3,3,3,0,0,0,0,13,27,93,68,56,18,3,0,3,268,3,9,0,0,0,3,0,0,15,34,105,71,59,18,6,0,3,296,0,5,5,0,3,0,0,0,13,30,61,44,41,10,10,0,0,196,89,230,171,133,43,16,0,3,685
POA6438,4,5,0,0,0,0,9,0,5,0,0,0,0,0,0,5,13,28,10,8,3,3,0,0,65,5,8,10,7,3,0,3,0,36,0,3,0,6,0,0,0,0,9,13,36,19,42,24,3,0,0,137,4,0,3,0,3,0,0,0,10,17,39,22,48,27,3,0,0,156,0,6,0,0,3,0,0,0,9,90,133,76,60,25,6,6,0,396,125,219,122,128,61,12,9,0,676
POA6440,4,0,3,0,0,0,13,0,3,0,0,0,0,0,0,3,7,25,15,14,6,3,0,0,70,3,6,13,7,8,3,0,0,40,0,5,0,5,0,0,0,0,10,25,58,63,53,24,10,0,0,233,8,3,0,0,6,0,0,0,17,33,66,63,58,30,10,0,0,260,0,6,3,6,3,3,0,0,21,24,22,32,29,18,6,3,0,134,67,134,130,114,68,25,3,0,541
POA6442,7,3,3,0,0,0,16,0,3,6,0,0,0,0,0,9,11,30,23,15,0,3,0,0,82,4,19,24,16,8,0,0,0,71,0,0,7,0,3,3,0,0,13,56,111,122,74,42,9,3,0,417,14,7,7,0,0,0,0,0,28,70,118,136,74,45,12,3,0,458,4,0,6,7,3,3,0,0,23,64,52,45,35,38,16,0,0,250,153,225,247,150,97,34,3,0,909
POA6443,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,12,6,13,15,8,5,3,0,0,50,6,20,7,15,0,0,0,0,48,3,0,0,3,0,0,0,0,6,15,32,29,25,18,21,3,0,143,0,0,3,0,3,0,0,0,6,18,32,32,28,21,21,3,0,155,0,0,4,3,3,3,0,0,13,25,43,32,25,29,22,7,3,186,55,108,96,82,61,49,10,3,464
POA6445,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,6,3,0,0,3,0,0,12,0,3,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,4,4,0,6,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,4,0,6,7,0,3,0,0,20,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,15,13,0,6,0,0,47
POA6447,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,6,10,4,3,0,0,0,27,3,3,6,6,0,3,3,0,24,0,0,0,0,3,0,0,0,3,6,14,8,9,0,0,0,3,40,0,3,3,0,0,0,0,0,6,6,17,11,9,3,0,0,3,49,0,0,3,0,0,3,3,0,9,12,0,14,10,3,0,0,0,39,25,29,44,29,9,6,6,3,151
POA6448,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,5,5,6,0,0,3,0,19,0,0,4,0,5,3,0,0,12,0,4,0,0,0,0,0,0,4,6,11,15,16,13,0,0,0,61,3,0,0,0,0,0,0,0,3,9,15,15,16,13,0,0,0,68,0,0,0,0,5,0,0,0,5,15,4,3,3,3,4,4,0,36,24,24,32,30,26,7,7,0,150
POA6450,15,20,16,3,0,0,66,0,25,28,26,17,8,0,0,104,30,177,203,127,93,45,10,3,688,22,75,141,156,96,70,26,6,592,20,21,40,28,29,9,13,0,160,210,344,381,362,223,113,45,10,1688,66,28,33,28,20,10,3,0,188,296,393,454,418,272,132,61,10,2036,8,19,29,36,41,38,15,7,193,155,118,137,163,132,164,144,71,1084,511,819,1007,946,667,460,256,97,4763
POA6460,0,5,4,0,0,0,9,0,3,3,3,0,0,0,0,9,3,19,12,7,3,0,0,0,44,0,3,15,6,12,3,0,3,42,0,7,3,3,0,0,0,0,13,6,26,18,25,30,10,6,0,121,7,3,0,0,0,0,0,0,10,13,36,21,28,30,10,6,0,144,0,0,0,0,0,5,0,0,5,4,3,8,8,10,8,10,3,54,20,64,59,57,59,26,16,6,307
POA6461,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,6,3,0,3,0,3,0,18,0,0,3,3,4,0,0,0,10,0,0,3,3,3,0,0,0,9,6,12,3,3,9,4,6,3,46,0,0,0,3,3,0,0,0,6,6,12,6,9,15,4,6,3,61,0,3,0,3,0,3,0,0,9,0,6,0,3,3,7,0,0,19,9,27,15,18,28,14,9,3,123
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,16,0,0,5,0,5,3,0,0,13,0,0,0,0,0,3,0,0,3,3,10,8,7,3,3,0,0,34,0,0,0,0,3,0,0,0,3,3,10,8,7,6,6,0,0,40,0,0,0,0,3,0,3,0,6,0,0,0,5,6,0,0,0,11,3,21,18,12,20,9,3,0,86
POA6468,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,3,0,0,0,0,11,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,4,4,0,0,0,19,0,0,3,0,0,0,0,0,3,0,7,7,4,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,15,14,11,4,0,0,3,47
POA6472,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,7,0,0,3,0,0,21,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,13,0,15,24,10,10,3,0,0,62
POA6475,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,6,0,3,0,3,0,15,0,3,6,3,0,0,6,0,18,0,3,3,0,0,0,0,0,6,6,9,6,9,9,3,3,0,45,0,0,0,0,0,0,0,0,0,6,12,9,9,9,3,3,0,51,0,0,0,0,6,0,0,0,6,3,0,3,3,0,6,0,0,15,9,18,27,15,18,9,12,0,108
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,3,0,0,0,16,0,3,5,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,7,7,5,6,3,0,0,34,6,0,0,0,0,0,0,0,6,12,7,7,5,6,3,0,0,40,0,0,0,0,3,0,0,0,3,0,0,0,3,6,3,0,3,15,15,17,15,16,18,6,0,3,90
POA6479,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,4,4,6,4,0,0,0,0,18,0,0,0,11,3,0,0,0,14,0,0,0,0,0,0,0,0,0,14,13,12,15,5,0,4,0,63,3,4,0,0,0,0,0,0,7,17,17,12,15,5,0,4,0,70,0,0,3,0,3,4,0,0,10,0,3,6,3,8,7,5,0,32,21,27,27,36,19,11,9,0,150
POA6484,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,17,3,4,6,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,19,33,17,14,11,3,0,0,97,3,3,3,3,0,0,0,0,12,22,36,20,17,11,3,0,0,109,0,3,0,3,0,0,0,0,6,14,22,24,20,7,0,0,0,87,39,75,53,47,22,3,0,0,239
POA6485,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,14,7,3,0,0,0,0,30,0,0,3,3,3,0,3,0,12,0,0,0,3,3,0,3,0,9,7,8,10,16,4,9,0,0,54,0,0,0,0,0,0,0,0,0,7,8,10,19,7,9,3,0,63,0,0,3,0,3,3,6,0,15,4,0,6,6,6,15,6,8,51,17,22,32,31,19,27,18,8,174
POA6488,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,18,0,3,3,3,3,3,0,0,15,0,0,3,3,0,0,0,0,6,3,7,6,5,6,5,0,4,36,0,0,0,3,0,0,0,0,3,3,7,9,11,6,5,0,4,45,0,0,0,0,0,3,0,0,3,0,3,6,5,0,10,3,0,27,3,16,27,22,15,21,3,4,111
POA6490,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,13,0,0,0,6,5,0,0,0,11,0,0,0,3,0,0,0,0,3,0,3,8,9,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,8,12,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,5,0,15,4,12,15,21,12,0,8,0,72
POA6501,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,8,13,6,7,3,0,0,37,0,7,19,8,13,6,0,0,53,0,0,0,4,8,0,0,0,12,12,15,44,44,25,18,3,0,161,6,0,3,3,3,0,0,0,15,18,15,47,51,36,18,3,0,188,0,3,4,4,3,0,0,0,14,15,3,14,10,5,3,5,0,55,33,42,97,79,64,30,8,0,353
POA6502,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,6,7,6,21,10,3,0,53,5,3,8,14,17,11,4,0,62,0,3,4,0,0,4,0,0,11,12,10,20,39,31,21,4,0,137,0,6,3,3,0,0,0,0,12,12,19,27,42,31,25,4,0,160,0,0,4,0,5,8,3,3,23,14,6,13,16,12,13,8,3,85,31,34,63,82,86,67,22,6,391
POA6503,3,6,6,0,0,0,15,0,0,3,6,3,0,0,0,12,0,34,26,18,15,14,3,0,110,8,11,28,24,20,10,0,0,101,0,0,3,6,11,3,3,0,26,24,46,53,48,36,33,6,0,246,4,3,4,3,5,0,0,0,19,28,49,60,57,52,36,9,0,291,0,3,6,3,4,8,6,0,30,27,13,32,23,26,16,11,5,153,63,110,158,137,126,84,29,5,712
POA6505,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,15,0,0,0,9,7,6,0,0,22,0,0,0,0,0,0,0,0,0,3,12,0,7,4,7,0,0,33,3,0,0,0,0,0,0,0,3,6,12,0,7,4,7,0,0,36,0,0,0,0,0,3,0,0,3,3,0,8,14,0,3,4,0,32,9,12,14,36,15,22,4,0,112
POA6507,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,15,8,6,5,6,0,0,43,0,8,7,9,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,12,15,10,5,6,0,0,48,0,0,0,0,0,3,0,0,3,0,12,15,10,5,9,0,0,51,0,3,0,3,3,3,3,0,15,3,3,3,3,0,0,0,3,15,6,41,33,31,22,22,3,3,161
POA6509,0,0,3,0,3,0,6,0,0,3,3,0,0,0,0,6,0,7,13,9,3,4,0,0,36,4,0,6,6,3,0,0,0,19,0,0,0,0,3,0,0,0,3,0,15,9,10,3,0,4,0,41,0,3,3,0,0,0,0,0,6,0,18,12,10,6,0,4,0,50,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,14,4,35,34,28,19,4,7,0,131
POA6510,7,3,5,0,0,0,18,0,4,6,4,0,0,0,0,14,8,49,22,15,20,4,3,0,121,3,10,10,21,20,5,0,0,69,7,6,7,3,4,0,3,0,30,39,46,56,44,40,14,9,3,251,8,8,3,3,7,0,0,0,29,54,60,66,50,51,14,12,3,310,0,3,4,5,3,6,0,0,21,28,15,19,29,29,13,12,9,154,93,144,134,127,128,42,27,12,707
POA6511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,10,0,0,0,23,3,0,6,3,0,6,3,0,21,0,3,3,0,0,0,0,0,6,4,8,10,12,13,7,6,3,63,0,0,6,0,0,0,0,0,6,4,11,19,12,13,7,6,3,75,0,3,3,5,4,4,0,0,19,5,3,3,6,6,10,7,0,40,12,26,35,26,33,27,16,3,178
POA6513,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,5,4,0,3,0,0,0,12,0,3,0,0,6,3,0,0,12,0,0,6,0,0,0,0,0,6,0,5,3,0,3,0,0,0,11,0,0,3,0,0,0,0,0,3,0,5,12,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,0,13,22,3,15,3,3,0,59
POA6514,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,16,0,3,5,3,8,3,3,0,25,0,0,0,3,3,3,0,0,9,10,8,15,24,18,12,3,0,90,0,0,0,0,3,3,0,0,6,10,8,15,27,24,18,3,0,105,0,5,5,0,3,0,0,0,13,4,0,5,16,16,16,10,0,67,14,16,33,46,58,46,16,0,229
POA6515,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,6,10,6,3,7,0,0,38,0,7,9,5,5,3,3,0,32,0,0,3,3,0,3,0,0,9,6,11,9,9,4,0,0,0,39,0,0,0,0,0,0,0,0,0,6,11,12,12,4,3,0,0,48,0,3,0,3,0,0,0,0,6,0,3,0,9,3,0,0,0,15,12,30,31,35,18,13,3,0,142
POA6516,0,4,0,0,0,0,4,0,6,4,0,3,0,0,0,13,0,17,19,10,6,6,3,0,61,0,13,16,20,13,10,0,0,72,4,3,8,3,4,3,0,0,25,18,40,45,36,49,38,12,0,238,7,10,3,0,3,0,0,0,23,29,53,56,39,56,41,12,0,286,3,3,4,3,5,8,3,0,29,17,13,18,23,35,15,19,8,148,49,105,117,99,118,80,37,8,613
POA6517,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,5,6,3,6,0,0,0,0,20,0,6,3,3,3,3,0,0,18,0,0,0,3,6,0,0,0,9,9,12,6,9,17,3,0,0,56,3,3,3,3,0,0,0,0,12,12,15,9,15,23,3,0,0,77,0,0,0,3,3,0,0,0,6,0,9,6,8,6,8,4,3,44,17,36,21,35,38,17,4,3,171
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,0,0,6,0,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,3,0,0,5,6,0,0,17,6,7,0,9,5,10,0,0,37
POA6519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,7,4,0,0,0,34,0,5,11,13,10,0,0,0,39,0,0,0,6,3,0,0,0,9,6,15,23,14,14,4,7,0,83,3,3,0,0,0,0,3,0,9,9,18,23,20,17,4,10,0,101,0,0,0,0,0,5,0,0,5,9,7,0,12,12,3,3,6,52,18,43,44,52,43,12,13,6,231
POA6521,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,7,6,3,0,0,25,0,0,3,10,6,0,3,0,22,0,0,0,0,3,3,0,0,6,3,9,15,12,3,0,0,0,42,3,0,0,0,0,0,0,0,3,6,9,15,12,6,3,0,0,51,0,0,3,0,3,3,3,0,12,0,0,0,0,0,7,0,0,7,6,9,30,32,21,16,6,0,120
POA6522,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,12,4,0,0,0,0,27,0,3,6,3,6,3,0,0,21,0,0,0,3,0,6,0,0,9,3,11,8,14,11,0,0,0,47,3,0,3,0,0,0,0,0,6,6,11,11,17,11,6,0,0,62,0,0,0,0,6,0,0,0,6,5,3,3,0,7,9,7,0,34,14,25,35,24,30,18,7,0,153
POA6525,3,4,0,3,0,0,13,0,6,5,6,7,6,0,0,30,4,38,58,32,21,11,7,0,171,4,21,35,49,43,22,6,3,183,4,0,11,9,7,5,0,0,36,35,80,119,108,116,67,19,0,544,6,7,9,11,6,4,3,0,46,45,87,139,128,129,76,22,0,626,5,4,4,11,16,16,3,0,59,18,23,34,40,37,49,50,15,266,79,179,278,270,253,183,88,18,1348
POA6528,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,4,7,0,0,3,0,22,0,0,3,3,3,0,0,0,9,0,0,3,0,3,0,0,0,6,3,7,3,12,3,0,0,0,28,0,0,0,0,0,0,0,0,0,3,7,6,12,6,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,6,6,8,3,3,0,29,10,11,23,28,17,3,6,0,98
POA6530,74,79,44,8,4,0,261,7,57,77,61,45,14,3,0,264,115,445,521,336,228,98,28,11,1782,109,237,370,380,291,119,37,14,1557,49,58,86,78,55,25,14,3,368,656,936,1001,926,657,313,125,30,4644,173,110,77,73,29,8,3,0,473,878,1104,1164,1077,741,346,142,33,5485,35,47,89,103,97,58,43,10,482,429,306,326,364,315,292,257,101,2390,1576,2245,2621,2400,1761,935,514,169,12221
POA6532,8,6,3,3,0,0,23,0,4,14,13,5,3,0,0,39,13,74,103,60,31,16,5,0,302,17,41,59,77,75,24,7,0,300,6,16,15,17,20,8,3,0,85,73,186,201,184,134,49,13,0,840,18,12,21,9,12,0,0,0,72,97,214,237,210,166,57,16,0,997,6,8,11,19,18,6,6,3,77,127,153,114,84,72,46,36,7,639,260,497,546,469,370,155,70,10,2377
POA6535,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,6,3,13,19,8,15,6,4,3,71,3,4,8,24,13,10,7,0,69,0,3,0,0,3,0,0,0,6,11,23,35,41,37,32,8,0,187,7,3,6,6,0,0,0,0,22,18,29,41,47,40,32,8,0,215,0,0,0,0,10,9,0,0,19,10,9,18,20,18,25,15,12,127,34,55,86,105,96,85,34,15,510
POA6536,3,3,3,0,0,0,9,0,0,3,3,3,0,0,0,9,0,14,26,15,11,8,3,0,77,4,7,23,19,20,12,4,0,89,0,3,9,3,3,3,0,0,21,11,24,57,58,56,32,9,0,247,6,6,3,3,6,3,0,0,27,17,33,69,64,65,38,9,0,295,3,3,6,7,9,6,3,0,37,19,7,17,28,24,17,21,0,133,43,64,147,139,135,81,40,0,649
POA6537,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,6,3,10,12,4,12,0,0,0,41,0,4,8,5,9,5,0,0,31,3,0,3,4,3,0,0,0,13,6,21,18,21,25,21,5,0,117,6,3,3,0,0,0,0,0,12,15,24,24,25,28,21,5,0,142,0,3,5,0,0,3,4,0,15,3,9,3,3,11,6,7,0,42,21,50,56,43,60,35,16,0,281
POA6556,5,0,4,0,3,0,19,0,0,9,7,4,0,0,0,20,7,17,25,41,29,6,3,0,128,6,9,20,35,17,14,9,0,110,3,4,0,12,9,3,3,3,37,33,56,75,82,53,25,3,3,330,9,0,7,3,0,0,0,0,19,45,60,82,97,62,28,6,6,386,0,3,4,10,6,9,0,0,32,22,8,16,29,21,10,7,0,113,83,101,161,219,143,67,28,6,808
POA6558,3,0,3,6,0,0,12,0,0,0,0,0,0,0,0,0,3,6,5,10,10,6,3,0,43,0,6,16,22,12,6,3,0,65,3,6,3,3,3,0,3,0,21,3,10,35,36,19,15,4,0,122,3,0,0,0,6,0,0,0,9,9,16,38,39,28,15,7,0,152,0,0,0,0,3,0,3,0,6,279,543,375,143,70,27,3,0,1440,291,571,437,214,126,60,19,0,1718
POA6560,0,3,0,0,0,0,3,0,0,3,6,0,0,0,0,9,0,9,11,7,7,3,0,0,37,4,0,11,8,11,5,0,0,39,0,0,7,0,3,0,0,0,10,19,23,48,52,23,23,4,0,192,3,5,0,4,3,0,0,0,15,22,28,55,56,29,23,4,0,217,0,0,0,7,3,0,3,3,16,26,17,26,14,20,20,11,0,134,52,54,106,101,70,51,18,3,455
POA6562,0,3,0,0,0,0,3,0,0,3,0,6,0,0,0,9,3,5,8,0,14,9,3,0,42,3,9,19,14,22,3,3,0,73,0,4,0,3,5,3,0,0,15,11,31,35,39,46,23,3,0,188,0,0,5,0,0,0,0,0,5,11,35,40,42,51,26,3,0,208,0,0,3,6,3,8,0,0,20,7,5,12,11,14,14,11,0,74,24,54,85,76,110,60,20,0,429
POA6564,0,0,3,5,0,0,8,0,0,3,0,0,4,0,0,7,0,0,7,3,6,0,0,0,16,0,3,4,7,4,0,0,0,18,0,0,3,3,3,0,0,0,9,6,8,4,17,16,0,3,0,54,0,0,0,0,0,0,0,0,0,6,8,7,20,19,0,3,0,63,0,0,0,0,0,0,3,0,3,3,3,0,3,4,5,3,0,21,9,14,21,33,36,14,9,0,136
POA6566,3,10,10,11,3,0,40,0,3,8,7,11,0,0,0,29,4,28,33,40,40,27,4,0,176,4,14,22,43,61,33,12,0,189,0,6,10,8,15,5,0,0,44,40,44,55,125,122,53,9,4,452,9,3,5,8,10,0,0,0,35,49,53,70,141,147,58,9,4,531,3,6,0,18,19,12,5,3,66,27,16,34,69,54,38,24,6,268,87,123,170,328,342,179,57,13,1299
POA6567,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,8,3,10,0,0,24,0,4,4,6,13,0,0,0,27,0,0,3,0,3,3,0,0,9,3,0,12,16,17,6,4,0,58,0,0,0,0,0,0,0,0,0,3,0,15,16,20,9,4,0,67,0,3,0,3,3,3,0,0,12,3,0,0,3,4,7,3,0,20,6,7,22,36,47,29,7,0,154
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,3,9,0,0,4,0,22,0,4,0,0,0,0,0,0,4,6,4,6,9,0,0,4,0,29,0,3,0,0,3,0,3,0,9,0,0,3,3,5,0,0,0,11,6,10,12,15,12,3,7,0,65
POA6569,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,4,6,5,9,0,0,0,0,0,20,0,0,6,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,14,7,8,3,4,0,0,39,0,0,0,0,0,0,0,0,0,3,14,7,8,3,4,0,0,39,0,0,0,0,3,3,0,0,6,0,5,3,3,4,4,5,6,30,9,27,25,20,16,11,5,6,119
POA6575,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,10,3,4,3,0,0,24,0,0,3,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,6,12,0,6,3,0,0,30,0,3,0,0,0,0,0,0,3,3,9,12,0,6,3,0,0,33,0,0,0,3,0,0,0,0,3,0,0,0,4,0,6,0,0,10,3,13,25,16,13,12,3,0,85
POA6603,0,0,0,0,0,0,3,0,3,0,7,5,0,0,0,15,0,17,15,4,7,0,0,0,43,7,6,10,15,7,3,3,0,51,0,6,0,3,3,3,0,3,18,19,44,32,35,25,9,4,0,168,4,3,0,3,0,0,0,0,10,23,53,32,41,28,12,4,3,196,0,3,0,0,6,0,0,0,9,11,12,12,7,6,4,8,0,60,41,97,69,74,59,19,15,3,377
POA6606,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,4,6,0,3,0,0,0,0,13,0,3,8,6,5,6,0,0,28,0,0,0,0,0,0,0,0,0,6,10,8,8,6,3,0,0,41,0,3,0,0,0,0,0,0,3,6,13,8,8,6,3,0,0,44,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,14,10,25,16,23,19,12,0,0,105
POA6608,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,0,16,0,0,6,6,0,3,3,0,18,0,0,0,0,0,0,0,0,0,3,9,0,9,5,3,0,0,29,0,0,0,0,0,0,0,0,0,3,9,0,9,5,3,0,0,29,0,0,0,0,0,3,0,0,3,3,0,0,3,7,3,0,0,16,9,12,16,21,12,12,3,0,85
