POA_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6000,1157,962,2127,331,298,624,135,101,238,130,129,256,111,77,187,28,21,52,1425,1193,2620,11,10,16,15,13,29,17,11,27,0,0,0,1869,1552,3424,1464,1469,2931,60,42,100,3724,3352,7077,963,805,1773,5847,5126,10971
POA6003,432,401,831,101,73,168,25,26,51,27,20,45,30,22,53,9,7,15,437,399,836,3,4,7,3,0,6,8,5,12,0,0,0,538,486,1023,330,351,679,13,12,27,985,918,1900,363,324,684,1777,1641,3421
POA6004,1094,944,2041,349,302,652,114,102,213,91,86,175,96,77,175,41,36,75,1248,1090,2336,12,8,19,11,6,21,10,12,19,3,5,8,1622,1420,3041,1427,1427,2850,51,33,85,3444,3179,6630,844,718,1560,5387,4846,10229
POA6005,639,581,1215,151,121,269,53,47,105,57,52,111,61,52,116,18,12,23,724,692,1418,8,6,14,8,5,15,9,8,16,0,0,0,940,884,1819,629,633,1263,40,42,88,1767,1674,3438,422,361,781,2824,2614,5440
POA6006,2048,2200,4248,156,151,303,57,51,106,48,46,93,23,33,52,14,6,16,1095,1081,2176,0,3,6,7,4,12,6,15,14,0,0,0,1238,1234,2477,277,294,578,63,59,122,1736,1734,3471,276,257,528,4063,4194,8257
POA6007,1283,1396,2679,171,189,363,39,45,84,38,60,96,26,26,55,22,9,32,972,1007,1980,5,3,12,9,3,17,8,0,4,0,0,0,1121,1167,2288,380,406,789,22,12,32,1694,1775,3476,280,306,587,3258,3478,6739
POA6008,2946,3165,6116,523,539,1061,121,128,254,120,146,267,75,71,147,26,43,67,1665,1723,3386,7,15,19,11,12,20,14,8,22,0,0,0,2030,2146,4177,847,897,1741,50,45,97,3455,3629,7081,520,575,1094,6920,7377,14294
POA6009,3861,4198,8056,719,669,1390,141,117,258,127,133,259,85,84,174,47,57,102,1846,1796,3646,8,3,12,11,8,21,18,9,23,0,0,0,2277,2217,4493,1489,1403,2899,39,38,78,4524,4328,8853,434,417,852,8819,8940,17763
POA6010,3588,4059,7648,418,412,828,109,107,220,84,88,173,96,80,172,23,25,51,2179,2172,4349,0,3,9,20,6,29,18,15,32,0,0,0,2527,2509,5038,707,659,1369,51,44,100,3707,3624,7323,522,609,1130,7808,8288,16098
POA6011,2092,2216,4308,317,317,641,70,86,156,65,67,131,41,41,77,11,4,18,841,998,1834,0,3,0,7,5,11,3,9,10,0,0,0,1037,1208,2240,347,426,773,19,40,53,1717,1994,3713,297,305,606,4102,4519,8624
POA6012,1818,2090,3914,321,362,678,56,72,125,45,46,87,22,32,52,15,9,27,783,1018,1799,3,3,7,3,9,12,6,4,11,0,0,0,928,1186,2116,412,479,888,25,25,51,1682,2053,3736,348,364,714,3853,4504,8358
POA6014,4812,5135,9946,476,472,945,106,98,199,101,105,202,66,75,144,31,27,51,2174,2230,4410,4,7,16,10,14,21,12,20,31,0,0,3,2506,2576,5074,988,1128,2119,51,41,91,4023,4211,8234,587,580,1172,9422,9925,19350
POA6015,1741,1907,3648,181,150,332,22,23,38,26,29,56,6,11,17,9,10,19,760,744,1503,5,4,12,3,0,3,0,3,7,0,0,0,838,820,1657,218,209,430,3,8,15,1241,1196,2431,134,157,297,3119,3257,6377
POA6016,2331,2496,4829,261,226,485,30,29,64,57,62,117,39,32,71,8,9,19,927,1005,1932,0,3,3,3,3,6,0,3,7,0,0,0,1077,1146,2224,523,594,1113,30,23,52,1882,1995,3876,294,301,593,4506,4789,9295
POA6017,688,695,1379,57,62,121,32,23,59,30,26,53,18,5,26,5,8,21,598,538,1139,8,5,18,0,4,3,0,0,0,0,0,0,694,616,1310,332,363,694,19,11,35,1104,1051,2158,182,147,326,1974,1896,3869
POA6018,8300,9252,17554,827,925,1750,170,188,358,157,158,316,135,129,268,39,41,86,4644,5345,9991,22,35,58,34,25,56,31,20,51,3,3,5,5237,5942,11182,1288,1443,2734,104,81,185,7461,8392,15857,1045,1210,2251,16806,18860,35661
POA6019,4296,4500,8795,693,622,1309,152,148,303,149,153,300,124,113,234,30,34,59,2735,2739,5477,31,34,66,27,23,45,16,16,27,0,0,0,3263,3254,6517,1126,1131,2256,90,60,151,5168,5067,10232,785,736,1522,10249,10303,20551
POA6020,5929,6249,12173,432,470,903,79,78,152,71,71,136,46,55,107,12,14,28,2130,2188,4319,3,3,12,17,13,32,5,9,13,0,0,0,2372,2425,4794,411,478,888,35,38,72,3247,3413,6657,468,392,858,9638,10052,19692
POA6021,5152,5641,10793,334,329,658,57,57,123,39,42,75,50,41,90,21,20,45,2118,2126,4241,3,3,5,13,7,22,8,7,19,0,0,0,2314,2306,4617,749,713,1468,44,51,89,3432,3399,6835,583,646,1227,9160,9691,18855
POA6022,1510,1495,3009,66,73,139,10,6,15,10,5,16,18,11,31,3,7,10,468,488,956,3,4,7,3,3,4,0,0,0,0,0,0,510,526,1034,117,130,247,17,8,21,714,728,1437,108,101,203,2325,2324,4650
POA6023,4645,4785,9431,263,252,521,36,45,82,42,40,82,41,46,92,16,15,34,1375,1382,2754,0,7,6,3,4,5,10,4,15,0,0,0,1530,1544,3072,381,406,783,26,18,46,2199,2220,4424,273,269,536,7119,7274,14395
POA6024,4042,4088,8126,197,164,362,35,24,60,50,36,86,27,31,56,4,9,13,1233,1251,2482,7,4,14,6,10,18,3,3,13,0,0,0,1370,1369,2741,323,345,666,24,26,55,1916,1904,3817,288,254,539,6244,6246,12487
POA6025,8585,8680,17266,552,580,1129,81,87,168,93,95,186,82,92,174,27,31,64,2931,2966,5898,7,12,19,13,23,33,5,7,13,0,0,0,3238,3312,6550,862,894,1751,69,58,123,4715,4845,9559,686,663,1353,13989,14189,28176
POA6026,6853,7246,14096,350,330,676,48,53,101,42,51,92,65,60,127,17,21,33,1842,2024,3866,13,15,30,13,10,21,10,10,28,4,3,10,2062,2246,4305,591,574,1161,71,110,179,3073,3259,6331,384,380,765,10308,10887,21191
POA6027,11130,11393,22529,731,787,1516,148,128,275,106,118,219,142,128,269,31,23,56,4330,4431,8761,18,24,49,17,22,41,7,9,14,4,3,3,4805,4879,9689,1667,1673,3340,113,92,202,7319,7427,14749,1087,959,2047,19541,19780,39318
POA6028,5626,5753,11381,547,544,1099,48,65,115,64,65,128,61,53,120,16,18,33,2696,2788,5487,6,7,18,6,6,12,12,7,20,0,3,3,2919,3016,5936,989,1021,2010,36,31,65,4490,4613,9103,380,311,690,10499,10681,21179
POA6029,748,801,1555,88,86,176,8,9,14,3,9,18,7,12,20,3,0,4,302,310,617,0,0,3,0,3,3,0,0,0,0,0,0,330,345,669,72,55,126,3,8,13,494,490,985,55,55,105,1299,1349,2649
POA6030,8746,8975,17724,1367,1465,2830,158,161,315,117,141,260,158,173,331,42,48,93,4483,4617,9099,21,16,37,16,17,35,19,19,35,0,0,0,5012,5195,10205,1564,1643,3215,104,97,201,8050,8398,16445,1199,1279,2478,17993,18649,36647
POA6031,3090,3240,6323,441,443,881,52,58,109,39,46,82,46,49,96,33,31,63,2416,2638,5055,10,16,31,5,11,20,3,5,15,0,0,0,2614,2846,5460,702,759,1466,69,62,131,3828,4113,7940,415,375,792,7333,7722,15055
POA6032,56,46,106,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,28,27,56,0,0,0,0,0,0,0,0,0,0,0,0,26,28,53,3,0,3,0,0,0,30,33,63,11,6,22,95,93,186
POA6033,151,111,262,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,45,36,82,0,0,0,0,0,0,0,0,0,0,0,0,51,40,84,4,4,13,0,0,3,55,49,104,28,24,55,236,187,420
POA6034,32,29,66,3,3,7,16,7,26,9,6,22,12,10,16,0,0,0,465,524,992,0,0,3,0,4,3,0,0,0,0,0,0,503,557,1060,107,101,210,6,4,10,616,660,1279,77,63,145,734,759,1489
POA6035,1164,1109,2273,320,361,677,55,58,114,26,30,58,46,35,80,16,10,28,1504,1666,3175,3,9,9,13,15,28,3,3,4,0,0,0,1665,1825,3497,327,359,688,20,24,47,2330,2570,4900,439,438,880,3940,4116,8053
POA6036,2478,2537,5017,659,717,1375,73,93,166,52,49,99,74,84,161,26,38,64,2113,2248,4362,11,15,28,19,15,36,6,12,15,0,0,0,2369,2554,4921,766,877,1639,47,38,83,3835,4183,8020,629,686,1307,6941,7409,14348
POA6037,623,557,1181,51,68,122,5,5,10,9,3,11,9,8,14,3,4,5,507,482,989,0,0,0,5,7,18,0,0,0,0,0,0,540,511,1049,38,61,98,13,11,23,645,654,1298,159,148,308,1427,1357,2787
POA6038,163,162,324,19,18,37,62,58,117,30,40,65,42,46,89,7,8,20,1649,1785,3432,7,3,4,6,15,19,0,0,0,0,0,0,1804,1950,3754,451,464,914,11,13,28,2287,2445,4730,264,236,497,2710,2840,5553
POA6041,449,410,853,23,16,40,0,0,0,0,0,3,0,0,0,0,0,0,169,186,358,0,0,0,0,0,0,0,0,0,0,0,0,174,185,363,14,18,31,0,0,0,213,221,438,66,83,152,733,717,1445
POA6042,21,20,45,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,0,0,0,0,3,3,18,15,29,0,3,8,39,36,78
POA6043,65,57,125,6,14,18,0,0,0,0,0,0,0,0,0,0,0,0,24,19,40,0,0,0,0,0,0,0,0,0,0,0,0,28,21,42,0,0,0,3,0,3,32,36,65,27,20,40,126,111,232
POA6044,360,274,632,42,45,83,0,3,7,0,3,4,4,5,7,0,0,0,140,129,266,0,0,0,3,3,10,0,0,0,0,0,0,149,143,292,16,53,71,3,0,5,205,242,450,65,43,111,633,557,1196
POA6050,3504,3801,7305,328,371,699,83,86,169,79,88,161,60,54,121,22,29,51,1671,1799,3470,3,9,14,9,22,26,10,21,33,0,3,3,1939,2110,4047,544,564,1111,31,34,63,2847,3078,5919,665,804,1474,7020,7680,14701
POA6051,2254,2136,4394,335,296,634,83,78,155,94,102,198,60,56,118,35,24,58,1640,1597,3238,19,17,30,18,19,39,7,9,15,0,0,0,1954,1900,3860,898,969,1867,61,33,95,3251,3199,6449,558,451,1009,6063,5791,11852
POA6052,2658,2931,5587,230,249,480,46,59,105,48,50,100,36,29,68,12,18,26,1213,1255,2469,3,3,10,12,9,27,7,9,18,0,0,0,1372,1448,2820,335,377,714,52,48,102,1995,2120,4117,337,366,697,4987,5417,10403
POA6053,3408,3616,7025,356,390,748,44,37,78,69,66,134,46,44,95,14,13,29,1689,1665,3351,10,5,16,9,6,19,5,10,16,0,0,0,1884,1849,3732,473,489,964,106,145,242,2827,2871,5693,389,395,783,6621,6880,13501
POA6054,5364,5466,10825,505,485,990,56,51,109,52,45,93,62,55,117,17,8,24,2082,2217,4292,14,17,28,14,15,34,4,4,5,0,0,0,2292,2416,4710,490,538,1021,57,58,117,3343,3499,6842,660,689,1351,9367,9653,19022
POA6055,3419,3357,6779,336,347,685,95,80,173,68,61,127,70,66,136,39,45,84,3990,3876,7863,11,19,32,22,22,42,7,4,16,0,0,0,4315,4161,8480,654,797,1451,72,57,124,5371,5362,10739,693,1048,1745,9485,9775,19256
POA6056,9721,9794,19512,821,840,1657,78,105,181,77,77,157,110,126,240,47,44,92,4866,5010,9871,21,16,36,41,30,69,16,16,26,0,0,0,5241,5425,10667,837,908,1740,133,116,251,7028,7288,14318,1491,1476,2960,18240,18559,36797
POA6057,4600,4599,9197,470,458,928,31,36,62,25,33,58,39,44,86,13,7,23,1685,1870,3555,9,5,15,12,9,18,0,3,3,0,0,0,1813,2013,3832,289,321,605,41,31,74,2622,2818,5435,578,501,1077,7796,7919,15710
POA6058,3240,3326,6573,425,477,906,27,25,56,32,37,69,51,55,108,4,9,15,1351,1324,2674,4,3,10,12,11,21,5,6,8,0,0,0,1486,1472,2960,271,313,585,35,27,66,2224,2293,4520,392,373,765,5856,5994,11853
POA6059,6287,6892,13176,615,637,1251,45,42,94,61,67,129,35,28,69,26,18,39,2216,2311,4528,8,9,18,17,14,25,9,10,16,0,0,0,2422,2496,4921,822,853,1678,49,42,89,3909,4028,7936,555,609,1166,10745,11533,22273
POA6060,4326,5033,9357,474,491,964,92,94,194,94,106,203,85,86,173,39,37,79,3036,3345,6376,13,11,26,11,12,19,15,17,31,0,0,0,3391,3708,7097,1223,1330,2551,129,112,241,5212,5641,10856,785,942,1729,10324,11616,21941
POA6061,7350,7556,14900,893,870,1765,126,125,249,131,107,235,82,90,171,65,47,115,4618,4450,9069,18,17,31,28,25,57,11,11,21,0,0,0,5074,4866,9940,2756,2602,5359,116,95,211,8837,8436,17272,1685,1595,3284,17876,17586,35465
POA6062,8491,8802,17299,750,765,1515,111,90,200,89,82,169,82,67,157,24,29,49,3324,3241,6560,14,11,17,18,16,33,13,9,21,0,0,3,3671,3533,7205,1332,1379,2709,100,78,176,5854,5748,11603,966,982,1950,15311,15538,30858
POA6063,4238,4206,8440,284,299,584,25,21,47,30,25,52,22,25,48,12,9,19,1185,1189,2378,7,4,11,6,5,4,5,4,6,0,0,0,1290,1283,2567,409,420,828,35,18,55,2015,2021,4038,466,387,855,6721,6617,13336
POA6064,9010,9024,18036,466,446,914,59,56,120,64,57,122,36,40,79,24,23,50,2961,2913,5871,3,7,13,27,18,47,6,4,17,0,0,3,3189,3130,6317,989,930,1916,95,88,189,4744,4590,9332,913,924,1838,14664,14541,29209
POA6065,14893,15243,30137,1799,1865,3664,175,167,337,130,144,271,150,152,294,74,72,141,7225,7775,15000,42,41,82,38,38,74,21,19,37,0,0,0,7852,8395,16246,1864,2108,3970,140,102,240,11657,12469,24128,1403,1268,2671,27949,28981,56935
POA6066,5806,5929,11732,478,495,972,33,33,70,26,26,52,25,21,47,16,16,30,1469,1457,2925,3,8,13,7,4,12,3,4,3,0,0,0,1596,1567,3158,434,478,913,46,28,78,2550,2568,5123,400,352,752,8754,8855,17606
POA6067,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,12,16,0,0,0,0,0,0,0,0,0,0,0,0,7,14,20,0,0,0,0,0,0,7,11,18,4,0,3,11,17,27
POA6068,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7
POA6069,6784,6919,13698,1674,1846,3518,167,170,338,156,166,323,216,233,449,71,65,128,5883,6241,12129,25,19,44,55,56,110,19,16,35,4,0,3,6590,6971,13563,1141,1274,2416,117,122,239,9519,10210,19728,1139,1153,2292,17439,18282,35721
POA6070,1068,1096,2162,67,75,143,5,7,14,17,15,29,7,11,23,0,0,0,386,383,775,4,3,9,3,3,7,0,3,9,0,0,0,429,431,854,47,56,107,5,16,17,549,577,1124,85,80,170,1703,1752,3453
POA6071,1053,1103,2156,67,69,133,7,0,9,3,4,10,3,5,3,0,0,0,331,351,685,0,3,0,3,0,3,0,0,0,0,0,0,346,361,713,33,36,73,9,9,25,465,480,942,87,68,154,1600,1648,3253
POA6072,261,264,524,16,19,33,0,10,7,0,3,3,0,0,3,0,0,0,67,65,132,0,0,0,0,0,0,0,0,0,0,0,0,69,75,143,10,9,21,5,0,10,101,101,208,68,63,138,433,431,864
POA6073,860,918,1779,95,117,209,5,4,14,8,17,22,11,4,11,3,3,4,306,321,624,0,0,0,0,3,3,0,0,3,0,0,0,334,352,686,32,35,63,6,10,13,461,511,973,76,80,154,1400,1511,2905
POA6074,307,288,598,31,41,76,0,0,0,0,0,0,0,0,0,0,0,0,97,92,188,0,0,0,0,0,0,0,0,0,0,0,0,95,94,189,0,9,12,3,3,6,133,144,278,31,32,63,478,467,940
POA6076,6576,6773,13351,583,609,1189,48,45,92,47,50,100,40,52,94,10,12,20,2031,2138,4169,7,4,12,11,14,21,3,10,16,3,0,3,2208,2323,4527,289,319,606,35,45,84,3110,3297,6403,641,570,1205,10330,10637,20961
POA6077,484,475,959,11,18,29,0,0,4,0,0,0,3,0,3,0,0,0,153,139,289,0,0,0,3,0,3,0,0,0,0,0,0,156,142,301,8,4,13,5,5,4,183,167,342,40,45,85,703,685,1386
POA6078,317,262,576,13,13,29,0,0,0,0,0,0,3,0,6,0,0,0,97,89,186,0,0,0,0,0,0,0,0,0,0,0,0,99,88,190,3,8,8,0,3,3,117,112,229,45,38,83,484,411,889
POA6079,10,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,30
POA6081,1478,1453,2934,148,122,274,8,3,13,0,4,5,14,9,18,4,3,4,437,436,869,3,4,7,0,4,3,0,0,0,0,0,0,465,462,924,41,53,92,13,11,25,672,644,1314,155,119,274,2313,2220,4531
POA6082,939,887,1827,130,133,264,9,4,14,3,10,13,8,18,26,0,5,8,301,330,632,5,4,6,3,10,8,0,0,0,0,0,0,337,373,707,22,32,54,11,14,20,496,547,1046,88,70,161,1526,1510,3035
POA6083,1152,1093,2245,30,39,65,10,4,13,4,3,8,0,5,10,0,0,0,341,359,703,0,3,3,3,3,9,0,0,0,0,0,0,364,383,746,26,25,52,0,7,4,426,455,878,127,124,247,1703,1671,3365
POA6084,1968,1959,3929,167,179,347,37,18,50,34,27,58,40,42,88,12,6,18,1088,1129,2217,11,7,18,11,5,17,10,3,14,0,0,0,1235,1244,2479,86,90,175,20,17,35,1501,1531,3031,408,384,793,3879,3876,7751
POA6090,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,10,3,6
POA6100,2575,2496,5068,363,320,689,81,76,153,96,80,179,95,63,153,29,27,52,1872,1798,3672,6,12,22,14,12,28,14,17,26,0,0,0,2212,2082,4293,1181,1171,2347,66,42,107,3818,3612,7433,646,545,1185,7037,6649,13687
POA6101,3215,3274,6485,351,346,696,75,73,150,83,70,146,78,78,156,34,27,60,1946,1920,3864,12,15,24,12,11,32,6,11,17,0,0,0,2247,2202,4449,1084,1066,2146,62,34,95,3746,3642,7391,843,728,1573,7806,7645,15450
POA6102,1963,2260,4222,271,260,538,57,40,97,76,52,131,40,33,75,15,6,21,1511,1486,2997,3,6,15,16,6,20,9,3,13,3,0,5,1727,1643,3374,1781,1338,3121,103,80,188,3891,3327,7213,729,877,1601,6579,6467,13040
POA6103,1662,1691,3351,247,216,465,59,37,100,58,40,96,48,51,99,24,24,46,1397,1216,2616,8,3,13,16,11,24,3,7,10,0,0,0,1619,1383,2997,756,742,1500,56,42,98,2681,2385,5067,708,594,1299,5043,4674,9717
POA6104,2989,3048,6029,306,314,619,57,46,103,51,53,107,74,55,133,24,15,45,1661,1563,3222,0,8,9,24,12,32,3,0,6,0,0,0,1904,1753,3662,713,669,1388,62,48,108,2986,2788,5776,825,764,1588,6799,6599,13396
POA6105,3153,3271,6425,538,550,1086,53,39,92,47,41,87,52,41,94,22,13,37,1394,1268,2662,8,0,8,9,10,17,3,0,4,0,0,0,1581,1418,2996,988,927,1909,54,44,96,3156,2932,6089,730,707,1433,7045,6908,13948
POA6106,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,4,5,11,12,5,20
POA6107,8889,8699,17588,1271,1147,2419,177,130,305,182,139,321,114,100,215,83,65,148,4814,4482,9298,24,17,40,33,32,59,9,5,10,10,6,17,5444,4975,10413,3523,3445,6969,129,118,251,10368,9682,20053,1354,1192,2543,20619,19572,40184
POA6108,6593,6709,13303,493,501,988,73,57,128,69,50,120,57,60,121,45,36,75,1983,1958,3943,4,4,15,6,8,15,5,5,11,3,0,3,2247,2184,4435,843,914,1757,70,54,126,3650,3653,7308,553,489,1043,10797,10856,21649
POA6109,2896,2806,5700,236,215,447,39,25,70,39,46,78,28,25,61,22,16,30,1379,1224,2605,10,7,19,11,19,34,0,3,3,4,0,4,1538,1366,2904,631,619,1248,37,28,64,2434,2224,4659,439,371,809,5772,5395,11168
POA6110,9490,9448,18938,968,1023,1986,124,108,229,121,128,251,109,103,213,70,62,135,4934,5041,9973,22,26,51,31,28,59,10,7,22,7,0,5,5427,5498,10930,1500,1525,3023,130,105,229,8020,8143,16163,1261,1282,2546,18776,18867,37642
POA6111,6146,6084,12230,439,428,863,59,64,123,55,45,101,49,58,110,17,24,42,2691,2742,5434,5,8,20,11,12,20,3,3,7,0,0,0,2895,2957,5847,442,502,948,78,80,156,3858,3964,7817,788,739,1525,10793,10782,21579
POA6112,10697,10741,21436,1313,1407,2720,168,175,339,153,159,309,180,204,377,82,79,163,8705,8993,17697,36,26,64,56,55,108,17,16,38,3,9,11,9397,9711,19112,1868,2194,4062,176,168,350,12760,13480,26240,1771,1642,3411,25225,25861,51082
POA6121,952,912,1862,17,16,33,4,3,6,5,0,5,0,4,3,0,0,0,367,366,730,0,0,0,0,0,3,0,0,0,0,0,0,376,376,754,15,21,30,3,9,12,409,418,831,73,59,129,1434,1387,2821
POA6122,2760,2727,5491,516,558,1074,49,33,84,51,44,100,50,42,90,26,30,53,3281,3467,6748,10,10,17,10,14,28,6,6,16,0,0,0,3479,3651,7130,395,477,873,68,55,126,4459,4743,9204,482,425,901,7700,7897,15596
POA6123,417,359,773,34,33,66,3,3,6,3,3,9,5,0,5,0,0,0,181,208,391,4,3,4,3,3,7,0,0,0,0,0,0,201,222,422,16,20,33,3,4,11,251,281,532,68,56,124,733,691,1424
POA6124,294,308,606,19,19,46,0,0,0,3,0,0,0,0,3,0,0,0,157,148,299,0,0,0,0,3,3,0,0,0,0,0,0,162,155,315,12,17,26,0,3,0,193,194,389,49,51,106,540,557,1104
POA6125,926,864,1792,44,66,108,4,4,3,3,0,4,4,6,16,0,0,3,380,375,754,0,3,3,3,0,4,0,0,0,0,0,0,402,394,788,6,16,25,13,9,19,465,479,947,136,116,253,1528,1459,2994
POA6126,93,75,168,3,0,3,0,0,0,0,0,3,3,0,3,0,0,0,37,31,62,0,0,0,0,0,0,0,0,0,0,0,0,44,34,74,8,3,7,0,0,0,53,37,89,334,18,354,481,131,612
POA6147,4112,4093,8202,287,244,532,46,45,91,42,35,80,23,18,40,17,16,40,1327,1291,2618,12,14,21,5,4,8,4,8,10,6,4,8,1490,1433,2925,876,815,1687,44,30,73,2699,2525,5221,396,341,733,7202,6957,14159
POA6148,4433,4830,9265,539,591,1127,61,69,130,51,51,107,40,52,92,29,22,49,1709,1714,3421,7,9,18,15,9,22,8,10,16,3,6,5,1923,1942,3860,915,913,1828,46,52,92,3421,3494,6910,348,437,788,8199,8766,16959
POA6149,5604,5792,11394,270,255,529,48,47,97,60,63,123,31,46,76,21,25,39,1630,1627,3262,3,5,11,15,11,23,5,3,16,0,3,0,1822,1823,3648,675,712,1384,38,36,76,2802,2833,5629,292,335,620,8692,8959,17651
POA6150,3715,3982,7697,147,149,301,34,36,72,39,37,76,33,36,69,17,12,30,1214,1198,2406,3,8,9,3,13,14,7,3,12,0,0,0,1353,1338,2694,566,599,1162,15,6,21,2083,2093,4178,401,396,806,6204,6472,12678
POA6151,3487,3652,7136,509,489,998,108,87,194,104,87,189,88,88,168,40,36,74,1926,1857,3785,18,12,24,17,18,34,5,7,15,7,0,9,2297,2187,4484,918,911,1831,68,45,115,3791,3633,7428,636,614,1250,7913,7896,15812
POA6152,5117,5861,10976,594,679,1272,98,105,209,111,123,231,62,75,138,28,37,68,3335,3415,6746,16,15,31,22,33,49,10,12,19,3,3,4,3689,3812,7495,1340,1318,2656,84,86,169,5708,5892,11599,797,887,1681,11620,12638,24259
POA6153,4530,5104,9631,590,616,1200,91,86,176,113,102,218,64,76,139,16,21,41,2352,2415,4771,10,3,9,7,13,20,4,10,15,0,0,0,2657,2725,5388,757,826,1582,29,39,71,4030,4213,8244,483,497,975,9041,9809,18848
POA6154,2522,2806,5330,279,301,585,25,39,66,31,29,57,22,29,53,11,10,16,1058,1169,2224,4,4,3,9,13,17,0,3,3,0,0,0,1160,1279,2438,309,302,615,23,18,37,1769,1901,3673,250,244,488,4547,4957,9499
POA6155,13651,14095,27743,920,972,1890,148,150,302,190,154,343,147,129,276,118,118,232,4438,4537,8973,19,13,29,19,21,39,27,26,46,8,12,15,5117,5155,10270,2757,2941,5701,100,66,168,8885,9131,18021,1781,755,2532,24316,23980,48299
POA6156,4117,4619,8735,466,505,973,59,55,107,49,68,116,77,89,165,16,13,33,1876,2206,4085,3,7,11,17,18,35,5,6,8,0,0,6,2100,2472,4568,339,387,726,28,21,49,2937,3384,6321,416,450,868,7463,8454,15918
POA6157,3118,3583,6699,371,424,793,57,72,130,53,69,128,69,64,131,13,17,36,1468,1693,3162,9,9,13,5,16,23,12,10,16,0,0,0,1686,1951,3635,298,347,640,47,40,87,2397,2757,5160,393,442,839,5911,6785,12696
POA6158,1799,1988,3790,171,150,321,36,37,74,37,52,84,27,21,46,3,4,7,826,904,1730,5,10,12,10,10,15,0,5,3,0,0,0,948,1042,1985,188,215,405,22,22,37,1319,1427,2750,243,256,495,3363,3672,7032
POA6159,628,661,1285,94,91,178,17,36,51,22,31,57,16,13,31,4,3,10,449,499,948,4,8,10,3,0,4,7,3,8,0,0,0,523,590,1114,116,116,226,10,4,18,734,804,1540,180,183,368,1544,1650,3198
