region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA6286,81,0,0,0,0,81,45,0,0,4,0,49,11,0,0,0,0,11,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,9,67,0,0,0,0,67,4,0,0,0,0,4,12,0,0,0,0,12,209,0,0,4,0,213
POA6288,62,0,0,0,0,62,39,0,0,0,0,39,10,0,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,4,44,0,0,0,0,44,3,0,0,0,0,3,3,0,0,0,0,3,151,0,0,0,0,151
POA6290,302,6,9,19,0,336,123,0,0,0,0,123,84,3,0,0,0,87,4,0,8,0,0,12,46,3,0,4,0,53,3,3,5,0,0,11,8,0,4,7,0,19,18,0,0,0,0,18,163,9,17,11,0,200,3,0,11,0,0,14,14,0,3,3,0,20,605,15,40,33,0,693
POA6302,559,18,4,0,0,581,432,0,3,3,3,441,66,0,0,4,0,70,25,25,8,0,0,58,83,4,0,0,0,87,0,0,0,0,0,0,24,0,0,0,0,24,20,0,0,0,0,20,218,29,8,4,0,259,11,0,0,0,0,11,36,0,0,0,0,36,1256,47,15,7,3,1328
POA6304,336,0,5,6,0,347,177,0,0,4,0,181,6,0,0,0,0,6,16,8,0,0,0,24,48,3,0,5,0,56,0,0,0,0,0,0,10,0,0,0,0,10,16,0,0,0,0,16,96,11,0,5,0,112,5,0,0,0,0,5,12,0,0,0,0,12,626,11,5,15,0,657
POA6306,146,5,0,0,0,151,71,0,0,0,0,71,5,0,0,0,0,5,15,7,0,0,0,22,32,0,0,0,0,32,0,9,0,0,0,9,14,0,0,0,0,14,8,3,0,0,0,11,74,19,0,0,0,93,5,0,0,0,0,5,13,0,0,4,0,17,309,24,0,4,0,337
POA6308,280,0,3,5,0,288,137,0,3,3,0,143,16,0,3,0,0,19,27,3,6,0,0,36,50,0,0,0,0,50,5,0,6,0,0,11,21,0,3,0,0,24,15,0,0,0,0,15,134,3,18,0,0,155,11,0,0,0,0,11,17,0,0,0,0,17,579,3,24,8,0,614
POA6309,52,0,0,0,0,52,40,0,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,110,0,0,3,0,113
POA6311,102,0,0,0,0,102,83,0,0,0,0,83,10,0,0,0,0,10,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,223
POA6312,563,6,12,3,0,584,531,3,3,0,0,537,112,11,24,3,0,150,107,44,28,0,0,179,116,3,5,0,0,124,6,0,21,0,0,27,51,5,8,3,0,67,19,0,6,0,0,25,411,63,92,6,0,572,7,0,7,0,0,14,42,3,7,0,0,52,1554,75,121,9,0,1759
POA6313,65,0,0,0,0,65,44,0,0,0,0,44,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,137,0,0,0,0,137
POA6315,294,3,0,3,0,300,224,0,0,0,0,224,20,7,0,0,0,27,21,8,0,0,0,29,54,4,0,3,0,61,0,13,0,0,0,13,30,5,0,0,0,35,13,0,0,0,0,13,138,37,0,3,0,178,0,0,0,0,0,0,23,0,0,0,0,23,679,40,0,6,0,725
POA6316,73,0,0,3,0,76,42,0,0,0,0,42,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,31,0,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,151,0,0,3,0,154
POA6317,478,0,3,5,0,486,441,3,0,3,0,447,112,23,33,0,0,168,109,3,20,0,0,132,115,0,0,3,0,118,12,3,8,0,0,23,54,3,3,0,0,60,14,0,0,0,0,14,416,32,64,3,0,515,9,0,0,0,0,9,49,3,3,0,0,55,1393,38,70,11,0,1512
POA6318,40,0,3,0,0,43,29,0,0,0,0,29,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,87,0,3,0,0,90
POA6320,150,0,0,3,0,153,61,0,0,0,0,61,0,0,0,0,0,0,17,0,0,0,0,17,30,0,0,0,0,30,0,5,0,0,0,5,22,0,0,0,0,22,12,0,0,0,0,12,81,5,0,0,0,86,3,0,0,0,0,3,7,0,0,0,0,7,302,5,0,3,0,310
POA6321,41,0,0,0,0,41,32,0,0,0,0,32,5,0,0,0,0,5,5,0,0,0,0,5,10,0,0,0,0,10,0,6,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,28,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,101,6,0,0,0,107
POA6322,90,0,0,0,0,90,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,37,0,0,0,0,37,3,0,0,0,0,3,7,0,0,0,0,7,172,0,0,0,0,172
POA6323,156,0,0,3,0,159,139,0,0,3,0,142,19,0,0,0,0,19,3,0,0,0,0,3,26,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,59,0,0,0,0,59,4,0,0,0,0,4,3,0,0,0,0,3,361,0,0,6,0,367
POA6324,414,19,0,8,0,441,304,29,5,0,0,338,117,12,3,0,0,132,27,11,0,0,0,38,63,4,0,4,0,71,3,11,0,0,0,14,33,4,0,0,0,37,14,0,0,0,0,14,257,42,3,4,0,306,10,3,3,0,0,16,38,4,0,0,0,42,1023,97,11,12,0,1143
POA6326,71,0,0,3,0,74,61,0,0,0,0,61,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,31,0,0,0,0,31,3,0,0,0,0,3,7,0,0,3,0,10,173,0,0,6,0,179
POA6327,41,0,0,5,0,46,30,3,0,3,0,36,7,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,3,0,0,0,0,3,4,0,0,0,0,4,102,3,0,8,0,113
POA6328,56,0,0,7,0,63,29,0,0,0,0,29,16,0,0,0,0,16,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,18,0,0,0,0,18,7,0,0,0,0,7,63,0,0,0,0,63,0,0,0,0,0,0,3,0,0,0,0,3,151,0,0,7,0,158
POA6330,3990,144,91,68,3,4296,3629,61,31,7,0,3728,1372,138,74,0,3,1587,402,191,72,0,0,665,947,49,55,6,0,1057,49,44,71,0,0,164,141,4,14,30,0,189,77,16,11,0,0,104,2988,442,297,36,3,3766,49,54,32,0,0,135,214,32,39,43,0,328,10870,733,490,154,6,12253
POA6333,832,19,5,20,0,876,503,3,3,3,0,512,220,12,0,0,0,232,57,25,0,0,0,82,174,7,0,3,0,184,12,7,0,0,0,19,32,6,0,3,0,41,22,0,0,5,0,27,517,57,0,11,0,585,23,10,0,0,0,33,25,5,0,0,0,30,1900,94,8,34,0,2036
POA6335,117,0,3,3,0,123,91,0,0,0,0,91,4,3,0,0,0,7,15,3,0,0,0,18,19,0,3,0,0,22,0,3,0,0,0,3,21,0,0,0,0,21,8,0,0,0,0,8,67,9,3,0,0,79,3,0,0,0,0,3,9,0,0,0,0,9,287,9,6,3,0,305
POA6336,40,4,0,0,0,44,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,28,0,0,0,0,28,0,0,0,0,0,0,5,0,0,0,0,5,91,4,0,0,0,95
POA6337,55,0,3,3,0,61,50,0,0,0,0,50,4,0,0,0,0,4,10,7,0,0,0,17,17,0,0,0,0,17,0,0,0,0,0,0,25,0,0,0,0,25,5,0,0,0,0,5,61,7,0,0,0,68,3,0,0,0,0,3,3,0,0,0,0,3,172,7,3,3,0,185
POA6338,112,3,0,3,0,118,53,0,0,3,0,56,17,0,0,0,0,17,6,0,0,0,0,6,23,0,0,0,0,23,0,3,0,0,0,3,24,0,0,3,0,27,15,0,0,0,0,15,85,3,0,3,0,91,5,0,0,0,0,5,6,3,0,0,0,9,261,9,0,9,0,279
POA6341,55,0,0,0,0,55,27,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,10,0,5,0,0,15,5,0,0,0,0,5,29,0,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,111,0,5,0,0,116
POA6343,50,0,0,3,0,53,12,0,0,0,0,12,0,0,0,0,0,0,3,3,3,0,0,9,5,3,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,6,3,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,77,6,3,3,0,89
POA6346,61,0,0,9,0,70,47,0,0,0,0,47,17,0,0,0,0,17,4,8,0,0,0,12,30,0,0,5,0,35,0,0,0,0,0,0,26,0,0,0,0,26,3,0,0,0,0,3,80,8,0,5,0,93,6,0,0,0,0,6,4,0,0,3,0,7,198,8,0,17,0,223
POA6348,150,9,0,9,0,168,85,0,0,0,0,85,86,3,0,0,0,89,6,0,6,0,0,12,24,0,0,0,0,24,0,0,0,0,0,0,72,4,0,5,0,81,10,0,0,0,0,10,198,7,6,5,0,216,3,0,0,0,0,3,8,5,0,5,0,18,444,21,6,19,0,490
POA6350,34,0,0,4,0,38,29,0,0,0,0,29,0,0,0,0,0,0,7,3,0,0,0,10,13,0,0,0,0,13,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,29,3,0,0,0,32,0,0,0,0,0,0,0,3,0,0,0,3,92,6,0,4,0,102
POA6352,101,0,0,0,0,101,23,0,0,0,0,23,0,0,0,0,0,0,3,3,0,0,0,6,11,0,0,0,0,11,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,31,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,155,3,0,0,0,158
POA6353,122,0,0,0,0,122,61,0,0,0,0,61,0,0,0,3,0,3,7,15,0,0,0,22,35,0,0,0,0,35,0,0,0,0,0,0,28,9,0,0,0,37,3,0,0,0,0,3,73,24,0,3,0,100,6,0,0,0,0,6,5,0,0,0,0,5,267,24,0,3,0,294
POA6355,147,0,0,0,0,147,51,3,0,0,0,54,0,0,0,0,0,0,9,0,3,0,0,12,32,0,0,0,0,32,0,0,0,0,0,0,38,0,0,0,0,38,17,0,3,0,0,20,96,0,6,0,0,102,7,0,0,0,0,7,8,0,0,5,0,13,309,3,6,5,0,323
POA6358,54,0,0,0,0,54,17,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,14,0,3,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,88,0,3,0,0,91
POA6359,52,0,0,0,0,52,29,0,0,0,0,29,3,0,0,0,0,3,3,0,4,0,0,7,17,0,3,0,0,20,0,0,6,0,0,6,10,0,0,0,0,10,5,0,0,0,0,5,38,0,13,0,0,51,3,0,3,0,0,6,0,0,0,0,0,0,122,0,16,0,0,138
POA6365,122,0,0,0,0,122,42,0,3,0,0,45,0,0,5,0,0,5,14,5,5,0,0,24,20,0,0,0,0,20,0,0,0,0,0,0,11,0,0,0,0,11,4,3,0,0,0,7,49,8,10,0,0,67,3,0,0,0,0,3,7,0,0,0,0,7,223,8,13,0,0,244
POA6367,24,0,0,3,0,27,28,0,0,0,0,28,0,0,0,0,0,0,9,3,0,0,0,12,12,0,0,0,0,12,3,3,0,0,0,6,15,3,0,3,0,21,0,0,0,0,0,0,39,9,0,3,0,51,0,0,0,0,0,0,3,0,0,0,0,3,94,9,0,6,0,109
POA6368,36,0,0,0,0,36,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,15,0,0,0,0,15,4,0,0,0,0,4,4,0,0,0,0,4,75,0,0,0,0,75
POA6369,113,0,0,3,0,116,39,0,0,0,0,39,3,0,0,0,0,3,6,4,9,0,0,19,34,0,0,0,0,34,0,0,3,0,0,3,16,4,0,0,0,20,3,0,0,0,0,3,62,8,12,0,0,82,5,0,0,0,0,5,5,0,0,0,0,5,224,8,12,3,0,247
POA6370,107,0,0,3,0,110,45,0,0,0,0,45,0,0,0,0,0,0,8,0,3,0,0,11,16,0,3,0,0,19,0,0,3,0,0,3,12,0,0,0,0,12,4,0,0,0,0,4,40,0,9,0,0,49,0,0,0,3,0,3,11,0,0,0,0,11,203,0,9,6,0,218
POA6373,58,0,0,0,0,58,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,93,0,0,0,0,93
POA6375,148,0,0,0,0,148,80,0,0,0,0,80,0,0,0,0,0,0,12,7,3,0,0,22,44,0,4,4,0,52,0,0,14,0,0,14,19,0,0,0,0,19,0,0,0,0,0,0,75,7,21,4,0,107,0,0,0,0,0,0,11,0,0,0,0,11,314,7,21,4,0,346
POA6383,210,0,0,5,0,215,88,0,0,0,0,88,7,0,0,0,0,7,26,3,0,0,0,29,27,0,3,0,0,30,11,0,0,0,0,11,18,0,0,0,0,18,6,0,0,0,0,6,95,3,3,0,0,101,7,0,0,0,0,7,9,0,0,0,0,9,409,3,3,5,0,420
POA6386,62,0,0,3,0,65,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,3,0,98
POA6390,161,0,0,8,0,169,186,0,3,10,0,199,33,7,0,0,0,40,9,0,9,0,0,18,64,5,0,0,0,69,3,0,0,0,0,3,40,8,3,0,0,51,7,0,3,0,0,10,156,20,15,0,0,191,3,0,0,0,0,3,12,4,0,0,0,16,518,24,18,18,0,578
POA6391,151,0,0,0,0,151,97,0,0,3,0,100,6,0,0,0,0,6,6,10,3,0,0,19,43,0,0,0,0,43,3,0,0,0,0,3,22,0,0,0,0,22,15,0,0,0,0,15,95,10,3,0,0,108,5,0,0,0,0,5,0,0,0,0,0,0,348,10,3,3,0,364
POA6392,85,0,0,0,0,85,41,0,0,3,0,44,4,0,0,0,0,4,5,0,3,0,0,8,25,0,0,3,0,28,0,0,3,0,0,3,12,0,4,0,0,16,4,0,0,0,0,4,50,0,10,3,0,63,3,0,0,0,0,3,3,0,0,0,3,6,182,0,10,6,3,201
POA6393,87,0,0,0,0,87,28,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,31,0,0,0,0,31,3,0,0,0,0,3,3,0,0,0,0,3,152,0,0,3,0,155
POA6394,92,0,0,0,0,92,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,36,0,0,0,0,36,3,0,0,0,0,3,3,0,0,0,0,3,157,0,0,0,0,157
POA6395,238,3,0,0,0,241,129,0,0,3,0,132,17,9,0,0,0,26,23,3,5,0,0,31,63,0,0,3,0,66,0,0,3,0,0,3,36,3,3,5,0,47,12,0,3,0,0,15,151,15,14,8,0,188,11,0,3,0,0,14,17,0,0,0,0,17,546,18,17,11,0,592
POA6396,45,0,0,0,0,45,28,0,0,0,0,28,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,23,0,0,0,0,23,10,0,0,0,0,10,54,0,0,0,0,54,4,0,0,0,0,4,0,0,0,0,0,0,131,0,0,0,0,131
POA6397,55,0,0,0,0,55,25,0,0,0,0,25,10,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,35,0,0,0,0,35,0,0,0,0,0,0,3,0,0,0,0,3,118,0,0,0,0,118
POA6398,113,0,0,0,3,116,28,0,0,3,0,31,30,0,0,0,0,30,4,0,0,0,0,4,12,3,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,3,3,56,3,0,0,3,62,4,0,0,0,0,4,7,0,0,0,0,7,208,3,0,3,6,220
POA6401,895,6,10,36,3,950,886,9,3,6,3,907,194,8,22,0,0,224,138,32,56,0,0,226,179,0,12,0,0,191,5,0,7,0,0,12,67,4,3,10,3,87,15,0,0,0,0,15,598,44,100,10,3,755,11,0,3,0,0,14,77,3,6,3,0,89,2467,62,122,55,9,2715
POA6403,33,0,0,0,0,33,28,0,0,3,0,31,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,3,0,82
POA6405,48,0,0,3,0,51,39,0,0,0,0,39,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,109,0,0,3,0,112
POA6407,147,3,0,0,0,150,87,0,0,0,0,87,8,4,0,0,0,12,23,3,3,0,0,29,30,3,0,0,0,33,0,0,3,0,0,3,29,0,0,3,0,32,10,0,0,0,0,10,100,10,6,3,0,119,4,0,0,0,0,4,10,0,0,0,0,10,348,13,6,3,0,370
POA6409,66,0,0,3,0,69,31,0,0,0,0,31,3,0,0,0,0,3,4,0,0,0,0,4,15,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,37,0,0,0,0,37,3,0,0,0,0,3,8,0,0,0,0,8,145,0,0,3,0,148
POA6410,199,0,0,0,0,199,95,0,3,3,0,101,4,0,0,0,0,4,21,0,11,0,0,32,45,0,0,0,0,45,0,3,9,0,0,12,24,0,0,0,0,24,3,0,0,3,0,6,97,3,20,3,0,123,4,0,0,0,0,4,10,0,0,0,0,10,405,3,23,6,0,437
POA6413,35,0,0,3,0,38,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,3,0,59
POA6415,321,7,0,7,3,338,338,0,0,0,0,338,25,4,5,0,0,34,70,28,4,0,0,102,103,8,0,3,0,114,3,10,0,0,0,13,64,7,3,4,0,78,6,0,0,0,0,6,271,57,12,7,0,347,11,0,0,0,0,11,33,3,3,0,0,39,974,67,15,14,3,1073
POA6418,148,0,0,0,0,148,44,0,0,0,0,44,0,0,0,0,0,0,12,0,5,0,0,17,26,0,0,0,3,29,3,0,11,0,0,14,18,0,3,0,0,21,3,0,3,0,0,6,62,0,22,0,3,87,4,0,0,0,0,4,12,0,0,0,0,12,270,0,22,0,3,295
POA6421,42,0,0,0,3,45,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,84,0,0,0,3,87
POA6423,49,0,0,0,0,49,13,0,0,0,0,13,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,27,0,0,0,0,27,3,0,0,0,0,3,6,0,0,0,0,6,98,0,0,0,0,98
POA6425,35,0,0,0,0,35,7,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,62,0,0,3,0,65
POA6426,126,3,0,4,0,133,93,3,0,0,0,96,3,4,0,0,0,7,13,8,0,0,0,21,42,8,0,0,4,54,0,0,0,0,0,0,34,9,0,0,0,43,9,4,0,0,0,13,101,33,0,0,4,138,4,0,0,0,0,4,12,0,0,0,0,12,336,39,0,4,4,383
POA6429,100,0,0,11,0,111,122,0,0,0,0,122,25,0,0,0,0,25,19,0,0,0,0,19,29,0,0,4,0,33,31,0,0,0,0,31,22,3,0,4,0,29,12,0,0,5,3,20,138,3,0,13,3,157,0,0,0,4,0,4,14,4,0,3,0,21,374,7,0,31,3,415
POA6430,1025,60,22,54,3,1164,2826,116,74,5,5,3026,877,212,209,0,3,1301,289,134,77,0,4,504,391,44,45,0,0,480,23,32,0,0,0,55,285,61,75,78,4,503,41,13,3,4,0,61,1906,496,409,82,11,2904,22,3,0,0,0,25,146,35,10,12,0,203,5925,710,515,153,19,7322
POA6431,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,3,0,3,58,0,0,3,0,61,18,0,3,0,0,21,0,0,0,0,0,0,120,0,3,6,0,129,3,0,0,0,0,3,3,0,0,0,0,3,130,0,3,9,0,142
POA6432,381,12,15,43,3,454,993,69,18,3,5,1088,274,78,61,3,0,416,87,39,7,0,0,133,163,16,10,0,0,189,3,0,0,0,0,3,33,10,0,49,0,92,9,0,0,3,3,15,569,143,78,55,3,848,12,0,0,0,0,12,59,5,9,3,0,76,2014,229,120,104,11,2478
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26,3,0,0,0,0,3,3,0,0,0,0,3,32,0,0,0,0,32
POA6436,12,0,0,4,4,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,27,0,0,0,0,27,4,0,0,0,0,4,3,0,0,0,0,3,46,0,0,4,4,54
POA6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,111,11,0,0,0,122,31,0,0,0,0,31,146,11,0,0,0,157,7,0,0,0,0,7,5,0,0,0,0,5,158,11,0,0,0,169
POA6438,30,0,4,10,0,44,19,0,0,3,0,22,3,0,0,0,0,3,30,7,0,0,0,37,20,0,0,4,0,24,5,0,0,0,0,5,38,0,6,6,0,50,8,0,0,0,3,11,104,7,6,10,3,130,3,0,0,3,0,6,12,4,0,0,0,16,168,11,10,26,3,218
POA6440,22,0,0,9,0,31,15,0,0,3,0,18,0,3,0,0,0,3,13,3,3,0,0,19,14,3,3,3,0,23,57,0,0,0,0,57,20,0,3,3,0,26,5,0,3,0,0,8,109,9,12,6,0,136,0,0,0,0,0,0,4,0,0,6,0,10,150,9,12,24,0,195
POA6442,123,4,5,9,0,141,338,3,10,0,0,351,164,27,28,0,0,219,8,6,3,0,0,17,67,0,5,0,0,72,3,0,0,0,0,3,31,0,6,0,0,37,9,3,0,0,0,12,282,36,42,0,0,360,3,0,0,0,0,3,20,0,0,0,0,20,766,43,57,9,0,875
POA6443,123,0,0,10,3,136,60,0,0,4,0,64,3,0,0,0,0,3,15,0,0,0,0,15,41,0,0,0,0,41,5,0,0,3,0,8,44,4,0,3,0,51,14,0,0,3,0,17,122,4,0,9,0,135,3,0,0,0,0,3,12,3,0,0,3,18,320,7,0,23,6,356
POA6445,35,0,0,0,0,35,14,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,3,0,59
POA6447,70,0,0,0,0,70,23,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,18,0,0,0,0,18,8,0,0,0,0,8,43,0,0,0,0,43,3,0,0,0,0,3,3,0,0,0,0,3,142,0,0,0,0,142
POA6448,55,0,0,0,0,55,39,0,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,30,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,127,0,0,0,0,127
