region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA6355,8,4,0,0,12,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,12,6,0,0,18,3,6,7,0,16,9,13,0,3,25,6,11,0,0,17,15,13,0,0,28,15,16,0,0,31,12,8,0,0,20,4,8,0,0,12,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,13,13,0,0,26,6,0,0,0,6,113,103,7,3,226
POA6358,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,0,8,3,4,0,0,7,8,4,0,0,12,0,0,0,0,0,3,5,3,0,11,5,0,0,0,5,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,0,0,13,0,0,3,0,3,44,24,6,0,74
POA6359,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,3,0,6,8,3,0,0,11,5,6,3,0,14,0,7,0,0,7,7,7,0,0,14,5,11,0,0,16,4,3,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,11,0,0,0,0,0,41,45,9,0,95
POA6365,6,3,0,0,9,3,3,0,0,6,0,0,0,0,0,3,0,0,0,3,9,5,0,3,17,4,5,6,0,15,6,6,0,0,12,7,5,6,0,18,9,5,0,0,14,8,13,0,0,21,4,0,0,0,4,4,3,0,0,7,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,14,12,0,0,26,3,3,0,0,6,83,69,12,3,167
POA6367,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,4,4,0,0,8,3,3,3,3,12,4,0,3,0,7,3,3,0,0,6,0,3,0,0,3,3,7,0,0,10,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,4,0,0,10,0,0,0,0,0,33,24,15,3,75
POA6368,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,4,0,3,0,7,4,6,0,0,10,0,7,0,0,7,5,0,0,0,5,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,10,4,0,0,0,4,0,0,0,0,0,34,21,3,3,61
POA6369,4,3,0,0,7,6,0,0,0,6,0,0,3,0,3,0,0,0,0,0,11,0,3,0,14,13,8,0,0,21,14,7,0,0,21,4,7,4,0,15,5,8,0,0,13,11,7,0,0,18,10,5,0,0,15,4,0,0,0,4,5,0,0,0,5,0,0,0,0,0,3,3,3,0,9,3,14,5,0,22,4,0,0,0,4,97,62,18,0,177
POA6370,0,0,3,0,3,0,0,4,0,4,0,0,0,0,0,4,0,3,0,7,8,4,6,0,18,3,8,7,0,18,8,3,5,0,16,7,3,3,0,13,8,6,0,0,14,11,6,0,0,17,4,4,0,0,8,3,4,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,12,0,0,18,4,3,0,0,7,70,53,31,0,154
POA6373,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,7,0,3,0,0,3,3,3,0,0,6,4,4,0,0,8,8,0,0,0,8,3,3,0,0,6,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,9,0,0,12,0,0,0,0,0,33,38,0,0,71
POA6375,3,3,0,0,6,3,0,0,0,3,0,0,0,3,3,5,0,0,0,5,12,0,5,0,17,15,7,3,0,25,11,9,7,0,27,10,3,0,0,13,9,11,0,0,20,16,5,3,0,24,17,7,0,0,24,9,0,0,0,9,3,3,0,0,6,0,3,0,0,3,0,3,0,0,3,13,9,7,0,29,3,0,0,0,3,129,63,25,3,220
POA6383,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,8,0,8,34,3,5,0,42,22,11,3,0,36,16,4,0,0,20,15,9,3,0,27,11,6,3,3,23,12,14,0,0,26,16,6,0,0,22,4,6,0,0,10,5,4,0,0,9,3,3,0,0,6,6,3,0,0,9,15,17,6,0,38,6,3,4,0,13,168,89,35,3,295
POA6386,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,7,5,0,0,0,5,3,3,0,0,6,3,4,0,0,7,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,15,0,0,18,3,0,0,0,3,30,35,3,0,68
POA6390,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,3,14,3,8,0,25,14,5,3,3,25,9,3,4,0,16,6,3,7,0,16,14,17,0,0,31,23,10,4,0,37,20,18,3,0,41,20,46,0,0,66,23,20,0,3,46,8,11,0,0,19,8,17,0,0,25,23,50,9,0,82,3,3,4,0,10,188,206,48,6,448
POA6391,5,0,0,0,5,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,18,3,3,0,24,14,6,8,0,28,20,16,0,0,36,4,7,3,0,14,19,10,3,0,32,13,21,0,0,34,17,5,3,0,25,6,7,0,0,13,6,4,0,0,10,3,3,0,0,6,4,0,0,0,4,12,15,3,0,30,4,0,0,0,4,148,97,26,0,271
POA6392,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,16,10,10,3,0,23,12,5,0,0,17,0,11,3,0,14,8,5,0,0,13,7,4,0,0,11,4,4,0,0,8,4,0,0,0,4,4,3,0,0,7,0,0,0,0,0,6,5,0,0,11,4,4,6,0,14,0,0,3,0,3,72,60,15,0,147
POA6393,3,4,0,0,7,4,0,0,0,4,0,3,0,0,3,0,0,4,0,4,10,3,0,0,13,13,4,0,0,17,5,9,0,0,14,6,4,0,0,10,5,4,0,0,9,3,3,0,0,6,4,0,0,0,4,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,6,4,0,0,10,62,48,7,0,117
POA6394,0,0,0,0,0,7,0,0,0,7,0,0,3,0,3,0,3,0,0,3,12,7,0,0,19,5,3,0,0,8,9,6,0,0,15,5,3,3,0,11,3,10,0,0,13,4,6,3,0,13,5,3,0,0,8,0,5,0,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,56,56,9,0,121
POA6395,0,0,0,0,0,4,3,0,0,7,0,0,3,0,3,3,0,5,0,8,29,6,14,0,49,24,9,15,0,48,21,15,4,3,43,12,25,0,0,37,21,27,0,0,48,28,14,0,0,42,22,8,3,3,36,5,11,0,0,16,7,5,0,3,15,3,3,0,0,6,4,4,0,0,8,13,30,9,0,52,6,3,0,3,12,202,163,53,12,430
POA6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,6,5,3,0,0,8,6,8,0,0,14,7,3,5,0,15,0,9,0,0,9,3,3,0,0,6,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,0,9,4,0,13,0,0,3,0,3,34,47,12,0,93
POA6397,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,5,3,0,0,8,3,4,0,0,7,3,4,3,0,10,4,8,0,0,12,3,3,0,0,6,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,0,0,35,32,6,0,73
POA6398,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,4,0,0,0,4,23,4,7,0,34,15,3,4,0,22,11,3,0,0,14,6,6,3,0,15,9,4,0,0,13,3,12,0,0,15,3,6,0,0,9,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,6,0,0,12,3,0,0,0,3,92,47,17,0,156
POA6401,13,0,3,3,19,15,8,7,3,33,4,3,16,0,23,9,5,30,0,44,136,17,62,4,219,78,28,44,3,153,71,47,38,3,159,47,67,29,6,149,55,48,17,3,123,85,113,24,3,225,89,89,9,3,190,47,72,3,0,122,32,55,0,0,87,10,19,0,0,29,12,22,3,0,37,82,132,30,0,244,20,12,17,0,49,805,737,332,31,1905
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,3,3,0,0,6,9,3,3,0,15,0,3,0,0,3,0,0,0,0,0,4,3,3,0,10,4,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,23,24,9,0,56
POA6405,3,0,3,0,6,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,7,0,0,0,7,4,6,0,0,10,0,6,0,0,6,3,4,3,0,10,3,3,0,0,6,9,0,0,0,9,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,11,0,0,11,0,0,0,0,0,39,36,9,0,84
POA6407,0,3,0,0,3,4,0,0,0,4,0,0,3,0,3,0,0,3,3,6,24,0,3,0,27,12,5,6,0,23,18,8,0,0,26,6,10,3,0,19,13,7,3,0,23,14,18,3,0,35,12,7,0,0,19,9,6,0,0,15,0,7,0,0,7,0,3,0,0,3,3,6,0,0,9,9,26,3,0,38,0,0,0,0,0,124,106,27,3,260
POA6409,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,9,4,0,0,13,6,0,3,0,9,7,4,0,3,14,3,7,0,0,10,3,7,0,0,10,6,5,0,0,11,3,3,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,8,3,0,14,0,0,3,0,3,40,47,12,3,102
POA6410,3,3,0,0,6,6,0,3,0,9,0,0,4,0,4,6,3,5,0,14,31,0,8,0,39,13,11,12,0,36,11,18,3,0,32,14,13,3,0,30,6,16,3,0,25,18,16,0,0,34,13,8,0,0,21,8,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,29,0,3,47,0,6,0,0,6,147,126,41,3,317
POA6413,3,0,0,0,3,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,7,0,0,0,0,0,3,0,0,0,3,3,4,0,0,7,3,0,0,0,3,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,0,0,10,3,0,0,0,3,34,20,3,0,57
POA6415,4,0,3,0,7,4,0,0,0,4,0,0,5,0,5,0,0,7,0,7,37,10,22,3,72,21,12,15,0,48,24,21,6,0,51,24,18,8,5,55,26,22,4,5,57,43,54,0,0,97,31,41,4,0,76,24,31,3,0,58,15,23,0,0,38,3,4,0,0,7,8,3,0,0,11,30,53,9,0,92,11,6,7,0,24,305,298,93,13,709
POA6418,3,0,0,0,3,4,0,3,0,7,0,0,0,0,0,0,3,3,0,6,22,0,3,0,25,11,5,3,0,19,8,5,3,0,16,6,5,3,0,14,11,3,3,0,17,14,5,3,0,22,10,9,0,0,19,6,4,0,0,10,0,6,0,0,6,0,0,0,0,0,3,6,0,0,9,12,16,0,0,28,3,0,3,0,6,113,67,27,0,207
POA6421,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,3,0,0,7,5,4,0,0,9,0,5,0,0,5,0,3,3,0,6,4,3,0,0,7,4,5,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,3,0,0,6,29,32,3,3,67
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,3,0,0,0,3,9,0,0,0,9,0,4,0,0,4,3,3,0,0,6,5,5,0,0,10,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,8,0,0,14,0,0,0,0,0,36,27,3,0,66
POA6425,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,3,0,0,3,0,0,0,0,0,5,6,0,0,11,0,0,0,0,0,6,0,0,0,6,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,11,0,0,0,0,0,25,25,0,0,50
POA6426,7,0,0,0,7,3,3,3,0,9,0,0,0,0,0,0,0,4,0,4,16,4,5,0,25,4,4,6,0,14,7,4,4,0,15,6,8,0,0,14,7,4,5,0,16,13,19,3,0,35,16,3,3,0,22,8,22,3,0,33,8,9,3,0,20,0,3,0,0,3,4,4,0,0,8,5,28,3,0,36,0,4,0,0,4,104,119,42,0,265
POA6429,3,0,0,0,3,3,0,3,0,6,0,0,8,0,8,0,0,12,0,12,11,0,9,0,20,9,5,7,3,24,9,7,3,0,19,6,7,3,0,16,8,6,6,0,20,16,18,5,0,39,13,6,0,0,19,12,12,3,0,27,6,11,0,0,17,0,3,0,0,3,3,3,0,0,6,13,14,4,0,31,0,5,4,0,9,112,97,67,3,279
POA6430,12,7,9,0,28,14,6,17,3,40,5,4,34,0,43,10,4,39,0,53,87,15,71,0,173,69,27,89,3,188,78,29,43,9,159,67,79,66,9,221,99,128,65,10,302,186,363,61,12,622,267,284,36,15,602,258,578,37,7,880,281,373,13,4,671,143,162,3,4,312,159,227,6,4,396,211,414,51,3,679,49,37,43,0,129,1995,2737,683,83,5498
POA6431,0,0,0,0,0,4,4,7,0,15,0,0,4,3,7,3,0,7,3,13,4,13,13,0,30,4,17,8,0,29,3,10,0,0,13,3,7,3,0,13,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,3,3,0,6,27,57,51,9,144
POA6432,6,0,6,0,12,4,8,8,0,20,3,3,10,0,16,9,4,23,0,36,51,11,36,0,98,14,8,45,3,70,29,16,43,0,88,47,23,29,0,99,48,41,15,7,111,85,141,23,6,255,86,97,4,6,193,59,136,21,0,216,72,85,5,0,162,25,41,3,5,74,22,47,0,0,69,68,126,26,0,220,23,23,22,5,73,651,810,319,32,1812
POA6434,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,4,4,3,0,11,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,16,0,31
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,7,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,11,0,0,0,0,0,12,11,6,3,32
POA6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,3,0,0,0,3,3,5,0,0,8,5,10,0,0,15,13,13,0,0,26,5,33,0,0,38,5,13,0,0,18,3,3,0,0,6,0,0,0,0,0,3,13,3,0,19,0,3,0,0,3,43,96,3,0,142
POA6438,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,3,3,9,10,3,3,0,16,0,0,3,0,3,3,3,3,0,9,3,0,3,0,6,4,10,3,0,17,9,8,0,0,17,3,3,3,0,9,7,4,0,0,11,4,4,0,0,8,3,0,0,0,3,4,10,3,0,17,4,4,4,0,12,57,49,34,3,143
POA6440,0,0,0,0,0,3,0,0,0,3,0,0,5,0,5,3,0,3,0,6,6,8,4,0,18,5,4,3,0,12,6,3,5,0,14,3,3,3,0,9,3,3,3,0,9,7,3,0,0,10,4,3,3,0,10,0,3,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,7,0,0,11,3,0,3,0,6,50,40,32,0,122
POA6442,3,0,3,0,6,0,5,4,0,9,0,0,0,0,0,0,3,7,0,10,12,0,23,0,35,10,4,6,0,20,5,3,6,0,14,6,8,5,0,19,16,11,3,0,30,23,48,7,0,78,22,26,5,0,53,42,105,0,0,147,23,44,5,0,72,11,17,0,0,28,18,24,0,0,42,18,51,6,0,75,4,9,5,0,18,213,358,85,0,656
POA6443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,14,10,4,10,0,24,0,0,6,0,6,8,3,0,0,11,3,3,8,0,14,11,3,0,0,14,13,10,3,3,29,13,6,0,0,19,10,19,0,0,29,8,6,0,0,14,3,3,0,0,6,0,3,0,0,3,10,8,3,0,21,6,5,8,0,19,98,73,49,3,223
POA6445,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,4,0,0,9,3,3,0,0,6,3,0,3,0,6,0,3,0,0,3,0,3,0,0,3,0,5,0,0,5,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,3,0,45
POA6447,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,0,0,3,0,3,4,5,0,0,9,5,8,3,0,16,8,3,0,0,11,3,13,0,0,16,3,5,0,0,8,3,6,0,0,9,3,8,0,0,11,0,0,0,0,0,0,6,0,0,6,4,9,3,0,16,4,0,0,0,4,41,69,12,0,122
POA6448,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,4,3,0,12,6,3,3,0,12,3,3,3,0,9,6,3,0,0,9,4,4,0,0,8,5,6,0,0,11,5,3,0,0,8,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,11,3,3,3,0,9,46,40,15,0,101
POA6450,18,8,4,0,30,15,7,10,0,32,10,3,16,3,32,13,6,38,0,57,152,29,98,3,282,122,49,87,4,262,133,71,33,7,244,81,110,33,6,230,112,149,23,0,284,172,230,30,3,435,156,171,13,6,346,65,136,8,0,209,72,84,8,0,164,20,37,3,0,60,26,36,0,0,62,135,233,50,3,421,28,31,17,3,79,1330,1390,471,38,3229
POA6460,3,0,3,0,6,3,0,0,0,3,0,3,4,0,7,5,0,0,0,5,24,6,5,0,35,15,7,4,0,26,20,7,0,0,27,4,6,4,0,14,17,9,0,0,26,11,21,0,0,32,8,9,0,0,17,3,11,0,0,14,5,5,0,0,10,0,0,0,0,0,0,3,0,0,3,16,21,4,0,41,3,0,3,0,6,137,108,27,0,272
POA6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,0,9,0,21,12,6,0,0,18,5,5,0,0,10,3,0,0,0,3,3,5,0,0,8,8,3,0,0,11,3,4,3,0,10,3,0,0,0,3,0,4,0,0,4,0,0,0,0,0,3,0,0,0,3,3,7,0,0,10,3,3,0,0,6,61,37,12,0,110
POA6462,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,6,4,0,0,10,4,3,3,0,10,0,11,0,0,11,11,5,0,0,16,6,0,0,0,6,4,5,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,3,3,0,0,6,45,43,3,0,91
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,3,3,0,0,6,3,3,0,0,6,3,3,0,0,6,3,5,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,6,3,7,0,0,10,0,0,0,0,0,24,28,3,0,55
POA6472,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,7,3,5,0,0,8,0,0,0,0,0,4,5,0,0,9,6,0,0,0,6,8,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,28,21,6,0,55
POA6475,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,3,3,3,0,9,14,3,3,0,20,7,3,3,0,13,8,4,3,0,15,4,4,0,0,8,3,3,0,0,6,3,4,3,0,10,4,3,0,0,7,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,8,0,0,14,0,0,0,0,0,55,49,15,0,119
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11,5,4,0,0,9,5,4,0,0,9,9,7,0,0,16,0,7,0,0,7,3,6,0,0,9,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,0,0,0,0,0,39,35,3,0,77
POA6479,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,18,0,3,0,21,10,7,0,0,17,3,3,3,0,9,3,5,0,0,8,6,3,0,0,9,12,11,0,0,23,7,5,0,0,12,6,5,0,0,11,5,3,0,0,8,4,0,0,0,4,6,0,0,0,6,3,8,0,0,11,3,3,0,0,6,89,56,9,0,154
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,9,0,0,16
POA6485,3,0,3,0,6,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,16,5,4,0,25,9,3,0,0,12,3,5,4,3,15,4,7,0,0,11,0,5,0,0,5,9,5,3,0,17,6,0,0,0,6,3,3,0,0,6,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,7,8,0,0,15,0,0,0,0,0,63,47,17,3,130
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,7,3,3,0,13,5,3,4,0,12,6,5,0,0,11,5,3,0,0,8,4,3,0,0,7,12,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,7,0,0,13,4,3,0,0,7,54,33,11,0,98
POA6490,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,3,0,0,9,4,0,0,0,4,8,0,4,0,12,0,3,4,0,7,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,6,0,7,0,0,7,0,0,0,0,0,27,25,8,0,60
POA6501,3,0,0,0,3,6,0,0,0,6,4,0,0,0,4,0,0,3,0,3,17,3,3,0,23,5,5,3,0,13,13,3,3,0,19,10,12,0,0,22,5,16,3,0,24,15,29,3,0,47,19,10,0,0,29,13,15,3,0,31,3,13,0,0,16,0,3,0,0,3,4,3,0,0,7,8,27,3,0,38,0,3,3,0,6,125,142,27,0,294
POA6502,3,0,3,0,6,8,0,0,0,8,0,0,3,0,3,0,0,7,0,7,20,0,3,0,23,22,3,9,0,34,21,5,3,0,29,0,11,0,0,11,9,10,0,0,19,14,16,0,0,30,14,13,0,0,27,6,8,3,0,17,3,7,0,0,10,0,5,0,0,5,3,3,0,0,6,19,21,7,0,47,5,0,3,0,8,147,102,41,0,290
POA6503,3,0,3,0,6,7,4,0,0,11,0,3,3,0,6,3,3,3,0,9,30,3,11,0,44,34,11,9,0,54,32,8,3,0,43,18,22,4,0,44,22,28,3,0,53,28,48,3,3,82,23,24,0,0,47,6,21,0,0,27,8,15,0,0,23,3,3,0,0,6,11,3,0,0,14,20,48,8,0,76,10,0,3,0,13,258,244,53,3,558
POA6505,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,3,0,0,7,8,3,0,0,11,3,3,0,0,6,3,3,0,0,6,10,5,0,0,15,4,0,0,0,4,0,0,0,0,0,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,0,3,0,0,3,45,31,0,0,76
POA6507,3,0,0,0,3,3,0,0,0,3,0,0,3,0,3,3,0,0,0,3,4,0,0,0,4,6,3,0,0,9,4,5,0,0,9,3,6,0,0,9,3,0,0,0,3,16,9,3,0,28,6,6,0,0,12,5,4,0,0,9,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,8,10,0,0,18,3,0,0,0,3,73,46,6,0,125
POA6509,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,6,0,0,0,6,3,3,0,3,9,0,3,0,0,3,3,8,0,0,11,3,5,0,0,8,7,5,0,0,12,0,0,0,0,0,3,3,0,0,6,0,4,0,0,4,3,0,0,0,3,0,9,0,0,9,3,0,0,0,3,37,40,3,3,83
