region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,4,0,3,0,7,3,3,4,0,10,0,0,4,0,4,5,0,12,0,17,44,4,14,3,65,36,12,16,0,64,36,23,14,0,73,33,22,15,0,70,37,48,17,3,105,56,92,14,0,162,54,81,3,3,141,54,130,9,0,193,38,77,4,0,119,13,34,0,0,47,14,44,3,0,61,52,125,15,0,192,10,8,6,0,24,489,703,153,9,1354
POA6082,6,0,3,0,9,3,3,0,0,6,0,0,0,0,0,3,0,13,0,16,43,5,19,0,67,27,10,11,0,48,24,12,16,0,52,26,19,13,3,61,24,34,7,0,65,38,73,17,0,128,33,58,4,0,95,34,44,5,0,83,19,42,0,0,61,9,17,0,0,26,9,23,0,0,32,40,73,9,0,122,5,6,7,0,18,343,419,124,3,889
POA6083,7,4,3,0,14,7,0,0,0,7,0,0,5,0,5,5,0,3,0,8,52,5,7,0,64,28,7,10,0,45,35,18,4,0,57,28,17,9,0,54,24,21,6,3,54,34,54,7,0,95,55,62,3,0,120,41,76,3,0,120,27,47,0,3,77,9,19,0,0,28,28,27,0,3,58,45,112,5,0,162,11,4,4,0,19,436,473,69,9,987
POA6084,10,3,0,0,13,12,0,4,0,16,0,0,7,0,7,9,0,22,0,31,83,13,31,0,127,62,19,27,3,111,68,21,23,3,115,43,53,21,3,120,48,60,13,0,121,87,134,17,0,238,75,120,3,0,198,68,132,4,3,207,44,73,5,0,122,15,25,0,0,40,17,38,0,0,55,82,183,17,0,282,17,10,5,0,32,740,884,199,12,1835
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,29,3,4,15,51,16,6,8,4,34,0,8,4,6,18,13,5,8,0,26,113,24,36,4,177,89,40,40,15,184,109,60,25,11,205,97,55,54,15,221,112,66,30,16,224,181,155,43,21,400,187,130,21,18,356,191,190,27,9,417,163,110,10,5,288,94,67,4,0,165,118,106,4,0,228,132,129,37,4,302,26,11,15,9,61,1670,1165,370,152,3357
POA6101,26,8,9,19,62,12,13,11,6,42,4,4,23,3,34,12,10,31,4,57,103,18,83,14,218,106,50,77,19,252,108,57,55,19,239,93,71,59,16,239,102,90,47,13,252,150,168,43,16,377,208,158,24,22,412,161,240,29,6,436,156,137,8,5,306,78,71,4,0,153,112,81,0,5,198,137,166,57,4,364,25,10,12,3,50,1593,1352,572,174,3691
POA6102,28,7,7,23,65,22,8,19,7,56,11,7,21,3,42,27,6,38,7,78,131,38,53,15,237,116,44,62,21,243,111,46,37,30,224,81,66,38,27,212,61,69,17,13,160,111,114,23,18,266,119,95,17,15,246,62,85,24,10,181,59,52,4,4,119,15,27,0,3,45,31,43,0,0,74,74,121,35,4,234,22,16,15,4,57,1081,844,410,204,2539
POA6103,13,6,0,3,22,10,3,12,4,29,7,0,12,3,22,4,8,23,0,35,94,18,49,6,167,49,22,43,6,120,48,46,30,8,132,40,42,33,9,124,53,47,26,7,133,98,93,22,19,232,119,88,13,11,231,68,105,11,11,195,74,71,4,4,153,36,30,0,0,66,72,38,4,0,114,67,72,38,0,177,18,7,11,5,41,870,696,331,96,1993
POA6104,12,11,5,0,28,28,8,6,3,45,4,4,21,0,29,18,5,24,0,47,148,23,94,0,265,91,42,75,5,213,91,50,48,12,201,69,71,53,6,199,75,92,42,12,221,158,198,61,20,437,166,170,24,19,379,129,180,26,8,343,87,101,5,5,198,41,41,4,0,86,77,64,3,3,147,136,176,55,8,375,34,24,22,0,80,1364,1260,568,101,3293
POA6105,16,18,15,3,52,26,6,9,3,44,7,6,25,0,38,7,5,47,6,65,221,42,103,4,370,132,55,88,6,281,121,57,48,8,234,74,131,74,13,292,102,129,41,13,285,137,228,65,12,442,153,177,24,10,364,89,164,24,3,280,84,77,9,3,173,27,36,0,4,67,29,47,0,0,76,97,202,70,8,377,27,25,28,6,86,1349,1405,670,102,3526
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
POA6107,64,37,24,18,143,60,28,28,13,129,16,15,48,7,86,28,31,70,8,137,403,83,192,22,700,330,193,187,29,739,272,215,153,36,676,223,330,175,46,774,280,369,95,37,781,440,664,133,49,1286,442,532,83,44,1101,241,465,59,18,783,171,242,14,15,442,78,110,11,9,208,78,156,9,3,246,260,559,134,6,959,58,57,49,8,172,3444,4086,1464,368,9362
POA6108,33,10,12,6,61,25,14,17,3,59,6,3,30,3,42,15,12,40,3,70,272,55,148,7,482,241,99,116,11,467,216,135,86,8,445,162,180,94,14,450,176,279,62,8,525,307,493,108,18,926,321,486,59,19,885,151,321,35,6,513,101,203,13,8,325,40,104,4,4,152,24,98,9,0,131,153,510,100,3,766,44,42,34,3,123,2287,3044,967,124,6422
POA6109,7,6,12,0,25,26,11,10,0,47,6,10,25,0,41,7,8,42,0,57,147,25,87,7,266,111,63,65,8,247,96,75,55,3,229,84,111,65,4,264,81,148,44,3,276,115,180,40,11,346,113,146,21,3,283,48,79,12,3,142,32,48,8,3,91,8,14,0,4,26,12,34,3,0,49,73,158,56,3,290,27,23,14,4,68,993,1139,559,56,2747
POA6110,28,16,25,3,72,44,31,26,3,104,15,8,55,0,78,22,19,123,0,164,419,66,254,13,752,315,126,245,14,700,259,212,174,12,657,225,334,174,11,744,233,359,124,15,731,410,750,152,21,1333,406,608,61,25,1100,204,535,37,10,786,142,277,27,11,457,65,118,11,3,197,55,138,4,3,200,286,593,159,10,1048,71,66,51,8,196,3199,4256,1702,162,9319
POA6111,21,7,12,0,40,22,12,23,4,61,4,6,30,0,40,13,5,83,4,105,307,32,167,4,510,243,84,133,10,470,231,96,103,5,435,185,186,112,10,493,187,179,82,16,464,296,413,99,9,817,268,331,48,12,659,176,354,36,3,569,116,227,15,5,363,40,88,3,0,131,44,127,6,4,181,161,463,83,4,711,35,46,24,5,110,2349,2656,1059,95,6159
POA6112,31,18,30,3,82,54,27,32,3,116,8,7,65,0,80,25,15,145,3,188,462,62,348,10,882,316,162,306,14,798,325,222,200,17,764,236,415,192,16,859,284,425,142,21,872,513,843,156,19,1531,557,603,66,33,1259,310,556,56,6,928,213,353,7,7,580,76,166,4,7,253,81,204,7,3,295,336,696,182,5,1219,85,44,69,3,201,3912,4818,2007,170,10907
POA6121,3,3,0,0,6,5,3,3,0,11,4,0,3,0,7,3,0,7,0,10,22,4,15,0,41,18,3,3,3,27,27,8,3,0,38,15,21,5,0,41,18,26,3,4,51,29,60,8,0,97,30,55,0,0,85,22,56,3,0,81,20,31,3,0,54,8,21,3,0,32,16,34,0,0,50,29,91,7,0,127,6,8,3,0,17,275,424,69,7,775
POA6122,9,6,3,0,18,17,3,5,0,25,4,0,11,0,15,7,0,23,0,30,97,13,49,3,162,66,24,40,0,130,52,36,35,0,123,54,76,27,3,160,60,101,30,0,191,114,265,26,7,412,159,182,14,4,359,91,183,13,0,287,54,100,5,5,164,19,45,0,0,64,20,61,0,0,81,86,246,27,0,359,13,17,6,3,39,922,1358,314,25,2619
POA6123,4,0,0,0,4,0,0,3,0,3,0,0,0,0,0,3,0,5,0,8,21,0,7,0,28,17,5,8,0,30,13,7,10,0,30,10,11,7,0,28,8,22,4,0,34,10,40,7,0,57,12,34,3,0,49,6,15,0,0,21,6,20,0,0,26,7,4,3,0,14,5,4,0,0,9,17,44,8,0,69,3,0,3,0,6,142,206,68,0,416
POA6124,0,3,3,0,6,4,0,0,0,4,0,0,3,0,3,0,0,5,0,5,13,3,4,0,20,11,3,3,0,17,12,6,0,0,18,0,9,6,0,15,5,6,0,0,11,18,15,3,0,36,14,14,3,0,31,17,16,3,0,36,5,15,0,0,20,0,11,0,0,11,3,3,0,0,6,21,29,4,0,54,3,3,0,0,6,126,136,37,0,299
POA6125,4,0,3,0,7,13,4,0,0,17,3,0,0,0,3,3,0,9,0,12,46,4,9,0,59,51,9,12,0,72,28,11,7,0,46,21,20,5,0,46,24,32,4,0,60,28,48,5,0,81,32,35,4,0,71,26,53,4,0,83,13,39,0,0,52,3,6,0,0,9,11,14,0,0,25,33,87,3,0,123,8,5,3,0,16,347,367,68,0,782
POA6126,3,0,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,3,0,3,3,3,3,0,9,0,0,0,0,0,4,0,0,0,4,3,0,3,0,6,5,4,0,0,9,4,5,0,0,9,8,3,0,0,11,3,3,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,39,22,12,3,76
POA6147,27,10,16,3,56,21,21,11,3,56,0,6,18,0,24,9,7,40,6,62,195,47,92,3,337,131,84,86,16,317,120,94,95,11,320,114,153,97,14,378,91,172,68,11,342,159,315,74,21,569,182,237,39,9,467,113,180,26,5,324,53,105,10,4,172,13,65,6,0,84,29,52,3,6,90,92,242,72,5,411,24,25,25,0,74,1373,1815,778,117,4083
POA6148,19,4,14,3,40,36,9,12,3,60,5,6,15,0,26,15,4,26,0,45,177,21,60,5,263,189,48,70,23,330,189,58,71,7,325,110,102,69,15,296,110,131,54,11,306,175,303,86,11,575,176,234,26,7,443,145,347,37,5,534,100,253,7,7,367,44,126,3,4,177,77,240,5,3,325,128,356,62,0,546,19,18,4,3,44,1714,2260,621,107,4702
POA6149,24,6,12,0,42,27,8,15,5,55,3,4,8,0,15,7,5,19,0,31,175,21,37,5,238,168,31,54,12,265,175,46,46,4,271,119,84,62,7,272,120,106,60,4,290,192,301,75,9,577,192,306,40,12,550,176,536,51,5,768,147,337,23,5,512,63,236,6,4,309,74,342,3,3,422,109,461,64,3,637,18,17,6,5,46,1789,2847,581,83,5300
POA6150,22,7,9,7,45,24,4,15,3,46,7,3,7,3,20,14,8,9,4,35,130,20,22,10,182,121,32,24,8,185,120,37,32,3,192,79,61,33,15,188,87,73,20,3,183,107,158,41,9,315,110,179,21,13,323,105,327,25,3,460,79,241,17,3,340,41,152,7,0,200,49,246,5,0,300,67,344,33,3,447,23,6,3,3,35,1185,1898,323,90,3496
POA6151,26,8,16,4,54,8,4,8,7,27,3,3,14,3,23,9,3,20,6,38,72,5,34,6,117,84,28,47,15,174,122,20,38,14,194,91,44,45,7,187,103,39,31,15,188,200,108,59,24,391,230,119,25,13,387,237,349,44,13,643,176,248,13,8,445,117,119,6,4,246,222,300,4,0,526,180,238,31,4,453,23,6,4,0,33,1903,1641,439,143,4126
POA6152,26,10,23,20,79,26,10,19,10,65,3,5,24,10,42,14,3,43,18,78,173,24,97,26,320,168,48,88,34,338,165,62,71,35,333,135,94,80,30,339,190,92,62,33,377,264,171,89,45,569,315,200,34,26,575,254,425,64,10,753,255,271,22,11,559,123,161,7,3,294,206,309,10,3,528,204,347,86,4,641,34,15,25,3,77,2555,2247,844,321,5967
POA6153,27,14,20,8,69,19,9,17,5,50,3,3,14,3,23,5,6,26,4,41,136,13,54,12,215,138,23,56,13,230,189,48,48,7,292,135,56,71,13,275,121,68,56,15,260,211,165,75,13,464,224,193,23,15,455,214,443,64,7,728,189,285,21,10,505,92,159,6,4,261,264,454,7,6,731,165,380,57,4,606,26,20,12,0,58,2158,2339,627,139,5263
POA6154,4,5,4,5,18,21,4,5,0,30,3,0,3,0,6,3,4,10,4,21,91,9,29,3,132,101,25,38,7,171,109,30,40,4,183,63,41,36,7,147,77,49,31,3,160,84,122,45,6,257,85,116,19,9,229,76,227,13,3,319,80,169,10,0,259,29,80,7,0,116,62,150,4,0,216,89,182,29,0,300,19,13,5,0,37,996,1226,328,51,2601
POA6155,76,43,43,14,176,56,41,44,9,150,16,17,32,5,70,25,21,63,5,114,314,75,116,9,514,296,117,137,18,568,316,200,130,20,666,257,334,155,33,779,258,422,120,23,823,471,1032,184,24,1711,500,934,119,23,1576,365,1321,91,25,1802,342,850,38,12,1242,140,397,11,3,551,131,558,15,9,713,308,1068,146,4,1526,59,65,17,0,141,3930,7495,1461,236,13122
POA6156,18,12,9,0,39,29,5,4,0,38,0,3,16,0,19,12,3,40,3,58,145,11,77,9,242,128,26,83,10,247,162,42,72,5,281,84,69,56,5,214,89,87,51,6,233,146,225,55,7,433,174,185,24,6,389,132,359,44,0,535,142,263,16,4,425,55,123,4,0,182,111,224,4,0,339,126,329,78,5,538,31,14,14,0,59,1584,1980,647,60,4271
POA6157,15,4,14,0,33,10,4,16,3,33,3,0,5,0,8,8,0,12,0,20,132,12,63,0,207,88,22,70,11,191,122,31,58,3,214,79,47,54,3,183,93,63,52,5,213,132,152,69,10,363,170,153,26,5,354,163,259,46,5,473,128,182,5,4,319,54,96,0,0,150,107,127,3,3,240,123,204,60,7,394,23,8,10,4,45,1450,1364,563,63,3440
POA6158,4,3,3,0,10,14,3,4,0,21,0,0,7,3,10,3,0,9,0,12,51,9,16,0,76,45,7,19,3,74,64,6,17,3,90,33,29,13,0,75,43,36,15,0,94,63,53,30,3,149,74,70,8,3,155,62,171,19,3,255,73,119,6,3,201,36,82,0,0,118,66,148,3,3,220,58,140,36,0,234,6,7,5,0,18,695,883,210,24,1812
POA6159,3,0,0,0,3,3,3,3,0,9,3,0,3,0,6,0,0,6,0,6,24,0,12,0,36,14,5,4,0,23,17,0,10,0,27,16,6,11,0,33,19,6,8,0,33,30,19,4,0,53,38,21,3,3,65,42,42,11,0,95,49,30,3,0,82,21,15,0,3,39,42,37,0,0,79,32,31,13,0,76,4,3,0,0,7,357,218,91,6,672
POA6160,7,3,3,3,16,14,0,7,0,21,0,0,9,0,9,11,3,12,0,26,61,10,24,3,98,51,7,36,3,97,59,15,19,10,103,44,15,26,3,88,47,17,21,3,88,90,57,33,9,189,102,48,12,3,165,98,102,21,3,224,100,86,9,0,195,52,35,0,3,90,84,62,0,3,149,103,82,31,3,219,17,8,0,0,25,940,550,263,49,1802
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,5,0,3,17
POA6162,13,5,9,0,27,31,8,12,3,54,3,3,19,0,25,5,0,28,0,33,138,14,59,3,214,93,36,57,5,191,75,33,46,4,158,65,63,49,6,183,57,48,35,3,143,98,101,44,4,247,103,139,26,4,272,97,177,21,3,298,86,129,9,4,228,40,44,3,3,90,75,93,0,3,171,113,187,55,0,355,21,11,10,3,45,1113,1091,482,48,2734
POA6163,60,17,25,10,112,86,18,39,4,147,22,9,83,4,118,43,13,127,9,192,766,72,324,24,1186,484,157,293,44,978,433,186,229,22,870,276,327,239,25,867,312,388,153,22,875,475,764,220,35,1494,515,642,97,28,1282,348,707,96,11,1162,294,471,25,14,804,114,240,18,0,372,140,285,15,3,443,410,877,223,11,1521,91,72,61,4,228,4869,5245,2267,270,12651
POA6164,56,32,35,5,128,47,21,35,3,106,14,9,60,0,83,21,14,94,3,132,296,71,226,10,603,225,110,191,17,543,231,186,177,21,615,198,370,201,21,790,269,481,143,22,915,507,1145,170,39,1861,731,1038,89,32,1890,473,1116,64,17,1670,391,650,26,19,1086,182,272,10,6,470,172,389,9,6,576,382,1012,158,9,1561,52,65,45,6,168,4247,6981,1733,236,13197
POA6165,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,6,0,0,0,6,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11,0,26
POA6166,12,10,0,0,22,19,0,6,3,28,0,5,0,0,5,10,0,13,0,23,120,7,28,4,159,81,22,31,3,137,87,22,21,3,133,45,46,26,5,122,74,72,27,4,177,86,150,26,3,265,93,137,11,4,245,54,178,15,0,247,66,131,4,0,201,14,65,3,0,82,34,91,0,0,125,63,213,40,0,316,26,20,6,0,52,884,1169,257,29,2339
POA6167,24,15,19,0,58,31,6,18,0,55,7,9,34,0,50,11,4,83,6,104,287,38,220,7,552,200,101,184,9,494,183,122,123,5,433,117,247,104,16,484,137,250,72,8,467,289,451,102,17,859,260,294,31,14,599,124,264,29,5,422,90,125,3,4,222,28,51,8,4,91,25,59,0,0,84,196,429,96,9,730,48,32,45,0,125,2057,2497,1171,104,5829
POA6168,35,5,17,3,60,46,6,19,0,71,10,3,45,0,58,24,9,73,4,110,509,39,199,8,755,358,70,167,16,611,282,113,128,8,531,148,161,104,18,431,185,183,77,10,455,317,347,100,15,779,238,247,37,8,530,167,255,27,3,452,90,124,13,3,230,35,64,4,0,103,31,79,3,0,113,253,402,93,8,756,83,23,36,6,148,2811,2130,1142,110,6193
POA6169,36,15,22,0,73,53,15,21,3,92,13,3,64,0,80,34,10,98,7,149,502,35,303,10,850,402,80,290,11,783,354,130,148,9,641,215,272,181,14,682,246,299,120,10,675,404,659,143,11,1217,337,480,53,12,882,274,538,46,6,864,178,353,17,4,552,68,150,3,5,226,63,186,4,0,253,397,763,147,4,1311,73,41,55,3,172,3649,4029,1715,109,9502
POA6170,3,3,3,3,12,3,0,5,3,11,0,0,17,0,17,4,0,28,0,32,45,6,50,3,104,42,23,41,3,109,40,39,26,3,108,31,62,25,3,121,49,70,20,0,139,83,143,25,3,254,91,137,14,3,245,48,107,13,0,168,39,68,0,3,110,9,26,0,0,35,14,25,0,0,39,57,160,27,0,244,6,18,7,0,31,564,887,301,27,1779
POA6171,15,10,10,0,35,16,11,9,0,36,7,0,15,0,22,10,11,25,0,46,91,12,59,3,165,116,15,57,3,191,89,46,39,0,174,74,109,47,3,233,91,160,43,3,297,177,412,44,9,642,268,370,13,4,655,194,419,8,3,624,114,246,8,3,371,59,100,0,0,159,40,116,3,0,159,178,371,36,4,589,19,24,7,0,50,1558,2432,423,35,4448
POA6172,16,3,8,3,30,9,4,0,0,13,3,3,18,0,24,8,3,47,0,58,105,21,99,0,225,87,27,82,0,196,81,57,59,7,204,67,115,58,3,243,76,162,43,3,284,144,335,40,4,523,124,231,23,3,381,87,294,27,0,408,72,184,6,3,265,34,73,3,0,110,16,93,3,3,115,134,422,36,3,595,30,22,12,0,64,1093,2049,564,32,3738
POA6173,9,4,7,0,20,7,3,7,0,17,0,0,5,0,5,5,4,14,0,23,46,5,44,3,98,47,15,42,3,107,40,25,27,3,95,41,57,31,3,132,30,90,18,0,138,78,271,31,3,383,80,253,14,3,350,92,311,11,0,414,78,227,0,0,305,30,84,0,0,114,25,105,0,3,133,81,376,24,0,481,9,11,8,3,31,698,1841,283,24,2846
POA6174,3,0,0,0,3,0,0,3,0,3,0,0,7,0,7,3,0,9,0,12,29,3,23,3,58,22,4,9,0,35,10,13,7,0,30,14,13,6,0,33,7,18,5,0,30,25,41,3,4,73,22,36,0,0,58,18,55,5,0,78,12,19,3,0,34,7,12,0,0,19,10,21,0,0,31,19,45,10,0,74,5,0,0,0,5,206,280,90,7,583
POA6175,3,3,3,0,9,6,0,9,0,15,0,0,3,0,3,0,0,7,0,7,26,4,17,0,47,21,4,17,0,42,19,15,9,3,46,22,18,12,0,52,20,27,4,0,51,26,69,8,0,103,25,53,0,3,81,21,85,3,0,109,18,45,4,0,67,8,24,0,0,32,7,22,0,0,29,29,77,8,0,114,3,3,3,3,12,254,449,107,9,819
POA6176,3,0,3,0,6,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,9,0,0,0,9,3,5,0,0,8,11,4,0,0,15,3,3,3,0,9,12,7,0,0,19,4,14,3,0,21,14,11,0,0,25,7,12,0,0,19,3,7,3,0,13,0,6,0,0,6,3,10,0,0,13,3,23,0,0,26,3,6,0,0,9,78,108,18,0,204
POA6180,6,3,3,0,12,5,0,3,0,8,3,0,4,0,7,3,3,5,0,11,49,5,16,0,70,32,11,13,0,56,26,16,11,0,53,14,23,10,0,47,20,45,6,0,71,38,66,6,0,110,57,74,7,0,138,37,76,8,0,121,16,29,5,0,50,3,20,0,0,23,3,18,0,0,21,39,103,12,0,154,3,3,0,0,6,354,495,109,0,958
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,0,0,4,3,3,4,0,10,4,0,5,0,9,3,4,3,0,10,5,10,0,0,15,6,5,0,0,11,5,12,0,0,17,3,9,0,0,12,0,3,0,0,3,3,6,0,0,9,6,17,0,0,23,0,4,0,0,4,43,77,12,0,132
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,4,0,0,0,4,4,0,3,0,7,0,0,3,0,3,3,0,0,0,3,20,3,3,0,26,10,3,3,0,16,15,6,0,3,24,7,6,3,0,16,6,8,3,0,17,7,28,3,0,38,18,20,0,0,38,9,15,0,0,24,6,10,0,0,16,3,3,0,0,6,3,9,0,0,12,16,23,0,0,39,3,3,3,0,9,134,137,24,3,298
POA6208,10,0,3,0,13,30,3,7,0,40,0,6,17,0,23,8,3,42,0,53,250,24,76,0,350,168,31,56,0,255,179,40,36,0,255,72,61,23,0,156,75,70,25,0,170,113,159,28,4,304,91,111,11,3,216,80,141,5,0,226,66,70,0,0,136,9,29,0,0,38,12,43,0,3,58,122,207,29,3,361,34,9,7,4,54,1319,1007,365,17,2708
POA6209,5,0,5,0,10,8,0,0,0,8,0,0,0,0,0,3,0,4,3,10,57,5,7,0,69,32,7,7,0,46,31,8,0,0,39,12,12,4,0,28,19,12,3,0,34,19,18,11,3,51,19,19,5,0,43,14,19,3,3,39,6,20,0,0,26,5,4,0,0,9,0,8,0,0,8,14,36,6,0,56,6,4,3,0,13,250,172,58,9,489
POA6210,100,18,42,3,163,136,19,58,6,219,29,6,126,0,161,78,23,195,10,306,1469,90,558,15,2132,1061,183,448,25,1717,960,220,300,25,1505,513,366,237,30,1146,461,424,143,15,1043,687,883,184,18,1772,503,672,81,16,1272,460,847,61,5,1373,313,460,27,5,805,100,196,12,0,308,179,219,8,7,413,706,1160,253,6,2125,193,79,87,9,368,7948,5865,2820,195,16828
POA6211,8,0,3,0,11,5,3,3,3,14,4,0,6,3,13,12,3,18,0,33,96,16,38,0,150,95,17,45,0,157,90,27,18,0,135,55,30,20,0,105,59,49,9,0,117,54,99,13,3,169,53,61,6,0,120,44,89,7,0,140,53,51,0,0,104,9,21,0,0,30,21,22,0,0,43,76,150,20,0,246,7,11,3,0,21,741,649,209,9,1608
POA6213,4,0,0,0,4,3,3,0,0,6,0,0,0,0,0,0,0,3,0,3,13,3,8,0,24,4,0,4,0,8,5,0,0,0,5,7,7,3,0,17,4,4,0,0,8,9,15,5,0,29,5,16,0,0,21,0,12,0,0,12,7,0,0,0,7,4,4,0,0,8,4,4,0,0,8,8,9,9,0,26,3,3,3,0,9,80,80,35,0,195
POA6214,4,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,4,0,4,3,4,5,0,12,3,3,0,0,6,0,3,3,0,6,3,3,0,0,6,0,0,0,0,0,8,3,0,0,11,3,4,0,0,7,3,8,0,0,11,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,6,10,3,0,19,0,0,0,0,0,38,45,15,0,98
POA6215,7,0,0,0,7,5,0,13,0,18,5,0,7,0,12,0,0,21,0,21,72,8,37,0,117,42,11,22,5,80,47,18,9,0,74,19,20,5,0,44,29,33,12,0,74,46,70,3,0,119,41,41,9,0,91,33,56,0,0,89,22,44,0,0,66,9,4,0,0,13,8,13,0,0,21,50,71,7,0,128,11,4,0,0,15,446,393,145,5,989
