POA_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
POA6107,34,130,92,56,30,32,4,0,388,62,270,203,58,20,0,0,0,616,325,1047,830,612,416,271,122,33,3653,100,240,140,97,102,87,48,9,829,5,47,35,28,31,14,6,3,173,36,175,89,42,42,18,5,3,406,15,40,64,29,37,27,10,0,222,203,793,430,216,108,62,16,4,1821,64,166,151,104,67,30,16,6,604,57,102,54,15,13,9,3,3,256,77,257,116,70,36,21,13,0,590,19,8,8,5,3,7,0,0,51,8,45,40,24,13,7,3,0,149,248,430,264,195,123,99,82,38,1483,1249,3742,2520,1560,1046,689,337,100,11249,48,185,84,48,34,17,0,0,419,24,137,77,22,3,8,0,0,279,55,186,87,46,25,14,14,8,428,18,48,28,6,5,0,0,0,105,21,41,22,9,11,3,0,0,100,146,584,350,179,158,83,35,7,1546,68,218,199,165,130,65,22,3,877,294,1062
POA6108,14,34,25,28,18,11,5,0,135,34,82,67,36,11,0,0,0,229,158,366,423,373,376,276,105,26,2100,48,96,81,84,93,77,36,4,517,4,20,23,26,13,8,0,0,85,17,49,37,32,27,17,3,0,174,3,26,17,29,36,11,12,3,133,44,185,160,125,102,70,27,3,715,34,74,65,55,33,35,16,0,314,29,31,16,13,10,10,4,0,111,22,57,35,39,23,16,8,3,202,6,0,3,0,6,6,4,0,24,4,9,15,14,13,5,6,0,72,93,115,93,122,87,70,57,26,657,497,1142,1054,982,843,601,272,64,5466,8,58,38,25,19,4,0,0,150,10,42,26,13,5,0,0,0,88,10,34,41,27,16,12,3,0,140,3,21,3,8,3,0,0,0,33,3,15,11,6,3,0,0,0,40,68,133,118,101,120,66,33,3,640,39,108,125,118,106,51,17,6,562,82,310
POA6109,4,16,9,12,3,5,0,0,55,19,43,24,15,3,3,0,0,108,69,219,246,168,148,99,52,14,1014,24,61,35,42,29,31,22,6,242,0,4,7,8,8,3,4,0,39,11,20,15,6,3,9,3,0,56,3,7,4,6,10,6,5,0,46,27,89,59,51,35,13,12,0,284,11,43,45,17,19,13,3,0,152,8,17,10,6,5,0,0,0,52,16,43,24,21,12,16,0,0,138,3,0,4,0,0,0,0,0,11,0,10,10,3,4,3,0,0,30,76,71,86,71,76,57,45,18,502,273,651,572,433,367,249,145,41,2723,8,36,19,10,8,3,0,0,85,7,20,13,7,3,0,0,0,41,13,30,23,5,6,3,3,0,84,0,5,0,0,0,0,0,0,12,3,4,10,3,3,0,0,0,25,33,99,61,32,41,39,6,0,317,7,50,29,27,27,11,10,0,164,61,133
POA6110,11,50,43,40,26,12,3,0,180,59,133,135,47,21,3,0,0,402,226,722,728,642,507,315,160,36,3326,102,206,162,150,128,85,63,18,918,12,36,32,34,29,12,3,0,160,19,67,63,47,45,16,8,3,267,3,35,40,42,42,36,12,3,204,76,302,299,175,110,51,27,13,1061,64,122,106,66,63,41,14,0,470,34,36,41,9,4,12,7,0,140,27,107,105,76,48,22,7,6,410,5,0,3,3,4,8,0,0,24,9,24,29,31,15,4,3,0,123,202,256,247,193,158,149,101,43,1348,862,2095,2040,1544,1203,752,412,120,9028,22,90,61,24,13,5,0,3,218,6,65,39,13,6,5,7,0,138,21,81,57,38,19,15,9,5,243,8,17,9,8,4,0,0,0,53,13,18,20,13,10,3,0,0,84,107,305,264,193,157,99,47,6,1181,63,184,220,176,128,64,25,5,867,168,591
POA6111,16,24,33,36,22,26,3,0,164,24,38,30,28,21,5,0,0,146,132,364,326,420,396,305,99,22,2073,55,124,102,94,91,70,35,12,588,11,28,39,29,21,12,6,0,141,9,19,40,34,46,18,11,3,186,4,17,37,26,52,33,7,3,181,33,94,115,90,85,81,23,3,523,32,57,41,65,53,33,13,3,298,32,26,16,21,22,13,5,0,129,18,36,33,28,33,24,4,0,173,0,3,3,3,3,0,6,0,20,0,7,9,26,17,9,6,0,75,100,132,162,127,125,99,62,38,834,472,984,1003,1017,977,725,269,82,5533,9,32,47,20,25,11,0,0,148,0,15,6,10,3,0,0,0,43,7,27,23,26,8,13,3,3,117,4,15,4,7,4,0,0,0,42,15,27,22,14,10,3,0,0,93,51,154,116,139,167,113,37,8,778,31,95,145,145,140,82,21,5,676,83,242
POA6112,15,80,63,55,42,17,5,3,279,53,240,199,54,25,9,0,0,584,375,1295,1148,848,617,386,175,29,4887,134,356,209,172,153,111,52,20,1202,16,67,60,44,36,23,14,3,260,15,144,121,97,55,22,8,0,466,9,68,69,58,57,32,21,5,320,132,531,455,226,121,70,25,0,1579,85,220,137,97,69,61,14,0,686,43,87,55,19,26,14,3,0,244,41,186,128,80,37,33,10,3,517,7,0,3,6,4,0,0,0,24,8,35,37,34,20,14,3,3,154,259,386,327,280,210,175,138,49,1826,1208,3701,3017,2072,1467,967,477,123,13027,28,173,91,44,34,12,3,0,380,16,92,58,20,12,0,0,0,202,29,113,83,56,26,12,11,6,342,15,38,23,12,0,3,0,0,88,13,49,36,14,7,3,3,0,136,163,660,401,271,223,96,45,11,1864,87,359,299,238,185,73,26,12,1282,296,1040
POA6121,0,3,0,4,0,3,0,0,17,3,0,0,5,0,0,0,0,5,41,29,57,95,72,44,4,0,340,9,15,11,17,17,11,0,0,75,0,0,7,4,3,3,3,0,18,0,3,10,10,5,0,0,0,26,0,3,0,4,3,3,0,0,10,3,7,9,21,3,4,0,0,54,0,6,7,6,4,0,0,0,22,3,0,0,0,0,0,0,0,11,0,0,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,12,11,8,8,13,15,9,10,3,76,85,73,113,188,126,75,18,3,682,0,0,4,3,4,0,0,0,16,0,0,0,3,0,0,0,0,5,0,0,8,3,0,0,0,0,12,0,4,0,3,0,0,0,0,8,7,0,3,3,0,0,0,0,16,6,9,23,23,17,8,0,0,94,3,14,16,24,15,6,0,0,79,15,19
POA6122,5,14,25,13,11,7,0,0,69,17,61,27,8,4,0,0,0,109,166,504,336,286,184,114,25,8,1623,64,147,88,53,38,41,9,0,442,5,23,16,15,12,7,3,0,91,3,27,24,24,21,3,3,0,105,3,24,29,20,17,8,3,0,103,27,134,102,72,37,23,4,0,389,22,58,44,25,20,8,3,0,181,13,12,9,6,9,4,0,0,61,11,67,35,31,11,8,3,0,159,0,0,0,0,0,0,0,0,0,3,14,12,15,4,0,0,0,51,88,129,88,81,39,20,17,12,478,419,1215,832,656,412,240,72,18,3863,11,42,25,10,9,0,0,0,102,0,16,7,4,4,0,0,0,34,3,20,14,12,7,4,3,3,72,7,14,3,0,3,0,0,0,28,6,27,16,10,4,0,0,0,58,57,185,117,91,71,39,13,4,571,27,126,102,60,52,14,6,0,401,110,298
POA6123,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,13,27,25,30,22,7,5,3,134,12,3,4,12,8,7,3,3,42,4,0,4,5,3,0,0,0,18,0,0,0,0,4,3,0,0,9,0,3,0,0,0,5,0,0,12,0,3,3,3,3,0,0,0,25,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,9,0,3,3,0,6,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,12,14,14,7,5,0,3,71,42,61,58,73,59,27,8,7,340,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,12,6,10,3,7,3,0,0,40,3,3,4,3,8,4,0,0,28,9,8
POA6124,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,11,19,23,36,19,12,13,0,124,6,6,9,7,6,3,3,0,32,0,0,0,3,3,0,0,0,11,0,3,0,3,3,0,0,0,11,0,0,0,0,0,4,0,0,9,0,4,5,0,0,6,0,0,22,0,0,3,5,0,0,0,0,14,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,4,6,15,12,7,3,0,49,21,46,49,81,53,32,14,3,300,0,4,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,7,0,5,6,10,10,8,3,0,47,0,3,7,7,3,7,0,0,36,0,10
POA6125,0,0,0,6,3,3,0,0,15,0,3,3,0,0,0,0,0,9,25,50,61,87,67,34,24,3,342,13,12,14,21,17,14,6,0,93,3,3,4,9,7,9,0,0,33,0,3,5,5,6,4,0,0,27,0,0,7,3,5,3,0,0,21,0,0,12,17,7,5,0,0,48,3,7,4,4,7,6,3,0,25,0,0,3,0,0,0,0,0,3,0,0,3,10,3,3,3,0,24,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,22,13,23,32,30,23,15,4,153,76,92,125,199,158,99,44,9,795,0,3,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,13,0,4,0,0,0,0,0,0,5,9,12,10,9,3,3,0,0,41,6,15,19,20,21,11,3,0,88,3,5,17,31,14,9,0,0,85,14,19
POA6126,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,5,11,3,12,0,0,30,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,80,104,74,36,13,7,0,340,17,92,122,92,51,31,11,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,14,0,0,0,0,0,4,0,0,9,0,0
POA6147,9,32,38,25,15,11,3,0,138,19,66,65,30,11,0,0,0,195,87,280,240,199,233,139,63,14,1266,35,64,52,44,49,32,22,4,307,9,18,7,19,13,11,0,0,73,22,45,31,11,20,11,4,0,140,3,11,14,19,20,20,14,0,107,54,172,117,68,61,36,11,4,513,23,51,50,34,29,20,6,3,214,19,32,13,10,7,3,3,3,86,11,65,40,26,21,7,4,0,176,0,0,0,3,0,3,0,0,14,4,16,9,7,7,3,4,0,46,73,106,77,61,56,39,20,15,443,366,956,762,560,537,336,151,45,3719,11,55,43,29,10,6,0,0,157,4,34,14,10,8,0,0,0,68,8,44,20,14,7,0,5,0,109,8,9,3,5,3,0,0,0,33,3,8,12,4,3,0,0,0,26,38,132,90,77,80,52,20,4,503,18,83,64,64,65,34,10,3,333,59,228
POA6148,14,36,49,64,48,32,10,0,245,16,58,78,39,19,7,0,0,214,93,232,291,370,270,231,108,31,1629,40,52,56,54,59,41,48,18,362,0,11,8,12,13,11,3,7,64,14,55,55,48,42,27,16,0,254,9,18,23,27,46,36,19,7,184,62,140,145,185,145,97,35,7,820,29,50,39,55,48,33,11,9,276,15,23,13,7,11,5,4,0,72,16,27,21,13,23,13,5,3,125,0,0,0,3,0,0,0,0,5,3,16,3,16,7,10,3,0,57,49,47,53,59,59,45,57,38,406,353,762,829,957,784,579,321,122,4711,26,49,60,70,28,14,3,0,250,0,16,25,28,13,3,0,0,91,11,31,55,28,8,5,6,3,155,10,17,7,11,7,0,0,0,61,9,15,14,8,7,3,0,0,60,58,141,152,163,125,94,56,17,808,18,67,94,163,137,101,47,8,641,69,207
POA6149,31,21,48,49,69,58,6,3,285,25,51,80,47,26,11,3,0,244,93,229,251,330,395,251,115,40,1710,36,63,54,50,74,47,24,8,352,3,17,17,12,16,14,3,4,92,23,69,61,39,40,25,15,3,268,4,21,21,41,83,46,17,6,234,59,162,175,196,200,145,36,16,986,34,54,55,60,56,45,17,3,326,26,25,8,14,17,10,0,0,103,9,14,28,21,10,10,0,0,92,3,4,0,0,3,0,0,0,12,0,4,7,11,14,10,4,3,47,25,35,50,51,48,49,38,33,327,372,770,865,919,1043,711,274,113,5080,27,37,53,47,30,16,0,0,215,9,9,13,18,16,3,0,0,69,15,30,32,30,18,4,3,3,139,8,14,13,7,3,3,0,0,43,4,10,15,12,11,3,0,0,61,60,158,148,156,175,94,32,18,839,27,69,121,172,245,97,39,10,786,75,209
POA6150,27,36,39,42,44,26,10,3,228,20,36,55,42,25,12,0,0,198,97,162,139,181,231,173,75,25,1090,14,27,18,28,42,28,19,6,181,6,17,12,11,10,10,0,3,76,22,57,48,37,41,31,10,5,252,3,4,3,32,40,27,17,6,130,69,126,123,127,146,90,34,17,734,28,42,35,40,39,41,19,3,246,22,28,8,9,10,3,0,0,76,5,20,13,10,13,8,3,3,76,0,3,0,0,0,4,0,0,9,0,3,7,8,5,0,3,0,35,70,72,34,44,49,44,55,38,407,401,629,536,615,686,502,257,110,3737,31,32,41,41,23,10,4,3,185,3,13,16,12,11,4,0,0,65,17,28,24,16,11,9,6,0,108,7,7,5,12,4,0,0,0,35,4,10,12,11,4,0,0,0,43,56,119,99,107,116,77,47,17,637,28,42,56,114,131,71,27,16,477,81,151
POA6151,18,60,67,66,60,38,13,0,324,16,60,69,30,23,13,0,0,203,79,296,247,228,213,147,49,20,1266,20,102,47,51,49,48,19,3,337,3,16,8,16,11,17,9,3,88,19,71,68,65,46,41,10,3,321,5,25,14,22,55,31,11,6,155,71,209,227,235,176,127,32,10,1093,41,108,72,67,64,32,9,3,387,14,36,29,15,13,8,5,3,128,20,30,18,12,11,10,3,0,100,3,4,0,0,0,0,0,0,8,3,4,19,9,7,10,0,0,52,71,167,112,100,83,79,41,29,669,379,1181,995,915,809,589,197,72,5138,27,69,60,46,24,5,3,0,232,3,21,16,12,10,3,0,0,69,10,74,40,28,17,3,3,0,179,8,32,16,8,8,3,0,0,73,3,8,24,15,5,3,0,0,58,49,197,161,152,156,73,30,13,829,12,74,90,117,150,80,28,6,561,112,265
POA6152,37,106,83,70,66,55,13,7,442,30,81,79,43,31,14,0,0,270,167,475,338,273,317,187,90,32,1894,58,146,79,75,72,52,24,12,511,14,26,21,24,15,16,13,0,120,32,166,79,62,62,34,16,6,455,8,39,37,37,49,43,22,9,243,123,348,292,279,225,134,44,19,1469,55,137,98,98,89,61,20,6,552,35,58,35,13,15,8,5,3,181,19,52,38,20,16,14,0,3,168,7,0,3,0,0,3,0,0,18,5,19,3,12,21,12,10,3,75,123,152,128,100,84,81,72,69,804,710,1807,1309,1114,1064,704,330,168,7201,58,99,93,78,39,9,7,3,390,9,17,20,27,14,3,0,0,92,23,88,69,25,20,3,13,9,248,14,47,20,9,3,3,0,0,102,18,25,25,5,7,10,3,0,85,108,371,198,210,191,104,70,26,1286,30,128,146,159,212,103,65,24,858,160,472
POA6153,27,46,46,69,73,47,25,7,332,16,52,54,43,24,6,0,0,195,86,248,264,297,302,236,110,48,1597,27,68,73,70,70,45,31,27,411,5,13,13,11,16,13,13,0,80,16,79,106,96,74,47,30,13,457,5,16,15,26,51,40,15,10,173,67,174,266,296,255,169,54,16,1298,35,65,70,78,73,44,24,10,395,22,27,16,20,15,10,3,3,117,7,38,20,27,11,9,7,3,112,3,3,0,0,0,0,0,0,7,3,8,8,9,9,15,9,0,58,71,87,67,87,81,68,41,40,544,399,911,1023,1124,1042,746,359,166,5778,42,70,52,47,44,12,3,0,274,3,6,24,28,10,3,0,0,83,13,45,44,27,23,10,9,3,165,9,25,17,13,15,4,0,0,76,3,12,15,11,4,7,0,0,43,62,213,181,177,188,138,77,35,1077,28,80,95,143,194,144,55,17,746,97,262
POA6154,11,16,30,33,29,29,8,0,160,4,30,43,25,9,0,0,0,107,36,104,140,150,114,105,60,28,735,15,32,39,36,28,24,17,9,197,10,7,11,15,10,4,3,0,59,8,27,26,30,27,13,10,4,146,4,13,18,20,22,22,7,6,113,21,93,143,111,82,54,36,13,547,23,43,29,36,30,18,11,9,197,17,13,18,5,9,0,3,0,66,3,7,12,13,5,3,9,0,56,0,0,0,0,0,0,0,0,10,0,3,9,7,3,5,0,0,34,29,43,42,41,26,28,31,25,255,183,427,551,532,391,298,196,103,2682,8,23,21,18,17,4,3,0,92,3,3,4,12,10,0,0,0,34,7,14,21,13,3,0,4,7,70,3,4,6,7,0,0,0,0,25,0,3,5,3,3,3,0,0,19,21,84,101,114,65,49,36,19,487,4,32,80,101,90,57,34,14,418,36,115
POA6155,45,71,116,129,93,48,11,0,518,72,177,235,128,45,13,0,0,671,289,672,1043,1052,741,465,134,14,4407,88,137,161,159,139,102,25,11,827,15,25,29,62,27,22,11,0,192,45,120,152,131,92,52,16,9,611,20,29,72,89,85,81,30,0,415,169,461,589,587,318,177,46,6,2351,89,139,142,143,125,73,32,5,749,52,63,52,32,13,4,5,0,221,36,113,83,83,38,24,7,0,386,9,4,3,3,3,3,4,0,23,8,22,38,57,30,13,4,3,168,380,520,430,257,149,94,51,38,1920,1318,2555,3145,2900,1897,1168,384,96,13468,67,133,185,113,43,24,5,5,569,13,86,101,60,22,3,0,0,284,35,126,149,88,37,15,8,0,458,15,36,26,27,11,0,0,0,120,19,21,31,21,10,4,0,0,100,168,381,483,388,307,126,45,9,1910,67,164,355,413,286,147,48,12,1479,221,718
POA6156,13,36,41,50,28,36,9,6,212,9,24,30,34,12,7,0,0,115,73,214,254,280,205,143,79,36,1287,19,82,80,82,67,37,32,14,413,4,16,29,21,12,8,7,0,98,11,46,57,53,33,19,11,9,230,3,27,27,29,43,25,14,3,176,41,130,171,188,122,74,39,10,768,20,68,49,60,35,24,12,3,277,27,36,28,12,16,9,5,0,124,3,30,34,20,12,4,11,3,115,4,0,0,0,0,8,0,3,11,0,3,14,13,7,0,8,0,50,58,67,68,68,55,42,45,24,436,275,776,880,915,633,432,268,115,4300,21,31,38,33,10,11,3,0,152,0,5,8,15,8,0,3,0,35,4,22,27,16,7,4,12,4,94,6,18,13,6,14,3,0,0,62,3,19,18,11,4,0,0,0,59,44,150,172,187,136,70,49,17,824,27,92,122,174,110,67,40,11,640,58,182
POA6157,5,30,43,41,29,18,6,0,182,13,10,26,26,12,0,0,0,85,52,169,203,224,166,144,60,32,1043,21,87,62,63,44,42,28,8,351,3,19,21,24,16,16,5,0,98,11,44,53,49,27,17,10,4,222,0,26,27,36,37,25,12,5,163,34,96,121,132,95,62,28,7,570,19,49,45,35,41,24,16,3,237,20,24,22,12,10,3,3,0,94,9,28,26,23,7,8,5,3,104,0,0,0,0,0,0,4,0,4,0,4,6,14,5,6,0,3,41,47,76,57,64,51,39,45,37,415,215,668,717,735,549,405,223,104,3616,11,27,33,28,17,11,0,0,125,0,10,10,14,0,0,0,0,33,5,18,27,11,4,8,10,4,92,3,15,15,12,7,0,0,0,46,4,15,12,13,7,0,0,0,54,51,166,154,155,118,67,37,10,761,20,100,121,130,134,64,30,5,605,45,168
POA6158,7,18,20,28,31,14,3,0,125,6,3,21,15,4,5,0,0,44,26,66,99,120,103,53,25,11,505,7,29,24,39,30,17,13,3,172,4,4,13,15,10,6,0,0,54,9,20,43,57,32,13,10,0,176,3,8,14,13,38,16,14,0,99,23,37,76,119,76,51,17,3,396,5,14,27,44,48,26,8,0,176,6,14,14,15,9,9,0,0,66,3,8,8,13,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,6,3,7,3,5,0,0,20,26,35,41,47,33,16,33,20,252,116,266,404,515,428,234,118,42,2114,10,18,26,23,18,4,3,0,104,0,0,7,5,3,0,0,0,16,3,13,9,6,3,4,0,0,36,3,4,9,10,8,0,0,0,36,3,13,8,4,8,4,0,0,35,24,61,86,107,92,44,18,7,439,16,27,42,78,109,42,22,4,335,18,53
POA6159,0,11,11,17,12,12,3,0,66,0,6,0,4,4,0,0,0,21,5,44,34,38,32,40,20,5,225,3,20,12,13,11,15,6,3,81,0,10,3,3,5,8,3,0,36,0,18,18,13,15,11,10,0,92,0,6,6,7,3,7,0,0,37,11,34,29,47,26,34,9,3,190,3,12,18,16,32,22,6,3,108,7,10,5,11,9,4,0,0,51,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,15,36,27,25,26,29,21,14,185,49,213,174,205,179,185,80,22,1101,5,12,7,7,4,6,0,3,51,0,0,0,4,0,0,0,0,11,0,6,8,3,0,0,0,0,20,0,3,5,3,3,0,0,0,21,0,0,3,0,3,0,0,0,13,10,52,28,43,38,34,17,0,225,3,14,6,19,30,38,7,4,125,11,45
POA6160,11,40,26,33,29,13,11,0,161,3,18,14,12,11,6,0,0,62,29,119,100,105,102,64,34,11,560,10,50,36,46,29,25,3,8,208,0,21,17,11,14,6,0,0,61,8,51,45,21,17,22,3,0,171,0,17,9,23,25,15,9,0,92,10,46,53,65,51,33,11,3,278,9,62,56,42,42,46,13,7,270,20,46,28,22,13,7,0,0,140,3,26,22,12,3,7,0,0,78,0,0,0,0,0,0,0,0,5,0,7,8,9,6,3,0,0,34,33,108,91,89,70,55,42,16,502,140,620,498,477,408,295,129,44,2616,21,37,28,16,20,7,3,3,125,3,4,7,7,7,0,0,0,27,0,19,11,3,9,5,4,0,49,7,29,20,13,3,4,0,0,74,3,16,15,6,5,0,0,0,40,22,127,77,70,60,41,17,0,430,8,47,47,46,87,56,18,3,311,18,100
POA6161,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,13,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,18,21,17,10,5,0,112,21,46,23,30,20,10,8,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0
