POA_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
POA6514,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,5,21,12,24,3,0,75,4,5,0,0,3,0,3,0,17,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,13,7,0,0,36,5,19,16,33,39,36,4,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,11,0,3,0,3,3,6,0,0,18,3,0
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,12,6,12,10,8,9,7,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,3,0,4,3,3,0,0,15,0,4
POA6516,0,0,4,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,6,29,29,34,52,34,13,0,198,3,6,11,9,7,6,6,0,49,3,7,8,0,0,0,0,0,16,0,0,4,0,3,0,0,0,8,0,0,3,3,4,5,0,0,14,0,0,4,7,5,7,3,0,28,0,3,0,0,3,0,0,0,6,0,4,0,0,3,0,0,0,4,0,0,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,11,15,14,19,23,19,14,3,110,27,62,78,76,108,75,40,5,460,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,3,5,4,5,14,6,3,0,41,0,12,12,10,12,3,4,0,50,3,11
POA6517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,3,3,0,0,34,0,0,0,0,8,3,0,0,13,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,5,0,3,0,20,12,16,16,19,26,10,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,9,0,4,6,3,3,0,0,0,17,7,0
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,4,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,10,0,8,9,9,10,7,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,0,0
POA6519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,11,7,0,0,41,0,0,0,3,0,0,0,0,3,3,3,8,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,11,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,8,0,0,25,8,26,17,20,17,23,0,3,114,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,3,11,0,6,3,0,0,24,0,0,4,0,4,0,0,0,18,0,3
POA6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,3,8,3,0,0,25,0,3,0,0,0,0,0,0,3,0,4,3,9,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,11,18,10,18,17,6,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,8,0,4,0,3,3,4,0,0,18,0,0,0,7,5,3,0,0,16,0,3
POA6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,7,5,0,0,34,0,0,0,0,0,0,0,0,3,0,10,5,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,12,0,3,0,20,6,24,17,10,22,8,3,0,90,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,3,3,5,3,0,0,0,14,0,3,6,0,4,0,0,0,12,3,6
POA6525,3,0,0,0,3,0,0,0,9,0,4,0,0,0,0,0,0,3,15,44,53,75,74,55,30,6,355,8,14,12,15,31,21,5,0,111,4,3,9,10,6,7,5,0,51,0,3,3,0,0,0,0,0,11,0,3,0,4,8,0,3,0,20,0,3,8,9,8,9,5,0,35,3,4,3,3,3,3,3,0,22,0,0,0,0,0,0,0,0,7,0,3,5,6,4,4,0,0,23,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,11,18,17,22,31,30,34,18,5,171,58,94,118,162,171,142,75,20,845,0,0,6,3,0,0,0,0,13,0,3,3,0,0,0,0,0,9,0,0,4,0,0,4,0,0,9,0,0,0,3,7,0,0,0,10,0,5,14,0,8,0,0,0,26,3,18,21,22,26,30,6,0,120,3,9,15,27,25,14,6,0,100,7,18
POA6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,6,3,3,0,31,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,0,0,0,22,6,13,19,21,13,8,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,0,0,17,0,0,0,5,0,0,0,0,13,3,6
POA6530,13,25,33,17,15,7,3,0,104,36,28,21,15,7,0,0,0,109,245,449,505,550,468,277,123,25,2640,113,173,144,181,161,98,33,11,912,28,43,48,66,44,21,14,6,266,14,49,66,64,51,13,6,3,271,4,49,51,60,55,38,9,0,266,30,106,121,123,109,51,19,6,558,24,57,54,69,35,21,4,3,263,21,24,17,13,11,8,0,0,91,28,58,64,57,24,17,16,0,262,4,3,0,0,5,4,4,0,20,6,15,16,20,14,3,4,0,87,237,206,202,259,218,175,139,61,1504,790,1284,1333,1500,1219,736,387,116,7369,12,39,34,24,12,6,0,0,122,5,8,7,9,9,5,0,0,47,17,21,24,25,16,4,4,0,113,5,20,11,8,3,0,0,0,49,33,18,28,16,19,5,0,0,121,78,230,234,206,188,114,60,9,1120,48,161,218,261,162,74,21,8,956,129,295
POA6532,0,3,7,4,4,3,0,0,13,0,4,0,3,0,0,0,0,9,42,125,136,102,95,44,12,0,557,19,38,34,32,28,17,10,4,180,10,7,19,23,12,13,0,0,86,0,7,3,13,8,3,0,0,37,0,0,8,17,14,7,0,0,54,5,17,28,27,15,10,7,0,107,4,11,16,9,18,9,0,0,61,0,4,0,3,0,0,0,0,12,6,8,5,9,3,8,0,0,42,0,0,0,0,3,0,0,0,3,0,9,7,8,0,3,3,0,28,98,136,128,88,49,31,7,0,549,194,363,392,344,250,150,36,12,1746,0,12,3,9,3,0,0,0,24,0,3,4,0,0,0,0,0,5,0,4,6,3,3,0,0,0,16,0,0,3,0,0,0,0,0,5,7,7,11,8,0,3,0,0,37,20,45,44,51,43,20,9,5,238,9,40,52,61,35,14,4,0,213,28,73
POA6535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,18,23,39,18,9,0,125,0,0,3,4,7,3,3,0,26,0,3,3,5,3,4,0,0,26,0,0,0,0,3,0,0,0,8,0,0,0,5,0,3,0,0,13,0,6,0,4,3,0,0,0,12,0,0,0,0,0,0,3,0,6,0,0,3,0,0,4,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,12,22,19,18,15,8,101,13,29,40,65,85,54,25,9,332,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,9,4,7,4,12,14,9,3,3,52,0,7,13,14,12,7,7,0,61,3,4
POA6536,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,8,11,15,30,49,36,8,0,156,5,6,5,7,18,13,4,0,64,0,3,0,0,3,4,0,0,13,0,0,0,0,5,0,0,0,12,0,0,6,3,4,3,0,0,16,0,3,3,3,5,4,3,0,26,0,3,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,9,9,5,4,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,12,11,12,11,31,22,12,3,109,30,34,45,76,123,93,30,8,448,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,4,0,6,5,11,13,0,0,47,0,6,13,6,11,4,3,0,39,0,3
POA6537,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,5,11,16,20,19,24,3,3,100,0,3,0,3,5,0,0,0,15,0,4,7,3,0,4,0,0,17,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,10,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,8,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,7,7,11,3,3,61,16,43,49,44,42,45,8,5,254,4,3,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,4,0,0,16,0,4,4,3,3,0,0,0,20,0,3
POA6556,0,0,0,5,7,0,0,0,8,0,0,0,0,0,0,0,0,9,18,32,30,52,50,34,3,3,221,7,9,12,10,7,8,3,0,56,0,0,4,7,3,0,0,0,14,0,0,3,3,3,3,0,0,17,0,0,3,3,8,3,0,0,15,3,0,3,13,7,0,0,0,26,0,3,3,0,4,0,6,0,18,3,0,0,3,0,0,0,0,14,0,0,3,3,3,0,0,0,14,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,6,16,4,15,14,17,8,0,3,78,52,58,79,120,115,63,14,5,510,0,3,3,8,7,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,18,3,8,17,10,15,11,7,0,74,0,3,6,21,12,13,3,3,71,10,15
POA6558,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,10,20,13,23,13,3,0,91,0,0,4,5,0,3,0,0,18,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,6,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,272,668,528,269,104,48,12,0,1903,281,683,566,307,139,64,20,0,2055,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,5,3,4,0,0,32,0,0,7,4,3,0,0,0,21,3,0
POA6560,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,18,14,28,31,23,11,0,131,10,6,3,3,0,4,5,0,25,0,0,0,0,5,0,0,0,4,0,0,3,3,3,0,0,0,8,0,0,0,3,0,0,0,0,3,0,3,3,7,3,0,0,0,18,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,3,0,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,7,15,3,16,15,12,3,4,0,61,28,35,42,65,56,39,24,0,285,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,8,4,0,6,0,6,0,0,0,11,5,5,4,7,3,3,3,0,30,0,4,9,3,7,3,0,0,24,7,14
POA6562,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,6,7,13,21,27,36,25,5,0,126,4,6,7,6,7,4,3,0,31,0,3,0,0,3,3,0,0,15,0,0,3,5,3,0,0,0,8,0,0,0,0,3,0,0,0,4,3,0,3,0,4,0,0,0,14,0,0,0,9,0,4,0,0,15,0,0,0,0,0,0,0,0,3,0,0,4,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,7,15,8,0,0,48,24,32,41,57,70,58,15,0,299,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,11,0,0,3,0,0,0,19,0,7,5,4,11,5,4,0,35,0,3,6,14,7,8,0,0,33,0,14
POA6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,13,3,4,0,37,0,0,0,3,3,0,0,0,6,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,15,3,18,7,12,21,11,4,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,3,7,0,0,7,0,0
POA6566,0,0,4,0,3,7,3,0,14,0,0,0,3,0,5,0,0,9,16,30,35,60,78,70,28,3,320,7,7,4,15,15,22,9,0,71,0,0,7,9,12,3,4,0,34,0,0,0,6,9,6,3,0,24,0,0,5,6,13,7,0,0,33,9,8,3,3,10,16,3,4,53,0,3,4,3,7,14,3,0,37,3,0,0,0,3,3,0,0,10,0,0,3,3,0,5,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,13,25,11,22,33,45,35,25,0,188,57,63,87,148,204,195,72,9,829,3,4,3,5,4,5,0,0,25,0,0,0,0,0,0,0,0,3,4,0,3,4,3,0,0,0,16,0,0,0,0,3,0,0,0,6,3,3,0,0,0,0,0,0,11,4,7,8,29,35,20,6,0,114,0,18,11,16,27,12,3,0,94,10,16
POA6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,15,3,0,50,0,0,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,10,7,0,0,25,4,5,14,22,28,31,4,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,5,3,5,0,0,12,0,0,0,3,3,3,0,0,11,0,0
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,0,0,0,0,3,0,0,0,4,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,4,6,7,14,3,0,0,38,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,7,0,0
POA6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,14,4,9,12,13,10,3,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,9,0,3,0,0,0,3,0,0,5,0,0
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,5,0,0
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
