POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA6100,8,103,475,195,167,157,77,18,4,1197,0,74,345,149,139,113,28,3,3,853,0,29,246,170,106,108,21,4,0,692,0,10,202,157,108,76,20,0,0,568,0,17,302,318,244,157,37,0,0,1068,0,3,120,211,183,108,22,3,3,666,47,111,371,214,143,135,80,59,19,1180,577,1358,3729,2243,1717,1534,861,423,174,12619
POA6101,3,98,435,227,152,131,63,13,3,1129,0,53,370,202,149,100,36,0,3,924,0,30,309,204,144,97,15,7,3,810,0,13,216,203,113,65,9,0,0,621,0,9,330,344,241,120,21,3,0,1075,0,5,108,214,148,56,5,0,0,541,69,145,422,231,216,197,149,105,98,1628,749,1467,3940,2622,1957,1521,998,504,288,14043
POA6102,0,77,343,152,98,61,14,15,16,775,0,23,227,108,72,38,16,3,6,505,0,12,166,101,75,61,5,3,5,427,0,12,95,89,53,28,3,0,0,282,0,8,121,139,92,55,8,0,3,416,0,0,33,51,38,17,0,0,0,142,61,190,311,189,138,121,136,227,447,1819,850,2262,3125,1566,1129,910,783,768,806,12202
POA6103,3,81,330,116,100,87,15,3,3,734,0,44,253,117,80,59,13,3,0,569,0,22,211,131,79,54,14,0,0,511,0,13,168,83,40,27,10,0,0,340,0,15,202,167,115,78,20,0,0,585,0,4,54,102,61,33,3,0,0,258,65,150,393,204,163,138,81,81,43,1311,386,1047,2840,1517,1093,993,580,370,139,8963
POA6104,0,98,344,222,194,145,54,12,4,1080,0,51,251,175,153,114,31,7,0,778,0,14,207,167,145,75,22,0,3,630,0,14,135,117,104,71,10,5,0,449,0,11,208,203,189,102,22,3,0,734,3,3,49,111,100,39,9,0,9,330,91,142,328,203,196,162,159,147,110,1543,648,1132,2766,2100,1767,1558,1088,652,356,12073
POA6105,4,85,390,240,219,143,29,13,9,1117,0,38,247,177,112,85,22,7,0,686,0,10,195,166,145,91,14,4,7,640,0,13,130,101,76,50,9,0,0,379,0,13,149,197,115,78,5,3,0,564,0,3,45,71,40,21,6,3,3,192,92,140,326,220,145,144,122,114,53,1349,741,1125,2958,2177,1671,1428,1041,794,322,12259
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,8,0,0,4,4,0,4,3,0,0,18
POA6107,9,211,1251,779,592,406,107,23,9,3385,0,119,813,528,376,231,61,6,3,2148,0,39,552,485,326,189,55,7,0,1647,0,21,346,341,229,146,22,3,0,1112,0,20,463,499,297,180,28,3,3,1497,0,15,116,167,134,82,22,3,3,537,177,346,722,451,310,245,222,168,116,2739,2351,4050,9849,6433,4588,3623,2511,1323,538,35279
POA6108,5,108,441,376,431,332,102,15,3,1822,0,49,298,313,254,225,42,6,0,1189,0,19,212,230,258,171,35,3,0,925,0,8,116,164,144,141,30,0,0,609,0,9,162,242,239,152,24,0,0,828,0,3,40,64,80,45,10,3,0,248,92,72,191,170,187,158,128,89,32,1132,1474,1514,3395,3141,3021,2879,2057,946,269,18709
POA6109,0,64,264,232,176,142,34,7,10,932,0,20,161,135,116,69,23,0,0,529,0,13,95,109,87,46,9,0,0,360,0,5,55,62,40,42,8,0,0,205,0,4,52,63,53,41,13,0,0,221,0,0,21,28,22,22,9,0,0,109,78,69,130,132,117,129,86,71,40,845,737,859,1994,1707,1415,1277,946,533,209,9668
POA6110,14,224,864,663,614,450,101,31,8,2968,3,96,562,546,472,288,67,5,4,2048,0,43,427,443,368,232,44,3,0,1549,0,15,244,318,249,142,21,3,0,1001,0,18,314,500,333,197,33,6,0,1402,3,10,122,149,135,86,28,3,0,542,209,201,463,426,368,295,252,225,148,2599,2587,2659,6524,6067,5010,4022,2757,1540,611,31777
POA6111,4,115,362,309,329,335,133,16,8,1612,0,66,289,231,283,192,58,5,3,1127,0,23,187,220,264,190,43,6,0,929,0,7,116,149,211,130,35,3,0,661,0,11,130,220,308,215,34,6,0,929,3,3,51,130,138,81,25,10,4,444,118,102,259,255,237,234,206,122,113,1651,1439,1379,2998,3008,3237,3049,2341,909,339,18695
POA6112,10,348,1465,943,803,540,128,35,13,4284,3,151,1064,761,528,336,58,14,7,2918,0,83,869,722,499,277,46,13,0,2521,0,38,539,466,335,208,30,0,0,1610,0,27,662,750,549,265,51,3,7,2322,0,18,183,314,229,115,25,12,0,889,279,286,690,554,465,407,345,270,137,3439,3258,3861,10732,8320,6470,5090,3235,1654,581,43194
POA6121,0,16,26,39,53,40,10,3,0,197,0,8,29,27,51,42,10,0,0,166,0,3,12,21,53,41,4,3,0,141,0,3,18,30,24,15,4,0,0,101,0,4,7,55,75,31,8,4,0,191,0,0,5,29,46,15,4,3,0,110,11,12,14,20,23,22,12,11,5,122,252,195,227,369,594,409,239,76,15,2379
POA6122,4,138,509,321,237,131,35,3,4,1384,0,87,383,238,163,88,21,0,0,982,0,40,298,208,163,92,8,0,0,810,0,12,194,159,134,84,9,0,0,602,0,26,238,237,192,102,8,5,0,807,0,15,70,91,98,42,6,3,0,328,75,74,253,164,132,87,66,22,10,894,1032,1255,3551,2484,1955,1326,788,293,108,12799
POA6123,0,7,28,19,16,16,7,0,0,98,0,5,14,7,17,16,3,0,0,71,0,3,13,10,18,21,7,0,0,75,0,0,10,5,16,7,3,0,0,39,0,0,14,15,15,6,0,0,0,59,0,0,5,10,5,4,0,0,0,26,15,10,19,21,22,21,8,5,5,121,104,110,200,188,228,201,111,53,25,1219
POA6124,0,6,4,13,23,17,12,0,0,69,0,3,7,19,16,10,3,0,0,60,0,0,4,8,21,14,3,0,0,54,0,4,4,8,18,10,3,0,0,39,0,0,11,19,21,10,0,0,0,63,0,0,3,7,23,3,0,0,0,43,8,9,7,16,32,17,11,3,6,105,60,58,114,150,230,157,110,48,14,938
POA6125,0,19,31,34,65,65,10,7,0,233,0,8,10,39,37,33,8,0,0,141,0,6,23,27,41,16,12,0,0,124,0,0,16,26,31,17,4,0,0,100,0,4,26,39,57,34,3,0,0,163,0,3,14,19,37,23,9,3,0,104,33,15,27,34,57,43,30,21,4,261,229,145,270,390,566,444,312,168,30,2554
POA6126,0,3,0,0,5,5,8,0,0,21,0,0,0,0,10,3,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,3,0,0,0,11,3,11,86,112,81,37,14,7,0,357,12,19,107,150,131,85,59,14,0,579
POA6147,3,77,332,244,223,176,57,9,3,1120,0,30,217,206,147,136,26,0,0,762,0,9,173,139,111,98,20,0,0,553,0,5,92,115,74,69,15,0,0,371,0,0,124,127,134,87,10,0,0,481,0,5,36,42,33,29,0,0,0,152,58,48,168,121,100,101,80,61,17,763,940,1037,2612,2097,1789,1810,1301,615,210,12408
POA6148,3,68,232,188,230,219,106,31,12,1098,0,46,195,177,178,156,65,12,4,843,0,18,168,168,181,147,33,13,9,732,0,9,103,151,162,124,23,3,4,575,0,6,148,262,298,199,51,20,3,982,0,0,35,189,279,146,34,15,4,713,64,50,85,85,123,104,91,127,138,866,1327,1132,1923,2233,2500,2127,1739,1062,576,14623
POA6149,3,122,248,193,210,251,126,26,14,1191,0,48,179,150,190,205,81,6,3,863,0,27,167,185,213,218,51,7,5,877,0,12,131,150,181,162,49,5,3,698,0,10,159,350,357,333,76,7,0,1292,0,5,53,213,279,209,27,11,3,797,37,40,76,84,96,97,93,91,177,802,1269,1255,1957,2204,2486,2855,1934,870,513,15350
POA6150,3,73,167,100,134,127,116,22,19,760,0,48,126,74,124,125,55,27,13,583,0,28,120,106,129,123,35,4,8,555,0,3,77,92,105,114,23,6,0,415,3,6,94,168,247,228,40,11,10,805,0,0,38,157,198,146,34,3,4,584,42,84,97,56,71,94,115,138,187,870,1077,1290,1438,1309,1654,1822,1394,796,482,11267
POA6151,0,87,351,155,163,192,116,27,15,1099,0,64,270,148,165,148,77,21,4,901,3,31,244,158,144,121,82,9,10,800,0,11,182,150,125,113,62,9,0,648,0,12,235,346,343,280,85,10,6,1324,0,9,138,408,452,316,125,28,5,1479,72,85,312,199,185,176,153,96,71,1355,945,1206,2792,2265,2274,2152,1535,590,317,14080
POA6152,7,171,520,272,231,271,138,52,37,1697,0,88,452,225,216,185,110,21,9,1304,4,41,429,244,226,201,67,21,8,1247,0,15,292,239,184,176,41,12,7,966,0,18,395,414,398,328,71,17,10,1651,0,11,170,397,456,282,66,17,6,1402,115,174,306,246,203,212,189,193,297,1933,1744,2465,4328,3144,2989,3010,2124,1233,821,21854
POA6153,3,116,257,159,222,199,141,68,27,1195,0,60,239,146,169,155,93,36,13,916,3,33,198,179,193,184,82,29,6,907,0,12,127,149,157,162,76,26,8,722,0,6,245,322,389,317,111,32,12,1435,0,9,163,480,634,421,166,48,10,1923,79,74,162,140,154,173,137,129,101,1149,1276,1353,2296,2483,2806,2686,2015,1120,571,16596
POA6154,0,31,119,108,118,91,56,30,19,562,0,27,106,97,111,79,41,6,4,471,0,8,102,112,109,65,26,12,9,437,0,3,78,86,100,47,24,6,5,347,0,3,96,196,224,141,35,6,6,704,3,3,42,188,198,82,28,15,3,562,29,31,78,85,67,51,49,64,96,555,672,545,1012,1368,1390,1093,867,692,496,8130
POA6155,7,234,758,733,781,579,205,44,17,3362,0,146,541,630,633,416,106,14,0,2482,3,50,434,670,638,412,110,8,0,2319,0,19,299,556,528,300,61,6,3,1770,0,20,402,927,979,493,80,9,0,2909,0,13,110,466,534,245,46,5,0,1416,201,326,613,588,407,223,162,110,102,2738,4239,3728,6276,7921,7611,5580,3495,1302,444,40593
POA6156,0,80,185,189,223,159,83,40,20,985,0,45,203,185,174,133,50,15,9,810,0,15,186,194,206,110,50,19,8,803,0,3,125,170,176,98,28,12,3,613,0,6,223,333,314,195,42,23,11,1146,0,5,87,298,330,166,43,22,3,963,158,57,139,121,166,111,99,112,93,1046,1123,976,1915,2289,2496,1782,1294,1020,571,13469
POA6157,3,64,216,158,166,151,73,22,10,865,0,30,198,157,152,114,45,21,4,736,0,19,192,143,159,135,38,13,0,705,0,12,122,175,152,96,28,9,7,603,0,6,193,256,306,155,55,5,0,990,0,0,52,217,235,129,35,7,0,678,51,33,135,111,130,98,93,106,119,869,724,705,1768,1916,1950,1596,1222,796,465,11134
POA6158,0,30,71,53,96,88,50,10,0,406,0,12,72,72,83,58,32,4,0,343,0,5,71,82,90,85,20,5,0,365,0,0,50,61,72,91,21,0,0,303,0,3,61,136,162,142,26,7,0,546,0,0,32,192,254,132,39,14,0,669,34,19,59,69,94,69,53,63,66,524,431,415,717,969,1246,1054,649,385,170,6027
POA6159,0,16,50,26,33,42,38,13,0,211,0,7,58,18,21,17,20,5,0,160,0,4,44,32,37,35,18,7,3,183,0,0,32,21,39,29,23,5,0,150,0,0,71,57,62,63,30,7,3,300,0,4,35,92,111,75,61,9,0,389,6,19,71,52,49,46,48,36,28,363,136,161,521,415,490,487,472,193,62,2927
POA6160,0,27,171,103,96,89,53,17,8,573,0,10,130,97,74,58,26,15,0,422,0,18,116,90,67,71,27,3,0,387,0,3,98,78,71,64,12,0,0,323,0,3,143,135,160,109,30,10,3,596,0,0,69,123,133,85,34,3,3,458,32,71,214,148,153,139,116,92,51,1019,332,487,1592,1180,1175,1128,814,444,190,7343
POA6161,0,0,9,4,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,3,0,0,0,13,0,0,3,4,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,23,58,31,29,24,16,6,0,203,5,38,94,52,43,37,16,6,0,299
POA6162,0,31,153,128,135,125,53,22,13,659,0,13,138,118,121,95,37,8,0,537,0,7,119,130,120,98,28,10,0,511,0,6,80,112,124,81,20,12,0,435,0,8,123,228,223,132,40,4,4,755,0,0,65,139,195,89,35,7,0,525,40,46,127,122,126,112,92,56,30,756,546,549,1493,1549,1690,1505,1015,624,274,9239
POA6163,17,235,853,748,747,635,191,44,15,3479,6,127,728,575,549,425,95,21,7,2538,0,48,584,514,537,403,90,6,0,2192,0,35,397,442,422,314,53,11,3,1674,0,36,557,758,697,486,75,10,3,2623,0,16,169,376,375,239,74,16,5,1268,225,218,657,550,496,470,420,484,395,3923,2784,3185,7429,6913,6911,6395,4687,2936,1255,42499
POA6164,17,356,1265,1051,840,502,113,18,11,4163,10,204,1072,876,656,383,88,4,0,3290,0,56,947,827,597,349,48,4,3,2840,0,43,647,701,518,209,27,3,0,2150,0,42,925,1254,867,348,45,3,3,3488,4,16,279,578,413,185,32,9,0,1523,290,278,716,571,520,319,217,145,88,3151,3687,3859,10157,9822,7476,4920,2572,1088,388,43970
POA6165,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,0,12,9,10,9,3,23,12,10,3,0,79
POA6166,7,49,128,139,155,127,44,4,3,649,0,25,130,118,126,86,36,3,0,524,0,6,85,99,138,78,19,0,0,429,0,10,70,82,94,83,22,3,0,365,0,8,113,172,166,121,20,3,0,599,0,3,31,115,95,56,23,8,0,328,34,24,65,80,104,90,78,51,11,538,631,562,1078,1287,1514,1252,904,487,121,7837
POA6167,7,111,548,476,385,227,56,15,5,1834,3,62,388,331,231,133,31,7,0,1187,0,33,303,245,190,125,14,3,0,919,0,23,196,199,142,79,9,0,0,640,0,17,243,281,213,114,16,3,0,892,0,5,69,95,80,51,16,4,3,318,185,333,739,579,381,269,233,151,63,2935,1523,1854,4729,4053,3216,2449,1691,961,302,20790
POA6168,12,177,331,237,304,291,114,28,12,1510,7,103,225,203,284,216,50,11,5,1098,3,53,186,202,198,153,42,3,0,841,3,24,116,139,158,136,25,0,0,604,4,27,197,200,287,194,28,11,0,938,0,10,49,101,135,77,23,6,7,408,141,294,389,266,303,313,316,275,144,2445,1338,1749,2991,2679,3216,3313,2695,1774,716,20476
POA6169,9,163,452,416,530,341,120,39,9,2079,3,90,328,329,385,289,65,12,7,1499,0,43,282,308,368,253,39,9,0,1304,0,30,192,234,318,213,30,0,0,1023,0,33,310,447,506,335,43,12,3,1683,0,10,106,182,237,146,19,7,0,709,192,175,390,337,402,327,294,237,93,2445,2134,2204,4337,4346,5033,4317,3112,1748,655,27887
POA6170,6,100,408,242,173,80,34,4,0,1037,3,55,323,182,142,59,7,0,0,768,0,19,246,151,98,52,8,0,0,574,0,8,153,116,84,32,3,0,0,398,0,15,144,186,120,59,12,0,3,534,0,3,45,58,57,28,3,0,0,197,71,51,218,153,86,56,48,11,7,699,768,1011,2842,1898,1395,843,459,137,21,9375
POA6171,13,257,766,456,419,206,54,9,0,2178,0,135,576,440,281,139,31,0,0,1606,3,71,548,410,336,124,20,0,0,1513,0,38,387,335,254,114,12,0,0,1152,3,43,581,647,467,176,12,0,0,1925,0,15,185,242,212,75,10,0,0,747,173,254,574,394,309,199,147,65,18,2129,1881,2285,6259,4750,3585,2130,1490,567,100,23041
POA6172,5,87,189,186,226,123,26,6,0,852,3,41,146,154,164,93,18,3,3,609,0,17,112,145,167,80,6,4,0,528,0,12,75,133,156,47,11,0,0,436,0,15,123,203,263,107,10,0,0,721,5,0,37,88,101,52,4,3,0,286,84,80,150,148,176,100,72,96,101,1010,1112,924,1748,1953,2136,1250,715,409,180,10424
POA6173,3,73,134,184,185,45,13,0,0,639,3,29,111,168,157,47,8,5,0,524,3,17,139,166,143,62,11,0,0,536,0,9,108,159,154,49,3,0,0,478,0,14,152,299,320,85,11,0,0,886,0,3,79,190,181,47,5,0,0,505,87,56,105,128,146,41,24,13,7,600,1074,724,1482,2154,2006,705,396,145,36,8706
POA6174,0,30,77,46,52,15,7,0,0,232,0,24,47,55,27,12,0,0,0,169,0,9,56,53,33,25,3,0,0,173,0,3,28,37,41,14,4,0,0,128,0,5,53,65,59,20,0,0,0,209,0,0,24,30,32,11,0,0,0,101,18,22,45,51,42,31,23,21,0,254,278,277,628,579,502,267,158,92,16,2804
POA6175,3,15,61,54,42,29,14,0,0,212,0,11,48,37,50,28,3,0,0,173,0,4,42,53,44,11,4,0,0,160,0,8,18,33,44,18,0,0,0,125,0,0,62,94,73,29,0,0,0,262,0,0,14,38,52,15,0,3,0,125,22,23,47,38,35,12,19,9,0,214,300,199,527,572,566,300,208,88,14,2775
POA6176,0,24,38,18,18,17,3,0,0,117,0,6,16,16,8,10,0,0,0,62,0,0,23,9,16,3,3,0,0,58,0,0,17,12,7,5,7,0,0,42,0,5,22,23,18,4,0,0,0,72,0,0,4,20,7,3,3,0,0,34,12,9,33,13,23,9,12,4,0,119,97,142,252,171,173,134,84,27,8,1084
POA6180,0,31,110,67,55,43,18,3,0,330,0,21,68,64,48,37,9,3,0,255,4,8,72,52,40,18,0,0,0,207,0,3,51,48,52,16,5,0,0,181,0,12,93,77,65,36,3,0,0,278,0,4,34,34,35,7,6,0,0,117,19,27,74,58,42,31,31,12,7,300,311,366,955,738,596,430,426,164,12,4001
POA6181,0,3,3,4,12,3,3,0,0,26,0,0,3,3,12,3,0,0,0,22,0,0,0,4,5,4,0,0,0,14,0,0,3,3,17,4,0,0,0,22,0,0,4,11,7,13,0,0,0,33,0,0,0,5,9,3,0,0,0,16,3,3,0,5,8,0,0,0,0,17,40,27,37,68,99,71,26,11,0,379
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,7,7,11,13,9,5,0,0,51,0,0,0,12,5,6,6,0,0,38,0,0,3,16,10,9,0,0,0,38,0,0,10,5,9,6,0,0,0,35,0,0,12,14,27,8,0,0,0,64,0,0,8,18,8,4,0,0,0,33,18,4,11,21,8,20,10,8,0,95,70,49,103,154,155,152,112,32,5,840
POA6208,3,30,96,113,124,110,61,30,8,571,0,17,63,75,87,68,33,5,0,352,0,16,76,91,93,75,20,4,0,382,0,3,55,76,102,62,5,3,0,311,0,22,150,152,182,101,20,0,3,632,0,8,37,58,74,45,21,12,0,258,74,50,112,118,144,157,207,127,32,1027,676,590,1233,1330,1480,1545,1570,903,231,9549
POA6209,0,7,6,18,25,22,9,0,0,95,0,4,8,8,18,16,4,0,0,63,0,7,7,8,14,8,3,0,0,57,0,0,3,8,23,14,0,0,0,54,0,0,9,24,26,16,4,0,0,78,0,0,5,13,9,5,3,0,0,42,7,6,8,13,21,38,29,19,3,153,136,99,124,202,289,322,290,142,46,1664
POA6210,20,268,725,712,795,677,359,168,64,3779,12,138,491,490,644,471,182,30,16,2469,3,90,421,445,573,420,113,34,12,2115,0,42,318,443,514,391,78,16,4,1808,0,50,561,769,980,607,132,23,11,3137,0,17,210,388,561,365,79,38,6,1672,350,286,594,582,684,696,773,763,510,5239,4156,3699,7158,7637,8902,8790,8628,5562,2062,56587
POA6211,0,18,59,67,68,63,43,9,3,328,0,8,46,64,62,44,18,0,3,243,0,9,39,60,74,56,6,7,0,247,0,5,33,57,56,41,15,0,0,208,0,3,64,112,137,60,16,0,0,404,0,0,30,52,72,39,10,3,0,214,34,18,52,72,74,92,94,42,5,487,382,276,689,908,949,1014,1055,360,46,5666
POA6213,0,3,3,3,9,7,8,0,0,31,0,0,0,3,4,7,0,0,0,17,0,0,3,3,12,3,0,0,0,29,0,0,3,0,8,0,4,0,0,19,0,0,9,17,16,9,4,0,0,49,0,0,0,8,3,4,0,0,0,17,7,4,9,10,25,14,14,7,0,89,33,38,55,81,133,120,85,36,8,588
POA6214,0,3,4,3,19,3,4,0,0,37,0,0,5,0,10,9,0,0,0,20,0,3,0,8,10,8,0,0,0,18,0,0,10,3,5,4,0,0,0,17,0,0,11,9,16,7,3,0,0,44,0,0,5,3,0,3,0,0,0,16,9,3,9,7,13,8,9,6,3,52,50,31,59,75,119,74,67,19,6,495
POA6215,4,8,26,25,48,46,24,3,0,175,0,10,30,27,40,25,9,3,0,141,0,5,25,27,37,33,6,0,0,130,0,7,30,24,40,23,3,4,0,128,0,3,40,59,73,50,13,3,0,231,0,0,13,12,40,17,6,3,0,89,46,15,61,57,58,71,82,79,46,499,245,178,398,445,622,619,479,291,96,3375
POA6218,0,0,0,3,8,5,0,0,0,19,0,0,5,7,7,4,0,0,0,14,0,0,4,3,3,0,0,0,0,6,0,0,4,3,7,0,0,0,0,13,0,0,3,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,0,7,0,8,5,4,0,0,32,24,13,51,41,54,73,47,19,3,316
POA6220,3,22,70,60,61,48,33,8,0,308,0,10,31,41,48,35,8,0,0,180,0,6,27,46,40,30,5,3,0,167,0,3,12,23,38,24,3,0,0,111,0,4,27,52,61,30,7,0,0,176,0,0,8,16,18,18,13,3,0,70,29,22,53,64,71,90,82,45,17,461,257,222,504,586,681,625,543,327,97,3844
POA6221,0,0,0,0,0,8,0,0,0,9,0,0,0,0,4,0,0,0,0,7,0,0,0,4,3,4,0,0,0,10,0,0,0,3,3,0,0,0,0,9,0,0,0,7,0,5,0,0,0,11,0,0,0,3,0,0,0,3,0,7,57,11,8,5,7,3,4,0,0,106,143,16,24,40,49,36,26,20,5,351
POA6223,0,0,0,4,3,3,0,0,0,16,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,3,0,0,4,6,3,3,0,0,30,23,8,28,31,38,23,14,9,0,170
POA6224,0,0,12,17,15,10,4,3,0,70,0,3,3,11,19,14,5,3,0,51,0,0,13,7,5,9,0,0,0,36,0,3,0,9,10,8,4,0,0,31,0,0,3,10,18,11,0,0,0,37,0,0,3,3,6,4,3,0,0,18,15,5,3,8,16,18,12,13,4,103,100,54,89,139,179,161,139,72,17,941
POA6225,9,38,58,64,74,90,37,7,3,375,4,24,62,48,61,48,15,6,0,267,0,18,55,48,60,40,7,0,0,227,0,16,47,44,59,37,5,3,0,210,0,34,117,145,207,129,3,0,0,642,4,9,34,43,68,61,12,0,0,229,87,49,104,87,106,137,133,79,54,833,573,522,1007,1008,1263,1393,1031,431,152,7377
POA6226,0,6,7,17,9,16,0,0,0,55,0,3,0,0,12,9,0,0,0,30,0,0,3,10,14,0,3,0,0,32,0,0,0,7,6,12,3,0,0,30,0,0,11,19,27,12,0,0,0,61,0,0,4,10,11,9,0,0,0,31,6,4,4,7,4,3,9,3,0,46,66,31,81,126,148,123,53,15,5,643
POA6227,0,0,13,11,6,8,7,0,0,44,0,3,10,8,12,5,0,0,0,35,0,0,4,9,15,3,3,0,0,34,0,0,11,8,4,3,0,0,0,17,0,0,8,17,16,6,0,3,0,54,0,0,0,4,8,0,0,0,0,14,3,5,9,5,12,5,3,5,3,46,48,27,102,106,117,84,63,26,6,579
POA6228,0,0,3,3,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,11,0,0,0,3,0,4,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,5,3,0,0,14,16,3,16,39,18,24,20,4,0,144
POA6229,0,0,0,7,4,0,0,0,0,13,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,3,5,0,0,23,9,9,16,24,35,35,31,15,0,176
POA6230,11,179,612,563,579,441,168,54,23,2631,4,93,394,429,450,325,94,13,5,1811,6,51,342,391,422,323,69,14,3,1622,5,34,248,327,377,303,37,15,8,1348,0,19,341,546,624,373,66,9,4,1981,5,9,132,275,311,206,59,9,5,1015,271,229,565,525,564,444,420,255,133,3414,2813,2411,5509,5724,6039,5323,3903,2009,921,34651
POA6232,6,55,171,158,135,103,32,9,0,674,0,27,118,113,114,79,14,3,0,468,0,14,112,91,84,71,13,3,3,397,0,10,85,92,96,52,5,0,0,342,0,9,124,157,129,86,7,3,0,522,0,5,31,55,65,25,7,0,0,192,62,38,104,106,96,102,98,128,113,841,692,655,1572,1406,1349,1158,865,571,247,8511
POA6233,6,77,254,228,237,186,75,18,4,1090,3,49,176,190,201,149,40,8,0,811,0,30,153,177,204,167,34,6,0,770,0,12,133,162,172,120,15,0,0,624,0,15,218,346,339,156,22,0,3,1101,3,4,84,136,114,92,10,10,0,457,130,61,171,194,234,176,159,96,29,1252,1260,858,2374,2593,2603,2289,1597,641,166,14394
POA6236,0,15,14,12,40,34,5,0,0,120,0,6,15,15,23,26,8,0,0,86,0,0,12,21,29,16,3,0,0,87,0,3,6,13,25,19,3,0,0,70,0,3,7,28,46,29,5,0,0,121,0,0,0,16,18,16,4,0,0,57,26,5,8,15,28,30,34,16,4,150,162,88,140,219,378,370,207,87,18,1669
