POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA6000,3,82,437,107,72,61,21,12,3,788,3,42,366,140,65,70,8,4,0,688,0,24,360,144,64,47,16,9,0,665,0,16,258,112,54,39,12,0,0,488,0,20,466,270,141,68,22,0,3,995,0,4,193,216,136,71,25,0,3,646,44,225,660,295,194,168,82,48,16,1728,298,1315,4376,1858,1083,895,492,215,92,10626
POA6003,0,25,163,45,26,15,10,3,0,285,0,12,130,34,28,16,3,0,0,216,0,11,100,33,17,18,9,0,0,186,0,0,69,30,25,11,0,0,0,137,0,5,133,78,39,37,6,0,0,298,0,3,43,56,36,17,5,0,3,167,14,71,293,114,60,42,26,18,4,653,69,339,1418,568,338,307,159,76,27,3291
POA6004,4,77,395,119,79,78,42,7,3,803,0,60,302,85,55,58,22,9,0,595,0,29,293,83,79,45,25,3,0,557,0,14,219,89,56,60,14,3,0,450,0,26,387,233,162,126,33,6,0,977,0,5,166,215,192,156,43,13,0,793,50,181,633,222,153,180,97,53,11,1578,278,1155,3815,1507,1082,1097,694,277,70,9971
POA6005,0,43,195,60,32,11,19,9,0,381,0,31,198,53,44,37,13,0,0,376,0,10,183,61,37,23,10,0,0,331,0,9,149,63,31,19,8,0,0,277,0,6,248,129,65,42,20,12,0,520,0,3,107,106,77,54,35,14,0,390,18,71,298,134,90,59,81,55,66,865,125,519,2086,876,570,437,380,188,115,5285
POA6006,0,43,192,102,105,66,37,11,3,574,0,23,187,93,90,51,25,5,3,471,0,10,142,110,110,55,15,3,0,447,0,8,92,108,76,43,17,0,0,345,0,3,209,189,199,112,24,3,0,733,0,3,99,234,176,91,22,4,0,631,36,39,134,95,108,99,69,59,53,690,348,545,1670,1360,1267,948,538,431,261,7365
POA6007,0,46,196,72,71,59,26,7,0,481,0,40,211,83,54,41,30,6,0,469,0,11,210,90,51,55,19,3,0,438,0,0,136,80,49,44,13,3,0,320,0,5,218,189,145,89,25,5,0,671,0,0,99,230,160,89,26,7,0,610,64,63,172,91,61,43,51,48,55,658,288,509,1790,1151,813,695,494,242,153,6148
POA6008,3,62,267,128,122,130,120,44,4,878,0,48,269,121,110,121,78,23,3,783,0,23,275,136,140,133,75,16,3,806,0,13,216,131,125,111,34,16,4,644,0,20,311,321,320,235,96,24,0,1326,0,3,172,465,457,322,98,26,3,1554,61,66,256,173,146,165,173,119,69,1228,686,904,2575,2146,1977,1865,1509,721,277,12661
POA6009,6,96,141,109,111,124,133,72,23,810,0,44,146,100,100,128,102,43,15,678,3,28,140,124,124,129,114,44,3,709,3,11,95,77,129,97,84,25,6,538,0,7,157,206,236,263,137,63,19,1096,0,11,107,538,779,543,238,61,27,2308,86,138,138,113,112,123,113,72,58,945,1697,2488,2137,1927,2185,2027,1735,854,433,15476
POA6010,3,63,161,113,108,163,165,83,44,900,0,44,168,87,136,128,93,41,38,736,0,19,158,126,141,143,70,42,21,722,0,9,141,89,117,111,75,24,16,583,0,4,221,235,291,218,133,75,26,1204,3,9,103,483,675,418,206,65,29,1988,79,77,171,168,189,186,168,136,108,1282,1311,1042,1729,1835,2322,2077,1802,1139,642,13899
POA6011,0,40,104,39,61,74,84,31,13,454,0,18,92,42,66,59,51,21,10,369,0,12,106,51,85,89,70,25,4,444,0,0,84,55,65,63,44,18,4,333,0,9,152,152,153,131,73,30,14,711,4,6,87,303,456,380,157,49,18,1451,46,52,111,62,113,106,72,31,25,625,653,509,1064,945,1342,1271,919,433,252,7394
POA6012,3,37,145,89,88,70,63,18,7,522,0,14,108,80,69,62,25,14,3,369,0,6,108,58,68,54,39,17,5,353,0,3,76,50,64,49,43,9,3,289,0,9,96,134,147,107,47,20,0,559,0,5,50,232,336,205,88,38,13,958,44,27,142,84,105,90,113,86,61,752,644,482,1181,1057,1296,1028,932,452,182,7248
POA6014,0,100,363,211,193,180,117,52,37,1255,0,62,258,160,169,142,64,46,15,911,0,26,226,211,215,172,59,22,14,954,0,7,170,156,180,136,34,15,10,710,0,12,237,431,432,294,88,29,15,1530,0,7,143,629,686,327,76,21,9,1897,65,87,209,180,151,131,111,137,144,1219,1113,1235,2830,3037,2814,2224,1399,996,644,16307
POA6015,4,32,49,40,60,59,57,38,15,343,0,25,23,26,49,50,37,31,15,258,0,11,29,32,75,49,29,24,8,252,0,0,18,33,63,43,33,13,4,209,0,3,25,79,138,128,41,35,11,460,0,4,19,201,388,231,59,48,23,979,32,23,40,28,67,48,35,46,28,352,579,418,321,610,1139,835,560,567,266,5302
POA6016,0,57,195,139,97,86,32,4,3,612,0,19,176,127,107,66,19,0,0,517,0,8,145,117,121,51,7,0,5,463,0,3,116,93,90,47,16,0,0,371,0,3,199,263,211,134,16,0,3,831,0,3,96,272,182,69,11,0,0,638,37,42,172,109,71,54,56,29,25,597,441,608,1961,1722,1339,945,548,282,173,8016
POA6017,0,23,180,77,41,29,9,0,5,373,0,18,129,57,30,28,15,0,4,290,0,8,100,51,16,21,3,0,0,201,0,4,60,37,28,15,3,0,0,150,0,3,87,28,18,15,0,0,0,153,0,3,23,22,6,4,0,0,0,64,11,31,100,56,40,44,30,19,12,346,91,366,1321,628,389,371,256,149,76,3645
POA6018,0,179,748,399,410,363,180,78,26,2395,0,102,741,403,408,258,110,43,10,2070,0,42,615,439,393,272,80,29,10,1873,0,25,477,406,335,232,49,21,9,1550,0,27,745,842,736,415,123,12,14,2914,3,6,305,792,683,339,73,22,4,2240,138,127,506,371,320,252,226,270,315,2528,2146,1996,6150,5547,5038,3928,2948,2116,1060,30924
POA6019,0,135,639,289,232,195,134,41,26,1682,0,75,536,265,195,180,62,23,7,1347,0,36,461,264,240,164,50,16,3,1235,0,21,352,250,223,136,39,9,4,1033,0,25,571,570,409,251,48,15,3,1893,0,4,191,480,397,209,53,13,3,1345,53,106,441,270,208,168,141,115,40,1541,1022,1350,4621,3437,2804,2174,1556,978,346,18281
POA6020,5,82,199,196,268,322,193,55,12,1332,0,43,184,172,227,230,126,27,0,1004,0,24,156,212,247,250,67,11,9,977,0,11,141,175,210,198,55,6,4,809,0,5,205,416,478,385,98,14,6,1611,0,6,94,452,505,336,108,7,3,1509,71,48,104,128,147,199,153,78,34,958,1281,1038,1763,2605,3052,3237,2615,932,340,16871
POA6021,6,92,455,241,290,232,86,32,18,1445,0,63,316,230,212,136,58,14,0,1030,0,24,276,210,223,114,47,4,0,902,0,6,180,195,157,80,28,5,0,652,0,3,286,381,239,158,32,10,0,1111,0,0,118,247,173,102,29,15,0,678,80,74,238,170,182,143,176,162,162,1386,994,1221,3258,2802,2585,2177,1900,1314,518,16771
POA6022,0,21,107,63,60,52,39,9,3,357,0,9,49,69,59,56,34,4,0,288,0,7,72,66,57,36,12,3,0,249,0,0,47,52,35,33,10,3,0,191,0,3,68,95,71,46,15,4,0,299,0,0,25,41,16,8,8,0,0,101,13,10,32,33,37,26,36,27,8,215,249,237,696,718,605,575,646,259,57,4047
POA6023,0,82,141,179,196,203,141,17,16,973,0,38,149,147,166,159,93,16,7,772,0,15,120,161,170,154,52,9,7,682,0,8,72,167,184,111,38,8,4,595,0,7,142,376,349,250,53,7,4,1186,0,4,70,250,266,142,36,0,0,762,51,46,77,87,91,108,80,48,76,654,969,784,1288,2170,2177,2040,1652,618,316,12019
POA6024,3,61,226,197,207,173,104,19,6,1005,0,23,223,190,154,106,62,5,0,758,0,15,186,181,149,118,30,0,3,682,0,3,112,140,127,80,21,4,0,487,0,4,165,269,189,130,20,0,0,778,0,0,55,81,86,39,13,0,3,267,45,30,102,81,92,81,94,54,24,601,712,633,1783,1921,1706,1627,1669,559,218,10830
POA6025,3,156,495,337,387,409,187,32,24,2031,3,91,411,334,359,261,112,12,7,1598,0,45,385,312,369,303,78,4,4,1499,0,15,226,340,283,232,51,6,5,1156,0,19,336,575,534,385,57,9,8,1913,4,7,136,368,475,271,55,10,0,1330,114,106,233,251,231,194,190,90,51,1455,1896,1822,3803,4144,4278,3986,2898,1049,399,24270
POA6026,4,123,235,207,362,392,124,17,15,1475,0,55,191,228,310,291,66,13,9,1164,0,22,196,231,294,266,55,3,5,1073,0,9,119,230,258,236,34,5,4,902,0,7,196,435,501,394,46,3,3,1582,0,3,72,242,280,166,26,0,0,791,81,50,103,103,140,148,94,117,142,968,1590,1304,1981,2773,3352,3553,1966,1036,648,18206
POA6027,9,263,702,531,678,632,164,42,14,3048,0,129,587,449,556,457,115,12,3,2314,3,49,471,481,563,383,92,8,0,2055,3,14,325,375,430,332,46,8,3,1546,0,20,418,649,765,497,73,5,0,2432,0,9,119,392,456,254,46,13,0,1288,217,193,348,358,350,330,232,153,67,2256,2887,3153,5649,5519,6198,5559,3275,1440,532,34215
POA6028,9,153,236,279,416,288,66,4,3,1454,0,69,211,299,384,180,33,3,0,1188,0,25,187,274,400,185,32,3,0,1105,0,3,118,246,347,166,18,0,0,903,3,3,150,481,625,268,23,0,0,1550,0,4,77,295,461,186,22,3,3,1053,78,78,101,145,183,124,68,62,36,878,2034,1644,2109,3202,4338,2605,1167,515,136,17748
POA6029,0,16,39,35,32,31,27,7,3,182,0,5,39,30,20,28,12,0,0,137,0,3,32,29,32,31,8,4,3,138,0,0,24,20,28,37,11,5,0,116,0,3,35,70,64,37,12,3,3,229,0,4,21,74,95,46,19,0,3,263,15,4,18,11,20,27,23,9,7,126,212,135,306,358,422,345,278,153,67,2286
POA6030,13,232,686,599,681,368,92,36,17,2721,3,97,482,477,530,262,42,10,12,1915,0,44,362,463,470,197,39,3,0,1583,0,10,220,354,336,159,30,12,3,1136,0,24,325,592,619,230,40,6,0,1829,0,8,99,291,361,138,33,15,10,951,281,233,403,414,441,279,172,171,177,2568,3110,2803,5382,5659,6010,3475,2301,1495,569,30803
POA6031,3,124,490,294,267,123,22,3,0,1327,4,51,336,278,216,110,15,3,0,1011,0,24,260,242,192,73,11,0,0,801,0,3,153,164,142,49,9,0,0,522,0,9,200,257,190,67,10,0,0,728,0,3,39,118,102,27,6,0,0,297,84,82,237,130,122,88,44,12,4,800,1247,1176,3198,2636,2106,1154,560,187,42,12306
POA6032,0,0,4,3,3,3,0,0,0,16,0,0,0,0,4,0,3,0,0,10,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,4,0,0,0,18,14,13,20,34,37,29,17,6,0,170
POA6033,0,0,7,3,9,4,5,0,0,34,0,3,3,3,5,5,3,0,0,16,0,0,3,7,3,4,0,0,0,14,0,0,0,0,5,8,0,0,0,15,0,0,0,10,5,0,3,0,0,20,0,0,0,4,4,4,3,3,0,14,10,7,4,12,13,9,4,3,0,61,46,31,29,60,77,64,41,14,3,367
POA6034,0,25,89,27,19,17,0,0,0,168,0,5,58,27,7,7,0,0,0,101,0,12,51,21,11,10,0,0,0,108,0,6,22,13,10,3,0,0,0,65,0,4,37,20,18,3,0,0,0,79,0,0,9,6,7,0,0,0,0,28,7,14,41,30,14,8,3,0,0,124,92,187,475,230,153,73,34,7,3,1255
POA6035,3,52,173,118,124,60,28,4,0,552,0,22,102,113,99,51,14,0,0,404,0,11,88,108,92,44,6,0,0,353,0,6,64,84,62,34,3,0,0,257,0,0,96,137,103,37,8,0,0,386,4,0,35,57,53,22,5,0,0,183,64,46,144,127,116,72,90,97,86,851,496,506,1359,1301,1153,759,671,310,129,6687
POA6036,8,90,336,287,221,94,25,9,0,1070,0,48,219,210,186,66,14,0,0,749,0,37,186,208,213,44,10,0,0,691,0,6,99,165,153,46,3,0,0,470,0,3,185,253,229,49,3,0,0,723,0,7,47,120,105,31,5,0,0,315,159,121,271,245,187,86,68,28,12,1175,1320,1121,2608,2546,2153,954,625,216,41,11592
POA6037,3,6,38,30,45,30,11,3,0,171,0,6,15,21,24,19,5,0,0,92,0,0,17,29,36,23,3,3,0,105,0,3,10,15,25,17,3,0,0,84,0,4,25,34,29,15,0,0,0,115,0,5,14,25,19,9,0,0,0,70,25,10,49,47,46,38,37,30,0,288,167,140,383,382,451,358,302,162,24,2362
POA6038,3,72,228,104,75,25,6,3,0,516,0,33,190,97,69,23,9,0,0,426,0,15,156,91,52,18,3,0,0,337,0,15,92,96,50,13,3,0,0,264,0,3,119,106,79,16,4,0,0,325,0,3,24,37,19,11,0,0,0,96,34,36,150,89,53,36,18,10,0,421,325,552,1603,984,678,296,174,34,3,4639
POA6041,0,3,4,19,12,15,10,7,3,81,0,0,11,9,12,8,3,0,0,41,0,0,6,12,10,8,6,0,0,45,0,0,5,6,10,8,3,0,0,35,0,0,0,14,17,14,7,0,0,50,0,0,3,9,14,11,5,0,0,37,15,3,3,15,31,26,28,10,0,127,74,52,102,155,223,251,255,96,11,1227
POA6042,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,8,3,9,27,24,3,0,79
POA6043,0,0,0,0,3,0,3,0,0,7,0,0,0,0,3,0,3,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,8,3,3,3,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,3,9,7,9,9,6,0,33,8,7,20,35,31,46,50,21,8,208
POA6044,0,3,17,11,15,24,10,3,0,83,0,3,4,9,6,3,4,0,0,29,0,0,3,0,11,14,0,0,0,27,0,0,10,5,10,4,3,0,0,30,0,0,4,9,13,11,5,3,0,47,0,0,0,8,8,3,7,5,0,46,12,4,12,15,14,27,23,16,5,118,56,40,121,126,164,246,220,93,18,1078
POA6050,8,88,294,149,157,132,85,34,26,979,4,50,273,123,129,105,53,14,12,756,0,26,219,149,163,130,51,11,3,757,0,10,132,144,124,106,31,13,3,561,0,14,225,260,303,216,56,14,13,1090,3,8,100,360,447,290,61,25,16,1305,75,119,286,180,148,114,147,159,307,1543,904,1183,2533,1971,2071,1795,1247,787,732,13226
POA6051,4,86,436,207,146,90,25,4,3,1002,0,43,388,197,104,82,26,4,0,841,0,18,322,178,117,80,29,0,0,745,0,5,183,139,90,67,12,0,0,491,0,9,297,306,153,107,28,3,0,905,0,4,99,144,127,75,15,3,3,464,32,94,344,186,140,124,78,44,28,1055,345,939,3545,2177,1414,1264,817,314,129,10941
POA6052,0,41,228,148,147,127,51,10,3,753,3,30,183,141,141,98,24,0,0,625,0,14,160,134,126,75,17,0,0,528,0,4,94,134,139,77,15,0,0,466,0,4,176,276,227,124,20,3,0,830,0,3,83,194,160,63,10,0,0,518,45,54,135,116,128,116,84,84,29,793,602,700,1739,1738,1612,1311,774,478,216,9174
POA6053,5,76,275,209,181,183,35,12,9,982,0,35,280,170,171,123,28,3,0,810,0,9,215,236,177,129,22,0,0,799,0,7,146,162,144,83,15,0,0,554,0,8,237,371,306,135,16,0,0,1079,0,3,98,196,141,59,5,3,0,508,27,48,139,135,125,105,121,152,210,1071,680,782,2368,2317,2009,1642,1065,665,444,11967
POA6054,3,89,388,322,290,223,86,19,12,1431,0,43,267,252,237,168,48,6,0,1029,0,18,251,238,245,133,28,4,3,921,0,9,180,197,159,118,13,0,0,679,0,7,195,314,263,151,32,3,0,970,0,3,44,118,123,56,12,3,0,359,111,111,200,210,214,197,158,142,103,1450,1210,1207,3004,2957,2833,2420,1732,952,383,16701
POA6055,5,150,608,394,303,203,53,18,3,1755,3,83,472,279,224,134,37,9,0,1237,0,34,438,296,202,144,26,5,0,1151,0,12,243,224,164,78,12,4,3,745,3,24,305,326,281,141,28,0,0,1092,0,9,76,143,135,69,20,7,0,461,99,170,463,343,264,157,134,86,48,1770,1130,1463,4443,3262,2585,1914,1151,536,169,16653
POA6056,16,240,673,618,620,526,152,44,7,2897,5,122,491,394,463,352,104,19,0,1951,0,60,400,375,502,303,76,10,4,1718,0,37,209,254,330,209,52,3,3,1091,0,20,277,413,485,287,56,11,0,1559,0,10,104,182,201,129,34,17,3,682,214,217,453,390,456,405,416,335,271,3154,2439,2755,5353,4961,5631,4761,3595,1922,795,32216
POA6057,6,105,354,263,329,215,73,28,5,1381,0,55,241,197,228,149,37,6,0,915,3,30,216,208,179,120,30,7,0,785,0,11,117,143,152,104,17,5,0,545,0,31,192,239,202,135,21,4,0,817,0,3,56,90,77,67,6,8,0,312,84,93,216,140,174,171,125,82,25,1125,1026,1088,2479,2284,2333,1966,1399,719,179,13476
POA6058,5,63,271,227,230,171,49,6,3,1030,0,36,198,192,181,114,35,3,3,764,3,19,153,156,132,105,15,4,0,592,0,5,97,84,90,71,5,3,0,357,0,18,116,134,117,82,17,4,0,488,0,4,29,41,32,29,6,0,0,153,67,53,139,135,111,112,103,72,64,861,793,828,1924,1770,1584,1564,1098,604,198,10373
POA6059,4,116,430,295,321,276,128,47,31,1652,0,60,270,248,285,214,62,24,4,1163,0,22,251,238,254,198,66,16,11,1055,0,16,167,189,200,137,40,11,3,769,0,10,236,373,366,225,52,12,7,1272,0,7,70,214,245,158,48,29,3,772,93,102,188,192,187,157,147,160,77,1298,1402,1448,3136,3104,3222,2799,2199,1754,673,19738
POA6060,3,110,762,387,290,239,106,36,14,1949,0,69,581,330,234,162,55,11,3,1452,0,35,509,294,211,152,30,15,5,1247,0,5,328,237,145,100,29,10,3,867,0,12,474,468,310,181,37,11,7,1488,0,4,169,265,146,91,10,9,5,701,61,118,453,305,183,178,141,200,199,1844,806,1434,5565,3689,2671,2316,1645,1284,747,20159
POA6061,5,199,1123,626,439,311,88,19,3,2810,3,92,752,441,273,189,38,9,0,1797,3,40,584,325,197,119,20,4,3,1293,0,20,324,218,117,82,6,0,0,773,0,12,369,268,146,86,20,0,0,905,0,6,71,67,37,38,3,3,0,225,186,293,918,480,398,324,281,212,58,3143,1977,3004,9241,5424,4066,3443,2371,1424,404,31335
POA6062,9,176,649,448,485,393,155,40,13,2375,0,78,485,376,355,271,84,10,3,1663,3,44,413,343,307,249,56,7,3,1428,0,23,256,255,213,178,43,10,3,977,0,14,305,369,335,206,38,5,0,1276,0,4,71,152,118,84,33,6,4,476,128,142,330,274,256,268,261,237,151,2054,1857,2201,5210,4287,4106,3907,3198,1950,742,27472
POA6063,4,62,274,237,258,200,34,0,5,1068,0,23,168,173,163,109,21,5,0,666,0,15,120,135,119,94,11,0,0,481,0,11,71,85,97,51,7,0,3,324,0,3,92,156,102,42,11,3,0,413,0,0,25,42,39,15,0,0,0,122,95,75,165,150,152,116,70,42,11,878,1045,985,2126,2104,2001,1676,895,318,113,11270
POA6064,15,132,562,487,480,374,99,14,3,2161,0,59,368,334,308,189,46,4,0,1305,0,18,231,255,238,145,28,0,0,915,0,15,139,162,129,89,21,0,0,549,3,9,170,196,196,116,22,4,0,715,0,6,49,44,50,31,10,6,0,197,192,153,311,273,288,252,171,148,55,1844,2245,2246,4486,4216,4205,3599,2397,1165,383,24950
POA6065,14,341,1259,1095,989,594,188,52,21,4548,3,185,1006,866,765,437,107,15,10,3391,3,81,912,910,719,389,51,9,4,3084,0,36,597,701,554,257,48,7,3,2206,0,24,791,1221,889,382,51,7,5,3369,0,15,233,503,376,151,38,4,4,1330,268,250,502,492,513,347,291,221,127,3010,4164,3854,9675,10005,8190,5435,3696,1934,663,47622
POA6066,6,115,317,274,376,266,45,7,4,1417,0,51,202,205,289,189,21,3,0,959,0,15,153,147,227,148,17,0,0,705,0,9,107,96,175,108,10,0,0,497,0,4,107,128,236,140,13,0,0,633,0,3,20,54,80,48,8,0,0,222,107,101,150,111,165,121,82,33,16,881,1577,1473,2401,2281,3071,2372,1118,520,161,14981
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,4,0,0,0,0,24
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
POA6069,10,222,913,705,577,305,98,15,10,2867,4,140,684,642,492,224,40,3,3,2237,0,62,529,549,447,210,42,3,3,1847,0,38,320,447,342,153,24,0,0,1323,0,35,430,681,549,211,46,3,0,1955,3,11,116,297,246,98,23,0,3,798,191,189,441,469,335,194,166,136,138,2264,2588,2519,6772,6363,4856,2865,1890,896,294,29029
POA6070,0,6,28,31,47,33,27,3,0,176,0,8,26,38,41,57,26,0,0,198,0,0,25,54,49,30,14,7,0,184,0,0,11,29,48,23,12,0,0,119,0,3,16,70,86,75,12,3,0,267,0,0,11,45,93,34,12,0,0,199,18,9,21,28,32,25,24,13,3,172,263,137,241,472,610,521,452,168,37,2885
POA6071,0,16,24,25,48,51,28,7,8,200,0,7,18,25,45,32,12,3,3,153,0,0,20,35,52,35,10,3,0,148,0,0,11,28,42,29,5,0,0,125,0,3,23,41,97,46,12,3,0,224,0,0,3,44,53,46,6,3,0,151,12,13,13,22,30,38,27,6,7,170,272,177,248,400,584,528,391,146,45,2796
POA6072,0,3,3,8,9,12,6,3,0,56,0,0,7,3,9,9,4,0,0,32,0,0,9,4,14,17,0,0,0,49,0,0,4,4,11,5,0,0,0,29,0,0,3,9,18,19,0,0,0,53,0,0,0,4,16,12,0,0,0,33,15,7,16,10,25,29,24,6,0,127,70,43,76,81,161,164,106,41,11,747
POA6073,3,16,33,34,47,42,30,6,3,203,0,3,15,31,40,38,17,3,0,142,0,6,12,27,39,24,13,3,0,121,0,3,6,19,36,19,0,0,0,88,0,3,16,44,56,46,7,0,0,174,0,0,3,20,40,16,0,3,0,86,17,10,18,22,26,17,36,26,37,205,200,146,216,338,493,426,392,217,118,2543
POA6074,0,6,10,10,9,18,4,4,0,62,0,5,9,4,10,13,7,0,0,48,0,0,6,14,12,9,5,0,0,50,0,0,5,5,8,9,0,0,0,32,0,0,7,10,24,13,0,0,0,57,0,0,0,8,3,7,3,0,0,22,3,12,10,10,13,7,9,3,0,71,62,54,92,119,155,149,126,43,16,811
POA6076,8,114,181,227,332,282,177,52,19,1382,4,37,164,180,274,221,136,26,3,1040,0,5,119,202,262,186,68,15,7,873,0,6,94,172,231,168,71,7,3,756,0,11,132,333,480,289,92,15,3,1354,0,5,59,225,323,196,64,19,8,886,123,72,107,147,191,222,209,176,111,1355,1721,1062,1568,2494,3328,2965,2818,1543,519,18018
POA6077,0,5,9,3,23,26,5,3,0,83,0,9,10,13,18,30,12,0,0,94,0,0,5,10,27,20,0,0,0,61,0,0,0,14,12,16,0,0,0,45,0,0,3,13,28,13,5,0,0,61,0,0,0,9,17,15,7,0,0,52,15,10,6,11,20,7,14,5,4,93,123,88,107,125,230,265,183,85,26,1232
POA6078,0,8,10,12,18,22,3,0,0,71,0,3,3,6,15,10,7,0,0,37,0,3,10,6,15,15,0,0,0,60,0,0,3,3,11,7,4,0,0,30,0,0,8,9,22,8,0,0,0,51,0,0,3,7,11,5,0,0,0,26,3,3,10,11,15,18,10,3,0,73,67,55,99,88,161,177,96,27,8,778
POA6079,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,6,11,4,0,24
POA6081,3,22,51,37,83,68,26,3,0,295,0,10,37,52,71,60,19,0,0,253,0,0,42,44,69,37,11,0,0,206,0,3,16,50,57,36,7,0,0,169,0,4,44,79,102,54,9,0,0,298,0,0,8,51,57,21,3,0,0,141,25,20,34,44,68,41,38,17,8,294,358,238,424,617,832,679,446,145,51,3785
POA6082,0,21,40,38,43,58,17,3,0,229,0,16,31,44,41,28,3,0,0,160,0,6,25,40,52,21,10,0,0,158,0,0,22,35,34,12,3,0,0,111,0,0,30,46,57,43,10,0,0,183,0,0,7,21,26,15,5,0,0,82,20,13,21,23,31,29,19,10,5,165,244,155,349,415,502,465,301,104,30,2573
POA6083,3,24,22,49,67,60,27,12,0,253,0,9,23,37,49,35,7,0,0,154,0,5,20,41,72,36,8,3,0,180,0,0,9,20,47,32,4,0,0,112,0,0,11,53,76,55,4,0,0,213,0,0,3,43,44,32,6,0,0,133,14,22,29,39,67,57,45,13,3,287,238,210,220,455,691,578,352,130,24,2905
POA6084,7,38,116,128,160,108,26,9,0,590,0,20,80,92,118,73,17,3,0,393,0,18,59,95,108,72,10,3,0,362,0,9,24,63,81,55,14,0,0,242,0,5,58,113,155,74,15,0,0,420,0,6,15,58,77,37,10,0,0,204,104,65,106,142,149,114,61,32,12,797,629,458,827,1181,1406,1087,682,226,44,6553
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
