POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6147,464,407,241,133,226,119,60,1650,78,64,21,19,27,11,0,227,53,47,22,17,16,16,9,175,210,201,74,39,73,26,6,627,3,6,3,0,0,0,0,17,805,733,362,209,344,166,76,2694,43,80,37,21,50,25,19,272,10,20,17,9,9,6,3,71,12,20,12,13,15,6,0,75,59,69,50,28,35,10,5,246,4,0,3,0,3,0,0,5,123,185,113,67,114,39,25,674,930,919,471,278,457,212,102,3366
POA6148,361,526,362,223,332,192,90,2085,65,85,51,39,46,38,15,340,62,77,55,38,48,34,10,320,258,252,156,95,150,94,40,1044,4,4,0,0,0,0,0,10,749,936,620,392,581,363,155,3800,19,39,39,37,49,32,22,232,6,20,19,15,18,5,4,87,3,9,16,12,18,11,4,68,47,45,35,21,41,15,6,208,0,0,0,3,0,0,0,13,74,112,110,88,126,60,32,608,826,1053,734,477,705,425,194,4410
POA6149,277,387,224,153,279,178,115,1619,82,109,54,44,74,28,9,399,106,122,61,40,63,33,19,443,271,419,210,153,172,104,53,1390,0,0,4,6,7,0,0,18,739,1040,550,398,595,343,198,3865,16,33,23,17,31,25,15,174,6,21,12,9,11,5,5,75,0,12,8,8,6,9,6,52,32,52,35,21,35,14,11,199,0,0,0,0,4,0,0,5,59,115,88,58,92,60,32,507,803,1158,641,455,688,407,230,4376
POA6150,184,217,152,138,183,164,94,1130,32,36,27,20,43,19,13,195,47,60,40,24,37,30,16,246,152,231,137,102,147,88,42,896,3,4,0,0,0,0,0,8,418,549,356,289,408,299,159,2480,16,26,22,24,33,21,16,156,3,8,11,8,9,4,5,42,5,3,6,3,10,7,0,40,11,17,29,17,26,10,8,108,0,3,0,0,0,0,0,5,28,62,62,53,80,41,23,350,447,615,418,337,484,339,180,2831
POA6151,257,199,109,74,90,65,42,839,86,96,55,26,38,28,10,331,79,77,47,28,35,23,16,311,216,311,201,134,152,101,37,1145,4,0,0,0,0,0,0,8,640,689,405,263,318,222,99,2634,11,18,16,11,11,16,11,96,3,16,10,7,15,10,8,68,3,6,0,3,13,6,4,38,36,42,35,17,37,15,4,187,4,0,3,8,0,0,0,14,59,91,70,45,71,43,27,407,701,776,474,304,383,266,133,3043
POA6152,406,330,169,109,190,143,70,1417,85,96,53,37,47,16,6,344,124,130,58,21,30,31,11,407,389,407,203,118,176,115,57,1465,3,8,0,0,0,0,0,14,1015,970,486,282,447,302,148,3643,27,35,30,24,53,43,25,237,12,24,17,9,13,8,5,87,17,32,18,11,12,9,3,103,46,89,70,40,73,34,20,379,4,9,4,0,0,4,0,23,107,191,136,83,159,102,53,830,1125,1159,624,364,604,404,198,4471
POA6153,344,393,230,136,193,145,72,1511,109,108,75,43,60,26,20,435,101,111,54,38,70,43,24,448,345,373,208,132,212,148,81,1506,0,0,0,0,0,0,0,0,901,988,567,346,548,362,192,3903,14,28,32,26,56,40,21,219,17,11,14,11,9,11,0,71,8,23,10,6,17,7,3,77,26,41,29,31,42,26,8,204,10,7,3,0,0,0,0,16,75,103,92,71,126,79,37,584,980,1094,657,417,672,439,231,4485
POA6154,146,170,113,62,103,70,25,690,57,71,28,22,32,15,6,229,65,78,47,27,47,22,14,296,206,264,149,93,121,55,46,931,0,0,0,0,0,0,0,3,472,585,342,202,301,153,82,2146,0,15,13,10,14,16,5,61,4,12,7,7,13,3,5,56,3,10,20,16,14,0,4,65,16,32,26,12,29,16,9,129,0,5,0,0,0,0,0,4,29,65,63,45,73,33,14,322,500,658,403,241,375,188,102,2460
POA6155,1632,1851,1158,774,1215,702,345,7679,198,264,171,86,122,65,34,937,190,247,134,79,152,77,33,915,596,908,555,342,459,189,73,3127,10,9,10,8,6,5,4,47,2626,3282,2027,1286,1953,1042,486,12702,90,164,108,103,201,107,84,855,26,35,33,27,39,27,4,185,24,42,39,31,33,19,7,191,76,122,104,80,100,39,15,530,3,7,4,0,3,0,0,21,221,364,286,238,378,182,112,1785,2845,3642,2322,1521,2334,1229,600,14488
POA6156,155,152,100,75,96,48,20,638,114,150,80,46,71,26,12,501,102,105,67,28,40,26,13,383,473,539,349,179,233,116,48,1940,9,0,6,4,4,0,0,17,853,940,595,331,448,219,95,3478,9,14,17,14,30,13,8,104,5,16,22,16,13,7,4,94,7,19,5,12,16,10,5,71,48,101,65,76,72,24,21,405,0,4,0,0,3,0,0,12,76,156,111,117,128,56,39,685,926,1097,707,455,575,276,135,4160
POA6157,121,125,61,45,57,34,12,452,106,87,40,27,32,18,11,324,103,71,36,18,33,19,8,287,389,329,202,141,148,81,29,1315,0,3,0,0,0,3,0,3,721,619,339,229,268,152,57,2374,15,23,20,10,16,6,7,87,17,20,15,22,21,8,0,104,13,9,13,14,9,3,0,65,29,67,42,33,53,27,19,270,0,3,0,4,0,0,0,7,72,129,94,73,99,41,25,534,793,742,426,299,366,193,81,2909
POA6158,60,64,34,22,28,18,11,232,30,65,43,26,26,14,20,228,50,42,25,20,30,24,4,194,151,243,158,78,114,79,29,857,0,0,0,0,0,0,0,3,295,410,262,148,188,136,70,1516,0,0,3,3,10,3,4,34,3,15,9,12,9,0,0,50,3,13,6,3,12,0,0,37,8,18,22,17,20,11,4,99,0,0,0,0,0,0,0,3,24,45,43,37,48,16,11,222,323,460,299,184,237,154,75,1741
POA6159,25,25,11,3,8,4,3,79,4,11,5,0,7,6,0,44,17,15,13,7,5,3,0,59,59,41,25,21,36,18,9,207,6,0,0,0,0,0,0,6,112,96,49,34,61,30,8,393,0,4,5,0,3,0,0,14,0,4,5,4,5,0,5,24,0,4,0,0,3,0,0,9,10,7,13,0,7,3,0,50,0,0,0,0,0,0,0,0,10,24,24,9,16,4,5,97,124,119,76,44,77,35,15,490
POA6160,55,39,22,10,18,10,8,172,36,32,26,11,19,10,3,139,44,25,14,16,17,3,3,118,126,103,37,31,49,20,15,380,0,0,0,0,0,0,0,3,270,199,103,75,102,44,28,813,0,7,4,0,4,3,0,25,3,7,6,3,10,5,4,36,3,10,6,9,4,7,0,42,30,20,14,21,27,9,8,127,0,0,0,0,0,0,0,0,44,46,32,34,46,21,6,227,312,244,131,108,151,61,35,1046
POA6161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,14
POA6162,88,74,51,30,46,10,8,312,77,90,59,27,25,18,11,309,87,101,32,28,25,13,7,291,242,227,126,70,99,45,16,822,3,3,3,0,0,0,0,11,498,488,264,158,199,93,40,1741,3,6,10,3,7,7,3,38,10,22,11,8,8,3,0,60,0,12,16,8,8,7,0,55,31,49,30,30,34,16,13,199,6,4,5,3,0,0,0,20,56,88,68,45,64,32,14,371,551,578,332,200,268,124,56,2118
POA6163,615,520,300,201,310,179,105,2240,304,258,119,77,114,43,28,949,290,224,107,64,120,36,15,856,942,952,501,346,475,173,98,3488,6,9,0,4,5,3,0,26,2165,1962,1029,691,1018,443,257,7556,68,85,64,29,74,47,31,390,48,72,56,41,65,22,13,311,33,56,32,24,36,14,11,212,220,297,176,137,176,55,26,1094,18,15,24,11,8,3,0,67,377,526,346,243,352,136,83,2071,2545,2484,1376,937,1373,579,341,9632
POA6164,1545,1262,661,392,607,304,176,4943,437,361,169,114,153,57,26,1316,443,406,185,105,115,56,9,1325,1825,1678,800,475,612,194,81,5665,12,19,11,7,10,3,0,57,4257,3729,1829,1091,1497,604,289,13303,77,124,89,54,100,50,32,526,56,69,51,41,56,12,10,303,36,67,31,36,36,18,0,220,234,357,203,130,172,55,22,1166,8,9,9,12,4,3,0,42,407,624,382,270,368,142,62,2262,4667,4360,2211,1365,1865,746,355,15566
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6
POA6166,100,90,63,37,46,24,15,376,62,53,19,26,39,23,11,225,67,58,34,22,32,17,3,227,242,284,146,99,153,74,33,1024,4,4,0,5,0,3,0,9,470,479,265,186,270,141,62,1870,7,17,3,0,8,4,8,45,11,3,0,7,9,0,3,40,6,8,4,0,4,4,3,22,37,47,24,20,25,8,6,170,0,0,0,0,0,0,0,3,58,75,38,31,53,21,18,283,524,554,300,209,323,164,73,2157
POA6167,503,432,218,134,165,80,32,1567,136,125,54,40,56,13,6,432,176,138,56,29,52,15,0,456,760,679,324,187,202,33,14,2199,11,16,4,3,0,0,0,40,1579,1385,655,402,478,141,56,4690,40,91,51,31,41,14,11,280,37,59,31,18,37,12,3,209,40,32,22,16,13,11,3,130,227,277,134,78,91,20,8,840,15,6,10,7,3,0,0,50,362,461,250,155,190,60,31,1505,1936,1845,910,556,666,209,81,6201
POA6168,209,212,124,92,121,41,22,822,98,101,58,26,45,10,3,343,111,107,33,27,42,24,7,341,413,410,210,113,158,49,16,1362,4,6,3,0,3,0,0,18,832,835,433,258,360,126,50,2881,24,31,39,25,38,12,8,170,25,36,27,16,15,3,3,132,24,33,21,6,17,3,0,110,202,229,135,81,104,18,9,773,6,7,8,8,0,0,0,27,278,335,222,135,178,39,23,1213,1109,1169,655,389,541,158,69,4097
POA6169,345,428,273,159,251,83,40,1581,195,164,93,52,77,38,8,624,241,204,111,79,104,37,19,779,937,848,451,269,345,91,27,2966,15,17,0,3,3,0,0,40,1725,1659,921,562,779,250,93,5993,53,69,48,31,56,19,9,283,66,83,42,25,29,7,4,262,33,55,41,18,15,5,4,169,221,338,194,119,146,41,15,1069,7,13,6,5,4,0,0,30,379,557,324,191,252,75,37,1816,2104,2214,1247,756,1032,326,128,7809
POA6170,499,323,160,109,140,68,34,1333,94,68,25,16,24,8,0,236,91,51,20,10,10,9,0,189,334,257,121,83,80,23,7,906,6,3,6,0,0,0,0,16,1020,705,323,219,255,104,49,2672,40,39,25,11,23,13,14,164,14,23,3,7,7,5,3,62,15,27,7,8,11,6,4,78,109,109,57,35,49,21,0,380,9,10,8,0,0,0,0,35,190,215,101,60,90,41,19,716,1207,923,424,275,347,144,70,3388
POA6171,733,751,425,303,366,123,39,2735,364,252,115,48,78,18,14,879,276,202,85,44,51,12,5,677,1255,1148,506,251,269,72,23,3536,13,11,0,0,3,0,0,26,2640,2364,1135,643,762,225,81,7852,46,85,55,29,48,17,7,277,34,48,24,23,24,8,3,158,32,36,31,14,20,3,4,141,221,252,111,56,92,19,8,761,3,13,10,0,3,0,0,25,341,432,233,126,179,37,20,1366,2979,2796,1366,772,949,262,100,9223
POA6172,159,255,152,117,146,45,20,892,85,85,58,34,43,17,4,323,71,82,41,23,42,17,9,279,363,439,251,162,207,43,19,1488,3,5,0,0,3,0,0,19,685,871,498,343,440,115,44,3000,16,40,19,22,25,7,7,140,35,44,14,20,15,0,0,139,15,23,18,12,18,0,0,86,129,165,82,67,65,17,9,528,0,9,0,7,0,0,0,17,202,276,140,125,116,23,21,903,882,1150,645,466,556,141,62,3904
POA6173,231,333,219,181,231,72,29,1299,67,82,50,31,40,11,3,296,98,114,58,21,30,13,4,336,395,458,230,164,181,44,11,1490,10,3,3,4,0,0,0,20,798,989,564,408,492,146,45,3445,31,34,15,22,34,3,3,142,10,16,16,17,13,0,0,70,4,11,9,7,3,3,0,41,63,91,41,40,40,11,3,291,3,0,0,0,0,0,0,7,117,151,80,84,91,17,9,543,917,1141,645,494,579,162,50,3991
POA6174,45,46,39,29,37,8,8,214,24,23,18,8,13,3,0,90,44,36,17,10,9,0,0,113,137,131,57,35,56,17,0,436,0,3,0,0,0,0,0,3,256,241,126,80,113,29,6,856,10,16,10,5,0,3,3,42,9,3,6,5,3,3,0,30,5,4,3,10,5,3,0,26,21,66,28,26,28,8,0,172,3,0,0,4,0,0,0,11,37,87,47,47,36,10,4,270,293,329,175,128,153,43,11,1129
POA6175,38,47,30,33,30,4,4,191,37,40,18,7,7,3,0,118,40,32,13,12,20,3,3,118,162,135,78,46,69,17,3,508,0,3,0,0,0,0,0,3,275,263,143,97,125,28,7,937,9,3,8,3,0,0,0,26,3,0,3,4,0,0,0,17,0,0,3,4,3,0,0,18,23,35,21,18,16,0,0,120,0,3,0,0,0,0,0,8,37,51,37,26,29,3,0,186,313,305,184,121,156,28,13,1120
POA6176,13,18,3,4,11,9,0,60,19,16,3,3,5,0,0,40,17,8,7,3,3,0,0,36,49,35,28,11,20,0,0,143,0,0,0,0,0,0,0,0,97,85,40,19,33,9,5,279,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,3,9,0,0,29,0,0,0,0,0,0,0,3,13,14,8,6,8,0,0,44,106,91,46,24,44,8,5,321
POA6180,104,101,69,52,50,17,9,390,50,29,16,8,6,3,0,111,39,46,24,8,13,3,0,138,211,206,80,36,44,14,3,594,0,4,0,0,0,0,0,5,400,386,187,106,111,32,15,1238,11,6,17,0,6,0,4,44,19,15,6,7,9,0,0,58,8,5,3,0,0,0,0,22,27,57,36,25,24,3,0,165,3,0,3,0,0,0,0,3,62,90,65,35,30,4,5,288,460,470,250,141,148,38,18,1522
POA6181,0,3,5,0,0,6,0,11,5,3,3,3,3,0,0,16,0,3,10,0,3,0,0,16,15,21,13,11,12,5,0,74,0,0,0,0,0,0,0,0,13,35,26,15,23,7,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,9,15,36,30,15,24,7,0,130
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,3,0,4,3,8,0,0,23,3,7,3,0,0,0,0,16,0,4,0,0,0,3,0,9,45,51,18,14,20,4,3,159,0,0,0,0,0,0,0,0,52,67,27,20,27,6,3,213,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,21,56,78,29,24,32,6,3,231
POA6208,29,44,32,21,25,9,3,160,48,56,23,18,23,5,0,177,53,36,22,16,23,9,3,155,381,414,225,140,156,42,7,1372,6,9,6,0,0,0,0,22,517,557,310,199,229,67,13,1882,7,7,11,3,20,4,0,56,17,19,10,8,13,0,0,73,12,15,4,5,8,3,0,44,91,163,63,61,54,15,0,446,3,7,0,0,4,0,0,13,137,205,94,77,96,24,0,627,654,759,398,279,324,86,15,2512
POA6209,10,6,3,4,7,3,3,40,5,5,6,0,6,0,0,25,5,4,9,3,11,0,0,35,33,54,34,27,28,7,4,178,0,0,3,0,0,0,0,0,48,72,59,32,48,12,11,285,0,0,0,0,0,3,0,6,6,3,0,0,3,0,0,10,0,0,0,0,0,0,0,3,15,12,12,10,4,3,0,62,0,0,0,0,0,0,0,0,24,20,15,14,8,7,0,85,74,95,67,45,62,15,7,368
POA6210,548,765,475,292,470,153,49,2756,250,253,140,112,144,41,22,955,333,273,133,88,100,38,12,976,1537,1561,819,546,700,199,74,5436,9,13,10,10,7,0,0,52,2674,2865,1581,1047,1419,427,158,10176,57,108,81,80,114,27,11,476,89,79,59,46,72,11,6,367,59,83,51,48,61,15,3,318,532,659,408,260,311,52,28,2249,32,19,21,12,9,0,0,105,770,950,622,445,569,104,55,3515,3446,3821,2203,1486,1987,534,210,13687
POA6211,54,68,45,28,43,17,3,261,27,43,19,12,17,3,0,123,51,51,27,6,5,3,3,153,185,225,134,69,86,15,14,723,0,0,3,0,0,0,0,4,318,386,227,116,154,45,19,1258,8,6,10,6,3,0,0,30,4,12,5,0,4,0,0,26,6,6,7,8,6,0,0,46,66,84,35,22,28,5,0,246,0,3,0,0,0,0,0,3,85,116,63,36,46,3,0,345,400,506,292,149,202,46,17,1612
POA6213,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,15,0,0,0,0,0,0,0,0,13,24,20,16,7,0,0,80,0,4,0,0,0,0,0,4,18,32,24,14,5,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,8,3,3,6,0,0,23,0,0,0,0,0,0,0,0,3,8,3,0,9,0,0,26,21,41,21,18,18,0,0,121
POA6214,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,4,23,35,19,9,12,3,0,106,0,0,0,0,0,0,0,0,29,37,18,8,18,3,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,9,0,0,21,0,0,0,0,0,0,0,3,6,3,6,5,7,0,0,23,32,46,24,12,28,3,0,144
POA6215,11,20,13,8,12,3,0,69,6,8,5,4,11,0,0,34,20,15,16,6,10,0,0,61,124,129,88,69,56,5,9,479,0,3,3,0,0,0,0,10,162,182,131,85,86,6,7,655,3,0,0,0,0,0,0,4,0,3,3,0,3,3,0,11,0,0,3,0,3,0,0,8,21,42,22,20,22,0,0,129,0,4,0,0,0,0,0,7,24,49,35,20,29,4,3,161,189,231,161,102,113,11,10,822
POA6218,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,7,5,7,5,0,62,0,0,0,0,0,0,0,0,26,16,7,7,7,5,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,3,0,0,21,0,0,0,0,0,0,0,0,4,4,8,4,3,0,0,21,32,23,18,13,14,5,0,90
POA6220,34,40,27,18,20,6,0,140,16,13,8,3,5,0,0,44,8,13,6,3,10,0,0,32,115,181,95,58,72,12,3,543,0,0,0,0,0,0,0,3,176,244,135,83,102,16,3,761,6,3,0,0,3,0,0,14,0,3,7,10,3,0,0,18,3,5,0,3,0,0,0,10,14,26,18,16,14,3,0,95,4,0,3,0,3,0,0,10,27,29,32,23,26,3,0,149,202,277,164,106,126,16,3,906
POA6221,3,3,3,0,3,0,0,16,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,3,3,8,11,8,10,0,0,36,0,0,0,0,0,0,0,0,8,16,12,6,16,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,7,18,15,8,16,0,0,67
POA6223,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,14,11,0,3,5,0,0,36,0,0,0,0,0,0,0,0,12,13,3,10,9,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,12,13,6,10,13,0,0,51
POA6224,0,3,3,8,0,0,0,13,4,6,3,0,5,0,0,25,3,3,0,0,0,0,0,6,29,41,32,13,34,3,0,160,0,0,0,0,0,0,0,0,41,56,44,24,40,4,0,207,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,3,8,7,9,10,10,0,0,45,0,0,0,0,0,0,0,0,8,14,8,7,12,0,0,57,50,69,54,32,53,5,0,264
POA6225,17,30,19,14,10,0,0,88,17,29,18,6,14,0,0,89,21,26,13,6,13,0,0,82,327,329,202,115,154,10,3,1142,0,3,6,0,3,0,0,13,379,412,255,148,194,12,0,1409,3,3,0,0,0,4,0,16,11,5,8,4,3,0,0,33,3,3,3,3,3,0,0,13,108,114,72,46,55,3,0,389,3,3,3,0,0,0,0,18,126,129,80,49,67,5,0,465,502,545,339,197,263,18,3,1868
POA6226,0,3,0,3,3,0,0,9,11,3,4,5,3,0,0,31,10,3,3,0,3,0,0,17,33,59,20,17,26,0,0,167,0,0,0,0,0,0,0,0,56,63,33,31,42,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,3,3,9,3,3,3,0,0,19,54,70,30,28,41,0,0,239
POA6227,0,9,8,8,3,0,0,31,0,3,0,0,0,0,0,11,0,9,5,0,3,0,0,15,56,46,30,15,18,3,0,154,0,0,0,0,0,0,0,0,61,61,38,24,23,8,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,4,0,0,0,0,18,0,0,0,0,0,0,0,0,5,12,4,0,0,0,0,20,64,69,39,23,23,8,0,233
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,12,9,4,3,0,0,32,0,0,0,0,0,0,0,0,5,13,9,4,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,4,7,10,0,0,43
POA6229,4,0,0,0,3,0,0,6,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,6,3,0,3,0,0,26
POA6230,398,435,268,167,247,44,16,1572,157,162,95,72,105,8,12,598,204,173,116,65,95,9,4,661,1199,1252,734,421,585,59,18,4270,12,7,11,7,4,0,0,38,1966,2024,1219,736,1031,117,47,7143,21,53,34,30,45,7,0,195,45,64,25,35,45,7,3,229,33,42,45,26,52,7,3,196,369,485,267,235,252,36,12,1665,11,9,7,4,7,0,0,41,478,656,376,328,403,57,20,2320,2447,2680,1597,1066,1438,175,68,9466
POA6232,95,82,39,42,44,7,0,317,58,40,20,15,20,5,0,153,51,46,18,11,22,3,0,144,494,396,222,137,183,19,6,1457,6,0,0,0,0,0,0,11,705,569,294,207,266,29,4,2077,3,11,4,10,11,0,0,44,5,15,11,4,16,0,0,50,9,15,14,3,12,0,0,52,90,117,69,47,62,11,0,391,0,3,0,0,0,0,0,10,112,157,94,66,103,12,3,545,816,725,392,274,370,44,12,2624
POA6233,123,190,121,72,100,20,5,624,102,108,60,44,50,7,0,373,114,108,65,32,33,4,0,359,809,781,452,288,338,41,8,2709,4,0,3,3,0,0,0,13,1150,1195,697,440,521,69,12,4074,9,15,9,11,15,3,3,63,13,17,14,9,14,3,0,71,13,18,16,8,8,0,0,61,119,189,123,72,91,10,0,607,6,10,8,7,0,0,0,30,162,251,167,101,135,15,3,835,1314,1443,858,537,650,81,16,4908
POA6236,11,13,4,0,0,0,0,27,5,15,4,3,8,3,0,39,9,5,7,4,5,4,0,44,54,79,56,48,48,11,0,300,0,0,0,0,0,0,0,0,73,115,78,61,66,19,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,5,12,14,3,6,3,0,41,0,0,0,0,0,0,0,0,5,17,14,5,8,3,0,55,80,127,95,66,77,20,3,465
POA6237,3,13,3,4,6,0,0,37,13,11,4,10,9,3,0,51,7,4,6,6,5,0,0,27,90,120,54,37,57,3,0,366,0,0,0,0,0,3,0,7,113,151,77,59,80,6,0,485,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,11,0,0,0,5,3,0,0,9,8,21,15,6,12,0,0,63,0,0,0,0,0,0,0,0,18,28,13,6,14,0,0,84,126,176,93,69,92,7,0,568
