POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6438,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,10,0,0,3,0,43,0,0,0,0,0,0,0,0,19,18,13,0,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,6,3,0,0,0,34,0,0,0,0,0,0,0,0,17,11,6,3,0,0,0,36,38,31,18,8,0,3,0,92
POA6440,0,5,0,0,0,0,0,8,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,18,22,15,11,3,0,0,69,0,0,0,0,0,0,0,0,20,29,19,11,3,0,0,84,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,9,3,3,0,0,40,0,0,0,0,0,0,0,0,18,18,10,3,3,0,0,50,38,44,25,11,4,0,0,129
POA6442,26,31,24,12,18,0,0,116,15,9,3,3,3,0,0,34,18,19,5,8,3,0,0,53,115,90,52,29,37,4,0,322,0,0,0,0,0,0,0,0,180,152,79,50,64,3,0,519,3,3,6,0,3,0,0,16,0,3,3,0,0,0,0,7,0,0,3,0,0,0,0,5,26,27,14,16,8,0,0,90,3,0,0,3,0,0,0,10,31,34,24,21,14,0,0,121,206,183,105,66,79,4,0,644
POA6443,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,12,10,17,5,6,0,0,0,45,0,0,0,0,0,0,0,4,15,25,13,10,0,0,0,60,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,8,3,0,0,0,18,0,3,0,0,0,0,0,3,3,12,10,6,0,0,0,36,23,40,24,10,3,0,0,99
POA6445,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,4,0,0,0,0,27,0,0,0,0,0,0,0,0,5,14,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,4,14,21,7,0,0,0,0,40
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,0,0,0,0,27,0,0,0,0,0,0,0,0,6,11,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,0,0,0,0,27
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,13,0,5,0,0,35,0,0,0,0,0,0,0,0,13,6,16,0,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,16,0,5,0,0,36
POA6448,3,3,0,0,3,0,0,10,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,6,15,30,10,7,8,0,0,64,0,0,0,0,0,0,0,0,17,31,16,10,8,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,31,15,9,8,3,0,90
POA6450,41,47,29,20,35,0,0,171,51,47,27,17,29,3,0,182,70,55,29,21,22,0,0,198,457,504,304,181,246,7,3,1707,3,8,7,0,3,0,0,19,621,663,395,232,332,13,3,2265,0,3,3,0,3,0,0,13,8,19,3,10,12,0,0,51,6,19,7,11,8,0,0,50,96,123,72,52,59,3,0,411,6,4,5,4,0,0,0,24,117,173,92,78,90,3,0,548,735,838,490,310,422,18,0,2819
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,8,7,3,0,0,0,0,20,33,34,13,3,3,0,0,87,0,0,0,0,0,0,0,0,43,49,18,7,5,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,5,3,4,0,0,22,0,0,0,0,0,0,0,0,0,9,8,5,4,0,0,28,47,56,25,8,12,0,0,142
POA6461,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,36,21,14,3,3,0,0,67,4,0,0,0,0,0,0,4,44,31,14,3,3,0,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,4,0,0,0,0,0,10,3,0,0,0,0,0,0,3,8,11,0,4,0,0,0,26,49,37,16,3,7,0,0,116
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,9,0,3,0,0,33,0,0,0,0,0,0,0,0,12,13,9,7,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,9,7,3,0,0,35
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4
POA6467,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4
POA6468,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,8,3,0,3,0,0,25,0,0,0,0,0,0,0,0,13,14,3,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,17,21,22,10,0,6,0,0,47
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,11,0,0,0,0,37,0,0,0,0,0,0,0,0,11,16,11,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,10,0,0,0,0,41
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
POA6475,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,4,4,0,0,0,0,0,9,16,26,4,0,0,0,0,51,0,0,0,0,0,0,0,0,23,35,5,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,23,40,14,6,0,0,0,83
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,10
POA6477,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,8,0,0,0,0,31,0,0,0,0,0,0,0,0,20,11,8,0,0,0,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,24,13,5,0,5,0,0,50
POA6479,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,5,5,12,3,0,0,0,0,21,30,21,14,10,0,0,0,66,0,3,0,0,0,0,0,4,38,36,19,8,3,0,0,102,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,14,43,35,17,13,3,0,0,114
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,8
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6485,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,16,17,5,7,0,0,0,43,0,0,0,0,0,0,0,0,23,21,4,7,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,16,23,27,14,4,3,0,0,72
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0,0,24,0,0,0,0,0,0,0,0,7,6,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,10,13,8,0,0,0,0,29
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,8
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,15,11,3,3,4,0,0,34,0,0,0,0,0,0,0,0,14,11,5,6,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,14,18,10,10,11,8,0,0,54
POA6501,0,5,3,0,7,0,0,20,0,0,3,0,4,0,0,14,3,3,6,0,4,0,0,17,20,43,20,18,18,3,0,127,0,0,0,0,0,0,0,0,33,51,27,27,32,7,5,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,4,4,10,3,0,3,0,0,17,0,0,0,0,0,0,0,0,8,11,3,3,0,0,0,29,38,64,29,27,37,7,3,195
POA6502,0,3,5,0,3,0,0,15,7,3,0,0,0,0,0,13,0,3,0,3,6,0,0,16,34,50,19,3,12,0,0,126,0,0,0,0,0,0,0,0,41,66,26,15,23,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,11,8,4,4,0,0,28,0,0,0,0,0,0,0,3,10,12,5,8,4,0,0,40,48,76,40,23,27,0,0,207
POA6503,7,16,13,9,11,7,0,63,8,7,0,3,3,0,0,27,9,7,10,4,4,5,0,36,73,78,33,19,28,3,3,237,0,0,0,0,0,0,0,0,102,109,58,40,44,12,3,368,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,9,27,15,9,3,0,0,60,0,0,0,0,0,0,0,0,14,32,12,12,10,0,0,80,114,139,73,47,51,13,3,450
POA6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,9,0,0,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,0,7,5,0,0,28
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,3,0,0,18
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4
POA6507,3,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,23,16,11,4,3,0,0,66,0,0,0,0,0,0,0,0,35,21,16,6,4,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,21,20,6,3,0,0,84
POA6509,3,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,7,11,3,3,0,0,0,23,0,0,0,0,0,0,0,0,15,17,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,3,0,0,0,39
POA6510,13,8,3,3,0,0,0,27,12,3,0,0,0,0,0,18,5,7,5,0,0,0,0,14,69,80,47,19,25,5,0,243,0,0,0,0,0,0,0,0,94,101,54,22,29,3,0,304,0,3,0,0,0,0,0,3,3,0,6,0,0,0,0,11,5,0,0,0,0,0,0,5,20,19,8,4,5,0,0,56,0,0,3,0,0,0,0,0,25,22,20,4,4,0,0,79,120,125,75,24,36,3,0,383
POA6511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,20,6,3,0,0,0,45,0,0,0,0,0,0,0,0,19,23,6,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,17,19,6,3,3,0,0,57
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,7,0,0,0,0,19,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,19
POA6513,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,4,9,0,0,0,45,0,0,0,0,0,0,0,0,10,21,4,9,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,12,21,4,9,4,0,0,50
POA6514,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,4,0,0,0,0,0,5,23,10,14,8,3,0,0,56,0,0,0,0,0,0,0,0,23,24,13,8,3,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,8,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,18,26,30,19,9,6,0,0,86
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,18,3,0,0,0,0,29,0,0,0,0,0,0,0,0,7,13,9,0,0,0,0,33,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,14,21,5,3,4,0,0,44
POA6516,3,0,0,0,0,0,0,7,4,5,3,3,3,0,0,18,4,3,3,0,5,0,0,17,53,64,32,16,16,3,0,184,0,0,0,0,0,0,0,0,67,72,46,17,24,3,0,229,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,12,0,3,3,0,0,0,0,6,10,14,4,4,9,0,0,43,0,0,0,0,0,0,0,0,11,27,8,10,6,0,0,61,80,98,55,23,30,7,0,291
POA6517,5,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,21,12,7,3,0,0,41,0,0,0,0,0,0,0,0,15,20,11,7,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,18,20,18,13,3,0,0,69
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,10,0,3,0,0,27,0,0,0,0,0,0,0,0,7,4,10,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,10,8,14,3,3,0,0,39
POA6519,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,10,4,6,3,0,0,0,17,19,31,17,0,0,0,0,70,0,0,0,0,0,0,0,0,36,37,22,5,0,0,0,107,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,0,0,0,0,27,0,0,0,0,0,0,0,0,9,10,13,0,4,0,0,30,42,51,30,8,8,0,0,140
POA6521,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,4,4,15,5,0,0,0,0,22,0,0,0,0,0,0,0,0,9,20,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,25,8,0,0,0,0,41
POA6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,27,28,10,0,0,0,0,61,0,0,0,0,0,0,0,0,28,25,6,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,3,3,4,5,0,0,12,34,30,14,6,3,0,0,83
POA6525,5,13,6,4,5,0,0,37,4,13,4,9,9,0,0,34,12,12,9,9,12,0,0,47,99,136,80,40,62,4,0,422,0,0,0,0,0,0,0,0,122,171,99,56,84,4,0,539,0,0,0,3,3,0,0,5,0,0,0,3,4,0,0,9,0,5,0,3,0,0,0,12,22,38,22,6,16,0,0,109,0,0,0,0,0,0,0,0,24,48,24,15,21,0,0,135,148,217,127,76,106,4,0,672
POA6528,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,6,11,10,8,3,0,0,43,0,0,0,0,0,0,0,0,15,16,12,14,9,0,0,64,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,13,19,24,12,12,11,0,0,71
POA6530,202,225,121,81,116,15,3,765,101,112,54,38,57,5,0,373,72,97,70,47,47,8,0,332,1083,1142,607,398,531,53,14,3825,16,8,9,3,0,0,0,32,1476,1582,853,565,751,78,17,5329,20,25,20,8,29,3,3,107,28,35,20,10,16,5,3,116,17,26,20,15,25,0,3,109,324,444,332,205,209,28,10,1555,29,32,8,14,8,3,0,91,417,559,406,243,286,39,16,1975,1892,2142,1264,808,1038,124,35,7310
POA6532,26,22,19,20,28,4,0,116,17,23,6,4,21,0,0,75,23,24,13,16,10,0,0,86,303,304,176,95,120,14,0,1019,4,0,0,0,0,0,0,14,371,372,220,132,181,18,0,1302,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,10,3,3,3,0,0,0,0,7,39,59,30,24,33,0,0,191,0,0,0,0,0,0,0,3,51,64,37,32,35,0,0,217,420,434,260,162,214,19,0,1516
POA6535,0,8,0,0,4,0,0,6,9,7,3,0,4,0,0,14,15,0,0,0,0,0,0,17,67,50,35,16,17,0,0,182,0,0,0,0,0,0,0,0,85,63,45,18,18,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,23,0,0,0,0,0,0,0,0,0,4,3,10,3,0,0,23,88,71,48,23,24,0,0,256
