POA_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA6000,42,73,39,29,30,13,3,13,3,251,60,57,56,74,72,31,13,26,6,389,72,51,275,88,84,47,28,63,13,722,4,4,5,7,8,4,0,8,0,43,17,5,11,19,10,8,0,6,0,75,12,18,7,12,8,3,3,12,0,77,7,28,8,23,15,4,0,12,11,110,727,2081,553,458,556,221,73,277,73,5018
POA6003,18,24,10,11,8,7,3,4,0,89,17,24,30,29,11,14,3,6,3,142,18,15,76,26,27,14,8,24,3,208,0,0,4,5,6,0,0,0,0,16,4,3,0,7,3,0,5,3,0,34,3,3,3,4,4,3,0,4,3,26,0,3,4,6,5,0,0,4,3,32,229,600,173,168,154,93,28,89,25,1558
POA6004,67,65,32,32,37,14,10,18,0,275,65,50,81,93,49,22,8,25,5,411,66,46,223,46,50,33,23,49,8,546,7,0,0,8,11,3,3,8,0,32,16,8,16,16,10,8,3,6,3,89,10,19,5,13,5,6,0,8,0,64,10,16,6,13,11,6,5,14,13,103,786,1874,534,427,473,223,73,261,85,4732
POA6005,28,32,16,5,15,15,3,9,0,127,33,28,22,37,25,24,4,16,0,188,36,22,109,35,31,18,12,14,3,284,0,0,0,5,3,0,4,3,0,21,10,8,3,9,8,0,3,6,0,43,3,13,0,7,0,0,0,8,4,39,6,11,8,4,11,3,0,4,6,45,359,1202,221,216,285,129,41,108,33,2589
POA6006,28,90,29,23,34,12,6,3,4,229,49,49,33,43,41,21,5,10,0,245,60,41,229,62,52,24,18,38,4,527,3,0,3,8,7,4,3,7,0,39,12,7,10,9,22,3,3,3,0,68,6,13,8,0,4,3,0,0,0,33,10,14,9,4,8,3,4,3,9,57,588,1648,393,272,390,165,50,113,33,3652
POA6007,22,65,19,23,28,9,7,5,0,190,32,46,41,42,37,21,7,11,0,237,49,30,139,40,39,28,17,27,3,375,0,0,11,0,3,3,0,0,0,22,6,6,9,12,17,7,3,4,0,64,9,11,0,7,3,3,0,0,0,26,4,22,3,5,4,0,0,4,4,52,488,1654,292,238,313,148,54,95,41,3324
POA6008,59,127,29,28,39,18,0,4,3,310,55,70,25,49,53,27,0,12,6,305,60,44,186,70,59,31,13,29,4,498,3,6,0,3,13,3,0,9,0,35,17,18,8,10,24,9,0,5,0,101,12,27,4,0,8,4,0,3,0,69,12,31,12,15,10,10,8,6,10,98,1052,3413,393,375,586,262,39,125,83,6326
POA6009,38,109,18,20,52,22,3,9,9,282,40,39,19,35,48,21,10,10,0,217,50,29,95,42,26,27,11,21,7,306,4,0,3,6,13,6,0,0,0,37,15,6,3,7,22,11,4,5,0,69,11,34,5,4,6,0,0,3,0,65,10,22,6,6,18,7,0,7,11,87,1059,3442,251,336,614,291,72,143,88,6294
POA6010,81,153,26,43,66,37,4,4,9,415,57,77,21,40,45,31,3,9,7,293,75,32,163,78,34,40,9,21,13,469,0,5,3,4,8,9,0,3,0,33,16,10,6,23,18,7,3,3,0,91,18,23,3,4,12,4,0,0,3,61,24,33,8,11,6,13,3,4,15,110,1174,3023,316,383,570,304,46,96,86,5995
POA6011,59,67,19,13,36,17,0,0,3,209,34,34,19,15,24,18,0,4,6,160,56,20,82,27,16,14,4,15,3,247,3,4,0,3,0,4,0,0,0,18,11,16,0,8,13,4,0,3,3,55,8,22,4,0,3,3,3,0,0,46,18,20,3,6,4,4,0,3,3,64,763,1841,177,167,290,155,20,56,75,3548
POA6012,35,46,15,32,43,21,4,7,3,206,39,35,22,38,20,10,0,11,0,171,55,23,115,47,32,20,10,31,4,338,5,0,3,4,0,5,0,0,0,25,11,6,3,13,16,4,3,3,0,59,14,17,0,0,4,3,3,4,3,42,12,16,9,3,11,11,0,11,3,69,611,1448,232,254,328,155,36,98,50,3210
POA6014,79,180,46,61,66,31,15,26,3,514,96,87,59,83,73,51,13,35,10,490,120,55,333,111,101,35,23,54,18,846,4,3,4,8,18,10,3,9,0,61,11,13,5,14,28,16,4,10,3,108,14,36,8,17,8,7,0,3,0,96,8,34,11,6,27,6,3,19,8,119,1386,3764,629,586,826,360,114,312,86,8064
POA6015,38,60,7,8,32,9,0,0,3,160,20,21,11,18,25,12,0,3,0,107,43,11,64,17,12,15,5,12,0,175,0,0,3,3,0,3,0,0,0,13,12,4,0,4,9,8,0,0,7,36,7,7,0,0,3,0,0,0,0,25,7,14,5,9,7,3,0,3,5,60,506,1126,121,99,220,106,9,40,44,2270
POA6016,53,81,24,32,34,10,16,17,0,268,50,64,42,54,48,27,12,43,3,345,67,45,248,63,55,41,29,33,14,595,0,7,0,7,7,5,3,5,0,36,10,6,8,26,22,5,3,15,0,98,4,12,4,4,4,3,0,10,0,40,7,17,5,4,8,5,3,3,8,56,602,1766,422,349,394,211,105,260,39,4144
POA6017,9,23,17,16,15,8,0,8,0,95,18,37,22,51,19,13,8,29,0,199,30,14,143,49,41,19,24,28,3,347,0,3,3,3,3,4,0,4,0,24,3,6,4,14,12,3,0,3,0,50,7,6,4,5,0,5,0,4,0,33,3,8,0,10,6,3,3,5,0,46,170,462,240,222,205,111,70,153,16,1644
POA6018,175,275,115,101,141,60,24,28,6,934,202,235,159,195,179,72,19,38,15,1123,290,172,1237,254,293,172,120,158,40,2737,19,10,16,28,42,26,12,12,3,156,51,35,32,49,91,49,7,17,5,339,21,56,15,18,24,11,3,6,5,168,28,52,23,33,49,23,16,18,26,273,2190,5752,1842,1111,1596,710,264,411,168,14036
POA6019,103,199,71,81,84,36,4,13,10,599,149,150,111,142,117,59,15,33,12,793,210,99,865,176,162,103,75,143,21,1864,16,8,9,17,21,12,0,11,0,101,29,29,20,40,51,24,13,18,3,227,27,32,13,19,18,14,4,16,0,135,29,36,14,19,27,21,7,4,6,162,1475,3542,1296,840,946,499,176,346,100,9227
POA6020,124,232,65,78,92,56,7,13,8,676,104,99,69,87,83,54,16,16,8,529,231,79,649,174,160,99,72,74,25,1563,6,7,16,16,26,10,3,9,0,87,26,24,22,29,64,30,8,11,3,218,21,11,6,6,16,6,3,9,0,79,28,52,7,12,21,15,3,7,14,166,1347,2958,938,570,838,406,142,185,115,7493
POA6021,87,105,52,56,70,39,20,20,6,462,99,88,96,110,129,54,36,39,10,658,166,62,774,163,169,104,120,127,26,1718,12,10,9,8,19,15,7,7,0,77,24,20,17,39,57,20,3,11,0,196,11,16,8,10,20,8,11,11,0,95,12,18,25,19,26,23,0,11,13,157,826,2069,1147,579,809,438,236,317,92,6512
POA6022,12,40,14,14,24,5,4,0,3,124,24,30,24,38,33,12,3,10,0,162,47,24,246,60,52,31,25,35,7,527,4,3,0,0,12,3,3,3,0,27,0,9,4,14,15,4,0,3,0,56,3,3,4,0,3,3,0,0,0,19,4,3,6,4,10,3,0,3,10,41,182,551,328,181,205,81,50,61,22,1671
POA6023,71,149,46,58,85,34,9,11,3,470,69,96,49,63,81,44,7,19,11,434,145,76,536,145,123,59,66,74,21,1247,4,6,7,18,19,9,0,9,0,69,17,13,8,34,53,15,6,5,0,152,8,22,3,8,13,0,0,4,0,62,14,24,15,21,13,10,4,6,9,110,861,2096,762,494,636,256,104,171,74,5460
POA6024,40,92,40,53,47,22,5,8,0,318,64,80,61,69,89,21,10,10,0,411,133,91,621,149,140,76,91,120,32,1450,8,3,9,21,18,16,3,3,3,88,5,17,18,37,32,17,3,11,3,141,10,11,8,5,18,3,3,0,0,67,3,21,11,19,16,15,9,10,3,112,530,1433,862,463,548,235,144,198,71,4473
POA6025,151,255,109,109,140,40,15,36,12,864,160,143,137,156,192,72,22,27,3,924,322,190,1515,362,322,156,180,216,47,3311,7,17,14,18,39,28,3,22,3,157,35,28,38,56,83,40,14,22,3,330,23,35,13,11,25,9,10,5,0,129,22,42,38,39,49,23,18,27,30,286,1516,3303,2025,1035,1303,529,287,437,145,10588
POA6026,99,218,85,105,119,45,23,15,4,718,111,138,100,112,166,57,19,32,4,736,250,117,975,267,269,135,122,158,32,2324,8,3,7,21,33,22,0,11,0,116,27,23,13,52,82,32,4,11,6,252,8,24,9,18,14,5,0,0,0,88,12,22,13,25,24,22,6,16,7,151,1027,2472,1328,796,1012,451,204,290,74,7649
POA6027,182,350,131,148,178,75,22,42,18,1138,206,281,219,298,264,125,26,64,25,1513,445,270,2165,596,474,266,264,370,76,4928,12,7,31,45,65,51,11,34,3,264,49,41,51,94,127,57,24,41,4,485,27,47,26,24,29,16,10,11,3,195,30,47,58,47,81,47,12,37,27,381,1783,4219,2941,1659,1741,889,440,744,204,14614
POA6028,134,209,89,108,122,45,10,26,10,753,147,144,98,143,162,64,22,20,10,799,298,135,1216,294,279,147,148,169,52,2735,11,3,9,21,40,39,10,21,3,154,27,23,26,41,78,30,16,15,4,257,21,32,7,11,22,14,3,12,4,127,19,32,16,27,23,27,9,15,10,180,1193,2331,1577,837,1016,515,240,321,130,8164
POA6029,14,31,10,8,12,12,3,3,0,93,16,20,5,13,10,9,0,0,0,73,30,7,92,25,14,10,4,9,0,195,0,0,0,0,3,0,0,0,0,9,4,0,0,3,4,0,0,4,0,21,3,6,0,0,3,0,0,0,0,16,3,8,4,0,0,0,0,0,3,24,203,430,127,81,94,46,11,24,10,1033
POA6030,161,225,103,143,141,48,25,45,7,894,161,187,157,304,250,99,42,63,24,1284,391,188,2096,574,431,272,293,395,83,4720,20,16,24,50,54,58,20,41,4,280,35,29,39,101,97,41,27,52,10,431,17,24,22,28,27,9,5,18,7,163,30,44,51,52,47,50,38,52,39,407,1314,2475,2649,1546,1365,699,499,786,207,11553
POA6031,55,97,57,68,78,21,21,18,3,420,72,91,75,181,131,55,18,22,5,658,172,95,963,267,247,126,133,183,26,2204,11,9,7,19,42,17,9,11,3,127,15,14,32,28,55,14,19,17,0,188,8,19,17,14,11,3,3,7,0,83,12,5,18,24,15,20,13,20,14,145,535,1165,1266,748,762,349,255,330,75,5487
POA6032,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,14,0,0,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,13,0,5,4,0,3,3,65
POA6033,3,6,0,0,3,0,0,0,0,16,0,0,0,0,3,0,0,0,0,5,11,3,18,4,3,0,4,3,3,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,23,28,17,10,15,3,3,4,3,110
POA6034,12,8,10,3,6,8,0,0,0,37,9,7,3,22,18,9,3,9,0,70,17,11,134,38,39,20,18,14,4,289,0,0,0,3,3,3,0,0,0,12,0,3,3,8,5,3,3,0,0,25,0,0,3,0,3,0,0,0,0,7,0,0,3,7,3,3,0,0,0,11,52,111,161,105,86,43,27,32,6,626
POA6035,22,44,18,38,25,19,6,7,0,177,31,48,28,76,43,12,9,19,0,273,91,47,508,131,84,55,93,115,11,1131,0,5,8,11,6,6,10,8,0,60,7,9,18,21,11,13,13,10,0,99,3,3,4,3,4,3,0,6,0,27,4,5,15,7,15,9,12,14,7,82,226,427,618,324,243,139,138,205,26,2350
POA6036,60,97,46,70,40,25,6,11,6,370,52,88,72,141,83,35,12,23,3,505,152,99,869,242,183,111,134,146,14,1958,14,4,0,22,19,16,14,20,0,104,21,6,18,41,35,19,9,11,0,171,9,17,14,7,10,3,0,8,3,69,13,23,18,19,19,23,13,26,9,163,482,982,1100,682,526,304,230,296,55,4648
POA6037,12,10,10,10,8,3,5,5,0,57,13,7,6,23,15,13,0,5,0,73,20,13,164,39,33,20,42,43,4,377,0,0,3,3,7,3,4,6,0,29,0,3,5,7,5,5,3,3,0,26,0,0,0,0,0,3,0,0,0,8,4,0,8,3,0,3,3,6,0,29,56,113,204,87,74,50,62,83,11,752
POA6038,10,46,16,34,25,8,0,7,0,152,35,49,27,94,46,20,5,16,3,300,66,45,455,108,87,62,56,86,8,974,4,3,4,15,18,17,3,11,0,72,4,0,4,15,13,5,6,10,0,69,0,10,3,7,3,3,0,5,0,27,3,4,8,18,8,12,3,12,3,70,211,472,559,367,283,150,99,152,14,2312
POA6041,0,0,3,3,4,0,0,0,0,18,0,0,6,3,11,0,0,7,0,25,13,5,59,9,4,3,19,15,5,147,0,0,0,3,4,0,0,3,0,8,3,0,0,5,3,0,0,0,0,20,0,0,0,5,0,0,0,3,0,11,0,0,3,3,3,3,3,3,0,13,21,38,75,32,41,12,25,37,5,287
POA6042,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,18
POA6043,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,0,4,0,3,8,0,38
POA6044,5,3,0,0,3,0,0,3,0,17,3,0,3,0,6,0,0,3,0,21,8,5,52,7,8,4,18,25,0,130,3,0,0,0,0,0,0,3,0,9,0,0,0,3,3,0,0,3,0,18,0,0,0,0,0,0,0,14,0,15,3,0,0,3,3,3,0,7,0,22,38,35,60,23,27,14,23,57,5,283
POA6050,67,128,41,32,56,48,9,12,3,392,81,72,46,71,57,36,15,19,4,394,106,72,278,103,85,63,26,41,9,785,9,11,3,11,10,15,3,3,0,67,15,10,7,19,24,7,3,3,0,92,8,24,3,3,9,3,3,3,0,57,12,23,13,7,10,14,5,6,15,99,981,2697,521,481,614,337,91,162,75,5953
POA6051,57,92,47,37,37,8,22,7,0,319,58,66,87,104,86,36,36,33,6,509,101,68,385,134,137,62,70,78,7,1042,9,6,3,14,10,6,5,7,0,60,22,14,8,22,17,7,11,23,0,118,6,7,13,6,7,9,4,3,4,61,9,18,6,14,11,5,7,16,3,99,662,1962,715,585,603,271,222,303,53,5379
POA6052,41,102,45,43,35,20,10,13,3,319,56,74,58,47,71,31,11,18,4,366,92,60,309,95,88,71,28,43,14,802,4,3,6,11,15,6,3,15,3,60,13,10,8,16,25,11,6,3,6,88,4,16,11,7,12,3,3,3,0,54,9,10,16,11,14,3,4,9,4,78,656,1652,533,342,456,251,84,153,62,4179
POA6053,56,91,64,58,52,23,10,17,3,379,80,84,76,94,77,38,17,29,8,507,112,62,521,159,139,67,77,97,27,1258,9,3,3,8,13,12,0,9,0,59,16,20,17,25,33,17,8,9,3,137,4,25,12,5,14,8,5,10,0,80,14,14,20,13,15,11,16,17,7,126,745,1958,819,549,616,275,160,250,85,5454
POA6054,63,110,64,79,55,26,16,27,6,451,76,101,96,137,106,43,25,27,0,619,167,101,806,256,245,106,144,156,30,2015,3,6,5,26,23,23,13,21,0,123,15,19,18,47,55,10,23,22,3,202,8,16,8,14,11,3,3,7,0,67,14,10,21,29,32,8,28,22,22,194,694,1816,1141,791,820,329,285,348,80,6306
POA6055,77,110,71,70,69,26,47,19,5,480,116,112,124,153,125,67,59,36,9,810,226,129,971,307,261,114,246,167,37,2451,8,7,13,21,36,19,12,27,0,148,28,20,23,52,48,20,13,22,0,217,10,21,14,15,21,10,10,3,0,110,12,22,24,34,31,27,12,13,15,196,831,1730,1397,894,895,406,497,352,105,7101
POA6056,114,196,76,108,118,49,25,36,12,722,151,201,143,248,198,81,60,54,10,1155,355,181,1837,566,460,223,411,375,70,4482,22,16,25,48,63,39,23,57,0,299,32,26,51,77,103,44,38,43,0,422,23,22,19,21,29,14,19,22,4,167,25,31,66,57,38,36,54,56,29,391,1132,2224,2374,1398,1330,618,686,728,161,10653
POA6057,40,60,47,55,53,20,13,14,7,301,82,86,56,84,96,23,23,11,3,466,185,88,939,265,220,99,232,149,35,2204,8,4,15,23,30,15,6,27,0,125,12,15,18,43,34,21,28,13,4,183,5,10,4,12,16,6,9,3,0,65,18,7,20,12,23,14,32,9,12,157,525,914,1170,568,627,237,365,263,69,4744
POA6058,23,48,27,34,47,6,11,10,3,209,44,43,52,74,70,26,21,23,11,368,116,55,712,207,174,68,175,117,38,1661,10,8,8,10,26,14,12,16,0,97,14,6,23,28,34,12,22,14,4,156,7,4,10,4,6,0,3,6,0,42,3,5,11,19,27,18,14,16,11,125,310,570,922,450,476,190,282,237,74,3509
POA6059,87,145,85,92,94,41,13,26,0,582,109,98,109,136,107,46,24,42,7,672,197,75,712,216,164,91,102,138,22,1720,11,8,8,12,15,15,6,9,0,92,28,24,23,42,60,34,11,23,0,244,21,21,10,15,14,20,0,15,0,120,13,38,14,27,34,19,14,22,19,197,1035,2446,1121,773,929,492,233,378,90,7505
POA6060,105,152,77,93,81,46,24,35,6,624,101,156,168,142,133,63,33,56,4,854,154,123,774,230,204,125,135,156,33,1931,4,9,15,12,40,22,5,12,3,124,21,18,18,45,54,25,21,24,3,223,14,28,9,20,26,13,12,21,3,131,14,21,15,27,24,17,9,22,16,162,1096,3149,1343,944,1061,560,321,527,106,9110
POA6061,60,102,113,117,87,36,62,65,5,649,143,145,248,339,181,103,116,139,29,1440,153,123,1200,528,271,162,234,317,60,3043,17,12,18,40,43,40,24,50,0,246,25,27,38,101,63,33,41,50,8,386,16,23,21,24,29,11,23,38,10,178,18,23,54,47,37,27,35,64,53,357,830,2255,2016,1728,1229,674,738,1074,207,10746
POA6062,104,145,103,113,110,56,25,46,3,702,129,147,181,195,180,77,43,83,11,1052,225,128,1352,335,315,187,234,252,60,3088,15,7,14,28,38,34,16,21,6,171,18,12,39,71,91,40,25,36,5,330,21,18,24,18,23,13,7,19,8,154,22,38,34,46,45,29,34,36,32,306,1036,2539,1969,1123,1286,665,470,637,173,9901
POA6063,24,43,39,49,43,13,15,13,4,237,44,59,62,81,62,36,26,32,3,390,93,52,607,226,141,76,131,133,28,1481,3,0,9,16,22,12,8,12,0,86,10,6,6,41,27,13,11,27,3,162,6,8,4,3,14,3,3,9,3,57,4,15,27,15,17,15,15,20,16,146,298,658,827,543,469,257,244,305,75,3669
POA6064,45,75,62,77,77,33,25,44,8,454,76,108,115,189,134,70,43,71,9,810,157,110,1151,448,262,170,233,307,36,2879,16,7,15,43,34,31,22,38,0,205,20,18,25,79,50,26,23,38,12,293,6,11,18,10,13,8,9,27,3,110,19,17,51,47,33,31,32,77,40,349,536,1300,1581,1105,864,493,449,727,146,7202
POA6065,208,358,159,222,248,104,42,71,29,1437,312,372,272,451,417,180,58,89,22,2182,653,324,3194,812,794,408,458,529,112,7289,33,24,37,68,91,73,29,62,3,410,55,55,85,133,162,73,55,62,5,679,36,61,50,45,46,28,19,25,7,308,42,61,74,69,76,53,41,73,54,543,2313,5043,4193,2338,2635,1220,845,1102,309,19994
POA6066,53,75,41,65,65,21,20,26,3,361,75,73,75,95,103,52,18,24,0,514,160,78,836,285,202,130,206,146,45,2090,15,0,8,16,28,23,14,18,3,133,16,11,23,52,42,30,19,16,9,198,9,15,5,14,22,3,4,4,5,84,7,19,39,30,26,17,17,18,11,176,513,1013,1090,700,647,353,332,318,83,5051
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,136,174,107,127,128,47,47,29,13,808,248,209,196,376,272,111,69,77,20,1585,435,221,1932,659,552,309,453,327,59,4944,27,13,22,44,63,47,25,43,0,291,33,32,43,76,84,54,47,35,0,406,17,26,17,27,26,14,15,12,3,150,23,42,49,51,49,47,46,29,25,356,1399,2374,2535,1660,1569,786,809,674,169,11969
POA6070,19,39,6,6,13,5,4,3,3,104,12,26,13,26,15,6,3,0,0,106,45,21,98,35,21,10,14,18,5,259,0,0,0,3,0,3,0,3,0,11,0,9,3,6,5,4,0,3,0,29,6,7,0,0,3,0,0,0,0,14,3,9,6,3,0,3,0,0,7,25,218,557,155,114,114,50,28,29,21,1284
POA6071,24,43,14,16,5,9,0,4,0,115,15,14,11,21,17,0,7,3,0,89,44,23,140,39,33,19,25,25,4,347,0,0,0,5,6,3,0,0,0,15,3,3,3,10,12,3,4,0,0,42,3,10,0,0,0,0,0,0,0,15,3,6,0,4,4,4,3,0,0,22,177,407,190,139,121,46,39,48,12,1178
POA6072,3,12,3,4,5,0,0,0,0,25,3,5,3,5,4,5,0,0,0,25,10,4,51,5,11,4,0,10,0,104,0,0,0,4,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,3,9,34,80,60,30,27,10,7,11,4,272
POA6073,17,18,12,8,11,0,0,4,0,69,14,16,7,12,13,5,0,3,0,83,48,22,131,30,29,23,36,20,0,333,0,3,3,0,0,3,0,5,0,14,8,0,0,10,6,4,3,3,0,41,0,3,0,0,0,0,0,0,0,8,3,3,3,3,3,9,3,3,3,30,138,261,166,84,89,49,52,44,16,896
POA6074,3,7,0,3,11,0,0,4,0,30,7,4,10,7,3,0,3,0,0,33,15,7,59,13,11,6,8,8,5,127,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,35,87,76,36,38,13,14,11,4,320
POA6076,109,184,56,82,95,28,17,27,7,594,98,102,80,112,112,40,18,28,12,595,269,133,914,231,223,110,123,132,32,2158,12,3,13,19,29,19,7,5,0,103,27,16,10,43,59,29,16,17,0,214,3,23,8,20,16,5,0,6,0,75,20,20,13,22,31,20,11,15,8,178,1035,2150,1184,661,811,325,220,259,86,6741
POA6077,6,7,6,8,5,0,0,0,0,30,14,0,9,7,5,0,3,0,0,31,29,10,66,14,20,4,13,6,0,163,0,0,0,0,0,0,0,3,0,6,3,0,0,0,3,4,0,0,0,17,0,0,0,0,0,0,0,3,0,4,7,3,0,0,3,4,0,0,5,26,73,86,85,38,59,23,21,17,7,403
POA6078,11,3,0,3,5,0,0,0,0,20,4,5,0,3,5,0,0,0,0,25,19,6,55,3,8,7,11,15,3,124,0,0,0,0,4,0,0,0,0,5,3,0,0,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,3,12,49,52,64,23,37,19,11,17,3,273
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3
POA6081,20,41,13,19,27,9,4,4,0,138,15,19,18,17,22,7,4,0,5,120,51,31,283,76,55,26,58,43,11,630,7,3,3,3,11,0,0,5,0,29,6,0,8,8,7,3,6,4,0,46,3,3,3,3,6,6,0,0,0,25,4,6,6,0,7,3,8,5,0,43,202,436,351,165,185,58,75,77,19,1580
POA6082,8,25,15,13,11,3,0,3,0,78,13,20,15,23,12,7,3,6,0,106,35,17,198,43,40,17,31,39,11,431,0,0,3,3,0,0,3,3,0,13,3,0,4,9,9,4,6,0,0,43,0,0,3,4,3,0,0,0,0,8,4,3,7,7,7,0,3,0,0,32,107,247,255,122,103,40,51,59,20,997
POA6083,18,21,18,13,18,6,0,5,0,92,17,28,20,25,14,7,0,3,5,117,64,27,200,54,41,17,38,28,12,485,4,0,6,5,10,0,3,3,0,31,5,3,5,10,5,3,3,3,0,38,3,0,0,0,3,0,0,0,0,9,3,5,5,5,7,0,4,5,4,49,182,254,268,124,120,49,52,66,28,1144
POA6084,33,50,18,16,31,4,7,15,0,174,30,29,31,54,45,10,5,16,0,220,112,55,495,105,132,58,128,109,22,1198,5,4,8,5,16,8,0,19,0,69,14,10,18,18,24,9,4,12,0,105,3,6,3,5,7,0,0,0,0,28,14,10,10,12,22,13,21,10,7,112,291,435,603,237,310,107,173,189,41,2376
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,51,108,54,46,55,18,14,17,8,378,82,94,99,109,95,46,28,49,9,625,134,70,435,126,110,80,60,76,15,1100,9,7,4,11,14,20,0,7,0,84,22,9,23,17,23,8,4,7,0,115,13,26,19,7,12,9,0,3,0,79,8,22,13,19,14,6,5,10,12,110,796,2099,811,591,642,335,181,348,77,5880
