region_id,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6560,350,378,728,39,40,79,3,3,6,0,3,3,0,0,0,0,3,3,119,115,234,0,0,0,0,0,0,0,0,0,0,0,0,122,124,246,9,17,26,3,3,6,173,184,357,69,52,121,592,614,1206
POA6562,295,295,590,37,31,68,0,0,0,0,0,0,3,3,6,0,3,3,149,168,317,0,0,0,0,0,0,0,0,0,0,0,0,152,174,326,9,6,15,0,4,4,198,215,413,39,30,69,532,540,1072
POA6564,108,104,212,12,13,25,0,0,0,3,0,3,0,0,0,0,0,0,24,26,50,0,0,0,0,0,0,0,0,0,0,0,0,27,26,53,0,0,0,0,0,0,39,39,78,16,9,25,163,152,315
POA6566,838,843,1681,108,124,232,7,4,11,8,6,14,6,10,16,6,4,10,287,348,635,3,0,3,3,3,6,0,0,0,0,0,0,320,375,695,28,36,64,9,3,12,465,538,1003,141,110,251,1444,1491,2935
POA6567,120,122,242,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,43,40,83,0,0,0,0,0,0,0,0,0,0,0,0,43,40,83,0,3,3,4,3,7,47,52,99,4,3,7,171,177,348
POA6568,86,66,152,11,4,15,0,3,3,0,0,0,0,0,0,0,0,0,15,16,31,0,0,0,0,0,0,0,0,0,0,0,0,15,19,34,0,3,3,0,3,3,26,29,55,9,6,15,121,101,222
POA6569,107,73,180,13,14,27,0,0,0,3,0,3,0,0,0,0,0,0,26,33,59,0,0,0,0,0,0,0,0,0,0,0,0,29,33,62,3,3,6,3,0,3,48,50,98,20,7,27,175,130,305
POA6575,98,80,178,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,0,0,0,14,17,31,3,3,6,115,100,215
POA6603,285,259,544,84,90,174,0,0,0,0,0,0,0,0,0,0,0,0,82,107,189,0,5,5,0,0,0,0,0,0,0,0,0,82,112,194,16,14,30,3,0,3,185,216,401,39,24,63,509,499,1008
POA6606,111,90,201,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,18,25,43,0,0,0,0,0,0,0,0,0,0,0,0,18,25,43,5,3,8,0,0,0,32,39,71,6,3,9,149,132,281
POA6608,112,79,191,3,4,7,0,0,0,0,0,0,0,0,0,0,3,3,14,7,21,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24,3,0,3,0,0,0,20,14,34,8,4,12,140,97,237
POA6609,148,148,296,41,43,84,4,0,4,0,0,0,0,0,0,0,0,0,42,42,84,0,0,0,3,3,6,0,0,0,0,0,0,49,45,94,20,14,34,0,0,0,110,102,212,14,5,19,272,255,527
POA6612,79,75,154,5,3,8,5,3,8,0,0,0,0,0,0,3,3,6,19,13,32,0,0,0,0,0,0,0,0,0,0,0,0,27,19,46,0,0,0,0,0,0,32,22,54,7,3,10,118,100,218
POA6620,45,49,94,14,13,27,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30,5,3,8,0,0,0,34,31,65,3,4,7,82,84,166
POA6623,370,257,627,62,60,122,16,3,19,13,5,18,21,3,24,6,0,6,285,176,461,8,3,11,5,3,8,0,0,0,0,0,0,354,193,547,58,31,89,4,3,7,478,287,765,104,33,137,952,577,1529
POA6628,60,48,108,24,13,37,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,4,10,0,0,0,33,21,54,3,0,3,96,69,165
POA6630,128,84,212,33,23,56,0,3,3,3,0,3,4,0,4,0,0,0,70,52,122,0,0,0,0,0,0,0,0,0,0,0,0,77,55,132,6,3,9,5,3,8,121,84,205,53,23,76,302,191,493
POA6635,109,51,160,14,14,28,4,4,8,3,4,7,3,3,6,3,0,3,110,56,166,4,0,4,0,0,0,0,0,0,0,0,0,127,67,194,19,3,22,3,0,3,163,84,247,57,30,87,329,165,494
POA6638,140,103,243,44,52,96,3,0,3,8,3,11,8,4,12,4,3,7,73,52,125,0,0,0,0,0,0,0,0,0,0,0,0,96,62,158,14,11,25,4,3,7,158,128,286,48,24,72,346,255,601
POA6639,22,20,42,0,3,3,0,0,0,0,0,0,3,0,3,5,0,5,10,18,28,0,0,0,0,0,0,0,0,0,0,0,0,18,18,36,3,3,6,0,0,0,21,24,45,13,6,19,56,50,106
POA6640,51,36,87,16,18,34,4,0,4,0,0,0,0,3,3,0,0,0,38,34,72,0,0,0,0,3,3,0,0,0,0,0,0,42,40,82,3,3,6,0,0,0,61,61,122,32,16,48,144,113,257
POA6642,245,197,442,45,48,93,15,9,24,15,5,20,15,9,24,3,3,6,201,101,302,3,3,6,3,0,3,0,3,3,0,0,0,255,133,388,65,43,108,15,5,20,380,229,609,143,96,239,768,522,1290
POA6646,198,96,294,56,62,118,18,7,25,24,6,30,35,10,45,9,5,14,251,74,325,6,0,6,6,0,6,4,0,4,0,0,0,353,102,455,74,21,95,3,3,6,486,188,674,113,33,146,797,317,1114
POA6701,1407,1312,2719,330,331,661,16,25,41,23,31,54,33,29,62,19,17,36,429,399,828,3,3,6,14,10,24,3,4,7,0,0,0,540,518,1058,82,101,183,15,14,29,967,964,1931,353,331,684,2727,2607,5334
POA6705,52,47,99,9,6,15,0,0,0,3,0,3,0,0,0,0,0,0,34,34,68,0,0,0,0,0,0,0,0,0,0,0,0,37,34,71,4,3,7,0,0,0,50,43,93,21,9,30,123,99,222
POA6707,495,422,917,145,128,273,30,18,48,17,10,27,28,17,45,6,12,18,275,265,540,11,13,24,8,7,15,0,3,3,4,3,7,379,348,727,54,48,102,7,3,10,585,527,1112,116,76,192,1196,1025,2221
POA6710,287,179,466,42,39,81,68,11,79,46,13,59,92,20,112,34,3,37,523,167,690,14,5,19,13,8,21,0,0,0,0,0,0,790,227,1017,192,39,231,11,3,14,1035,308,1343,404,106,510,1726,593,2319
POA6713,240,193,433,40,39,79,21,15,36,12,8,20,12,11,23,6,6,12,184,132,316,3,0,3,0,3,3,0,0,0,0,3,3,238,178,416,16,17,33,4,5,9,298,239,537,113,93,206,651,525,1176
POA6714,1886,1288,3174,1031,891,1922,396,233,629,282,213,495,467,281,748,151,79,230,2129,1619,3748,42,37,79,87,46,133,10,10,20,6,4,10,3570,2522,6092,1095,591,1686,62,35,97,5758,4039,9797,2626,1175,3801,10270,6502,16772
POA6716,105,70,175,20,30,50,11,7,18,12,5,17,11,8,19,8,3,11,120,86,206,0,0,0,4,0,4,4,3,7,0,0,0,170,112,282,17,11,28,0,0,0,207,153,360,18,19,37,330,242,572
POA6718,204,179,383,33,37,70,7,0,7,8,4,12,9,3,12,3,5,8,69,70,139,0,0,0,3,3,6,0,0,0,0,0,0,99,85,184,11,11,22,4,4,8,147,137,284,48,41,89,399,357,756
POA6720,402,335,737,135,110,245,51,29,80,22,14,36,50,31,81,6,7,13,292,188,480,4,6,10,7,0,7,3,3,6,0,0,0,435,278,713,65,30,95,5,0,5,640,418,1058,410,150,560,1452,903,2355
POA6721,552,359,911,148,127,275,152,64,216,120,58,178,185,145,330,28,22,50,765,500,1265,18,20,38,32,30,62,9,9,18,4,0,4,1313,848,2161,239,156,395,12,9,21,1712,1140,2852,782,322,1104,3046,1821,4867
POA6722,1232,965,2197,471,445,916,246,160,406,180,128,308,321,244,565,104,58,162,1178,946,2124,33,20,53,39,28,67,3,7,10,4,0,4,2108,1591,3699,355,260,615,34,16,50,2968,2312,5280,1287,853,2140,5487,4130,9617
POA6725,2019,1814,3833,478,430,908,91,98,189,109,99,208,105,97,202,42,30,72,849,958,1807,18,24,42,47,47,94,3,5,8,3,6,9,1267,1364,2631,232,231,463,25,18,43,2002,2043,4045,684,455,1139,4705,4312,9017
POA6726,837,816,1653,350,387,737,54,57,111,73,86,159,56,66,122,42,31,73,488,548,1036,8,9,17,20,29,49,4,5,9,4,0,4,749,831,1580,103,123,226,11,15,26,1213,1356,2569,254,234,488,2304,2406,4710
POA6728,1309,1247,2556,280,284,564,37,33,70,38,28,66,62,59,121,22,9,31,301,315,616,10,12,22,18,24,42,5,0,5,4,0,4,497,480,977,79,70,149,17,11,28,873,845,1718,1756,303,2059,3938,2395,6333
POA6740,426,419,845,100,108,208,8,10,18,12,15,27,13,13,26,0,3,3,93,101,194,3,0,3,21,19,40,0,0,0,0,0,0,150,161,311,18,20,38,3,7,10,271,296,567,80,84,164,777,799,1576
POA6743,1157,1003,2160,471,435,906,72,60,132,115,107,222,145,133,278,36,30,66,418,435,853,16,17,33,79,57,136,5,7,12,0,0,0,886,846,1732,173,178,351,16,26,42,1546,1485,3031,384,246,630,3087,2734,5821
POA6751,713,433,1146,219,169,388,102,55,157,110,49,159,113,93,206,42,20,62,1089,527,1616,20,19,39,32,19,51,3,4,7,0,0,0,1511,786,2297,247,127,374,10,7,17,1987,1089,3076,668,178,846,3368,1700,5068
POA6753,1106,635,1741,299,273,572,170,66,236,160,78,238,194,100,294,66,26,92,1746,831,2577,33,13,46,55,25,80,0,0,0,0,0,0,2424,1139,3563,490,269,759,33,11,44,3246,1692,4938,1375,477,1852,5727,2804,8531
POA6754,245,175,420,79,60,139,18,8,26,24,19,43,35,35,70,12,13,25,199,181,380,7,3,10,3,3,6,0,3,3,0,0,0,298,265,563,45,39,84,3,3,6,425,367,792,73,44,117,743,586,1329
POA6758,54,63,117,5,3,8,0,3,3,0,0,0,0,0,0,0,0,0,14,11,25,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28,0,0,0,0,0,0,19,17,36,5,4,9,78,84,162
POA6760,150,136,286,25,36,61,3,0,3,0,3,3,0,0,0,0,0,0,28,34,62,0,0,0,0,3,3,0,0,0,0,0,0,31,40,71,4,3,7,4,6,10,64,85,149,17,13,30,231,234,465
POA6762,253,108,361,15,11,26,39,11,50,25,8,33,60,7,67,18,4,22,279,62,341,3,0,3,3,0,3,0,0,0,0,0,0,427,92,519,83,20,103,4,0,4,529,123,652,113,17,130,895,248,1143
POA6765,380,380,760,84,81,165,4,10,14,10,15,25,13,16,29,6,5,11,80,92,172,9,7,16,9,12,21,0,3,3,0,0,0,131,160,291,21,36,57,3,0,3,239,277,516,45,40,85,664,697,1361
POA6770,964,1015,1979,87,109,196,24,16,40,31,26,57,41,39,80,12,12,24,141,127,268,0,5,5,38,30,68,0,0,0,0,0,0,287,255,542,32,41,73,13,7,20,419,412,831,98,46,144,1481,1473,2954
POA6907,27,21,48,8,9,17,5,4,9,5,4,9,3,8,11,3,3,6,207,237,444,0,0,0,3,3,6,0,0,0,0,0,0,226,259,485,192,186,378,3,0,3,429,454,883,23,22,45,479,497,976
