region_id,Sme_Usl_ad_1_yr_ago_as_2011_M,Sme_Usl_ad_1_yr_ago_as_2011_F,Sme_Usl_ad_1_yr_ago_as_2011_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6391,406,359,765,18,24,42,0,0,0,0,0,0,0,0,0,0,0,0,23,17,40,3,3,6,0,3,3,0,0,0,0,0,0,26,23,49,0,0,0,0,3,3,44,50,94,14,22,36,464,431,895
POA6392,209,198,407,4,9,13,0,0,0,0,0,0,0,3,3,0,0,0,18,15,33,0,0,0,3,0,3,0,0,0,0,0,0,21,18,39,3,0,3,0,0,0,28,27,55,12,8,20,249,233,482
POA6393,187,161,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,15,15,5,8,13,192,184,376
POA6394,191,177,368,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,3,3,0,0,0,0,0,0,0,0,0,3,8,11,3,0,3,0,0,0,13,14,27,3,0,3,207,191,398
POA6395,635,668,1303,41,52,93,0,3,3,3,0,3,4,0,4,0,0,0,36,34,70,3,0,3,0,0,0,0,0,0,0,0,0,46,37,83,3,8,11,0,3,3,90,100,190,30,25,55,755,793,1548
POA6396,149,120,269,5,4,9,0,0,0,3,3,6,0,0,0,0,0,0,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31,0,0,0,0,0,0,21,19,40,20,9,29,190,148,338
POA6397,131,111,242,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,11,8,19,96,6,102,238,125,363
POA6398,237,234,471,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,26,36,62,0,0,0,0,0,0,0,0,0,0,0,0,26,36,62,0,3,3,0,0,0,31,42,73,11,9,20,279,285,564
POA6401,2745,2852,5597,314,324,638,8,5,13,6,3,9,10,13,23,0,0,0,230,279,509,0,0,0,0,3,3,0,0,0,0,0,0,254,303,557,19,25,44,4,7,11,591,659,1250,340,322,662,3676,3833,7509
POA6403,87,85,172,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,16,8,24,0,3,3,103,96,199
POA6405,124,119,243,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,11,9,20,4,0,4,139,128,267
POA6407,446,381,827,26,23,49,0,0,0,0,3,3,0,0,0,0,0,0,46,34,80,0,0,0,0,0,0,0,0,0,0,0,0,46,37,83,6,14,20,0,0,0,78,74,152,27,26,53,551,481,1032
POA6409,189,146,335,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,6,0,6,0,4,4,20,17,37,13,5,18,222,168,390
POA6410,495,505,1000,25,26,51,0,3,3,3,0,3,3,3,6,0,0,0,29,16,45,0,0,0,0,0,0,0,0,0,0,0,0,35,22,57,0,3,3,8,3,11,68,54,122,30,17,47,593,576,1169
POA6413,66,57,123,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,3,3,15,9,24,0,0,0,81,66,147
POA6415,1135,1056,2191,95,99,194,4,4,8,7,0,7,0,5,5,4,3,7,109,89,198,0,0,0,0,0,0,0,0,0,0,0,0,124,101,225,44,14,58,4,0,4,267,214,481,108,79,187,1510,1349,2859
POA6418,295,285,580,27,22,49,0,0,0,0,0,0,3,0,3,3,3,6,12,17,29,0,0,0,0,0,0,0,0,0,0,0,0,18,20,38,3,3,6,0,3,3,48,48,96,10,24,34,353,357,710
POA6421,117,104,221,4,3,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,6,10,3,0,3,124,110,234
POA6423,119,88,207,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,22,12,34,0,0,0,4,0,4,0,0,0,0,0,0,26,12,38,7,0,7,0,0,0,37,17,54,7,6,13,163,111,274
POA6425,82,59,141,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,4,7,0,3,3,0,0,0,0,0,0,0,0,0,6,10,16,0,0,0,0,0,0,6,10,16,3,0,3,91,69,160
POA6426,440,344,784,42,44,86,0,0,0,3,0,3,3,0,3,3,3,6,47,30,77,0,0,0,0,0,0,0,0,0,0,0,0,56,33,89,11,11,22,0,0,0,109,88,197,54,44,98,603,476,1079
POA6429,543,385,928,26,24,50,9,8,17,5,5,10,8,4,12,7,3,10,138,78,216,0,3,3,0,0,0,0,0,0,0,0,0,167,101,268,14,13,27,6,0,6,213,138,351,145,84,229,901,607,1508
POA6430,7848,7463,15311,591,577,1168,120,97,217,119,80,199,113,105,218,38,29,67,1162,1084,2246,48,40,88,20,14,34,0,0,0,0,0,0,1620,1449,3069,322,292,614,28,18,46,2561,2336,4897,1376,1041,2417,11785,10840,22625
POA6431,266,303,569,5,6,11,6,0,6,3,3,6,0,0,0,4,4,8,10,12,22,0,3,3,7,3,10,0,0,0,0,0,0,30,25,55,0,0,0,0,0,0,35,31,66,17,9,26,318,343,661
POA6432,2646,2394,5040,124,153,277,21,21,42,37,23,60,59,42,101,14,9,23,367,337,704,18,20,38,6,8,14,0,0,0,0,0,0,522,460,982,73,78,151,15,12,27,734,703,1437,650,466,1116,4030,3563,7593
POA6434,60,67,127,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,0,0,0,0,0,0,3,14,17,3,0,3,66,81,147
POA6436,63,48,111,6,14,20,0,0,0,3,0,3,0,0,0,0,0,0,14,10,24,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27,3,0,3,0,0,0,26,24,50,14,4,18,103,76,179
POA6437,472,204,676,15,14,29,6,0,6,8,11,19,8,7,15,11,3,14,192,79,271,3,0,3,3,0,3,0,0,0,0,0,0,231,100,331,18,7,25,0,0,0,264,121,385,161,52,213,897,377,1274
POA6438,308,219,527,37,45,82,7,6,13,4,0,4,4,3,7,3,0,3,77,40,117,0,0,0,0,0,0,0,0,0,0,0,0,95,49,144,14,6,20,0,0,0,146,100,246,307,130,437,761,449,1210
POA6440,451,206,657,32,32,64,3,0,3,4,7,11,5,0,5,3,0,3,140,46,186,3,0,3,3,3,6,0,0,0,0,0,0,161,56,217,13,0,13,0,3,3,206,91,297,97,36,133,754,333,1087
POA6442,968,880,1848,97,100,197,25,12,37,12,10,22,14,19,33,8,6,14,86,93,179,6,7,13,3,0,3,0,0,0,0,0,0,154,147,301,32,23,55,8,4,12,291,274,565,126,115,241,1385,1269,2654
POA6443,382,348,730,46,40,86,3,6,9,3,0,3,3,3,6,3,5,8,67,33,100,0,0,0,3,3,6,0,0,0,0,0,0,82,50,132,10,8,18,3,0,3,141,98,239,118,37,155,641,483,1124
POA6445,80,66,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,6,4,10,0,0,0,86,70,156
POA6447,218,177,395,6,4,10,3,3,6,0,0,0,0,0,0,0,0,0,21,17,38,0,0,0,0,0,0,0,0,0,0,0,0,24,20,44,0,0,0,0,0,0,30,24,54,15,26,41,263,227,490
POA6448,184,182,366,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,23,25,48,0,0,0,0,0,0,0,0,0,0,0,0,26,28,54,0,0,0,3,0,3,29,28,57,10,7,17,223,217,440
POA6450,4680,4783,9463,476,512,988,17,14,31,16,17,33,18,26,44,14,10,24,354,385,739,5,7,12,11,12,23,0,0,0,0,0,0,435,471,906,36,46,82,12,5,17,959,1034,1993,435,328,763,6074,6145,12219
POA6460,412,402,814,19,16,35,0,0,0,0,0,0,0,0,0,0,0,0,33,41,74,0,0,0,0,0,0,0,0,0,0,0,0,33,41,74,0,0,0,0,0,0,52,57,109,24,23,47,488,482,970
POA6461,146,166,312,3,6,9,0,0,0,0,0,0,3,0,3,3,0,3,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21,0,0,0,3,0,3,20,13,33,13,5,18,179,184,363
POA6462,154,121,275,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,15,15,30,3,0,3,172,136,308
POA6468,87,88,175,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,5,0,5,0,0,0,17,5,22,3,3,6,107,96,203
POA6472,90,67,157,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,13,11,24,3,3,6,106,81,187
POA6475,207,171,378,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,21,33,0,0,0,0,0,0,0,0,0,0,0,0,12,21,33,3,0,3,0,3,3,18,24,42,7,3,10,232,198,430
POA6477,141,117,258,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,3,3,13,18,31,3,0,3,157,135,292
POA6479,217,198,415,15,16,31,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20,3,0,3,3,3,6,29,31,60,10,5,15,256,234,490
POA6484,120,28,148,4,0,4,0,3,3,3,3,6,3,0,3,4,3,7,75,16,91,0,0,0,0,0,0,0,0,0,0,0,0,85,25,110,18,6,24,3,0,3,110,31,141,68,21,89,298,80,378
POA6485,208,208,416,12,7,19,0,0,0,0,0,0,0,0,0,0,0,0,24,19,43,0,0,0,0,0,0,0,0,0,0,0,0,24,19,43,0,0,0,0,0,0,36,26,62,20,18,38,264,252,516
POA6488,150,138,288,10,8,18,0,0,0,0,0,0,6,3,9,0,0,0,12,6,18,0,0,0,0,0,0,0,0,0,0,0,0,18,9,27,3,0,3,0,0,0,31,17,48,5,0,5,186,155,341
POA6490,97,92,189,6,0,6,0,0,0,0,0,0,0,0,0,3,3,6,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,17,7,24,13,3,16,127,102,229
POA6501,432,415,847,15,14,29,3,0,3,0,0,0,3,0,3,0,0,0,47,39,86,0,0,0,0,0,0,0,0,0,0,0,0,53,39,92,0,0,0,0,0,0,68,53,121,21,14,35,521,482,1003
POA6502,432,422,854,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,47,54,101,0,0,0,0,0,0,0,0,0,0,0,0,47,54,101,0,0,0,0,0,0,67,73,140,34,31,65,533,526,1059
POA6503,826,782,1608,36,47,83,0,3,3,4,3,7,0,3,3,3,0,3,61,83,144,0,0,0,0,0,0,0,0,0,0,0,0,68,92,160,16,11,27,0,0,0,120,150,270,87,51,138,1033,983,2016
POA6505,129,118,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,3,7,10,12,14,26,144,139,283
POA6507,176,153,329,9,5,14,0,3,3,0,3,3,0,0,0,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,15,10,25,0,0,0,33,27,60,4,3,7,213,183,396
POA6509,140,104,244,11,10,21,0,0,0,3,0,3,0,0,0,0,0,0,10,13,23,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,3,5,8,0,0,0,27,28,55,5,4,9,172,136,308
POA6510,806,814,1620,61,69,130,0,0,0,0,0,0,0,0,0,0,0,0,51,74,125,0,0,0,0,4,4,0,0,0,0,0,0,51,78,129,6,12,18,3,0,3,121,159,280,60,41,101,987,1014,2001
POA6511,195,179,374,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,0,0,0,0,0,0,30,29,59,18,0,18,243,208,451
POA6513,95,70,165,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,7,11,18,0,3,3,102,84,186
POA6514,250,228,478,15,22,37,0,0,0,0,0,0,0,0,0,0,0,0,23,19,42,0,0,0,0,0,0,0,0,0,0,0,0,23,19,42,7,3,10,0,0,0,45,44,89,27,17,44,322,289,611
POA6515,216,176,392,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,0,4,4,0,0,0,21,24,45,6,4,10,243,204,447
POA6516,556,494,1050,70,79,149,0,0,0,5,8,13,0,4,4,0,0,0,76,72,148,0,0,0,5,0,5,0,0,0,0,0,0,86,84,170,5,5,10,0,0,0,161,168,329,59,45,104,776,707,1483
POA6517,189,171,360,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,0,0,0,0,0,0,16,20,36,15,11,26,220,202,422
POA6518,42,41,83,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,11,8,19,8,8,16,61,57,118
POA6519,249,231,480,19,13,32,0,0,0,0,3,3,0,3,3,0,0,0,24,17,41,0,0,0,0,0,0,0,0,0,0,0,0,24,23,47,0,5,5,0,0,0,43,41,84,18,23,41,310,295,605
POA6521,164,118,282,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,0,5,5,0,0,0,16,24,40,4,6,10,184,148,332
POA6522,212,176,388,13,10,23,0,0,0,0,0,0,0,0,0,0,0,0,19,24,43,0,3,3,0,3,3,0,0,0,0,0,0,19,30,49,0,0,0,0,0,0,32,40,72,11,3,14,255,219,474
POA6525,1442,1395,2837,98,109,207,0,0,0,9,3,12,0,4,4,0,0,0,118,120,238,0,3,3,0,3,3,0,0,0,4,3,7,131,136,267,9,14,23,6,5,11,244,264,508,102,64,166,1788,1723,3511
POA6528,111,118,229,7,10,17,3,0,3,0,0,0,0,0,0,0,0,0,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,0,0,0,0,0,0,14,21,35,13,9,22,138,148,286
POA6530,11919,12284,24203,652,795,1447,55,42,97,27,31,58,73,70,143,38,34,72,1593,1768,3361,7,11,18,24,28,52,5,6,11,3,6,9,1825,1996,3821,153,162,315,50,27,77,2680,2980,5660,860,783,1643,15459,16047,31506
POA6532,2183,2104,4287,99,88,187,0,6,6,9,19,28,16,16,32,4,3,7,317,300,617,0,0,0,7,3,10,0,0,0,0,0,0,353,347,700,15,11,26,8,7,15,475,453,928,393,103,496,3051,2660,5711
POA6535,614,599,1213,51,49,100,0,0,0,0,0,0,3,3,6,0,0,0,50,38,88,0,0,0,3,3,6,0,0,0,0,0,0,56,44,100,6,4,10,0,0,0,113,97,210,35,21,56,762,717,1479
POA6536,595,571,1166,48,44,92,0,0,0,4,3,7,4,4,8,0,0,0,48,45,93,0,7,7,0,3,3,0,0,0,0,0,0,56,62,118,3,4,7,5,3,8,112,113,225,46,43,89,753,727,1480
POA6537,256,228,484,27,18,45,0,0,0,0,0,0,0,5,5,0,0,0,34,33,67,0,0,0,4,0,4,0,0,0,0,0,0,38,38,76,0,4,4,0,0,0,65,60,125,13,10,23,334,298,632
POA6556,793,816,1609,15,18,33,0,5,5,0,0,0,0,0,0,0,0,0,62,51,113,0,0,0,0,0,0,0,0,0,0,0,0,62,56,118,3,0,3,3,0,3,83,74,157,34,34,68,910,924,1834
POA6558,308,335,643,6,5,11,0,0,0,0,0,0,0,0,0,3,3,6,25,27,52,0,0,0,0,0,0,0,0,0,0,0,0,28,30,58,3,3,6,3,0,3,40,38,78,1413,33,1446,1761,406,2167
POA6560,490,549,1039,26,20,46,0,0,0,0,0,0,0,0,0,5,3,8,35,34,69,0,0,0,0,0,0,0,0,0,0,0,0,40,37,77,3,8,11,3,0,3,72,65,137,57,40,97,619,654,1273
POA6562,469,478,947,18,17,35,0,3,3,0,0,0,0,3,3,0,3,3,34,31,65,0,0,0,0,0,0,0,0,0,0,0,0,34,40,74,4,3,7,0,3,3,56,63,119,36,26,62,561,567,1128
POA6564,137,132,269,11,7,18,0,0,0,0,0,0,0,0,0,3,3,6,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,19,16,35,13,7,20,169,155,324
POA6566,1195,1222,2417,73,77,150,3,0,3,3,3,6,3,3,6,3,3,6,101,118,219,3,3,6,0,3,3,0,0,0,0,0,0,116,133,249,8,13,21,3,0,3,200,223,423,126,97,223,1521,1542,3063
POA6567,165,167,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,3,3,6,0,0,0,12,15,27,3,3,6,180,185,365
POA6568,117,96,213,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,4,4,0,0,0,14,13,27,4,3,7,135,112,247
POA6569,148,115,263,4,4,8,0,0,0,0,5,5,0,0,0,0,0,0,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,9,18,27,0,0,0,4,0,4,17,22,39,21,5,26,186,142,328
POA6575,111,97,208,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,12,11,23,0,5,5,123,113,236
POA6603,465,439,904,29,36,65,0,0,0,0,0,0,0,0,0,0,0,0,29,39,68,3,3,6,0,0,0,0,0,0,0,0,0,32,42,74,3,0,3,3,3,6,67,81,148,35,19,54,567,539,1106
POA6606,143,130,273,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,0,3,0,0,0,9,8,17,3,4,7,155,142,297
POA6608,122,104,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,13,6,19,8,0,8,143,110,253
POA6609,233,222,455,22,13,35,0,0,0,0,3,3,0,0,0,0,0,0,10,16,26,0,0,0,0,0,0,0,0,0,0,0,0,10,19,29,8,0,8,3,0,3,43,32,75,17,7,24,293,261,554
POA6612,113,94,207,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,9,4,13,6,5,11,128,103,231
POA6620,72,75,147,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,4,3,7,0,0,0,17,13,30,0,6,6,89,94,183
POA6623,588,449,1037,30,34,64,10,5,15,14,0,14,13,0,13,11,0,11,204,92,296,0,0,0,0,0,0,0,0,0,0,0,0,252,97,349,16,4,20,0,0,0,298,135,433,95,28,123,981,612,1593
POA6628,98,68,166,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,0,3,0,0,0,7,4,11,0,3,3,105,75,180
POA6630,221,141,362,22,11,33,0,0,0,3,0,3,0,0,0,0,0,0,34,35,69,0,0,0,0,0,0,0,0,0,0,0,0,37,35,72,3,0,3,0,0,0,62,46,108,42,15,57,325,202,527
POA6635,200,106,306,4,8,12,0,0,0,3,0,3,0,0,0,0,0,0,65,37,102,3,0,3,5,0,5,0,0,0,0,0,0,76,37,113,4,0,4,0,0,0,84,45,129,55,27,82,339,178,517
POA6638,229,182,411,38,31,69,0,0,0,3,0,3,3,3,6,3,0,3,44,38,82,0,0,0,0,0,0,0,0,0,0,0,0,53,41,94,0,3,3,0,3,3,91,78,169,41,12,53,361,272,633
POA6639,35,37,72,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,6,7,13,12,7,19,53,51,104
POA6640,96,78,174,4,3,7,3,0,3,3,0,3,3,3,6,0,0,0,12,15,27,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,3,0,3,0,0,0,28,21,49,28,16,44,152,115,267
POA6642,431,318,749,28,35,63,9,3,12,14,5,19,8,6,14,0,3,3,133,72,205,3,0,3,6,3,9,0,0,0,0,0,0,173,92,265,23,12,35,4,6,10,228,145,373,157,90,247,816,553,1369
POA6646,442,197,639,26,29,55,8,3,11,4,3,7,17,3,20,4,0,4,183,61,244,3,3,6,0,0,0,0,0,0,0,0,0,219,73,292,15,5,20,3,0,3,263,107,370,103,32,135,808,336,1144
POA6701,2167,2040,4207,172,155,327,0,9,9,8,14,22,16,17,33,6,8,14,187,178,365,0,0,0,7,13,20,0,0,0,0,0,0,224,239,463,23,24,47,3,9,12,422,427,849,331,318,649,2920,2785,5705
POA6705,66,66,132,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,38,28,66,0,0,0,0,0,0,0,0,0,0,0,0,38,28,66,0,0,0,0,0,0,46,39,85,20,9,29,132,114,246
POA6707,914,785,1699,104,94,198,12,6,18,8,6,14,7,6,13,5,4,9,88,83,171,3,3,6,5,12,17,0,0,0,5,3,8,133,123,256,11,14,25,0,3,3,248,234,482,103,74,177,1265,1093,2358
POA6710,659,324,983,37,28,65,25,9,34,21,5,26,52,13,65,17,0,17,479,118,597,3,0,3,7,3,10,0,0,0,0,0,0,604,148,752,51,17,68,4,0,4,696,193,889,392,106,498,1747,623,2370
POA6713,414,365,779,37,23,60,8,4,12,0,3,3,0,4,4,7,3,10,88,56,144,0,0,0,0,4,4,0,0,0,0,0,0,103,74,177,3,6,9,5,3,8,148,106,254,120,93,213,682,564,1246
POA6714,5454,3960,9414,731,685,1416,171,92,263,101,60,161,199,105,304,71,27,98,1135,721,1856,18,14,32,34,27,61,0,3,3,0,4,4,1729,1053,2782,347,128,475,36,23,59,2843,1889,4732,2620,1220,3840,10917,7069,17986
POA6716,259,197,456,15,13,28,0,0,0,5,0,5,7,0,7,0,0,0,52,47,99,4,0,4,0,0,0,0,0,0,0,0,0,68,47,115,5,4,9,0,0,0,88,64,152,19,15,34,366,276,642
POA6718,291,260,551,31,37,68,3,0,3,3,0,3,3,0,3,0,0,0,51,35,86,0,0,0,0,0,0,0,0,0,0,0,0,60,35,95,3,4,7,3,0,3,97,76,173,39,38,77,427,374,801
POA6720,824,651,1475,59,63,122,13,8,21,10,11,21,21,3,24,3,6,9,156,78,234,3,0,3,4,0,4,0,0,0,0,0,0,210,106,316,25,7,32,3,3,6,297,179,476,415,147,562,1536,977,2513
POA6721,1506,1082,2588,122,93,215,65,24,89,50,28,78,92,51,143,12,13,25,468,281,749,9,0,9,18,9,27,0,0,0,0,3,3,714,409,1123,61,29,90,3,3,6,900,534,1434,777,337,1114,3183,1953,5136
POA6722,2933,2330,5263,402,365,767,93,65,158,84,52,136,182,129,311,30,18,48,708,510,1218,20,12,32,24,20,44,5,0,5,0,3,3,1146,809,1955,92,57,149,15,20,35,1655,1251,2906,1278,891,2169,5866,4472,10338
POA6725,3449,3167,6616,314,336,650,32,38,70,32,28,60,54,47,101,9,10,19,420,467,887,3,8,11,34,33,67,0,3,3,0,0,0,584,634,1218,65,71,136,10,4,14,973,1045,2018,620,432,1052,5042,4644,9686
POA6726,1663,1672,3335,223,270,493,15,20,35,28,29,57,35,40,75,16,12,28,207,235,442,0,4,4,13,13,26,0,0,0,0,0,0,314,353,667,25,32,57,11,9,20,573,664,1237,259,234,493,2495,2570,5065
POA6728,1949,1889,3838,152,149,301,18,19,37,21,19,40,22,21,43,3,3,6,177,150,327,3,0,3,17,13,30,4,3,7,0,0,0,265,228,493,26,30,56,6,6,12,449,413,862,1770,320,2090,4168,2622,6790
POA6740,594,592,1186,82,86,168,4,3,7,9,8,17,6,9,15,0,0,0,60,54,114,0,0,0,11,18,29,0,0,0,0,0,0,90,92,182,5,12,17,0,0,0,177,190,367,94,84,178,865,866,1731
POA6743,2075,1975,4050,318,269,587,32,30,62,35,35,70,69,51,120,13,5,18,237,221,458,3,7,10,51,53,104,4,4,8,0,0,0,444,406,850,67,49,116,10,12,22,839,736,1575,372,234,606,3286,2945,6231
POA6751,1993,1245,3238,116,113,229,43,19,62,26,7,33,40,24,64,20,0,20,535,245,780,16,9,25,15,6,21,0,0,0,0,0,0,695,310,1005,68,31,99,3,3,6,882,457,1339,643,159,802,3518,1861,5379
POA6753,2956,1671,4627,239,243,482,62,25,87,65,31,96,118,55,173,30,13,43,981,417,1398,18,12,30,22,12,34,3,0,3,0,0,0,1299,565,1864,115,52,167,11,6,17,1664,866,2530,1357,470,1827,5977,3007,8984
POA6754,559,428,987,59,56,115,3,4,7,5,3,8,11,5,16,3,5,8,100,86,186,3,0,3,0,4,4,0,0,0,0,0,0,125,107,232,7,16,23,0,0,0,191,179,370,73,42,115,823,649,1472
