region_id,Sme_Usl_ad_1_yr_ago_as_2011_M,Sme_Usl_ad_1_yr_ago_as_2011_F,Sme_Usl_ad_1_yr_ago_as_2011_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6014,7225,7468,14693,267,281,548,37,43,80,44,37,81,24,27,51,17,21,38,832,887,1719,3,4,7,3,3,6,3,6,9,0,0,0,963,1028,1991,302,337,639,7,4,11,1539,1650,3189,456,434,890,9220,9552,18772
POA6015,2628,2717,5345,49,52,101,3,4,7,5,7,12,10,9,19,0,0,0,220,218,438,0,0,0,0,5,5,0,0,0,0,0,0,238,243,481,90,97,187,0,3,3,377,395,772,102,102,204,3107,3214,6321
POA6016,3518,3617,7135,124,117,241,21,10,31,12,19,31,10,14,24,4,8,12,458,470,928,0,0,0,3,3,6,8,3,11,0,0,0,516,527,1043,190,175,365,11,3,14,841,822,1663,331,276,607,4690,4715,9405
POA6017,1316,1316,2632,50,26,76,7,12,19,12,12,24,4,8,12,0,0,0,298,231,529,0,0,0,0,0,0,0,0,0,0,0,0,321,263,584,70,91,161,6,3,9,447,383,830,306,222,528,2069,1921,3990
POA6018,12809,14087,26896,322,378,700,62,59,121,64,74,138,63,72,135,16,19,35,1579,1745,3324,8,6,14,15,14,29,8,6,14,0,5,5,1815,2000,3815,374,338,712,20,16,36,2531,2732,5263,891,860,1751,16231,17679,33910
POA6019,7055,7074,14129,308,285,593,79,49,128,51,57,108,78,64,142,17,18,35,1114,1088,2202,14,9,23,16,11,27,4,4,8,0,0,0,1373,1300,2673,413,383,796,12,12,24,2106,1980,4086,996,684,1680,10157,9738,19895
POA6020,8340,8613,16953,165,170,335,38,27,65,25,28,53,16,20,36,6,12,18,728,741,1469,4,5,9,6,7,13,12,3,15,0,0,0,835,843,1678,157,179,336,10,11,21,1167,1203,2370,399,374,773,9906,10190,20096
POA6021,7577,8033,15610,137,152,289,22,16,38,30,31,61,34,39,73,19,10,29,791,793,1584,3,4,7,4,6,10,0,5,5,0,4,4,903,908,1811,190,159,349,8,10,18,1238,1229,2467,471,378,849,9286,9640,18926
POA6022,2119,2120,4239,39,34,73,4,4,8,0,0,0,7,8,15,4,3,7,187,202,389,0,0,0,0,0,0,0,0,0,0,0,0,202,217,419,39,25,64,3,6,9,283,282,565,63,56,119,2465,2458,4923
POA6023,6416,6525,12941,111,132,243,23,18,41,18,19,37,22,14,36,10,7,17,435,456,891,3,3,6,3,5,8,3,3,6,3,4,7,520,529,1049,138,140,278,6,12,18,775,813,1588,172,155,327,7363,7493,14856
POA6024,5647,5804,11451,92,82,174,7,6,13,14,20,34,23,21,44,0,3,3,461,467,928,8,4,12,3,4,7,9,3,12,0,0,0,525,528,1053,88,83,171,3,3,6,708,696,1404,194,185,379,6549,6685,13234
POA6025,12126,12314,24440,229,256,485,36,44,80,36,40,76,45,45,90,9,10,19,1156,1158,2314,6,12,18,4,6,10,3,3,6,0,0,0,1295,1318,2613,321,333,654,21,17,38,1866,1924,3790,663,501,1164,14655,14739,29394
POA6026,9423,9950,19373,119,135,254,8,10,18,22,25,47,18,12,30,3,8,11,654,754,1408,4,0,4,5,0,5,5,4,9,0,0,0,719,813,1532,161,163,324,4,12,16,1003,1123,2126,359,361,720,10785,11434,22219
POA6027,16589,17074,33663,420,462,882,52,56,108,53,56,109,78,79,157,17,20,37,1877,1905,3782,9,10,19,14,16,30,3,4,7,0,0,0,2103,2146,4249,529,556,1085,19,23,42,3071,3187,6258,969,745,1714,20629,21006,41635
POA6028,8093,8210,16303,221,209,430,29,22,51,15,15,30,28,33,61,0,9,9,967,1011,1978,3,9,12,0,0,0,0,0,0,0,0,0,1042,1099,2141,289,306,595,15,11,26,1567,1625,3192,231,175,406,9891,10010,19901
POA6029,1041,1113,2154,25,19,44,3,3,6,5,4,9,7,4,11,3,3,6,100,102,202,0,0,0,0,3,3,0,0,0,0,0,0,118,119,237,25,33,58,0,0,0,168,171,339,80,62,142,1289,1346,2635
POA6030,13769,14294,28063,620,713,1333,68,76,144,49,52,101,61,69,130,28,19,47,1676,1802,3478,3,7,10,11,15,26,6,3,9,0,0,0,1902,2043,3945,521,528,1049,34,31,65,3077,3315,6392,1332,1178,2510,18178,18787,36965
POA6031,4204,4368,8572,118,145,263,17,11,28,5,4,9,20,21,41,6,5,11,695,812,1507,0,4,4,4,4,8,6,3,9,0,0,0,753,864,1617,111,129,240,8,7,15,990,1145,2135,241,183,424,5435,5696,11131
POA6032,100,90,190,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,9,6,15,4,4,8,113,100,213
POA6033,261,189,450,12,10,22,0,3,3,0,3,3,3,3,6,0,0,0,89,84,173,0,0,0,0,0,0,0,0,0,0,0,0,92,93,185,3,6,9,3,0,3,110,109,219,29,31,60,400,329,729
POA6035,1419,1442,2861,122,125,247,3,6,9,3,0,3,7,13,20,3,3,6,284,303,587,0,0,0,8,5,13,0,0,0,0,0,0,308,330,638,21,32,53,3,3,6,454,490,944,194,194,388,2067,2126,4193
POA6036,3796,3951,7747,289,314,603,25,38,63,10,6,16,18,20,38,5,3,8,631,692,1323,7,13,20,0,0,0,3,3,6,0,0,0,699,775,1474,186,194,380,6,6,12,1180,1289,2469,213,200,413,5189,5440,10629
POA6037,844,854,1698,56,59,115,0,3,3,4,3,7,0,0,0,0,0,0,106,128,234,0,0,0,3,3,6,0,0,0,0,0,0,113,137,250,7,3,10,0,3,3,176,202,378,86,57,143,1106,1113,2219
POA6041,566,538,1104,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,53,49,102,0,0,0,4,5,9,0,0,0,0,0,0,57,54,111,3,3,6,0,3,3,71,73,144,62,43,105,699,654,1353
POA6042,27,29,56,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,10,8,18,3,3,6,40,40,80
POA6043,78,74,152,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,12,15,27,13,12,25,103,101,204
POA6044,539,455,994,24,27,51,0,0,0,0,0,0,0,0,0,0,0,0,72,54,126,0,0,0,4,7,11,0,0,0,0,0,0,76,61,137,19,12,31,0,0,0,119,100,219,148,102,250,806,657,1463
POA6050,5396,5814,11210,174,197,371,37,32,69,44,41,85,40,31,71,8,12,20,745,827,1572,4,5,9,3,8,11,6,8,14,0,0,0,887,964,1851,230,234,464,10,8,18,1301,1403,2704,406,445,851,7103,7662,14765
POA6051,4355,3979,8334,192,169,361,40,31,71,41,28,69,28,27,55,10,8,18,828,809,1637,6,11,17,6,3,9,0,0,0,0,0,0,959,917,1876,218,264,482,20,12,32,1389,1362,2751,641,433,1074,6385,5774,12159
POA6052,3973,4273,8246,95,100,195,18,15,33,20,22,42,16,13,29,5,5,10,510,541,1051,3,3,6,5,6,11,3,4,7,0,0,0,580,609,1189,93,97,190,6,5,11,774,811,1585,272,218,490,5019,5302,10321
POA6053,5070,5334,10404,173,192,365,21,13,34,17,18,35,19,17,36,12,9,21,646,712,1358,0,3,3,3,0,3,3,3,6,0,0,0,721,775,1496,148,124,272,5,0,5,1047,1091,2138,443,343,786,6560,6768,13328
POA6054,7892,7990,15882,254,275,529,22,17,39,24,20,44,21,25,46,15,15,30,871,848,1719,4,3,7,3,3,6,3,3,6,3,0,3,966,934,1900,112,100,212,16,13,29,1348,1322,2670,491,428,919,9731,9740,19471
POA6055,4818,4735,9553,89,82,171,18,9,27,14,18,32,17,20,37,10,5,15,530,489,1019,3,3,6,8,9,17,3,3,6,4,0,4,607,556,1163,49,48,97,19,9,28,764,695,1459,344,527,871,5926,5957,11883
POA6056,14226,14549,28775,408,428,836,38,37,75,35,44,79,45,48,93,16,12,28,1844,1813,3657,10,5,15,9,17,26,0,5,5,0,0,0,1997,1981,3978,206,213,419,44,38,82,2655,2660,5315,1336,1205,2541,18217,18414,36631
POA6057,6516,6484,13000,197,202,399,6,8,14,14,7,21,23,11,34,4,3,7,663,697,1360,0,0,0,3,8,11,0,0,0,0,0,0,713,734,1447,72,74,146,15,8,23,997,1018,2015,490,391,881,8003,7893,15896
POA6058,4642,4807,9449,164,173,337,6,8,14,15,11,26,16,11,27,11,6,17,444,481,925,4,4,8,3,3,6,0,4,4,0,0,0,499,528,1027,89,81,170,7,16,23,759,798,1557,342,293,635,5743,5898,11641
POA6059,8953,9792,18745,203,241,444,25,20,45,33,29,62,23,16,39,8,5,13,792,827,1619,3,3,6,3,4,7,4,3,7,0,0,0,891,907,1798,189,180,369,12,16,28,1295,1344,2639,477,429,906,10725,11565,22290
POA6060,7524,8384,15908,225,237,462,38,34,72,41,39,80,30,21,51,11,17,28,1375,1409,2784,3,3,6,8,9,17,5,3,8,0,0,0,1511,1535,3046,319,335,654,27,21,48,2082,2128,4210,808,626,1434,10414,11138,21552
POA6061,12169,12458,24627,485,437,922,47,41,88,46,36,82,44,27,71,26,26,52,1813,1791,3604,6,9,15,16,14,30,3,3,6,9,0,9,2010,1947,3957,408,426,834,43,33,76,2946,2843,5789,1396,1254,2650,16511,16555,33066
POA6062,12727,12964,25691,333,330,663,36,55,91,25,28,53,31,26,57,10,11,21,1221,1226,2447,5,0,5,4,0,4,4,0,4,3,0,3,1339,1346,2685,229,268,497,25,17,42,1926,1961,3887,627,518,1145,15280,15443,30723
POA6063,5885,5819,11704,138,123,261,7,11,18,9,13,22,15,10,25,0,3,3,469,451,920,3,0,3,3,3,6,0,0,0,0,0,0,506,491,997,85,87,172,11,9,20,740,710,1450,362,294,656,6987,6823,13810
POA6064,12535,12722,25257,204,225,429,20,11,31,26,31,57,17,18,35,11,8,19,1124,1158,2282,9,5,14,4,3,7,4,0,4,3,0,3,1218,1234,2452,198,180,378,27,25,52,1647,1664,3311,780,676,1456,14962,15062,30024
POA6065,20264,20655,40919,750,769,1519,60,56,116,39,32,71,65,89,154,18,19,37,2624,2813,5437,7,9,16,12,12,24,8,3,11,0,0,0,2833,3033,5866,464,475,939,30,24,54,4077,4301,8378,998,893,1891,25339,25849,51188
POA6066,7945,8247,16192,225,212,437,22,20,42,16,10,26,5,6,11,5,3,8,560,585,1145,3,0,3,6,13,19,3,3,6,0,0,0,620,640,1260,94,103,197,17,11,28,956,966,1922,380,282,662,9281,9495,18776
POA6067,30,34,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,38,0,0,0,3,0,3,0,0,0,0,0,0,17,24,41,0,0,0,0,0,0,17,24,41,10,8,18,57,66,123
POA6068,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6069,9326,9723,19049,605,682,1287,69,51,120,23,25,48,61,47,108,15,10,25,1389,1472,2861,8,4,12,12,12,24,5,4,9,0,0,0,1582,1625,3207,163,186,349,19,17,36,2369,2510,4879,500,463,963,12195,12696,24891
POA6070,1479,1524,3003,35,26,61,0,3,3,0,0,0,0,4,4,0,0,0,139,150,289,0,0,0,0,0,0,0,0,0,0,0,0,139,157,296,21,12,33,3,4,7,198,199,397,54,36,90,1731,1759,3490
POA6071,1455,1481,2936,27,36,63,5,6,11,0,0,0,0,0,0,3,3,6,84,105,189,0,0,0,0,0,0,0,0,0,0,0,0,92,114,206,18,22,40,3,0,3,140,172,312,127,119,246,1722,1772,3494
POA6072,347,343,690,13,13,26,0,0,0,3,3,6,0,0,0,0,0,0,16,23,39,0,0,0,0,0,0,0,0,0,0,0,0,19,26,45,3,0,3,3,3,6,38,42,80,31,28,59,416,413,829
POA6073,1218,1300,2518,36,32,68,7,0,7,3,0,3,0,3,3,0,0,0,94,120,214,0,0,0,0,0,0,0,0,0,0,0,0,104,123,227,5,12,17,6,0,6,151,167,318,75,84,159,1444,1551,2995
POA6074,424,418,842,7,9,16,0,0,0,0,0,0,0,3,3,4,3,7,20,21,41,0,0,0,0,3,3,0,0,0,0,0,0,24,30,54,0,4,4,0,0,0,31,43,74,15,9,24,470,470,940
POA6076,8928,9364,18292,207,202,409,15,13,28,12,17,29,22,20,42,6,3,9,681,768,1449,3,3,6,3,0,3,3,3,6,0,0,0,745,827,1572,83,87,170,12,7,19,1047,1123,2170,466,394,860,10441,10881,21322
POA6077,674,657,1331,10,7,17,3,0,3,3,3,6,4,0,4,0,0,0,28,32,60,0,0,0,0,0,0,0,0,0,0,0,0,38,35,73,3,5,8,0,0,0,51,47,98,45,47,92,770,751,1521
POA6078,389,350,739,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,37,25,62,0,0,0,0,0,0,0,0,0,0,0,0,37,25,62,5,4,9,3,0,3,48,33,81,20,15,35,457,398,855
POA6079,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
POA6081,2045,2025,4070,35,35,70,5,3,8,0,5,5,3,3,6,0,3,3,145,145,290,0,5,5,0,0,0,0,0,0,0,0,0,153,164,317,11,12,23,3,3,6,202,214,416,88,87,175,2335,2326,4661
POA6082,1299,1267,2566,44,49,93,4,0,4,0,0,0,4,5,9,0,0,0,120,128,248,0,0,0,3,4,7,0,0,0,0,0,0,131,137,268,6,4,10,0,4,4,181,194,375,116,75,191,1596,1536,3132
POA6083,1493,1473,2966,15,15,30,7,4,11,3,0,3,0,0,0,3,0,3,87,103,190,0,0,0,0,4,4,0,0,0,0,0,0,100,111,211,3,3,6,0,0,0,118,129,247,128,102,230,1739,1704,3443
POA6084,2565,2620,5185,94,87,181,3,3,6,4,0,4,12,7,19,0,0,0,248,284,532,3,3,6,3,3,6,0,0,0,0,0,0,273,300,573,16,14,30,3,7,10,386,408,794,184,150,334,3135,3178,6313
POA6090,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
POA6100,4651,4389,9040,205,181,386,34,42,76,48,45,93,45,55,100,10,9,19,915,811,1726,4,6,10,4,11,15,3,0,3,3,0,3,1066,979,2045,333,366,699,17,18,35,1621,1544,3165,737,491,1228,7009,6424,13433
POA6101,5436,5420,10856,205,178,383,33,34,67,44,36,80,45,37,82,18,21,39,937,870,1807,4,4,8,5,5,10,3,3,6,0,0,0,1089,1010,2099,237,266,503,13,14,27,1544,1468,3012,544,375,919,7524,7263,14787
POA6102,4243,4560,8803,305,294,599,29,23,52,36,21,57,21,16,37,5,8,13,799,763,1562,6,4,10,6,3,9,0,3,3,4,0,4,906,841,1747,486,522,1008,35,36,71,1732,1693,3425,724,722,1446,6699,6975,13674
POA6103,2930,2864,5794,123,98,221,17,21,38,22,15,37,20,22,42,18,13,31,542,463,1005,0,3,3,4,3,7,3,4,7,0,0,0,626,544,1170,165,145,310,4,5,9,918,792,1710,412,353,765,4260,4009,8269
POA6104,4797,4858,9655,197,205,402,17,20,37,21,12,33,30,22,52,7,12,19,727,649,1376,3,3,6,21,14,35,5,3,8,0,3,3,831,738,1569,169,136,305,4,13,17,1201,1092,2293,654,503,1157,6652,6453,13105
POA6105,5082,5164,10246,269,253,522,26,20,46,29,14,43,18,18,36,8,6,14,638,617,1255,8,0,8,10,5,15,0,0,0,0,0,0,737,680,1417,171,170,341,16,7,23,1193,1110,2303,453,296,749,6728,6570,13298
POA6106,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,15,5,20
POA6107,13895,13545,27440,552,509,1061,56,51,107,66,44,110,43,44,87,20,17,37,1929,1870,3799,5,6,11,16,12,28,5,0,5,9,0,9,2149,2044,4193,559,549,1108,46,28,74,3306,3130,6436,1355,1015,2370,18556,17690,36246
POA6108,9371,9580,18951,254,243,497,16,9,25,19,12,31,23,17,40,12,15,27,834,812,1646,3,0,3,3,4,7,0,3,3,4,0,4,914,872,1786,200,238,438,18,16,34,1386,1369,2755,512,457,969,11269,11406,22675
POA6109,4083,4036,8119,113,121,234,15,9,24,15,10,25,15,15,30,3,5,8,544,493,1037,3,6,9,3,4,7,0,0,0,0,0,0,598,542,1140,79,97,176,23,14,37,813,774,1587,414,377,791,5310,5187,10497
POA6110,13408,13731,27139,400,389,789,40,23,63,31,33,64,44,37,81,22,20,42,1631,1744,3375,3,3,6,5,8,13,0,0,0,0,6,6,1776,1874,3650,221,259,480,32,20,52,2429,2542,4971,1183,986,2169,17020,17259,34279
POA6111,8776,8707,17483,197,237,434,15,16,31,21,21,42,42,40,82,17,5,22,1048,1158,2206,4,7,11,9,7,16,3,0,3,0,0,0,1159,1254,2413,89,96,185,28,18,46,1473,1605,3078,665,546,1211,10914,10858,21772
POA6112,14797,15001,29798,557,564,1121,43,52,95,36,40,76,44,44,88,28,16,44,2627,2817,5444,13,14,27,8,7,15,0,3,3,0,0,0,2799,2993,5792,221,250,471,40,42,82,3617,3849,7466,1235,1062,2297,19649,19912,39561
POA6121,1190,1172,2362,9,6,15,0,0,0,0,0,0,3,5,8,0,3,3,81,109,190,0,0,0,0,0,0,0,0,0,0,0,0,84,117,201,4,4,8,4,5,9,101,132,233,71,43,114,1362,1347,2709
POA6122,3376,3383,6759,163,178,341,21,13,34,9,6,15,18,13,31,0,4,4,746,808,1554,8,11,19,0,5,5,3,0,3,0,0,0,805,860,1665,37,35,72,5,12,17,1010,1085,2095,206,159,365,4592,4627,9219
POA6123,601,613,1214,12,10,22,3,3,6,0,3,3,3,3,6,0,0,0,65,54,119,0,0,0,0,0,0,0,0,0,0,0,0,71,63,134,3,0,3,3,3,6,89,76,165,21,11,32,711,700,1411
POA6124,447,441,888,19,5,24,0,3,3,0,0,0,0,0,0,0,0,0,45,38,83,0,0,0,0,0,0,0,0,0,0,0,0,45,41,86,0,0,0,0,0,0,64,46,110,29,43,72,540,530,1070
POA6125,1135,1093,2228,22,28,50,0,0,0,0,0,0,3,0,3,0,0,0,111,121,232,0,5,5,0,0,0,0,0,0,0,0,0,114,126,240,5,5,10,3,0,3,144,159,303,70,48,118,1349,1300,2649
POA6126,112,107,219,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28,4,0,4,0,0,0,16,16,32,244,4,248,372,127,499
POA6147,6068,5993,12061,135,161,296,10,11,21,14,16,30,13,11,24,7,6,13,645,612,1257,0,3,3,3,0,3,0,0,0,6,0,6,698,659,1357,163,180,343,12,8,20,1008,1008,2016,283,218,501,7359,7219,14578
POA6148,6727,7252,13979,212,222,434,26,35,61,26,25,51,30,25,55,23,26,49,649,660,1309,5,6,11,3,4,7,9,4,13,0,0,0,771,785,1556,258,264,522,9,19,28,1250,1290,2540,394,330,724,8371,8872,17243
POA6149,7833,8146,15979,119,110,229,27,22,49,15,14,29,20,18,38,8,3,11,625,647,1272,3,4,7,9,5,14,4,7,11,3,3,6,714,723,1437,184,186,370,4,5,9,1021,1024,2045,243,202,445,9097,9372,18469
POA6150,5410,5618,11028,118,109,227,20,18,38,7,14,21,12,18,30,3,4,7,486,499,985,3,0,3,3,3,6,3,0,3,0,0,0,537,556,1093,217,220,437,9,10,19,881,895,1776,177,192,369,6468,6705,13173
POA6151,5849,5901,11750,257,260,517,39,43,82,50,49,99,53,55,108,16,13,29,837,885,1722,5,7,12,17,13,30,0,9,9,0,0,0,1017,1074,2091,382,367,749,20,14,34,1676,1715,3391,612,512,1124,8137,8128,16265
POA6152,8413,9370,17783,262,336,598,59,72,131,70,60,130,43,48,91,13,12,25,1501,1472,2973,4,10,14,15,14,29,3,3,6,5,0,5,1713,1691,3404,459,432,891,14,15,29,2448,2474,4922,732,690,1422,11593,12534,24127
POA6153,6962,7908,14870,252,250,502,35,38,73,31,35,66,37,45,82,9,0,9,816,856,1672,10,11,21,3,3,6,3,3,6,0,0,0,944,991,1935,280,308,588,8,9,17,1484,1558,3042,582,398,980,9028,9864,18892
