POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA6313,102,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,235,17,..,118,235
POA6315,712,1616,40,52,0,0,40,52,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,7,12,9,7,770,1687,160,..,929,1687
POA6316,129,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,130,300,37,..,163,300
POA6317,1282,3305,97,195,0,0,97,195,16,23,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,0,0,13,28,1410,3556,233,..,1635,3556
POA6318,170,432,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,4,0,0,175,436,39,..,214,436
POA6320,180,508,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,186,519,49,..,236,519
POA6321,168,416,7,4,0,0,7,4,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,16,181,443,49,..,229,443
POA6322,84,190,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,189,30,..,115,189
POA6323,392,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,3,0,0,8,8,8,13,407,888,85,..,490,888
POA6324,1237,2970,5,9,0,0,5,9,7,10,0,0,0,0,0,0,7,10,4,7,0,0,0,0,5,11,6,23,13,23,1264,3036,253,..,1518,3036
POA6326,157,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,8,5,11,6,19,172,428,29,..,198,428
POA6327,88,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,4,0,0,94,253,24,..,113,253
POA6328,152,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,6,0,0,152,377,74,..,234,377
POA6330,11847,29709,930,1311,87,145,1016,1457,39,63,0,0,0,0,8,16,46,78,96,134,70,104,13,31,15,38,199,307,63,149,13176,31702,2417,..,15589,31702
POA6333,2075,4769,83,116,0,0,81,115,3,9,0,0,0,0,0,0,3,9,5,16,0,0,3,4,0,0,13,19,16,43,2192,4960,900,..,3088,4960
POA6335,253,638,8,11,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,266,658,76,..,334,658
POA6336,123,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,124,274,61,..,183,274
POA6337,167,436,7,18,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,184,456,72,..,252,456
POA6338,226,518,5,6,0,0,8,10,0,0,0,0,0,0,0,0,0,0,11,14,0,0,3,5,3,3,16,28,0,4,253,559,288,..,541,559
POA6341,96,230,0,0,0,0,0,0,6,10,0,0,0,0,0,0,6,10,3,6,0,0,0,0,0,0,3,6,0,5,105,247,44,..,155,247
POA6343,80,197,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,80,204,24,..,110,204
POA6346,229,520,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,3,3,5,12,3,3,243,542,107,..,348,542
POA6348,303,640,12,12,0,0,12,12,4,4,3,3,0,0,0,0,4,8,10,16,0,0,0,0,0,4,13,18,7,12,332,687,360,..,691,687
POA6350,127,259,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,0,0,134,265,42,..,179,265
POA6351,30,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,80,7,..,35,80
POA6352,70,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,154,19,..,85,154
POA6353,274,632,15,18,0,0,15,18,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,11,12,0,3,292,660,98,..,391,660
POA6355,145,349,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,10,12,153,369,113,..,268,369
POA6356,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,102,25,..,76,102
POA6357,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,59,18,..,45,59
POA6358,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,88,21,..,65,88
POA6359,124,321,3,7,0,0,3,7,14,16,0,0,0,0,0,4,15,20,0,0,0,0,0,0,0,0,0,0,0,3,149,354,26,..,173,354
POA6361,33,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,41,96,15,..,54,96
POA6363,41,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,92,26,..,60,92
POA6365,195,435,19,21,0,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,217,461,73,..,296,461
POA6367,127,294,3,3,0,0,3,3,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,135,302,38,..,175,302
POA6368,29,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,78,9,..,33,78
POA6369,247,571,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,584,77,..,328,584
POA6370,174,411,3,6,0,0,3,6,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,0,3,0,0,0,178,429,51,..,238,429
POA6372,42,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,86,14,..,61,86
POA6373,33,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,92,13,..,46,92
POA6375,349,790,13,16,0,0,13,16,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,13,19,378,831,80,..,456,831
POA6383,367,793,0,0,0,0,0,0,9,11,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,5,9,13,382,823,75,..,460,823
POA6384,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,32,4,..,17,32
POA6385,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,3,..,11,19
POA6386,35,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,36,83,12,..,47,83
POA6390,582,1491,13,27,0,0,13,27,13,15,0,0,0,0,0,0,13,15,10,12,0,3,0,0,0,0,7,10,4,7,619,1553,183,..,797,1553
POA6391,346,854,14,13,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,358,875,87,..,446,875
POA6392,191,419,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,194,426,57,..,254,426
POA6393,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,100,20,..,68,100
POA6394,172,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,430,37,..,213,430
POA6395,572,1371,11,22,0,0,11,22,27,34,0,0,0,0,0,0,27,34,0,0,0,0,0,0,0,0,0,3,3,10,609,1446,135,..,746,1446
POA6396,117,276,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,120,282,52,..,167,282
POA6397,38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,80,22,..,60,80
POA6398,194,400,3,9,0,3,7,13,3,7,0,0,0,0,0,0,3,7,3,3,0,0,0,3,3,4,6,13,12,19,220,449,206,..,426,449
POA6401,2589,6415,50,81,0,4,47,82,82,137,0,0,0,0,0,0,82,137,14,18,16,23,0,0,0,0,34,49,18,39,2777,6715,547,..,3322,6715
POA6403,62,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,154,12,..,73,154
POA6405,118,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,300,26,..,144,300
POA6407,324,829,0,3,0,0,0,3,12,17,0,0,0,0,0,0,12,17,4,7,0,0,0,0,0,0,12,11,16,41,366,903,70,..,433,903
POA6409,131,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,11,3,4,137,334,45,..,184,334
POA6410,361,851,20,34,0,0,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,10,24,392,913,48,..,438,913
POA6411,40,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,44,104,8,..,54,104
POA6412,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,7,..,20,42
POA6413,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,5,..,29,48
POA6414,24,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,70,3,..,27,70
POA6415,1035,2577,43,69,0,0,43,69,10,13,0,0,0,0,0,0,10,13,3,6,0,0,0,0,0,0,3,6,9,13,1096,2678,246,..,1339,2678
POA6418,260,582,20,29,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,285,622,48,..,333,622
POA6419,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,9,..,31,53
POA6420,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,76,13,..,43,76
POA6421,44,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,9,0,4,46,120,14,..,62,120
POA6422,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,3,..,18,45
POA6423,57,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,55,130,21,..,80,130
POA6424,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,27,66,15,..,46,66
POA6425,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,35,71,8,..,36,71
POA6426,308,663,11,15,0,0,11,15,0,3,0,0,0,0,0,0,0,3,4,7,0,0,0,0,3,6,12,15,4,9,334,709,166,..,497,709
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA6428,16,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,6,..,22,54
POA6429,306,730,3,14,0,0,3,14,14,22,0,0,0,0,0,0,14,22,10,8,0,0,0,0,6,20,14,30,5,7,350,806,82,..,423,806
POA6430,5987,17036,1065,2145,163,369,1232,2511,186,301,0,0,0,0,0,0,186,301,78,107,22,25,0,0,0,4,101,141,33,53,7536,20034,1169,..,8704,20034
POA6431,164,724,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,7,0,3,0,0,3,0,5,9,9,13,8,10,183,758,36,..,215,758
POA6432,1965,5237,297,623,25,37,324,662,12,25,0,0,0,0,0,0,12,25,53,68,0,0,0,0,7,24,63,95,14,24,2377,6037,454,..,2828,6037
POA6434,16,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,27,103,27,..,55,103
POA6436,28,54,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,8,12,8,11,41,87,0,..,43,87
POA6437,105,300,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,318,132,..,256,318
POA6438,147,368,8,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,13,21,0,0,3,9,5,25,27,48,11,19,190,443,88,..,279,443
POA6440,154,436,6,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,9,17,7,10,175,469,116,..,288,469
POA6442,762,2029,56,91,14,17,70,110,9,13,0,0,0,0,0,0,9,13,0,7,0,0,0,0,0,0,0,7,0,0,846,2157,277,..,1124,2157
POA6443,274,520,3,5,0,0,3,5,4,3,0,0,0,0,0,0,4,3,12,14,0,0,7,7,0,0,15,27,14,25,307,575,236,..,546,575
POA6445,55,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,0,0,58,156,14,..,73,156
POA6446,32,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,103,11,..,48,103
POA6447,52,138,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,139,35,..,83,139
POA6448,108,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,113,320,23,..,136,320
POA6450,4036,10283,360,573,27,54,384,624,70,113,0,0,0,0,0,4,67,116,26,45,0,9,11,24,6,23,49,106,61,132,4601,11265,975,..,5573,11265
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA6460,269,604,7,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,3,0,0,4,12,9,16,293,639,51,..,348,639
POA6461,203,472,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,211,483,63,..,273,483
POA6462,45,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,125,18,..,62,125
POA6463,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,..,8,15
POA6465,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,4,..,22,30
POA6466,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,14,..,37,52
POA6467,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,7,..,18,30
POA6468,82,208,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,80,207,30,..,111,207
POA6470,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,4,..,12,15
POA6472,59,155,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,66,163,64,..,130,163
POA6473,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,16,..,32,37
POA6475,162,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,363,54,..,220,363
POA6476,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,56,6,..,31,56
POA6477,99,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,4,0,0,107,237,42,..,146,237
POA6479,187,466,8,14,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,9,202,497,72,..,276,497
POA6480,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,0,..,15,46
POA6484,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,15,..,30,31
POA6485,200,408,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,415,61,..,266,415
POA6487,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,8,..,28,40
POA6488,76,157,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,79,168,16,..,100,168
POA6489,37,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,67,21,..,59,67
POA6490,90,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,97,227,24,..,122,227
