POA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6566,1280,1264,2537,44,55,93,0,4,4,0,0,0,0,0,0,0,0,3,116,116,224,3,3,3,0,0,0,0,0,0,0,0,0,119,120,234,8,5,11,0,3,3,169,183,347,184,178,369,1629,1621,3250
POA6567,171,160,333,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,17,15,28,0,0,0,0,0,0,0,0,0,0,0,0,19,15,35,0,0,0,0,0,0,19,20,37,26,24,45,215,202,414
POA6568,104,89,200,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,0,0,0,0,0,0,12,8,17,0,6,8,123,105,219
POA6569,121,99,217,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,3,3,6,0,0,0,12,12,23,13,8,29,149,120,267
POA6571,32,33,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,3,7,8,0,0,0,32,39,75
POA6572,25,18,45,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,3,0,3,33,27,57
POA6574,33,36,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,45,39,84
POA6575,65,44,110,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,6,6,13,8,9,20,85,56,141
POA6603,464,416,876,49,53,110,0,0,0,0,0,0,0,0,0,0,0,0,32,22,53,0,4,4,0,0,0,0,0,0,0,0,0,34,22,56,4,0,3,0,0,0,86,80,167,25,22,48,582,516,1097
POA6605,20,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,15,38
POA6606,83,65,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,8,3,11,3,0,5,97,69,163
POA6608,69,44,108,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,6,9,9,6,3,6,71,54,129
POA6609,316,281,600,41,36,72,0,0,0,0,0,0,0,0,0,0,0,0,19,23,41,0,0,0,0,0,0,0,0,0,0,0,0,22,19,47,8,3,10,0,0,0,68,62,134,37,41,79,428,386,805
POA6612,94,66,162,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,8,7,20,0,0,0,0,0,0,11,12,25,20,14,36,133,88,220
POA6613,26,16,44,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,4,5,35,28,58
POA6614,11,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,9,7,17
POA6616,25,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,28,56
POA6620,228,127,355,7,12,23,0,0,0,0,0,0,0,0,0,0,0,0,28,9,40,0,0,0,0,0,0,0,0,0,0,0,0,31,7,38,0,0,3,3,0,3,47,20,72,54,16,68,326,163,490
POA6623,262,231,490,22,22,39,0,0,0,0,0,0,0,0,0,0,0,0,45,35,79,0,0,0,0,0,0,0,0,0,0,0,0,48,35,78,0,0,0,0,0,0,66,55,123,21,32,52,349,316,665
POA6625,21,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,10,28,27,49
POA6627,36,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,4,6,11,0,0,0,36,25,69
POA6628,7,10,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,4,8,5,0,3,17,12,32
POA6630,235,201,428,10,14,23,0,5,6,0,0,0,0,0,0,0,0,0,21,26,49,0,0,0,0,0,0,0,0,0,0,0,0,25,33,58,0,3,0,0,0,0,32,51,83,55,35,94,322,289,607
POA6631,15,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,18,13,30
POA6632,32,19,56,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,8,11,0,0,4,33,28,62
POA6635,109,77,181,7,4,14,0,0,0,0,0,0,3,0,3,0,0,0,45,19,63,0,0,0,0,0,0,0,0,0,0,0,0,49,19,68,0,0,0,0,0,0,52,21,76,53,28,78,216,129,340
POA6638,177,139,316,8,14,14,0,0,0,0,0,0,0,0,0,0,0,0,8,12,21,0,0,0,0,0,0,0,0,0,0,0,0,15,12,24,0,0,3,0,0,0,21,22,44,66,53,120,260,217,476
POA6639,41,23,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,5,5,5,11,11,15,55,34,89
POA6640,67,54,120,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,0,0,3,0,0,3,13,13,25,35,19,53,116,89,196
POA6642,360,248,606,16,17,41,0,0,3,3,0,3,3,3,11,5,0,9,82,54,141,0,0,0,0,0,0,0,0,0,0,0,0,103,63,161,0,4,8,4,0,4,123,89,212,137,103,240,620,433,1050
POA6646,320,162,483,11,9,23,3,0,3,3,0,3,0,0,0,0,0,0,56,27,86,0,0,0,0,0,4,0,0,0,0,0,0,64,28,95,3,0,4,4,5,11,86,49,130,102,27,132,510,237,742
POA6701,1992,1809,3795,153,146,297,6,11,18,8,10,14,13,7,23,4,0,10,162,161,328,3,0,4,13,12,20,0,0,0,0,0,0,206,206,412,34,38,77,8,11,15,404,400,802,476,410,887,2872,2613,5487
POA6705,102,89,188,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,19,14,35,0,0,0,0,0,0,0,0,0,0,0,0,20,17,37,0,0,0,4,6,13,32,23,50,22,7,30,156,116,272
POA6707,995,896,1887,123,117,240,0,0,7,4,7,13,13,10,22,4,8,9,82,78,159,0,0,3,3,4,11,3,7,5,3,0,7,118,113,229,19,14,31,3,0,7,262,243,509,152,125,274,1404,1270,2671
POA6710,1241,398,1638,66,35,104,78,4,83,59,3,66,373,36,405,28,0,28,554,131,681,9,0,9,17,0,19,0,0,0,0,0,0,1117,171,1288,45,8,55,7,0,8,1230,225,1456,759,136,891,3227,759,3985
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,1106,79,1185,8,3,10,29,0,29,17,0,22,80,3,83,9,0,11,154,33,186,0,0,0,0,0,0,0,0,0,0,0,0,296,33,329,11,4,15,0,0,0,314,38,356,388,33,422,1811,151,1965
POA6713,414,352,768,40,27,72,4,4,9,0,0,3,3,6,10,3,0,3,57,54,109,0,4,7,0,0,3,0,0,0,0,0,0,71,73,141,3,4,6,0,3,3,120,109,222,53,42,96,587,503,1089
POA6714,5401,4378,9782,1191,1066,2256,53,42,94,41,21,64,79,75,157,31,20,48,823,708,1536,10,12,25,31,31,56,0,0,0,0,0,0,1074,906,1979,113,121,237,34,16,57,2406,2118,4525,1365,865,2232,9178,7356,16533
POA6716,305,263,568,13,14,27,0,0,0,0,0,0,4,0,3,0,0,0,41,31,72,0,3,3,0,0,0,0,0,0,0,0,0,42,36,78,0,0,4,3,0,4,63,51,114,31,29,59,399,336,739
POA6718,296,280,574,45,45,83,3,0,0,0,0,0,0,0,0,0,0,0,30,37,66,0,0,0,0,0,0,0,0,0,0,0,0,37,40,74,0,0,0,3,10,11,83,86,167,203,53,259,575,421,1000
POA6720,939,786,1728,103,79,186,6,4,16,3,3,5,15,12,32,3,0,3,97,91,180,0,0,0,0,0,0,0,0,0,0,0,0,123,113,233,8,10,19,0,3,7,235,202,439,241,73,313,1412,1061,2473
POA6721,1402,1111,2514,207,204,411,30,19,46,18,19,35,60,46,102,7,5,16,327,280,606,8,5,14,9,3,9,3,3,3,0,0,0,456,378,830,26,28,49,12,17,34,696,630,1325,360,258,614,2455,1994,4455
POA6722,2886,2527,5413,601,618,1223,37,33,68,21,24,45,81,75,154,11,12,25,466,421,881,4,4,15,13,10,27,0,0,3,0,0,0,629,583,1216,62,60,121,13,10,21,1304,1274,2572,891,773,1665,5081,4573,9653
POA6725,3540,3467,7009,409,472,880,28,30,54,42,36,78,55,38,91,12,3,16,364,410,780,11,6,15,23,23,46,0,0,0,6,3,11,535,556,1091,65,90,155,50,56,104,1058,1180,2237,757,633,1388,5354,5286,10634
POA6726,1739,1718,3456,297,301,595,12,19,36,18,29,49,23,35,60,7,12,22,169,186,357,3,5,6,10,13,21,0,0,0,0,0,0,255,294,549,20,30,52,3,3,5,575,623,1199,325,369,692,2633,2709,5344
POA6728,2091,2077,4174,222,242,469,11,9,23,14,17,26,10,18,27,4,0,7,180,172,352,0,0,0,9,8,20,0,0,0,0,0,0,230,225,448,20,24,43,45,38,83,514,525,1045,380,262,643,2986,2872,5859
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,429,478,900,33,53,88,0,4,6,0,0,5,5,8,9,0,0,0,38,32,76,0,0,0,0,0,0,0,0,0,0,0,0,45,48,98,0,0,3,4,3,7,84,111,195,72,98,172,581,684,1265
POA6743,2055,2040,4092,281,320,606,28,28,55,23,20,45,45,33,75,5,10,18,140,161,302,3,5,4,23,27,53,0,3,6,0,0,0,266,293,561,48,37,84,24,20,38,622,664,1289,383,356,740,3062,3062,6125
POA6751,1970,1078,3050,147,134,282,28,9,41,18,11,32,42,21,57,10,3,11,396,221,610,0,0,4,7,3,8,0,0,0,0,0,0,496,274,769,20,18,41,5,8,12,672,427,1097,507,192,703,3148,1696,4846
POA6753,2569,1563,4127,241,224,457,29,25,52,23,13,41,35,26,59,7,9,17,430,297,723,6,3,9,5,3,5,0,0,0,0,0,0,544,373,915,35,28,58,9,13,17,817,633,1458,1160,418,1572,4545,2614,7158
POA6754,507,394,899,76,68,139,3,4,3,3,3,9,4,11,13,0,3,4,44,45,89,0,0,0,0,3,5,0,0,0,0,0,0,63,69,128,0,3,8,0,0,0,138,140,276,129,54,186,769,586,1355
POA6758,827,180,1013,16,0,16,9,0,9,15,3,18,10,0,16,4,0,3,283,89,367,0,0,0,0,0,0,0,0,0,0,0,0,324,92,412,3,8,9,10,3,15,347,107,449,188,50,238,1364,332,1695
POA6760,258,179,437,10,4,14,0,0,0,3,3,5,8,3,6,0,0,0,39,27,71,3,0,3,0,0,0,0,0,0,0,0,0,53,32,84,0,3,5,12,14,35,79,52,135,44,17,60,377,251,627
POA6762,364,143,510,11,5,21,8,0,8,0,0,0,17,0,17,3,0,3,119,21,137,0,0,0,0,0,0,0,0,0,0,0,0,142,30,165,13,0,13,9,3,9,169,31,208,131,18,148,671,192,862
POA6765,618,649,1273,36,39,77,0,0,0,12,10,22,8,10,12,0,0,0,42,52,99,3,3,6,6,8,13,0,0,0,0,0,0,79,76,154,8,9,20,12,16,31,135,145,284,73,88,165,823,891,1713
POA6770,916,991,1905,72,53,128,3,8,10,9,9,16,4,10,12,0,0,3,58,63,123,4,5,7,11,10,25,0,0,0,0,0,0,88,96,189,9,6,21,149,148,298,319,309,632,164,162,324,1401,1457,2858
