region_id,Indonesia_2006,Indonesia_2007,Indonesia_2008,Indonesia_2009,Indonesia_2010,Indonesia_2011,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iraq_Before_1941,Iraq_1941_1950,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2005,Iraq_2006,Iraq_2007,Iraq_2008,Iraq_2009,Iraq_2010,Iraq_2011,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1941,Ireland_1941_1950,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2005,Ireland_2006,Ireland_2007,Ireland_2008,Ireland_2009,Ireland_2010,Ireland_2011,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1941,Italy_1941_1950,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2005,Italy_2006,Italy_2007,Italy_2008,Italy_2009,Italy_2010,Italy_2011,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1941,Japan_1941_1950,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2005,Japan_2006,Japan_2007,Japan_2008,Japan_2009,Japan_2010,Japan_2011,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1941,Korea_Rep_Sth_1941_1950,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2005,Korea_Republic_South_2006,Korea_Republic_South_2007,Korea_Republic_South_2008,Korea_Republic_South_2009,Korea_Republic_South_2010,Korea_Republic_South_2011,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1941,Lebanon_1941_1950,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2005,Lebanon_2006,Lebanon_2007,Lebanon_2008,Lebanon_2009,Lebanon_2010,Lebanon_2011,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1941,Malaysia_1941_1950,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2005,Malaysia_2006,Malaysia_2007,Malaysia_2008,Malaysia_2009,Malaysia_2010,Malaysia_2011,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1941,Malta_1941_1950,Malta_1951_1960,Malta_1961_1970,Malta_1971_1980,Malta_1981_1990,Malta_1991_2000,Malta_2001_2005,Malta_2006,Malta_2007,Malta_2008,Malta_2009,Malta_2010,Malta_2011,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1941,Netherlands_1941_1950,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2005,Netherlands_2006,Netherlands_2007,Netherlands_2008,Netherlands_2009,Netherlands_2010,Netherlands_2011,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1941,New_Zealand_1941_1950,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2005,New_Zealand_2006,New_Zealand_2007,New_Zealand_2008,New_Zealand_2009,New_Zealand_2010,New_Zealand_2011,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Philippines_Before_1941,Philippines_1941_1950,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2005,Philippines_2006,Philippines_2007,Philippines_2008,Philippines_2009,Philippines_2010,Philippines_2011,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1941,Poland_1941_1950,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2005,Poland_2006,Poland_2007,Poland_2008,Poland_2009,Poland_2010,Poland_2011,Poland_Yr_arrival_NS,Poland_Tot
POA6110,11,15,12,11,11,5,7,192,0,0,0,0,0,0,40,8,3,0,0,9,9,0,4,73,0,0,0,37,25,46,14,10,3,3,12,0,0,5,0,155,3,13,62,29,14,0,3,0,0,0,0,0,0,0,4,128,0,0,3,3,0,3,6,9,3,0,3,0,3,0,3,36,0,0,0,0,0,0,3,3,0,0,0,3,3,3,3,18,0,0,0,3,8,5,5,0,3,0,0,0,0,0,3,27,0,0,0,11,42,155,52,76,24,29,43,17,10,14,17,490,0,0,3,8,3,3,0,0,0,0,0,0,0,0,0,17,0,6,139,29,14,22,5,5,0,3,3,0,0,0,19,245,0,5,3,34,98,247,272,168,59,65,115,59,89,39,93,1346,0,0,0,0,5,39,33,20,17,29,47,32,34,15,14,285,0,0,6,0,0,13,10,0,0,0,0,0,0,0,0,29
POA6111,0,3,0,6,7,5,3,47,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,14,0,3,3,28,14,21,18,3,0,0,3,4,0,3,3,103,3,13,73,50,12,3,3,3,0,3,0,0,0,0,11,174,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,9,0,4,0,11,21,23,15,16,3,0,0,0,0,0,4,97,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,13,0,10,106,35,22,14,3,11,3,3,3,5,0,0,10,225,0,4,3,28,82,178,183,67,32,19,35,25,42,20,49,767,0,0,0,0,3,23,11,3,3,11,11,5,12,0,4,86,0,6,3,0,0,15,0,0,3,0,0,3,0,0,3,33
POA6112,7,7,21,17,7,4,12,168,0,0,0,0,0,0,5,11,0,0,3,0,0,0,0,19,0,0,8,21,39,29,18,10,3,4,3,5,6,5,5,156,0,8,44,43,13,7,0,3,0,0,3,3,3,0,15,142,0,0,3,0,0,3,3,8,3,3,0,0,0,0,3,26,0,0,0,0,0,3,9,6,0,0,0,4,0,0,0,22,0,0,0,0,7,9,9,0,0,0,0,0,0,0,0,25,0,0,0,11,25,82,44,56,16,23,17,33,10,9,8,334,0,3,4,11,0,4,0,0,0,3,4,0,0,0,0,29,0,16,184,49,30,74,20,24,5,5,0,0,3,0,14,424,0,3,3,36,122,297,267,153,49,61,141,82,55,70,96,1435,0,0,0,0,14,61,49,48,28,43,67,27,20,18,11,386,0,5,3,3,3,21,9,0,0,0,3,3,0,0,3,53
POA6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,8,3,0,4,9,4,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,6,0,0,5,5,0,0,0,0,0,0,0,0,16,3,0,0,0,14,8,28,5,0,4,0,0,0,0,9,71,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
POA6122,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,3,0,0,0,0,0,3,0,0,29,0,0,6,5,8,5,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,7,5,7,0,0,0,3,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,11,17,6,0,7,0,0,0,0,0,5,102,0,3,3,3,40,75,65,22,8,20,10,9,7,15,15,295,0,0,0,0,0,0,5,4,0,4,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,23,7,0,0,0,0,0,3,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,4,3,3,0,0,0,0,0,0,3,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,9,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,4,3,0,0,3,0,0,0,0,0,24,0,0,0,9,10,29,9,0,0,0,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,11,7,10,12,11,5,7,214,0,0,0,0,0,0,12,0,3,0,3,0,6,3,0,27,0,0,0,19,9,17,3,0,0,3,3,0,3,3,0,60,0,7,18,10,4,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,6,6,9,0,0,3,0,6,0,0,30,0,0,0,0,0,4,27,16,23,3,6,0,3,8,11,101,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,12,0,0,3,26,68,364,126,85,39,26,45,35,23,5,17,862,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,27,5,5,5,3,0,0,0,0,0,0,0,0,45,0,0,3,18,40,68,101,33,15,35,36,14,23,23,20,429,0,0,0,0,5,23,23,11,17,18,23,22,30,12,16,200,0,5,0,0,0,17,3,0,0,0,0,0,3,0,4,32
POA6148,5,10,8,11,9,0,0,162,0,0,0,0,0,0,5,4,7,0,3,5,0,0,0,24,3,4,4,12,8,14,3,4,0,3,7,0,11,0,0,73,3,11,35,20,4,4,4,3,0,4,0,0,0,0,4,92,0,0,0,0,3,4,5,0,0,0,3,0,0,0,4,19,0,0,0,0,3,5,14,33,19,6,15,3,12,4,7,121,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,29,60,173,81,91,29,39,64,74,54,23,18,738,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,9,0,10,55,5,11,9,6,7,0,0,0,3,0,0,4,110,0,4,0,25,57,96,70,28,9,14,9,12,16,15,37,392,0,0,0,0,7,14,23,3,4,11,12,26,22,10,13,145,0,16,3,0,3,17,10,3,0,3,0,0,3,0,3,61
POA6149,10,11,4,3,0,3,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,8,48,6,8,3,0,4,3,3,0,4,106,3,3,35,26,6,0,0,3,0,0,0,0,0,0,4,80,3,0,3,3,3,3,18,8,3,0,0,3,0,0,3,50,0,0,0,0,6,14,17,20,12,9,14,15,15,4,8,134,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,7,0,0,3,27,91,374,158,135,48,31,30,35,55,20,26,1033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,35,3,3,3,3,0,3,0,0,3,0,0,0,61,0,0,0,18,50,106,48,25,4,19,7,21,14,8,14,334,0,0,0,3,3,11,3,5,5,0,7,3,6,0,3,49,0,3,3,0,3,18,0,3,3,0,0,0,0,0,3,36
POA6150,10,23,11,22,10,7,11,587,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,10,0,0,4,12,6,13,4,5,0,0,0,0,3,8,0,55,7,3,55,28,7,0,4,3,0,0,4,0,0,0,4,115,0,3,3,0,3,3,18,6,0,3,0,0,0,3,0,42,0,0,0,0,4,10,21,18,10,3,7,0,3,0,4,80,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,4,22,65,354,157,110,33,30,56,46,36,28,34,975,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,19,0,0,4,11,7,0,8,0,3,0,0,3,58,0,3,0,14,24,39,30,19,4,3,4,5,9,15,4,173,0,0,0,0,5,19,9,3,0,3,10,3,7,0,8,67,0,3,0,0,3,5,0,0,3,0,0,3,0,3,3,23
POA6151,6,0,12,7,20,3,16,163,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,13,18,29,4,12,4,8,21,15,25,27,12,188,0,3,39,14,10,3,0,3,0,3,3,5,7,5,16,111,0,0,0,3,0,3,19,22,3,7,7,16,19,7,0,106,0,0,0,0,6,7,12,3,3,3,10,6,14,9,6,79,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,3,15,46,68,36,51,11,22,20,9,15,18,11,325,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,7,19,5,4,5,3,0,0,4,0,3,4,0,5,59,0,0,8,32,50,99,58,39,11,23,22,7,28,25,10,412,0,0,0,0,0,17,3,5,5,10,14,14,17,13,5,103,0,3,0,0,3,12,3,3,0,0,0,3,3,0,3,33
POA6152,30,23,37,31,35,16,15,447,0,0,0,0,0,3,19,8,3,3,0,19,20,0,3,78,3,5,3,20,7,34,12,7,9,3,10,13,15,4,15,160,0,11,62,25,8,3,8,5,0,0,4,0,5,0,17,148,0,0,4,0,0,11,18,20,7,9,9,5,3,3,3,92,0,0,0,0,8,15,10,22,8,3,28,13,22,14,10,153,0,0,5,4,4,5,0,3,0,0,0,0,0,0,0,21,0,3,6,23,67,213,88,105,30,39,28,44,43,64,30,783,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,43,7,3,6,3,17,0,0,3,0,3,5,3,96,0,0,6,22,59,95,39,30,8,20,20,21,32,33,29,414,0,0,0,0,7,17,28,17,8,12,11,31,3,6,15,155,0,7,0,4,7,44,19,0,0,0,0,3,3,0,0,87
POA6153,0,17,24,21,16,3,16,398,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,3,12,11,32,10,4,3,3,3,6,9,12,7,115,0,7,42,29,8,11,0,3,0,0,3,4,0,0,10,117,0,0,0,5,0,14,14,15,0,8,3,11,8,6,3,87,0,0,0,0,3,15,26,31,8,15,9,4,4,4,15,134,0,0,0,9,3,4,6,0,0,0,0,0,0,0,3,25,3,0,11,29,75,173,58,40,17,18,22,37,31,26,13,553,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,12,0,6,41,8,3,6,3,3,0,3,3,4,3,0,3,86,0,0,7,45,51,103,29,26,5,4,17,15,15,19,17,353,0,0,0,0,4,15,3,11,4,8,8,9,3,15,3,83,0,9,0,0,6,24,5,0,0,0,0,0,0,0,0,44
POA6154,16,9,8,4,8,3,3,172,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,0,10,14,11,9,10,3,0,0,8,3,3,5,79,3,0,53,18,0,8,5,4,0,0,0,0,0,0,4,95,0,0,3,0,3,6,3,3,3,0,0,5,0,3,0,29,0,0,0,0,6,6,0,5,7,0,0,3,5,0,3,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,3,32,70,29,23,10,7,0,7,4,3,3,198,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,23,3,0,3,3,0,0,4,0,0,0,3,3,45,0,0,4,9,20,48,30,7,0,4,21,7,10,10,12,182,0,0,0,3,3,9,3,6,4,8,12,8,11,0,3,70,0,8,3,0,3,6,0,0,0,0,0,0,0,0,0,20
POA6155,42,50,24,36,35,10,57,707,0,0,3,0,6,3,55,21,3,0,6,0,6,0,11,114,0,5,4,24,34,67,19,16,3,6,4,5,11,17,7,222,0,15,83,57,8,3,7,6,0,5,0,0,0,0,14,198,0,0,0,3,6,0,24,12,3,4,3,4,0,0,3,62,0,0,0,0,3,24,42,61,23,11,10,16,21,7,13,231,0,0,0,6,19,32,10,0,0,0,0,0,0,0,4,71,0,0,4,53,165,855,444,563,165,192,236,158,135,87,82,3139,0,0,4,10,5,0,0,0,0,0,0,0,0,0,0,19,0,12,80,17,14,10,13,10,3,0,0,0,0,0,4,163,0,0,7,32,91,243,196,113,32,43,76,65,81,72,82,1133,0,0,0,0,3,55,42,29,16,17,44,22,37,21,12,298,0,3,0,0,9,50,15,0,0,3,3,3,0,0,3,89
POA6156,0,0,0,5,3,0,3,77,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,9,27,15,8,3,4,15,6,0,0,0,96,3,14,79,37,5,3,0,0,3,3,3,8,0,0,11,169,0,0,0,0,3,3,3,8,3,0,0,5,0,3,3,31,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,16,0,0,0,0,6,5,3,0,0,0,0,0,0,0,0,14,3,0,0,11,19,40,14,9,3,7,4,3,0,3,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,15,0,4,4,3,0,0,0,0,0,0,4,64,0,3,4,32,50,86,55,39,12,7,28,12,20,17,20,385,0,0,0,0,4,13,7,3,4,9,10,14,20,14,3,101,0,3,0,0,3,15,3,3,0,0,0,0,0,0,0,27
POA6157,0,0,0,4,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,11,22,11,4,4,3,7,4,3,3,5,93,4,8,64,26,13,5,0,3,0,0,0,0,0,0,9,132,0,0,0,0,4,0,4,3,4,0,4,0,0,0,0,19,0,0,0,0,0,4,3,4,0,0,0,0,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,15,4,8,0,0,4,0,0,0,3,47,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,33,3,0,4,6,8,0,0,3,0,0,0,5,62,3,0,0,15,41,92,59,41,10,11,17,13,19,11,23,355,0,0,0,3,0,10,4,7,6,4,9,3,11,3,3,63,0,4,0,0,5,10,3,3,0,0,0,0,0,0,0,25
POA6158,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,12,6,5,0,5,0,3,3,0,9,68,3,9,62,35,4,3,0,3,0,0,0,0,0,0,6,125,0,0,0,0,0,0,10,4,0,0,0,3,5,0,0,22,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,17,3,0,3,3,0,0,0,0,0,3,3,0,35,3,0,0,3,42,46,21,7,9,3,5,8,8,11,9,175,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,12,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,9
POA6159,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,3,3,20,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,3,0,0,0,0,0,16,0,0,3,5,8,18,5,3,3,3,5,8,11,5,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9
POA6160,3,0,0,0,3,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,12,11,4,4,7,6,8,7,3,5,91,7,18,113,58,8,3,4,3,0,3,3,3,0,3,14,240,0,0,0,0,0,5,4,5,0,0,0,0,0,3,4,21,0,0,0,0,0,3,0,0,3,0,3,3,3,3,3,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,7,6,4,0,0,3,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,4,0,5,0,3,0,3,3,0,0,33,0,0,3,7,35,60,23,11,5,8,7,25,19,27,13,243,0,0,0,0,0,6,4,5,0,4,9,5,6,0,0,39,0,0,0,4,0,13,4,0,0,0,0,0,0,0,0,21
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,17,13,3,3,3,3,7,8,4,3,91,11,39,286,143,15,4,8,10,4,3,0,3,4,0,46,576,0,0,0,0,0,3,11,6,0,3,3,3,3,3,3,38,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,6,6,0,0,3,6,0,0,0,33,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,20,7,0,6,10,7,0,0,0,0,0,0,0,50,0,0,0,14,35,55,39,13,5,14,10,11,24,12,13,245,0,0,0,0,0,4,0,0,0,6,12,8,11,4,4,49,0,8,0,0,4,24,4,0,0,0,0,0,0,0,0,40
POA6163,3,16,9,20,18,8,25,259,0,0,0,0,4,0,3,4,0,0,0,3,7,0,0,21,3,3,12,34,35,47,21,19,12,7,28,10,4,18,8,261,20,57,603,486,72,47,16,6,7,3,7,18,0,5,90,1437,0,0,3,0,0,18,23,19,5,3,3,0,0,0,5,79,0,0,0,0,6,15,11,25,8,0,0,12,9,0,3,89,0,0,0,5,4,5,4,0,4,0,0,0,0,0,0,22,0,6,0,27,59,119,54,53,20,27,38,28,24,11,20,486,0,0,12,6,6,0,3,3,0,0,0,0,0,0,0,30,0,11,80,16,14,16,17,10,0,10,3,0,10,0,9,196,3,0,7,47,111,259,197,120,43,55,62,56,64,73,66,1163,0,0,0,0,12,52,59,20,28,48,106,68,134,75,37,639,0,9,0,5,0,90,10,5,0,3,0,6,0,0,9,137
POA6164,20,25,10,10,11,5,8,342,0,0,0,0,0,3,0,0,4,0,4,0,0,0,3,14,0,3,3,11,18,48,27,18,14,14,11,7,9,13,5,201,0,14,101,80,28,19,12,3,0,0,0,3,3,5,11,279,0,0,0,0,3,4,21,18,3,3,0,9,0,3,6,70,0,0,0,0,3,7,26,48,11,12,5,11,5,13,6,147,0,0,0,6,9,12,0,3,3,6,0,3,0,0,0,42,0,0,3,12,28,178,136,119,25,39,22,29,31,13,21,656,0,0,7,0,4,4,0,0,0,0,0,0,0,0,0,15,0,4,35,21,7,19,11,4,0,5,0,7,9,0,0,122,0,0,3,32,105,278,284,165,49,69,147,101,84,66,86,1469,0,0,0,3,12,52,40,52,59,65,156,82,64,56,24,665,0,3,3,0,11,90,32,5,5,6,0,5,0,0,9,169
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,0,3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,6,9,0,0,0,0,0,0,35,0,11,112,62,14,11,4,3,0,0,3,0,0,3,14,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,5,3,7,0,0,0,0,0,0,0,0,0,38,0,0,0,12,28,40,20,4,10,6,15,13,13,10,10,181,0,0,0,0,0,10,6,6,6,10,20,8,15,14,4,99,0,0,0,0,3,19,0,0,0,3,0,0,0,0,0,25
