region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA6000,1220,2350,6,30,19,70,0,14,256,852,281,966,5,29,24,79,51,146,80,254,361,1220,0,0,4,21,0,3,57,132,61,156,3,5,21,37,52,108,76,150,137,306,74,159,1792,4035
POA6003,393,765,0,0,4,18,4,14,77,261,85,293,4,25,19,48,18,60,41,133,126,426,0,4,3,9,3,4,27,65,33,82,0,0,11,21,20,36,31,57,64,139,30,60,613,1390
POA6004,1200,2299,0,13,15,63,0,11,229,759,244,846,3,13,43,126,82,233,128,372,372,1218,0,0,3,8,3,7,34,76,40,91,5,18,36,77,51,96,92,191,132,282,88,183,1792,3982
POA6005,711,1366,0,0,11,39,0,4,130,438,141,481,10,33,17,57,20,63,47,153,188,634,0,0,3,9,0,3,29,61,32,73,0,4,14,20,32,69,46,93,78,166,39,87,1016,2253
POA6006,891,1744,6,22,54,226,22,99,615,2292,697,2639,26,112,83,271,118,379,227,762,924,3401,0,4,5,24,8,14,79,185,92,227,12,44,38,82,105,208,155,334,247,561,44,99,2106,5805
POA6007,822,1578,5,38,40,188,9,27,357,1320,411,1573,29,112,45,150,71,207,145,469,556,2042,3,6,8,22,3,15,56,136,70,179,13,48,20,42,72,156,105,246,175,425,56,111,1609,4156
POA6008,1536,2952,10,66,110,479,16,58,871,3221,1007,3824,68,270,171,566,149,459,388,1295,1395,5119,3,10,17,65,3,3,124,319,147,397,28,78,80,159,131,278,239,515,386,912,60,119,3377,9102
POA6009,1513,2953,19,98,273,1252,18,56,1092,4349,1402,5755,116,471,365,1302,290,860,771,2633,2173,8388,5,19,36,111,3,13,101,255,145,398,27,99,75,167,147,307,249,573,394,971,130,271,4210,12583
POA6010,1521,2929,20,106,220,977,18,88,945,3712,1203,4883,132,527,264,904,231,694,627,2125,1830,7008,7,27,42,141,5,10,137,350,191,528,41,123,114,262,160,332,315,717,506,1245,93,201,3950,11383
POA6011,892,1726,18,95,122,562,14,48,522,2082,676,2787,63,244,166,546,132,402,361,1192,1037,3979,4,11,9,32,0,0,80,206,93,249,13,39,44,108,72,145,129,292,222,541,52,107,2203,6353
POA6012,819,1577,9,41,98,430,8,34,520,2039,635,2544,52,221,128,450,105,311,285,982,920,3526,6,14,26,98,4,15,76,198,112,325,13,44,62,147,93,203,168,394,280,719,39,80,2058,5902
POA6014,1743,3415,30,153,231,1086,32,125,1513,5947,1806,7311,131,536,277,966,259,794,667,2296,2473,9607,5,12,35,118,5,18,168,415,213,563,28,84,84,205,144,288,256,577,469,1140,101,196,4786,14358
POA6015,650,1263,14,53,132,614,13,66,413,1711,572,2444,67,276,172,615,137,415,376,1306,948,3750,4,3,5,23,0,0,41,122,50,148,12,38,17,47,43,88,72,173,122,321,13,27,1733,5361
POA6016,845,1633,4,20,78,362,12,51,790,2926,884,3359,35,151,83,290,104,313,222,754,1106,4113,0,8,20,48,0,9,126,312,146,377,18,47,38,82,106,222,162,351,308,728,68,141,2327,6615
POA6017,426,826,3,12,9,62,0,4,198,692,210,770,6,30,20,58,30,86,56,174,266,944,0,0,3,9,3,11,68,154,74,174,7,34,16,30,47,99,70,163,144,337,35,79,871,2186
POA6018,3627,7088,47,268,375,1679,71,300,2473,9380,2966,11627,202,819,400,1364,553,1687,1155,3870,4121,15497,14,59,88,305,31,101,408,1020,541,1485,57,167,198,431,450,936,705,1534,1246,3019,200,430,9194,26034
POA6019,2356,4553,22,111,173,750,22,111,1119,4121,1336,5093,100,401,212,709,234,707,546,1817,1882,6910,4,10,50,146,10,41,263,616,327,813,35,104,94,206,241,490,370,800,697,1613,117,246,5052,13322
POA6020,2248,4397,46,252,312,1389,60,241,1298,5031,1716,6913,225,904,341,1160,579,1760,1145,3824,2861,10737,3,5,43,135,21,60,193,484,260,684,50,157,90,208,214,448,354,813,614,1497,77,161,5800,16792
POA6021,2128,4213,29,143,167,761,42,193,1263,4826,1501,5923,140,596,175,604,514,1632,829,2832,2330,8755,10,54,41,150,24,67,226,598,301,869,51,161,66,146,281,606,398,913,699,1782,131,286,5288,15036
POA6022,636,1265,11,54,40,196,14,66,337,1292,402,1608,31,138,38,136,129,388,198,662,600,2270,3,10,15,52,9,19,81,207,108,288,15,43,20,59,88,178,123,280,231,568,22,42,1489,4145
POA6023,1601,3147,30,152,226,995,36,151,1161,4476,1453,5774,169,703,249,855,435,1318,853,2876,2306,8650,6,22,50,155,13,48,122,327,191,552,37,108,58,136,179,383,274,627,465,1179,43,90,4415,13066
POA6024,1558,3068,24,113,118,541,41,196,971,3718,1154,4568,92,386,132,451,390,1179,614,2016,1768,6584,14,61,22,73,14,48,182,466,232,648,37,107,43,101,213,451,293,659,525,1307,68,139,3919,11098
POA6025,3146,6162,54,292,384,1700,97,427,2128,8107,2663,10526,291,1200,405,1400,760,2291,1456,4891,4119,15417,15,66,55,186,34,108,437,1134,541,1494,59,183,136,307,390,815,585,1305,1126,2799,120,259,8511,24637
POA6026,2170,4249,64,354,375,1625,84,378,1512,5883,2035,8240,276,1128,369,1264,753,2347,1398,4739,3433,12979,9,40,66,211,22,77,216,552,313,880,47,146,104,254,274,577,425,977,738,1857,56,119,6397,19204
POA6027,4249,8265,100,529,575,2590,190,845,2662,10212,3527,14176,389,1595,584,1962,1190,3673,2163,7230,5690,21406,18,69,110,372,58,186,606,1627,792,2254,89,285,190,426,596,1277,875,1988,1667,4242,195,415,11801,34328
POA6028,1515,2960,71,365,442,1946,170,730,1621,6308,2304,9349,245,1013,364,1260,596,1863,1205,4136,3509,13485,10,57,58,201,24,77,240,605,332,940,45,140,63,147,174,366,282,653,614,1593,52,109,5690,18147
POA6029,286,553,4,15,36,158,7,26,213,831,260,1030,21,80,36,127,67,194,124,401,384,1431,0,0,3,16,0,0,25,60,28,76,4,21,5,8,20,30,29,59,57,135,5,16,732,2135
POA6030,3355,6537,100,552,528,2397,224,1038,2949,11378,3801,15365,258,1039,359,1194,661,2084,1278,4317,5079,19682,30,148,119,415,74,285,794,2182,1017,3030,51,169,159,354,372,787,582,1310,1599,4340,93,212,10126,30771
POA6031,849,1664,33,185,174,794,81,379,1105,4259,1393,5617,75,313,106,355,187,588,368,1256,1761,6873,13,65,44,161,24,90,264,712,345,1028,12,48,35,70,101,217,148,335,493,1363,33,62,3136,9962
POA6032,14,40,3,21,5,21,4,7,4,28,16,77,5,13,3,10,3,16,11,39,27,116,0,0,0,0,3,4,3,4,6,8,3,3,0,0,0,3,3,6,9,14,0,0,50,170
POA6033,65,133,3,3,8,46,6,38,52,215,69,302,9,26,6,21,14,52,29,99,98,401,0,3,5,9,3,3,9,31,17,46,0,0,4,7,5,13,9,20,26,66,4,4,193,604
POA6035,452,879,11,60,47,222,33,141,300,1139,391,1562,22,89,23,61,75,214,120,364,511,1926,3,5,11,26,11,44,83,233,108,308,4,14,18,33,45,93,67,140,175,448,6,16,1144,3269
POA6036,820,1602,33,193,181,835,89,385,1108,4289,1411,5702,49,201,73,253,124,386,246,840,1657,6542,9,45,37,142,28,84,249,705,323,976,16,49,21,48,82,176,119,273,442,1249,31,61,2950,9454
POA6037,274,526,4,27,25,95,9,50,136,524,174,696,14,58,16,47,34,92,64,197,238,893,3,9,7,25,8,27,53,140,71,201,3,5,13,25,22,50,38,80,109,281,4,6,625,1706
POA6041,228,440,0,13,10,50,13,50,70,286,93,399,4,26,4,9,27,72,35,107,128,506,3,7,5,16,0,9,18,53,26,85,0,0,4,8,6,9,10,17,36,102,0,4,392,1052
POA6042,16,26,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,19,37
POA6043,37,74,0,0,0,3,0,0,12,41,12,44,0,0,0,0,4,5,4,5,16,49,0,0,0,3,0,0,3,7,3,10,0,0,0,0,3,4,3,4,6,14,0,0,59,137
POA6044,201,391,3,11,13,43,3,16,61,250,80,320,0,0,5,5,14,50,19,55,99,375,0,3,0,9,0,0,18,41,18,53,0,0,0,0,11,25,11,25,29,78,4,10,333,854
POA6050,1565,3048,11,66,205,920,23,98,755,2893,994,3977,108,438,194,709,227,699,529,1846,1523,5823,3,12,20,76,5,12,118,278,146,378,16,55,66,146,124,260,206,461,352,839,93,205,3533,9915
POA6051,1466,2852,3,13,51,223,12,44,684,2426,750,2706,23,100,48,156,112,341,183,597,933,3303,0,0,15,52,3,11,169,391,187,454,10,38,46,97,156,308,212,443,399,897,84,173,2882,7225
POA6052,1044,2047,12,51,112,516,7,30,701,2630,832,3227,73,297,103,340,183,568,359,1205,1191,4432,3,38,33,101,9,50,159,397,204,586,19,60,44,94,163,353,226,507,430,1093,59,131,2724,7703
POA6053,1452,2823,12,62,118,523,31,135,912,3368,1073,4088,46,182,120,420,219,661,385,1263,1458,5351,0,9,25,78,14,47,209,500,248,634,21,60,61,136,208,445,290,641,538,1275,95,196,3543,9645
POA6054,1976,3900,37,216,187,850,79,368,1199,4568,1502,6002,105,429,146,510,393,1209,644,2148,2146,8150,13,56,71,235,56,201,424,1106,564,1598,37,115,104,230,374,805,515,1150,1079,2748,133,286,5334,15084
POA6055,1175,2307,20,98,104,502,46,194,888,3394,1058,4188,81,340,107,345,277,853,465,1538,1523,5726,3,26,29,97,20,74,172,472,224,669,25,77,25,61,159,337,209,475,433,1144,45,98,3176,9275
POA6056,3660,7197,81,445,368,1684,189,865,2104,8138,2742,11132,222,934,262,853,887,2754,1371,4541,4113,15673,34,172,110,390,86,308,757,2061,987,2931,60,186,152,336,700,1494,912,2016,1899,4947,179,372,9851,28189
POA6057,1693,3326,40,233,152,728,96,438,1081,4218,1369,5617,126,502,113,374,431,1398,670,2274,2039,7891,11,60,45,150,34,107,260,691,350,1008,29,86,53,113,246,543,328,742,678,1750,57,121,4467,13088
POA6058,1275,2511,29,154,106,489,58,258,696,2659,889,3560,61,247,92,296,306,950,459,1493,1348,5053,4,17,46,177,34,107,257,704,341,1005,22,63,45,104,200,442,267,609,608,1614,48,100,3279,9278
POA6059,2309,4547,47,254,271,1242,66,279,1430,5466,1814,7241,179,737,273,963,547,1743,999,3443,2813,10684,8,28,47,168,22,60,272,692,349,948,45,138,97,234,344,731,486,1103,835,2051,118,255,6075,17537
POA6060,2605,5176,16,74,130,600,30,145,1168,4238,1344,5057,61,261,114,375,263,813,438,1449,1782,6506,3,19,34,105,18,52,348,815,403,991,37,99,107,239,316,671,460,1009,863,2000,180,390,5430,14072
POA6061,2945,5885,78,502,302,1597,115,562,2010,7969,2505,10630,106,454,223,764,508,1648,837,2866,3342,13496,35,172,124,486,96,390,755,2137,1010,3185,72,241,147,336,660,1463,879,2040,1889,5225,258,561,8434,25167
POA6062,3404,6788,61,335,340,1544,109,509,1851,7163,2361,9551,218,916,339,1203,880,2817,1437,4936,3798,14487,13,62,93,330,43,151,459,1191,608,1734,69,223,121,279,550,1190,740,1692,1348,3426,173,363,8723,25064
POA6063,1049,2092,37,223,176,851,80,379,1048,4104,1341,5557,119,497,120,419,373,1206,612,2122,1953,7679,14,82,50,177,37,136,283,778,384,1173,25,88,58,129,239,511,322,728,706,1901,82,179,3790,11851
POA6064,2420,4852,90,552,394,1919,152,708,1881,7521,2517,10700,221,951,252,856,830,2672,1303,4479,3820,15179,30,165,124,501,83,325,648,1881,885,2872,69,235,131,290,598,1330,798,1855,1683,4727,191,433,8114,25191
POA6065,4837,9513,163,889,730,3349,278,1267,4790,18515,5961,24020,362,1534,477,1602,1087,3463,1926,6599,7887,30619,16,98,134,461,80,276,749,2001,979,2836,81,255,129,290,459,993,669,1538,1648,4374,177,382,14549,44888
POA6066,1415,2817,63,365,336,1604,117,539,1261,5008,1777,7516,210,884,251,859,558,1852,1019,3595,2796,11111,25,117,79,298,41,147,334,955,479,1517,50,162,77,182,270,623,397,967,876,2484,74,161,5161,16573
POA6067,8,11,0,0,4,3,0,9,0,5,4,17,0,3,0,0,0,3,0,6,4,23,0,0,0,0,0,10,5,11,5,21,0,0,0,6,4,6,4,12,9,33,0,4,21,71
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,2323,4511,57,320,366,1642,141,633,2529,9799,3093,12394,135,545,184,593,401,1231,720,2369,3813,14763,16,66,88,319,43,150,479,1352,626,1887,26,82,59,135,221,469,306,686,932,2573,57,115,7125,21962
POA6070,432,839,10,62,48,210,13,51,253,1007,324,1330,31,121,66,210,75,222,172,553,496,1883,7,13,17,49,0,4,40,117,64,183,7,32,8,16,38,70,53,118,117,301,11,21,1056,3044
POA6071,398,787,6,38,55,246,16,77,223,869,300,1230,30,112,62,201,80,247,172,560,472,1790,5,6,7,28,5,14,42,109,59,157,8,24,18,42,47,96,73,162,132,319,5,13,1007,2909
POA6072,102,205,0,3,25,130,4,11,40,145,69,289,7,28,9,16,27,87,43,131,112,420,0,0,0,0,0,4,8,21,8,25,4,7,3,3,15,35,22,45,30,70,0,0,244,695
POA6073,386,759,9,59,40,179,17,67,169,654,235,959,21,91,37,126,69,202,127,419,362,1378,4,21,7,29,4,7,28,88,43,145,3,9,10,15,39,85,52,109,95,254,12,20,855,2411
POA6074,130,250,4,11,13,71,9,34,60,223,86,339,7,34,10,28,21,62,38,124,124,463,3,5,3,9,0,9,10,27,16,50,0,9,5,12,12,22,17,43,33,93,0,0,287,806
POA6076,2658,5202,62,320,285,1287,88,386,1330,5179,1765,7172,207,850,248,850,589,1797,1044,3497,2809,10669,10,40,62,205,31,106,208,544,311,895,45,143,73,156,258,543,376,842,687,1737,48,110,6202,17718
POA6077,184,362,8,37,26,123,11,44,64,271,109,475,23,87,5,25,71,214,99,326,208,801,0,0,3,12,0,3,12,35,15,50,3,10,3,5,16,32,22,47,37,97,5,12,434,1272
POA6078,81,161,3,26,22,108,3,12,50,192,78,338,14,48,5,20,41,140,60,208,138,546,0,11,0,0,0,0,8,15,8,26,3,3,0,0,6,15,9,18,17,44,5,8,241,759
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,490,946,18,93,81,373,29,136,378,1470,506,2072,33,145,40,130,125,375,198,650,704,2722,3,10,9,30,7,31,64,152,83,223,10,32,18,33,42,98,70,163,153,386,6,15,1353,4069
POA6082,341,659,12,68,50,220,16,94,213,818,291,1200,26,100,21,67,81,252,128,419,419,1619,0,8,13,32,3,31,53,135,69,206,6,16,14,28,35,84,55,128,124,334,4,13,888,2625
POA6083,438,839,11,44,51,247,16,81,226,879,304,1251,30,121,50,156,92,275,172,552,476,1803,0,4,5,22,9,16,25,68,39,110,0,0,6,22,25,51,31,73,70,183,4,17,988,2842
POA6084,741,1428,25,156,88,407,42,178,465,1788,620,2529,41,154,55,167,168,512,264,833,884,3362,0,7,22,80,12,26,103,288,137,401,7,21,4,12,51,110,62,143,199,544,11,28,1835,5362
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,1670,3272,11,73,66,307,27,106,757,2658,861,3144,28,111,102,334,173,547,303,992,1164,4136,3,8,24,66,9,35,127,289,163,398,9,26,51,116,148,301,208,443,371,841,153,328,3358,8577
POA6101,1593,3137,9,38,93,443,15,66,939,3472,1056,4019,44,181,99,320,153,454,296,955,1352,4974,7,47,34,124,23,65,214,531,278,767,22,60,59,142,213,446,294,648,572,1415,174,361,3691,9887
POA6102,1082,2172,19,97,66,332,14,77,546,2041,645,2547,33,129,53,169,112,343,198,641,843,3188,0,0,23,77,16,61,158,432,197,570,11,32,44,104,157,332,212,468,409,1038,205,443,2539,6841
POA6103,869,1717,9,64,53,234,9,43,464,1698,535,2039,14,50,52,184,96,298,162,532,697,2571,3,11,18,81,14,60,117,295,152,447,11,31,37,75,133,279,181,385,333,832,96,205,1995,5325
POA6104,1364,2681,17,108,94,436,39,165,758,2824,908,3533,53,230,77,255,220,679,350,1164,1258,4697,8,36,18,69,26,92,244,664,296,861,18,72,42,91,213,435,273,598,569,1459,102,216,3293,9053
POA6105,1348,2688,20,110,116,565,48,198,840,3222,1024,4095,56,232,76,236,248,773,380,1241,1404,5336,5,28,36,136,27,108,268,730,336,1002,23,75,56,121,257,567,336,763,672,1765,102,212,3526,10001
POA6106,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
POA6107,3443,6886,72,450,344,1663,136,661,2412,9266,2964,12040,189,822,260,862,672,2126,1121,3810,4085,15850,18,97,80,301,67,234,573,1573,738,2205,65,214,139,315,523,1126,727,1655,1465,3860,369,817,9362,27413
POA6108,2287,4559,66,394,303,1437,114,539,1458,5708,1941,8078,193,820,229,769,680,2092,1102,3681,3043,11759,16,67,67,266,43,145,369,993,495,1471,55,191,73,175,346,742,474,1108,969,2579,124,267,6423,19164
POA6109,994,1979,36,215,72,371,46,229,634,2463,788,3278,45,196,48,148,256,802,349,1146,1137,4424,11,49,27,112,34,128,218,616,290,905,28,82,24,60,218,461,270,603,560,1508,56,117,2747,8028
POA6110,3198,6300,87,501,370,1753,196,887,2399,9236,3052,12377,213,892,224,768,767,2410,1204,4070,4256,16447,30,135,115,414,79,310,763,2083,987,2942,61,212,116,265,538,1142,715,1619,1702,4561,163,351,9319,27659
POA6111,2348,4642,52,305,236,1104,143,655,1279,4932,1710,6996,140,580,180,579,625,1948,945,3107,2655,10103,15,64,63,208,45,158,442,1198,565,1628,40,132,87,191,369,803,496,1126,1061,2754,95,194,6159,17693
POA6112,3913,7715,116,672,361,1725,207,956,2806,11018,3490,14371,216,902,247,821,864,2700,1327,4423,4817,18794,31,163,125,460,112,379,901,2513,1169,3515,75,231,137,312,626,1355,838,1898,2007,5413,170,350,10907,32272
POA6121,275,544,12,87,47,236,26,101,193,758,278,1182,13,55,24,79,110,341,147,475,425,1657,3,10,3,15,7,24,31,79,44,128,0,4,7,17,15,27,22,48,66,176,9,12,775,2389
POA6122,921,1800,45,250,120,595,63,279,773,3056,1001,4180,49,202,66,224,242,769,357,1195,1358,5375,8,27,23,79,10,43,160,461,201,610,5,29,14,33,94,196,113,258,314,868,26,54,2619,8097
POA6123,140,277,7,46,11,67,14,56,117,468,149,637,6,21,19,55,32,90,57,166,206,803,3,11,3,11,3,15,27,63,36,100,5,15,7,13,20,41,32,69,68,169,3,9,417,1258
POA6124,124,237,3,23,11,48,4,20,79,301,97,392,4,28,10,20,24,69,38,117,135,509,0,0,4,19,4,13,17,42,25,74,0,5,0,7,11,15,11,27,36,101,6,9,301,856
POA6125,345,675,11,75,30,138,15,74,197,771,253,1058,22,73,20,64,73,224,115,361,368,1419,0,0,6,17,7,13,28,75,41,105,3,3,3,4,20,52,26,59,67,164,3,8,783,2266
POA6126,40,84,0,0,0,3,4,3,9,53,13,59,0,0,0,3,9,26,9,29,22,88,0,0,0,4,0,0,5,17,5,21,0,0,3,0,0,6,3,6,8,27,5,3,75,202
POA6147,1373,2748,21,120,151,750,64,269,950,3696,1186,4835,100,432,143,494,387,1239,630,2165,1816,7000,14,50,46,180,15,61,278,749,353,1040,40,142,84,189,299,639,423,970,776,2010,118,254,4083,12012
POA6148,1714,3366,50,258,294,1354,47,216,1064,4107,1455,5935,146,604,266,932,392,1201,804,2737,2259,8672,4,25,51,184,16,40,197,492,268,741,32,111,107,232,215,443,354,786,622,1527,108,228,4703,13793
POA6149,1789,3536,43,236,312,1378,43,187,1140,4388,1538,6189,261,1100,380,1314,665,2067,1306,4481,2844,10670,6,26,44,154,19,58,140,367,209,605,50,152,96,220,227,489,373,861,582,1466,84,183,5299,15855
POA6150,1183,2363,29,172,250,1120,29,123,692,2755,1000,4170,210,887,287,985,403,1307,900,3179,1900,7349,3,18,25,81,8,20,80,219,116,338,30,99,56,146,121,274,207,519,323,857,90,207,3496,10776
POA6151,1904,3687,11,66,153,641,32,116,970,3651,1166,4474,67,271,199,681,207,620,473,1572,1639,6046,4,21,30,98,10,33,150,393,194,545,22,66,70,158,154,315,246,539,440,1084,143,297,4126,11114
POA6152,2556,4988,18,105,204,920,31,127,1241,4633,1494,5785,129,525,257,893,364,1127,750,2545,2244,8330,10,54,45,144,22,89,290,733,367,1020,42,139,127,287,309,639,478,1065,845,2085,321,687,5966,16090
POA6153,2158,4228,27,137,257,1139,40,170,1107,4185,1431,5631,175,738,333,1142,399,1219,907,3099,2338,8730,3,21,56,177,16,58,193,484,268,740,41,122,82,202,237,477,360,801,628,1541,139,310,5263,14809
POA6154,996,1956,19,89,117,547,24,92,654,2534,814,3262,78,314,143,483,191,563,412,1360,1226,4622,3,14,24,76,10,27,101,244,138,361,12,41,44,110,134,275,190,426,328,787,51,118,2601,7483
POA6155,3930,7805,147,818,920,4204,226,1000,3671,14166,4964,20188,525,2199,731,2554,1274,4092,2530,8845,7494,29033,22,106,138,469,52,171,491,1291,703,2037,98,346,188,459,473,1041,759,1846,1462,3883,237,525,13123,41246
POA6156,1583,3101,32,176,194,895,33,140,1154,4425,1413,5636,94,380,189,653,283,885,566,1918,1979,7554,4,33,53,162,16,61,219,585,292,841,24,72,88,210,241,496,353,778,645,1619,63,135,4270,12409
POA6157,1450,2826,16,86,94,402,34,142,846,3149,990,3779,60,245,127,422,187,558,374,1225,1364,5004,3,13,43,133,12,30,215,512,273,688,32,89,78,173,181,357,291,619,564,1307,62,135,3440,9272
POA6158,696,1356,9,53,109,475,7,30,489,1874,614,2432,51,211,101,345,117,353,269,909,883,3341,3,12,10,34,3,11,80,204,96,261,10,25,33,73,73,145,116,243,212,504,20,48,1811,5249
POA6159,356,691,0,0,14,50,0,0,152,541,166,591,3,15,21,63,28,85,52,163,218,754,3,4,4,18,0,4,33,76,40,102,3,14,23,43,26,52,52,109,92,211,5,14,671,1670
POA6160,942,1803,8,41,37,173,17,61,313,1143,375,1418,22,85,57,192,98,279,177,556,552,1974,5,15,13,44,0,13,80,193,98,265,7,24,42,89,114,225,163,338,261,603,46,101,1801,4481
POA6161,11,22,0,0,0,0,0,0,8,24,8,24,0,0,0,0,0,4,0,4,8,28,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,19,53
POA6162,1112,2157,9,57,93,414,26,91,628,2367,756,2929,48,191,88,283,198,604,334,1078,1090,4007,3,17,29,90,17,46,189,487,238,640,16,50,48,108,181,377,245,535,483,1175,49,100,2734,7439
POA6163,4868,9563,80,416,441,1980,174,796,2655,10083,3350,13275,307,1245,427,1436,1161,3633,1895,6314,5245,19589,30,125,124,416,65,246,884,2299,1103,3086,99,318,221,461,844,1827,1164,2606,2267,5692,271,570,12651,35414
POA6164,4246,8336,108,596,559,2520,241,1092,4359,16549,5267,20757,323,1341,400,1325,992,3091,1715,5757,6982,26514,25,120,117,409,88,334,780,2115,1010,2978,66,205,137,303,521,1111,724,1619,1734,4597,237,497,13199,39944
POA6165,13,21,3,6,0,6,3,5,3,11,9,28,0,0,0,3,0,3,0,6,9,34,0,0,4,4,0,0,0,4,4,8,0,4,0,0,3,7,3,11,7,19,0,0,29,74
POA6166,882,1736,23,118,121,538,60,258,498,1933,702,2847,89,359,92,310,287,902,468,1571,1170,4418,3,10,20,54,10,38,84,208,117,310,17,59,17,38,108,219,142,316,259,626,29,61,2340,6841
POA6167,2056,4034,58,317,180,881,140,652,1519,5799,1897,7649,88,365,95,305,417,1287,600,1957,2497,9606,14,58,67,210,55,189,584,1606,720,2063,32,94,63,136,356,780,451,1010,1171,3073,105,211,5829,16924
POA6168,2811,5481,37,210,183,854,107,482,1129,4252,1456,5798,91,365,148,461,436,1319,675,2145,2131,7943,21,82,54,207,57,208,506,1329,638,1826,28,86,86,191,388,823,502,1100,1140,2926,111,229,6193,16579
POA6169,3648,7061,102,555,376,1685,201,913,2106,8036,2785,11189,220,878,235,766,789,2416,1244,4060,4029,15249,17,70,131,479,96,329,789,2163,1033,3041,51,164,155,334,478,1018,684,1516,1717,4557,109,228,9503,27095
POA6170,564,1098,26,155,97,434,39,186,517,1980,679,2755,38,135,51,169,119,380,208,684,887,3439,7,17,17,49,25,98,139,381,188,545,9,35,24,49,81,168,114,252,302,797,26,59,1779,5393
POA6171,1558,3002,41,230,211,961,97,427,1654,6393,2003,8011,72,292,116,375,241,748,429,1415,2432,9426,0,19,30,92,21,72,243,667,294,850,15,42,31,72,83,178,129,292,423,1142,35,75,4448,13645
POA6172,1092,2108,56,276,206,927,101,489,1165,4537,1528,6229,96,380,126,430,301,930,523,1740,2051,7969,13,75,56,224,40,144,286,761,395,1204,19,62,35,87,116,258,170,407,565,1611,28,54,3736,11742
POA6173,699,1345,49,244,212,940,94,403,1130,4303,1485,5890,75,308,127,409,153,491,355,1208,1840,7098,7,26,26,83,11,43,154,455,198,607,12,42,29,58,43,91,84,191,282,798,23,48,2844,9289
POA6174,205,397,3,25,33,135,16,84,147,582,199,826,14,62,20,70,43,128,77,260,276,1086,0,0,3,18,6,20,47,133,56,171,3,5,7,14,25,51,35,70,91,241,12,21,584,1745
POA6175,256,493,6,38,43,204,27,116,271,1056,347,1414,19,82,28,101,56,166,103,349,450,1763,3,7,9,35,13,46,47,132,72,220,3,3,8,23,25,53,36,79,108,299,5,9,819,2564
POA6176,78,156,5,26,11,50,6,33,46,184,68,293,9,34,9,22,24,79,42,135,110,428,0,0,0,4,0,0,9,16,9,20,3,3,0,0,4,15,7,18,16,38,0,3,204,625
POA6180,354,690,6,33,46,204,18,71,308,1169,378,1477,23,73,27,91,64,197,114,361,492,1838,4,10,13,32,4,19,48,141,69,202,3,4,15,29,23,57,41,90,110,292,0,7,956,2827
