POA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6306,9,11,19,37,52,30,11,0,0,171,3,4,5,0,7,4,21,0,0,43,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,3,0,0,8,10,15,27,32,64,38,42,3,0,233,3,4,6,3,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,4,6,3,5,0,0,0,0,22,18,16,34,37,67,44,42,3,0,255,9,0,10,9,8,20,33,25,13,118,0,4,7,4,7,8,10,10,10,57,24,19,49,49,90,65,82,35,20,427,0,4,3,15,31,11,4,0,0,79,3,7,11,17,24,23,10,0,0,91,0,0,3,0,3,0,3,0,0,8,0,0,3,0,0,0,0,0,0,4,4,11,19,33,53,34,22,3,0,188,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,3,0,0,0,3,0,0,0,0,15
POA6308,5,13,33,49,76,66,24,0,0,270,3,3,3,4,11,13,10,5,0,59,0,0,0,3,9,8,3,0,0,20,0,0,0,0,0,0,0,0,0,3,10,21,44,52,89,88,42,9,0,358,3,3,8,6,3,6,0,0,0,28,0,0,0,0,0,0,0,0,0,3,3,3,8,6,3,6,0,0,0,31,11,26,51,64,99,90,42,9,0,388,17,3,9,12,14,32,74,46,10,211,4,7,7,9,10,16,16,8,3,76,27,36,61,79,119,141,127,61,11,673,3,9,15,18,36,25,6,3,0,117,7,3,19,33,31,33,5,4,0,140,0,0,5,3,4,5,0,0,0,15,0,0,0,3,0,3,0,0,0,6,7,8,40,52,73,74,15,5,0,277,0,0,0,3,4,0,0,0,0,11,3,0,0,0,4,0,0,0,0,11,3,3,3,3,4,0,0,0,0,24
POA6309,0,0,3,6,12,10,3,0,0,45,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,3,6,14,18,3,0,0,61,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,6,17,16,3,0,0,63,3,0,3,3,0,19,15,6,0,53,0,3,0,8,3,3,6,0,0,20,5,6,7,18,20,38,27,5,0,136,0,0,0,4,5,5,5,0,0,23,0,0,0,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,19,9,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6311,3,7,29,26,26,22,8,0,0,119,0,0,3,0,3,5,8,0,0,21,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,33,27,32,27,17,0,0,145,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,4,32,27,30,27,19,0,0,156,6,0,0,5,8,4,34,12,3,73,3,5,10,4,3,4,3,0,0,33,10,8,42,33,44,43,53,14,7,258,3,0,11,11,21,11,0,0,0,63,5,0,4,12,11,10,4,0,0,51,0,0,6,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,21,28,37,22,5,0,0,123,0,0,0,0,3,3,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,4,0,3,3,0,0,0,8
POA6312,24,70,139,155,190,157,46,3,0,783,12,11,23,21,27,30,25,8,0,163,3,8,11,18,9,16,10,5,0,79,4,3,0,0,9,4,4,3,0,23,43,96,169,189,239,207,86,13,3,1041,7,10,14,15,7,3,0,0,0,52,3,3,0,3,0,0,0,0,0,15,11,11,15,17,7,3,0,0,0,68,57,101,183,209,250,209,91,13,3,1108,98,14,30,28,26,70,133,93,38,539,28,9,35,29,30,30,21,15,4,201,178,127,249,267,298,309,251,126,46,1850,8,52,75,81,101,101,16,0,0,435,27,17,61,95,102,89,31,0,0,435,3,3,12,7,3,10,4,0,0,50,0,3,3,0,4,8,0,0,0,19,42,84,150,185,211,210,51,3,4,936,3,4,12,4,4,3,0,0,0,28,5,0,0,3,0,4,0,0,0,23,9,3,11,11,8,8,0,0,0,49
POA6313,0,4,14,10,16,15,3,0,0,55,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,11,8,24,18,3,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,8,22,22,3,3,0,71,3,0,0,0,0,10,13,3,0,32,4,0,0,4,3,6,7,3,0,29,7,3,18,10,28,34,27,7,0,131,0,0,3,4,9,5,0,0,0,26,0,0,3,8,5,3,0,0,0,16,0,0,5,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,11,18,14,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6315,12,19,57,71,79,68,19,4,0,323,4,3,7,4,16,21,12,0,0,75,0,0,3,5,3,9,6,0,0,21,0,3,0,0,0,0,0,0,0,3,14,27,61,79,99,98,39,4,0,423,3,0,0,5,10,5,0,0,0,25,4,0,0,0,0,0,0,0,0,9,8,4,4,5,10,7,0,0,0,29,24,29,69,80,106,102,38,4,0,455,15,4,3,10,14,41,95,52,19,260,3,3,10,6,14,17,18,7,3,85,46,34,77,99,136,157,157,68,25,797,4,15,18,29,41,44,7,0,0,154,17,5,25,42,50,48,14,3,0,205,0,0,4,4,5,6,3,0,0,22,0,0,3,0,0,3,0,0,0,5,21,22,51,78,96,94,23,3,0,387,5,3,0,5,0,3,0,0,0,16,0,0,3,0,0,0,0,0,0,4,5,3,0,6,0,0,0,0,0,23
POA6316,3,7,10,16,24,21,3,0,0,77,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,9,14,16,25,23,6,3,0,95,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,3,11,11,16,27,24,6,3,0,101,0,0,0,0,3,9,12,10,0,38,0,0,0,3,0,0,0,0,0,8,3,11,16,16,31,38,14,10,0,144,0,0,4,4,15,6,0,0,0,31,0,0,4,9,9,5,0,0,0,33,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,12,23,16,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6317,30,85,148,154,187,136,31,3,0,772,24,19,24,22,27,33,22,4,0,170,0,3,8,6,9,17,0,0,0,39,0,0,4,3,4,3,0,0,0,17,51,109,182,184,218,187,51,8,0,998,8,3,15,4,11,8,0,0,0,52,8,5,0,3,0,3,3,0,0,16,11,9,15,7,11,18,0,0,0,70,69,118,193,190,231,203,56,8,0,1066,54,16,15,20,31,57,107,78,22,394,12,13,36,32,42,38,21,20,3,228,136,144,249,245,302,301,181,106,32,1696,15,43,86,76,93,68,17,3,0,395,26,18,48,75,76,67,16,0,0,329,0,3,9,7,8,8,3,0,0,38,4,4,5,6,0,0,0,3,0,14,42,65,144,160,182,144,39,6,0,783,9,3,0,5,9,3,0,0,0,25,4,0,0,7,0,3,0,0,0,10,12,3,3,13,8,5,0,0,0,37
POA6318,3,11,17,24,21,15,5,0,0,99,3,3,4,0,5,5,0,0,0,20,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,6,7,9,21,36,33,25,8,0,0,138,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,8,9,19,36,32,25,9,0,0,145,6,3,7,0,0,11,11,8,3,47,3,0,5,0,4,9,0,3,0,22,19,14,32,31,36,47,24,11,3,216,3,3,10,10,12,9,0,0,0,47,0,5,6,18,7,12,0,0,0,51,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,8,23,28,23,20,4,0,0,104,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,9
POA6320,0,4,21,15,31,21,8,0,0,102,3,0,0,3,3,5,3,3,0,16,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,7,26,18,30,31,8,4,0,124,0,3,0,3,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,10,4,9,27,22,32,33,8,4,0,138,11,3,5,8,0,11,5,16,0,62,0,0,3,5,0,12,6,4,0,31,14,10,38,29,42,52,21,25,4,232,0,3,14,6,17,7,3,0,0,51,0,0,7,12,11,12,0,0,0,35,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,20,14,33,23,5,0,0,101,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA6321,0,3,18,23,22,26,12,3,0,107,0,0,3,0,3,4,5,0,0,17,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,25,27,28,33,20,3,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,27,28,34,17,3,0,137,8,0,4,0,3,9,15,11,4,54,0,0,5,0,0,3,3,0,0,15,11,4,29,27,29,45,39,21,7,207,5,7,3,7,10,9,13,0,0,46,0,0,6,10,15,9,3,0,0,43,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,8,15,12,25,20,18,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6322,0,0,4,8,5,13,4,0,0,40,0,0,3,0,0,0,6,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,11,8,6,17,10,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,8,6,14,10,3,0,59,0,0,0,0,3,7,11,9,0,31,0,0,0,4,0,3,3,0,0,9,3,0,14,13,13,25,27,12,3,100,3,0,4,0,3,8,0,0,0,18,0,0,5,0,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,13,10,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6323,4,6,11,22,40,17,9,0,0,106,0,3,3,7,9,15,6,0,0,46,0,0,4,0,5,4,0,0,0,17,0,3,0,0,0,4,0,0,0,12,3,13,19,29,54,43,21,3,0,184,3,0,0,3,4,9,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,9,0,0,0,22,4,13,21,36,62,50,19,3,0,207,20,3,5,8,12,37,59,34,0,179,3,0,7,0,6,9,10,5,0,37,31,13,30,40,80,96,90,46,0,426,3,0,9,15,28,13,3,0,0,68,8,4,5,19,23,26,3,0,0,102,0,0,0,3,8,7,3,0,0,15,0,0,0,0,0,0,0,0,0,7,12,8,20,38,60,43,10,0,0,189,3,0,0,4,0,4,0,0,0,11,0,0,0,6,0,4,0,0,0,7,3,0,0,8,3,8,0,0,0,20
POA6324,28,39,88,117,153,110,35,3,3,567,27,10,13,24,23,42,29,8,0,177,0,3,4,4,3,16,4,0,0,36,0,3,3,7,4,6,0,0,0,19,52,52,114,148,187,168,70,13,5,803,3,4,5,12,6,6,0,0,0,41,5,0,0,3,3,10,0,0,0,20,10,3,6,16,6,14,0,0,0,56,62,59,121,158,195,178,65,13,5,862,52,20,30,54,54,66,112,74,21,491,7,7,16,19,26,25,24,9,4,135,116,85,169,237,279,266,210,102,29,1485,8,18,23,47,79,64,3,0,0,247,35,22,41,73,84,83,35,0,0,366,0,0,4,4,6,9,6,0,0,33,0,0,3,0,0,0,0,0,0,5,45,37,77,121,170,149,43,3,0,657,3,3,3,7,7,0,0,0,0,25,0,0,0,3,10,0,0,0,0,16,3,3,4,12,14,0,0,0,0,39
POA6326,3,0,16,15,27,23,12,0,0,104,3,3,3,5,3,9,3,3,0,31,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,6,18,16,34,30,23,3,0,141,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,8,12,8,18,16,39,30,19,3,0,149,3,0,0,3,5,3,15,4,0,39,0,0,4,0,4,4,4,0,0,22,14,13,22,23,45,40,45,10,3,208,3,9,6,14,14,8,5,0,0,55,0,0,9,9,17,9,6,3,0,52,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,8,14,22,32,22,10,3,0,119,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6
POA6327,3,3,10,3,15,16,0,0,0,45,0,0,3,4,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,9,9,14,19,5,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,9,14,19,5,6,0,77,8,0,0,0,0,3,16,4,3,35,0,0,0,0,0,5,0,0,0,10,6,6,19,16,15,30,20,6,5,114,0,0,0,0,8,3,0,0,0,15,0,0,10,14,4,10,0,0,0,34,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,14,10,10,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6328,3,8,19,13,22,24,7,0,0,95,0,0,0,3,4,3,6,3,0,16,0,0,3,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,8,3,7,24,19,23,31,12,3,0,126,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,4,7,24,19,23,34,12,3,0,134,3,0,0,0,4,4,10,4,0,35,0,0,0,3,0,7,4,3,0,13,9,11,24,22,27,43,27,12,3,185,0,4,8,3,8,9,0,0,0,32,4,3,8,7,10,13,3,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,3,19,10,25,26,7,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10
POA6330,199,482,1065,1234,1364,1036,229,16,6,5626,298,143,221,227,312,415,239,46,3,1898,13,16,52,52,89,95,33,4,0,355,15,12,30,26,31,21,10,9,3,154,523,647,1365,1543,1791,1558,509,75,14,8030,43,60,70,66,49,57,4,0,0,347,60,17,13,17,14,31,11,0,0,160,108,73,85,86,63,82,8,0,0,513,628,724,1456,1628,1858,1639,519,79,14,8540,534,167,315,254,324,565,1311,898,361,4736,67,42,130,109,125,175,140,93,62,936,1231,940,1899,1986,2308,2378,1963,1065,432,14216,101,297,558,588,855,570,72,5,0,3056,425,235,550,862,921,804,225,21,3,4047,19,18,75,57,84,104,25,3,0,388,8,7,21,23,29,19,3,6,0,124,560,558,1205,1528,1883,1502,328,33,4,7605,35,28,27,32,29,18,0,0,0,168,25,10,33,34,22,31,6,0,0,173,63,39,58,66,55,46,6,0,0,339
POA6333,28,33,85,146,198,167,51,10,0,720,46,17,29,46,87,90,82,16,0,404,3,0,9,14,21,21,9,0,0,85,0,3,0,3,5,0,3,0,0,18,79,56,122,214,309,284,142,25,0,1226,6,4,11,3,10,16,0,0,0,49,6,0,0,8,3,4,0,0,0,19,8,4,12,11,15,20,3,0,0,66,85,57,130,221,328,300,143,25,0,1290,117,4,14,30,50,149,279,166,43,854,6,10,17,26,44,47,43,21,5,223,208,69,165,281,415,500,459,214,47,2368,12,12,46,72,126,74,15,3,0,366,60,22,64,136,175,168,57,3,0,681,0,0,18,10,19,22,5,0,0,75,0,0,6,4,7,3,0,0,0,19,75,33,134,227,319,265,77,8,0,1143,0,0,4,0,6,5,0,0,0,17,4,0,4,9,11,8,0,0,0,36,6,0,3,17,14,9,0,0,0,50
POA6335,3,20,41,29,33,36,14,3,0,177,3,4,0,4,5,7,0,0,0,23,0,0,3,0,0,0,0,0,0,8,0,0,0,3,3,3,0,0,0,10,6,18,51,37,36,43,16,3,0,209,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,0,10,8,25,52,37,38,43,16,3,0,220,8,3,13,3,5,8,8,11,7,70,5,0,6,5,6,10,4,0,0,38,23,24,63,51,48,62,30,12,7,326,0,9,20,8,18,14,5,0,0,70,3,7,11,15,13,13,3,0,0,67,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,14,30,24,28,36,8,0,0,150,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8
POA6336,0,10,24,10,19,21,5,0,0,89,0,0,0,0,3,3,3,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,10,25,14,22,20,12,3,0,108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,25,12,22,20,12,3,0,106,0,0,0,0,9,6,11,0,0,23,0,0,4,3,6,7,5,0,0,25,3,12,27,18,41,35,28,4,0,164,0,0,3,4,6,5,0,0,0,25,0,0,7,10,5,9,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,14,12,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6337,4,15,29,20,27,35,10,3,0,141,0,0,0,5,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,15,30,30,33,40,12,3,0,166,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,15,37,30,33,38,12,3,0,172,7,0,3,0,4,3,9,4,0,26,0,0,11,5,3,3,3,0,0,34,17,15,45,33,40,42,24,7,0,225,0,0,14,8,20,17,7,0,0,62,0,3,13,14,14,10,3,0,0,55,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,31,17,34,23,8,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6338,4,11,29,31,48,32,7,0,0,168,0,0,0,3,7,8,13,0,0,30,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,15,34,37,55,46,18,3,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,15,36,37,55,46,18,3,0,209,0,0,3,0,3,14,24,15,3,66,0,0,3,3,10,8,4,4,0,33,5,13,38,38,70,73,43,20,3,311,0,3,14,16,19,19,3,0,0,79,0,0,5,18,14,15,0,0,0,62,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,28,35,37,38,4,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6341,0,6,15,18,21,16,3,0,0,80,0,0,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,19,25,22,7,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,19,25,22,7,0,0,98,0,0,0,0,3,0,6,3,0,18,0,0,4,6,0,5,3,0,0,13,5,6,18,22,27,27,16,5,0,131,0,3,5,6,3,10,0,0,0,29,0,0,8,14,12,6,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,16,17,15,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6343,0,0,6,18,24,12,3,7,0,70,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,24,25,13,5,4,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,24,25,13,5,4,0,82,3,0,0,0,0,0,3,3,0,17,0,0,0,6,3,0,0,0,0,20,4,5,12,30,29,16,11,6,0,116,0,0,0,9,4,3,3,0,0,26,0,0,3,11,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,19,10,11,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6346,0,13,45,45,49,43,15,0,3,212,0,0,0,6,0,6,11,3,0,29,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,46,55,47,51,26,3,3,252,3,3,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,0,15,3,19,49,55,54,57,26,3,3,262,11,3,0,3,3,3,13,8,0,47,0,0,8,10,5,3,8,10,0,50,11,23,56,69,59,61,51,15,6,361,0,10,17,15,23,18,3,0,0,87,0,6,7,12,13,9,5,3,0,58,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,11,27,25,38,35,15,3,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
