POA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6348,6,3,28,33,34,27,12,0,0,135,0,3,3,5,4,12,0,0,0,32,0,0,3,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,5,3,7,37,39,45,44,11,0,0,184,0,0,3,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,20,7,5,39,42,50,47,11,0,0,200,4,0,3,0,5,24,59,22,3,127,0,0,3,10,8,12,11,3,0,44,12,7,43,51,61,85,79,28,6,369,0,3,14,8,17,5,3,0,0,51,0,3,14,12,10,7,6,0,0,63,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,10,29,29,29,18,11,0,0,127,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,8,0,0,3,0,0,4,0,0,0,10
POA6350,0,0,19,12,12,16,3,0,0,61,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,22,9,12,19,4,0,0,72,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,7,3,4,22,16,12,20,5,0,0,80,0,0,0,3,0,6,14,11,0,37,0,0,0,0,0,5,3,0,0,7,4,3,25,18,19,28,18,12,0,132,0,3,4,6,4,9,3,0,0,34,0,3,4,5,9,8,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,15,15,12,12,3,3,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4
POA6351,0,3,3,8,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,0,0,0,22,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,5,0,3,0,29,0,0,0,3,4,3,0,0,0,8,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6352,0,0,10,3,17,7,4,0,0,42,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,17,6,8,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,17,6,8,0,0,49,0,0,0,0,0,4,3,3,0,14,0,0,3,3,0,5,0,3,0,21,0,3,16,12,15,20,8,8,0,84,0,0,3,0,5,8,0,0,0,16,0,0,8,4,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,6,6,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6353,11,15,37,44,49,42,13,3,0,210,0,3,0,5,3,7,0,0,0,26,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,3,3,0,0,8,12,22,42,54,54,54,16,4,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,42,54,49,57,16,4,0,250,3,0,0,0,0,5,9,15,3,41,3,0,3,9,3,3,3,3,0,32,16,22,44,66,54,64,36,24,3,321,5,3,13,16,30,23,6,0,0,87,5,3,21,13,18,11,3,0,0,77,0,0,4,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,3,4,7,33,34,51,32,18,0,0,180,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6355,0,6,27,31,28,22,11,3,0,124,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,8,3,0,0,6,0,0,0,0,0,0,0,0,0,7,0,6,27,35,33,32,18,3,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,35,33,32,18,3,0,149,0,0,0,0,3,4,7,3,0,21,0,0,3,0,0,9,0,0,0,9,0,6,26,38,34,41,25,6,0,177,0,7,6,8,16,11,0,3,0,46,0,0,11,8,6,5,0,0,0,41,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,8,21,16,19,26,0,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6356,0,0,5,15,12,11,3,0,0,38,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,14,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,14,3,0,0,45,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,3,0,9,16,11,15,9,0,0,60,0,0,0,3,4,0,0,0,0,12,0,0,0,3,3,0,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,7,9,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6357,3,0,7,6,8,4,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,4,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,7,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,6,11,4,3,0,0,35,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6358,0,0,3,6,9,8,3,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,3,3,0,32,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,8,4,0,7,3,7,15,7,4,0,45,0,0,3,5,8,3,0,0,0,14,0,4,5,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,11,6,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6359,4,3,26,34,31,15,10,4,0,135,0,0,0,0,4,0,3,3,0,13,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,30,37,32,20,12,9,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,30,37,32,20,12,9,0,156,0,0,0,3,4,3,11,6,0,28,0,0,3,0,4,0,0,0,0,18,3,3,38,44,42,22,33,11,0,199,0,7,13,10,14,13,3,5,0,61,0,3,10,9,11,6,4,4,0,43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,23,23,23,26,9,3,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA6361,3,0,7,7,3,8,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,6,8,7,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,6,8,7,0,0,38,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,8,7,9,13,16,0,0,50,0,0,8,0,0,3,0,0,0,10,0,0,0,0,3,7,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,11,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6363,0,0,3,10,3,6,3,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,6,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,6,9,0,0,33,0,0,0,0,0,0,3,3,0,7,0,0,0,0,4,0,0,0,0,3,0,3,8,10,13,6,11,3,0,44,0,0,0,0,4,0,0,0,0,10,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6365,0,10,19,30,33,24,16,7,0,137,3,0,0,3,3,0,4,0,0,14,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,9,20,30,38,34,22,5,0,157,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,9,25,30,40,31,22,5,0,164,0,3,0,0,0,10,11,12,5,40,0,3,7,4,3,3,3,0,3,23,7,14,29,36,44,39,33,14,8,225,0,3,10,10,19,16,3,0,0,55,3,3,7,15,10,12,3,0,0,48,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,19,24,31,26,6,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6367,0,0,13,14,13,27,12,0,0,87,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,19,27,18,3,0,97,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,4,15,17,23,31,18,3,0,107,10,0,3,0,3,4,8,4,4,34,0,0,3,0,3,3,0,0,0,12,7,4,18,17,28,37,27,9,3,155,0,0,0,5,9,11,3,0,0,41,0,0,6,8,3,6,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,14,16,21,4,0,0,70,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA6368,0,0,8,3,6,3,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,7,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,7,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,11,3,0,0,34,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6369,0,15,35,27,32,33,10,3,0,163,0,0,3,3,3,5,0,0,4,16,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,12,40,28,38,45,17,6,4,187,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,40,28,34,45,14,6,4,189,8,0,4,0,3,5,25,18,7,72,0,0,0,0,3,7,9,7,0,23,8,18,47,32,42,59,48,21,10,283,0,6,15,3,18,17,6,0,0,67,0,6,13,5,17,11,3,0,0,61,0,0,0,0,0,4,0,0,0,11,0,0,3,0,0,3,0,0,0,3,3,8,34,14,29,35,14,0,0,142,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
POA6370,0,8,25,13,26,13,9,3,0,94,0,0,0,0,5,0,6,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,7,23,10,35,20,20,3,0,123,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,11,26,16,37,24,20,3,0,133,4,0,3,3,3,4,9,6,3,42,0,0,0,0,0,0,0,0,0,3,11,11,34,16,40,27,28,12,8,178,0,0,6,4,11,9,5,0,0,34,0,0,11,16,12,9,6,3,0,55,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,14,22,23,11,3,0,94,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA6372,0,0,5,5,7,6,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,3,5,13,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,13,0,0,0,28,0,0,0,0,0,5,3,3,0,9,0,0,3,3,4,3,0,0,0,14,0,0,7,8,12,20,3,3,0,58,0,0,0,0,4,3,0,0,0,7,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6373,0,3,3,4,9,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,4,9,6,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,6,0,3,0,36,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,6,3,3,0,37,0,0,0,3,3,3,0,0,0,4,0,0,0,4,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6375,4,15,44,34,42,50,13,0,0,204,3,0,0,7,4,4,9,3,0,31,0,0,4,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,6,15,47,50,49,58,24,3,0,255,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,8,10,22,46,46,50,57,24,3,0,261,10,4,4,0,4,11,35,26,12,110,0,3,4,10,4,10,3,4,3,42,27,29,61,60,55,79,66,33,14,417,0,6,10,10,26,22,9,0,0,85,4,5,15,20,13,16,12,0,0,94,0,0,6,0,0,3,3,0,0,11,0,0,0,0,0,4,0,0,0,8,4,15,37,37,41,48,17,0,0,196,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,3,0,0,0,7
POA6383,3,5,22,12,33,43,9,3,0,139,0,3,4,0,6,16,5,0,0,34,0,0,5,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,11,3,14,33,20,41,66,20,8,0,196,3,0,6,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,3,0,0,0,16,11,14,33,21,48,69,16,8,0,217,11,0,3,10,9,26,47,28,4,133,0,0,6,6,7,12,8,3,0,56,16,11,44,31,61,105,75,37,6,400,3,4,11,4,22,16,3,0,0,66,0,0,4,15,18,24,3,0,0,72,0,0,3,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,5,9,22,26,44,40,10,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6384,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,3,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6385,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6386,0,0,0,3,8,3,0,0,0,17,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,8,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,10,3,3,0,29,0,0,0,0,0,4,5,3,0,16,0,0,0,0,3,0,0,0,0,5,3,3,0,5,10,13,3,4,0,46,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6390,10,20,85,94,93,71,9,3,0,388,3,3,4,10,7,9,6,3,0,48,0,3,10,10,6,12,0,0,0,39,0,3,4,0,4,3,0,0,0,16,15,34,96,116,114,92,20,10,0,493,0,0,8,3,4,0,0,0,0,22,0,0,0,0,0,3,0,0,0,8,0,0,9,4,3,7,0,0,0,26,18,32,103,116,122,97,22,10,0,519,21,4,14,9,18,19,42,23,3,151,3,3,15,9,15,14,5,6,3,67,38,39,126,143,151,129,71,36,3,745,4,12,25,41,51,23,5,0,0,150,8,13,16,35,47,26,3,3,0,157,0,0,12,8,7,3,0,0,0,26,0,0,3,0,3,4,0,0,0,10,13,28,56,79,105,50,10,3,0,341,0,0,3,3,4,4,0,0,0,13,0,0,3,5,0,3,0,0,0,11,0,0,4,5,3,7,0,0,0,27
POA6391,9,13,52,44,39,53,21,7,0,239,0,0,3,3,4,13,6,3,0,43,0,0,6,4,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,4,9,20,62,48,53,64,33,8,0,296,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,20,63,50,54,70,33,8,0,306,5,3,3,0,4,17,21,7,6,73,0,5,8,3,6,8,12,5,0,39,14,25,75,60,65,91,63,29,6,416,3,9,20,15,24,24,11,0,0,98,0,3,18,27,20,29,11,3,0,109,0,0,3,3,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,5,3,11,36,46,48,64,19,5,0,228,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6
POA6392,0,8,15,17,19,26,10,4,0,101,0,0,0,0,5,7,3,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,15,18,27,32,14,9,3,133,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,7,13,23,20,27,35,14,9,3,142,0,0,0,0,3,6,11,4,4,33,0,0,3,3,0,3,0,0,0,11,5,13,25,27,32,40,20,11,13,188,0,5,5,3,17,12,0,0,0,40,0,0,8,16,14,11,4,3,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,13,19,34,29,6,3,0,106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
