region_id,Australia_M,Australia_F,Australia_P,Bosnia_Herzegovina_M,Bosnia_Herzegovina_F,Bosnia_Herzegovina_P,Cambodia_M,Cambodia_F,Cambodia_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Frmr_Yug_Repc_Mac_FYROM_M,Frmr_Yug_Repc_Mac_FYROM_F,Frmr_Yug_Repc_Mac_FYROM_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_Tot,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Malta_M,Malta_F,Malta_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africa_P,South_Eastern_Europe_nfd_M,South_Eastern_Europe_nfd_F,South_Eastern_Europe_nfd_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Thailand_M,Thailand_F,Thailand_P,Turkey_M,Turkey_F,Turkey_P,UK_Channel_Islands_Isle_Man_M,UK_Channel_Islands_Isle_Man_F,UK_Channel_Islands_Isle_Man_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,Tot_M,Tot_F,Tot_P
POA6065,14899,15250,30149,68,69,137,22,22,44,33,32,65,56,85,141,73,80,153,24,29,53,3,8,11,157,134,291,99,124,223,32,28,60,45,46,91,362,370,732,38,74,112,41,51,92,240,244,484,191,146,337,5,26,31,17,26,43,25,14,39,174,191,365,7,17,24,94,80,174,878,786,1664,178,225,403,85,107,192,138,140,278,856,874,1730,32,34,66,27,28,55,22,67,89,7,3,10,3932,4113,8045,80,61,141,336,355,691,1402,1412,2814,1091,955,2046,25769,26306,52075
POA6066,5855,5950,11805,41,36,77,13,27,40,6,6,12,44,62,106,31,26,57,12,11,23,3,0,3,44,50,94,22,25,47,8,7,15,35,32,67,171,145,316,18,46,64,92,76,168,34,30,64,68,55,123,4,12,16,10,9,19,12,10,22,144,174,318,4,10,14,30,28,58,274,228,502,106,133,239,46,43,89,53,76,129,106,122,228,16,8,24,46,42,88,19,46,65,3,0,3,664,673,1337,23,20,43,342,403,745,540,591,1131,440,360,800,9379,9572,18951
POA6067,47,42,89,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,3,3,10,6,16,63,69,132
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,8031,8409,16440,3,9,12,5,6,11,24,23,47,10,14,24,15,22,37,5,11,16,4,7,11,6,11,17,46,51,97,0,4,4,3,11,14,118,126,244,13,26,39,14,16,30,56,51,107,39,29,68,13,20,33,5,5,10,5,3,8,53,71,124,20,7,27,34,53,87,622,567,1189,49,89,138,31,42,73,76,88,164,332,339,671,11,6,17,24,20,44,4,32,36,0,3,3,1628,1596,3224,44,37,81,35,35,70,510,530,1040,559,557,1116,12447,12926,25373
POA6070,1121,1183,2304,0,0,0,0,0,0,3,4,7,0,7,7,6,0,6,0,0,0,0,3,3,0,0,0,16,19,35,0,0,0,3,4,7,5,5,10,4,4,8,0,0,0,6,6,12,9,0,9,0,5,5,0,0,0,0,0,0,0,15,15,3,0,3,11,13,24,47,49,96,3,4,7,9,11,20,0,9,9,25,21,46,3,0,3,8,0,8,3,0,3,0,0,0,328,305,633,18,11,29,0,0,0,53,65,118,58,39,97,1742,1782,3524
POA6071,1144,1190,2334,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27,0,3,3,0,3,3,3,9,12,0,3,3,0,0,0,9,7,16,5,5,10,0,3,3,0,0,0,0,0,0,8,3,11,3,0,3,18,22,40,31,24,55,0,3,3,5,4,9,0,7,7,24,25,49,0,0,0,0,0,0,0,8,8,0,0,0,252,253,505,15,10,25,0,3,3,56,46,102,147,136,283,1738,1782,3520
POA6072,282,285,567,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,4,7,0,0,0,0,3,3,0,3,3,3,0,3,0,0,0,3,4,7,3,3,6,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,9,12,21,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,66,50,116,3,0,3,0,3,3,3,8,11,31,31,62,418,415,833
POA6073,1021,1037,2058,0,4,4,0,0,0,4,0,4,3,4,7,0,0,0,0,4,4,0,0,0,0,0,0,13,8,21,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,3,8,11,9,5,14,3,3,6,3,3,6,0,0,0,0,0,0,3,0,3,9,12,21,37,36,73,0,3,3,5,0,5,0,0,0,12,15,27,0,3,3,0,4,4,0,4,4,0,0,0,213,261,474,7,11,18,0,0,0,32,35,67,77,93,170,1459,1559,3018
POA6074,337,339,676,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,11,14,25,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,67,69,136,8,0,8,0,0,0,9,9,18,15,19,34,467,476,943
POA6076,6826,7036,13862,0,5,5,0,4,4,30,29,59,3,15,18,18,13,31,4,0,4,4,4,8,0,0,0,75,84,159,4,3,7,3,7,10,65,63,128,10,16,26,0,0,0,89,90,179,158,165,323,5,12,17,0,5,5,5,6,11,36,64,100,0,13,13,74,82,156,275,263,538,7,32,39,15,19,34,31,44,75,134,148,282,9,4,13,8,8,16,11,29,40,0,3,3,1768,1801,3569,50,49,99,4,7,11,307,403,710,506,444,950,10534,10970,21504
POA6077,513,483,996,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,3,3,6,3,9,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,9,5,14,20,14,34,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,10,17,17,18,35,3,3,6,0,0,0,0,0,0,0,8,8,3,0,3,3,3,6,0,5,5,0,0,0,100,110,210,4,0,4,12,17,29,16,16,32,47,49,96,772,756,1528
POA6078,298,253,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,4,0,4,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,12,20,0,0,0,9,3,12,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,62,69,131,5,0,5,15,10,25,16,12,28,25,21,46,456,407,863
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
POA6081,1732,1715,3447,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,27,45,4,0,4,3,3,6,8,6,14,3,3,6,0,0,0,5,9,14,3,0,3,4,5,9,0,0,0,3,0,3,5,0,5,0,3,3,18,14,32,77,51,128,0,5,5,0,3,3,0,0,0,9,8,17,0,0,0,4,0,4,4,6,10,0,0,0,314,308,622,5,7,12,0,0,0,43,50,93,101,121,222,2366,2352,4718
POA6082,1135,1091,2226,0,0,0,0,0,0,8,0,8,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,3,12,15,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,7,14,54,54,108,3,5,8,0,0,0,4,4,8,7,7,14,0,0,0,0,0,0,0,6,6,0,0,0,218,214,432,6,8,14,0,0,0,21,33,54,123,87,210,1607,1548,3155
POA6083,1262,1201,2463,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,16,14,30,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,4,5,9,10,9,19,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,10,15,25,47,31,78,0,3,3,0,0,0,3,5,8,12,14,26,0,3,3,0,3,3,0,5,5,0,0,0,198,220,418,11,6,17,0,0,0,27,49,76,139,115,254,1749,1715,3464
POA6084,2165,2230,4395,0,0,0,0,0,0,5,4,9,0,0,0,6,3,9,0,0,0,3,0,3,0,0,0,12,17,29,3,0,3,0,0,0,7,13,20,3,5,8,0,0,0,8,9,17,15,3,18,0,0,0,4,0,4,0,0,0,6,9,15,3,3,6,19,17,36,105,88,193,0,4,4,3,8,11,11,15,26,25,32,57,3,0,3,3,4,7,0,9,9,0,0,0,497,494,991,13,14,27,3,0,3,60,71,131,185,168,353,3167,3220,6387
POA6090,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
POA6100,3281,3228,6509,5,10,15,5,7,12,18,26,44,151,194,345,8,6,14,8,0,8,14,7,21,3,3,6,44,31,75,6,4,10,52,49,101,356,250,606,111,108,219,9,5,14,87,53,140,92,96,188,27,68,95,82,84,166,3,6,9,141,174,315,5,7,12,28,32,60,243,196,439,37,69,106,22,26,48,67,86,153,67,54,121,10,6,16,71,45,116,19,38,57,8,12,20,611,460,1071,35,34,69,32,50,82,580,488,1068,748,511,1259,7086,6523,13609
POA6101,4135,4117,8252,3,4,7,3,3,6,21,34,55,125,154,279,14,8,22,10,0,10,6,4,10,0,0,0,35,35,70,3,10,13,41,30,71,347,232,579,107,123,230,25,31,56,86,60,146,95,103,198,13,39,52,53,68,121,8,5,13,146,179,325,0,0,0,29,21,50,256,190,446,58,81,139,22,25,47,52,57,109,62,50,112,0,0,0,36,35,71,20,43,63,13,14,27,573,524,1097,29,19,48,39,44,83,598,605,1203,562,417,979,7625,7364,14989
POA6102,2529,2929,5458,5,8,13,18,23,41,7,12,19,330,373,703,12,9,21,6,8,14,0,3,3,0,0,0,15,28,43,3,0,3,76,60,136,230,180,410,214,225,439,17,14,31,44,29,73,60,81,141,11,23,34,45,40,85,6,7,13,505,541,1046,6,0,6,29,28,57,130,110,240,84,98,182,25,20,45,119,157,276,55,58,113,8,3,11,65,38,103,32,41,73,14,6,20,387,449,836,30,26,56,53,72,125,899,759,1658,702,606,1308,6771,7064,13835
POA6103,2204,2174,4378,7,3,10,3,4,7,6,8,14,121,140,261,5,7,12,6,0,6,0,5,5,3,0,3,31,27,58,9,7,16,25,13,38,183,108,291,15,34,49,8,4,12,40,21,61,39,36,75,13,27,40,41,35,76,0,4,4,56,92,148,0,3,3,4,11,15,169,144,313,50,77,127,16,27,43,34,44,78,45,26,71,8,4,12,32,20,52,18,33,51,9,9,18,272,211,483,12,9,21,34,33,67,390,325,715,414,356,770,4322,4081,8403
POA6104,3715,3730,7445,3,0,3,0,0,0,11,10,21,74,105,179,14,10,24,3,6,9,7,4,11,3,3,6,41,36,77,4,3,7,20,14,34,186,135,321,44,43,87,8,8,16,93,33,126,53,60,113,8,25,33,14,11,25,6,14,20,75,86,161,4,4,8,30,25,55,305,256,561,113,120,233,28,30,58,73,77,150,60,53,113,3,9,12,27,30,57,13,42,55,8,6,14,519,457,976,12,18,30,52,58,110,428,465,893,689,556,1245,6746,6542,13288
POA6105,3693,3803,7496,5,7,12,6,6,12,10,8,18,117,128,245,16,14,30,8,9,17,10,10,20,0,0,0,22,31,53,13,5,18,22,23,45,221,176,397,48,67,115,29,23,52,47,34,81,82,83,165,0,20,20,21,17,38,25,18,43,96,119,215,6,0,6,26,27,53,253,224,477,159,133,292,31,42,73,48,45,93,49,45,94,3,11,14,41,34,75,23,30,53,21,9,30,473,468,941,23,19,42,44,43,87,680,629,1309,445,342,787,6816,6702,13518
POA6106,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,13,3,16
POA6107,9371,9187,18558,14,13,27,36,46,82,22,27,49,590,550,1140,29,28,57,15,20,35,3,4,7,0,0,0,65,66,131,3,6,9,81,69,150,954,671,1625,380,400,780,63,64,127,83,54,137,209,217,426,15,49,64,88,87,175,30,22,52,435,501,936,3,3,6,85,77,162,622,493,1115,400,427,827,41,66,107,150,201,351,124,126,250,10,12,22,187,130,317,78,125,203,122,108,230,1121,1126,2247,54,36,90,90,105,195,1850,1719,3569,1463,1161,2624,18886,17996,36882
POA6108,6618,6589,13207,6,0,6,6,12,18,16,8,24,156,190,346,11,14,25,10,7,17,10,17,27,3,0,3,40,52,92,4,6,10,24,20,44,305,266,571,82,128,210,49,47,96,55,70,125,59,58,117,8,25,33,13,17,30,14,16,30,319,363,682,8,5,13,65,76,141,446,393,839,125,151,276,18,14,32,147,182,329,123,138,261,5,13,18,37,33,70,22,72,94,19,11,30,1274,1286,2560,37,22,59,32,40,72,629,649,1278,613,567,1180,11408,11557,22965
POA6109,3085,3036,6121,5,4,9,14,15,29,7,4,11,27,44,71,16,10,26,11,6,17,10,4,14,0,3,3,18,23,41,0,3,3,9,3,12,224,149,373,31,40,71,16,12,28,29,22,51,71,73,144,0,5,5,6,7,13,4,6,10,46,61,107,4,0,4,26,22,48,176,168,344,81,127,208,18,11,29,30,35,65,32,32,64,8,8,16,14,11,25,36,42,78,4,0,4,452,481,933,10,10,20,13,15,28,411,368,779,441,392,833,5385,5252,10637
POA6110,10635,10825,21460,18,19,37,11,15,26,13,14,27,117,141,258,22,21,43,19,20,39,5,6,11,0,4,4,76,71,147,4,4,8,13,18,31,420,382,802,80,114,194,40,33,73,71,86,157,70,61,131,7,26,33,5,8,13,13,13,26,225,267,492,7,7,14,111,134,245,702,642,1344,107,179,286,16,16,32,127,148,275,245,264,509,4,6,10,57,48,105,48,88,136,6,3,9,1889,1909,3798,57,30,87,17,25,42,793,776,1569,1276,1113,2389,17326,17536,34862
POA6111,7083,7018,14101,0,3,3,0,0,0,20,18,38,15,22,37,10,3,13,3,5,8,5,0,5,0,0,0,52,65,117,3,3,6,7,5,12,130,106,236,15,35,50,12,5,17,48,54,102,91,83,174,3,6,9,4,0,4,0,4,4,36,63,99,6,6,12,115,110,225,388,379,767,28,60,88,15,19,34,30,43,73,84,86,170,3,4,7,18,15,33,21,51,72,0,0,0,1662,1744,3406,51,49,100,12,12,24,339,323,662,741,610,1351,11050,11009,22059
POA6112,12702,12826,25528,4,9,13,6,6,12,51,51,102,29,71,100,19,22,41,7,3,10,0,4,4,0,0,0,93,106,199,6,4,10,14,15,29,297,279,576,57,110,167,13,7,20,81,74,155,88,52,140,7,18,25,7,16,23,15,11,26,140,194,334,16,13,29,215,209,424,724,711,1435,146,241,387,27,26,53,122,135,257,340,328,668,7,3,10,47,35,82,23,68,91,5,0,5,2523,2606,5129,69,44,113,16,29,45,689,677,1366,1398,1244,2642,20003,20247,40250
POA6121,997,979,1976,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,3,3,6,6,5,11,0,0,0,0,0,0,3,3,6,14,9,23,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,11,6,17,32,37,69,5,5,10,0,4,4,4,4,8,14,11,25,0,0,0,0,0,0,3,0,3,0,0,0,166,178,344,6,0,6,3,3,6,23,31,54,73,53,126,1375,1353,2728
POA6122,3341,3355,6696,0,0,0,0,0,0,17,12,29,3,0,3,0,4,4,5,0,5,0,0,0,0,0,0,21,17,38,0,0,0,0,0,0,18,15,33,3,8,11,0,0,0,14,15,29,11,12,23,0,4,4,0,0,0,0,0,0,12,30,42,0,0,0,55,48,103,151,143,294,9,8,17,0,0,0,13,8,21,66,75,141,3,3,6,4,0,4,3,9,12,0,0,0,604,658,1262,12,13,25,0,0,0,70,85,155,231,192,423,4666,4714,9380
POA6123,559,541,1100,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,10,27,16,43,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,87,92,179,0,4,4,0,0,0,7,11,18,25,23,48,720,710,1430
POA6124,391,380,771,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,16,8,24,0,3,3,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,81,74,155,3,0,3,0,0,0,4,16,20,27,43,70,544,538,1082
POA6125,1011,936,1947,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,3,9,6,3,9,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,8,12,20,33,27,60,0,3,3,0,0,0,3,0,3,11,8,19,0,0,0,0,0,0,0,5,5,0,0,0,170,219,389,5,6,11,0,0,0,20,12,32,78,59,137,1371,1307,2678
POA6126,94,97,191,3,0,3,0,0,0,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,5,0,5,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,14,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,25,10,35,5,0,5,0,0,0,192,3,195,5,6,11,376,128,504
POA6147,3720,3640,7360,7,3,10,30,32,62,13,10,23,293,299,592,4,4,8,7,5,12,3,3,6,3,0,3,25,35,60,3,0,3,30,30,60,265,204,469,98,114,212,11,16,27,35,25,60,20,19,39,6,25,31,49,52,101,6,8,14,416,447,863,3,4,7,22,23,45,226,203,429,97,104,201,15,16,31,162,173,335,81,68,149,9,9,18,70,61,131,39,68,107,16,10,26,661,651,1312,26,6,32,43,63,106,616,607,1223,349,290,639,7479,7327,14806
POA6148,4561,4867,9428,3,0,3,3,0,3,34,22,56,201,208,409,7,12,19,8,9,17,3,8,11,0,0,0,40,46,86,3,7,10,41,51,92,294,324,618,69,95,164,11,13,24,39,35,74,51,39,90,7,15,22,53,67,120,3,3,6,345,395,740,6,3,9,48,64,112,193,201,394,59,89,148,29,30,59,144,166,310,172,156,328,5,3,8,175,165,340,9,29,38,5,11,16,925,915,1840,33,31,64,28,27,55,432,493,925,416,362,778,8455,8961,17416
POA6149,5485,5564,11049,0,0,0,0,0,0,29,28,57,131,168,299,8,6,14,9,8,17,0,4,4,0,0,0,33,48,81,4,4,8,67,88,155,210,195,405,88,109,197,3,0,3,53,55,108,40,42,82,14,35,49,70,61,131,5,3,8,483,550,1033,0,5,5,34,27,61,193,142,335,14,33,47,15,15,30,201,238,439,195,198,393,0,8,8,65,67,132,7,23,30,0,0,0,999,1002,2001,31,35,66,21,22,43,365,380,745,306,297,603,9178,9460,18638
POA6150,3387,3414,6801,7,8,15,0,0,0,6,27,33,129,164,293,16,15,31,4,8,12,3,0,3,3,3,6,14,29,43,3,3,6,105,112,217,190,166,356,269,319,588,3,5,8,30,25,55,70,48,118,15,27,42,41,40,81,3,0,3,462,513,975,3,0,3,33,25,58,80,93,173,28,37,65,11,14,25,236,320,556,119,115,234,4,4,8,63,70,133,16,26,42,0,4,4,496,459,955,26,31,57,26,25,51,402,385,787,207,219,426,6510,6753,13263
POA6151,4706,4762,9468,4,3,7,0,5,5,41,38,79,82,133,215,5,9,14,9,3,12,5,5,10,0,3,3,36,52,88,13,17,30,24,48,72,183,142,325,68,95,163,0,3,3,103,85,188,64,45,109,42,64,106,41,38,79,6,0,6,132,195,327,0,5,5,29,31,60,228,184,412,38,66,104,11,23,34,90,130,220,113,118,231,5,5,10,15,11,26,23,44,67,10,9,19,843,709,1552,67,56,123,27,42,69,520,502,1022,634,539,1173,8217,8219,16436
POA6152,6759,7445,14204,13,8,21,3,6,9,38,46,84,196,246,442,20,24,44,10,18,28,9,9,18,9,5,14,54,51,105,15,17,32,70,75,145,231,179,410,200,248,448,41,37,78,94,67,161,77,70,147,26,65,91,67,88,155,9,11,20,347,435,782,3,3,6,45,50,95,242,174,416,58,97,155,34,54,88,164,181,345,181,195,376,9,6,15,60,40,100,21,68,89,10,8,18,900,927,1827,60,57,117,51,62,113,863,848,1711,736,725,1461,11725,12645,24370
POA6153,5197,5846,11043,8,14,22,0,3,3,39,39,78,89,122,211,11,10,21,14,8,22,3,8,11,0,3,3,34,46,80,9,6,15,48,58,106,146,145,291,159,238,397,10,6,16,66,49,115,71,48,119,37,51,88,57,75,132,9,16,25,243,310,553,4,3,7,42,43,85,179,173,352,34,48,82,21,26,47,155,145,300,202,207,409,5,4,9,39,49,88,17,31,48,3,3,6,930,944,1874,110,80,190,13,22,35,486,555,1041,619,489,1108,9109,9923,19032
POA6154,2876,3076,5952,4,4,8,0,0,0,21,16,37,34,57,91,7,12,19,4,10,14,0,4,4,0,0,0,21,26,47,10,3,13,20,27,47,34,44,78,68,104,172,3,4,7,42,39,81,51,44,95,5,20,25,16,20,36,0,4,4,85,114,199,3,0,3,26,18,44,92,89,181,31,40,71,7,13,20,51,57,108,109,123,232,0,9,9,7,7,14,9,12,21,0,3,3,518,534,1052,28,32,60,9,12,21,185,215,400,239,257,496,4615,5049,9664
POA6155,11980,12186,24166,12,9,21,12,13,25,48,37,85,593,682,1275,21,26,47,25,25,50,17,14,31,3,4,7,80,55,135,9,4,13,139,108,247,1021,958,1979,351,358,709,59,55,114,104,117,221,117,84,201,16,47,63,112,118,230,39,35,74,1505,1636,3141,5,13,18,102,61,163,611,522,1133,121,178,299,40,50,90,670,849,1519,685,690,1375,9,11,20,274,237,511,33,97,130,13,4,17,2320,2198,4518,81,66,147,90,82,172,1952,1414,3366,943,805,1748,24212,23848,48060
POA6156,5246,5948,11194,13,0,13,3,3,6,19,14,33,32,41,73,22,20,42,11,16,27,0,5,5,0,0,0,32,59,91,11,6,17,10,3,13,70,62,132,31,46,77,3,4,7,43,53,96,86,84,170,6,24,30,8,9,17,6,10,16,45,75,120,0,0,0,23,40,63,209,175,384,49,50,99,10,18,28,46,54,100,103,104,207,11,9,20,16,11,27,14,28,42,3,0,3,740,703,1443,40,29,69,3,8,11,236,329,565,376,404,780,7576,8444,16020
POA6157,4135,4784,8919,9,3,12,0,0,0,20,33,53,6,16,22,19,18,37,6,8,14,3,3,6,0,5,5,30,54,84,3,5,8,9,7,16,36,50,86,7,17,24,0,0,0,42,52,94,59,71,130,6,16,22,9,8,17,0,0,0,12,33,45,6,4,10,30,30,60,168,187,355,25,39,64,16,8,24,16,23,39,61,73,134,3,3,6,9,3,12,6,20,26,3,0,3,737,733,1470,30,40,70,8,8,16,202,221,423,338,315,653,6069,6890,12959
POA6158,2325,2509,4834,3,3,6,0,0,0,10,15,25,0,7,7,9,8,17,6,0,6,3,0,3,0,0,0,19,25,44,3,0,3,3,4,7,14,25,39,5,0,5,0,0,0,29,41,70,54,73,127,8,16,24,4,4,8,0,0,0,10,11,21,0,0,0,14,20,34,99,77,176,0,11,11,3,4,7,4,7,11,37,34,71,3,3,6,0,0,0,4,7,11,0,3,3,373,358,731,30,22,52,4,4,8,99,123,222,177,164,341,3352,3578,6930
POA6159,848,889,1737,3,3,6,0,0,0,3,10,13,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,6,9,15,0,3,3,3,3,6,3,6,9,0,3,3,0,0,0,12,8,20,7,4,11,0,6,6,3,0,3,0,0,0,4,3,7,0,0,0,9,7,16,43,37,80,0,0,0,3,7,10,3,3,6,18,17,35,0,0,0,0,0,0,3,9,12,3,0,3,175,161,336,13,12,25,0,3,3,39,50,89,154,105,259,1361,1364,2725
POA6160,2206,2244,4450,4,6,10,0,0,0,30,29,59,4,9,13,24,19,43,3,10,13,3,3,6,3,3,6,30,28,58,6,5,11,3,5,8,33,33,66,4,14,18,0,0,0,48,43,91,111,130,241,5,15,20,6,10,16,3,0,3,13,21,34,3,0,3,17,16,33,143,101,244,9,32,41,7,17,24,7,20,27,34,26,60,3,4,7,5,3,8,3,13,16,0,0,0,503,452,955,39,39,78,0,7,7,202,215,417,316,267,583,3830,3839,7669
POA6161,37,34,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,3,8,4,3,7,64,51,115
POA6162,3116,3321,6437,17,19,36,0,0,0,21,21,42,6,9,15,46,43,89,4,4,8,0,3,3,4,0,4,34,47,81,3,8,11,4,4,8,18,17,35,3,13,16,0,0,0,57,31,88,258,317,575,11,23,34,3,4,7,0,4,4,13,18,31,3,3,6,23,27,50,125,120,245,24,24,48,21,17,38,13,15,28,26,54,80,9,12,21,4,3,7,0,19,19,0,0,0,558,509,1067,37,43,80,3,6,9,268,305,573,296,288,584,5028,5351,10379
