region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA6074,3,8,11,103,99,202,0,0,0,10,11,21,5,0,5,67,70,137,3,3,6,4,4,8,8,9,17,0,0,0,0,6,6,0,0,0,5,0,5,0,3,3,10,18,28,0,0,0,3,3,6,16,27,43,18,30,48,0,0,0,252,283,535,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,158,152,310,20,5,25,31,27,58,467,478,945
POA6076,72,100,172,2189,2465,4654,0,0,0,258,281,539,54,33,87,2660,2935,5595,77,75,152,58,52,110,34,36,70,20,25,45,68,66,134,0,0,0,11,31,42,70,78,148,217,270,487,12,16,28,108,150,258,352,462,814,315,382,697,30,40,70,6533,7397,13930,17,16,33,25,21,46,7,7,14,0,0,0,35,59,94,35,59,94,2911,2530,5441,98,81,179,835,760,1595,10533,10971,21504
POA6077,27,23,50,154,188,342,0,0,0,19,20,39,0,3,3,223,202,425,4,9,13,6,9,15,3,0,3,0,0,0,6,0,6,0,0,0,0,3,3,22,20,42,18,21,39,3,0,3,0,0,0,27,22,49,18,19,37,0,5,5,503,521,1024,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,175,148,323,3,0,3,62,63,125,773,755,1528
POA6078,17,7,24,79,97,176,0,0,0,9,4,13,0,0,0,151,119,270,0,0,0,9,7,16,8,0,8,0,0,0,0,4,4,0,0,0,9,0,9,5,4,9,0,4,4,0,0,0,0,0,0,14,17,31,11,9,20,0,5,5,295,270,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,93,194,5,3,8,40,32,72,458,405,863
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
POA6081,15,20,35,493,525,1018,0,0,0,48,57,105,10,12,22,379,434,813,19,16,35,9,7,16,21,15,36,3,4,7,13,6,19,0,0,0,8,12,20,8,11,19,38,40,78,3,3,6,4,4,8,65,78,143,77,77,154,8,5,13,1206,1306,2512,8,4,12,0,3,3,0,0,0,0,0,0,4,13,17,4,13,17,928,792,1720,22,14,36,181,201,382,2364,2353,4717
POA6082,9,20,29,357,348,705,0,0,0,56,55,111,0,0,0,176,218,394,10,17,27,13,6,19,7,19,26,3,0,3,4,8,12,0,0,0,3,3,6,15,11,26,24,15,39,0,0,0,4,0,4,43,43,86,46,65,111,4,11,15,765,819,1584,3,3,6,0,0,0,0,0,0,0,0,0,3,8,11,3,8,11,603,524,1127,19,17,36,205,157,362,1607,1548,3155
POA6083,7,20,27,434,453,887,0,0,0,34,29,63,0,0,0,262,296,558,7,21,28,5,3,8,10,11,21,0,0,0,7,8,15,0,0,0,4,3,7,9,11,20,37,34,71,4,0,4,13,13,26,55,76,131,43,45,88,3,0,3,927,1003,1930,0,0,0,10,6,16,3,3,6,0,0,0,7,11,18,7,11,18,570,483,1053,23,15,38,202,173,375,1749,1714,3463
POA6084,25,26,51,812,887,1699,0,0,0,43,37,80,0,0,0,630,673,1303,9,15,24,10,11,21,9,3,12,0,3,3,21,14,35,0,3,3,4,3,7,31,34,65,72,66,138,8,14,22,5,3,8,93,106,199,89,118,207,4,7,11,1840,1997,3837,0,3,3,9,3,12,0,4,4,0,0,0,8,17,25,8,17,25,942,870,1812,26,14,40,318,287,605,3168,3221,6389
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,3,13
POA6100,233,283,516,800,868,1668,0,0,0,89,92,181,3,3,6,1504,1530,3034,18,26,44,77,73,150,25,34,59,5,14,19,50,44,94,10,14,24,38,37,75,57,67,124,134,133,267,0,0,0,19,18,37,151,176,327,148,199,347,7,11,18,3135,3339,6474,322,221,543,307,248,555,16,5,21,0,3,3,111,78,189,111,81,192,1935,1596,3531,93,52,145,935,697,1632,7087,6522,13609
POA6101,225,258,483,843,1035,1878,0,0,0,106,105,211,4,4,8,1774,1874,3648,21,34,55,57,68,125,55,62,117,9,13,22,49,48,97,13,3,16,23,25,48,76,75,151,110,112,222,10,13,23,26,37,63,216,237,453,207,223,430,13,10,23,3612,3978,7590,214,145,359,381,329,710,9,4,13,11,6,17,122,101,223,133,107,240,2157,1864,4021,117,40,157,778,639,1417,7626,7364,14990
POA6102,465,530,995,514,871,1385,0,0,0,142,179,321,12,19,31,1262,1417,2679,19,23,42,38,38,76,16,18,34,13,13,26,29,41,70,29,29,58,30,37,67,103,97,200,126,142,268,9,19,28,20,28,48,169,305,474,195,236,431,17,16,33,2743,3528,6271,223,138,361,664,509,1173,6,7,13,4,0,4,102,99,201,106,99,205,1613,1379,2992,96,35,131,853,839,1692,6769,7064,13833
POA6103,167,178,345,510,540,1050,0,0,0,50,65,115,0,0,0,1013,1076,2089,9,12,21,35,50,85,20,20,40,10,12,22,25,23,48,0,0,0,13,10,23,33,53,86,70,61,131,9,16,25,14,23,37,94,90,184,103,121,224,3,9,12,2011,2181,4192,115,61,176,255,193,448,3,3,6,3,0,3,108,61,169,111,61,172,1072,929,2001,66,27,93,522,446,968,4322,4079,8401
POA6104,202,229,431,979,1116,2095,0,0,0,79,97,176,0,0,0,1783,1791,3574,19,24,43,61,48,109,28,43,71,16,17,33,20,45,65,6,0,6,31,38,69,71,81,152,128,147,275,18,31,49,22,28,50,141,173,314,151,203,354,21,18,39,3574,3900,7474,101,67,168,249,237,486,5,0,5,0,3,3,71,52,123,71,55,126,1597,1325,2922,90,53,143,857,676,1533,6746,6542,13288
POA6105,182,204,386,936,1140,2076,0,0,0,75,70,145,4,4,8,1790,1933,3723,27,25,52,62,66,128,28,33,61,27,40,67,31,28,59,3,3,6,17,24,41,76,76,152,119,124,243,13,17,30,21,36,57,150,200,350,158,200,358,17,20,37,3554,4039,7593,120,88,208,514,423,937,3,4,7,3,0,3,69,66,135,72,66,138,1611,1332,2943,99,56,155,660,491,1151,6815,6703,13518
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,15,3,18
POA6107,790,822,1612,2139,2382,4521,0,0,0,453,468,921,20,19,39,4264,4516,8780,75,83,158,147,149,296,70,101,171,42,55,97,74,82,156,45,39,84,70,79,149,286,332,618,351,386,737,31,41,72,81,82,163,347,486,833,585,656,1241,53,62,115,9133,10018,19151,514,346,860,1602,1437,3039,9,9,18,3,4,7,345,269,614,348,273,621,4357,3444,7801,190,115,305,1943,1531,3474,18886,17995,36881
POA6108,422,498,920,1906,2144,4050,0,0,0,238,259,497,4,7,11,2502,2619,5121,67,70,137,67,56,123,31,44,75,42,59,101,50,63,113,29,31,60,54,64,118,159,184,343,251,281,532,25,25,50,49,60,109,312,365,677,389,465,854,41,50,91,6216,6846,13062,127,105,232,724,667,1391,6,8,14,4,7,11,100,91,191,104,98,202,2831,2457,5288,108,60,168,870,817,1687,11408,11556,22964
POA6109,114,123,237,882,917,1799,0,0,0,118,132,250,0,0,0,1150,1234,2384,7,16,23,46,53,99,19,28,47,22,23,45,31,30,61,22,14,36,25,15,40,59,75,134,117,117,234,17,11,28,39,29,68,109,131,240,155,160,315,23,19,42,2841,3004,5845,116,76,192,302,265,567,0,0,0,0,3,3,53,60,113,53,63,116,1265,1126,2391,68,31,99,626,563,1189,5385,5251,10636
POA6110,269,345,614,3065,3447,6512,0,0,0,380,477,857,5,4,9,3401,3781,7182,63,81,144,61,61,122,67,86,153,61,83,144,70,91,161,20,21,41,74,81,155,210,239,449,426,463,889,71,95,166,76,94,170,333,513,846,627,680,1307,51,77,128,9061,10374,19435,214,192,406,662,597,1259,3,4,7,3,0,3,148,147,295,151,147,298,4845,4072,8917,242,121,363,1879,1684,3563,17326,17536,34862
POA6111,113,166,279,2310,2518,4828,0,0,0,251,258,509,29,38,67,1942,2058,4000,43,67,110,24,34,58,69,85,154,29,29,58,51,55,106,4,3,7,50,54,104,102,129,231,316,360,676,23,23,46,46,49,95,252,300,552,356,363,719,25,28,53,5922,6451,12373,67,64,131,79,78,157,12,17,29,4,0,4,73,92,165,77,92,169,3447,3060,6507,179,83,262,1155,999,2154,11051,11010,22061
POA6112,237,335,572,3578,4156,7734,0,0,0,519,545,1064,78,69,147,3526,3802,7328,71,81,152,68,78,146,75,92,167,89,112,201,96,104,200,18,18,36,114,100,214,305,324,629,865,915,1780,65,82,147,116,139,255,370,439,809,786,887,1673,55,61,116,10794,12004,22798,202,175,377,226,229,455,11,10,21,9,3,12,134,174,308,143,177,320,5964,5225,11189,276,157,433,2151,1934,4085,20004,20246,40250
POA6121,9,17,26,383,366,749,0,0,0,37,31,68,0,0,0,292,285,577,3,10,13,0,3,3,3,4,7,3,3,6,8,10,18,0,0,0,5,0,5,8,22,30,37,49,86,0,6,6,5,4,9,28,42,70,53,66,119,3,0,3,868,901,1769,0,0,0,6,7,13,0,0,0,0,0,0,0,4,4,0,4,4,369,316,685,15,15,30,107,93,200,1374,1353,2727
POA6122,45,57,102,1026,1170,2196,0,0,0,119,134,253,3,4,7,746,811,1557,6,11,17,15,8,23,24,24,48,21,22,43,17,32,49,0,4,4,13,22,35,43,39,82,269,300,569,3,12,15,18,16,34,94,121,215,130,160,290,3,6,9,2550,2896,5446,6,3,9,32,20,52,4,0,4,4,0,4,11,25,36,15,25,40,1523,1328,2851,48,30,78,442,357,799,4665,4716,9381
POA6123,4,6,10,174,205,379,0,0,0,8,8,16,0,0,0,93,85,178,0,0,0,0,3,3,5,4,9,0,3,3,5,3,8,0,0,0,3,0,3,0,0,0,36,37,73,4,3,7,0,0,0,21,31,52,15,22,37,0,0,0,364,404,768,0,0,0,3,0,3,0,0,0,0,0,0,3,9,12,3,9,12,282,245,527,7,3,10,57,44,101,720,711,1431
POA6124,0,0,0,141,141,282,0,0,0,10,8,18,0,0,0,100,89,189,0,0,0,6,3,9,0,0,0,0,3,3,6,10,16,0,0,0,0,0,0,0,0,0,12,14,26,3,3,6,0,0,0,9,13,22,15,13,28,0,0,0,302,297,599,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14,11,3,14,175,173,348,9,11,20,47,54,101,544,538,1082
POA6125,7,15,22,385,392,777,0,0,0,16,26,42,3,0,3,216,194,410,6,18,24,4,0,4,7,9,16,0,0,0,9,6,15,0,0,0,0,3,3,5,4,9,52,49,101,4,5,9,3,0,3,67,72,139,39,33,72,3,0,3,819,811,1630,0,0,0,3,0,3,0,0,0,0,0,0,9,11,20,9,11,20,393,352,745,21,16,37,120,102,222,1372,1307,2679
POA6126,22,3,25,26,36,62,0,0,0,0,0,0,0,0,0,21,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,9,8,17,0,5,5,0,0,0,59,73,132,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,47,42,89,0,3,3,246,3,249,374,128,502
POA6147,524,568,1092,1000,1123,2123,0,0,0,200,203,403,25,31,56,1449,1600,3049,22,27,49,37,41,78,27,41,68,12,14,26,40,43,83,11,10,21,35,28,63,96,106,202,187,182,369,27,20,47,18,24,42,176,233,409,229,259,488,35,31,66,3626,4016,7642,192,156,348,465,416,881,5,0,5,0,0,0,85,72,157,85,72,157,1960,1603,3563,74,37,111,548,459,1007,7479,7327,14806
POA6148,422,420,842,1377,1634,3011,0,0,0,245,295,540,34,31,65,1726,2014,3740,24,29,53,51,59,110,27,34,61,15,24,39,51,53,104,15,10,25,26,35,61,112,137,249,262,265,527,10,16,26,48,109,157,342,407,749,262,277,539,10,15,25,4637,5444,10081,241,244,485,234,230,464,11,10,21,3,0,3,63,84,147,66,84,150,2102,1891,3993,90,49,139,652,588,1240,8455,8960,17415
POA6149,357,377,734,1760,1962,3722,0,0,0,236,318,554,35,37,72,1995,2139,4134,26,41,67,47,47,94,14,18,32,18,13,31,44,41,85,4,4,8,24,25,49,139,151,290,369,403,772,10,18,28,3,12,15,357,487,844,318,327,645,12,8,20,5411,6051,11462,191,194,385,104,90,194,5,4,9,0,0,0,91,95,186,91,95,186,2364,2075,4439,71,21,92,584,553,1137,9178,9460,18638
POA6150,404,466,870,880,1055,1935,0,0,0,216,253,469,12,16,28,1836,1901,3737,19,18,37,48,51,99,5,6,11,7,7,14,29,32,61,10,5,15,27,26,53,63,66,129,245,272,517,0,4,4,13,12,25,291,343,634,216,262,478,10,5,15,3927,4334,8261,139,135,274,108,98,206,3,4,7,0,0,0,63,75,138,63,75,138,1430,1257,2687,65,28,93,369,360,729,6508,6757,13265
POA6151,199,247,446,1244,1487,2731,0,0,0,89,118,207,10,17,27,1856,1994,3850,25,27,52,114,108,222,31,27,58,17,23,40,36,60,96,8,0,8,18,15,33,77,90,167,166,164,330,7,9,16,4,10,14,388,427,815,172,233,405,18,19,37,4280,4828,9108,144,113,257,187,162,349,26,23,49,3,0,3,67,77,144,70,77,147,2350,1963,4313,102,50,152,860,756,1616,8218,8219,16437
POA6152,402,487,889,1597,2193,3790,0,0,0,200,199,399,19,17,36,3022,3252,6274,55,81,136,113,131,244,28,45,73,14,26,40,67,79,146,10,20,30,31,34,65,104,133,237,258,301,559,16,17,33,14,24,38,470,662,1132,275,363,638,28,25,53,6321,7602,13923,178,125,303,473,416,889,14,19,33,5,0,5,114,112,226,119,112,231,2992,2747,5739,152,77,229,1073,1061,2134,11724,12646,24370
POA6153,220,323,543,1610,2032,3642,0,0,0,181,199,380,10,15,25,2160,2624,4784,33,51,84,115,135,250,10,19,29,5,6,11,46,71,117,4,6,10,32,25,57,81,96,177,290,310,600,8,14,22,3,14,17,415,566,981,242,295,537,11,9,20,5256,6487,11743,161,132,293,136,134,270,29,14,43,0,0,0,110,97,207,110,97,207,2201,1977,4178,88,54,142,909,705,1614,9110,9923,19033
POA6154,77,114,191,845,1038,1883,0,0,0,107,136,243,6,6,12,1175,1397,2572,11,22,33,59,60,119,5,10,15,0,3,3,29,30,59,0,0,0,17,12,29,31,28,59,117,146,263,5,8,13,6,4,10,205,289,494,136,142,278,10,10,20,2764,3341,6105,26,13,39,37,58,95,5,8,13,0,0,0,28,35,63,28,35,63,1259,1136,2395,39,16,55,380,327,707,4615,5048,9663
POA6155,1266,1454,2720,3454,3828,7282,0,0,0,537,601,1138,89,76,165,5236,5719,10955,59,81,140,117,161,278,53,78,131,65,62,127,123,121,244,27,27,54,93,108,201,468,498,966,711,695,1406,33,52,85,75,69,144,766,901,1667,914,1033,1947,84,84,168,12904,14194,27098,939,941,1880,919,916,1835,6,6,12,0,0,0,335,273,608,335,273,608,5409,4621,10030,154,100,254,2281,1342,3623,24213,23847,48060
POA6156,100,148,248,1332,1708,3040,0,0,0,114,125,239,17,20,37,2258,2755,5013,19,17,36,69,90,159,23,30,53,11,11,22,45,52,97,3,3,6,19,23,42,29,44,73,170,202,372,7,15,22,11,11,22,224,334,558,151,175,326,5,11,16,4507,5626,10133,47,38,85,33,47,80,6,3,9,3,0,3,46,44,90,49,44,93,2147,1887,4034,88,48,136,599,604,1203,7576,8445,16021
POA6157,64,112,176,1130,1414,2544,0,0,0,68,80,148,0,0,0,1692,2069,3761,13,15,28,25,42,67,38,41,79,5,17,22,28,32,60,3,0,3,10,19,29,24,30,54,147,189,336,8,12,20,9,11,20,186,248,434,106,156,262,6,12,18,3498,4387,7885,23,26,49,34,26,60,15,5,20,0,0,0,20,26,46,20,26,46,1815,1734,3549,88,64,152,515,509,1024,6072,6889,12961
POA6158,36,58,94,559,675,1234,0,0,0,38,54,92,0,0,0,932,1109,2041,3,5,8,22,18,40,11,19,30,0,0,0,14,13,27,0,0,0,0,3,3,13,15,28,74,100,174,3,3,6,3,0,3,105,131,236,49,57,106,5,10,15,1831,2212,4043,10,7,17,14,7,21,4,3,7,0,0,0,31,32,63,31,32,63,1077,976,2053,47,26,73,303,257,560,3353,3578,6931
POA6159,22,35,57,217,284,501,0,0,0,19,15,34,0,0,0,266,301,567,0,6,6,9,3,12,3,3,6,3,0,3,10,7,17,0,0,0,0,3,3,5,7,12,36,33,69,0,0,0,0,0,0,42,48,90,21,33,54,0,0,0,631,743,1374,0,0,0,3,6,9,6,8,14,0,0,0,10,12,22,10,12,22,482,404,886,12,9,21,194,148,342,1360,1365,2725
POA6160,74,86,160,490,546,1036,0,0,0,36,38,74,0,0,0,918,1006,1924,9,4,13,32,35,67,16,12,28,0,4,4,19,21,40,3,3,6,3,7,10,12,13,25,72,93,165,3,3,6,3,0,3,78,86,164,58,76,134,3,4,7,1755,1951,3706,19,19,38,28,18,46,19,24,43,0,0,0,32,23,55,32,23,55,1421,1319,2740,93,41,134,388,359,747,3829,3840,7669
POA6161,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,21,9,30,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,36,21,57,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,37,0,0,0,7,5,12,62,51,113
POA6162,76,109,185,650,723,1373,0,0,0,45,41,86,0,0,0,1487,1678,3165,3,11,14,56,52,108,21,19,40,4,0,4,26,33,59,0,0,0,9,18,27,13,16,29,49,58,107,10,5,15,3,13,16,72,115,187,70,103,173,0,8,8,2518,2893,5411,13,10,23,41,34,75,19,15,34,0,4,4,26,41,67,26,45,71,1807,1768,3575,101,60,161,428,417,845,5029,5351,10380
POA6163,377,485,862,3195,3827,7022,0,0,0,328,404,732,13,27,40,7564,8035,15599,35,54,89,339,326,665,75,116,191,42,46,88,94,100,194,3,3,6,64,70,134,197,223,420,433,489,922,51,68,119,33,37,70,521,724,1245,512,598,1110,47,42,89,13546,15189,28735,157,157,314,228,226,454,18,35,53,7,7,14,131,162,293,138,169,307,6085,5487,11572,315,170,485,1802,1676,3478,22666,23594,46260
POA6164,451,497,948,3794,4197,7991,0,0,0,474,549,1023,6,9,15,6879,7239,14118,47,44,91,315,298,613,82,96,178,26,41,67,98,102,200,16,32,48,90,106,196,333,372,705,478,473,951,25,45,70,28,37,65,565,647,1212,749,775,1524,53,45,98,14058,15107,29165,215,201,416,266,253,519,14,12,26,0,0,0,167,178,345,167,178,345,6667,5612,12279,250,146,396,1820,1630,3450,23908,23636,47544
POA6165,0,0,0,17,17,34,0,0,0,0,3,3,0,0,0,14,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,47,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28,3,0,3,8,9,17,56,70,126
POA6166,27,33,60,628,635,1263,0,0,0,48,50,98,0,3,3,1901,2002,3903,3,5,8,72,80,152,6,9,15,0,3,3,15,25,40,4,0,4,7,7,14,15,20,35,73,70,143,4,11,15,3,3,6,95,113,208,82,93,175,5,6,11,2961,3135,6096,5,3,8,19,13,32,0,3,3,0,0,0,10,10,20,10,10,20,717,650,1367,33,16,49,314,252,566,4086,4115,8201
POA6167,110,156,266,1971,2200,4171,0,0,0,155,192,347,0,0,0,2250,2295,4545,29,28,57,87,94,181,116,140,256,34,43,77,52,60,112,0,0,0,37,45,82,146,146,292,196,228,424,52,52,104,22,26,48,233,265,498,308,347,655,25,21,46,5713,6182,11895,60,53,113,84,84,168,10,6,16,3,3,6,86,84,170,89,87,176,3374,3042,6416,159,107,266,1978,1208,3186,11577,10925,22502
POA6168,123,158,281,2622,3097,5719,0,0,0,123,193,316,3,4,7,2282,2437,4719,44,58,102,139,146,285,92,97,189,37,39,76,87,87,174,5,3,8,27,30,57,96,105,201,343,337,680,36,58,94,20,22,42,319,397,716,246,300,546,20,25,45,6541,7435,13976,34,26,60,93,64,157,6,0,6,0,0,0,68,97,165,68,97,165,3425,2848,6273,163,84,247,1295,1009,2304,11748,11721,23469
POA6169,140,219,359,3866,4281,8147,0,0,0,307,332,639,0,0,0,2990,3336,6326,105,127,232,93,109,202,94,129,223,100,93,193,173,199,372,3,3,6,42,46,88,118,157,275,442,453,895,46,57,103,19,29,48,507,623,1130,456,561,1017,35,28,63,9396,10563,19959,37,29,66,83,68,151,12,13,25,0,3,3,51,93,144,51,96,147,5331,4681,10012,229,132,361,1697,1552,3249,16976,17353,34329
POA6170,32,49,81,586,658,1244,0,0,0,49,45,94,0,0,0,609,678,1287,4,13,17,16,27,43,35,38,73,10,16,26,21,30,51,0,8,8,12,11,23,41,54,95,63,63,126,4,5,9,6,5,11,75,90,165,131,161,292,11,10,21,1673,1912,3585,27,25,52,28,27,55,0,3,3,0,0,0,18,20,38,18,20,38,1032,933,1965,46,32,78,384,359,743,3240,3360,6600
POA6171,42,55,97,1682,1862,3544,0,0,0,146,142,288,3,3,6,1375,1570,2945,52,52,104,39,42,81,78,86,164,48,45,93,73,79,152,0,0,0,34,39,73,76,92,168,275,279,554,27,20,47,12,18,30,237,275,512,274,287,561,7,11,18,4438,4902,9340,19,13,32,32,30,62,7,5,12,6,0,6,18,31,49,24,31,55,2582,2384,4966,93,49,142,610,568,1178,7847,8037,15884
POA6172,34,62,96,1499,1736,3235,0,0,0,98,134,232,0,0,0,1278,1342,2620,49,46,95,55,54,109,32,46,78,32,54,86,115,114,229,0,0,0,23,20,43,64,78,142,145,148,293,19,17,36,7,7,14,156,218,374,187,222,409,14,23,37,3773,4259,8032,12,20,32,37,32,69,0,3,3,0,3,3,15,49,64,15,52,67,2155,1928,4083,83,49,132,869,723,1592,6978,7128,14106
POA6173,28,50,78,1364,1437,2801,0,0,0,114,115,229,0,0,0,1037,1061,2098,9,15,24,11,21,32,25,33,58,19,23,42,29,43,72,4,0,4,7,9,16,42,56,98,118,117,235,10,5,15,4,4,8,142,165,307,166,192,358,18,17,35,3119,3313,6432,9,6,15,19,19,38,0,0,0,0,0,0,6,27,33,6,27,33,1672,1457,3129,67,36,103,362,240,602,5282,5148,10430
POA6174,8,8,16,250,276,526,0,0,0,9,19,28,0,0,0,212,224,436,3,3,6,7,3,10,0,3,3,4,7,11,8,9,17,0,0,0,0,0,0,6,3,9,16,17,33,6,3,9,0,3,3,14,26,40,46,36,82,0,3,3,581,635,1216,0,0,0,0,0,0,3,0,3,0,0,0,0,7,7,0,7,7,364,312,676,13,10,23,131,102,233,1100,1074,2174
POA6175,12,11,23,342,355,697,0,0,0,44,50,94,0,0,0,307,295,602,6,7,13,0,0,0,13,17,30,3,3,6,8,5,13,0,0,0,0,0,0,13,15,28,29,20,49,0,0,0,5,3,8,48,59,107,40,45,85,0,3,3,858,877,1735,0,3,3,5,6,11,0,0,0,3,0,3,3,13,16,6,13,19,526,447,973,15,3,18,135,94,229,1557,1454,3011
POA6176,0,0,0,90,102,192,0,0,0,8,10,18,0,0,0,68,55,123,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,5,7,12,10,5,15,0,0,0,0,0,0,14,20,34,10,11,21,0,0,0,209,213,422,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,96,229,0,7,7,23,25,48,369,341,710
POA6180,22,22,44,349,417,766,0,0,0,91,90,181,0,0,0,315,341,656,3,0,3,3,4,7,11,12,23,7,11,18,18,18,36,0,0,0,3,4,7,31,40,71,30,33,63,7,8,15,7,3,10,35,50,85,63,60,123,3,3,6,976,1094,2070,0,4,4,9,4,13,0,0,0,0,0,0,7,11,18,7,11,18,486,431,917,10,10,20,214,164,378,1724,1740,3464
POA6181,0,0,0,71,73,144,0,0,0,7,0,7,0,0,0,33,46,79,0,0,0,4,4,8,0,3,3,0,4,4,3,0,3,0,0,0,0,0,0,4,0,4,3,0,3,3,0,3,0,0,0,9,9,18,5,0,5,0,0,0,142,139,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,62,134,4,0,4,40,36,76,258,237,495
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
