region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA6335,3,0,3,79,88,167,0,0,0,63,47,110,54,49,103,48,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,3,5,8,0,0,0,0,0,0,20,23,43,10,10,20,0,0,0,277,276,553,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,93,96,189,3,3,6,45,36,81,424,414,838
POA6336,0,0,0,34,23,57,0,0,0,5,7,12,0,0,0,12,22,34,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,4,4,0,0,0,9,3,12,0,0,0,0,0,0,9,8,17,3,0,3,0,0,0,75,70,145,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,46,27,73,0,0,0,12,15,27,133,115,248
POA6337,0,3,3,68,68,136,0,0,0,5,3,8,0,0,0,25,33,58,0,0,0,0,0,0,0,0,0,0,4,4,3,3,6,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,3,3,22,19,41,11,9,20,0,0,0,144,149,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,59,148,0,3,3,24,10,34,257,224,481
POA6338,4,0,4,90,72,162,0,0,0,4,5,9,0,0,0,87,74,161,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,3,6,9,6,15,0,3,3,3,0,3,28,27,55,10,8,18,0,0,0,237,202,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,89,220,0,0,0,46,42,88,418,333,751
POA6341,0,0,0,25,36,61,0,0,0,15,5,20,0,0,0,23,15,38,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,22,20,42,8,5,13,0,0,0,100,81,181,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,4,4,40,34,74,0,0,0,8,5,13,148,127,275
POA6343,0,0,0,29,32,61,0,0,0,0,0,0,0,0,0,20,12,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,14,19,33,8,9,17,0,0,0,77,78,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31,76,0,0,0,3,3,6,125,112,237
POA6346,3,0,3,103,80,183,0,0,0,8,6,14,0,0,0,79,45,124,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,3,3,6,12,9,21,0,0,0,0,0,0,21,25,46,12,8,20,0,0,0,244,179,423,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,135,84,219,13,0,13,46,24,70,444,290,734
POA6348,7,10,17,159,146,305,0,0,0,7,8,15,0,0,0,114,109,223,3,0,3,0,3,3,3,3,6,0,0,0,9,3,12,0,3,3,0,0,0,0,4,4,26,21,47,0,0,0,0,0,0,49,47,96,18,25,43,7,0,7,395,372,767,0,0,0,3,3,6,0,0,0,0,0,0,4,7,11,4,7,11,221,183,404,0,3,3,101,88,189,731,666,1397
POA6350,4,0,4,27,31,58,0,0,0,3,0,3,0,0,0,22,14,36,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,3,3,0,3,3,7,7,14,0,0,0,0,0,0,63,68,131,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,32,18,50,0,0,0,7,4,11,106,93,199
POA6352,0,0,0,60,43,103,0,0,0,0,3,3,0,0,0,52,44,96,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,5,3,8,30,34,64,3,3,6,0,0,0,154,136,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,43,95,0,0,0,14,8,22,220,187,407
POA6353,4,0,4,101,105,206,0,0,0,3,4,7,0,0,0,90,75,165,0,0,0,0,0,0,5,3,8,0,0,0,0,4,4,0,0,0,0,0,0,3,3,6,7,3,10,3,0,3,0,0,0,32,32,64,14,18,32,0,0,0,258,247,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,77,165,4,0,4,24,23,47,378,347,725
POA6355,0,0,0,166,121,287,0,0,0,7,0,7,0,0,0,87,91,178,0,0,0,0,3,3,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,3,3,13,16,29,0,0,0,0,0,0,35,40,75,16,7,23,0,0,0,328,286,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,79,171,0,3,3,41,24,65,461,392,853
POA6358,0,0,0,36,43,79,0,0,0,0,0,0,0,0,0,20,17,37,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,8,8,16,11,3,14,0,0,0,83,84,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,57,3,0,3,4,6,10,126,111,237
POA6359,3,0,3,81,46,127,0,0,0,6,6,12,0,0,0,55,37,92,6,0,6,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,6,6,12,0,0,0,3,0,3,15,14,29,7,14,21,0,0,0,188,123,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,49,114,7,0,7,67,19,86,330,191,521
POA6365,0,4,4,91,104,195,0,0,0,5,6,11,0,0,0,62,65,127,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,0,0,0,0,0,0,36,23,59,3,4,7,0,3,3,203,217,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,59,144,3,3,6,22,13,35,313,296,609
POA6367,0,0,0,50,48,98,0,0,0,3,4,7,0,0,0,19,25,44,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,7,18,0,0,0,0,0,0,10,15,25,3,0,3,0,0,0,99,107,206,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,28,15,43,0,0,0,8,16,24,138,142,280
POA6368,0,0,0,30,17,47,0,0,0,0,3,3,0,0,0,13,15,28,9,11,20,0,3,3,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,11,9,3,12,0,0,0,74,61,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,40,0,0,0,3,3,6,101,80,181
POA6369,0,3,3,87,108,195,0,0,0,3,0,3,0,0,0,68,60,128,7,6,13,0,0,0,3,3,6,0,0,0,0,3,3,0,0,0,3,0,3,0,3,3,7,3,10,0,0,0,13,9,22,12,14,26,8,11,19,0,3,3,211,223,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,64,140,0,0,0,26,26,52,313,316,629
POA6370,0,3,3,72,62,134,0,0,0,0,0,0,0,0,0,28,45,73,3,0,3,0,0,0,0,5,5,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,6,9,0,3,3,0,0,0,32,32,64,6,10,16,0,0,0,150,163,313,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,92,190,0,0,0,25,25,50,276,283,559
POA6373,0,0,0,41,37,78,0,0,0,3,3,6,0,0,0,17,18,35,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,18,10,28,3,3,6,0,0,0,92,77,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,58,0,0,0,5,5,10,128,109,237
POA6375,0,3,3,134,127,261,0,0,0,3,9,12,0,0,0,66,78,144,0,3,3,0,0,0,10,9,19,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,5,8,13,0,0,0,0,0,0,48,50,98,5,6,11,0,0,0,271,297,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,96,194,4,3,7,38,17,55,411,416,827
POA6383,0,4,4,151,176,327,0,0,0,8,4,12,0,0,0,95,97,192,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,17,21,14,8,22,0,6,6,0,0,0,53,75,128,3,3,6,3,3,6,334,392,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,108,234,0,4,4,44,31,75,504,539,1043
POA6386,0,0,0,47,41,88,0,0,0,0,0,0,0,0,0,23,28,51,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,9,10,19,0,0,0,0,0,0,86,86,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,64,0,3,3,9,5,14,131,122,253
POA6390,5,3,8,255,231,486,0,0,0,14,10,24,0,0,0,245,157,402,3,3,6,4,0,4,0,0,0,3,4,7,10,13,23,0,0,0,0,0,0,4,4,8,32,14,46,3,3,6,3,9,12,33,25,58,19,15,34,0,0,0,628,488,1116,3,3,6,17,11,28,0,0,0,0,0,0,7,4,11,7,4,11,370,226,596,18,7,25,339,97,436,1387,839,2226
POA6391,0,3,3,151,148,299,0,0,0,7,8,15,0,0,0,81,68,149,0,0,0,0,0,0,5,0,5,3,3,6,3,5,8,0,0,0,0,0,0,0,0,0,3,4,7,3,3,6,0,0,0,30,31,61,7,13,20,0,0,0,293,283,576,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,3,3,138,111,249,5,3,8,38,35,73,477,438,915
POA6392,0,0,0,76,73,149,0,0,0,8,0,8,0,0,0,46,36,82,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,6,9,3,0,3,3,0,3,17,21,38,0,5,5,0,0,0,159,145,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,65,134,0,3,3,28,21,49,256,234,490
POA6393,0,0,0,78,62,140,0,0,0,3,3,6,0,0,0,28,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,4,8,12,21,14,35,0,5,5,0,0,0,138,128,266,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,37,40,77,3,0,3,17,15,32,195,187,382
POA6394,0,0,0,76,73,149,0,0,0,9,4,13,0,0,0,50,28,78,0,0,0,0,0,0,0,4,4,0,0,0,5,0,5,0,0,0,3,0,3,0,0,0,4,3,7,0,3,3,0,3,3,14,20,34,4,6,10,3,3,6,168,147,315,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,24,35,59,3,3,6,14,11,25,209,199,408
POA6395,5,5,10,248,261,509,0,0,0,19,24,43,0,0,0,137,154,291,3,0,3,4,0,4,0,7,7,0,0,0,12,11,23,0,0,0,0,0,0,3,4,7,12,10,22,0,5,5,0,0,0,53,80,133,15,15,30,4,0,4,510,571,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,171,351,0,0,0,73,56,129,768,803,1571
POA6396,3,4,7,56,52,108,0,0,0,9,4,13,0,0,0,20,23,43,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,7,0,5,5,0,3,3,0,0,0,5,0,5,3,3,6,0,0,0,101,93,194,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,44,112,3,3,6,18,12,30,197,156,353
POA6397,0,0,0,43,34,77,0,0,0,0,0,0,0,0,0,14,10,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,5,9,14,5,7,12,0,0,0,75,63,138,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,54,47,101,3,0,3,105,14,119,240,129,369
POA6398,0,4,4,73,78,151,0,0,0,6,6,12,0,0,0,27,30,57,0,0,0,3,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,6,3,9,0,0,0,0,0,0,7,12,19,8,7,15,0,0,0,130,145,275,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,116,112,228,4,0,4,28,20,48,278,284,562
POA6401,17,18,35,771,887,1658,0,0,0,39,53,92,36,38,74,834,919,1753,35,53,88,12,28,40,51,56,107,8,5,13,18,28,46,0,0,0,5,4,9,15,24,39,55,55,110,35,43,78,11,11,22,153,157,310,107,152,259,12,4,16,2197,2517,4714,9,0,9,5,3,8,0,0,0,0,0,0,15,35,50,15,35,50,960,818,1778,37,25,62,488,459,947,3728,3875,7603
POA6403,0,0,0,22,31,53,0,0,0,0,0,0,0,0,0,23,25,48,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,7,3,0,3,0,0,0,5,0,5,4,3,7,0,0,0,64,69,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,58,0,0,0,6,0,6,102,95,197
POA6405,0,3,3,33,35,68,0,0,0,0,0,0,0,0,0,24,41,65,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,8,4,12,0,0,0,0,0,0,14,7,21,3,5,8,3,0,3,88,98,186,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,36,20,56,0,0,0,9,9,18,136,130,266
POA6407,0,4,4,151,130,281,0,0,0,3,10,13,52,39,91,99,80,179,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,10,16,3,3,6,4,0,4,36,51,87,11,10,21,0,0,0,374,340,714,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,3,3,133,99,232,3,0,3,44,40,84,557,486,1043
POA6409,0,0,0,69,45,114,0,0,0,3,0,3,0,0,0,57,46,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,3,0,3,23,23,46,0,0,0,0,3,3,159,120,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,59,0,0,0,37,24,61,230,169,399
POA6410,0,5,5,164,173,337,0,0,0,7,10,17,0,0,0,97,122,219,5,5,10,0,0,0,0,0,0,0,0,0,4,3,7,6,3,9,0,0,0,7,7,14,9,19,28,6,5,11,6,11,17,57,63,120,14,12,26,0,0,0,382,433,815,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,0,4,4,157,100,257,5,0,5,57,41,98,604,583,1187
POA6413,0,0,0,21,21,42,0,0,0,0,0,0,0,0,0,9,3,12,5,4,9,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,7,10,13,23,0,0,0,0,0,0,56,48,104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,21,14,35,0,0,0,3,3,6,83,65,148
POA6415,9,9,18,314,331,645,0,0,0,6,9,15,0,0,0,297,281,578,20,29,49,0,3,3,5,8,13,0,0,0,7,5,12,0,0,0,3,4,7,3,5,8,25,14,39,6,3,9,19,21,40,85,105,190,40,52,92,0,0,0,830,870,1700,0,3,3,6,3,9,0,0,0,0,0,0,9,4,13,9,4,13,502,342,844,19,10,29,156,125,281,1531,1366,2897
POA6418,4,0,4,105,103,208,0,0,0,0,5,5,0,0,0,73,64,137,14,26,40,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,4,0,0,0,5,11,16,3,6,9,10,3,13,18,21,39,5,12,17,0,0,0,237,255,492,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,84,72,156,0,0,0,37,27,64,362,358,720
POA6421,0,0,0,31,31,62,0,0,0,0,0,0,0,0,0,27,25,52,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,5,7,12,18,8,26,5,4,9,0,0,0,95,81,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,44,0,0,0,8,9,17,127,110,237
POA6423,0,0,0,50,34,84,0,0,0,0,0,0,0,0,0,29,23,52,0,3,3,0,0,0,0,0,0,0,3,3,6,3,9,0,0,0,0,0,0,0,3,3,5,4,9,0,0,0,0,0,0,17,7,24,0,3,3,0,0,0,107,83,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22,63,3,0,3,15,5,20,166,110,276
POA6425,0,0,0,45,25,70,0,0,0,0,0,0,0,0,0,18,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,6,13,0,5,5,0,0,0,73,55,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27,3,0,3,3,5,8,94,72,166
POA6426,0,0,0,115,100,215,0,0,0,0,0,0,0,0,0,196,162,358,3,3,6,3,3,6,0,0,0,0,0,0,6,8,14,0,0,0,0,0,0,3,5,8,12,7,19,0,4,4,7,0,7,17,18,35,8,11,19,0,0,0,370,321,691,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,164,111,275,3,5,8,75,44,119,612,484,1096
POA6429,7,4,11,141,72,213,0,0,0,22,24,46,7,5,12,129,79,208,34,42,76,0,3,3,6,5,11,4,0,4,14,10,24,0,0,0,14,17,31,9,16,25,22,12,34,0,3,3,3,3,6,40,40,80,19,15,34,0,0,0,464,346,810,0,0,0,0,3,3,0,0,0,0,4,4,3,0,3,3,4,7,244,142,386,12,3,15,180,116,296,910,618,1528
POA6430,98,101,199,1652,1698,3350,0,0,0,265,308,573,0,0,0,2748,2808,5556,128,157,285,41,34,75,50,71,121,105,125,230,96,81,177,6,3,9,33,18,51,85,79,164,300,256,556,29,32,61,47,63,110,373,447,820,415,448,863,28,28,56,6401,6656,13057,115,73,188,74,59,133,6,13,19,5,3,8,40,48,88,45,51,96,3256,2567,5823,135,64,199,1852,1440,3292,11982,11024,23006
POA6431,0,0,0,5,7,12,0,0,0,0,4,4,0,0,0,7,9,16,77,112,189,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,22,18,40,0,0,0,3,0,3,0,0,0,0,0,0,7,9,16,61,62,123,0,0,0,188,221,409,0,0,0,0,0,0,0,0,0,14,23,37,0,0,0,14,23,37,81,57,138,0,0,0,43,52,95,326,353,679
POA6432,23,20,43,536,489,1025,0,0,0,92,93,185,3,0,3,780,729,1509,39,61,100,11,12,23,20,29,49,22,35,57,30,37,67,3,0,3,12,24,36,41,43,84,82,81,163,16,26,42,10,19,29,95,118,213,111,117,228,37,37,74,1940,1950,3890,23,13,36,16,15,31,0,0,0,3,3,6,15,13,28,18,16,34,1152,953,2105,53,24,77,873,643,1516,4098,3634,7732
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,11,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,83,0,0,0,12,16,28,66,82,148
POA6436,0,0,0,21,17,38,0,0,0,3,0,3,0,0,0,13,9,22,11,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,55,47,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,30,3,0,3,24,20,44,102,77,179
POA6437,4,12,16,155,79,234,0,0,0,10,8,18,4,0,4,172,72,244,0,3,3,0,6,6,0,0,0,3,3,6,9,6,15,0,0,0,3,3,6,0,0,0,20,5,25,3,0,3,3,0,3,21,16,37,17,9,26,0,0,0,420,210,630,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,293,104,397,15,0,15,164,62,226,905,388,1293
POA6438,5,3,8,72,44,116,0,0,0,9,12,21,0,0,0,74,54,128,11,14,25,9,0,9,0,3,3,3,3,6,5,6,11,0,0,0,5,6,11,3,0,3,9,3,12,3,3,6,12,14,26,9,0,9,20,11,31,0,3,3,244,176,420,3,3,6,4,0,4,0,0,0,3,3,6,3,0,3,6,3,9,172,107,279,8,7,15,323,154,477,765,453,1218
POA6440,0,3,3,91,28,119,0,0,0,14,11,25,0,0,0,138,58,196,80,81,161,3,0,3,3,0,3,0,0,0,8,5,13,0,0,0,14,3,17,0,4,4,19,5,24,3,5,8,5,5,10,26,0,26,16,9,25,0,0,0,420,214,634,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,199,64,263,4,4,8,125,52,177,756,337,1093
POA6442,12,15,27,226,228,454,0,0,0,14,17,31,0,0,0,258,263,521,7,9,16,6,7,13,23,17,40,7,7,14,12,10,22,0,0,0,0,3,3,25,14,39,33,22,55,3,3,6,0,0,0,37,36,73,32,36,68,9,15,24,692,687,1379,4,4,8,11,0,11,0,0,0,0,0,0,8,4,12,8,4,12,456,352,808,14,10,24,216,214,430,1413,1286,2699
POA6443,7,6,13,92,77,169,0,0,0,11,9,20,0,0,0,126,102,228,8,7,15,0,0,0,3,4,7,3,6,9,14,5,19,0,0,0,0,0,0,0,0,0,14,9,23,3,0,3,3,3,6,19,15,34,12,11,23,0,0,0,308,248,556,4,0,4,3,5,8,0,0,0,0,0,0,3,3,6,3,3,6,160,139,299,5,5,10,160,85,245,650,491,1141
POA6445,0,0,0,17,17,34,0,0,0,0,0,0,0,0,0,23,11,34,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,3,4,7,0,5,5,0,0,0,15,7,22,5,0,5,0,0,0,66,48,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36,3,0,3,3,5,8,91,70,161
POA6447,0,3,3,48,36,84,0,0,0,3,7,10,0,0,0,40,33,73,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,0,0,0,3,3,6,9,7,16,3,3,6,4,0,4,3,3,6,16,10,26,17,14,31,0,0,0,157,125,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,64,147,3,0,3,23,36,59,266,228,494
POA6448,0,0,0,36,33,69,0,0,0,4,3,7,0,0,0,34,37,71,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,7,19,4,4,8,4,0,4,0,0,0,9,3,12,19,43,62,0,0,0,130,140,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,54,122,0,0,0,33,21,54,231,215,446
POA6450,27,53,80,1163,1196,2359,0,0,0,87,84,171,0,0,0,930,1061,1991,34,54,88,6,8,14,54,78,132,8,12,20,112,116,228,0,0,0,20,20,40,111,120,231,125,130,255,12,16,28,54,62,116,264,345,609,248,295,543,13,10,23,3241,3607,6848,3,3,6,4,3,7,5,4,9,0,0,0,16,24,40,16,24,40,2036,1842,3878,53,36,89,766,655,1421,6151,6227,12378
POA6460,0,0,0,110,134,244,0,0,0,5,4,9,0,0,0,134,129,263,4,0,4,3,3,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,13,7,20,0,0,0,12,8,20,38,40,78,19,14,33,0,0,0,338,342,680,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,108,97,205,4,5,9,39,47,86,489,494,983
POA6461,0,0,0,45,52,97,0,0,0,0,0,0,0,0,0,27,27,54,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,18,28,46,4,6,10,0,0,0,101,127,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,42,99,3,3,6,18,19,37,179,191,370
POA6462,0,0,0,48,48,96,0,0,0,0,3,3,0,0,0,13,19,32,0,6,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,4,10,0,0,0,0,0,0,34,19,53,4,5,9,0,0,0,112,104,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,29,76,3,0,3,7,4,11,169,137,306
POA6468,0,0,0,22,23,45,0,0,0,0,0,0,22,29,51,24,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,5,3,8,5,4,9,0,0,0,81,82,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,35,0,0,0,5,3,8,107,99,206
POA6472,0,0,0,36,31,67,0,0,0,0,0,0,0,0,0,21,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,5,8,14,8,22,3,3,6,80,69,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,27,3,0,3,4,3,7,105,81,186
